Date,IWF,IWM,KODK,MTUM,SPY,VLUE,VXX
2018-09-24,-1.418212312549329,-2.8498421468034727,1.0,-0.23520126282557222,-2.159135753749013,-2.203433307024467,0.0
2018-09-25,-1.4327560613557644,-2.8526472043542803,1.0,-0.2504700643245918,-2.160811479465611,-2.1994062345373577,0.0
2018-09-26,-1.4334853291038858,-2.856463124504362,1.0,-0.24553925455987313,-2.1668318794607457,-2.210547184773989,0.0
2018-09-27,-1.4434420541290771,-2.836423118865867,1.0,-0.2525032219688708,-2.1695251313571924,-2.2118568454446317,0.0
2018-09-28,-1.439186507936508,-2.8428571428571425,1.0,-0.2547619047619048,-2.1705357142857142,-2.2132936507936507,0.0
2018-10-01,-1.483950364065224,-2.9605168700646085,1.0,-0.2694082658188904,-2.2487949953850888,-2.2927904830273818,0.0
2018-10-02,-1.4971487817522033,-3.043234836702955,1.0,-0.25775012960082944,-2.2644893727319855,-2.3054432348367033,0.0
2018-10-03,-1.4973034640116158,-3.020120306990251,1.0,-0.25492636382493256,-2.2756689483509644,-2.3232731798382074,0.0
2018-10-04,-1.4980253585533152,-3.031386406152567,1.0,-0.25462481812512994,-2.2778008729993764,-2.330908335065475,0.0
2018-10-05,-1.4590383821708626,-3.0083574081716877,1.0,-0.21110193974411884,-2.289413949649195,-2.3497730086669417,0.0
2018-10-08,-1.4501541623843783,-2.994141829393628,1.0,-0.19938335046248717,-2.2906474820143883,-2.3431654676258993,0.0
2018-10-09,-1.4464910475406463,-2.999691294505042,1.0,-0.18532619880633877,-2.3013994649104754,-2.357275159497839,0.0
2018-10-10,-1.4462044846739355,-2.9988685455667556,1.0,-0.1842213536309401,-2.301378317218679,-2.3550709730508124,0.0
2018-10-11,-1.2607632093933463,-2.941976516634051,1.0,-0.0,-2.2176125244618397,-2.364481409001957,0.0
2018-10-12,-1.256636320076665,-2.901581217057978,1.0,-0.0,-2.1413512218495447,-2.283564925730714,0.0
2018-10-15,-1.1890342917184067,-2.9586397936765687,1.0,-0.0,-2.123125417900468,-2.2812111949565383,0.0
2018-10-16,-1.1904152725841368,-3.1207439480417243,1.0,-0.0,-2.187167880338516,-2.3421570556976974,0.0
2018-10-17,-1.1117113640748602,-2.991510708084121,1.0,-0.0,-2.1719081612965465,-2.371888867451283,0.0
2018-10-18,-1.1170830912260312,-3.009684292078249,1.0,-0.0,-2.176544644586481,-2.3809800503583185,0.0
2018-10-19,-1.0614852531463157,-2.975694110865597,1.0,-0.0,-2.1846479008550292,-2.3852435392448843,0.0
2018-10-22,-1.061630027839109,-2.956225400787175,1.0,-0.0,-2.191129883843717,-2.390803494288183,0.0
2018-10-23,-1.0602189781021898,-2.9578371110257398,1.0,-0.0,-2.193526699961583,-2.3927199385324625,0.0
2018-10-24,-1.063640753259295,-2.9589570255915016,1.0,-0.0,-2.214389183969097,-2.420183486238532,0.0
2018-10-25,-0.9355530684573774,-2.815146427905242,1.0,-0.0,-2.2474351800037304,-2.328483491885842,0.0
2018-10-26,-0.8735253772290809,-2.7532693187014172,1.0,-0.0,-2.236396890717878,-2.281755829903978,0.0
2018-10-29,-0.823854374207571,-2.7529433073718526,1.0,-0.0,-2.2044919398659664,-2.2749501901829374,0.0
2018-10-30,-0.8037281693964347,-2.7517871685820285,1.0,-0.0,-2.203872952673966,-2.289657044611347,0.0
2018-10-31,-0.8016418309984831,-2.6840367627375747,1.0,-0.0,-2.1784598911394664,-2.258856072097796,0.0
2018-11-01,-0.7687655638562789,-2.7010850231234436,1.0,-0.0,-2.170224119530416,-2.2535574528637494,0.0
2018-11-02,-0.7652189234428686,-2.6523654303585587,1.0,-0.0,-2.1604263941502952,-2.231697647784336,0.0
2018-11-05,-0.7573516464166227,-2.6728297235428773,1.0,-0.0,-2.160327522451136,-2.213858073604508,0.0
2018-11-06,-0.7615486141663,-2.674263088429388,1.0,-0.0,-2.155565332160141,-2.2075670919489663,0.0
2018-11-07,-0.7591029023746702,-2.674406332453826,1.0,-0.0,-2.1546174142480212,-2.206948109058927,0.0
2018-11-08,-0.6879162702188392,-2.6543551595882704,1.0,-0.0,-2.111063056828994,-2.196349796730386,0.0
2018-11-09,-0.7079003941239699,-2.7521497671085635,1.0,-0.0,-2.2173951988534575,-2.279828018631315,0.0
2018-11-12,-0.7015031575202347,-2.702481544071867,1.0,-0.0,-2.2248510184114556,-2.265676420884106,0.0
2018-11-13,-0.7609046849757674,-3.0683562197092082,1.0,-0.0,-2.6463045234248788,-2.6212641357027464,0.0
2018-11-14,-0.7793681627645436,-3.1028524690726917,1.0,-0.0,-2.687761987526838,-2.653920866987016,0.0
2018-11-15,-0.773338768854464,-3.099673868732165,1.0,-0.0,-2.6882388911536896,-2.630350591112923,0.0
2018-11-16,-0.7592386352131214,-3.0654044750430294,1.0,-0.0,-2.671661435658601,-2.6282271944922546,0.0
2018-11-19,-0.7562556985107891,-3.068686050045588,1.0,-0.0,-2.6750075980143855,-2.630635194002634,0.0
2018-11-20,-0.5924852499741228,-3.1278335576027327,1.0,-0.0,-2.799606665976607,-2.830866369941,0.0
2018-11-21,-0.5813977076782636,-3.075261182675728,1.0,-0.0,-2.7537275585759207,-2.7327315143523685,0.0
2018-11-23,-0.5830635370295427,-3.04077296641036,1.0,-0.0,-2.7614326183731284,-2.7320922703358965,0.0
2018-11-26,-0.5827147941026944,-3.079715302491103,1.0,-0.0,-2.768683274021352,-2.7366548042704624,0.0
2018-11-27,-0.5506155254858073,-3.1151693966832843,1.0,-0.0,-2.7715942618781155,-2.7366975277240817,0.0
2018-11-28,-0.5526503204802116,-3.113745040187201,1.0,-0.0,-2.771187302879235,-2.7363923084749207,0.0
2018-11-29,-0.4425275827482447,-3.0705115346038117,1.0,-0.0,-2.7617853560682044,-2.7553660982948847,0.0
2018-11-30,-0.44084620012031284,-3.0703829957890516,1.0,-0.0,-2.7621816723481056,-2.752656907960698,0.0
2018-12-03,-0.4347389558232932,-3.0796184738955827,1.0,-0.0,-2.768674698795181,-2.7573293172690763,0.0
2018-12-04,-0.4080574391703231,-3.07508974870363,1.0,-0.0,-2.7474072596729155,-2.74142401276426,0.0
2018-12-06,-0.35442554004970367,-2.846300898489772,1.0,-0.0,-2.7240489390173965,-2.633722041674632,0.0
2018-12-07,-0.34158036056770236,-2.8587456846950516,1.0,-0.0,-2.737245876486383,-2.651898734177215,0.0
2018-12-10,-0.34921540656205424,-2.8330004755111746,1.0,-0.0,-2.705848787446505,-2.622063718497385,0.0
2018-12-11,-0.3431045969353764,-2.8377272294660703,1.0,-0.0,-2.7053392976111166,-2.631293423431998,0.0
2018-12-12,-0.3375143623132899,-2.8579088471849867,1.0,-0.0,-2.7229988510149363,-2.656453466104941,0.0
2018-12-13,-0.3356978527607362,-2.863209355828221,1.0,-0.0,-2.7262269938650308,-2.660659509202454,0.0
2018-12-14,-0.3575763413929294,-2.8236200751372698,1.0,-0.0,-2.7750698391291784,-2.676717079279453,0.0
2018-12-17,-0.3122314523059295,-2.808746300009548,1.0,-0.0,-2.735892294471498,-2.691587892676406,0.0
2018-12-18,-0.26564434708067436,-2.7867415944375655,1.0,-0.0,-2.7487379750452425,-2.723592723116487,0.0
2018-12-19,-0.2756220802745734,-2.78663361616932,1.0,-0.0,-2.747449709219182,-2.7240919058060826,0.0
2018-12-20,-0.26830892143808255,-2.749001331557923,1.0,-0.0,-2.77762982689747,-2.716187939889671,0.0
2018-12-21,-0.24289746001881465,-2.731420507996237,1.0,-0.0,-2.7609595484477887,-2.67206020696143,0.0
2018-12-24,-0.1860572911838324,-2.666172244368221,1.0,-0.0,-2.7290256790581253,-2.689255585426903,0.0
2018-12-26,-0.20539042339673133,-2.840389945522317,1.0,-0.0,-2.7638344643027812,-2.747873458855013,0.0
2018-12-27,-0.011702911905639513,-2.766310357537781,1.0,-0.0,-2.6070770364909692,-2.8298931072613343,0.0
2018-12-28,-0.0025768452052273142,-2.773973863427204,1.0,-0.0,-2.603441928952696,-2.822933922326523,0.0
2018-12-31,-0.008480044243709097,-2.7695640151166008,1.0,-0.0,-2.609641441607521,-2.8297538943681446,0.0
2019-01-02,-0.0,-2.7772236076475476,1.0,-0.0,-2.6131892490994737,-2.8457559804193218,0.0
2019-01-03,-0.01948651643886221,-2.7711488732914664,1.0,-0.0,-2.629479128186184,-2.815201329885482,0.0
2019-01-04,-0.0,-2.7825249839552577,1.0,-0.0,-2.5635830200788488,-2.8223159438892456,0.0
2019-01-07,-0.0,-2.6390772210971205,1.0,-0.0,-2.4644712512107074,-2.701593730738751,0.0
2019-01-08,-0.0,-2.602313557094032,1.0,-0.0,-2.4726141442467795,-2.6884585049513627,0.0
2019-01-09,-0.0,-2.5706170249956304,1.0,-0.0,-2.4684495717531902,-2.7006642195420385,0.0
2019-01-10,-0.0,-2.624633431085044,1.0,-0.0,-2.5091975473207144,-2.7526881720430105,0.0
2019-01-11,-0.0,-2.5843924984445823,1.0,-0.0,-2.5188872100257753,-2.7848191271886944,0.0
2019-01-14,-0.0,-2.595818505338078,1.0,-0.0,-2.5412811387900356,-2.759697508896797,0.0
2019-01-15,-0.0,-2.587778768956289,1.0,-0.0,-2.547100802854594,-2.785727029438002,0.0
2019-01-16,-0.0,-2.510309278350515,1.0,-0.0,-2.481478245675345,-2.7448890442075835,0.0
2019-01-17,-0.0,-2.4742268041237114,1.0,-0.0,-2.391667376672063,-2.65408537104882,0.0
2019-01-18,-0.0,-2.48414138795264,1.0,-0.0,-2.4342753435312416,-2.723878662172673,0.0
2019-01-22,-0.0,-2.5693866473674687,1.0,-0.0,-2.6065677582775466,-2.8704541342500454,0.0
2019-01-23,-0.0,-2.3999643048366948,1.0,-0.0,-2.565589862573621,-2.9582366589327145,0.0
2019-01-24,-0.0,-2.388119696292988,1.0,-0.0,-2.589638231353283,-2.954711924966503,0.0
2019-01-25,-0.0,-2.2936146482015056,1.0,-0.0,-2.837531369086346,-3.1633980853239145,0.0
2019-01-28,-0.0,-2.2320074005550414,1.0,-0.0,-2.8753931544865865,-3.143293246993524,0.0
2019-01-29,-0.0,-2.2300770015771407,1.0,-0.0,-2.8831060395212913,-3.1641154095927266,0.0
2019-01-30,-0.0,-2.227158890640942,1.0,-0.0,-2.879603005287079,-3.1687227529913735,0.0
2019-01-31,-0.0,-2.2597414674974425,1.0,-0.0,-2.8336278247930813,-3.2063610155305495,0.0
2019-02-01,-0.0,-2.1981704555746764,1.0,-0.0,-2.7104428946653387,-3.148537270174803,0.0
2019-02-04,-0.0,-2.2054646773323747,1.0,-0.0,-2.679759122775481,-3.1028222182275753,0.0
2019-02-05,-0.0,-2.1796734840330108,1.0,-0.0,-2.6545568711876575,-3.1359885181198424,0.0
2019-02-06,-0.0,-2.1967227874313497,1.0,-0.0,-2.6489601152426396,-3.157648329882056,0.0
2019-02-07,-0.0,-2.188413643746616,1.0,-0.0,-2.6470853636527703,-3.1881429344883596,0.0
2019-02-08,-0.0,-2.1863977570769646,1.0,-0.0,-2.682825359500769,-3.17482138012119,0.0
2019-02-11,-0.0,-2.1222452100386793,1.0,-0.0,-2.6768912476387516,-3.196006116758118,0.0
2019-02-12,-0.0,-2.1654142145767312,1.0,-0.0,-2.694884563150747,-3.193571751923947,0.0
2019-02-13,-0.0,-2.157747998920766,1.0,-0.0,-2.674880834607429,-3.1609857001528914,0.0
2019-02-14,-0.0,-2.143966061918946,1.0,-0.0,-2.7104431807924905,-3.1716761440563226,0.0
2019-02-15,-0.0,-2.1411381525377724,1.0,-0.0,-2.723694924454899,-3.1824843933773637,0.0
2019-02-19,-0.0,-2.102109169910383,1.0,-0.0,-2.764279894994116,-3.1858423101294466,0.0
2019-02-20,-0.0,-2.1281865190964346,1.0,-0.0,-2.7522453052707974,-3.1915086637031664,0.0
2019-02-21,-0.0,-2.1282586974293762,1.0,-0.0,-2.7607412117358523,-3.194477245889727,0.0
2019-02-22,-0.0,-2.101837602969132,1.0,-0.0,-2.774056304879153,-3.1764279894994116,0.0
2019-02-25,-0.0,-2.083635375135919,1.0,-0.0,-2.792044218919899,-3.1855744835085176,0.0
2019-02-26,-0.0,-2.0710283752033254,1.0,-0.0,-2.790168082414603,-3.175402132658594,0.0
2019-02-27,-0.0,-2.0694205911597217,1.0,-0.0,-2.7965289704420138,-3.1731899123203466,0.0
2019-02-28,-0.0,-2.0756698044895003,1.0,-0.0,-2.8024076755973932,-3.1734250543084723,0.0
2019-03-01,-0.0,-2.076185305827,1.0,-0.0,-2.806550850524792,-3.1653999276149114,0.0
2019-03-04,-0.0,-1.9938385705483672,1.0,-0.0,-2.745092861543878,-3.063110641668867,0.0
2019-03-05,-0.0,-1.963692853972481,1.0,-0.0,-2.829915667998225,-3.0833555259653793,0.0
2019-03-06,-0.0,-1.948745233661435,1.0,-0.0,-2.8429546865301054,-3.0759067127782216,0.0
2019-03-07,-0.0,-1.877135522705143,1.0,-0.0,-2.9117464813667344,-3.0630255820129237,0.0
2019-03-08,-0.0,-1.8858834244080147,1.0,-0.0,-3.06712204007286,-3.1544626593806924,0.0
2019-03-11,-0.0,-1.898066783831283,1.0,-0.0,-3.0989732679678106,-3.2527980760336694,0.0
2019-03-12,-0.0,-1.7325325508894187,1.0,-0.0,-3.088208325692279,-3.3485237483953787,0.0
2019-03-13,-0.0,-1.7710953998714534,1.0,-0.0,-3.0877789000091815,-3.3230190065191443,0.0
2019-03-14,-0.0,-1.7686731510368876,1.0,-0.0,-3.0877225178931917,-3.3195081666360804,0.0
2019-03-15,-0.0,-1.7845671035628576,1.0,-0.0,-3.1019014214509877,-3.3437326933727154,0.0
2019-03-18,-0.0,-1.8458781362007168,1.0,-0.0,-3.171194114318053,-3.415016034710432,0.0
2019-03-19,-0.0,-1.8428977272727274,1.0,-0.0,-3.1758522727272727,-3.45094696969697,0.0
2019-03-20,-0.0,-1.8936048178950387,1.0,-0.0,-3.1872669916833956,-3.4785393365835007,0.0
2019-03-21,-0.0,-1.896545123935305,1.0,-0.0,-3.244233897980668,-3.429610489042014,0.0
2019-03-22,-0.0,-1.8874613601236476,1.0,-0.0,-3.3575154559505407,-3.4149922720247297,0.0
2019-03-25,-0.0,-1.6855874574990555,1.0,-0.0,-3.376652814506989,-3.382508500188893,0.0
