Date,AFL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.14206172446706966,-0.3040089086859688,-0.054111176764692515,-0.3668242352620335,-0.40561792645788824,0.0
2018-09-25,1.0,-0.1415673610479396,-0.3050350222869099,-0.053011007004457385,-0.3677112708086964,-0.40684981351769306,0.0
2018-09-26,1.0,-0.1416746259153136,-0.30518033383362897,-0.053349706644835584,-0.3676035839359621,-0.4062627916496111,0.0
2018-09-27,1.0,-0.1406478102189781,-0.31202098540145984,-0.05180200729927007,-0.3689552919708029,-0.40761861313868614,0.0
2018-09-28,1.0,-0.13996988913727815,-0.3127195583740134,-0.05207810575299968,-0.36881244582325834,-0.40752315342853235,0.0
2018-10-01,1.0,-0.140227210511908,-0.3125513276758828,-0.052148918696961394,-0.36887489734464823,-0.40745049730814853,0.0
2018-10-02,1.0,-0.14072266070532416,-0.30906975683197224,-0.053538026369816145,-0.3695652173913043,-0.40820749121766503,0.0
2018-10-03,1.0,-0.14064495530012772,-0.3073344280240832,-0.053388980113118045,-0.37005108556832694,-0.4091634738186462,0.0
2018-10-04,1.0,-0.14383467907485975,-0.30288308015145293,-0.053784042698781995,-0.3741845718717212,-0.40623146754253914,0.0
2018-10-05,1.0,-0.13832060374613567,-0.2988952536824877,-0.049168030551009274,-0.37681851245681036,-0.4099381705764685,0.0
2018-10-08,1.0,-0.1373056406764272,-0.2971285892634207,-0.04748609692429918,-0.3782771535580524,-0.40969242991714905,0.0
2018-10-09,1.0,-0.13470558768614235,-0.3002868983104877,-0.03809372011475932,-0.3853089849264539,-0.4185755271187212,0.0
2018-10-10,1.0,-0.1363336142300772,-0.2991094814038764,-0.03985697041474025,-0.3864987359646525,-0.41571958913157353,0.0
2018-10-11,1.0,-0.11929462905285801,-0.29350870510206367,-0.021174572587331107,-0.3841448385578884,-0.4225951735418674,0.0
2018-10-12,1.0,-0.11457648632108614,-0.30209206917654524,-0.014551553752351594,-0.39828645254878847,-0.4370905958883928,0.0
2018-10-15,1.0,-0.0952283711115649,-0.3311551289905384,-0.0,-0.3995189798742994,-0.4430603771016268,0.0
2018-10-16,1.0,-0.09587673315633014,-0.33038328000544626,-0.0,-0.3997322259286995,-0.4432795515918942,0.0
2018-10-17,1.0,-0.08545589192343081,-0.311483135477211,-0.0,-0.3983528197302574,-0.44882296178272485,0.0
2018-10-18,1.0,-0.08448772150760096,-0.30995322479086085,-0.0,-0.4035935953944409,-0.4507511019159845,0.0
2018-10-19,1.0,-0.07733965895358726,-0.3044577720091304,-0.0,-0.40451148010562593,-0.4515284429127691,0.0
2018-10-22,1.0,-0.07728809006871544,-0.29807283389663586,-0.0,-0.40817422835015776,-0.45475300490185105,0.0
2018-10-23,1.0,-0.0771779031247202,-0.2980795057749127,-0.0,-0.40827289820037604,-0.4548079505774913,0.0
2018-10-24,1.0,-0.07577248133076958,-0.2953315744756965,-0.0,-0.40864374189509456,-0.4560658230112239,0.0
2018-10-25,1.0,-0.06890279071831049,-0.28763476640489816,-0.0,-0.4091352766316163,-0.452704201606105,0.0
2018-10-26,1.0,-0.05258740640943526,-0.28301345053780064,-0.0,-0.4230403957859398,-0.45000773019413826,0.0
2018-10-29,1.0,-0.046209418087308926,-0.28342363772521034,-0.0,-0.4212149244526673,-0.4516981630765165,0.0
2018-10-30,1.0,-0.0297617733424591,-0.2862252445190206,-0.0,-0.42428189786501225,-0.46757777139955403,0.0
2018-10-31,1.0,-0.029694882324369672,-0.2862189252439617,-0.0,-0.4243166865368481,-0.4675895262065616,0.0
2018-11-01,1.0,-0.018882908320832965,-0.294935145151328,-0.0,-0.42415953410394425,-0.4679696461660637,0.0
2018-11-02,1.0,-0.024060646011865524,-0.2743133377279719,-0.0,-0.4332014941771039,-0.46574379257306087,0.0
2018-11-05,1.0,-0.021683253147037503,-0.2810255058327292,-0.0,-0.43386278257430966,-0.4603132757749511,0.0
2018-11-06,1.0,-0.01691700302168111,-0.2791415778909989,-0.0,-0.44061404089194733,-0.4689560863715565,0.0
2018-11-07,1.0,-0.01689345654235494,-0.2791169530026686,-0.0,-0.4404869549875394,-0.4688926625940057,0.0
2018-11-08,1.0,-0.016279890585017207,-0.27889790876202236,-0.0,-0.441410041471808,-0.4693373334509839,0.0
2018-11-09,1.0,-0.015796324486509142,-0.2790610452930924,-0.0,-0.442186776093719,-0.46914642486818015,0.0
2018-11-12,1.0,-0.015309152497635441,-0.271033587752678,-0.0,-0.44532916877460793,-0.4679189670721246,0.0
2018-11-13,1.0,-0.00516366182391038,-0.2674382986171889,-0.0,-0.44705058638193595,-0.4683178715210923,0.0
2018-11-14,1.0,-0.005316472312774849,-0.2672894742599602,-0.0,-0.44702124401076426,-0.4682214978012121,0.0
2018-11-15,1.0,-0.004571003652428755,-0.2670647157885528,-0.0,-0.44741158716619644,-0.46803578067930796,0.0
2018-11-16,1.0,-0.0039756220100919636,-0.26468468074881496,-0.0,-0.4467113742108827,-0.46905786495991614,0.0
2018-11-19,1.0,-0.0028410332619432667,-0.26535250666550114,-0.0,-0.447681279776214,-0.4695353817911622,0.0
2018-11-20,1.0,-0.0,-0.25096668487165485,-0.0,-0.4433642818132168,-0.4902457673402512,0.0
2018-11-21,1.0,-0.0,-0.2481062255115368,-0.0,-0.44281671745755335,-0.4858511101436657,0.0
2018-11-23,1.0,-0.0,-0.2438987253665115,-0.0,-0.44486013833906124,-0.48636185670161397,0.0
2018-11-26,1.0,-0.0,-0.2468249826026444,-0.0,-0.4431758872651357,-0.48466858037578286,0.0
2018-11-27,1.0,-0.0,-0.24708023661459125,-0.0,-0.43869038590713094,-0.48102966349591564,0.0
2018-11-28,1.0,-0.0,-0.24890015820384456,-0.0,-0.4378128860282166,-0.4804629087835641,0.0
2018-11-29,1.0,-0.0,-0.24458879129890587,-0.0,-0.43404044109713197,-0.479401799779883,0.0
2018-11-30,1.0,-0.0,-0.2446328780719356,-0.0,-0.43472069389604506,-0.4782618076682417,0.0
2018-12-03,1.0,-0.0,-0.2446865897076276,-0.0,-0.4347610313949725,-0.4783040241665768,0.0
2018-12-04,1.0,-0.0,-0.24465266558966076,-0.0,-0.4322670974690361,-0.477092084006462,0.0
2018-12-06,1.0,-0.0,-0.23820152376864473,-0.0,-0.43144114175340703,-0.47651035518832496,0.0
2018-12-07,1.0,-0.0,-0.2391468113041045,-0.0,-0.4314155958761111,-0.481758894556725,0.0
2018-12-10,1.0,-0.0,-0.237000640888699,-0.0,-0.4273018585772271,-0.4720145268105106,0.0
