Date,ALT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,0.3959411886518948,-0.6281217643404431,-0.6288258438600124,-0.6272106026092359,-0.6286601780907021,-0.6288258438600124,0.6040588113481052
2018-09-25,0.35997009411557745,-0.6792154103263259,-0.6804468290966663,-0.6778080745887941,-0.6800949951622834,-0.6803588706130707,0.6400299058844225
2018-09-26,0.3597729972284545,-0.6794685671549866,-0.680700365140117,-0.6780607980291231,-0.6803924156438343,-0.6806123795697505,0.6402270027715454
2018-09-27,0.3593942595527381,-0.6800493044550097,-0.6813259376650818,-0.6786406057404472,-0.6809737629864412,-0.6812378939954217,0.6406057404472618
2018-09-28,0.3492070602992563,-0.6955469939969536,-0.6970253561508825,-0.693979034136726,-0.6965773676193888,-0.696846160738285,0.6507929397007436
2018-10-01,0.31941820929353987,-0.7439081979599547,-0.7458915753683415,-0.7417359274650547,-0.745230449565546,-0.7455610124669436,0.6805817907064601
2018-10-02,0.3168382597143806,-0.7483038383071594,-0.7502965317644826,-0.7461213645205674,-0.7497271907766759,-0.7500593063528965,0.6831617402856194
2018-10-03,0.3165938864628821,-0.7487184355420543,-0.7507594456047086,-0.7465350294285172,-0.750142396050883,-0.7504271881526486,0.683406113537118
2018-10-04,0.31642924976258313,-0.7490978157644824,-0.7510921177587844,-0.7468660968660968,-0.750474833808167,-0.7508072174738841,0.6835707502374169
2018-10-05,0.31682416069139085,-0.7490859015147918,-0.7511277838453867,-0.7468540766418159,-0.7506054418538392,-0.7509378413030059,0.6831758393086091
2018-10-08,0.2849139453893908,-0.8085600363397769,-0.8114369353454802,-0.8054812496845506,-0.8107303285721496,-0.8110331600464341,0.7150860546106091
2018-10-09,0.2774646443943431,-0.8238880918220947,-0.8269624923139988,-0.820608731297397,-0.826091412174626,-0.8263988522238164,0.7225353556056568
2018-10-10,0.27740480705170917,-0.8240147593911752,-0.827140880438682,-0.8207861425716191,-0.8262696663762622,-0.8265771536924102,0.7225951929482909
2018-10-11,0.2803598971722365,-0.8270437017994858,-0.8307455012853471,-0.8235475578406168,-0.8297172236503856,-0.8303341902313625,0.7196401028277636
2018-10-12,0.2812451762284538,-0.827939284795472,-0.8315410342166194,-0.8243375353743245,-0.8304605093902752,-0.8310779521481861,0.7187548237715461
2018-10-15,0.2818598424385974,-0.828536120694094,-0.8326553730497914,-0.8248287935739663,-0.8312136347252973,-0.8318830132330982,0.7181401575614027
2018-10-16,0.28174092196755085,-0.8288436775688901,-0.8329642029358744,-0.8251352047386042,-0.8315735256245173,-0.8321916044295647,0.7182590780324491
2018-10-17,0.2796429868714649,-0.8364381713455451,-0.8407451611229309,-0.8325463131129677,-0.8393959836023039,-0.8401224638057184,0.7203570131285352
2018-10-18,0.2796803652968037,-0.8363947696139477,-0.8406496471564964,-0.8324512245745121,-0.8393524283935242,-0.8400269821502698,0.7203196347031964
2018-10-19,0.28038207963453254,-0.8368374604163423,-0.8410943259097752,-0.8328920728858433,-0.839900327051861,-0.8405751959715517,0.7196179203654675
2018-10-22,0.2801724137931034,-0.8371936019941836,-0.8415039468217698,-0.8332467802243456,-0.8403095139177399,-0.8409846281678438,0.7198275862068966
2018-10-23,0.2801724137931034,-0.8371936019941836,-0.8414520149563772,-0.8332467802243456,-0.8403095139177399,-0.8409846281678438,0.7198275862068966
2018-10-24,0.2800872999376429,-0.8378715443774682,-0.8420806485138225,-0.833818332986905,-0.8409893992932863,-0.8417168987736438,0.7199127000623571
2018-10-25,0.2814757079760977,-0.8377240841777086,-0.8419849311509483,-0.8336710833982853,-0.841101584827228,-0.8416731618602236,0.7185242920239023
2018-10-26,0.2815634908259265,-0.837985342273507,-0.8423514735693124,-0.8338790997453089,-0.84157180726649,-0.8420396070481834,0.7184365091740735
2018-10-29,0.28202328966521106,-0.8380640465793303,-0.8426388022457892,-0.8339051777916406,-0.8417030567685589,-0.8422749012268662,0.7179767103347889
2018-10-30,0.2820832683611414,-0.8378294090129424,-0.8424554290763553,-0.8337231664847444,-0.84157180726649,-0.8421955403087479,0.7179167316388585
2018-10-31,0.28233520482428776,-0.8380640465793303,-0.8425348305260969,-0.8339051777916406,-0.8417550426284051,-0.8423788729465584,0.7176647951757122
2018-11-01,0.282371294851794,-0.8382735309412376,-0.8430577223088922,-0.8340613624544981,-0.8421216848673946,-0.842745709828393,0.7176287051482059
2018-11-02,0.28248087829751806,-0.8389094125604871,-0.8435402466309381,-0.8345907695509651,-0.8428118008221032,-0.8433841511004736,0.7175191217024819
2018-11-05,0.2825035117839863,-0.8387700952083659,-0.8435045002861454,-0.8345039279954216,-0.842672077415327,-0.8432443681390147,0.7174964882160138
2018-11-06,0.2825555382134124,-0.8388221216377921,-0.8435045002861454,-0.8345039279954216,-0.842672077415327,-0.8431923417095885,0.7174444617865876
2018-11-07,0.2826516807159954,-0.8389530648350505,-0.8436361744198146,-0.8346862316578207,-0.8428036216047455,-0.8433239671141637,0.7173483192840046
