Date,ASIX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5776237623762376,-1.3154950495049504,-0.18618811881188116,-0.9361881188118811,-0.935049504950495,0.0
2018-09-25,1.0,-0.5825863008271012,-1.3129612203456986,-0.1930563122183151,-0.9338319053043435,-0.9302164330642364,0.0
2018-09-26,1.0,-0.582656497622821,-1.313094294770206,-0.19324484944532488,-0.9337361331220286,-0.9297741679873217,0.0
2018-09-27,1.0,-0.582519942525888,-1.3147698558192538,-0.19313283456374175,-0.9340534112867264,-0.9301887727295247,0.0
2018-09-28,1.0,-0.5800505425895645,-1.3169317675040881,-0.1939447995639463,-0.9338982210990536,-0.9302809573361083,0.0
2018-10-01,1.0,-0.581198275434858,-1.3156251548639675,-0.1940135784726696,-0.934535903662223,-0.930274047276872,0.0
2018-10-02,1.0,-0.581405738111784,-1.3302392534498164,-0.1907574704656011,-0.9330388166385386,-0.9283728779906681,0.0
2018-10-03,1.0,-0.5811575498858335,-1.3173334657003872,-0.18892087759356693,-0.9386975081902115,-0.9377047552864092,0.0
2018-10-04,1.0,-0.5829158192370654,-1.3125651073962004,-0.18974155464060719,-0.9404732377598096,-0.9348678009821916,0.0
2018-10-05,1.0,-0.5631711783045479,-1.3056366605631713,-0.1682090364725095,-0.9568961251051616,-0.954817637452368,0.0
2018-10-08,1.0,-0.5603239666156353,-1.3012988295718309,-0.1635636327719887,-0.9597510988196949,-0.9535779544668873,0.0
2018-10-09,1.0,-0.5593086419753086,-1.3017777777777777,-0.16103703703703703,-0.9609382716049383,-0.9552098765432098,0.0
2018-10-10,1.0,-0.5593956749284092,-1.3015700602350153,-0.1609064876073862,-0.9611434778315395,-0.9542806359237682,0.0
2018-10-11,1.0,-0.4881295655517109,-1.312043444828912,-0.06012110726643599,-0.9542483660130718,-0.9912533640907344,0.0
2018-10-12,1.0,-0.4906054279749478,-1.304327196811539,-0.05124312013664832,-0.9320554184854811,-0.9665021825773391,0.0
2018-10-15,1.0,-0.4670017068082686,-1.3476199506922055,-0.015787976483974966,-0.9350464631139769,-0.9756305708325431,0.0
2018-10-16,1.0,-0.46398556573761934,-1.3660320022790942,-0.0034661222164189733,-0.9374673567257016,-0.9771615782726367,0.0
2018-10-17,1.0,-0.43150460689397124,-1.3109770356858894,-0.0,-0.9367195173284693,-0.9978953276273327,0.0
2018-10-18,1.0,-0.43187347931873477,-1.3128392288976232,-0.0,-0.9360845966685383,-0.9982687628673031,0.0
2018-10-19,1.0,-0.41418743027147636,-1.3045277054667161,-0.0,-0.9342227593901079,-0.9956768315358869,0.0
2018-10-22,1.0,-0.41430098034660595,-1.2956836872183246,-0.0,-0.9376016354597407,-0.9986526041908655,0.0
2018-10-23,1.0,-0.4166666666666667,-1.2955221107395019,-0.0,-0.9355258268301746,-0.997445187662579,0.0
2018-10-24,1.0,-0.4151848058839959,-1.3031840610743877,-0.0,-0.937901498929336,-0.9987896843869285,0.0
2018-10-25,1.0,-0.36799423319517033,-1.2429266534510723,-0.0,-0.9380519012434674,-0.9563434853126689,0.0
2018-10-26,1.0,-0.34903516199474127,-1.224787200855653,-0.0,-0.9392129774054102,-0.9434912429252641,0.0
2018-10-29,1.0,-0.3210911510312708,-1.2371701042359724,-0.0,-0.9268130405854956,-0.950499001996008,0.0
2018-10-30,1.0,-0.3059794180269695,-1.2380677785663592,-0.0,-0.9281405251951739,-0.9635823278921221,0.0
2018-10-31,1.0,-0.31221918773676327,-1.2095850585851466,-0.0,-0.9259977094529116,-0.9570962910756762,0.0
2018-11-01,1.0,-0.2887128712871287,-1.2284708470847083,-0.0,-0.9253685368536854,-0.9579317931793179,0.0
2018-11-02,1.0,-0.2890673255095738,-1.2363010676784612,-0.0,-0.9257036971675637,-0.960866496073414,0.0
2018-11-05,1.0,-0.36327937936979215,-1.2556268556651662,-0.0,-1.0352456661239344,-1.134613542764103,0.0
2018-11-06,1.0,-0.35350101971447995,-1.2610954646984558,-0.0,-1.0686607749830046,-1.1725745362727007,0.0
2018-11-07,1.0,-0.35352406858697233,-1.2615242628843444,-0.0,-1.069364161849711,-1.1730703842230534,0.0
2018-11-08,1.0,-0.3278112208042379,-1.2576932338068867,-0.0,-1.0566819166867325,-1.1736575969178906,0.0
2018-11-09,1.0,-0.33040667663659606,-1.2600704327270973,-0.0,-1.0575522215253992,-1.1760818177432582,0.0
2018-11-12,1.0,-0.3283230887437572,-1.2402036112178254,-0.0,-1.0621878601613521,-1.1714368036880523,0.0
2018-11-13,1.0,-0.2891904761904762,-1.2360000000000002,-0.0,-1.0663809523809524,-1.1703333333333332,0.0
2018-11-14,1.0,-0.2908986998142592,-1.235033576225175,-0.0,-1.0668190693908655,-1.1698337857789207,0.0
