Date,CDMO,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-26,1.0,-2.4396448693870583,-4.798019463889363,-0.37493597404814755,-4.328154345227933,-4.133003243981561,0.0
2018-10-29,1.0,-2.3469422043010755,-4.789314516129032,-0.2995631720430107,-4.252856182795699,-4.112399193548387,0.0
2018-10-30,1.0,-2.3225590353374646,-4.7779266454530225,-0.28470942890638085,-4.24334282364763,-4.118908055602077,0.0
2018-10-31,1.0,-2.31801652892562,-4.656528925619836,-0.27834710743801655,-4.2071074380165285,-4.068760330578512,0.0
2018-11-01,1.0,-2.2713434811383193,-4.738583719391132,-0.21525479814692258,-4.2271674387822635,-4.0929847782925215,0.0
2018-11-02,1.0,-2.258838793383068,-4.565358417126175,-0.1814790788193318,-4.195750891988323,-4.016542328900422,0.0
2018-11-05,1.0,-2.2486652645203042,-4.5665749878660415,-0.17731758615110824,-4.186539394919916,-3.999352855524996,0.0
2018-11-06,1.0,-2.268308489954634,-4.58700583279326,-0.1710952689565781,-4.184867141931303,-3.990926766040182,0.0
2018-11-07,1.0,-2.258659760440272,-4.584007769504694,-0.18371641307866624,-4.175137584978957,-3.984946584655228,0.0
2018-11-08,1.0,-2.1369451903332806,-4.536724056231242,-0.07329015953245932,-4.091612699415574,-3.956720897172642,0.0
2018-11-09,1.0,-2.1338383838383836,-4.532039141414142,-0.07591540404040405,-4.088383838383838,-3.952493686868687,0.0
2018-11-12,1.0,-2.096699209669921,-4.414225941422594,-0.06276150627615062,-4.0407562374089565,-3.882380288238028,0.0
2018-11-13,1.0,-1.992997412087076,-4.367940325772569,-0.0,-4.019181001674531,-3.8428984624752625,0.0
2018-11-14,1.0,-1.9948249619482499,-4.365601217656013,-0.0,-4.018721461187215,-3.841400304414003,0.0
2018-11-15,1.0,-1.9804811620517477,-4.346497200786806,-0.0,-4.0034801028899984,-3.800423664699652,0.0
2018-11-16,1.0,-1.9677614651127588,-4.320569093385803,-0.0,-4.013167852277887,-3.8339639775995153,0.0
2018-11-19,1.0,-1.9733535200605605,-4.320363361090084,-0.0,-4.0122634367903105,-3.834216502649508,0.0
2018-11-20,1.0,-1.806368849984908,-4.301237549049199,-0.0,-4.045879867189858,-3.938575309387262,0.0
2018-11-21,1.0,-1.81615890083632,-4.267025089605734,-0.0,-4.024940262843489,-3.8261648745519707,0.0
2018-11-23,1.0,-1.8023791821561337,-4.239702602230483,-0.0,-4.015167286245353,-3.812639405204461,0.0
2018-11-26,1.0,-1.7962908011869436,-4.238575667655786,-0.0,-4.002077151335311,-3.799851632047478,0.0
2018-11-27,1.0,-1.7402464065708418,-4.221472572601936,-0.0,-3.9533587562334995,-3.75212672337929,0.0
2018-11-28,1.0,-1.7408603729261487,-4.234473645573337,-0.0,-3.95331082073117,-3.7534870063133163,0.0
2018-11-29,1.0,-1.5921771642220304,-4.147684785734829,-0.0,-3.9027897612884663,-3.7377049180327866,0.0
2018-11-30,1.0,-1.592006900517539,-4.147929844738356,-0.0,-3.904255319148936,-3.7320299022426684,0.0
2018-12-03,1.0,-1.5811818703384968,-4.142283419391853,-0.0,-3.8961560527825583,-3.723608720596672,0.0
2018-12-04,1.0,-1.540401881145789,-4.141085934159897,-0.0,-3.8673222174718545,-3.702294427818156,0.0
2018-12-06,1.0,-1.410498338870432,-3.745514950166113,-0.0,-3.6893023255813953,-3.44358803986711,0.0
2018-12-07,1.0,-1.4225239616613417,-3.751064962726304,-0.0,-3.6966187433439828,-3.4419595314164004,0.0
2018-12-10,1.0,-1.3050182958703607,-3.7388917929952954,-0.0,-3.664270778881338,-3.3602979613173027,0.0
2018-12-11,1.0,-1.3127695726048885,-3.7365050320219586,-0.0,-3.6660567246111624,-3.354724872565678,0.0
2018-12-12,1.0,-1.3124427580792881,-3.7410702603689656,-0.0,-3.669501504644773,-3.3609839068428626,0.0
2018-12-13,1.0,-1.3051465798045603,-3.717915309446254,-0.0,-3.6626710097719872,-3.3437133550488602,0.0
2018-12-14,1.0,-1.3131746651059957,-3.6861750552737678,-0.0,-3.6682273377552352,-3.3380153465990374,0.0
2018-12-17,1.0,-1.2498703991705546,-3.6886988076723686,-0.0,-3.6314152410575424,-3.3902280974598233,0.0
2018-12-18,1.0,-1.1850909553491924,-3.6076835008268673,-0.0,-3.5739727770003813,-3.3541534155959805,0.0
2018-12-19,1.0,-1.1843276936776492,-3.6079379213840475,-0.0,-3.5743544078361533,-3.354407836153161,0.0
2018-12-20,1.0,-1.1567452889055283,-3.5169100212155247,-0.0,-3.521527517783601,-3.284537626357169,0.0
2018-12-21,1.0,-1.1170707812882685,-3.465099191770757,-0.0,-3.4666911584619156,-3.1970364927749206,0.0
2018-12-24,1.0,-1.0379186602870814,-3.3533492822966506,-0.0,-3.391507177033493,-3.1789473684210527,0.0
2018-12-26,1.0,-1.0173063338827408,-3.356840122439369,-0.0,-3.292559453732046,-3.106310336708264,0.0
2018-12-27,1.0,-0.7845762336800177,-3.18012834697942,-0.0,-3.0349634874972335,-3.064616065501217,0.0
2018-12-28,1.0,-0.7733717323881257,-3.1992689410722197,-0.0,-3.039432875498449,-3.0645768719539213,0.0
2018-12-31,1.0,-0.7760912918236206,-3.196764901395967,-0.0,-3.0404387325504096,-3.065809882561489,0.0
2019-01-02,1.0,-0.7647189021691013,-3.195883134130146,-0.0,-3.0358565737051797,-3.070385126162019,0.0
2019-01-03,1.0,-0.767130857648099,-3.1905393457117595,-0.0,-3.0359195402298846,-3.058576480990274,0.0
2019-01-04,1.0,-0.6680461773034198,-3.1914615552167285,-0.0,-2.97843607057286,-3.052929644957526,0.0
2019-01-07,1.0,-0.5719170984455959,-3.0209326424870464,-0.0,-2.863937823834197,-2.9060103626943006,0.0
2019-01-08,1.0,-0.5692371049109441,-2.9812622258828374,-0.0,-2.8595696489241225,-2.8853083496345104,0.0
2019-01-09,1.0,-0.5594211822660099,-2.9496100164203614,-0.0,-2.8567323481116587,-2.8969622331691296,0.0
2019-01-10,1.0,-0.5648776475426691,-2.9457125231338677,-0.0,-2.8713756940160398,-2.8997532387415177,0.0
2019-01-11,1.0,-0.5711193568336426,-2.9134199134199137,-0.0,-2.887755102040816,-2.9349618635332924,0.0
2019-01-14,1.0,-0.5956413964057012,-2.9176822970460647,-0.0,-2.8941334435034083,-2.920987399297666,0.0
2019-01-15,1.0,-0.5911166459111664,-2.9248650892486507,-0.0,-2.905043586550436,-2.9567247820672478,0.0
2019-01-16,1.0,-0.5572867975485614,-2.9360132959385066,-0.0,-2.896852602056716,-2.9972992624909107,0.0
2019-01-17,1.0,-0.5626882725667395,-2.9277033343720786,-0.0,-2.8986184688895817,-2.9983380076867148,0.0
2019-01-18,1.0,-0.582109899328859,-2.915058724832215,-0.0,-2.9196728187919465,-3.0697357382550337,0.0
2019-01-22,1.0,-0.07114713497692221,-3.2798604075199815,-0.0,-3.4741641337386016,-3.432286389733198,0.0
2019-01-23,1.0,-0.06222621588228687,-3.185667752442997,-0.0,-3.4860159496798837,-3.498259013815568,0.0
2019-01-24,1.0,-0.0752132914234396,-3.1708576560395145,-0.0,-3.490907049842838,-3.4888863942523574,0.0
2019-01-25,1.0,-0.0,-3.207614093166233,-0.0,-3.8475999054149916,-3.768030267202648,0.0
2019-01-28,1.0,-0.0,-3.159259695862313,-0.0,-3.8745726747612874,-3.7544500766238356,0.0
2019-01-29,1.0,-0.0,-3.1407916567907086,-0.0,-3.910760843801849,-3.799597060914909,0.0
2019-01-30,1.0,-0.0,-3.137510363614829,-0.0,-3.906194480634845,-3.8004263887243868,0.0
2019-01-31,1.0,-0.0,-3.1791009370181476,-0.0,-3.8357252994899778,-3.8460443600996324,0.0
2019-02-01,1.0,-0.0,-2.661690538632237,-0.0,-3.2417793019971755,-3.1832761751059104,0.0
2019-02-04,1.0,-0.0,-2.6502363947289007,-0.0,-3.237400663917111,-3.1717131073332667,0.0
2019-02-05,1.0,-0.0,-2.632450331125828,-0.0,-3.216034517359021,-3.1855308047361026,0.0
2019-02-06,1.0,-0.0,-2.6359706444154014,-0.0,-3.216045038705137,-3.201266713581984,0.0
2019-02-07,1.0,-0.0,-2.6377628005230864,-0.0,-3.2245246957046576,-3.196962076249874,0.0
2019-02-08,1.0,-0.0,-2.6222869774919615,-0.0,-3.2365353697749195,-3.1894091639871385,0.0
2019-02-11,1.0,-0.0,-2.6031313131313127,-0.0,-3.2581818181818183,-3.2396969696969697,0.0
2019-02-12,1.0,-0.0,-2.667621776504298,-0.0,-3.2969709373720835,-3.2687269750306998,0.0
2019-02-13,1.0,-0.0,-2.7416451112260734,-0.0,-3.3254009311950337,-3.2795654423176406,0.0
2019-02-14,1.0,-0.0,-2.687168831168831,-0.0,-3.3937662337662338,-3.308675324675325,0.0
2019-02-15,1.0,-0.0,-2.756966746089298,-0.0,-3.3417590386408365,-3.260747954003936,0.0
2019-02-19,1.0,-0.0,-2.7343200165597183,-0.0,-3.3559304491823636,-3.259573587249017,0.0
2019-02-20,1.0,-0.0,-2.7594505267506713,-0.0,-3.329890518487916,-3.2390002065688903,0.0
2019-02-21,1.0,-0.0,-2.763568696371343,-0.0,-3.3354698645714875,-3.2390158172231986,0.0
2019-02-22,1.0,-0.0,-2.755040843759694,-0.0,-3.344225002585048,-3.2409264812325507,0.0
2019-02-25,1.0,-0.0,-2.7140368852459016,-0.0,-3.3224385245901638,-3.2094262295081966,0.0
2019-02-26,1.0,-0.0,-2.7053954629061923,-0.0,-3.3190271816881256,-3.1942571019824237,0.0
2019-02-27,1.0,-0.0,-2.6950086761253442,-0.0,-3.316831683168317,-3.1952638562825353,0.0
2019-02-28,1.0,-0.0,-2.6877804977560182,-0.0,-3.309465524275806,-3.2027743778049773,0.0
2019-03-01,1.0,-0.0,-2.6418852297377247,-0.0,-3.1438572273713277,-3.0743443107868274,0.0
2019-03-04,1.0,-0.0,-2.2638527010595797,-0.0,-2.807538648601702,-2.6137745353482713,0.0
2019-03-05,1.0,-0.0,-2.2446613788895666,-0.0,-2.8451146169266974,-2.6264272640111566,0.0
2019-03-06,1.0,-0.0,-2.234899912967798,-0.0,-2.8473455178416014,-2.6209747606614444,0.0
2019-03-07,1.0,-0.0,-2.179044977901031,-0.0,-2.885778663662362,-2.6014385995320217,0.0
2019-03-08,1.0,-0.0,-2.1545661301609518,-0.0,-2.970521343596921,-2.6222008397480754,0.0
2019-03-11,1.0,-0.0,-2.1494445424087463,-0.0,-2.963763004761065,-2.7036677834597067,0.0
2019-03-12,1.0,-0.0,-2.0523126281080115,-0.0,-3.0253096871936545,-2.834239372604937,0.0
2019-03-13,1.0,-0.0,-2.091666666666667,-0.0,-3.095199275362319,-2.871105072463768,0.0
2019-03-14,1.0,-0.0,-2.133848133848134,-0.0,-3.1400073542930684,-2.919010847582276,0.0
2019-03-15,1.0,-0.0,-2.09124218051832,-0.0,-3.0465594280607684,-2.798748882931189,0.0
2019-03-18,1.0,-0.0,-2.033404994212006,-0.0,-2.714321150983959,-2.5208367785678845,0.0
2019-03-19,1.0,-0.0,-2.031046156386756,-0.0,-2.688960449178433,-2.5369498802741313,0.0
2019-03-20,1.0,-0.0,-2.031096699093706,-0.0,-2.710069011391037,-2.573542861894072,0.0
2019-03-21,1.0,-0.0,-2.0347666971637692,-0.0,-2.7674457290193795,-2.5151792397904016,0.0
2019-03-22,1.0,-0.0,-2.0261037434950477,-0.0,-2.8588215544737285,-2.508561356387444,0.0
2019-03-25,1.0,-0.0,-1.779490122141159,-0.0,-2.927453069923764,-2.49045003688827,0.0
2019-03-26,1.0,-0.0,-1.8046926635822869,-0.0,-2.9257270323859883,-2.5313119629874423,0.0
2019-03-27,1.0,-0.0,-1.7733388361535287,-0.0,-2.9479158068510114,-2.533058192323566,0.0
2019-03-28,1.0,-0.0,-1.7690970785400977,-0.0,-2.9513365885955474,-2.555656707771249,0.0
2019-03-29,1.0,-0.0,-1.7592271488729254,-0.0,-2.940137065477665,-2.5575922714887294,0.0
2019-04-01,1.0,-0.0,-1.7649278215223099,-0.0,-2.901984908136483,-2.5351870078740157,0.0
2019-04-02,1.0,-0.0,-1.797703396042023,-0.0,-2.925238211580748,-2.421044058962456,0.0
2019-04-03,1.0,-0.0,-1.7997074835459494,-0.0,-2.9075322986918013,-2.418217274721703,0.0
2019-04-04,1.0,-0.0,-1.781061277075449,-0.0,-2.8522425316047992,-2.4188743054996378,0.0
2019-04-05,1.0,-0.0,-1.7615862013379544,-0.0,-2.859917788345289,-2.4385427581204158,0.0
2019-04-08,1.0,-0.0,-1.7600772387159065,-0.0,-2.857269289564728,-2.4283530452972886,0.0
2019-04-09,1.0,-0.0,-1.6311996933691069,-0.0,-2.81924108853967,-2.215331544653124,0.0
2019-04-10,1.0,-0.0,-1.596192078299434,-0.0,-2.835984095427435,-2.21425294387521,0.0
2019-04-11,1.0,-0.0,-1.5593623055108452,-0.0,-2.8791293017551927,-2.226028972177512,0.0
2019-04-12,1.0,-0.0,-1.5547987142201132,-0.0,-2.877544772692484,-2.221108219807133,0.0
2019-04-15,1.0,-0.0,-1.5644393241167434,-0.0,-2.8741935483870966,-2.2419354838709675,0.0
2019-04-16,1.0,-0.0,-1.5778280542986425,-0.0,-2.797662141779789,-2.1659879336349928,0.0
2019-04-17,1.0,-0.0,-1.534055844058102,-0.0,-2.8293068412734255,-2.162790697674419,0.0
2019-04-18,1.0,-0.0,-1.5198553236380077,-0.0,-2.82766935423103,-2.187702509230653,0.0
2019-04-22,1.0,-0.0,-1.5193366000753865,-0.0,-2.8272144741801735,-2.192084432717678,0.0
2019-04-23,1.0,-0.0,-1.5143502824858754,-0.0,-2.8247080979284367,-2.1938229755178904,0.0
2019-04-24,1.0,-0.0,-1.5122889022919177,-0.0,-2.833986731001206,-2.192928226779252,0.0
2019-04-25,1.0,-0.0,-1.5063807294419695,-0.0,-2.8507135845352263,-2.194064788945103,0.0
2019-04-26,1.0,-0.0,-1.481825738683594,-0.0,-2.880752663795058,-2.1942870097483564,0.0
2019-04-29,1.0,-0.0,-1.4973452669902911,-0.0,-2.8991201456310676,-2.1884860436893203,0.0
2019-04-30,1.0,-0.0,-1.482313648094732,-0.0,-2.9121754971914378,-2.196219826931835,0.0
2019-05-01,1.0,-0.0,-1.4772105742935278,-0.0,-2.9198571862655727,-2.1994074749316317,0.0
2019-05-02,1.0,-0.0,-1.4882575757575758,-0.0,-2.8772727272727274,-2.2102272727272725,0.0
2019-05-03,1.0,-0.0,-1.4896274984857663,-0.0,-2.872652937613567,-2.2088885523924895,0.0
2019-05-06,1.0,-0.0,-1.4502526966885418,-0.0,-2.883457795881421,-2.2095496718714642,0.0
2019-05-07,1.0,-0.0,-1.4526776946899311,-0.0,-2.885867512652013,-2.214895384847798,0.0
2019-05-08,1.0,-0.0,-1.458438849992552,-0.0,-2.8146134366155224,-2.1751079994041413,0.0
2019-05-09,1.0,-0.0,-1.4586404586404584,-0.0,-2.8170649988831804,-2.169830988012806,0.0
2019-05-10,1.0,-0.0,-1.5096537168764168,-0.0,-2.9588055968107563,-2.3483154850308767,0.0
2019-05-13,1.0,-0.0,-1.512158886543123,-0.0,-2.954101180702166,-2.3529595746344514,0.0
2019-05-14,1.0,-0.0,-1.4012582476599662,-0.004449900260856222,-2.94721497621605,-2.3193954273438697,0.0
2019-05-15,1.0,-0.0,-1.4092017062766604,-0.04319012797074954,-2.9346435100548445,-2.2301950030469224,0.0
2019-05-16,1.0,-0.0,-1.4086989698588326,-0.040213658908813434,-2.9474246470812666,-2.234338038916444,0.0
2019-05-17,1.0,-0.0,-1.3951798010711554,-0.057000765110941085,-2.9451415455241006,-2.2537872991583776,0.0
2019-05-20,1.0,-0.0,-1.3968776306726869,-0.051350730848702834,-2.950026785030994,-2.254610851763985,0.0
2019-05-21,1.0,-0.0,-1.3952759516893443,-0.06084696529582633,-2.9374713346583095,-2.250496865922642,0.0
2019-05-22,1.0,-0.0,-1.3724758058370798,-0.07635449211308389,-2.9318753333841343,-2.239503162386649,0.0
2019-05-23,1.0,-0.0,-1.361081492764661,-0.11142421934501143,-2.940670220868241,-2.202970297029703,0.0
2019-05-24,1.0,-0.0,-1.281834134431983,-0.16784924086366063,-2.9495689326314185,-2.2301823453116656,0.0
2019-05-28,1.0,-0.0,-1.2865751334858886,-0.167581998474447,-2.9482837528604118,-2.2253241800152557,0.0
2019-05-29,1.0,-0.0,-1.268365593005007,-0.16605634855391974,-2.8843883117853673,-2.1544727598834164,0.0
2019-05-30,1.0,-0.0,-1.2658152214504443,-0.1630442900888789,-2.884681454925685,-2.15520203151841,0.0
2019-05-31,1.0,-0.0,-1.2703913952793546,-0.16208544965640873,-2.8825814161936063,-2.1543172990737975,0.0
2019-06-03,1.0,-0.0,-1.2918015508544756,-0.24392080102386507,-2.923134833998344,-2.0696378830083564,0.0
2019-06-04,1.0,-0.0,-1.3032442174827275,-0.2647942325022529,-2.9228747371583057,-2.0188495043556625,0.0
2019-06-05,1.0,-0.0,-1.2707410687924419,-0.30292294065544734,-2.9086950103336284,-1.8988042515500443,0.0
2019-06-06,1.0,-0.0,-1.2874595231086254,-0.3294083014424492,-2.887253458934354,-1.8552399175743302,0.0
2019-06-07,1.0,-0.0,-1.3580834759318503,-0.3225950450115319,-2.889814745926642,-1.8693549587084293,0.0
2019-06-10,1.0,-0.0,-1.3771083449952124,-0.3465419459379834,-2.782941739706857,-1.8588053325476908,0.0
2019-06-11,1.0,-0.0,-1.3635244714740806,-0.4126122212568781,-2.681798436142485,-1.7821459600347525,0.0
2019-06-12,1.0,-0.0,-1.3704642572608097,-0.4181936698775983,-2.6782067067429565,-1.7757659158397916,0.0
2019-06-13,1.0,-0.0,-1.4400546919976973,-0.469559585492228,-2.603195164075993,-1.6835060449050088,0.0
2019-06-14,1.0,-0.0,-1.40998846929951,-0.5147737100028826,-2.6298645142692423,-1.6520611127125973,0.0
2019-06-17,1.0,-0.0,-1.404566407375396,-0.5158455776433305,-2.629573609910689,-1.652621722846442,0.0
2019-06-18,1.0,-0.0,-1.3600113725211458,-0.5092757125595281,-2.600540194754424,-1.6379273580211813,0.0
2019-06-19,1.0,-0.0,-1.3320561941251594,-0.5481765290194408,-2.600539236554562,-1.6143749113097772,0.0
2019-06-20,1.0,-0.0,-1.3503649635036494,-0.5273899794486571,-2.5954220111969386,-1.6134930196300756,0.0
2019-06-21,1.0,-0.0,-1.368065913772285,-0.5236167341430499,-2.5813623126642518,-1.629803253071951,0.0
2019-06-24,1.0,-0.0,-1.3309608540925266,-0.5284697508896796,-2.578790035587188,-1.679288256227758,0.0
2019-06-25,1.0,-0.0,-1.3543384099483025,-0.5279446695542825,-2.486516696940059,-1.6173676121279867,0.0
2019-06-26,1.0,-0.0,-1.3527682508574228,-0.5008749212570869,-2.4572688458038776,-1.6884580387765102,0.0
2019-06-27,1.0,-0.0,-1.3414411888406,-0.534207205944203,-2.4608159259778493,-1.673279125192766,0.0
2019-06-28,1.0,-0.0,-1.341181416859365,-0.5271529675565833,-2.46583981500946,-1.6730432345315676,0.0
2019-07-01,1.0,-0.5134801762114537,-1.7,-1.1415859030837003,-2.285814977973568,-2.169691629955947,0.0
2019-07-02,1.0,-0.4445538865632439,-1.6039563325945991,-1.043585323811869,-2.104982352458344,-2.0110810145284415,0.0
2019-07-03,1.0,-0.4405094494658997,-1.615036976170912,-1.0388660640920295,-2.1044371405094493,-2.018077239112572,0.0
2019-07-05,1.0,-0.44188713244327954,-1.5912032107461709,-1.0411172086165943,-2.10009009746908,-2.0163813580145793,0.0
2019-07-08,1.0,-0.43868039231579803,-1.5860419875172247,-1.0208316446461863,-2.0646834724811542,-1.99554186593175,0.0
2019-07-09,1.0,-0.43545498941885075,-1.5774051766237995,-1.0309295132671332,-2.079440013022953,-2.016197297737262,0.0
2019-07-10,1.0,-0.43322740976126456,-1.571579890817241,-1.0295771205084332,-2.0887313615252996,-2.0249327792715714,0.0
2019-07-11,1.0,-0.4445348742573452,-1.5589647595019127,-1.040693415805323,-2.083584276064133,-2.0109058354358265,0.0
2019-07-12,1.0,-0.4370677731673582,-1.5661866406313563,-1.0400292897241883,-2.081197624277927,-2.0116345293304043,0.0
2019-07-15,1.0,-0.4434031456279032,-1.5845489365169914,-1.0592453752750388,-2.0753809795452693,-1.986635156059001,0.0
2019-07-16,1.0,-0.4586226615472592,-1.5777305775671921,-1.0822645208724775,-2.0767094191651005,-1.9738583449064617,0.0
2019-07-17,1.0,-0.4592471358428805,-1.5900163666121112,-1.0795417348608838,-2.0783142389525366,-1.9761865793780689,0.0
2019-07-18,1.0,-0.4544117647058824,-1.5884803921568627,-1.0773692810457516,-2.077450980392157,-1.972140522875817,0.0
2019-07-19,1.0,-0.4632930019620667,-1.5893557880967952,-1.0797089601046435,-2.073741007194245,-1.9691792020928711,0.0
2019-07-22,1.0,-0.459083136552398,-1.5665662405341585,-1.0656298347040143,-2.069864017588144,-1.9815975897728197,0.0
2019-07-23,1.0,-0.45909238776837996,-1.5682335718932987,-1.065875081327261,-2.0657937540663633,-1.9738126219908914,0.0
2019-07-24,1.0,-0.4607627876717899,-1.5662356672359112,-1.080751402781166,-2.0622102951939496,-1.9620232577051315,0.0
2019-07-25,1.0,-0.4644270370669466,-1.5467980295566501,-1.0753452313655818,-2.0517645158685296,-1.9371719292578538,0.0
2019-07-26,1.0,-0.4610667312192367,-1.5364318566932946,-1.0806907124989913,-2.0546276123618172,-1.936254337125797,0.0
2019-07-29,1.0,-0.45733129574519427,-1.5153221265985686,-1.0742379152256094,-2.0525215153221263,-1.9436177913616988,0.0
2019-07-30,1.0,-0.45415057915057916,-1.5142374517374517,-1.077622265122265,-2.051399613899614,-1.9463481338481339,0.0
2019-07-31,1.0,-0.4490781740600596,-1.5344175187182998,-1.0771274454552773,-2.046695113114886,-1.9435633201835603,0.0
2019-08-01,1.0,-0.4464099059258664,-1.5458711908016403,-1.0743748492401703,-2.0395593792715285,-1.9343089169413847,0.0
2019-08-02,1.0,-0.4560737088822436,-1.530671623696759,-1.1120989250788005,-2.0486543279721974,-1.9346156954659337,0.0
2019-08-05,1.0,-0.44285484648770296,-1.5252371001446712,-1.095081176659701,-2.0401864651985213,-1.9339334512136312,0.0
2019-08-06,1.0,-0.39154818325434443,-1.5105055292259086,-1.0718009478672987,-2.0010268562401263,-1.9240126382306477,0.0
2019-08-07,1.0,-0.3797208862256564,-1.5246392809272253,-1.0508554758337934,-1.9943231096743672,-1.9350311440510921,0.0
2019-08-08,1.0,-0.3831849342053424,-1.5196596012922545,-1.04688361831219,-1.9933023402411156,-1.936569222283508,0.0
2019-08-09,1.0,-0.3602066374452097,-1.498043206011271,-1.034909204758923,-1.9819974953036943,-1.952019411396368,0.0
2019-08-12,1.0,-0.36312849162011174,-1.4825418994413408,-1.0291744258224707,-1.962445685909373,-1.9219428926132838,0.0
2019-08-13,1.0,-0.36077369439071566,-1.461276595744681,-1.0257640232108318,-1.9618568665377176,-1.9271953578336556,0.0
2019-08-14,1.0,-0.33697996918335904,-1.4718027734976886,-1.0223420647149462,-1.950924499229584,-1.92211093990755,0.0
2019-08-15,1.0,-0.3109553948161543,-1.4744575045207957,-1.007007233273056,-1.9039330922242317,-1.838306208559373,0.0
2019-08-16,1.0,-0.3088860702827725,-1.4477355815862119,-1.004551219876147,-1.8830112661344474,-1.816832052525554,0.0
2019-08-19,1.0,-0.31153704386288245,-1.4037596756358277,-0.9961666052340583,-1.8687062292664947,-1.7916697382970883,0.0
2019-08-20,1.0,-0.3021032504780115,-1.4058685100750112,-1.000882482718047,-1.865127224591852,-1.7800411825268423,0.0
2019-08-21,1.0,-0.30395181430879975,-1.407668576465403,-1.0021301601292785,-1.860951961216395,-1.7706772440135152,0.0
2019-08-22,1.0,-0.2946179791758322,-1.4117905851297843,-0.9827687344185365,-1.8586302976976095,-1.7844991934301218,0.0
2019-08-23,1.0,-0.2974321349963316,-1.4154805575935436,-0.9831988261188553,-1.8599413059427734,-1.7807776962582538,0.0
2019-08-26,1.0,-0.2769708793988005,-1.382975648529518,-0.9698677650119227,-1.8452922899053397,-1.750849049786834,0.0
2019-08-27,1.0,-0.2775507277550728,-1.3699720369972035,-0.9610668961066895,-1.8278482827848281,-1.7336344733634472,0.0
2019-08-28,1.0,-0.2795836897633305,-1.3700456230396352,-0.9505988023952097,-1.8115198175078417,-1.716923296264614,0.0
2019-08-29,1.0,-0.2880608689468819,-1.3479342956694873,-0.9525705752684348,-1.810851169736187,-1.7115124795562824,0.0
2019-08-30,1.0,-0.28688814904016435,-1.3311610115463626,-0.955727137493802,-1.811220514273571,-1.6986611886378127,0.0
2019-09-03,1.0,-0.28787343738964616,-1.3253054594251008,-0.9482308072603998,-1.804435341478918,-1.6968712479694894,0.0
2019-09-04,1.0,-0.279720772810605,-1.3043999435904667,-0.9636863629953463,-1.8014384430968833,-1.7018756169792695,0.0
