Date,IWF,IWM,MTUM,NBHC,SPY,VLUE,VXX
2018-09-24,-0.1493392179712876,-0.6173662939178299,-0.07336788078649178,1.0,-0.32406833453174977,-0.31534055689172097,0.0
2018-09-25,-0.14919894846485787,-0.6176528942016765,-0.07303705173354497,1.0,-0.32436387083974005,-0.3157581469173156,0.0
2018-09-26,-0.14926594583870648,-0.6177958535859538,-0.07328142049399862,1.0,-0.32427338557682767,-0.3152961015772245,0.0
2018-09-27,-0.14842914355364295,-0.6245615780701974,-0.07181413397676675,1.0,-0.32583766572970824,-0.3168826646103331,0.0
2018-09-28,-0.14882448065679812,-0.6242318696355269,-0.0719492474188332,1.0,-0.3259111829829581,-0.31695484512999134,0.0
2018-10-01,-0.14836122733612273,-0.6261705519027695,-0.0722753536561068,1.0,-0.32601115760111576,-0.31771767284319585,0.0
2018-10-02,-0.14837550531516694,-0.6362728951439837,-0.06944652393072816,1.0,-0.3249488446374208,-0.3163148175874632,0.0
2018-10-03,-0.14868811942981253,-0.6376163966347955,-0.06975060538732307,1.0,-0.3246873205681904,-0.315700127318571,0.0
2018-10-04,-0.1473760969599437,-0.6500037717820413,-0.06907390178279565,1.0,-0.3236691895697654,-0.3244235459780231,0.0
2018-10-05,-0.1382531176441128,-0.6470426203235339,-0.061776931937697205,1.0,-0.32746531777432764,-0.3295687885010267,0.0
2018-10-08,-0.13841489388358516,-0.6481495402039641,-0.061890801573579894,1.0,-0.32734470921346065,-0.32987546668671225,0.0
2018-10-09,-0.13611487673846462,-0.6504995732289,-0.05430034643771652,1.0,-0.33273083295677053,-0.33679771049856905,0.0
2018-10-10,-0.13698080060233403,-0.6495670724055715,-0.055490023842389255,1.0,-0.3331911155728447,-0.33449617266909276,0.0
2018-10-11,-0.10665457931102072,-0.6525211937080414,-0.021365217817415592,1.0,-0.3255745577497917,-0.3439996079776547,0.0
2018-10-12,-0.10228306013614803,-0.6604163082745571,-0.016391831117446118,1.0,-0.33012214003096507,-0.34835713056941336,0.0
2018-10-15,-0.0787223030093905,-0.698247603085796,-0.0,1.0,-0.3318709486604392,-0.35585241416705693,0.0
2018-10-16,-0.0723338027125176,-0.711455322512908,-0.0,1.0,-0.33140640826107365,-0.35522122582079596,0.0
2018-10-17,-0.05661481445360121,-0.6851806700151167,-0.0,1.0,-0.3309601599453845,-0.36543619251962745,0.0
2018-10-18,-0.05584820993073846,-0.6838113354794654,-0.0,1.0,-0.3331626182811433,-0.36596429616622767,0.0
2018-10-19,-0.04629405206263028,-0.6806195162150371,-0.0,1.0,-0.332347665907218,-0.3645111251151292,0.0
2018-10-22,-0.04696554566835583,-0.6812550008486288,-0.0,1.0,-0.3321290885726062,-0.3643284921077516,0.0
2018-10-23,-0.04079784630445423,-0.6881791483113069,-0.0,1.0,-0.3448115516397454,-0.37359275575134604,0.0
2018-10-24,-0.038988975531056735,-0.6867437483194407,-0.0,1.0,-0.34459409909799804,-0.37412305360678577,0.0
2018-10-25,-0.0390922725149362,-0.6953753104024784,-0.0,1.0,-0.34573304157549234,-0.37843286701251444,0.0
2018-10-26,-0.040412239275875644,-0.6947068083431721,-0.0,1.0,-0.3458776072412436,-0.3786648957103503,0.0
2018-10-29,-0.03555642864158727,-0.6972546901090266,-0.0,1.0,-0.3441705137019939,-0.3785728317454081,0.0
2018-10-30,-0.018874424785294188,-0.6998548121170362,-0.0,1.0,-0.34734355390407756,-0.3947387848512439,0.0
2018-10-31,-0.021104691019488784,-0.6895749681715797,-0.0,1.0,-0.3457790617961022,-0.3918813044755656,0.0
2018-11-01,-0.018498580796711364,-0.6912988156993246,-0.0,1.0,-0.34542918664970146,-0.3917001076636978,0.0
2018-11-02,-0.027081194701080315,-0.6622916361147773,-0.0,1.0,-0.36332306789851887,-0.3914552475925111,0.0
2018-11-05,-0.02011741298420574,-0.6886345213824273,-0.0,1.0,-0.3699737171771757,-0.37758836678047697,0.0
2018-11-06,-0.024419004569350956,-0.691986439345551,-0.0,1.0,-0.367144892644819,-0.37308996216773943,0.0
2018-11-07,-0.02481249231525882,-0.6924136235091601,-0.0,1.0,-0.36822820607401946,-0.37368744620681177,0.0
2018-11-08,-0.014772782859658563,-0.6926087169202172,-0.0,1.0,-0.36386538179327893,-0.37455363694174043,0.0
2018-11-09,-0.01317888433504307,-0.6953395341988368,-0.0,1.0,-0.3691805531695585,-0.3764939750165656,0.0
2018-11-12,-0.012547389017977254,-0.686633239574416,-0.0,1.0,-0.3721658309893604,-0.3745627980922099,0.0
2018-11-13,-0.0,-0.6855277211379746,-0.0,1.0,-0.3712739100883581,-0.3705942324497524,0.0
2018-11-14,-0.0,-0.6852841185041282,-0.0,1.0,-0.3723166585721224,-0.37073822243807675,0.0
2018-11-15,-0.0,-0.6867088607594937,-0.0,1.0,-0.3722249269717624,-0.37534079844206425,0.0
2018-11-16,-0.0,-0.6879949318973709,-0.0,1.0,-0.3731634219439098,-0.37540508272215595,0.0
2018-11-19,-0.0,-0.6895137668424136,-0.0,1.0,-0.3750488185901191,-0.37636692052333526,0.0
2018-11-20,-0.0,-0.6757059396299903,-0.0,1.0,-0.3667478091528724,-0.39182083739045764,0.0
2018-11-21,-0.0,-0.6743180225674729,-0.0,1.0,-0.3666610288254766,-0.3752144393166937,0.0
2018-11-23,-0.0,-0.6612353438897618,-0.0,1.0,-0.37679197389097063,-0.3794995769370241,0.0
2018-11-26,-0.0,-0.6643625377643505,-0.0,1.0,-0.37493655589123864,-0.3776435045317221,0.0
2018-11-27,-0.0,-0.6642244288055529,-0.0,1.0,-0.37132459269256723,-0.3745782319483274,0.0
2018-11-28,-0.0,-0.667494454624361,-0.0,1.0,-0.36978011380075226,-0.37375831806345833,0.0
2018-11-29,-0.0,-0.6656793334296586,-0.0,1.0,-0.3688773298656264,-0.3735731830660309,0.0
2018-11-30,-0.0,-0.6658958423664306,-0.0,1.0,-0.36855036855036855,-0.37435563906152136,0.0
2018-12-03,-0.0,-0.6661525113274848,-0.0,1.0,-0.3691072977923455,-0.374843343295093,0.0
2018-12-04,-0.0,-0.6682698088252975,-0.0,1.0,-0.3640976313574606,-0.3723698448959961,0.0
2018-12-06,-0.0,-0.6701407233081984,-0.0,1.0,-0.3613659286297488,-0.3698909754574708,0.0
2018-12-07,-0.0,-0.6704602751566664,-0.0,1.0,-0.36173737664769856,-0.3688203798410526,0.0
2018-12-10,-0.0,-0.6713176817943712,-0.0,1.0,-0.3551597695128339,-0.35458831372922517,0.0
2018-12-11,-0.0,-0.67253873659118,-0.0,1.0,-0.3513468414779499,-0.35992848629320623,0.0
2018-12-12,-0.0,-0.6731168428336237,-0.0,1.0,-0.3508386819689342,-0.36205292166734276,0.0
2018-12-13,-0.0,-0.6740682377098107,-0.0,1.0,-0.3506673351956641,-0.3628679893990402,0.0
2018-12-14,-0.0,-0.695718065912918,-0.0,1.0,-0.34366129420254987,-0.3662256434929035,0.0
2018-12-17,-0.0,-0.7005197630847335,-0.0,1.0,-0.35375317297231956,-0.36322978363350655,0.0
