Date,IEDI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-11-21,1.0,-0.0,-0.23380247014894753,-0.0,-0.5361290057855648,-0.28168725124122934,0.0
2018-11-23,1.0,-0.0,-0.2346254078345269,-0.0,-0.5355713787372007,-0.2818008331110336,0.0
2018-11-26,1.0,-0.0,-0.23392857142857143,-0.0,-0.5363505747126436,-0.2822660098522167,0.0
2018-11-27,1.0,-0.0,-0.23362414040849838,-0.0,-0.5370830339731089,-0.2820486503130452,0.0
2018-11-28,1.0,-0.0,-0.23526513518507114,-0.0,-0.5358337952413214,-0.28182546036829464,0.0
2018-11-29,1.0,-0.0,-0.22538271003370286,-0.0,-0.5214601859747432,-0.2834490599748244,0.0
2018-11-30,1.0,-0.0,-0.22557077625570776,-0.0,-0.5230441400304414,-0.28083206494165397,0.0
2018-12-03,1.0,-0.0,-0.22695904283555882,-0.0,-0.5291967822287558,-0.28557719792559927,0.0
2018-12-04,1.0,-0.0,-0.22618657937806874,-0.0,-0.5329787234042552,-0.2866612111292962,0.0
2018-12-06,1.0,-0.0,-0.19610506341755718,-0.0,-0.5303505442924198,-0.27096774193548384,0.0
2018-12-07,1.0,-0.0,-0.1997334153593766,-0.0,-0.5427048087767866,-0.3082128575822824,0.0
2018-12-10,1.0,-0.0,-0.20197702918953955,-0.0,-0.5370996819737881,-0.28658820669678126,0.0
2018-12-11,1.0,-0.0,-0.2018313311589652,-0.0,-0.5412353382087799,-0.2827421347973178,0.0
2018-12-12,1.0,-0.0,-0.20191645395243304,-0.0,-0.541307078319355,-0.2826060532393339,0.0
2018-12-13,1.0,-0.0,-0.2030648234483318,-0.0,-0.5402359427575303,-0.283719138930555,0.0
2018-12-14,1.0,-0.0,-0.1967495491113948,-0.0,-0.54601090238515,-0.28370518977850734,0.0
2018-12-17,1.0,-0.0,-0.1976377151002953,-0.0,-0.5630587516546177,-0.27577639751552796,0.0
2018-12-18,1.0,-0.0,-0.2010935228226814,-0.0,-0.5718059508938628,-0.27491655233141526,0.0
2018-12-19,1.0,-0.0,-0.20179703366361007,-0.0,-0.5725685683221532,-0.2770426898065522,0.0
2018-12-20,1.0,-0.0,-0.19046550528334216,-0.0,-0.5800048957610869,-0.2694096528089429,0.0
2018-12-21,1.0,-0.0,-0.18992802727387517,-0.0,-0.5969316890441517,-0.31758491519003323,0.0
2018-12-24,1.0,-0.0,-0.16408093378714161,-0.0,-0.5789396755131444,-0.3450543943538452,0.0
2018-12-26,1.0,-0.0,-0.16051038152904942,-0.0,-0.5873787424836053,-0.34727314630518136,0.0
2018-12-27,1.0,-0.0,-0.16663524581579003,-0.0,-0.5756090408261589,-0.35250005236808485,0.0
2018-12-28,1.0,-0.0,-0.16883633319380495,-0.0,-0.5742151527835915,-0.34987442444537464,0.0
2018-12-31,1.0,-0.0,-0.17239285639511756,-0.0,-0.5727445930950736,-0.348554320289764,0.0
2019-01-02,1.0,-0.0,-0.1718619246861925,-0.0,-0.5709414225941423,-0.34922594142259417,0.0
2019-01-03,1.0,-0.0,-0.17161557442181424,-0.0,-0.5802768600225838,-0.33917443854293006,0.0
2019-01-04,1.0,-0.0,-0.18013247783384204,-0.0,-0.5468344442367988,-0.349488153823792,0.0
2019-01-07,1.0,-0.0,-0.1661793870499479,-0.0,-0.5435382633763366,-0.334812209932326,0.0
2019-01-08,1.0,-0.0,-0.17561746122917862,-0.0,-0.5366168868466398,-0.33911134815787314,0.0
2019-01-09,1.0,-0.0,-0.17503845759409292,-0.0,-0.5364372884832325,-0.3395959388780638,0.0
2019-01-10,1.0,-0.0,-0.1738461853894573,-0.0,-0.5378385582186865,-0.33862997970188424,0.0
2019-01-11,1.0,-0.0,-0.17219887237314196,-0.0,-0.5382880574064582,-0.33976422347514096,0.0
2019-01-14,1.0,-0.0,-0.17339428852580005,-0.0,-0.5408269952233543,-0.3358412431579163,0.0
2019-01-15,1.0,-0.0,-0.17190926043566468,-0.0,-0.540933215844587,-0.3364003360724605,0.0
2019-01-16,1.0,-0.0,-0.17092249411282892,-0.0,-0.5343913177024674,-0.34239787037985053,0.0
2019-01-17,1.0,-0.0,-0.16854346668850578,-0.0,-0.5357479218705212,-0.3431268170836575,0.0
2019-01-18,1.0,-0.0,-0.16796954937993697,-0.0,-0.5356075799124136,-0.34283550935210577,0.0
2019-01-22,1.0,-0.0,-0.1677072032423802,-0.0,-0.5357501074652529,-0.34347941784537284,0.0
2019-01-23,1.0,-0.0,-0.16627447770661538,-0.0,-0.5374762128869882,-0.34247304127191996,0.0
