Date,CMTL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7692430025445292,-1.3818384223918576,-0.1404262086513995,-1.092557251908397,-0.917037743850721,0.0
2018-09-25,1.0,-0.7772640306122449,-1.3821747448979593,-0.14934098639455784,-1.0923681972789117,-0.913531037414966,0.0
2018-09-26,1.0,-0.7820478652523852,-1.389638078993657,-0.15500239859282555,-1.094717765577528,-0.908800170566601,0.0
2018-09-27,1.0,-0.8145990964019378,-1.3964944749877524,-0.1667301725545697,-1.1276468346851014,-0.9378912416308312,0.0
2018-09-28,1.0,-0.8680720037896732,-1.5652534343912838,-0.18853623874940786,-1.246151113216485,-1.0534107058266224,0.0
2018-10-01,1.0,-0.9269174649495654,-1.7077332994988264,-0.20935101186322402,-1.3447947725686735,-1.1552369472816089,0.0
2018-10-02,1.0,-0.927618200305033,-1.7206405693950177,-0.2078037620742247,-1.344115404168785,-1.1547407219115404,0.0
2018-10-03,1.0,-0.9291804530414863,-1.7256299312802241,-0.209913463985747,-1.3441715449223721,-1.1541104606770172,0.0
2018-10-04,1.0,-0.9385635077432924,-1.7163342043209484,-0.212096106048053,-1.35657383213307,-1.1495761901727106,0.0
2018-10-05,1.0,-0.9154115030187481,-1.7077216396568162,-0.18252303781379092,-1.3774388306323482,-1.1721639656816016,0.0
2018-10-08,1.0,-0.9112617177603243,-1.7002786926779834,-0.1788700278692678,-1.3757284013174564,-1.167785659994933,0.0
2018-10-09,1.0,-0.9148166941519726,-1.70284155778257,-0.18387669668907775,-1.3754281364962577,-1.1657363947735635,0.0
2018-10-10,1.0,-0.9174119885823026,-1.7011734855692988,-0.18623533143038376,-1.3772280367903584,-1.1610529654297495,0.0
2018-10-11,1.0,-0.8178517397881996,-1.6749167927382753,-0.05688350983358548,-1.33821482602118,-1.1636308623298033,0.0
2018-10-12,1.0,-0.8317846080533714,-1.662318322611389,-0.04330474148201096,-1.3023588277340958,-1.1168691922802,0.0
2018-10-15,1.0,-0.8048736998514117,-1.7092421991084694,-0.0006537890044576522,-1.3045468053491827,-1.124219910846954,0.0
2018-10-16,1.0,-0.8013784088883609,-1.714277226546254,-0.0,-1.3029528845582556,-1.1228091022517974,0.0
2018-10-17,1.0,-0.755072547546101,-1.6304410659575699,-0.0,-1.2773570726631598,-1.1178102780507542,0.0
2018-10-18,1.0,-0.7540320249725417,-1.6283600208104514,-0.0,-1.2800161859066996,-1.1183305393375338,0.0
2018-10-19,1.0,-0.726110286562393,-1.603493549491951,-0.0,-1.273033451307227,-1.1057769151729648,0.0
2018-10-22,1.0,-0.7263548203080433,-1.5982886480319451,-0.0,-1.2734169994295492,-1.106503137478608,0.0
2018-10-23,1.0,-0.7264689104392469,-1.5982316029663433,-0.0,-1.2733599543639476,-1.106503137478608,0.0
2018-10-24,1.0,-0.7255226779389924,-1.6036216154461327,-0.0,-1.2757911573174912,-1.1073917513995202,0.0
2018-10-25,1.0,-0.654480169740493,-1.4997007779772593,-0.0,-1.2569501115282085,-1.0292693542244709,0.0
2018-10-26,1.0,-0.6187762124959673,-1.4760189267663189,-0.0,-1.268308420260243,-1.013872459404237,0.0
2018-10-29,1.0,-0.6011223944414752,-1.476483164083378,-0.0,-1.2574559059326564,-1.0096205237840727,0.0
2018-10-30,1.0,-0.6028546990270501,-1.4765850529241955,-0.0,-1.25756441783385,-1.0088206992408852,0.0
2018-10-31,1.0,-0.6073035194495898,-1.4388462556231807,-0.0,-1.250066155067478,-0.9961365440592749,0.0
2018-11-01,1.0,-0.5783546579253463,-1.4623559268266892,-0.0,-1.249127630326742,-0.9972507137570055,0.0
2018-11-02,1.0,-0.5907224094355518,-1.4098041280539173,-0.0,-1.2720619208087616,-0.9927864363942712,0.0
2018-11-05,1.0,-0.5835750830740017,-1.4364154227543646,-0.0,-1.2767023577192889,-0.9777941874571443,0.0
2018-11-06,1.0,-0.5972060535506403,-1.4518467562705049,-0.0,-1.2732564292517725,-0.969203090274103,0.0
2018-11-07,1.0,-0.5955590800951626,-1.4520750726936293,-0.0,-1.2709489822891884,-0.9682262754427702,0.0
2018-11-08,1.0,-0.5572992700729927,-1.4435349322210635,-0.0,-1.2495307612095934,-0.9633993743482795,0.0
2018-11-09,1.0,-0.5568934063070107,-1.442950221527235,-0.0,-1.2496221005994268,-0.9629397967161845,0.0
2018-11-12,1.0,-0.5544046817546222,-1.417111191672277,-0.0,-1.2527836760060076,-0.954580765446165,0.0
2018-11-13,1.0,-0.5239093745205339,-1.4053597913363676,-0.0,-1.246611773129443,-0.9384237712882932,0.0
2018-11-14,1.0,-0.5239118203672446,-1.4055547030842412,-0.0,-1.2466881489437882,-0.9386220653675005,0.0
2018-11-15,1.0,-0.5225054922597456,-1.4050477698870893,-0.0,-1.2466663260614113,-0.9349103356664795,0.0
2018-11-16,1.0,-0.5165394402035624,-1.389821882951654,-0.0,-1.24264631043257,-0.9400508905852417,0.0
2018-11-19,1.0,-0.5221865607010036,-1.3899842070406034,-0.0,-1.2416832238015183,-0.9406490396861786,0.0
2018-11-20,1.0,-0.44800649284772237,-1.3815055290656384,-0.0,-1.2579892462209596,-0.9849852896418788,0.0
2018-11-21,1.0,-0.4494038673479611,-1.366195771966737,-0.0,-1.2460174331229337,-0.9479010119226531,0.0
2018-11-23,1.0,-0.4507901580316063,-1.3496699339867975,-0.0,-1.2516003200640127,-0.948889777955591,0.0
2018-11-26,1.0,-0.44944213738930305,-1.359133436733877,-0.0,-1.2489117926652324,-0.9457647470856057,0.0
2018-11-27,1.0,-0.43375590355456123,-1.3624161073825505,-0.0,-1.2399701715137956,-0.9353218990802884,0.0
2018-11-28,1.0,-0.4315253221456398,-1.3876735590850062,-0.0,-1.2383378283887723,-0.9369693337328937,0.0
2018-11-29,1.0,-0.38102981029810296,-1.3670854890367086,-0.0,-1.2335057896033506,-0.94570091155457,0.0
2018-11-30,1.0,-0.3803962152572442,-1.3675340035481964,-0.0,-1.2339345554898482,-0.9462349694460871,0.0
2018-12-03,1.0,-0.37839700669554943,-1.367073651043718,-0.0,-1.2328180385978733,-0.9449094131547853,0.0
2018-12-04,1.0,-0.3685707281196372,-1.3682765383672468,-0.0,-1.2266241725913214,-0.9396911007599902,0.0
2018-12-06,1.0,-0.35160680529300564,-1.2745274102079394,-0.0,-1.2141304347826087,-0.8856332703213611,0.0
2018-12-07,1.0,-0.35913327340682216,-1.2752992383025028,-0.0,-1.2158300610304205,-0.880825093438047,0.0
2018-12-10,1.0,-0.29033096066919517,-1.4762820179768275,-0.0,-1.4280147555463187,-1.0009871668311945,0.0
2018-12-11,1.0,-0.2497022198159177,-1.5609095831077422,-0.0,-1.4857065511640497,-1.1178668110449377,0.0
2018-12-12,1.0,-0.2486319553556916,-1.5622798938072275,-0.0,-1.4861028336132631,-1.1209297285582704,0.0
2018-12-13,1.0,-0.2489581642041457,-1.5589110786383074,-0.0,-1.4854684201980841,-1.118796341397413,0.0
2018-12-14,1.0,-0.2544333910034602,-1.5436310553633217,-0.0,-1.490754757785467,-1.1177551903114187,0.0
2018-12-17,1.0,-0.22668888052883324,-1.5409792013758261,-0.0,-1.4701456441124308,-1.1364540226796367,0.0
2018-12-18,1.0,-0.20485705175895422,-1.5183335104687001,-0.0,-1.4586034647677757,-1.1322669784249124,0.0
2018-12-19,1.0,-0.22096377818142962,-1.5224382946896036,-0.0,-1.461480927449514,-1.1376215407629018,0.0
2018-12-20,1.0,-0.21802479601568295,-1.4959732965984953,-0.0,-1.4605277100773553,-1.1237681466567766,0.0
2018-12-21,1.0,-0.2082829663110317,-1.4934041099490198,-0.0,-1.4600830398906817,-1.093971724391654,0.0
2018-12-24,1.0,-0.18361831505639,-1.4630736448209551,-0.0,-1.4465984096460682,-1.103944701418845,0.0
2018-12-26,1.0,-0.17992618412958786,-1.4595037933155628,-0.0,-1.4103957350830427,-1.076327660446996,0.0
2018-12-27,1.0,-0.09813652508149663,-1.3912324234904883,-0.0,-1.2976207852868196,-1.0784313725490198,0.0
2018-12-28,1.0,-0.09317132442284326,-1.3956743620899152,-0.0,-1.2964277035236937,-1.0750425273390036,0.0
2018-12-31,1.0,-0.09439097890541459,-1.3943326528628366,-0.0,-1.2963935063672596,-1.0753864100320794,0.0
2019-01-02,1.0,-0.09079879646704844,-1.3929923323303894,-0.0,-1.293894982044065,-1.0752208094729692,0.0
2019-01-03,1.0,-0.10520949652862067,-1.3893770937515173,-0.0,-1.3055784823032481,-1.0549109093557314,0.0
