Date,ELY,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3880150359475932,-1.0133571767453742,-0.001386810700339404,-0.618773037480384,-0.62800627714317,0.0
2018-09-25,1.0,-0.4055793991416309,-1.0239751368950718,-0.014540476542844457,-0.6265354447239898,-0.6292363474914903,0.0
2018-09-26,1.0,-0.4052723166351957,-1.0241030767521937,-0.012662445851382872,-0.6277907364211929,-0.6326039468325374,0.0
2018-09-27,1.0,-0.41263306257186305,-1.0135751641259596,-0.016505322502874523,-0.631282222469493,-0.635065464930826,0.0
2018-09-28,1.0,-0.4172150957427031,-1.013534114147611,-0.016471463097229966,-0.6337981037367539,-0.6371072690091094,0.0
2018-10-01,1.0,-0.4172306090577824,-1.0134230683423813,-0.01680672268907563,-0.6337473042314271,-0.6371309585781215,0.0
2018-10-02,1.0,-0.4173948611162756,-1.0125683263302718,-0.017662588777748855,-0.6336593165507753,-0.6371174655114713,0.0
2018-10-03,1.0,-0.4210250850499084,-1.0282627387939736,-0.019701671090508056,-0.6346779318853041,-0.6347900856106771,0.0
2018-10-04,1.0,-0.4214814261155543,-1.0264967486359222,-0.020330368487928848,-0.6349876672397041,-0.6339038792136931,0.0
2018-10-05,1.0,-0.41288978194537473,-1.0235915755004839,-0.009860832030959292,-0.6373818560690631,-0.6373818560690631,0.0
2018-10-08,1.0,-0.4113430396672114,-1.0210964195513297,-0.007911157331748625,-0.6376838508393998,-0.6361239043232804,0.0
2018-10-09,1.0,-0.41231980977857036,-1.021659979194531,-0.009622529350572149,-0.6369074156635458,-0.6347525635309853,0.0
2018-10-10,1.0,-0.41360867627395637,-1.0203535878769872,-0.011031050363987521,-0.6375352845045313,-0.6315926311097906,0.0
2018-10-11,1.0,-0.339957671198479,-1.0069232700792767,-0.0,-0.6054094773469167,-0.6348961509488108,0.0
2018-10-12,1.0,-0.35230534783995465,-1.0038983591451964,-0.0,-0.5807491937484496,-0.6070099585356346,0.0
2018-10-15,1.0,-0.3416419176919813,-1.0115259510677417,-0.0,-0.5769693112713903,-0.6053952764814029,0.0
2018-10-16,1.0,-0.3402029057230726,-1.0135388313478737,-0.0,-0.5763724415850685,-0.6047933825868712,0.0
2018-10-17,1.0,-0.322973817626224,-0.9789221473713452,-0.0,-0.5661851517466491,-0.6043822487672755,0.0
2018-10-18,1.0,-0.32319127505123124,-0.9798548157410303,-0.0,-0.5658018130665833,-0.6044944600743288,0.0
2018-10-19,1.0,-0.30994454204126626,-0.9711343047087596,-0.0,-0.562846612242086,-0.600702697116875,0.0
2018-10-22,1.0,-0.3122494124153187,-0.9817848748790267,-0.0,-0.5621457210009677,-0.600200470067745,0.0
2018-10-23,1.0,-0.3163261778837844,-0.9822669293788241,-0.0,-0.5593349234332331,-0.5988108818140966,0.0
2018-10-24,1.0,-0.3215504203158524,-1.0121346417642714,-0.0,-0.5741971791354508,-0.6094052266891773,0.0
2018-10-25,1.0,-0.2941677454520678,-0.9698167200381548,-0.0,-0.5657831982012672,-0.5769230769230769,0.0
2018-10-26,1.0,-0.27804533054928765,-0.954804162597245,-0.0,-0.5681810527733808,-0.5667665779813423,0.0
2018-10-29,1.0,-0.24844407064760302,-0.976619007569386,-0.0,-0.5582842724978974,-0.5807905803195962,0.0
2018-10-30,1.0,-0.2722459784158013,-0.9849317857870088,-0.0,-0.5659743433109347,-0.5706237697685469,0.0
2018-10-31,1.0,-0.2729027016047126,-0.9799241654817523,-0.0,-0.564120793554066,-0.5684880492924369,0.0
2018-11-01,1.0,-0.23656940278156532,-1.0203163348786473,-0.0,-0.5732206163076083,-0.57867466593946,0.0
2018-11-02,1.0,-0.2391156923911569,-1.0031873050318731,-0.0,-0.5746304082463041,-0.5738166282381663,0.0
2018-11-05,1.0,-0.24199191548625973,-0.9980977614728761,-0.0,-0.5759027140867556,-0.5808621216753287,0.0
2018-11-06,1.0,-0.24313126167430804,-0.9983358804550858,-0.0,-0.5750382068262863,-0.5796909492273731,0.0
2018-11-07,1.0,-0.2431560355954079,-0.9984376061408872,-0.0,-0.5751647306568847,-0.5797839820664357,0.0
2018-11-08,1.0,-0.2192767031118587,-0.9982169890664423,-0.0,-0.5642724978973928,-0.5824053826745164,0.0
2018-11-09,1.0,-0.2233019570664319,-1.0047402993160426,-0.0,-0.5686666215209589,-0.5891853457032573,0.0
2018-11-12,1.0,-0.22253302777028852,-0.9892491237530333,-0.0,-0.5729981126988407,-0.5854340792666487,0.0
2018-11-13,1.0,-0.2064203310483197,-0.9879284400601906,-0.0,-0.5696371844173216,-0.579936465474001,0.0
2018-11-14,1.0,-0.2077062010836845,-0.9872566726871361,-0.0,-0.5701050237474078,-0.5796374339420697,0.0
2018-11-15,1.0,-0.20681362725450902,-0.9875083500334001,-0.0,-0.5705076820307281,-0.5752171008684035,0.0
2018-11-16,1.0,-0.2034236994604676,-0.97818557250383,-0.0,-0.5690068607207087,-0.5798641177646039,0.0
2018-11-19,1.0,-0.2093217228839289,-0.9783471791278818,-0.0,-0.5680779368097955,-0.5805891969439162,0.0
2018-11-20,1.0,-0.2055822328931573,-0.9805922368947579,-0.0,-0.5679605175403495,-0.5805655595571563,0.0
2018-11-21,1.0,-0.2012466905727404,-0.9877676865846711,-0.0,-0.5725392942122726,-0.5897315593686115,0.0
2018-11-23,1.0,-0.20140821458507963,-0.989371332774518,-0.0,-0.5722380553227158,-0.5898742665549036,0.0
2018-11-26,1.0,-0.20147551978537892,-0.9891348088531187,-0.0,-0.5726022803487593,-0.590207914151576,0.0
2018-11-27,1.0,-0.19045551696500135,-0.9955249799625968,-0.0,-0.5681939620625168,-0.5853927331017901,0.0
2018-11-28,1.0,-0.18876254180602006,-1.0059531772575252,-0.0,-0.565551839464883,-0.5842474916387961,0.0
2018-11-29,1.0,-0.15111847555923777,-0.996089478044739,-0.0,-0.5694117647058823,-0.5973819386909693,0.0
2018-11-30,1.0,-0.15051054236838615,-0.9966847898156743,-0.0,-0.5694205012597798,-0.5985611987800026,0.0
2018-12-03,1.0,-0.13781296811470148,-1.085954775661602,-0.0,-0.6662386760824595,-0.6766174477494827,0.0
2018-12-04,1.0,-0.13439424685820073,-1.0867599416141551,-0.0,-0.6639253800420094,-0.6750329310406209,0.0
2018-12-06,1.0,-0.12658797466163593,-1.0359652462875144,-0.0,-0.6533628716812628,-0.6456090553497872,0.0
2018-12-07,1.0,-0.13111972855065437,-1.0359739630219513,-0.0,-0.6534173533688802,-0.6418530572675022,0.0
2018-12-10,1.0,-0.10595164714745565,-1.0409560988973356,-0.0,-0.651907403602493,-0.6255735908499418,0.0
2018-12-11,1.0,-0.1015967653508772,-1.0429344846491229,-0.0,-0.6511787280701754,-0.6308251096491229,0.0
2018-12-12,1.0,-0.10397448647165736,-1.0430369328898186,-0.0,-0.6529611467370804,-0.629230821988272,0.0
2018-12-13,1.0,-0.10415952854108133,-1.0405331323237168,-0.0,-0.6537723566093332,-0.6278695264853011,0.0
2018-12-14,1.0,-0.10369659145463274,-1.0445785611412113,-0.0,-0.6522529318976751,-0.6285920032919553,0.0
2018-12-17,1.0,-0.07965086428204689,-1.049289748416909,-0.0,-0.6383364709909293,-0.6556221119288036,0.0
2018-12-18,1.0,-0.08191621733720447,-1.0633900179731783,-0.0,-0.6496612747131203,-0.6614129683395548,0.0
2018-12-19,1.0,-0.09351919275980444,-1.0633517112243838,-0.0,-0.6482194250840876,-0.6624016089323487,0.0
2018-12-20,1.0,-0.0945445739786211,-1.0579444425225724,-0.0,-0.6472134777043623,-0.6596672086345868,0.0
2018-12-21,1.0,-0.0893920104600351,-1.0605925059353818,-0.0,-0.6498984963699549,-0.6409180057117296,0.0
2018-12-24,1.0,-0.07609215833732139,-1.0473439529636972,-0.0,-0.6442195939016886,-0.6506802488548574,0.0
2018-12-26,1.0,-0.07587818840825176,-1.0519968835744047,-0.0,-0.6224382642864402,-0.6370719149080316,0.0
2018-12-27,1.0,-0.05087409153407975,-1.017481830681595,-0.0,-0.5695672101093433,-0.6358606691547175,0.0
2018-12-28,1.0,-0.04967114950427015,-1.0184876149340663,-0.0,-0.5690586041032689,-0.6348941461339617,0.0
2018-12-31,1.0,-0.052364422321194655,-1.014802200681163,-0.0,-0.5706379355514801,-0.6369858527639507,0.0
2019-01-02,1.0,-0.04897919120533961,-1.0147886402303363,-0.0,-0.5690681847925664,-0.6389870435806831,0.0
2019-01-03,1.0,-0.04937180997251668,-1.0144941761549535,-0.0,-0.5690354665619682,-0.6388888888888888,0.0
2019-01-04,1.0,-0.027860048820179006,-1.021773799837266,-0.0,-0.560813669650122,-0.6442310821806346,0.0
2019-01-07,1.0,-0.020089214081704696,-1.004621161066718,-0.0,-0.5538975000802285,-0.6305317544366354,0.0
2019-01-08,1.0,-0.02411183788636655,-0.984930101321021,-0.0,-0.5690970886238297,-0.6282223932281646,0.0
2019-01-09,1.0,-0.02443560800410467,-0.985152642380708,-0.0,-0.5691059517701385,-0.6280464340687532,0.0
2019-01-10,1.0,-0.024907837794518353,-0.9840679596089116,-0.0,-0.56928995031255,-0.6273441256611637,0.0
2019-01-11,1.0,-0.023287230620778383,-0.9767770987455774,-0.0,-0.576873592795111,-0.6395625603087809,0.0
2019-01-14,1.0,-0.029310511244811946,-0.9743573244104116,-0.0,-0.577426723721888,-0.636305138187317,0.0
2019-01-15,1.0,-0.028403967538322812,-0.9711451758340847,-0.0,-0.5781270127528018,-0.6426639185881746,0.0
2019-01-16,1.0,-0.030998778056466652,-0.9666538041031578,-0.0,-0.5790082963534633,-0.6389799987137437,0.0
2019-01-17,1.0,-0.03480748216237063,-0.9609179147650575,-0.0,-0.5786784084335025,-0.6395834672494697,0.0
2019-01-18,1.0,-0.039856245548144785,-0.9563556303826976,-0.0,-0.5851842258628505,-0.6563167778281421,0.0
2019-01-22,1.0,-0.0,-1.0827758100485372,-0.0,-0.5788075560802833,-0.6179653679653678,0.0
2019-01-23,1.0,-0.0,-1.0718255664814023,-0.0,-0.5821356924392409,-0.6347551550629789,0.0
2019-01-24,1.0,-0.0,-1.0638395792241946,-0.0,-0.5935239973701512,-0.6299474030243261,0.0
2019-01-25,1.0,-0.0,-1.032588916459884,-0.0,-0.6328535980148883,-0.643076923076923,0.0
2019-01-28,1.0,-0.0,-0.9972279057487954,-0.0,-0.6728268761137879,-0.6300574219523464,0.0
2019-01-29,1.0,-0.0,-0.9977235235895745,-0.0,-0.6711316397228637,-0.63038601121742,0.0
2019-01-30,1.0,-0.0,-1.0043766578249338,-0.0,-0.680736074270557,-0.6305371352785146,0.0
2019-01-31,1.0,-0.0,-1.0116630669546436,-0.0,-0.6750290745971091,-0.6361189566373152,0.0
2019-02-01,1.0,-0.0,-1.0099578451223155,-0.0,-0.66883526404886,-0.640488598267335,0.0
2019-02-04,1.0,-0.0,-1.0150223843475379,-0.0,-0.667451500580335,-0.6337257502901674,0.0
2019-02-05,1.0,-0.0,-1.0044070380065608,-0.0,-0.6640047715298718,-0.645183737035687,0.0
2019-02-06,1.0,-0.0,-0.9949945304471773,-0.0,-0.6606225345576292,-0.6592634335532205,0.0
2019-02-07,1.0,-0.0,-0.9892883199575514,-0.0,-0.6556344100285203,-0.6713868806791803,0.0
2019-02-08,1.0,-0.0,-0.975009262065946,-0.0,-0.6671045097841096,-0.7259438887204877,0.0
2019-02-11,1.0,-0.0,-0.9677211977668754,-0.0,-0.6603282016579259,-0.755439012011504,0.0
2019-02-12,1.0,-0.0,-0.9640797774913505,-0.0,-0.6721389322298351,-0.7556814327386201,0.0
