Date,IWF,IWM,MTUM,NEP,SPY,VLUE,VXX
2018-09-24,-0.33033423306341425,-0.7518744376686993,-0.0,1.0,-0.666466726648672,-0.583691559198907,0.0
2018-09-25,-0.3286682921941281,-0.7552356458131535,-0.0,1.0,-0.6689936203614015,-0.5872273623033502,0.0
2018-09-26,-0.328623914495658,-0.7552438209752839,-0.0,1.0,-0.6690046760187041,-0.5871409485637943,0.0
2018-09-27,-0.3301187933796049,-0.7512346502936466,-0.0,1.0,-0.6687466631073145,-0.5868259476775226,0.0
2018-09-28,-0.33258727242358443,-0.7507599799565725,-0.0,1.0,-0.6696509103056623,-0.5875730749958242,0.0
2018-10-01,-0.3324755188663481,-0.7519467932221517,-0.0,1.0,-0.6696634470773036,-0.5880485277898466,0.0
2018-10-02,-0.33187202998460613,-0.7600227561742856,-0.0,1.0,-0.6680945050532094,-0.5865069272471722,0.0
2018-10-03,-0.3315350333411521,-0.7484837315283317,-0.0,1.0,-0.6743624970679892,-0.5965217974064271,0.0
2018-10-04,-0.3352539193353879,-0.7427308053061771,-0.0,1.0,-0.6788154897494305,-0.5930590915181563,0.0
2018-10-05,-0.33897620570120823,-0.7521623531787432,-0.0,1.0,-0.6816208393632416,-0.5928044963483996,0.0
2018-10-08,-0.3354164566743944,-0.7480428720223096,-0.0,1.0,-0.6847764002284715,-0.5916406276249033,0.0
2018-10-09,-0.3342740038970638,-0.7479338842975207,-0.0,1.0,-0.6851105287912383,-0.5922193106228583,0.0
2018-10-10,-0.33300771381412736,-0.7520800350321689,-0.0,1.0,-0.6863273486711354,-0.5970626873715768,0.0
2018-10-11,-0.2679461696373293,-0.732835869529799,-0.0,1.0,-0.6609534360845906,-0.59672846948418,0.0
2018-10-12,-0.27553612191749993,-0.7251712053499663,-0.0,1.0,-0.6416422853100987,-0.5728064816898693,0.0
2018-10-15,-0.27779566085109125,-0.7236206785553339,-0.0,1.0,-0.64398377647589,-0.5735208910062448,0.0
2018-10-16,-0.27491309385863266,-0.7282090897386377,-0.0,1.0,-0.6430088837388953,-0.5726149092313635,0.0
2018-10-17,-0.2531077020401708,-0.6885655543254784,-0.0,1.0,-0.6390953661236756,-0.5822552585797881,0.0
2018-10-18,-0.25348903446311594,-0.6900218361340549,-0.0,1.0,-0.6385645115351751,-0.5825500806987562,0.0
2018-10-19,-0.23419196372339088,-0.6785489356342108,-0.0,1.0,-0.6484443884620229,-0.5878574127723895,0.0
2018-10-22,-0.23421691303936712,-0.6684527374160809,-0.0,1.0,-0.6551517634822076,-0.5940996627478173,0.0
2018-10-23,-0.2371182755034509,-0.6685575620056097,-0.0,1.0,-0.6529261605370144,-0.5929217484478901,0.0
2018-10-24,-0.23697282247603377,-0.6762742430474261,-0.0,1.0,-0.6562153953238207,-0.5943620084158572,0.0
2018-10-25,-0.19976707122716686,-0.6293674144906215,-0.0,1.0,-0.6710800539413999,-0.5646683829839401,0.0
2018-10-26,-0.1714604858977939,-0.6388345899655589,-0.0,1.0,-0.7163424245244965,-0.5761270905085482,0.0
2018-10-29,-0.17461951097804393,-0.6410304391217565,-0.0,1.0,-0.7253305888223553,-0.5777819361277445,0.0
2018-10-30,-0.16003371102163125,-0.6427568124356213,-0.0,1.0,-0.7273465056028967,-0.5912226488123108,0.0
2018-10-31,-0.16026121734783152,-0.6444194475690539,-0.0,1.0,-0.7278777652793401,-0.5920197475315586,0.0
2018-11-01,-0.15989752561859538,-0.6446513371657087,-0.0,1.0,-0.7276930767308173,-0.5919457635591102,0.0
2018-11-02,-0.16418419909389934,-0.6201514305219388,-0.0,1.0,-0.7324210265003414,-0.5863278098429839,0.0
2018-11-05,-0.15993171942892614,-0.6328677839851025,-0.0,1.0,-0.7339230291744259,-0.5769397889509622,0.0
2018-11-06,-0.16233322991002172,-0.6343468817871548,-0.0,1.0,-0.7318647223084084,-0.5742165684145207,0.0
2018-11-07,-0.1615613567309481,-0.634525950269734,-0.0,1.0,-0.7304830408631489,-0.5738203013579711,0.0
2018-11-08,-0.1597099563075207,-0.6344705772985033,-0.0,1.0,-0.7308729199590963,-0.5736729571441852,0.0
2018-11-09,-0.15985498714095372,-0.6343383013664673,-0.0,1.0,-0.7307656555015027,-0.5735754345737923,0.0
2018-11-12,-0.1592164121548666,-0.6175536017275952,-0.0,1.0,-0.7376214715409533,-0.5706000308499152,0.0
2018-11-13,-0.13263402550536713,-0.6132909263280223,-0.0,1.0,-0.7442735251842564,-0.5679990213768005,0.0
2018-11-14,-0.13102918586789555,-0.6195391705069124,-0.0,1.0,-0.7486328725038403,-0.5729646697388633,0.0
