Date,ADSK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6693136455337597,-0.9953642099841181,-0.4561960767480791,-0.6824054599304632,-0.4890758466755376,0.0
2018-09-25,1.0,-0.6710289195915216,-0.9934351669098087,-0.4591521496610315,-0.6807259933064448,-0.4864412597614348,0.0
2018-09-26,1.0,-0.6733528047418607,-0.9966927239927842,-0.4631045442831372,-0.68065458293961,-0.4813160381410532,0.0
2018-09-27,1.0,-0.6750354062057423,-0.9909016780395692,-0.4646152525642676,-0.680314149607313,-0.480837732286168,0.0
2018-09-28,1.0,-0.6747060338168397,-0.9908162389494464,-0.4648098875632993,-0.6801991245386662,-0.48098875632992877,0.0
2018-10-01,1.0,-0.6751780963007467,-0.989957943524161,-0.464766972792035,-0.680499527937516,-0.481031671101193,0.0
2018-10-02,1.0,-0.6751780963007467,-0.9890567333276113,-0.4651961205046777,-0.6805853574800447,-0.4814608188138357,0.0
2018-10-03,1.0,-0.6748605748605748,-0.9859287859287859,-0.46490776490776486,-0.6812526812526812,-0.48305448305448306,0.0
2018-10-04,1.0,-0.6766710972001886,-0.981434635338507,-0.46537752433220425,-0.6835741542683188,-0.4805556746559191,0.0
2018-10-05,1.0,-0.6669799632588542,-0.9759900884350835,-0.4558465416328449,-0.6886401503823643,-0.48476951339342933,0.0
2018-10-08,1.0,-0.6650311460022187,-0.9725232528372728,-0.4509343800665586,-0.69365986858947,-0.48438433313422646,0.0
2018-10-09,1.0,-0.6759565422768068,-0.9803323742860823,-0.46652638811353975,-0.6927899686520377,-0.47863614892429257,0.0
2018-10-10,1.0,-0.6756116471399034,-0.9870348035837353,-0.4630858028945554,-0.6952963473466575,-0.4863456237077877,0.0
2018-10-11,1.0,-0.6425623315363882,-0.9815532345013476,-0.42284366576819404,-0.6799612533692723,-0.4846698113207547,0.0
2018-10-12,1.0,-0.6527442325310235,-0.9748480053302241,-0.4228783209794287,-0.6580744565670026,-0.4556925127009245,0.0
2018-10-15,1.0,-0.6648262015309323,-0.9661605387543397,-0.433596854477768,-0.6626929351236039,-0.45564060735349476,0.0
2018-10-16,1.0,-0.6684684684684685,-0.9583909490886235,-0.44098051539912003,-0.664487743557511,-0.45790907186256025,0.0
2018-10-17,1.0,-0.6565138222148651,-0.9296060254924682,-0.43179937096507204,-0.65978314848535,-0.46068531700049664,0.0
2018-10-18,1.0,-0.6555077381445005,-0.9278738723826864,-0.4326740048001324,-0.6613010014069354,-0.4606885707191922,0.0
2018-10-19,1.0,-0.6488254412309211,-0.920599004402024,-0.4266260747932694,-0.6619903731435388,-0.4559591887110709,0.0
2018-10-22,1.0,-0.647247990105133,-0.9294578437435581,-0.4343022057307772,-0.6581323438466296,-0.4536796536796537,0.0
2018-10-23,1.0,-0.6518096653047749,-0.9299657463579712,-0.4428211794808304,-0.6518096653047749,-0.4505385662993686,0.0
2018-10-24,1.0,-0.6527565873572223,-0.9282091460145973,-0.4390334419199208,-0.6525916457053318,-0.45095047626901985,0.0
2018-10-25,1.0,-0.6312563016737245,-0.8929622907844323,-0.43835450695704775,-0.6488404920346844,-0.4216172615446662,0.0
2018-10-26,1.0,-0.621913642002481,-0.8830285325543239,-0.42758813878106366,-0.6532874464764497,-0.4159430149265677,0.0
2018-10-29,1.0,-0.6187337727181945,-0.8864389854204114,-0.4240063910525264,-0.6510085879768325,-0.41422009187138004,0.0
2018-10-30,1.0,-0.6081588620744767,-0.8889244046667732,-0.4161339299984018,-0.6545069522135208,-0.42784081828352244,0.0
2018-10-31,1.0,-0.6126355080808482,-0.8661795655799547,-0.41809951157526903,-0.6521065798356034,-0.4219116070364929,0.0
2018-11-01,1.0,-0.6080625322382257,-0.8715629091774789,-0.41320477720906246,-0.6525810419394518,-0.4223703527357855,0.0
2018-11-02,1.0,-0.6085784508047253,-0.8684690398794894,-0.412867676207088,-0.6528581622135892,-0.42139062871640376,0.0
2018-11-05,1.0,-0.6072603336900091,-0.8716363492252209,-0.41291166329806206,-0.6528355724646296,-0.4184203225934292,0.0
2018-11-06,1.0,-0.613768776505093,-0.8766596646981888,-0.40957552217510207,-0.6499940549324245,-0.41338036542348705,0.0
2018-11-07,1.0,-0.6109152837736148,-0.8761139055012079,-0.41427383262703477,-0.6471543427462474,-0.41205592300685173,0.0
2018-11-08,1.0,-0.5978906772657511,-0.8783204124198182,-0.4015977332651214,-0.6421234898272402,-0.41533194285939157,0.0
2018-11-09,1.0,-0.5957228939387972,-0.8791697845693356,-0.40270174471269343,-0.6449529360797132,-0.41585601197274624,0.0
2018-11-12,1.0,-0.5956090651558074,-0.8766525023607177,-0.40258105130626376,-0.6453021718602455,-0.41434529430280137,0.0
2018-11-13,1.0,-0.5876921873166151,-0.8763741637651108,-0.39395954774852315,-0.6465318258284104,-0.40765228277453935,0.0
2018-11-14,1.0,-0.589052351514203,-0.8755379920181549,-0.3939275373659911,-0.6469207293215432,-0.4072697394162298,0.0
2018-11-15,1.0,-0.5892605909019853,-0.8760747225261842,-0.3930748788494607,-0.6483117086134126,-0.4013600125058621,0.0
2018-11-16,1.0,-0.5892905999609145,-0.8759820207152629,-0.3933554817275747,-0.6482704709790893,-0.4016025014657025,0.0
2018-11-19,1.0,-0.5894490035169988,-0.8748339194998046,-0.3960531457600625,-0.6466197733489644,-0.4007815552950371,0.0
2018-11-20,1.0,-0.5892487400867289,-0.8768996366761731,-0.3939914833769583,-0.6475758877993515,-0.39903113646130406,0.0
2018-11-21,1.0,-0.5932058789312444,-0.8700508007910963,-0.4016364834994377,-0.6416023577771747,-0.3714274634505759,0.0
2018-11-23,1.0,-0.6074458247899328,-0.9658263981023599,-0.3647328428416355,-0.6718932175451292,-0.41044506090941985,0.0
2018-11-26,1.0,-0.6076988053577893,-0.9647238646876634,-0.36490889344756844,-0.673263344193717,-0.4117292144322433,0.0
2018-11-27,1.0,-0.6071270740428267,-0.9659314611707043,-0.36258085251697403,-0.6724117150777389,-0.40946526857096943,0.0
2018-11-28,1.0,-0.6082623372448159,-0.958286449123935,-0.3644510528853882,-0.6758559717087285,-0.4118308953544446,0.0
2018-11-29,1.0,-0.5824789563968564,-0.953843698886983,-0.3341843858459329,-0.6878365979175808,-0.43096501376311486,0.0
2018-11-30,1.0,-0.5854272360484162,-0.9574162106020053,-0.3303639196260935,-0.6937642312147965,-0.4277953101905485,0.0
2018-12-03,1.0,-0.5857628474305139,-0.9630473905218956,-0.31953609278144374,-0.6993401319736053,-0.4315536892621476,0.0
2018-12-04,1.0,-0.580556331564034,-0.9645608013728697,-0.3215069641218023,-0.6957736361096699,-0.4285030131300634,0.0
2018-12-06,1.0,-0.5644109492756453,-0.9108907024874069,-0.357725799523605,-0.6810496309891054,-0.3908391581084775,0.0
2018-12-07,1.0,-0.565147788059818,-0.9108195697161376,-0.35832259575963454,-0.6808012182265433,-0.38952012806996994,0.0
2018-12-10,1.0,-0.5571051200372932,-0.9130992152901873,-0.3559940952528941,-0.6798228575868231,-0.37864190816564375,0.0
2018-12-11,1.0,-0.5640298391483409,-0.9090061387831222,-0.3615277022301655,-0.6814437796254565,-0.3692594607195586,0.0
2018-12-12,1.0,-0.5629203436613148,-0.9102748513003925,-0.3600668662286669,-0.6819577809742253,-0.37235159196050227,0.0
2018-12-13,1.0,-0.5636964980544746,-0.9124513618677043,-0.358988326848249,-0.6816731517509728,-0.3742023346303502,0.0
2018-12-14,1.0,-0.5635606414448078,-0.9146816129534485,-0.3579713529503347,-0.6809123462556439,-0.37513622917639733,0.0
2018-12-17,1.0,-0.5570996040680072,-0.9156121419144476,-0.3519136712988122,-0.6739383588230727,-0.3831224283828895,0.0
2018-12-18,1.0,-0.5520756902877003,-0.9083606873913883,-0.34589689129175516,-0.6720216257964858,-0.38335586020467266,0.0
2018-12-19,1.0,-0.5640718099512497,-0.9077613557223554,-0.34322525729319814,-0.6700843457401532,-0.3839278805230983,0.0
2018-12-20,1.0,-0.5546399691952253,-0.8922603003465538,-0.3591451675009627,-0.6687716596072392,-0.3757797458606084,0.0
2018-12-21,1.0,-0.5537145706286196,-0.8931078126797837,-0.3579565067311011,-0.6696966210255819,-0.36090975338472747,0.0
2018-12-24,1.0,-0.5393567095272617,-0.8787057880880614,-0.36510359036972034,-0.6635125338624137,-0.36880460910374296,0.0
2018-12-26,1.0,-0.5460984848484848,-0.89125,-0.3576136363636363,-0.6396590909090909,-0.3532575757575757,0.0
2018-12-27,1.0,-0.5026120226620557,-0.8627400485615481,-0.357736737546906,-0.5874843646530792,-0.3682951953498639,0.0
2018-12-28,1.0,-0.5009376034121411,-0.8649483398904292,-0.3570614406000662,-0.5870868110453359,-0.366805162334081,0.0
2018-12-31,1.0,-0.5017097473986101,-0.8637717395300952,-0.3568408280325036,-0.5872706548516381,-0.36728315623046665,0.0
2019-01-02,1.0,-0.5013411721477127,-0.8644130075326106,-0.3518647804519566,-0.587249678486129,-0.36957560169024434,0.0
2019-01-03,1.0,-0.5019831068674256,-0.8621740727139185,-0.35670216672787364,-0.5875504957767168,-0.36404700697759823,0.0
2019-01-04,1.0,-0.49849596478356567,-0.8642333088774761,-0.35612619222303743,-0.5860601614086574,-0.36346294937637563,0.0
2019-01-07,1.0,-0.4760234341096485,-0.8406263561406047,-0.38011717054824246,-0.5758715463619268,-0.3437364385939534,0.0
2019-01-08,1.0,-0.47596484247838833,-0.8413932795601693,-0.3798603826816653,-0.5757586718269613,-0.3439794552754368,0.0
2019-01-09,1.0,-0.4731917046029337,-0.8302261724113013,-0.3784955560372859,-0.5778596719416143,-0.3531685815449093,0.0
2019-01-10,1.0,-0.4729480646210561,-0.8312190538147386,-0.37829339694242653,-0.577830785355452,-0.3538978640355632,0.0
2019-01-11,1.0,-0.47082655091336595,-0.8180864532465184,-0.3856031832157714,-0.5792729245794901,-0.36350153734852597,0.0
2019-01-14,1.0,-0.47255887992474954,-0.8165768242827683,-0.3864187258058681,-0.5794291089323831,-0.3627943996237473,0.0
2019-01-15,1.0,-0.466302104081411,-0.8128779922500272,-0.3923514286748995,-0.5778799840654764,-0.3719986962662514,0.0
2019-01-16,1.0,-0.45759397407112334,-0.8180633012240168,-0.38266821177663507,-0.5742739190265808,-0.38875208227710584,0.0
2019-01-17,1.0,-0.4587285497067554,-0.8125407284048946,-0.387227572225038,-0.5734921439432336,-0.3883136630222286,0.0
2019-01-18,1.0,-0.4546049284000872,-0.8057352620484117,-0.39023769717234863,-0.5773424438467689,-0.4065930071963364,0.0
2019-01-22,1.0,-0.3920849992595883,-0.9253665037760994,-0.34666074337331554,-0.717495927735821,-0.3204131497112394,0.0
2019-01-23,1.0,-0.37987481945113144,-0.9078552646198289,-0.36591237361579204,-0.7207881189585571,-0.32909892226213844,0.0
2019-01-24,1.0,-0.374805598755832,-0.9170554691550025,-0.36569651188624747,-0.7091757387247277,-0.33614752277271714,0.0
2019-01-25,1.0,-0.33213064231217354,-0.9380238283158568,-0.36779794790844517,-0.8343293118352314,-0.28612771075280946,0.0
2019-01-28,1.0,-0.33899648884358363,-0.9311737833654246,-0.37184279080303545,-0.8453203458300298,-0.2881035979914675,0.0
2019-01-29,1.0,-0.33296773949548053,-0.9255701372867895,-0.3746454370107031,-0.8496274724859121,-0.29919443288831743,0.0
2019-01-30,1.0,-0.33260228389926644,-0.9258488996445589,-0.37412085003403167,-0.8502987219239205,-0.29841942070634503,0.0
2019-01-31,1.0,-0.31482112436115844,-0.9441983721370434,-0.39663070225250807,-0.8297179632784403,-0.3003596441415862,0.0
2019-02-01,1.0,-0.30617573601755843,-0.9439188677817301,-0.40017407099069097,-0.8292590630439719,-0.30462423370922576,0.0
2019-02-04,1.0,-0.2999810713609692,-0.9475676698845354,-0.4015142911224683,-0.8282793867120954,-0.3083853870906682,0.0
2019-02-05,1.0,-0.28945972569523376,-0.9513904675304993,-0.3895203455330757,-0.8348488292793816,-0.3235204970826703,0.0
2019-02-06,1.0,-0.28740112780532107,-0.9576126859175716,-0.3921961927108958,-0.8284070695984558,-0.31896453847027206,0.0
2019-02-07,1.0,-0.2880336058128974,-0.9568952467453832,-0.3920678171359371,-0.8285649409627612,-0.318876778686043,0.0
2019-02-08,1.0,-0.2805714502254727,-0.9552843988025312,-0.40156883549963995,-0.8354996400015158,-0.3165712986471636,0.0
2019-02-11,1.0,-0.27774611497397317,-0.9530377293970136,-0.407842243246324,-0.8495763516850945,-0.31129602188533,0.0
2019-02-12,1.0,-0.28997486097356595,-0.9542545897767959,-0.39213072293745715,-0.8607831187628552,-0.3118001066504152,0.0
2019-02-13,1.0,-0.27493240927611284,-0.9834355127375194,-0.3916454057347397,-0.8570503788888465,-0.300864399680134,0.0
2019-02-14,1.0,-0.2760446425170457,-0.9747076524587667,-0.3983925646592771,-0.8563973641107684,-0.3035081704948006,0.0
2019-02-15,1.0,-0.2757292659675882,-0.990886558627264,-0.3910772163965682,-0.8557102001906578,-0.2997521448999047,0.0
2019-02-19,1.0,-0.3042981688049644,-0.9666120988312331,-0.38767274526973006,-0.854456161723836,-0.29398104084973536,0.0
2019-02-20,1.0,-0.3049272713426243,-0.9740309191988424,-0.386223440712817,-0.851763003579316,-0.29083847384053,0.0
2019-02-21,1.0,-0.37372007688275377,-0.7373056089463568,-0.4681810239384938,-0.6622051371658221,-0.2532587803599511,0.0
2019-02-22,1.0,-0.3731796752226296,-0.7301903265234853,-0.4754670857342413,-0.6652697747511787,-0.24819277108433732,0.0
2019-02-25,1.0,-0.35914234663490174,-0.7266580247346109,-0.4853729460813509,-0.6773990120169568,-0.2549136390708755,0.0
2019-02-26,1.0,-0.3646023285173236,-0.7268550988918502,-0.4770655070837424,-0.6759713844859025,-0.26230887922569784,0.0
2019-02-27,1.0,-0.364955826672276,-0.725424204178937,-0.47724723040246814,-0.6735380732015146,-0.2646192679848549,0.0
2019-02-28,1.0,-0.3609639737608307,-0.7275406040621601,-0.4772161223559126,-0.6770266951976708,-0.2651629424351914,0.0
2019-03-01,1.0,-0.36217183770883055,-0.7317492629510038,-0.4709392110065983,-0.6765407833777902,-0.2683560297627404,0.0
2019-03-04,1.0,-0.3406434807096592,-0.7221909321317939,-0.48148408898901723,-0.6737186707969586,-0.3021332019149535,0.0
2019-03-05,1.0,-0.3552608373602342,-0.7132023561779126,-0.4686959895594512,-0.6843497583859476,-0.3057387746463969,0.0
2019-03-06,1.0,-0.3510687157745981,-0.7169051404345521,-0.4683978095742801,-0.6835188129305776,-0.31305423070128946,0.0
2019-03-07,1.0,-0.3650362957220382,-0.6834519698357884,-0.47691873986891253,-0.6943759250123336,-0.30407357812389885,0.0
2019-03-08,1.0,-0.33218802026141475,-0.6765612270199426,-0.5198540611384648,-0.7148170450922745,-0.29874960150189506,0.0
2019-03-11,1.0,-0.3134786175411064,-0.6753218960659129,-0.5315475978171701,-0.718193815315476,-0.32813781788351104,0.0
2019-03-12,1.0,-0.28940300111019596,-0.6477097733051607,-0.5649464599076031,-0.7243491028900907,-0.354832933424059,0.0
2019-03-13,1.0,-0.29403536458520135,-0.6484702844230837,-0.5696352354650119,-0.7179441196513754,-0.3566227897134249,0.0
