Date,BCC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3488396151591434,-0.9672747336115038,-0.026518155798475808,-0.5326390565191902,-0.5731232111452118,0.0
2018-09-25,1.0,-0.35424723756906074,-0.9656422651933702,-0.03328729281767955,-0.5309737569060773,-0.5688535911602209,0.0
2018-09-26,1.0,-0.35374667173830354,-0.966008506518206,-0.0300494484594903,-0.5332826169646253,-0.5748469864103185,0.0
2018-09-27,1.0,-0.35499809958190803,-0.9616806606544349,-0.031235962820911508,-0.5329808921599115,-0.5744100065650807,0.0
2018-09-28,1.0,-0.35240630618171764,-0.9646314479325128,-0.03201493569354169,-0.5333287235513761,-0.5749550546259162,0.0
2018-10-01,1.0,-0.35685553783202717,-0.9644912962063943,-0.031243498162147165,-0.5378667036548997,-0.577189818988834,0.0
2018-10-02,1.0,-0.3569838619922092,-0.9826794657762938,-0.02671118530884808,-0.5365191986644408,-0.575090428491931,0.0
2018-10-03,1.0,-0.35698139454008004,-0.9816379760041734,-0.0269170579029734,-0.5366718831507565,-0.5754477482177014,0.0
2018-10-04,1.0,-0.36975613169588184,-0.9741086735943458,-0.027745705188761762,-0.5552989748434274,-0.5719184073335433,0.0
2018-10-05,1.0,-0.35927914110429443,-0.9709286112660346,-0.015895147796988286,-0.5605828220858895,-0.5790574456218627,0.0
2018-10-08,1.0,-0.357859881491809,-0.9689438828860231,-0.009864064133844545,-0.5683164865806901,-0.5805158591843849,0.0
2018-10-09,1.0,-0.35447461299227734,-0.9726735856309187,-0.0,-0.5763706887514415,-0.5908725582695601,0.0
2018-10-10,1.0,-0.3552387740555952,-0.9993941553813257,-0.0,-0.5903777619387027,-0.6187811831789023,0.0
2018-10-11,1.0,-0.2820770751673662,-0.9943806583648409,-0.0,-0.563911339276423,-0.6283603316105311,0.0
2018-10-12,1.0,-0.30648010251792335,-1.0050566272988606,-0.0,-0.5460811138433831,-0.6058255117237558,0.0
2018-10-15,1.0,-0.2692054243401658,-1.0471681753546285,-0.0,-0.5416016370131447,-0.6102729511323831,0.0
2018-10-16,1.0,-0.2557164499876687,-1.098051650635944,-0.0,-0.551104534404397,-0.6183983370327308,0.0
2018-10-17,1.0,-0.23542056722834756,-1.0619929269814854,-0.0,-0.5449691422231467,-0.6248179737882256,0.0
2018-10-18,1.0,-0.24602782289386343,-1.0920838923804816,-0.0,-0.5525739707647764,-0.6401384083044982,0.0
2018-10-19,1.0,-0.23235830527497198,-1.0870159932659933,-0.0,-0.550189393939394,-0.6377314814814815,0.0
2018-10-22,1.0,-0.232398316970547,-1.0787166900420757,-0.0,-0.5540673211781206,-0.6411290322580645,0.0
2018-10-23,1.0,-0.2411890790259672,-1.0818018904388769,-0.0,-0.5505464000843319,-0.6402544010682034,0.0
2018-10-24,1.0,-0.2405076679005817,-1.0782302132910275,-0.0,-0.5567072095892825,-0.6500264410364885,0.0
2018-10-25,1.0,-0.21429552320790993,-1.0437036528426258,-0.0,-0.5518744850315848,-0.6232491073880803,0.0
2018-10-26,1.0,-0.20045558086560364,-1.0305647162819163,-0.0,-0.5543807160099277,-0.6144561928399007,0.0
2018-10-29,1.0,-0.20277095277095275,-1.0343980343980343,-0.0,-0.5601624351624351,-0.6151719901719902,0.0
2018-10-30,1.0,-0.192841789211505,-1.034733358354089,-0.0,-0.5608174963321846,-0.6235627281722338,0.0
2018-10-31,1.0,-0.20184889372259796,-1.0100261700030588,-0.0,-0.5647622608163682,-0.6220643714101214,0.0
2018-11-01,1.0,-0.20414201183431954,-1.0087737196490514,-0.0,-0.5653268040535945,-0.6224239951030403,0.0
2018-11-02,1.0,-0.2043962026608595,-1.0099356902242336,-0.0,-0.565313552689782,-0.6229201401885059,0.0
2018-11-05,1.0,-0.19892399891037865,-1.0272405339144648,-0.0,-0.5679310814491964,-0.6109370743666576,0.0
2018-11-06,1.0,-0.20296861169741948,-1.029992510383332,-0.0,-0.5649894464492408,-0.6064206441070334,0.0
2018-11-07,1.0,-0.21070031994312124,-1.0833985069321008,-0.0,-0.6103092783505155,-0.6504799146818344,0.0
2018-11-08,1.0,-0.18211617087269136,-1.0859297899337372,-0.0,-0.6000634428309601,-0.6564923163682503,0.0
2018-11-09,1.0,-0.18145289203764406,-1.0857918296852418,-0.0,-0.6012125057276796,-0.6563039723661485,0.0
2018-11-12,1.0,-0.1824456541075177,-1.10566762728146,-0.0,-0.6045113316967304,-0.665207955313623,0.0
2018-11-13,1.0,-0.14354764189501368,-1.1158972171873334,-0.0,-0.6219923943561858,-0.6726019120730711,0.0
2018-11-14,1.0,-0.14207299686341604,-1.1206515540347877,-0.0,-0.6251782149985743,-0.6763972055888224,0.0
2018-11-15,1.0,-0.14129505627582276,-1.123878045305599,-0.0,-0.6306097734720045,-0.6660136771619888,0.0
2018-11-16,1.0,-0.13290043290043288,-1.1194805194805195,-0.0,-0.6522005772005772,-0.702922077922078,0.0
2018-11-19,1.0,-0.13342711827724274,-1.119215092161743,-0.0,-0.6518053601702558,-0.7027017278072359,0.0
2018-11-20,1.0,-0.07391429393155018,-1.1149338510209952,-0.0,-0.665120793787748,-0.741084268047167,0.0
2018-11-21,1.0,-0.07869331338391934,-1.109935520644081,-0.0,-0.6610737059598875,-0.7126928146485696,0.0
2018-11-23,1.0,-0.07891452412366723,-1.1135755803587348,-0.0,-0.6604856827015654,-0.7130121598973005,0.0
2018-11-26,1.0,-0.07849148071576247,-1.115206387680901,-0.0,-0.659157339416839,-0.7116988664718044,0.0
2018-11-27,1.0,-0.06122375868739701,-1.1389267034462993,-0.0,-0.6664756036397507,-0.7158056889016264,0.0
2018-11-28,1.0,-0.06336009174311927,-1.1325258027522935,-0.0,-0.6699039564220184,-0.7179615825688073,0.0
2018-11-29,1.0,-0.043575379378811514,-1.11955750957311,-0.0,-0.664019288044249,-0.718444192313147,0.0
2018-11-30,1.0,-0.04297110441411097,-1.1199432724694203,-0.0,-0.6641021095550433,-0.7184541747917035,0.0
2018-12-03,1.0,-0.03916977115486961,-1.1230086925669684,-0.0,-0.6662409082845485,-0.7195671456448466,0.0
2018-12-04,1.0,-0.03187462411999859,-1.1260480418862986,-0.0,-0.6622563413167298,-0.71751512364241,0.0
2018-12-06,1.0,-0.021805886209157094,-1.082186109098437,-0.0,-0.6537970534451231,-0.6925439050477867,0.0
2018-12-07,1.0,-0.03153745072273324,-1.0835465799847845,-0.0,-0.6561311294003734,-0.6868386472093506,0.0
2018-12-10,1.0,-0.009794520547945206,-1.0875342465753426,-0.0,-0.6537671232876713,-0.6735616438356165,0.0
2018-12-11,1.0,-0.0018176206317089061,-1.0915669261634486,-0.0,-0.6529373435302994,-0.6831509996913474,0.0
2018-12-12,1.0,-0.0,-1.093826227367987,-0.0,-0.6538289758477343,-0.6879788367059471,0.0
2018-12-13,1.0,-0.0,-1.088518060705947,-0.0,-0.6595247905507485,-0.6855514352424118,0.0
2018-12-14,1.0,-0.0019216910881575786,-1.080505130228887,-0.0,-0.6637040595724237,-0.6854260320510621,0.0
2018-12-17,1.0,-0.0,-1.077622449328366,-0.0,-0.6483918378507708,-0.6919369723484978,0.0
2018-12-18,1.0,-0.0,-1.0633173681171235,-0.0,-0.6395937362002786,-0.6939773769489453,0.0
2018-12-19,1.0,-0.0,-1.0674901050907604,-0.0,-0.6449774805513853,-0.6995359628770301,0.0
2018-12-20,1.0,-0.0,-1.0509465384223227,-0.0,-0.6539102063011929,-0.6938449512286307,0.0
2018-12-21,1.0,-0.0,-1.050553617986659,-0.0,-0.6510682964819017,-0.6844208173907155,0.0
2018-12-24,1.0,-0.0,-1.0226484940265859,-0.0,-0.6376577486118122,-0.704997476022211,0.0
2018-12-26,1.0,-0.0,-1.0260117537064244,-0.0,-0.6192400160277814,-0.6938693735808735,0.0
2018-12-27,1.0,-0.0,-0.9855119228163015,-0.0,-0.5532896647413765,-0.6879416604820754,0.0
2018-12-28,1.0,-0.0,-0.985116158674691,-0.0,-0.5576587070471754,-0.6928428136931339,0.0
2018-12-31,1.0,-0.0,-0.9823538934757973,-0.0,-0.5601748421563866,-0.6952889752306944,0.0
2019-01-02,1.0,-0.0,-0.9824515961924495,-0.0,-0.5600271967881888,-0.6952340866411966,0.0
2019-01-03,1.0,-0.0,-0.9840368579864379,-0.0,-0.5829466921903896,-0.6775575094902826,0.0
2019-01-04,1.0,-0.0,-0.992341498093453,-0.0,-0.554514315258838,-0.6845472758999548,0.0
2019-01-07,1.0,-0.0,-0.9734846070495252,-0.0,-0.5442029447383517,-0.6692587162980432,0.0
2019-01-08,1.0,-0.0,-0.9616142984353137,-0.0,-0.5517745833863376,-0.6668680829411016,0.0
2019-01-09,1.0,-0.0,-0.9604489237910535,-0.0,-0.5516166979302451,-0.6672813404126793,0.0
2019-01-10,1.0,-0.0,-0.9595397768807805,-0.0,-0.5520452595111719,-0.6667514223055652,0.0
2019-01-11,1.0,-0.0,-0.9480854314543082,-0.0,-0.5565776490435115,-0.6783270204029666,0.0
2019-01-14,1.0,-0.0,-0.9474488334341279,-0.0,-0.5594741700353312,-0.6760989273323359,0.0
2019-01-15,1.0,-0.0,-0.9393698027845924,-0.0,-0.5571096313760474,-0.6895848599738745,0.0
2019-01-16,1.0,-0.0,-0.9399706707472583,-0.0,-0.5402639632746749,-0.7077276205049732,0.0
2019-01-17,1.0,-0.0,-0.944256433177958,-0.0,-0.5402273162633293,-0.7081603984419896,0.0
2019-01-18,1.0,-0.0,-0.9412256715457616,-0.0,-0.5502975711758082,-0.7254302718352903,0.0
2019-01-22,1.0,-0.0,-1.0487281941331255,-0.0,-0.465679108598902,-0.7341714582724231,0.0
2019-01-23,1.0,-0.0,-1.0229750016317471,-0.0,-0.4679198485738529,-0.7725996997585014,0.0
2019-01-24,1.0,-0.0,-1.0209883796840318,-0.0,-0.47169996083039556,-0.771412717064891,0.0
2019-01-25,1.0,-0.0,-1.0379238202769567,-0.0,-0.43416464649819014,-0.8487364261282502,0.0
2019-01-28,1.0,-0.0,-1.0314649300594743,-0.0,-0.4438648370269461,-0.847260524304748,0.0
2019-01-29,1.0,-0.0,-1.0254762221926201,-0.0,-0.4414213400825896,-0.8633608631943519,0.0
2019-01-30,1.0,-0.0,-1.024563264494315,-0.0,-0.4373653329797461,-0.8529519010839659,0.0
2019-01-31,1.0,-0.0,-1.029520295202952,-0.0,-0.4413749542900834,-0.8534623184069678,0.0
2019-02-01,1.0,-0.0,-1.0289840604306013,-0.0,-0.4603507370802968,-0.8383414861402282,0.0
2019-02-04,1.0,-0.0,-1.024757087714628,-0.0,-0.45893784107546914,-0.8438706242512977,0.0
2019-02-05,1.0,-0.0,-1.011222484931233,-0.0,-0.45156348862765994,-0.867328249358953,0.0
2019-02-06,1.0,-0.0,-1.010391340549542,-0.0,-0.44919233971690253,-0.8710074937552038,0.0
2019-02-07,1.0,-0.0,-1.0069934727587584,-0.0,-0.4476488610630079,-0.8755827893965632,0.0
2019-02-08,1.0,-0.0,-1.0116968808317783,-0.0,-0.4594774726739536,-0.8612703279125566,0.0
2019-02-11,1.0,-0.0,-0.9647803719825879,-0.0,-0.4475662841313811,-0.8853713230444532,0.0
2019-02-12,1.0,-0.0,-0.9801344237327417,-0.0,-0.4494917723404959,-0.8812700725093534,0.0
2019-02-13,1.0,-0.0,-0.9857071960297765,-0.0,-0.4484367245657568,-0.8743755169561621,0.0
2019-02-14,1.0,-0.0,-0.9792164674634792,-0.0,-0.4539176626826029,-0.8869189907038512,0.0
2019-02-15,1.0,-0.0,-0.9956455258609228,-0.0,-0.4472477064220184,-0.881132828081372,0.0
2019-02-19,1.0,-0.0,-0.9736720401691332,-0.0,-0.45788187103594086,-0.8718287526427061,0.0
2019-02-20,1.0,-0.0,-0.9767749182331757,-0.0,-0.45720043608972877,-0.8697347120816676,0.0
2019-02-21,1.0,-0.0,-0.9790517098959195,-0.0,-0.456335701305138,-0.8687923343796465,0.0
2019-02-22,1.0,-0.0,-0.9745572297118688,-0.0,-0.4611749933914882,-0.8685236584721119,0.0
2019-02-25,1.0,-0.0,-0.9720230983671844,-0.0,-0.472454533386433,-0.8742532855436081,0.0
2019-02-26,1.0,-0.0,-0.9697682898531508,-0.0,-0.482779195809991,-0.8623330128948851,0.0
2019-02-27,1.0,-0.0,-0.980459159976113,-0.0,-0.49207086457434807,-0.8450998606595448,0.0
2019-02-28,1.0,-0.0,-1.0071717171717172,-0.0,-0.5336700336700337,-0.8261616161616162,0.0
2019-03-01,1.0,-0.0,-1.0121518296013108,-0.0,-0.5307550518842162,-0.8705283997815401,0.0
2019-03-04,1.0,-0.0,-1.0026575809199318,-0.0,-0.533901192504259,-0.8705621805792164,0.0
