Date,IWF,IWM,MTUM,PAGP,SPY,VLUE,VXX
2018-09-24,-0.32007893071223803,-1.0707770207379277,-0.0,1.0,-0.625972672102461,-0.7063181801258424,0.0
2018-09-25,-0.3173296411331063,-1.0784343075253526,-0.0,1.0,-0.6321520787336751,-0.7141787972907232,0.0
2018-09-26,-0.3192333607846073,-1.0804072770831774,-0.0,1.0,-0.6324024855880812,-0.7113124204536947,0.0
2018-09-27,-0.3198113913629219,-1.078998577950752,-0.0,1.0,-0.6322880023950302,-0.7111743132999027,0.0
2018-09-28,-0.33173602988340944,-1.0825566916952798,-0.0,1.0,-0.640795381654907,-0.7180696524921708,0.0
2018-10-01,-0.3317944448649058,-1.0887005222129722,-0.0,1.0,-0.6426246878074624,-0.721032316657837,0.0
2018-10-02,-0.33942727100322395,-1.0674378911435616,-0.0,1.0,-0.6539351412857956,-0.7321069599848283,0.0
2018-10-03,-0.339057583683991,-1.0632700253989915,-0.0,1.0,-0.6547253497099965,-0.7338413131657757,0.0
2018-10-04,-0.33913604126370084,-1.0643228277771455,-0.0,1.0,-0.6543406530890885,-0.734782114006144,0.0
2018-10-05,-0.3211130408517708,-1.0572755417956656,-0.0,1.0,-0.6564977724080647,-0.7406554406101338,0.0
2018-10-08,-0.31702809730341314,-1.0532528757307185,-0.0,1.0,-0.6611729209881199,-0.7400339430511031,0.0
2018-10-09,-0.31912164201629944,-1.0543691518261393,-0.0,1.0,-0.6607681859341986,-0.7387941442801087,0.0
2018-10-10,-0.32073478933272975,-1.0533740711402815,-0.0,1.0,-0.6618007619478706,-0.7361095394364603,0.0
2018-10-11,-0.2494695251335333,-1.0400234140630715,-0.0,1.0,-0.6306797395185482,-0.738274676227409,0.0
2018-10-12,-0.2565390173410405,-1.035729768786127,-0.0,1.0,-0.6069364161849712,-0.7135115606936416,0.0
2018-10-15,-0.2366060169338858,-1.0519185732300484,-0.0,1.0,-0.6015492704017293,-0.7128445325166636,0.0
2018-10-16,-0.2386633984572129,-1.04963593107923,-0.0,1.0,-0.6025520870881695,-0.7137913632758993,0.0
2018-10-17,-0.21533881485681883,-1.0083994896512616,-0.0,1.0,-0.59707258293167,-0.7232775730082223,0.0
2018-10-18,-0.21614047534586733,-1.011138701667258,-0.0,1.0,-0.596204327775807,-0.7238737140830082,0.0
2018-10-19,-0.19655051038366772,-1.0003519887363603,-0.0,1.0,-0.5979584653291095,-0.7250263991552269,0.0
2018-10-22,-0.19726191314140917,-0.9987330189343281,-0.0,1.0,-0.5982966143450412,-0.7251354965861899,0.0
2018-10-23,-0.19486926492353235,-0.9999647614349145,-0.0,1.0,-0.6016280217069561,-0.7273944604975686,0.0
2018-10-24,-0.19396338446313705,-1.0078815296529298,-0.0,1.0,-0.6037675832331943,-0.728705732664169,0.0
2018-10-25,-0.16812362334801761,-0.9725357929515419,-0.0,1.0,-0.5981552863436124,-0.7027808370044053,0.0
2018-10-26,-0.15562902621084565,-0.9596100753263574,-0.0,1.0,-0.5994069327516275,-0.6937864276219368,0.0
2018-10-29,-0.13940154702130547,-0.9655652055909891,-0.0,1.0,-0.5910571312254037,-0.6965666983308454,0.0
2018-10-30,-0.14314810414474352,-0.9660205709630333,-0.0,1.0,-0.5913642689840116,-0.6940154112495331,0.0
2018-10-31,-0.1487238275059847,-0.9437607471593782,-0.0,1.0,-0.5899389729930206,-0.6892005799251492,0.0
2018-11-01,-0.15241309483631454,-0.9418832264596693,-0.0,1.0,-0.5908876139048262,-0.6898076274046574,0.0
2018-11-02,-0.15204936095196123,-0.9528765637183442,-0.0,1.0,-0.5914160762111401,-0.6937993694273994,0.0
2018-11-05,-0.15825500612995502,-0.9429573627571176,-0.0,1.0,-0.5948780820051763,-0.7094060754665577,0.0
2018-11-06,-0.1496030518610166,-0.9426745025260335,-0.0,1.0,-0.6134309378973778,-0.7310719318142763,0.0
2018-11-07,-0.14951890034364262,-0.9426116838487972,-0.0,1.0,-0.613298969072165,-0.7309965635738832,0.0
2018-11-08,-0.11690260958553642,-0.9480470748763431,-0.0,1.0,-0.604741599863551,-0.7415657513218489,0.0
2018-11-09,-0.11889139498325474,-0.9497300252887704,-0.0,1.0,-0.6053243113936163,-0.7434556763037387,0.0
2018-11-12,-0.11784351145038169,-0.9423732279171211,-0.0,1.0,-0.6062908942202836,-0.7413099781897492,0.0
2018-11-13,-0.09124395931195295,-0.9408941908012571,-0.0,1.0,-0.6073806224865669,-0.7398871278429252,0.0
2018-11-14,-0.08958969142082061,-0.9462529671074942,-0.0,1.0,-0.6110206849779586,-0.7441166497117667,0.0
2018-11-15,-0.08852014900101592,-0.9477141889603793,-0.0,1.0,-0.614121232644768,-0.7360311547578733,0.0
2018-11-16,-0.08371086618432619,-0.9369463790655217,-0.0,1.0,-0.6148826830752587,-0.7453512745959835,0.0
2018-11-19,-0.09098918973872377,-0.9374089260903452,-0.0,1.0,-0.6140499508624487,-0.7463146836558338,0.0
2018-11-20,-0.06057951482479784,-0.9319743935309973,-0.0,1.0,-0.615633423180593,-0.7610849056603773,0.0
2018-11-21,-0.06045593010410739,-0.9282629799484484,-0.0,1.0,-0.6115555853111505,-0.7472299400796706,0.0
2018-11-23,-0.05996955859969558,-0.9567055640115,-0.0,1.0,-0.6127853881278538,-0.7529173008625063,0.0
2018-11-26,-0.061062487278648485,-0.9544405997693195,-0.0,1.0,-0.6185969197367529,-0.7582603975846394,0.0
2018-11-27,-0.05701042089592638,-0.9547638381377724,-0.0,1.0,-0.6156787115983219,-0.7559547976722154,0.0
2018-11-28,-0.060196476964769645,-0.9449186991869919,-0.0,1.0,-0.622289972899729,-0.7601287262872628,0.0
2018-11-29,-0.02853980816956201,-0.9339325239788048,-0.0,1.0,-0.6225769669327252,-0.7686296867663828,0.0
2018-11-30,-0.03023357713438269,-0.9411169907984765,-0.0,1.0,-0.6332198591122047,-0.7659509926185581,0.0
2018-12-03,-0.03030098756277596,-0.9410832855842799,-0.0,1.0,-0.633186153898008,-0.7659509926185581,0.0
2018-12-04,-0.025798856374032963,-0.9423814328960645,-0.0,1.0,-0.6306424487050117,-0.7647830474268416,0.0
2018-12-06,-0.01658238655020687,-0.8964339659814804,-0.0,1.0,-0.6265515203257372,-0.744073028173639,0.0
2018-12-07,-0.013141899661596085,-0.8977231658836285,-0.0,1.0,-0.6276242730886751,-0.7470184315142754,0.0
2018-12-10,-0.0,-0.9064487718954889,-0.0,1.0,-0.6276543693120658,-0.7278272498939883,0.0
2018-12-11,-0.0,-0.908930497010097,-0.0,1.0,-0.6223899617684541,-0.7363003627095382,0.0
2018-12-12,-0.0,-0.9115748779608819,-0.0,1.0,-0.6290993676899387,-0.7355109261868099,0.0
2018-12-13,-0.0,-0.9139605064619825,-0.0,1.0,-0.6289772354523387,-0.7372236436397034,0.0
2018-12-14,-0.0,-0.8897497609706241,-0.0,1.0,-0.6612047080544657,-0.7460024397481124,0.0
2018-12-17,-0.0,-0.8858128078817735,-0.0,1.0,-0.6423973727422003,-0.7558292282430213,0.0
2018-12-18,-0.0,-0.8791970444960278,-0.0,1.0,-0.6359564520874882,-0.7542093046065322,0.0
2018-12-19,-0.0,-0.8834033613445378,-0.0,1.0,-0.6417082457983193,-0.7574514180672268,0.0
2018-12-20,-0.0,-0.8672699849170439,-0.0,1.0,-0.6576168929110106,-0.7540494458653028,0.0
2018-12-21,-0.0,-0.867027697125893,-0.0,1.0,-0.6571298078491501,-0.7381659217694841,0.0
2018-12-24,-0.0,-0.843287209566091,-0.0,1.0,-0.6443825140153603,-0.7528759843157589,0.0
2018-12-26,-0.0,-0.8446415180463631,-0.0,1.0,-0.6553421799093607,-0.7604251573147273,0.0
2018-12-27,-0.0,-0.8116965360015199,-0.0,1.0,-0.6006902666075613,-0.7540054461402065,0.0
2018-12-28,-0.0,-0.8292745123039653,-0.0,1.0,-0.6045837052148413,-0.7536975647073824,0.0
2018-12-31,-0.0,-0.8265446078275016,-0.0,1.0,-0.6070619756945551,-0.756084335427897,0.0
2019-01-02,-0.0,-0.8256740391357001,-0.0,1.0,-0.6049780100707502,-0.7562623494167888,0.0
2019-01-03,-0.0,-0.8279563023062672,-0.0,1.0,-0.5993100364147448,-0.7670095189420558,0.0
2019-01-04,-0.0,-0.8568710904752691,-0.0,1.0,-0.5709034629522151,-0.7965757399883923,0.0
2019-01-07,-0.0,-0.8344974284081529,-0.0,1.0,-0.5603212902406502,-0.7799542828116072,0.0
2019-01-08,-0.0,-0.8337988826815643,-0.0,1.0,-0.5606907059421026,-0.7797105129507365,0.0
2019-01-09,-0.0,-0.8310864393338622,-0.0,1.0,-0.560253766851705,-0.7807137192704204,0.0
2019-01-10,-0.0,-0.8328465299384089,-0.0,1.0,-0.5599720617182044,-0.7819861578512922,0.0
2019-01-11,-0.0,-0.8211793940552422,-0.0,1.0,-0.5676510879607506,-0.7969989486762878,0.0
2019-01-14,-0.0,-0.827451981366856,-0.0,1.0,-0.5788718014166295,-0.7842830706400358,0.0
2019-01-15,-0.0,-0.8232535885167463,-0.0,1.0,-0.5802232854864434,-0.7863157894736842,0.0
2019-01-16,-0.0,-0.8226927737738375,-0.0,1.0,-0.5795969130684354,-0.7866573123285924,0.0
2019-01-17,-0.0,-0.8219374581619968,-0.0,1.0,-0.5796436199037328,-0.7860763125179306,0.0
2019-01-18,-0.0,-0.817544196771714,-0.0,1.0,-0.5878811170894184,-0.7972393031001793,0.0
2019-01-22,-0.0,-0.8626197045934103,-0.0,1.0,-0.5331277390034085,-0.8504788183736407,0.0
2019-01-23,-0.0,-0.851848236366003,-0.0,1.0,-0.534263959390863,-0.8677925289600417,0.0
2019-01-24,-0.0,-0.830200865465349,-0.0,1.0,-0.5512820512820513,-0.8478654007621262,0.0
2019-01-25,-0.0,-0.7962342271293376,-0.0,1.0,-0.5732781282860148,-0.9165023659305994,0.0
2019-01-28,-0.0,-0.7790900417804388,-0.0,1.0,-0.5983814192190018,-0.9123268743626015,0.0
2019-01-29,-0.0,-0.7772794723825226,-0.0,1.0,-0.6068260511129431,-0.9135366859027204,0.0
2019-01-30,-0.0,-0.7744884488448844,-0.0,1.0,-0.6071617161716172,-0.9186798679867987,0.0
2019-01-31,-0.0,-0.7854382081860527,-0.0,1.0,-0.5692577053946022,-0.9487628423243369,0.0
