Date,IWF,IWM,MTUM,SPY,TEX,VLUE,VXX
2018-09-24,-0.5198163669292002,-0.8535568378048267,-0.14113633491976582,-0.8762161479172809,1.0,-0.8210419913237585,0.0
2018-09-25,-0.5189371573175875,-0.8567271193589203,-0.138506959088992,-0.8789118515394347,1.0,-0.8245887811050189,0.0
2018-09-26,-0.5184450447408407,-0.8567871011311836,-0.13599527266587877,-0.8805503967583995,1.0,-0.8290562215093703,0.0
2018-09-27,-0.523847712307952,-0.8459395576565929,-0.1394985649164275,-0.8818588553098092,1.0,-0.8297315549552592,0.0
2018-09-28,-0.5213408198589944,-0.8484822898636383,-0.14028792164478407,-0.8817072655887196,1.0,-0.8298644826276016,0.0
2018-10-01,-0.5259861181648892,-0.8484848484848485,-0.13966480446927376,-0.8861520230235315,1.0,-0.8320213306246825,0.0
2018-10-02,-0.5268903651673508,-0.8397579655566368,-0.14310498032412305,-0.8876994033766343,1.0,-0.8339609867558074,0.0
2018-10-03,-0.5271511406441782,-0.8411563042282134,-0.14360689042197486,-0.8872899648706987,1.0,-0.8332416303381723,0.0
2018-10-04,-0.5257543561410964,-0.8533786655333616,-0.14377390565235867,-0.885635359116022,1.0,-0.841308967275818,0.0
2018-10-05,-0.5125979250476392,-0.8451831463053143,-0.12898581410120685,-0.8953631166631378,1.0,-0.8525089985178912,0.0
2018-10-08,-0.5111853512073413,-0.8427707531610774,-0.12669683257918551,-0.89643506575887,1.0,-0.8517782382543239,0.0
2018-10-09,-0.5079876265943473,-0.8466036696470189,-0.11534387050298742,-0.9048688503750159,1.0,-0.8626636721894996,0.0
2018-10-10,-0.5078101723771016,-0.8556288572036603,-0.11070440519259417,-0.908874228559268,1.0,-0.8732496275803362,0.0
2018-10-11,-0.45418723298353314,-0.8525446928532913,-0.03421958604670455,-0.9051806379360405,1.0,-0.9016964619021942,0.0
2018-10-12,-0.470728400640894,-0.8471714391356149,-0.028265067170617476,-0.8853785793517112,1.0,-0.8767511605932378,0.0
2018-10-15,-0.4284589892294946,-0.9243993371996685,-0.0,-0.8935791217895609,1.0,-0.8960646230323115,0.0
2018-10-16,-0.4236887894606015,-0.932347336150468,-0.0,-0.8921617366807524,1.0,-0.8946474438644461,0.0
2018-10-17,-0.3986381798907282,-0.8874663622278398,-0.0,-0.8867732202560548,1.0,-0.9044279540079915,0.0
2018-10-18,-0.3983610567514677,-0.8872309197651663,-0.0,-0.8869455316373125,1.0,-0.9044357469015004,0.0
2018-10-19,-0.39853200475663264,-0.898880551113298,-0.0,-0.8927707385082215,1.0,-0.9103620781563948,0.0
2018-10-22,-0.4032431094239974,-0.9218105297903945,-0.0,-0.8914837431919459,1.0,-0.90959729328272,0.0
2018-10-23,-0.4035565457771176,-0.9217724965961134,-0.0,-0.8911581466353096,1.0,-0.9093947270701819,0.0
2018-10-24,-0.40300484251479657,-0.9302595091262779,-0.0,-0.8945407888746326,1.0,-0.9110963950167625,0.0
2018-10-25,-0.3679890560875513,-0.8815080067594753,-0.0,-0.8950671924036372,1.0,-0.8789329685362517,0.0
2018-10-26,-0.3520761935123934,-0.8672591057623336,-0.0,-0.8970670279748147,1.0,-0.8686140113174464,0.0
2018-10-29,-0.33373011149466336,-0.872396143316272,-0.0,-0.889259215172797,1.0,-0.872396143316272,0.0
2018-10-30,-0.3023608230977828,-0.8809618758972724,-0.0,-0.8981895039081195,1.0,-0.906364651459563,0.0
2018-10-31,-0.30333015418852327,-0.8720791607057703,-0.0,-0.8955650929899858,1.0,-0.9029566046733429,0.0
2018-11-01,-0.3187098319428366,-0.8657937806873977,-0.0,-0.9006426889146141,1.0,-0.906670392399505,0.0
2018-11-02,-0.31787192598003405,-0.9099504910315722,-0.0,-0.9060952844736628,1.0,-0.9241944647350052,0.0
2018-11-05,-0.3816331900710464,-0.9225067976493291,-0.0,-0.9994737303745285,1.0,-1.0819664941671783,0.0
2018-11-06,-0.38613644335320935,-0.925771659066994,-0.0,-0.9958786390740091,1.0,-1.0765959312521922,0.0
2018-11-07,-0.38592722490135906,-0.9257343270495396,-0.0,-0.9957913195966682,1.0,-1.0765892152564664,0.0
2018-11-08,-0.35541356978310945,-0.9246316338505672,-0.0,-0.9843091233102969,1.0,-1.0821489112009388,0.0
2018-11-09,-0.3566737702779107,-0.9254120819379811,-0.0,-0.9842125864393512,1.0,-1.0828078110729353,0.0
2018-11-12,-0.3554667130192943,-0.9229966973752826,-0.0,-0.9846601772988007,1.0,-1.0824352511733009,0.0
2018-11-13,-0.3182249848916515,-0.9194509194509194,-0.0,-0.9938703272036605,1.0,-1.0851247517914184,0.0
2018-11-14,-0.3185722301350943,-0.9189865768915361,-0.0,-0.9937847986533731,1.0,-1.0847684405887177,0.0
2018-11-15,-0.3189860275987369,-0.9278020504390709,-0.0,-1.0076999610676125,1.0,-1.0713327853960288,0.0
2018-11-16,-0.3169752686779749,-0.920799343950969,-0.0,-1.0053519789373733,1.0,-1.072985454702404,0.0
2018-11-19,-0.3162393162393163,-0.9211775878442545,-0.0,-1.0059138392471725,1.0,-1.0733402400069068,0.0
2018-11-20,-0.2652702064643516,-0.910846890157531,-0.0,-1.013692750139503,1.0,-1.1025883160922005,0.0
2018-11-21,-0.27244858858091714,-0.9028824456082089,-0.0,-1.012432409417976,1.0,-1.0699535913484057,0.0
2018-11-23,-0.27295549314951917,-0.8989873202280656,-0.0,-1.0132754659177943,1.0,-1.0697812952089183,0.0
2018-11-26,-0.27150709446503896,-0.9118837615577996,-0.0,-1.0108653969065575,1.0,-1.0666411010268866,0.0
2018-11-27,-0.2634816920531206,-0.9118757690186261,-0.0,-1.0056430056430057,1.0,-1.0618184903899188,0.0
2018-11-28,-0.2601234830743027,-0.9359165424739195,-0.0,-1.0015754737066214,1.0,-1.0604215456674473,0.0
2018-11-29,-0.2420546152872156,-0.9238171611868484,-0.0,-0.9950196260498881,1.0,-1.059722280842443,0.0
2018-11-30,-0.2415277484701414,-0.9239079974678203,-0.0,-0.9954420763874235,1.0,-1.0594218189491453,0.0
