Date,IWF,IWM,KO,MTUM,SPY,VLUE,VXX
2018-09-24,-0.2109193346449651,-0.31461277052405656,1.0,-0.0,-0.39610534788052226,-0.31407619388302627,0.0
2018-09-25,-0.20908561444379734,-0.31676448187805206,1.0,-0.0,-0.39767483535683884,-0.31651807714708124,0.0
2018-09-26,-0.2078137615501929,-0.31631829191710775,1.0,-0.0,-0.3985152955952274,-0.3200861218265004,0.0
2018-09-27,-0.21075640048423977,-0.31130341209702733,1.0,-0.0,-0.39929605882616687,-0.3205174191812761,0.0
2018-09-28,-0.2111801242236025,-0.31120927416642374,1.0,-0.0,-0.3993093705854654,-0.3206045249680472,0.0
2018-10-01,-0.2109737768904641,-0.3121200565288589,1.0,-0.0,-0.39922384979474634,-0.32089100248996166,0.0
2018-10-02,-0.21180376410417462,-0.3093160456717289,1.0,-0.0,-0.4001435653558851,-0.32196774265909955,0.0
2018-10-03,-0.2112360054744116,-0.30223688048282515,1.0,-0.0,-0.4030647730587153,-0.32707365775952973,0.0
2018-10-04,-0.21774846957148003,-0.29679060136838314,1.0,-0.0,-0.41222542311847316,-0.3238656823910695,0.0
2018-10-05,-0.20796361028950436,-0.28952675450389886,1.0,-0.0,-0.4155911087209823,-0.32766424666128885,0.0
2018-10-08,-0.2060178970917226,-0.28697986577181206,1.0,-0.0,-0.41722595078299773,-0.3269127516778524,0.0
2018-10-09,-0.20008528593230987,-0.28851333153784003,1.0,-0.0,-0.4218511536044528,-0.33389442499326694,0.0
2018-10-10,-0.20031411263181512,-0.28806371999102537,1.0,-0.0,-0.42205519407673325,-0.3332286291227283,0.0
2018-10-11,-0.17001118494637807,-0.2762023817356405,1.0,-0.0,-0.4125490712108253,-0.3343641029015067,0.0
2018-10-12,-0.16735121908590406,-0.2730927204404439,1.0,-0.0,-0.4123044656121646,-0.3319933583850389,0.0
2018-10-15,-0.1535376433148786,-0.28447186015083475,1.0,-0.0,-0.4097388726622782,-0.3319455948384847,0.0
2018-10-16,-0.14934229183482034,-0.29216203834994875,1.0,-0.0,-0.4088916035863092,-0.3310573504068411,0.0
2018-10-17,-0.14173109316287305,-0.2774802401416663,1.0,-0.0,-0.4068803178853712,-0.3334341122100808,0.0
2018-10-18,-0.14091783575798186,-0.2759776053263008,1.0,-0.0,-0.4102591816000518,-0.33449341778171676,0.0
2018-10-19,-0.13295256908509223,-0.2681596633242437,1.0,-0.0,-0.412170141498293,-0.3339059111502373,0.0
2018-10-22,-0.13297127217085838,-0.2582487446391242,1.0,-0.0,-0.42143488286890374,-0.3424926186935627,0.0
2018-10-23,-0.1314784859268845,-0.25868650922031705,1.0,-0.0,-0.42307775261511915,-0.3435349940688019,0.0
2018-10-24,-0.13055387800879995,-0.25439996549046673,1.0,-0.0,-0.4251358812872056,-0.3467776723319817,0.0
2018-10-25,-0.10719554862369852,-0.22661552080259664,1.0,-0.0,-0.4424187497365426,-0.3314294144922649,0.0
2018-10-26,-0.09462032600280389,-0.22056454144085708,1.0,-0.0,-0.4497918018036869,-0.3274675148040426,0.0
2018-10-29,-0.09022603468787176,-0.21998205080040906,1.0,-0.0,-0.44929351115563626,-0.3276146348590153,0.0
2018-10-30,-0.07547327685388558,-0.22248718753268487,1.0,-0.0,-0.45200292856395774,-0.3418680054387616,0.0
2018-10-31,-0.07452489068281198,-0.22904053144971412,1.0,-0.0,-0.4541918937100572,-0.344496300033636,0.0
2018-11-01,-0.06994182016760833,-0.2323412656738989,1.0,-0.0,-0.4537186784566592,-0.34435319569007167,0.0
2018-11-02,-0.07407639716489996,-0.21445148340964687,1.0,-0.0,-0.46036923205586566,-0.3418846306634051,0.0
2018-11-05,-0.07061875078442037,-0.224992678743254,1.0,-0.0,-0.4618667112914697,-0.33430950089946865,0.0
2018-11-06,-0.0672847015394941,-0.22356222995931038,1.0,-0.0,-0.4662737530936701,-0.3402827299802844,0.0
2018-11-07,-0.06743883503294305,-0.2236980150237106,1.0,-0.0,-0.4666582735322506,-0.3404674975869738,0.0
2018-11-08,-0.05460153384461487,-0.22342864288096032,1.0,-0.0,-0.4627792597532511,-0.3432185728576192,0.0
2018-11-09,-0.05460039595706992,-0.22344482650828382,1.0,-0.0,-0.4627904553506304,-0.34312806085234965,0.0
2018-11-12,-0.05452920762245173,-0.21144614617318838,1.0,-0.0,-0.4699611396271898,-0.34217909021009535,0.0
2018-11-13,-0.037923781242266766,-0.2073537903159284,1.0,-0.0,-0.47556297946052956,-0.3413552750969232,0.0
2018-11-14,-0.03814668948594758,-0.2071262139926181,1.0,-0.0,-0.4755139493164526,-0.34119636266160797,0.0
2018-11-15,-0.03760219105866848,-0.20693560676262845,1.0,-0.0,-0.476864150244023,-0.3378843104548918,0.0
2018-11-16,-0.03567758641949936,-0.20214558757038925,1.0,-0.0,-0.47618068971186645,-0.3411566443339225,0.0
2018-11-19,-0.03394433129667346,-0.20335740295007096,1.0,-0.0,-0.4778538953691703,-0.3420765701824765,0.0
2018-11-20,-0.004914206150948032,-0.19779679757565832,1.0,-0.0,-0.48501167123960853,-0.35986322126213194,0.0
2018-11-21,-0.0022118456623248955,-0.19736626525763906,1.0,-0.0,-0.4871180470222004,-0.36130908495125746,0.0
2018-11-23,-0.00395800008203109,-0.18491858414339035,1.0,-0.0,-0.4965341864566671,-0.36534596612115994,0.0
2018-11-26,-0.003200393894633186,-0.18980797636632202,1.0,-0.0,-0.4949737403577877,-0.36353192187756445,0.0
2018-11-27,-0.0,-0.1918776953420402,1.0,-0.0,-0.4918143356428966,-0.36016923171255133,0.0
2018-11-28,-0.0,-0.18625826120761976,1.0,-0.0,-0.4965727497800421,-0.3633089845108751,0.0
2018-11-29,-0.0,-0.178253807106599,1.0,-0.0,-0.4898477157360406,-0.3623553299492386,0.0
2018-11-30,-0.0,-0.17820213306246827,1.0,-0.0,-0.4897308278313865,-0.36355510411376335,0.0
2018-12-03,-0.0,-0.18501695611961774,1.0,-0.0,-0.4987771041002981,-0.37147261329770837,0.0
2018-12-04,-0.0,-0.19139435344472794,1.0,-0.0,-0.4952876779981891,-0.3711005020989382,0.0
2018-12-06,-0.0,-0.15470680565058156,1.0,-0.0,-0.500060369461102,-0.3575481949531131,0.0
2018-12-07,-0.0,-0.1544142802519571,1.0,-0.0,-0.499989937815701,-0.3580125173572679,0.0
2018-12-10,-0.0,-0.1510966531622328,1.0,-0.0,-0.4968168120222723,-0.34783563174805915,0.0
2018-12-11,-0.0,-0.15107482884573162,1.0,-0.0,-0.4990519151314345,-0.3458613600526936,0.0
2018-12-12,-0.0,-0.1514927608587119,1.0,-0.0,-0.5003894158761857,-0.3451223165252122,0.0
2018-12-13,-0.0,-0.14850753718678247,1.0,-0.0,-0.5044624138963761,-0.3436358191075172,0.0
2018-12-14,-0.0,-0.14206439507355728,1.0,-0.0,-0.5097311216240493,-0.3443519572030261,0.0
2018-12-17,-0.0,-0.1389071233912196,1.0,-0.0,-0.5013825068130732,-0.34892880587217284,0.0
2018-12-18,-0.0,-0.13858095332868944,1.0,-0.0,-0.5028759080505524,-0.3487710219922381,0.0
2018-12-19,-0.0,-0.13866332298383885,1.0,-0.0,-0.5028262081044502,-0.34879786641190985,0.0
2018-12-20,-0.0,-0.13529341697768604,1.0,-0.0,-0.5029778448344319,-0.34695862780910036,0.0
2018-12-21,-0.0,-0.13339793920455667,1.0,-0.0,-0.5036686905444693,-0.3406641219864327,0.0
2018-12-24,-0.0,-0.11897365316555249,1.0,-0.0,-0.4981911128588281,-0.3490169091624066,0.0
2018-12-26,-0.0,-0.11777636946963994,1.0,-0.0,-0.5081197766071216,-0.3545371727333941,0.0
2018-12-27,-0.0,-0.10445938874784397,1.0,-0.0,-0.4791565728017985,-0.35442547336188684,0.0
