Date,IWF,IWM,MTUM,PBH,SPY,VLUE,VXX
2018-09-24,-0.8918269230769231,-1.6420867983367982,-0.02917099792099792,1.0,-1.454716735966736,-1.4790150727650726,0.0
2018-09-25,-0.8920568942001689,-1.6409040722218613,-0.030330583879976617,1.0,-1.4537247515749823,-1.4778203546145352,0.0
2018-09-26,-0.8940664197049457,-1.6437252225904984,-0.03353480210567362,1.0,-1.4538246571781375,-1.4739065444856045,0.0
2018-09-27,-0.8950477055883688,-1.6360745115856428,-0.03537353151165055,1.0,-1.4520672421626533,-1.4719932498215096,0.0
2018-09-28,-0.8961241316626632,-1.6356553918067909,-0.03603194182951373,1.0,-1.4522495617736804,-1.472180744010907,0.0
2018-10-01,-0.8975324675324676,-1.6343506493506494,-0.036493506493506495,1.0,-1.4529870129870128,-1.4721428571428572,0.0
2018-10-02,-0.8978054798078171,-1.6314764316322556,-0.03863134657836645,1.0,-1.452733411245293,-1.471951694585119,0.0
2018-10-03,-0.8982522253264896,-1.6165291404067312,-0.036644792411149374,1.0,-1.4609836917679164,-1.4848287960496396,0.0
2018-10-04,-0.8985516659089433,-1.6145352990842372,-0.037539780476716245,1.0,-1.4607391050204586,-1.4834058582840812,0.0
2018-10-05,-0.8763645759317874,-1.6013823396421418,-0.00930172469478716,1.0,-1.4728376719850138,-1.4996447257929075,0.0
2018-10-08,-0.8717965228589827,-1.5936896329684482,-0.0028976175144880875,1.0,-1.474243399871217,-1.4965228589826145,0.0
2018-10-09,-0.8666967625435316,-1.5964142912420998,-0.0,1.0,-1.4804591770927382,-1.5054172578356764,0.0
2018-10-10,-0.8725547162502421,-1.5965523920201434,-0.0,1.0,-1.4854412809090323,-1.5017108916004906,0.0
2018-10-11,-0.7199642697632871,-1.6190901550437056,-0.0,1.0,-1.4731704204683214,-1.5682383717220698,0.0
2018-10-12,-0.7117838378784088,-1.5892544408306228,-0.0,1.0,-1.4302601951463598,-1.5233299974981236,0.0
2018-10-15,-0.6589045383411581,-1.6465101721439748,-0.0,1.0,-1.424225352112676,-1.5301408450704224,0.0
2018-10-16,-0.6493948562783661,-1.6873424104891577,-0.0,1.0,-1.4306606152294503,-1.5362455874936964,0.0
2018-10-17,-0.5990504963314631,-1.604661199827363,-0.0,1.0,-1.415130402614218,-1.5467661384795608,0.0
2018-10-18,-0.5987053020961776,-1.6043773119605425,-0.0,1.0,-1.415351418002466,-1.546794081381011,0.0
2018-10-19,-0.5634978671541743,-1.5766605728214504,-0.0,1.0,-1.41157830591103,-1.5421084704448509,0.0
2018-10-22,-0.5638090599123234,-1.5686799805163174,-0.0,1.0,-1.4130540672187044,-1.5431685338528982,0.0
2018-10-23,-0.5673240808375943,-1.5685415144874604,-0.0,1.0,-1.4099707815924032,-1.5413318724129534,0.0
2018-10-24,-0.5625379846845753,-1.5622341072079737,-0.0,1.0,-1.4096268384587336,-1.543150601677404,0.0
2018-10-25,-0.4825122007901464,-1.4563676504764118,-0.0,1.0,-1.3990820357889844,-1.4719381826632583,0.0
2018-10-26,-0.4471363115693012,-1.4273195876288658,-0.0,1.0,-1.402119129438717,-1.4508591065292096,0.0
2018-10-29,-0.4082654978083908,-1.4397449763761598,-0.0,1.0,-1.3851539818978766,-1.4593271474924574,0.0
2018-10-30,-0.3992605233219568,-1.4389078498293515,-0.0,1.0,-1.3845278725824801,-1.4655858930602956,0.0
2018-10-31,-0.40472565273783345,-1.3994248012180681,-0.0,1.0,-1.3798567642248916,-1.455252918287938,0.0
2018-11-01,-0.3798323110685949,-1.4163524843846715,-0.0,1.0,-1.3767936525800462,-1.454166901131056,0.0
2018-11-02,-0.3807052784287468,-1.3826581854703717,-0.0,1.0,-1.374511773239594,-1.4418033701595805,0.0
2018-11-05,-0.37491631332291897,-1.3996875697388975,-0.0,1.0,-1.375530015621513,-1.4290336978353044,0.0
2018-11-06,-0.37193551998208885,-1.3999776111048918,-0.0,1.0,-1.3849210791447442,-1.4403895667748796,0.0
2018-11-07,-0.3732884399551066,-1.403872053872054,-0.0,1.0,-1.3901234567901235,-1.4443322109988777,0.0
2018-11-08,-0.32405764966740574,-1.3999445676274944,-0.0,1.0,-1.3703991130820399,-1.448780487804878,0.0
2018-11-09,-0.32431833296386614,-1.3994125471070717,-0.0,1.0,-1.3700953225448904,-1.4481822212369764,0.0
2018-11-12,-0.3208503139112237,-1.375592025553475,-0.0,1.0,-1.3707456768366562,-1.440081506773874,0.0
2018-11-13,-0.2731579807221043,-1.3649185862876436,-0.0,1.0,-1.3721069542013835,-1.4355497467734033,0.0
2018-11-14,-0.2732520148115879,-1.3647898061424528,-0.0,1.0,-1.371977782618166,-1.4354171204530604,0.0
2018-11-15,-0.27134776460350263,-1.3669639943435223,-0.0,1.0,-1.3775155009246165,-1.4230936582182094,0.0
2018-11-16,-0.26448623603161625,-1.355028618152085,-0.0,1.0,-1.3859362224039247,-1.44562551103843,0.0
2018-11-19,-0.2646609984739481,-1.354643557880968,-0.0,1.0,-1.3854916067146281,-1.4454436450839327,0.0
2018-11-20,-0.18912183758600137,-1.341784495368113,-0.0,1.0,-1.397800530906333,-1.4886505227802154,0.0
2018-11-21,-0.1935795058684817,-1.3285813816388874,-0.0,1.0,-1.3921432016721151,-1.4449863336727586,0.0
2018-11-23,-0.19496014124444921,-1.3113263067786636,-0.0,1.0,-1.3979455352843617,-1.4459365470012306,0.0
2018-11-26,-0.19358809676728753,-1.3208627702847355,-0.0,1.0,-1.3950974095482767,-1.4426782273603083,0.0
2018-11-27,-0.17424645862179144,-1.327617424645862,-0.0,1.0,-1.3880604963254872,-1.4354031313238897,0.0
2018-11-28,-0.17477899669826394,-1.3283629779529236,-0.0,1.0,-1.387368196826073,-1.4348705932474173,0.0
2018-11-29,-0.12536718422156945,-1.3039236256819136,-0.0,1.0,-1.3776751993285774,-1.4385228703315147,0.0
2018-11-30,-0.12556406758316718,-1.3053835659565536,-0.0,1.0,-1.3806275579809004,-1.435565117011229,0.0
2018-12-03,-0.12163012692751494,-1.3070387076471206,-0.0,1.0,-1.380992342389594,-1.4353299066400924,0.0
2018-12-04,-0.10309495034417528,-1.3265724344490568,-0.0,1.0,-1.3834270400924806,-1.441542746045925,0.0
2018-12-06,-0.07471235237467687,-1.2195245577576157,-0.0,1.0,-1.3774646459526585,-1.3969283795428051,0.0
2018-12-07,-0.06938029741663705,-1.222453433487286,-0.0,1.0,-1.380652692483378,-1.4028828097244073,0.0
2018-12-10,-0.016296966953372568,-1.2374126049997487,-0.0,1.0,-1.3920828932146272,-1.384135606860822,0.0
2018-12-11,-0.0,-1.2589321965083233,-0.0,1.0,-1.397787251319529,-1.418392204628502,0.0
2018-12-12,-0.0,-1.2590468456580217,-0.0,1.0,-1.39755367202964,-1.4188194691163782,0.0
2018-12-13,-0.0,-1.2526401299756296,-0.0,1.0,-1.4079000812347684,-1.4165820471161656,0.0
2018-12-14,-0.0010146103896103897,-1.2393465909090908,-0.0,1.0,-1.4158380681818183,-1.4168526785714286,0.0
2018-12-17,-0.0,-1.2311925679087146,-0.0,1.0,-1.3990204988387356,-1.418761991315763,0.0
2018-12-18,-0.0,-1.2066086782643473,-0.0,1.0,-1.3810737852429515,-1.4113177364527096,0.0
2018-12-19,-0.0,-1.2084084084084084,-0.0,1.0,-1.382982982982983,-1.4136136136136137,0.0
2018-12-20,-0.0,-1.186428890765486,-0.0,1.0,-1.3803586508370176,-1.40062590035269,0.0
2018-12-21,-0.0,-1.1842962962962962,-0.0,1.0,-1.3811358024691356,-1.3728395061728396,0.0
2018-12-24,-0.0,-1.1441432625501515,-0.0,1.0,-1.3605049417751247,-1.3881984538604561,0.0
2018-12-26,-0.0,-1.1504133829715224,-0.0,1.0,-1.3210366001063674,-1.3634869216264562,0.0
2018-12-27,-0.0,-1.069987592481963,-0.0,1.0,-1.194935894490143,-1.3304535637149029,0.0
2018-12-28,-0.0,-1.0837520165936851,-0.0,1.0,-1.1965890758239226,-1.3290159022816315,0.0
2018-12-31,-0.0,-1.0862689044632976,-0.0,1.0,-1.1961914422722244,-1.328384360014755,0.0
2019-01-02,-0.0,-1.0839856340362832,-0.0,1.0,-1.192098719955797,-1.3283451514872457,0.0
2019-01-03,-0.0,-1.083793738489871,-0.0,1.0,-1.2060313075506446,-1.3142265193370164,0.0
2019-01-04,-0.0,-1.083493282149712,-0.0,1.0,-1.1729732199981722,-1.3134996801023673,0.0
2019-01-07,-0.0,-1.0337168852020338,-0.0,1.0,-1.1488716439211488,-1.2773169208812774,0.0
2019-01-08,-0.0,-1.013482846081965,-0.0,1.0,-1.1621946335602724,-1.2741067058247673,0.0
2019-01-09,-0.0,-1.000310834813499,-0.0,1.0,-1.1605239786856127,-1.2796625222024867,0.0
2019-01-10,-0.0,-0.9979063655396677,-0.0,1.0,-1.174573477660475,-1.2821061071762663,0.0
2019-01-11,-0.0,-0.9743441272103693,-0.0,1.0,-1.1794574851899693,-1.300342969132778,0.0
2019-01-14,-0.0,-0.976428125835487,-0.0,1.0,-1.182069334283932,-1.2974333838338827,0.0
2019-01-15,-0.0,-1.0225955174145251,-0.0,1.0,-1.2152280093120922,-1.326927466106724,0.0
2019-01-16,-0.0,-1.015138388582372,-0.0,1.0,-1.2024987460672107,-1.3421184624504126,0.0
2019-01-17,-0.0,-0.9917420715101467,-0.0,1.0,-1.1310287270491084,-1.2697443556180268,0.0
2019-01-18,-0.0,-0.9943320196608068,-0.0,1.0,-1.1435593145286276,-1.2902183058052519,0.0
2019-01-22,-0.0,-0.9706029579067122,-0.0,1.0,-1.2252559726962458,-1.3548122866894197,0.0
2019-01-23,-0.0,-0.952283385694122,-0.0,1.0,-1.2355780175750126,-1.3652051176979465,0.0
2019-01-24,-0.0,-0.9569990434109233,-0.0,1.0,-1.2311301416662872,-1.367056894274131,0.0
2019-01-25,-0.0,-0.8958069805575075,-0.0,1.0,-1.3233544155539938,-1.4657296790817522,0.0
2019-01-28,-0.0,-0.8364570317923087,-0.0,1.0,-1.353278726456569,-1.4379193854412513,0.0
2019-01-29,-0.0,-0.8197353146041327,-0.0,1.0,-1.3586719294172278,-1.4651961922451822,0.0
2019-01-30,-0.0,-0.8119187526026003,-0.0,1.0,-1.3468282977837414,-1.4680516355896915,0.0
2019-01-31,-0.0,-0.8197085357390701,-0.0,1.0,-1.3103400416377515,-1.4963682627804764,0.0
2019-02-01,-0.0,-0.8186156412157154,-0.0,1.0,-1.3191252779836915,-1.4953206078576722,0.0
2019-02-04,-0.0,-0.8179038087294968,-0.0,1.0,-1.3245760355852099,-1.4910110277082755,0.0
2019-02-05,-0.0,-0.8215263279981443,-0.0,1.0,-1.3232196706100672,-1.4945488285780562,0.0
2019-02-06,-0.0,-0.8225005799118534,-0.0,1.0,-1.3201577360241243,-1.49663651125029,0.0
2019-02-07,-0.0,-0.8251100301135048,-0.0,1.0,-1.3147556173268473,-1.492934908501274,0.0
2019-02-08,-0.0,-0.8158483182707539,-0.0,1.0,-1.3274014720954068,-1.515233392341377,0.0
2019-02-11,-0.0,-0.819507407580502,-0.0,1.0,-1.3427583306070945,-1.5112866289666775,0.0
2019-02-12,-0.0,-0.839228748358041,-0.0,1.0,-1.3421842747232129,-1.5098517545505725,0.0
2019-02-13,-0.0,-0.846539524858254,-0.0,1.0,-1.3374724708307952,-1.5018508973337708,0.0
2019-02-14,-0.0,-0.8181989184105337,-0.0,1.0,-1.3742299553256523,-1.5101340230425582,0.0
2019-02-15,-0.0,-0.7918342531100925,-0.0,1.0,-1.3747076980637918,-1.5102890281545225,0.0
2019-02-19,-0.0,-0.770954162768943,-0.0,1.0,-1.395509822263798,-1.5108044901777364,0.0
2019-02-20,-0.0,-0.7731418681884091,-0.0,1.0,-1.3952944478226297,-1.5090509378361945,0.0
2019-02-21,-0.0,-0.7801899592944369,-0.0,1.0,-1.393580685912132,-1.505076498385814,0.0
2019-02-22,-0.0,-0.7781467795500258,-0.0,1.0,-1.3982412647925533,-1.5010524346321155,0.0
2019-02-25,-0.0,-0.7802239157023239,-0.0,1.0,-1.4142440492990875,-1.5096434283563835,0.0
2019-02-26,-0.0,-0.7865486058779201,-0.0,1.0,-1.417059155990957,-1.5062641296156742,0.0
2019-02-27,-0.0,-0.7897812971342383,-0.0,1.0,-1.4205788084464555,-1.5030637254901962,0.0
2019-02-28,-0.0,-0.7944643530743116,-0.0,1.0,-1.4225763862693326,-1.4981610712938516,0.0
2019-03-01,-0.0,-0.7964054908250389,-0.0,1.0,-1.4305863484126609,-1.4902589744799282,0.0
2019-03-04,-0.0,-0.7853676920902625,-0.0,1.0,-1.4307721298346445,-1.4948414754793424,0.0
2019-03-05,-0.0,-0.78802733914683,-0.0,1.0,-1.4321942022154135,-1.4934716002828188,0.0
2019-03-06,-0.0,-0.7728675645342312,-0.0,1.0,-1.4192386831275718,-1.484287317620651,0.0
2019-03-07,-0.0,-0.7617935544138252,-0.0,1.0,-1.4253619803829984,-1.4835590845399347,0.0
2019-03-08,-0.0,-0.7515102888427412,-0.0,1.0,-1.4696526335661695,-1.4984897111572588,0.0
2019-03-11,-0.0,-0.7551750453114566,-0.0,1.0,-1.472622340932939,-1.541829628923018,0.0
2019-03-12,-0.0,-0.7009300523154427,-0.0,1.0,-1.5199573726022089,-1.6230866111218754,0.0
2019-03-13,-0.0,-0.7250425894378195,-0.0,1.0,-1.5267461669505964,-1.6155755658311024,0.0
2019-03-14,-0.0,-0.7163707127219654,-0.0,1.0,-1.5360252979810265,-1.6126003405497444,0.0
2019-03-15,-0.0,-0.6932938377118438,-0.0,1.0,-1.5337736123925607,-1.6289515854902152,0.0
2019-03-18,-0.0,-0.7222686391114169,-0.0,1.0,-1.5481397749053913,-1.6443210301272912,0.0
2019-03-19,-0.0,-0.7272817019596229,-0.0,1.0,-1.551458610987709,-1.6573374796386793,0.0
2019-03-20,-0.0,-0.7304834555181295,-0.0,1.0,-1.5539924707747177,-1.668961759461066,0.0
2019-03-21,-0.0,-0.7321216323296355,-0.0,1.0,-1.5783478605388273,-1.6419869255150557,0.0
2019-03-22,-0.0,-0.7345552614493333,-0.0,1.0,-1.617340058932228,-1.6423113419567499,0.0
2019-03-25,-0.0,-0.6061024982719463,-0.0,1.0,-1.6752740199466771,-1.65596919127086,0.0
2019-03-26,-0.0,-0.6225526641883519,-0.0,1.0,-1.6630978934324658,-1.6710285006195784,0.0
2019-03-27,-0.0,-0.6097246979599921,-0.0,1.0,-1.6712715389185977,-1.670479302832244,0.0
2019-03-28,-0.0,-0.600593325092707,-0.0,1.0,-1.6542892459826946,-1.6894932014833126,0.0
2019-03-29,-0.0,-0.5991494412026506,-0.0,1.0,-1.6543863119374937,-1.6915735337750963,0.0
2019-04-01,-0.0,-0.6097838452787259,-0.0,1.0,-1.654300835930158,-1.6822970767176142,0.0
2019-04-02,-0.0,-0.6429703755077776,-0.0,1.0,-1.6917665708907164,-1.6191915188744672,0.0
2019-04-03,-0.0,-0.6478377306090061,-0.0,1.0,-1.6795278714540764,-1.6319678635191428,0.0
2019-04-04,-0.0,-0.6458923512747875,-0.0,1.0,-1.6919139207792855,-1.6321753391978528,0.0
2019-04-05,-0.0,-0.642419716206124,-0.0,1.0,-1.6978839930296241,-1.638536221060493,0.0
2019-04-08,-0.0,-0.6349206349206349,-0.0,1.0,-1.702045081355426,-1.6389013285565008,0.0
2019-04-09,-0.0,-0.6117851815017404,-0.0,1.0,-1.7415713575335654,-1.6192441571357532,0.0
2019-04-10,-0.0,-0.6121975308641975,-0.0,1.0,-1.7378765432098764,-1.5881975308641976,0.0
2019-04-11,-0.0,-0.5940354515380438,-0.0,1.0,-1.7663556016392634,-1.5771490643361477,0.0
2019-04-12,-0.0,-0.5856896975657733,-0.0,1.0,-1.7609540201622818,-1.5710351610523725,0.0
2019-04-15,-0.0,-0.5827041866849691,-0.0,1.0,-1.7511030493185606,-1.568634179821551,0.0
