Date,IWF,IWM,MCBS,MTUM,SPY,VLUE,VXX
2020-05-04,-0.35074626865671643,-0.7679589855600049,1.0,-0.3453161024147555,-0.5696214051692756,-0.0,0.0
2020-05-05,-0.35067063178976754,-0.7688899678339504,1.0,-0.3389573344662256,-0.5760453966134612,-0.0,0.0
2020-05-06,-0.3508552992025324,-0.7741523102209777,1.0,-0.33122298654653926,-0.5875083703658611,-0.0,0.0
2020-05-07,-0.35584186159844056,-0.7721430311890839,1.0,-0.33430799220272905,-0.5835160818713451,-0.0,0.0
2020-05-08,-0.3536005848665773,-0.7693127817716583,1.0,-0.34074570488607286,-0.5824905568417205,-0.0,0.0
2020-05-11,-0.36150263326128645,-0.7468111662455479,1.0,-0.349082163840604,-0.5868367378002375,-0.0,0.0
2020-05-12,-0.3603227771010962,-0.75115712545676,1.0,-0.34211327649208284,-0.591504263093788,-0.0,0.0
2020-05-13,-0.35736219634550487,-0.748624243714086,1.0,-0.3410659450913624,-0.5933234015384148,-0.0,0.0
2020-05-14,-0.3571016429287254,-0.7358559324607488,1.0,-0.34935770901029484,-0.5945519147256217,-0.0,0.0
2020-05-15,-0.35771912198983163,-0.7442993271836089,1.0,-0.35418759704082564,-0.5882120132736628,-0.0,0.0
2020-05-18,-0.35745406904116267,-0.7471435970872307,1.0,-0.35647908351360413,-0.5857530239785503,-0.0,0.0
2020-05-19,-0.35835140997830806,-0.809947319491788,1.0,-0.31955376510691047,-0.6110009296560274,-0.0,0.0
2020-05-20,-0.3586946328654934,-0.8270763652277202,1.0,-0.3154012065893532,-0.6246756900378231,-0.0,0.0
2020-05-21,-0.3608602959618761,-0.8370955605718585,1.0,-0.3095372460496614,-0.6276962628542764,-0.0,0.0
2020-05-22,-0.3610273800552625,-0.8467721677970359,1.0,-0.30563928661140416,-0.6264757598593319,-0.0,0.0
2020-05-26,-0.3611957170220115,-0.8466731560272553,1.0,-0.30586868464847555,-0.6262756303576476,-0.0,0.0
2020-05-27,-0.3631739253304864,-0.8422771375639778,1.0,-0.3103275033755142,-0.6242346217854116,-0.0,0.0
2020-05-28,-0.35665978726782027,-0.8726147007461502,1.0,-0.30595332592474994,-0.6398475948563264,-0.0,0.0
2020-05-29,-0.3656464749300077,-0.8543522524815474,1.0,-0.3138203105115806,-0.6476838890302876,-0.0,0.0
2020-06-01,-0.36554488198994844,-0.8569883580380431,1.0,-0.3102296583752147,-0.6481328328774095,-0.0,0.0
2020-06-02,-0.3702259580044105,-0.8501390264949343,1.0,-0.3146153600306817,-0.6610310332704785,-0.0,0.0
2020-06-03,-0.37009459286718654,-0.8494822957944523,1.0,-0.3165665345775278,-0.6595615492777707,-0.0,0.0
2020-06-04,-0.3701916932907348,-0.8461980830670927,1.0,-0.3206070287539936,-0.6578913738019169,-0.0,0.0
2020-06-05,-0.36278369986235154,-0.8520119081916835,1.0,-0.3152149556643939,-0.6711482441819521,-0.0,0.0
2020-06-08,-0.36278876037294544,-0.8559161833968792,1.0,-0.3114927429431931,-0.6738009035276024,-0.0,0.0
2020-06-09,-0.3641404805914973,-0.8671401238771607,1.0,-0.31530304504329215,-0.6880370982910141,-0.008236858319551189,0.0
2020-06-10,-0.3702141466580143,-0.8636275146009086,1.0,-0.3222582738481506,-0.6885139519792344,-0.0,0.0
2020-06-11,-0.37396526537899694,-0.8555429313423146,1.0,-0.33027105989287453,-0.686479467618893,-0.0,0.0
2020-06-12,-0.37653721682847896,-0.8384142394822007,1.0,-0.3389967637540453,-0.6733656957928803,-0.008932038834951457,0.0
2020-06-15,-0.37964169381107493,-0.852671009771987,1.0,-0.33123778501628665,-0.6804885993485342,-0.013322475570032574,0.0
2020-06-16,-0.38327961586528975,-0.8743997895152272,1.0,-0.34910872854041963,-0.682069328422022,-0.0,0.0
2020-06-17,-0.385878164556962,-0.8763515295358648,1.0,-0.35017800632911394,-0.6840387658227848,-0.0,0.0
2020-06-18,-0.3857463080168776,-0.876714135021097,1.0,-0.34994725738396626,-0.6840058016877636,-0.0,0.0
2020-06-19,-0.391590578271801,-0.8758105068148736,1.0,-0.35252084160381103,-0.6882691544263597,-0.0,0.0
2020-06-22,-0.3934930826769047,-0.8764149069967564,1.0,-0.3475872112265837,-0.6922287681207387,-0.0,0.0
2020-06-23,-0.3926044586837538,-0.8649379255106128,1.0,-0.355126151381658,-0.7095848351354959,-0.01515151515151515,0.0
2020-06-24,-0.3892956239761976,-0.8626684050412864,1.0,-0.3612141878113195,-0.7095577173804032,-0.020258750376090665,0.0
2020-06-25,-0.3866951500383857,-0.8641810474314897,1.0,-0.36172769451583825,-0.710704629660536,-0.01458660168897493,0.0
2020-06-26,-0.38651227976508273,-0.86325413774693,1.0,-0.361218633208756,-0.7105912973838762,-0.015282968499733048,0.0
2020-06-29,-0.3804355064260505,-0.8605913298261969,1.0,-0.36375441166677763,-0.7073316907504827,-0.017446893520676566,0.0
2020-06-30,-0.38107919177124594,-0.8588595586032423,1.0,-0.3645018474751173,-0.7076661895409607,-0.01667720781598482,0.0
2020-07-01,-0.380077852081046,-0.8594670126759157,1.0,-0.3625444987856406,-0.7089197192001863,-0.01596965765046412,0.0
2020-07-02,-0.3674875207986689,-0.8683860232945092,1.0,-0.35567387687188023,-0.7032279534109818,-0.032978369384359406,0.0
2020-07-06,-0.36972440420716285,-0.8689921448542138,1.0,-0.35424710424710426,-0.7035015310877379,-0.031986419917454406,0.0
2020-07-07,-0.36357591675255163,-0.8758602347152499,1.0,-0.34981216130855414,-0.7036470627347984,-0.03168323415007148,0.0
2020-07-08,-0.36312551953449707,-0.8773399833748959,1.0,-0.34869492934330837,-0.7047049044056525,-0.03112219451371571,0.0
2020-07-09,-0.35809979721418833,-0.8761011934443668,1.0,-0.34742860942122933,-0.7062265217246766,-0.03650144609554203,0.0
