Date,IWF,IWM,MCBS,MTUM,SPY,VLUE,VXX
2020-07-10,-0.34916935779205643,-0.8842094749808569,1.0,-0.3386822918400639,-0.7092585810833305,-0.04790758065053101,0.0
2020-07-13,-0.34448294243070365,-0.884594882729211,1.0,-0.3384861407249467,-0.7098214285714286,-0.05413779317697229,0.0
2020-07-14,-0.3317917151888205,-0.8826152054566628,1.0,-0.3295291964731326,-0.7187822325736151,-0.06451505573115955,0.0
2020-07-15,-0.33458609106329196,-0.8802008846908571,1.0,-0.32810057538164766,-0.7189277280739681,-0.06405693950177936,0.0
2020-07-16,-0.33394312323299524,-0.8817894561782805,1.0,-0.3276234824546816,-0.718609679028771,-0.06416098453351074,0.0
2020-07-17,-0.3342868547099521,-0.88158594997339,1.0,-0.327734167110165,-0.7183342203299627,-0.06429616817456094,0.0
2020-07-20,-0.3352406933031704,-0.8808343590937822,1.0,-0.3265577697195515,-0.7185202435210751,-0.06563757942712665,0.0
2020-07-21,-0.31817124630361826,-0.8869322523839586,1.0,-0.31660962886666444,-0.7217330630959896,-0.07917732664385155,0.0
2020-07-22,-0.30375994937889234,-0.9002897392346889,1.0,-0.3072568022113431,-0.7314417024677791,-0.08758783761281513,0.0
2020-07-23,-0.3037468776019983,-0.9023480432972523,1.0,-0.30794338051623643,-0.7310241465445462,-0.08546211490424645,0.0
2020-07-24,-0.294714433023983,-0.9068622559292152,1.0,-0.30412799787113726,-0.7299005421947243,-0.0907427735089645,0.0
2020-07-27,-0.2984866123399302,-0.9081989023781808,1.0,-0.30227839680691837,-0.7355064027939465,-0.08165641110926326,0.0
2020-07-28,-0.29570160566470527,-0.9061533858581828,1.0,-0.2993916425650743,-0.7372095342575047,-0.08590139955453607,0.0
2020-07-29,-0.29299341886591773,-0.9033437479226218,1.0,-0.29837798311507013,-0.7386824436615036,-0.0904074985042877,0.0
2020-07-30,-0.29232966813938804,-0.8983157824801514,1.0,-0.2985416735873501,-0.7384978241371292,-0.09424309869448227,0.0
2020-07-31,-0.29213035245656577,-0.8985150981629737,1.0,-0.2984752350264093,-0.7387635783808922,-0.09404378301165996,0.0
2020-08-03,-0.28362670209232815,-0.903786117568914,1.0,-0.3016273663234806,-0.7345068083693126,-0.09757555629359017,0.0
2020-08-04,-0.2815592004781194,-0.8983996281293578,1.0,-0.29985390796201605,-0.7381964273856165,-0.10226442658875091,0.0
2020-08-05,-0.28277327666356755,-0.8977619869836632,1.0,-0.2999402311063886,-0.7386107052729447,-0.10144109443485191,0.0
2020-08-06,-0.28283968654535796,-0.8972971178111304,1.0,-0.3001062558108647,-0.7384446805684687,-0.10183955372559438,0.0
2020-08-07,-0.28277327666356755,-0.8970978881657592,1.0,-0.3002390755744455,-0.7380462212777261,-0.10233762783902245,0.0
2020-08-10,-0.27472272032941486,-0.9028690974297668,1.0,-0.29700471541475726,-0.7382280666799496,-0.10789001793185893,0.0
2020-08-11,-0.27178244122725465,-0.9027759330588392,1.0,-0.29406295656793735,-0.7380794262186214,-0.11379333244786825,0.0
2020-08-12,-0.2682635525180811,-0.903556499236945,1.0,-0.2881029792316369,-0.7399641695972397,-0.117709508327251,0.0
2020-08-13,-0.2656260356598396,-0.9060117982368927,1.0,-0.28209716974879034,-0.7396434016040299,-0.12076622257572744,0.0
2020-08-14,-0.26415219408723317,-0.9051769852843697,1.0,-0.28095585310884263,-0.7403884396128861,-0.12365769587697203,0.0
2020-08-17,-0.2628211503397978,-0.9036963368141887,1.0,-0.2811868059008785,-0.7401955909166253,-0.12716724680921598,0.0
2020-08-18,-0.2624216911399118,-0.9015877224966025,1.0,-0.27276343266266695,-0.7449037091053731,-0.13298418906824888,0.0
2020-08-19,-0.2600351354038914,-0.9037753985879545,1.0,-0.2720010606914382,-0.7440750439192548,-0.13474095926281943,0.0
2020-08-20,-0.24853591879229567,-0.9212324310255076,1.0,-0.25471759500260277,-0.71121811556481,-0.11777719937532535,0.0
2020-08-21,-0.24458607010470182,-0.9228067893607336,1.0,-0.24949600052025755,-0.7109644273915589,-0.12375625934837745,0.0
2020-08-24,-0.23279228113201458,-0.9285230242989447,1.0,-0.2168834102423441,-0.7004420923553519,-0.14831069089031593,0.0
2020-08-25,-0.2339456946372647,-0.9350724824847447,1.0,-0.22364640170471053,-0.6963161463209893,-0.13967003519194138,0.0
2020-08-26,-0.23165749943709993,-0.9349287529351217,1.0,-0.21222940589919262,-0.690276303515713,-0.1475119817298723,0.0
2020-08-27,-0.21404126019510633,-0.9445386214616985,1.0,-0.1970254277946586,-0.6839277146969455,-0.15893171277786663,0.0
2020-08-28,-0.21351117934939065,-0.9443751399417841,1.0,-0.19684611201740074,-0.6845792150465405,-0.15942168058087836,0.0
2020-08-31,-0.2159731113956466,-0.9441101152368757,1.0,-0.19935979513444302,-0.6860435339308579,-0.15553777208706787,0.0
2020-09-01,-0.2125838390290642,-0.9432449696582561,1.0,-0.19444267007345895,-0.6895241137016928,-0.1541041200894283,0.0
2020-09-02,-0.2047588629830725,-0.9373682529543277,1.0,-0.19482593420632385,-0.689619929734909,-0.1672947939955286,0.0
2020-09-03,-0.2089036714852245,-0.9315274401944479,1.0,-0.19211334271459637,-0.6930408084943073,-0.17260457976205704,0.0
2020-09-04,-0.20083628586932237,-0.9385553321203997,1.0,-0.185355421494462,-0.6989051677359635,-0.16827859172013152,0.0
2020-09-08,-0.19440099594598909,-0.9372745554952597,1.0,-0.18089826667092285,-0.6955661250678329,-0.18399463721390494,0.0
2020-09-09,-0.18297994087166608,-0.9430969259624248,1.0,-0.1617763931716311,-0.6936135041485202,-0.19750770893600786,0.0
2020-09-10,-0.17427964624211495,-0.9488065426189495,1.0,-0.14518020730972836,-0.6922052810092878,-0.20940184486638982,0.0
2020-09-11,-0.17237338063412627,-0.94995407177473,1.0,-0.144879794748345,-0.6907288334230782,-0.20952773114567166,0.0
2020-09-14,-0.17068998289298612,-0.9456377114616993,1.0,-0.144522587594247,-0.6918836723056454,-0.21519989862510297,0.0
2020-09-15,-0.16994395364301323,-0.9442386244894083,1.0,-0.14062252620246352,-0.692061682657294,-0.21959405971945156,0.0
2020-09-16,-0.17159800843560713,-0.9341324961151809,1.0,-0.13585767291409,-0.6961278660450957,-0.2335965496464022,0.0
2020-09-17,-0.16289452471011348,-0.9210020462578284,1.0,-0.12296149314813667,-0.6633285794010045,-0.2302040057047188,0.0
2020-09-18,-0.15723192406712366,-0.9177083656440956,1.0,-0.12581035391916623,-0.6640404479047116,-0.2370110735444648,0.0
2020-09-21,-0.15410619029897035,-0.9210395732539388,1.0,-0.13025679196129514,-0.6598747053715419,-0.23604391514700407,0.0
2020-09-22,-0.15374821439662134,-0.9218371529718652,1.0,-0.13241413576796474,-0.6588100118005094,-0.23858766536239986,0.0
2020-09-23,-0.14705425634336472,-0.9192521506879094,1.0,-0.13665020652815305,-0.6569458678840958,-0.2458150874250753,0.0
2020-09-24,-0.1395644226896744,-0.9116453421729296,1.0,-0.13051829362743578,-0.6598407633445894,-0.25645156293565474,0.0
2020-09-25,-0.13827711179258434,-0.9138555896292166,1.0,-0.12817891769662051,-0.6570331134033391,-0.2602608183873865,0.0
2020-09-28,-0.1361723198811587,-0.913097301312206,1.0,-0.12527853429066602,-0.6569385986630353,-0.26333869769744983,0.0
2020-09-29,-0.1376567094876954,-0.9132642005881443,1.0,-0.1218696796161585,-0.6568642624980653,-0.26587215601300107,0.0
2020-09-30,-0.13761297511452272,-0.91395320044571,1.0,-0.1225702612356073,-0.6560294663860344,-0.2650427138789154,0.0
2020-10-01,-0.13749883947637173,-0.9160709312041594,1.0,-0.12177761272552845,-0.6554327979450996,-0.2639494940116981,0.0
2020-10-02,-0.1391064738846404,-0.9177373912505031,1.0,-0.12260441499736835,-0.6546332703798879,-0.2619585745688721,0.0
2020-10-05,-0.13830248251098864,-0.9184362038011513,1.0,-0.12189686126416145,-0.654893827771931,-0.26187085990218534,0.0
2020-10-06,-0.14138165625579813,-0.9123322407075268,1.0,-0.12189993196858184,-0.6565959552229574,-0.26015832766404845,0.0
2020-10-07,-0.13811215819558165,-0.9165147535918431,1.0,-0.12046964313301405,-0.6533910088058087,-0.26126989031361036,0.0
2020-10-08,-0.13545202098117864,-0.9173711817340326,1.0,-0.11533477321814253,-0.6544893551373033,-0.26282011724776305,0.0
2020-10-09,-0.136784304047384,-0.9182502467917077,1.0,-0.11608464955577491,-0.6547384007897334,-0.2590078973346496,0.0
2020-10-12,-0.13418658442559753,-0.9171626831148805,1.0,-0.11481881264456438,-0.6525828835774866,-0.2652891287586739,0.0
2020-10-13,-0.13083680073971335,-0.918908922792418,1.0,-0.1148713206965634,-0.6512251502542764,-0.26626598859608563,0.0
2020-10-14,-0.13135266742688076,-0.9194686719881654,1.0,-0.11640521465774956,-0.6499522297901192,-0.26480106019046445,0.0
2020-10-15,-0.1313031685365553,-0.9202009616570089,1.0,-0.11727900382197017,-0.6486253236345703,-0.26485636789545064,0.0
2020-10-16,-0.12838045955769112,-0.9259841064498244,1.0,-0.10971477853754696,-0.6453212591634325,-0.2707447791535761,0.0
2020-10-19,-0.1268902645600419,-0.9247897995010625,1.0,-0.1074255443653947,-0.6461855924112231,-0.2745387908466537,0.0
2020-10-20,-0.12513464438494445,-0.925645523651248,1.0,-0.10648447357892468,-0.6448465823408118,-0.27550549349090575,0.0
2020-10-21,-0.12561947856065503,-0.9255702280912366,1.0,-0.10499584449164281,-0.6461045956844277,-0.27583341028719177,0.0
2020-10-22,-0.12591566635887966,-0.9242536164973838,1.0,-0.10384733764235149,-0.6467528470298554,-0.2771314250538627,0.0
2020-10-23,-0.13139495487725997,-0.9196106816151784,1.0,-0.10755536390796809,-0.6481658299196106,-0.27329288200326485,0.0
2020-10-26,-0.13111371196254773,-0.9189355673278304,1.0,-0.10770604903289392,-0.6478070715781692,-0.27439324873721815,0.0
2020-10-27,-0.12789588653355077,-0.9215457034735256,1.0,-0.10786696612620374,-0.6491708457680829,-0.27015967756822445,0.0
2020-10-28,-0.13186238306253076,-0.9220211718365336,1.0,-0.10829025110782864,-0.6497722796651895,-0.26535573609059576,0.0
