Date,IWF,IWM,MTUM,SPY,TRI,VLUE,VXX
2018-09-24,-0.3056627150620899,-0.5659336017796299,-0.0,-0.5071382310703123,1.0,-0.437135696787092,0.0
2018-09-25,-0.30824231505461097,-0.5649138610516834,-0.0,-0.5063900461659723,1.0,-0.43539578876252677,0.0
2018-09-26,-0.3100233756724026,-0.566761483651111,-0.0,-0.5066888219224378,1.0,-0.43287239135945027,0.0
2018-09-27,-0.3107971177662689,-0.5646250844404413,-0.0,-0.5065582076108984,1.0,-0.4327009682503941,0.0
2018-09-28,-0.3115603356044822,-0.5643054226026241,-0.0,-0.5067008277493102,1.0,-0.432879103553128,0.0
2018-10-01,-0.312056537898412,-0.5637740736569433,-0.0,-0.5069264556819462,1.0,-0.432875323797725,0.0
2018-10-02,-0.3115206853793259,-0.5691579303347988,-0.0,-0.5057490700033819,1.0,-0.4317438845676925,0.0
2018-10-03,-0.312743492744622,-0.5747558014793066,-0.0,-0.5054203602281069,1.0,-0.4301563999774152,0.0
2018-10-04,-0.3185707541602738,-0.6369054644163814,-0.0,-0.5217160391832881,1.0,-0.473356544317243,0.0
2018-10-05,-0.30899635679868376,-0.6315078152544364,-0.0,-0.5226231049477025,1.0,-0.47493830062286985,0.0
2018-10-08,-0.3062307579533793,-0.6280017592728339,-0.0,-0.5242633045008063,1.0,-0.47362556809851925,0.0
2018-10-09,-0.30870789813402183,-0.6290341509212535,-0.0,-0.5239701912921019,1.0,-0.4722450416617768,0.0
2018-10-10,-0.3095196199190568,-0.628247991084521,-0.0,-0.5243709308463839,1.0,-0.47061411226464894,0.0
2018-10-11,-0.26910336950314107,-0.6139634494574528,-0.0,-0.505225585379783,1.0,-0.46721873215305537,0.0
2018-10-12,-0.2727144628564987,-0.6062732499154548,-0.0,-0.4898545823469733,1.0,-0.44932927516627214,0.0
2018-10-15,-0.2811085972850679,-0.6016119909502262,-0.0,-0.4942307692307692,1.0,-0.4511029411764706,0.0
2018-10-16,-0.28017192625268633,-0.6029578102024657,-0.0,-0.49386381631037213,1.0,-0.45074086641782596,0.0
2018-10-17,-0.2669025266735382,-0.5767334317631,-0.0,-0.4886202189598016,1.0,-0.4535197927403404,0.0
2018-10-18,-0.26597880646960403,-0.5750976017847184,-0.0,-0.4926938092582265,1.0,-0.45485220301171225,0.0
2018-10-19,-0.25187564020929654,-0.5640762991057834,-0.0,-0.49671935992912714,1.0,-0.4558013344038095,0.0
2018-10-22,-0.25212456747404843,-0.5628235294117647,-0.0,-0.4970242214532871,1.0,-0.45619377162629754,0.0
2018-10-23,-0.2570083102493075,-0.5638781163434903,-0.0,-0.49418282548476455,1.0,-0.45501385041551246,0.0
2018-10-24,-0.2557200165998063,-0.5610181214552497,-0.0,-0.4942315672983815,1.0,-0.4556646839120211,0.0
2018-10-25,-0.22878694333342284,-0.5234746194937321,-0.0,-0.5013824389982016,1.0,-0.43073041097361286,0.0
2018-10-26,-0.21284008404031807,-0.5136033616127231,-0.0,-0.5087630648121061,1.0,-0.42432382117496875,0.0
2018-10-29,-0.20261039923753044,-0.5160171555649687,-0.0,-0.5035476013978609,1.0,-0.42531504818383986,0.0
2018-10-30,-0.20639588797922795,-0.5164931245528972,-0.0,-0.5038815144530111,1.0,-0.4227273931589964,0.0
2018-10-31,-0.20898272957034542,-0.5035541280539174,-0.0,-0.5013953243470936,1.0,-0.4187289385004212,0.0
2018-11-01,-0.20825436934091388,-0.5040271636133923,-0.0,-0.5012107812170984,1.0,-0.4186407664771531,0.0
2018-11-02,-0.2151487354213078,-0.4761630192635304,-0.0,-0.5136417245446206,1.0,-0.4159350019656664,0.0
2018-11-05,-0.21547091666885107,-0.4754253060368555,-0.0,-0.5136700830952319,1.0,-0.4167343836011429,0.0
2018-11-06,-0.21844532969912986,-0.4776968235664115,-0.0,-0.5113219415033022,1.0,-0.41332948946430437,0.0
2018-11-07,-0.22396239086635325,-0.4964674278038952,-0.0,-0.534936198791135,1.0,-0.4309738079247817,0.0
2018-11-08,-0.19490234844639184,-0.5035400358011167,-0.0,-0.5303107216329583,1.0,-0.44294530978652913,0.0
2018-11-09,-0.1940613641223006,-0.5039020739790464,-0.0,-0.5316976694462262,1.0,-0.44299230275817836,0.0
2018-11-12,-0.1938558194015547,-0.48953785539346184,-0.0,-0.5380417420934939,1.0,-0.4407145138962837,0.0
2018-11-13,-0.17526453281262372,-0.4851043618228356,-0.0,-0.540860754149405,1.0,-0.4375016492070613,0.0
2018-11-14,-0.17574734175879264,-0.48465739690245635,-0.0,-0.540830057254426,1.0,-0.43721801535579535,0.0
2018-11-15,-0.1754589575859886,-0.48725997045790254,-0.0,-0.546317788562988,1.0,-0.4286505591897024,0.0
2018-11-16,-0.1764954443417404,-0.489079624983494,-0.0,-0.5468638584444738,1.0,-0.42852238214710153,0.0
2018-11-19,-0.17782354960521796,-0.48860545564973984,-0.0,-0.5460402968126964,1.0,-0.42821305025218515,0.0
2018-11-20,-0.15642311428496417,-0.48279030691275693,-0.0,-0.5482422746724777,1.0,-0.43800047257738456,0.0
2018-11-21,-0.15931761948170334,-0.47743195728610494,-0.0,-0.5458262794634718,1.0,-0.42192993879411383,0.0
2018-11-23,-0.16022372528616025,-0.46969302809573354,-0.0,-0.5488813735691987,1.0,-0.4226586888657648,0.0
2018-11-26,-0.15930147824276492,-0.47577035186341865,-0.0,-0.5469758484280658,1.0,-0.4204663751821778,0.0
2018-11-27,-0.15512013062747843,-0.47585724282715186,-0.0,-0.5438146333877615,1.0,-0.4170230412357774,0.0
2018-11-28,-0.1563229118058796,-0.47207963913516876,-0.0,-0.5457302846476901,1.0,-0.4183128532171929,0.0
2018-11-29,-0.1423433606494207,-0.46438204844966213,-0.0,-0.5424512549130424,1.0,-0.4197343745986077,0.0
2018-11-30,-0.14219299822772455,-0.46436185241312,-0.0,-0.5427015642257211,1.0,-0.41925872653019286,0.0
2018-12-03,-0.1415552075578261,-0.46432880651041003,-0.0,-0.5423972479654969,1.0,-0.4189151028162144,0.0
2018-12-04,-0.13165798187745462,-0.47303437122981745,-0.0,-0.5419308468311215,1.0,-0.42030957209230685,0.0
2018-12-06,-0.12992076149970888,-0.41852105009999746,-0.0,-0.5736057315004683,1.0,-0.4095086200349358,0.0
2018-12-07,-0.1304072695977928,-0.41833092869618044,-0.0,-0.5737211127142026,1.0,-0.40873769205457267,0.0
2018-12-10,-0.11451127819548872,-0.41934837092731825,-0.0,-0.5747619047619047,1.0,-0.3976441102756892,0.0
2018-12-11,-0.11199979941831312,-0.4205947247016348,-0.0,-0.5740898605957276,1.0,-0.4005867014341591,0.0
2018-12-12,-0.11173520561685056,-0.42076228686058176,-0.0,-0.5738966900702106,1.0,-0.4011283851554664,0.0
2018-12-13,-0.11197753428779178,-0.4205049770578943,-0.0,-0.5738033748714991,1.0,-0.40102299225233806,0.0
2018-12-14,-0.11747139128689017,-0.4055410560128488,-0.0,-0.5844207990363381,1.0,-0.4020778960048183,0.0
2018-12-17,-0.10693128702477067,-0.4046041942660035,-0.0,-0.5762491563976304,1.0,-0.41180293448646493,0.0
2018-12-18,-0.10177244139508289,-0.3985134362492853,-0.0,-0.5742411812961444,1.0,-0.41134064185745894,0.0
2018-12-19,-0.09163774376388924,-0.40480411495917495,-0.0,-0.5835851082424031,1.0,-0.41688931059452167,0.0
2018-12-20,-0.0906696484035284,-0.395403155671512,-0.0,-0.5860603801714499,1.0,-0.41267238166231834,0.0
2018-12-21,-0.0884099569456129,-0.39419508091255506,-0.0,-0.5869005790072748,1.0,-0.4048844459840649,0.0
2018-12-24,-0.08591625883632409,-0.39280241237826885,-0.0,-0.5876958821493895,1.0,-0.4052844925601859,0.0
2018-12-26,-0.08643610497915134,-0.39453029188128524,-0.0,-0.5751042433161638,1.0,-0.39671326956095165,0.0
2018-12-27,-0.06902140235473568,-0.37570904237570907,-0.0,-0.5395633728967062,1.0,-0.399041899041899,0.0
2018-12-28,-0.06459455594222242,-0.3810125375411164,-0.0,-0.5404252276302617,1.0,-0.3975306287839062,0.0
2018-12-31,-0.06443231389001454,-0.3815880431932493,-0.0,-0.5402970131820457,1.0,-0.3974160329908703,0.0
2019-01-02,-0.06350491889187966,-0.3812438960482123,-0.0,-0.5396012481837021,1.0,-0.39767990281317733,0.0
2019-01-03,-0.0750525009545628,-0.3794148529973272,-0.0,-0.5517373043146239,1.0,-0.38020236731576934,0.0
2019-01-04,-0.06301981844969345,-0.3824438001996103,-0.0,-0.5478589420654911,1.0,-0.38296658904044484,0.0
2019-01-07,-0.0537196847447321,-0.36609836525643724,-0.0,-0.5468790196216001,1.0,-0.37199186136252016,0.0
2019-01-08,-0.05630646403809791,-0.3541797978383173,-0.0,-0.554333870252352,1.0,-0.36963372785209053,0.0
2019-01-09,-0.054806975009324875,-0.3478879149571056,-0.0,-0.5545971652368519,1.0,-0.37392763894069375,0.0
2019-01-10,-0.05433971068595428,-0.34934671021931873,-0.0,-0.5544563695753616,1.0,-0.3750116658889408,0.0
2019-01-11,-0.05457178900154184,-0.3502079147783021,-0.0,-0.555366070177078,1.0,-0.3759753305611363,0.0
2019-01-14,-0.056494537305070494,-0.3497525445886637,-0.0,-0.5517321878793537,1.0,-0.37652908768325705,0.0
2019-01-15,-0.051773665575522744,-0.299752822499833,-0.0,-0.49546841249693807,1.0,-0.3798294252566415,0.0
2019-01-16,-0.0826789153948733,-0.24310479859450074,-0.0,-0.4643015896534936,1.0,-0.3266304002709396,0.0
2019-01-17,-0.07826916958320077,-0.24980379679711529,-0.0,-0.46581822038392195,1.0,-0.32724573125463996,0.0
2019-01-18,-0.08134418772716645,-0.24992029247348396,-0.0,-0.46343018683444215,1.0,-0.3308393733925649,0.0
2019-01-22,-0.0,-0.21667439800953064,-0.0,-0.5969510395141905,1.0,-0.29492261628642513,0.0
2019-01-23,-0.0,-0.17624529135714137,-0.0,-0.600117847597803,1.0,-0.3280582503840569,0.0
2019-01-24,-0.0,-0.1736200324326601,-0.0,-0.60560621696186,1.0,-0.32679064086093973,0.0
2019-01-25,-0.0,-0.12404181184668989,-0.0,-0.6960194277267447,1.0,-0.291627072114877,0.0
2019-01-28,-0.0,-0.1090125491190265,-0.0,-0.7167786369206068,1.0,-0.28685511471669417,0.0
2019-01-29,-0.0,-0.10792597912881828,-0.0,-0.7154294647006634,1.0,-0.28911234103679917,0.0
2019-01-30,-0.0,-0.10527427943538163,-0.0,-0.7125559969571466,1.0,-0.29526244611613556,0.0
2019-01-31,-0.0,-0.10902939310636499,-0.0,-0.7018185662930853,1.0,-0.30376400930429265,0.0
2019-02-01,-0.0,-0.10848297475859732,-0.0,-0.7105920718278841,1.0,-0.29849229205488736,0.0
2019-02-04,-0.0,-0.10997946090160289,-0.0,-0.7100387490206873,1.0,-0.2974146145213543,0.0
2019-02-05,-0.0,-0.10742997376660743,-0.0,-0.707899636117458,1.0,-0.30028772107980034,0.0
2019-02-06,-0.0,-0.09770918021680215,-0.0,-0.7150448848238482,1.0,-0.30445460704607047,0.0
2019-02-07,-0.0,-0.09802135412253199,-0.0,-0.7232014236081689,1.0,-0.2972417591729514,0.0
2019-02-08,-0.0,-0.09891834570519618,-0.0,-0.7314740190880169,1.0,-0.29049840933191945,0.0
2019-02-11,-0.0,-0.0950580036544427,-0.0,-0.7365401776229126,1.0,-0.2930778056346407,0.0
2019-02-12,-0.0,-0.08830554015439075,-0.0,-0.7463428157120314,1.0,-0.2977992920203011,0.0
