Date,HUM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.2501686951740684,-0.41121635468472745,-0.005373253692549922,-0.41294079424187136,-0.41951365806113017,0.0
2018-09-25,1.0,-0.25347005126922595,-0.4098536951356759,-0.009778667000125049,-0.4114542953607603,-0.41638114292859824,0.0
2018-09-26,1.0,-0.25400624874017336,-0.4137774642209232,-0.0032755492844184636,-0.4184640193509373,-0.43010481757710134,0.0
2018-09-27,1.0,-0.2547089041095891,-0.411361804995971,-0.003978646253021757,-0.418236301369863,-0.429844883158743,0.0
2018-09-28,1.0,-0.25611692075091347,-0.4109109235227416,-0.004056948469194911,-0.41862164545798164,-0.4301121330477511,0.0
2018-10-01,1.0,-0.25554574132492114,-0.4136529968454259,-0.00449211356466877,-0.4188769716088328,-0.43109148264984226,0.0
2018-10-02,1.0,-0.2557288512012922,-0.41227538865334146,-0.005325055521905916,-0.4190642035130224,-0.4313294972743792,0.0
2018-10-03,1.0,-0.2559266833295463,-0.4135423767325608,-0.005655280365573481,-0.4187937085005933,-0.43073543891539806,0.0
2018-10-04,1.0,-0.2621349395151086,-0.4076782912385484,-0.006149719086905907,-0.42756997519866374,-0.4271903629093486,0.0
2018-10-05,1.0,-0.25512184058664916,-0.4021873346269183,-0.0,-0.43094020109366726,-0.4317213920318524,0.0
2018-10-08,1.0,-0.2529493145516287,-0.3993208401458936,-0.0,-0.43232297824173055,-0.43081373412149415,0.0
2018-10-09,1.0,-0.24915672355636106,-0.3994361375421638,-0.0,-0.4343502995519307,-0.43427478225847055,0.0
2018-10-10,1.0,-0.25100052858113725,-0.3984998363915528,-0.0,-0.4355508570565582,-0.43200181227818474,0.0
2018-10-11,1.0,-0.21593615715162678,-0.38507059545733574,-0.0,-0.4209453652547575,-0.43354205033763044,0.0
2018-10-12,1.0,-0.2130184754680044,-0.3826991312859415,-0.0,-0.41940535910926213,-0.43195888902483787,0.0
2018-10-15,1.0,-0.19035861832938128,-0.4048451365292004,-0.0,-0.4158212530862689,-0.43356882685115017,0.0
2018-10-16,1.0,-0.19051460701625716,-0.40469380271360467,-0.0,-0.4158660310475492,-0.43361447255836694,0.0
2018-10-17,1.0,-0.19050996698055522,-0.405552158493335,-0.0,-0.4161672985202397,-0.4336798336798337,0.0
2018-10-18,1.0,-0.1902956785443518,-0.40519455110176333,-0.0,-0.4164445205311942,-0.4336863215045611,0.0
2018-10-19,1.0,-0.17557754167072814,-0.3959206550346038,-0.0,-0.4254556974363973,-0.4399307924749001,0.0
2018-10-22,1.0,-0.17670761190749468,-0.4023541478424381,-0.0,-0.4241617621919949,-0.43883855527607507,0.0
2018-10-23,1.0,-0.17604670477307147,-0.4025111143680688,-0.0,-0.4248619864184865,-0.4392740241340563,0.0
2018-10-24,1.0,-0.1748688544589484,-0.4002683908747103,-0.0,-0.4248871538367695,-0.43989264365011593,0.0
2018-10-25,1.0,-0.15974593471668377,-0.3776355691396643,-0.0,-0.42510566154874757,-0.4253683230258602,0.0
2018-10-26,1.0,-0.15144190895950332,-0.37074950830549036,-0.0,-0.42705149167081347,-0.4203691855643231,0.0
2018-10-29,1.0,-0.14365984370942228,-0.37207545388011426,-0.0,-0.42340109072880516,-0.42174847132705334,0.0
2018-10-30,1.0,-0.1407666163141994,-0.3720260574018127,-0.0,-0.42343277945619334,-0.4240228474320242,0.0
2018-10-31,1.0,-0.14150188323917137,-0.3676789077212806,-0.0,-0.42236346516007534,-0.42252824858757065,0.0
2018-11-01,1.0,-0.12161206693377327,-0.38595333490454864,-0.0,-0.42413386754654725,-0.42510016497761016,0.0
2018-11-02,1.0,-0.12589413447782546,-0.36656582002392174,-0.0,-0.4307324280588194,-0.42207837894884964,0.0
2018-11-05,1.0,-0.12201703545533472,-0.37837013398409086,-0.0,-0.432456531431119,-0.41363775019358473,0.0
2018-11-06,1.0,-0.12026401710003994,-0.3773048645855354,-0.0,-0.4346651633664529,-0.4166725389331266,0.0
2018-11-07,1.0,-0.12091326350476639,-0.3783452983405908,-0.0,-0.43667176650582556,-0.41786512886901256,0.0
2018-11-08,1.0,-0.15037298782881822,-0.40155084413034947,-0.0,-0.4704063604240283,-0.4315371024734982,0.0
2018-11-09,1.0,-0.15693887775551102,-0.4186623246492986,-0.0,-0.4823396793587174,-0.4470691382765531,0.0
2018-11-12,1.0,-0.15661267377143284,-0.4073427009758654,-0.0,-0.4867846357351436,-0.44507949185114926,0.0
2018-11-13,1.0,-0.13987866782221123,-0.4032933019685527,-0.0,-0.48958771821220753,-0.44340720564566055,0.0
2018-11-14,1.0,-0.1389322819807087,-0.4052170894393613,-0.0,-0.49061469414069286,-0.4448411812839396,0.0
2018-11-15,1.0,-0.13919293820933165,-0.41591424968474144,-0.0,-0.49823455233291297,-0.4687263556116015,0.0
2018-11-16,1.0,-0.13503842761748772,-0.40803830162529925,-0.0,-0.49953382890260806,-0.4772332115408845,0.0
2018-11-19,1.0,-0.13458000453640467,-0.4082764182565085,-0.0,-0.4999117921318582,-0.4774313868797097,0.0
2018-11-20,1.0,-0.13629939938424268,-0.40988240044415286,-0.0,-0.5012113258971382,-0.4762024933124716,0.0
2018-11-21,1.0,-0.13955760414840052,-0.4050201658358175,-0.0,-0.4995365615371127,-0.4609584408427065,0.0
2018-11-23,1.0,-0.14108247551782002,-0.3927417537005034,-0.0,-0.5070253212112105,-0.463721291356726,0.0
2018-11-26,1.0,-0.14045323650932767,-0.3964191811694003,-0.0,-0.5053211468636535,-0.46187554776511835,0.0
2018-11-27,1.0,-0.13998397034513851,-0.39643340179331765,-0.0,-0.505961027901618,-0.4622551720683264,0.0
2018-11-28,1.0,-0.13782976480333342,-0.40824317879464844,-0.0,-0.5030246743141142,-0.46098044629634277,0.0
2018-11-29,1.0,-0.15671124573247425,-0.4268809199887055,-0.0,-0.5159791565058911,-0.46736144980362965,0.0
2018-11-30,1.0,-0.1569639098516351,-0.42730632989373174,-0.0,-0.5172750141177679,-0.465347297089173,0.0
2018-12-03,1.0,-0.15484500102648324,-0.4283771299527817,-0.0,-0.5176811742968589,-0.46533052761239985,0.0
2018-12-04,1.0,-0.15189160113726596,-0.4290361414922774,-0.0,-0.5160984605927103,-0.4643835967316411,0.0
2018-12-06,1.0,-0.14868973141378358,-0.3977035752870531,-0.0,-0.5155649355543831,-0.4505414436823196,0.0
2018-12-07,1.0,-0.13767639471953871,-0.40438015274897576,-0.0,-0.5229882150624653,-0.46388650042992263,0.0
2018-12-10,1.0,-0.13327277773572527,-0.40390583604571945,-0.0,-0.5237049933136527,-0.4622662932404814,0.0
2018-12-11,1.0,-0.13744291085261537,-0.402563649668189,-0.0,-0.5248164315813378,-0.45845424036738913,0.0
2018-12-12,1.0,-0.1368179294331432,-0.40293271414870524,-0.0,-0.5246580182726768,-0.4594164857907223,0.0
2018-12-13,1.0,-0.13717171717171717,-0.40388888888888885,-0.0,-0.5241919191919191,-0.45999999999999996,0.0
2018-12-14,1.0,-0.141327677196172,-0.3923187637300205,-0.0,-0.5312728833674217,-0.4601419084412797,0.0
2018-12-17,1.0,-0.14825566590272474,-0.39730073847720904,-0.0,-0.5457091927680163,-0.45520753756047877,0.0
2018-12-18,1.0,-0.13479353315905687,-0.38915255957970607,-0.0,-0.549351539301033,-0.46473439760412166,0.0
2018-12-19,1.0,-0.11433201296362983,-0.4055506970523175,-0.0,-0.5727660887905756,-0.47949997427851226,0.0
2018-12-20,1.0,-0.11518648258808986,-0.40750566659798065,-0.0,-0.5724809396249743,-0.480553266021018,0.0
2018-12-21,1.0,-0.11299435028248586,-0.40665125834617355,-0.0,-0.5733692860811505,-0.47503852080123266,0.0
2018-12-24,1.0,-0.10257982120051086,-0.3949169859514687,-0.0,-0.5714176245210728,-0.48536398467432945,0.0
2018-12-26,1.0,-0.10391848735235971,-0.40188574035585745,-0.0,-0.5535813859177776,-0.47521163887058343,0.0
2018-12-27,1.0,-0.08405353350782754,-0.38485851153143363,-0.0,-0.5201985283223862,-0.48014716776137095,0.0
2018-12-28,1.0,-0.08287674613751912,-0.3858778814354114,-0.0,-0.5199417542820475,-0.47931783404906464,0.0
2018-12-31,1.0,-0.08430433494618347,-0.38392416312827093,-0.0,-0.5203416609064876,-0.48007800928211714,0.0
2019-01-02,1.0,-0.0844611281240739,-0.38414995554677467,-0.0,-0.5209177121406697,-0.4800948335473674,0.0
2019-01-03,1.0,-0.09684523073116418,-0.3822095756526042,-0.0,-0.5340096498824694,-0.46126438203637266,0.0
2019-01-04,1.0,-0.10441747089841807,-0.3812307233111133,-0.0,-0.5409660730275594,-0.46070042781812753,0.0
2019-01-07,1.0,-0.0968320235756385,-0.3675589390962672,-0.0,-0.5397102161100196,-0.45166994106090375,0.0
2019-01-08,1.0,-0.09923271149461918,-0.35653175789963965,-0.0,-0.5462947074252935,-0.4493417988380359,0.0
2019-01-09,1.0,-0.09595786379225871,-0.34676629103380696,-0.0,-0.5486526212640862,-0.4584027437530622,0.0
2019-01-10,1.0,-0.09648113230648675,-0.3455689693170409,-0.0,-0.5490609006538189,-0.45764870093297744,0.0
2019-01-11,1.0,-0.09618825836499571,-0.3405564407402868,-0.0,-0.5515626915063121,-0.4629734036033828,0.0
2019-01-14,1.0,-0.08768942198529049,-0.3423416753048028,-0.0,-0.5542968557184462,-0.4837109432844662,0.0
2019-01-15,1.0,-0.09264806993419114,-0.33943129358609175,-0.0,-0.550731755230331,-0.47274334544740204,0.0
2019-01-16,1.0,-0.09720923364669981,-0.3404784170891372,-0.0,-0.5557414972682975,-0.4675887188069105,0.0
2019-01-17,1.0,-0.09180077383739556,-0.34837469502427487,-0.0,-0.5569411242822289,-0.4673337112157133,0.0
