Date,COLL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-17,1.0,-1.1147317239614432,-2.5356137507463963,-0.1774289857544997,-1.8708521709460035,-1.8315277659302227,0.0
2018-10-18,1.0,-1.112940373624499,-2.532542864454491,-0.17896442890045208,-1.8739230572379082,-1.8319542779152094,0.0
2018-10-19,1.0,-1.0802157061004383,-2.5040444893832157,-0.14610717896865522,-1.872093023255814,-1.8235591506572297,0.0
2018-10-22,1.0,-1.081017348829375,-2.4985683004884622,-0.14594913255853126,-1.8722418729998316,-1.8239009600808491,0.0
2018-10-23,1.0,-1.0848913592723597,-2.497641906686879,-0.1543708943911066,-1.8653360282971196,-1.8195216439279096,0.0
2018-10-24,1.0,-1.0979080206657068,-2.503684255102905,-0.1290759718810875,-1.8904039976285256,-1.8483950199034471,0.0
2018-10-25,1.0,-1.0020318595578674,-2.3754876462938883,-0.09118985695708713,-1.8991384915474643,-1.7596716514954487,0.0
2018-10-26,1.0,-0.9706024484536082,-2.3571198453608244,-0.03745167525773195,-1.9355670103092784,-1.753382731958763,0.0
2018-10-29,1.0,-0.9303035169423479,-2.395455275413522,-0.0,-1.925164605749157,-1.7786253412558215,0.0
2018-10-30,1.0,-0.899179272610235,-2.4027196652719662,-0.0,-1.9327325394271,-1.8117154811715481,0.0
2018-10-31,1.0,-0.9136702170257067,-2.351565628253384,-0.0,-1.9372947865780412,-1.8057980299511491,0.0
2018-11-01,1.0,-0.8620606450575082,-2.41237030483391,-0.0,-1.9481219335639026,-1.820638623019384,0.0
2018-11-02,1.0,-0.8634736255867611,-2.347680801973109,-0.0,-1.9469329302251572,-1.7980746280531468,0.0
2018-11-05,1.0,-0.8607091747495627,-2.3521227540149465,-0.0,-1.945619335347432,-1.7920178088726346,0.0
2018-11-06,1.0,-0.8924126856684063,-2.3960658370132477,-0.0,-1.9530309112806103,-1.7874749096748295,0.0
2018-11-07,1.0,-0.889664020527624,-2.3949963916285784,-0.0,-1.9488413118434769,-1.7851014353299657,0.0
2018-11-08,1.0,-0.8118266698587503,-2.4167265182347775,-0.0,-1.93671694198388,-1.8149389514005265,0.0
2018-11-09,1.0,-0.8106641123882503,-2.417065772669221,-0.0,-1.9392560664112388,-1.8151340996168581,0.0
2018-11-12,1.0,-0.8081048867699643,-2.374572904251093,-0.0,-1.9552642034167662,-1.808025427095749,0.0
2018-11-13,1.0,-0.7404952076677316,-2.4056709265175718,-0.0,-2.0046325878594247,-1.8363418530351436,0.0
2018-11-14,1.0,-0.7663757239579085,-2.4514234440003264,-0.0,-2.0588955053430134,-1.8805775348723386,0.0
2018-11-15,1.0,-0.7667864727985623,-2.4629962424440452,-0.0,-2.075477863094265,-1.8633393236399283,0.0
2018-11-16,1.0,-0.7588757396449705,-2.453648915187377,-0.0,-2.098372781065089,-1.9072978303747536,0.0
2018-11-19,1.0,-0.7548567665459335,-2.459828778399736,-0.0,-2.1050378663154428,-1.912001975633849,0.0
2018-11-20,1.0,-0.6515250366987441,-2.435817974229326,-0.0,-2.110830207144022,-1.9571032458000326,0.0
2018-11-21,1.0,-0.6716478518638836,-2.4357995614391297,-0.0,-2.12166003411029,-1.8923901567449037,0.0
2018-11-23,1.0,-0.6706426484907497,-2.4309477442388836,-0.0,-2.121470301850049,-1.8911879259980526,0.0
2018-11-26,1.0,-0.6691588785046728,-2.449573344169037,-0.0,-2.1196261682242987,-1.8883380739536773,0.0
2018-11-27,1.0,-0.6430008854543992,-2.4440151332206392,-0.0,-2.096997504628512,-1.865571923045963,0.0
2018-11-28,1.0,-0.6423851732473811,-2.456486704270749,-0.0,-2.0942788074133762,-1.8648670427074938,0.0
2018-11-29,1.0,-0.5724311962778961,-2.404069079725574,-0.0,-2.0597744657361403,-1.849538679914833,0.0
2018-11-30,1.0,-0.5710341563461386,-2.4054587047408695,-0.0,-2.0608188057111305,-1.8509899818569062,0.0
2018-12-03,1.0,-0.5662517724909406,-2.404600598708051,-0.0,-2.0585315897274303,-1.8483535528596189,0.0
2018-12-04,1.0,-0.5430593786865906,-2.420684231222965,-0.0,-2.0531655524970507,-1.847738891073535,0.0
2018-12-06,1.0,-0.522732553636434,-2.2851057238014096,-0.0,-2.1194330415924405,-1.8180621175741616,0.0
2018-12-07,1.0,-0.5336228961451951,-2.287210114015357,-0.0,-2.122857364461336,-1.8125339331420152,0.0
2018-12-10,1.0,-0.463768115942029,-2.287490465293669,-0.0,-2.1118230358504957,-1.764607170099161,0.0
2018-12-11,1.0,-0.473146170277693,-2.2844064693317057,-0.0,-2.114281354897772,-1.757094903875496,0.0
2018-12-12,1.0,-0.47056124789723197,-2.290640770760055,-0.0,-2.118596115614008,-1.7666309833307845,0.0
2018-12-13,1.0,-0.4696309878523951,-2.2802353120941246,-0.0,-2.1280464512185806,-1.7621667048666818,0.0
2018-12-14,1.0,-0.481730622229017,-2.250038220455588,-0.0,-2.1476073994802016,-1.7646384344901391,0.0
2018-12-17,1.0,-0.4452959028831563,-2.242185128983308,-0.0,-2.117071320182094,-1.7828528072837633,0.0
2018-12-18,1.0,-0.4088959132987131,-2.21464589448333,-0.0,-2.1118386392714688,-1.790848197486265,0.0
2018-12-19,1.0,-0.402124773960217,-2.219258589511754,-0.0,-2.1181434599156117,-1.7951326100060276,0.0
2018-12-20,1.0,-0.402018691588785,-2.193570093457944,-0.0,-2.1039252336448597,-1.7771214953271028,0.0
2018-12-21,1.0,-0.3880708017254202,-2.198795180722892,-0.0,-2.113937230403094,-1.736352818682136,0.0
2018-12-24,1.0,-0.35645528694246453,-2.159379822176501,-0.0,-2.0919244617532518,-1.7403189066059226,0.0
2018-12-26,1.0,-0.35442852966968724,-2.1995761473253435,-0.0,-2.041946799181526,-1.7118532592809121,0.0
2018-12-27,1.0,-0.23403815689785798,-2.0884358426888903,-0.0,-1.8690681176389556,-1.6960534472071078,0.0
2018-12-28,1.0,-0.23178534571723425,-2.0891640866873065,-0.0,-1.866391468868249,-1.6925352597179222,0.0
2018-12-31,1.0,-0.22967297762478486,-2.0948709122203097,-0.0,-1.8672633390705682,-1.6929432013769365,0.0
2019-01-02,1.0,-0.22540053634050744,-2.093653303995049,-0.0,-1.8650209722890738,-1.6920855394347796,0.0
2019-01-03,1.0,-0.22396478195074973,-2.0948548631173476,-0.0,-1.8650433347090383,-1.6946622644105103,0.0
2019-01-04,1.0,-0.1429353778751369,-2.129107338444688,-0.0,-1.8486445783132532,-1.7248767798466598,0.0
2019-01-07,1.0,-0.09589951485345917,-2.0566890410048515,-0.0,-1.823752242972021,-1.6695686847876654,0.0
2019-01-08,1.0,-0.1677000295246531,-2.150354295837024,-0.0,-2.158695010333629,-1.9044139356362566,0.0
2019-01-09,1.0,-0.1584004730578757,-2.1255081676398846,-0.0,-2.1718530563973686,-1.935767610318575,0.0
2019-01-10,1.0,-0.1586059218784612,-2.1213172856826406,-0.0,-2.1713800487336634,-1.9325850993132987,0.0
2019-01-11,1.0,-0.16936314163847624,-2.0642006177379026,-0.0,-2.1658332107662894,-1.9546256802470956,0.0
2019-01-14,1.0,-0.1846131215063254,-2.0614886731391584,-0.0,-2.1631362165342747,-1.9457928802588997,0.0
2019-01-15,1.0,-0.16805130447456637,-2.0224457076227953,-0.0,-2.1311762133799736,-1.9658941845212068,0.0
2019-01-16,1.0,-0.14197215946359595,-2.027184607535894,-0.0,-2.123095984257707,-1.9958457838349974,0.0
2019-01-17,1.0,-0.14225362371622113,-2.025056449850681,-0.0,-2.1222958700560857,-1.9942457571563843,0.0
2019-01-18,1.0,-0.16132832633826671,-2.0193652897430234,-0.0,-2.13540976364038,-2.047124659450703,0.0
2019-01-22,1.0,-0.0,-2.1558592839947197,-0.0,-2.465092801118273,-2.144831870777355,0.0
2019-01-23,1.0,-0.0,-2.071250971250971,-0.0,-2.4880341880341876,-2.2107226107226103,0.0
2019-01-24,1.0,-0.0,-2.070817786069652,-0.0,-2.491682213930348,-2.2112095771144276,0.0
2019-01-25,1.0,-0.0,-1.9667494591779504,-0.0,-2.713644740004807,-2.331784312154475,0.0
2019-01-28,1.0,-0.0,-1.9477995502730485,-0.0,-2.746867973016383,-2.3361708962415673,0.0
2019-01-29,1.0,-0.0,-1.9471401028277637,-0.0,-2.740841902313625,-2.3453566838046274,0.0
2019-01-30,1.0,-0.0,-1.945585874799358,-0.0,-2.7376404494382025,-2.3423756019261637,0.0
2019-01-31,1.0,-0.0,-1.9752638788171784,-0.0,-2.6864877930867777,-2.3955362178712436,0.0
2019-02-01,1.0,-0.0,-1.9690721649484535,-0.0,-2.7004671391752573,-2.3845844072164946,0.0
2019-02-04,1.0,-0.0,-1.9655505473277526,-0.0,-2.7034771410173857,-2.379909851899549,0.0
2019-02-05,1.0,-0.0,-1.9430553315050814,-0.0,-2.6970479109533794,-2.4257138248104533,0.0
2019-02-06,1.0,-0.0,-1.9494689411007402,-0.0,-2.6839394914708725,-2.412938525909237,0.0
2019-02-07,1.0,-0.0,-1.9563322302042134,-0.0,-2.7103882476390346,-2.404956009363145,0.0
2019-02-08,1.0,-0.0,-1.9635936106381253,-0.0,-2.744101191924106,-2.400632449525663,0.0
2019-02-11,1.0,-0.0,-1.937408193243023,-0.0,-2.760404765790762,-2.462787661171862,0.0
2019-02-12,1.0,-0.0,-1.9300089627637904,-0.0,-2.776827181618186,-2.441130937831011,0.0
2019-02-13,1.0,-0.0,-1.960297969875573,-0.0,-2.7864276358873608,-2.4391781270464965,0.0
2019-02-14,1.0,-0.0,-1.897507379468678,-0.0,-2.8391275828140374,-2.462774680223024,0.0
2019-02-15,1.0,-0.0,-1.9359881520487083,-0.0,-2.833223630080632,-2.458532170478855,0.0
2019-02-19,1.0,-0.0,-1.9177563944403322,-0.0,-2.848671765770211,-2.45793239575623,0.0
2019-02-20,1.0,-0.0,-1.9456709068526878,-0.0,-2.819778416085351,-2.44136233073451,0.0
2019-02-21,1.0,-0.0,-1.9711624867249407,-0.0,-2.7965035536312395,-2.4016011763744793,0.0
2019-02-22,1.0,-0.0,-1.8428581802338249,-0.0,-2.3835596543460893,-2.035218938348704,0.0
2019-02-25,1.0,-0.0,-1.77845113099852,-0.0,-2.316750052850398,-1.9515185681065463,0.0
2019-02-26,1.0,-0.0,-1.7867362041017694,-0.0,-2.314328000563817,-1.946648812460357,0.0
2019-02-27,1.0,-0.0,-1.7782745371987427,-0.0,-2.3168704156479216,-1.8905344044708348,0.0
2019-02-28,1.0,-0.0,-1.772472696723607,-0.0,-2.316507980957715,-1.9118594231307757,0.0
2019-03-01,1.0,-0.0,-1.9935856826100726,-0.0,-2.73788406715236,-2.1874406081723152,0.0
2019-03-04,1.0,-0.0,-1.9961980198019804,-0.0,-2.7327524752475245,-2.191762376237624,0.0
2019-03-05,1.0,-0.0,-1.9636003172085648,-0.0,-2.7705789056304524,-2.1961141950832674,0.0
2019-03-06,1.0,-0.0,-1.952618651453926,-0.0,-2.7803660565723796,-2.190238491403217,0.0
2019-03-07,1.0,-0.0,-1.8884333359615233,-0.0,-2.8194433493652924,-2.176614365686352,0.0
2019-03-08,1.0,-0.0,-1.8633288227334237,-0.0,-2.904163018387328,-2.192310753800844,0.0
2019-03-11,1.0,-0.0,-1.8698072114221183,-0.0,-2.9167540534000165,-2.279906428974752,0.0
2019-03-12,1.0,-0.0,-1.8071256139182552,-0.0,-3.053442104386914,-2.4638308499125947,0.0
2019-03-13,1.0,-0.0,-1.8557457212713937,-0.0,-3.0846471629710814,-2.4905994435545065,0.0
2019-03-14,1.0,-0.0,-1.8570949627022042,-0.0,-3.051043500125723,-2.47347246668343,0.0
2019-03-15,1.0,-0.0,-1.8454989885367499,-0.0,-3.0720667565745114,-2.511294672960216,0.0
2019-03-18,1.0,-0.0,-1.9133511694139984,-0.0,-3.141106412358678,-2.5758177267627516,0.0
2019-03-19,1.0,-0.0,-1.9292358515169958,-0.0,-3.149352342867078,-2.6147961401373556,0.0
2019-03-20,1.0,-0.0,-1.9431630255026546,-0.0,-3.136478370615371,-2.6244233614761945,0.0
2019-03-21,1.0,-0.0,-1.9494587988826817,-0.0,-3.206616620111732,-2.572974860335196,0.0
2019-03-22,1.0,-0.0,-1.9818785323405401,-0.0,-3.362160222481385,-2.6269848389701265,0.0
2019-03-25,1.0,-0.0,-1.7937702336162393,-0.0,-3.371248578178318,-2.584653075509668,0.0
2019-03-26,1.0,-0.0,-1.8084216148847145,-0.0,-3.4233953529778334,-2.670435324490341,0.0
2019-03-27,1.0,-0.0,-1.7924176507147298,-0.0,-3.4256414809553406,-2.660570007990766,0.0
2019-03-28,1.0,-0.0,-1.7933979891449416,-0.0,-3.4269952842779605,-2.6771065041373787,0.0
2019-03-29,1.0,-0.0,-1.7893753336892686,-0.0,-3.4283680370172633,-2.6806371240434244,0.0
2019-04-01,1.0,-0.0,-1.826892109500805,-0.0,-3.443728752907497,-2.675523349436393,0.0
2019-04-02,1.0,-0.0,-1.8556278406559128,-0.0,-3.456198199803939,-2.6000356474467514,0.0
2019-04-03,1.0,-0.0,-1.860882036572248,-0.0,-3.5015238436715665,-2.6012907852276803,0.0
2019-04-04,1.0,-0.0,-1.84837383845604,-0.0,-3.478824160114367,-2.607844889206576,0.0
2019-04-05,1.0,-0.0,-1.842761093679964,-0.0,-3.4940385477364413,-2.627790228597042,0.0
2019-04-08,1.0,-0.0,-1.8293970298801217,-0.0,-3.4913222401145103,-2.6254249418500626,0.0
2019-04-09,1.0,-0.0,-1.8188444924406049,-0.0,-3.5513858891288694,-2.629139668826494,0.0
2019-04-10,1.0,-0.0,-1.78666427030913,-0.0,-3.577821710999281,-2.621764917325665,0.0
2019-04-11,1.0,-0.0,-1.7558369252873565,-0.0,-3.6216774425287355,-2.6023706896551726,0.0
2019-04-12,1.0,-0.0,-1.7578090038485634,-0.0,-3.60073391210955,-2.5916047614785644,0.0
2019-04-15,1.0,-0.0,-1.7626267157082622,-0.0,-3.6032116264465777,-2.6050955414012735,0.0
2019-04-16,1.0,-0.0,-1.8090582049626416,-0.0,-3.705377732681487,-2.7098976109215016,0.0
2019-04-17,1.0,-0.0,-1.771012085985792,-0.0,-3.752191161546268,-2.7027401051757542,0.0
2019-04-18,1.0,-0.0,-1.7829763765051936,-0.0,-3.7406011581946874,-2.66835187057634,0.0
2019-04-22,1.0,-0.0,-1.7833104080696929,-0.0,-3.7246217331499314,-2.662173314993123,0.0
2019-04-23,1.0,-0.0,-1.7684026499815975,-0.0,-3.7600294442399704,-2.6728008833271995,0.0
2019-04-24,1.0,-0.0,-1.753437213565536,-0.0,-3.7437213565536207,-2.668744271310724,0.0
2019-04-25,1.0,-0.0,-1.7492641648270786,-0.0,-3.7652685798381165,-2.6834069168506254,0.0
2019-04-26,1.0,-0.0,-1.7424270240499358,-0.0,-3.7865797686800073,-2.6503579952267304,0.0
2019-04-29,1.0,-0.0,-1.735345381157692,-0.0,-3.7867168149711037,-2.6514081276947072,0.0
2019-04-30,1.0,-0.0,-1.7255387436955527,-0.0,-3.789912883998166,-2.654562127464466,0.0
2019-05-01,1.0,-0.0,-1.7522714630076024,-0.0,-3.8583348785462634,-2.660671240496941,0.0
2019-05-02,1.0,-0.0,-1.757396995114757,-0.0,-3.787445847543552,-2.672596552677666,0.0
2019-05-03,1.0,-0.0,-1.7542567878508974,-0.0,-3.782420616658997,-2.6671882190520018,0.0
2019-05-06,1.0,-0.0,-1.6664832645575425,-0.0,-3.801100412654746,-2.7024300779458965,0.0
2019-05-07,1.0,-0.0,-1.7046948791554775,-0.0,-3.8269284192980835,-2.7284933790165757,0.0
2019-05-08,1.0,-0.0,-1.682866782164676,-0.03118446247834412,-3.717789732834868,-2.686422905078873,0.0
2019-05-09,1.0,-0.0,-1.6775487871603139,-0.0406711654203903,-3.7269742841510127,-2.6739011490060185,0.0
2019-05-10,1.0,-0.0,-1.6874194142567691,-0.05000920979922638,-3.7807146804199667,-2.6916559219009026,0.0
2019-05-13,1.0,-0.0,-1.705751391465677,-0.02523191094619666,-3.8139146567717996,-2.7315398886827458,0.0
2019-05-14,1.0,-0.0,-1.544449478930675,-0.2196647032170367,-3.673493429995469,-2.624467603081105,0.0
2019-05-15,1.0,-0.0,-1.5514959202175884,-0.25593834995466913,-3.6869446962828647,-2.571804170444243,0.0
2019-05-16,1.0,-0.0,-1.5624601366742596,-0.2667881548974943,-3.6902961275626422,-2.5919817767653757,0.0
2019-05-17,1.0,-0.0,-1.5747021081576535,-0.2514207149404216,-3.6855178735105407,-2.654262144821265,0.0
2019-05-20,1.0,-0.0,-1.540644452581472,-0.2790186744782131,-3.68006224826071,-2.6544306114976197,0.0
2019-05-21,1.0,-0.0,-1.540184694157447,-0.27987565145835236,-3.673493645423791,-2.649721130108805,0.0
2019-05-22,1.0,-0.0,-1.5073313782991202,-0.3189149560117302,-3.690432551319648,-2.647635630498534,0.0
2019-05-23,1.0,-0.0,-1.4975770320928956,-0.3436957118039682,-3.6867513943494563,-2.615250982902076,0.0
2019-05-24,1.0,-0.0,-1.4074617288477405,-0.4025116875973966,-3.704830873590613,-2.6519387661563845,0.0
2019-05-28,1.0,-0.0,-1.3943029858948526,-0.40135555962630515,-3.7060816999450448,-2.6574464187580142,0.0
2019-05-29,1.0,-0.0,-1.3851918735891646,-0.39990970654627545,-3.6547178329571106,-2.5895259593679456,0.0
2019-05-30,1.0,-0.0,-1.3788613505747125,-0.384069683908046,-3.6358656609195403,-2.5810883620689657,0.0
2019-05-31,1.0,-0.0,-1.394055694394859,-0.3863798643341664,-3.6045162441985004,-2.5403427347375938,0.0
2019-06-03,1.0,-0.0,-1.397091425024386,-0.44533120510774143,-3.588277024031214,-2.4369069788064204,0.0
2019-06-04,1.0,-0.0,-1.3856041131105399,-0.44925095292970485,-3.597730697633189,-2.4318766066838045,0.0
2019-06-05,1.0,-0.0,-1.3432769761883685,-0.5360715234132956,-3.673895724528636,-2.2986633619545014,0.0
2019-06-06,1.0,-0.0,-1.351711362032463,-0.4789167254763585,-3.6485532815808046,-2.3422724064925897,0.0
2019-06-07,1.0,-0.0,-1.4032415197945267,-0.48224249402178726,-3.6287308475777165,-2.3423965990611992,0.0
2019-06-10,1.0,-0.0,-1.3958720878731508,-0.4643458233678802,-3.654796704756843,-2.343254495526619,0.0
2019-06-11,1.0,-0.0,-1.400250380041134,-0.5101493338102476,-3.6733434677635697,-2.3584011445944735,0.0
2019-06-12,1.0,-0.0,-1.398069532576638,-0.5105907587809455,-3.668603092322817,-2.3601751720439714,0.0
2019-06-13,1.0,-0.0,-1.432914798206278,-0.5444843049327354,-3.648789237668161,-2.3423318385650225,0.0
2019-06-14,1.0,-0.0,-1.4218861846814603,-0.5677344309234074,-3.6445060844667143,-2.3137079455977094,0.0
2019-06-17,1.0,-0.0,-1.4129735525375267,-0.5716583273766975,-3.6485882773409575,-2.301733380986419,0.0
2019-06-18,1.0,-0.0,-1.377529721390326,-0.593792540157909,-3.725383428623287,-2.3784372447590525,0.0
2019-06-19,1.0,-0.0,-1.3595810005418096,-0.6192884233339353,-3.7111251580278126,-2.3400758533501893,0.0
2019-06-20,1.0,-0.0,-1.3901470720923939,-0.6105747541279437,-3.6915095190832807,-2.3305964089145537,0.0
2019-06-21,1.0,-0.0,-1.3894690653795525,-0.5905221588415972,-3.5584028082492325,-2.237384817902589,0.0
2019-06-24,1.0,-0.0,-1.2907910473261577,-0.5819237997608064,-3.4219203827097213,-2.24790705621049,0.0
2019-06-25,1.0,-0.0,-1.260204953031597,-0.5901793339026473,-3.4350982066609737,-2.2542271562766865,0.0
2019-06-26,1.0,-0.0,-1.2611006343219613,-0.5542602434424824,-3.4056231784673408,-2.3509343391050916,0.0
2019-06-27,1.0,-0.0,-1.25,-0.5461325008671521,-3.44190079778009,-2.433576135969476,0.0
2019-06-28,1.0,-0.0,-1.181644359464627,-0.5691812967147576,-3.493742395272032,-2.4465496262819397,0.0
2019-07-01,1.0,-0.0,-1.1560789084904841,-0.5872077865646997,-3.5215955505344567,-2.425480142521943,0.0
2019-07-02,1.0,-0.0,-1.1697279500953042,-0.5750303240339629,-3.5032056835903655,-2.4159591058741987,0.0
2019-07-03,1.0,-0.0,-1.165973665973666,-0.5784823284823285,-3.5043312543312544,-2.413721413721414,0.0
2019-07-05,1.0,-0.0,-1.1315675582099889,-0.5848697308058514,-3.508958712022851,-2.4303644075132,0.0
2019-07-08,1.0,-0.0,-1.1313192520775623,-0.5823234072022161,-3.5089162049861495,-2.4340373961218837,0.0
2019-07-09,1.0,-0.0,-1.1257888821647792,-0.5775049710382986,-3.511022737096914,-2.4309674072793293,0.0
2019-07-10,1.0,-0.0,-1.0716497505590916,-0.5657147772234646,-3.5332874591432994,-2.4308446585239976,0.0
2019-07-11,1.0,-0.0,-1.066597742741449,-0.578444042388214,-3.5410528129576977,-2.4293098991987594,0.0
2019-07-12,1.0,-0.0,-1.1223613909082948,-0.5835158097573794,-3.6047998598581064,-2.448191293684856,0.0
2019-07-15,1.0,-0.0,-1.1227364185110664,-0.6039716560230951,-3.603709211792494,-2.4177237337065876,0.0
2019-07-16,1.0,-0.0,-1.130217904961932,-0.635337358886847,-3.595606895948193,-2.3901286426883694,0.0
2019-07-17,1.0,-0.0,-1.1284500131429072,-0.639621484272321,-3.600105143257689,-2.39376150004381,0.0
2019-07-18,1.0,-0.0,-1.1281736998774294,-0.6464717212397129,-3.601383295394852,-2.37900542812117,0.0
2019-07-19,1.0,-0.0,-1.137879454465464,-0.6524417069951605,-3.6263968323801143,-2.382226132864056,0.0
2019-07-22,1.0,-0.0,-1.0716208004167027,-0.6142894348467749,-3.585207049223023,-2.410191856932025,0.0
2019-07-23,1.0,-0.0,-1.0822322670375522,-0.6117002781641169,-3.5858831710709316,-2.4128998609179413,0.0
2019-07-24,1.0,-0.0,-1.0801318185760125,-0.6173792385742781,-3.5764461018125053,-2.3984043014482697,0.0
2019-07-25,1.0,-0.0,-1.0510759657765103,-0.6272577996715929,-3.5900095065249333,-2.3741249675913925,0.0
2019-07-26,1.0,-0.0,-1.0516079501834001,-0.6254371747846114,-3.5289601637806025,-2.3242344109869486,0.0
2019-07-29,1.0,-0.0,-1.011731701096659,-0.6219501827765026,-3.5190852673637676,-2.348465527501488,0.0
2019-07-30,1.0,-0.0,-1.0093291493512,-0.6275125095411754,-3.4964803663811383,-2.3477228394538208,0.0
2019-07-31,1.0,-0.0,-1.0559919772689286,-0.6067190372722714,-3.4074043122179507,-2.286979776032091,0.0
2019-08-01,1.0,-0.0,-1.094768510780545,-0.5802273107136888,-3.4122513789069027,-2.2697643322747787,0.0
2019-08-02,1.0,-0.0,-1.066141995981246,-0.6192230408573342,-3.418452779638312,-2.2685030140656397,0.0
2019-08-05,1.0,-0.0,-1.0617428356587852,-0.6099089314061324,-3.4179964909349154,-2.2651850614086393,0.0
2019-08-06,1.0,-0.0,-1.049995874927811,-0.5879052883425461,-3.3312432967576933,-2.280917416054781,0.0
2019-08-07,1.0,-0.0,-1.0625974239068012,-0.5493477725818361,-3.308803019115596,-2.283370251866437,0.0
2019-08-08,1.0,-0.0,-1.062771806022811,-0.5477968326905719,-3.310002461639452,-2.284893739230327,0.0
2019-08-09,1.0,-0.0,-1.0242345908393249,-0.525648275304952,-3.2534130382098714,-2.2749010420874063,0.0
2019-08-12,1.0,-0.0,-1.006228765571914,-0.5607506875910048,-3.2819932049830127,-2.240333279404627,0.0
2019-08-13,1.0,-0.0,-0.9782056534207292,-0.5667349446947971,-3.351659156083572,-2.296763621466612,0.0
2019-08-14,1.0,-0.0,-0.9969889322916666,-0.5535481770833333,-3.317545572916667,-2.2699381510416665,0.0
2019-08-15,1.0,-0.0,-1.029383960926422,-0.5638096738616669,-3.204427288482748,-2.080116590515204,0.0
2019-08-16,1.0,-0.0,-1.042094455852156,-0.560259042805244,-3.198783762438793,-2.096430263781393,0.0
2019-08-19,1.0,-0.0,-1.0002343566908833,-0.55784704319975,-3.188657136161237,-2.065073041168658,0.0
2019-08-20,1.0,-0.0,-0.9982921906536252,-0.572193758733116,-3.163095792578792,-2.0291880142834966,0.0
2019-08-21,1.0,-0.0,-1.0157498642253084,-0.557607262006362,-3.170920940336721,-2.014198153464194,0.0
2019-08-22,1.0,-0.0,-1.0187408038410903,-0.5523116239448618,-3.1716100054208938,-2.001393944087354,0.0
2019-08-23,1.0,-0.0,-1.0090326565274454,-0.555006562186366,-3.1576468771713113,-1.9985331583416968,0.0
2019-08-26,1.0,-0.0,-0.9586071455548001,-0.5410529496185512,-3.1216859279401765,-1.9320945690762141,0.0
2019-08-27,1.0,-0.0,-0.9472142964409072,-0.5343144616308756,-3.1005406217149725,-1.9265655503829402,0.0
2019-08-28,1.0,-0.0,-0.9408505540581011,-0.5360886492961964,-3.0985324947589095,-1.911874812818209,0.0
2019-08-29,1.0,-0.0,-0.910875569157274,-0.5433305964021795,-3.1000970366499963,-1.9101291333880719,0.0
2019-08-30,1.0,-0.0,-0.8890539135600771,-0.552873904648745,-3.098990049012327,-1.8852665973563045,0.0
2019-09-03,1.0,-0.0,-0.8804924800943673,-0.5357564140371571,-3.0778531406664698,-1.8783544677086403,0.0
2019-09-04,1.0,-0.0,-0.8838241823294362,-0.5428444575995264,-3.092644664792067,-1.8804203048690247,0.0
2019-09-05,1.0,-0.0,-0.9373200442967885,-0.5556293835363603,-3.089479512735327,-1.8003691399040238,0.0
2019-09-06,1.0,-0.0,-0.9180159718660708,-0.5755000366327203,-3.084401787676753,-1.7486262729870319,0.0
2019-09-09,1.0,-0.0,-0.9199062888937698,-0.5764697269199796,-3.081338311735852,-1.7433926348927449,0.0
