Date,AUTL,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-02-20,1.0,-0.0,-3.7107859816264037,-0.012078938414426676,-6.3220483157536576,-5.967676080299421,0.0
2019-02-21,1.0,-0.0,-3.700136147038802,-0.031313818924438394,-6.319605173587474,-5.967324710687543,0.0
2019-02-22,1.0,-0.0,-3.6899303786721007,-0.04822550517914757,-6.301409407369672,-5.941246391577518,0.0
2019-02-25,1.0,-0.0,-3.667682410699171,-0.02488572879634332,-6.299813780260708,-5.936685288640596,0.0
2019-02-26,1.0,-0.0,-3.678662366321508,-0.03174333729417756,-6.3198098794771695,-5.945000848752334,0.0
2019-02-27,1.0,-0.0,-3.6764556102529284,-0.0271600746902054,-6.324053641147513,-5.947377355287728,0.0
2019-02-28,1.0,-0.0,-3.719385140905209,-0.004611443210930828,-6.38736122971819,-5.967890691716482,0.0
2019-03-01,1.0,-0.0,-3.7132378027976802,-0.006653019447287615,-6.383657454793585,-5.955475946775844,0.0
2019-03-04,1.0,-0.0,-3.679325613079019,-0.02026566757493188,-6.364952316076295,-5.965258855585831,0.0
2019-03-05,1.0,-0.0,-3.655734919286321,-0.010195412064570942,-6.378589634664401,-5.947833474936279,0.0
2019-03-06,1.0,-0.0,-3.6523071683977526,-0.020943299846756344,-6.403371360463137,-5.950280946705261,0.0
2019-03-07,1.0,-0.0,-3.508543393672813,-0.08255794281847402,-6.436136017594316,-5.890204703095923,0.0
2019-03-08,1.0,-0.0,-3.5228123935989104,-0.10333673816819884,-6.471058903643173,-5.927136533878107,0.0
2019-03-11,1.0,-0.0,-3.527421834956433,-0.09328549461814453,-6.510165726977618,-5.9542115154621555,0.0
2019-03-12,1.0,-0.0,-3.4961964038727524,-0.14955048409405255,-6.5987206085753805,-6.044778699861687,0.0
2019-03-13,1.0,-0.0,-3.530076495132128,-0.1385605006954103,-6.63317107093185,-6.083449235048679,0.0
2019-03-14,1.0,-0.0,-3.5263431542461006,-0.1360485268630849,-6.607105719237435,-6.061525129982669,0.0
2019-03-15,1.0,-0.0,-3.5234713320630524,-0.13978867140135115,-6.602459726312143,-6.05629655291876,0.0
2019-03-18,1.0,-0.0,-3.5410745233968806,-0.13847487001733103,-6.605892547660312,-6.045407279029463,0.0
2019-03-19,1.0,-0.0,-3.5209560096986494,-0.16383789400762036,-6.601143055074472,-6.0330793210945615,0.0
2019-03-20,1.0,-0.0,-3.5143747835122965,-0.16937997921718048,-6.600103914097679,-6.035157603048147,0.0
2019-03-21,1.0,-0.0,-3.4897431477331495,-0.1923806240303396,-6.60730908464058,-5.948974314773316,0.0
2019-03-22,1.0,-0.0,-3.4388746803069057,-0.21346973572037511,-6.558397271952259,-5.839727195225917,0.0
2019-03-25,1.0,-0.0,-2.9578563132570106,-0.5155135224821636,-6.431060228969637,-5.687738510038161,0.0
2019-03-26,1.0,-0.0,-2.965826144658261,-0.5187458526874585,-6.426841406768414,-5.678002654280027,0.0
2019-03-27,1.0,-0.0,-2.9295612009237875,-0.499670075882547,-6.416859122401847,-5.650280435499835,0.0
2019-03-28,1.0,-0.0,-2.9614297589359935,-0.4899418121363258,-6.471321695760598,-5.702410640066501,0.0
2019-03-29,1.0,-0.0,-2.9709612817089455,-0.45477303070761016,-6.527703604806408,-5.735647530040053,0.0
2019-04-01,1.0,-0.0,-2.9750664893617023,-0.4461436170212766,-6.50814494680851,-5.692985372340426,0.0
2019-04-02,1.0,-0.0,-3.002009040683074,-0.6043864054913779,-6.544115184999163,-5.591662481165244,0.0
2019-04-03,1.0,-0.0,-3.001338912133891,-0.6051882845188284,-6.543933054393306,-5.585941422594143,0.0
2019-04-04,1.0,-0.0,-2.991642988467324,-0.6107304028079559,-6.542537188701321,-5.569112485375229,0.0
2019-04-05,1.0,-0.0,-2.9801236011357943,-0.6372139635877736,-6.53766494070486,-5.54785368297979,0.0
2019-04-08,1.0,-0.0,-2.9499248873309964,-0.6523118010348856,-6.5423134702053085,-5.547154064429979,0.0
2019-04-09,1.0,-0.0,-2.9502587214154565,-0.6543148055416458,-6.540477382740779,-5.546653313303288,0.0
2019-04-10,1.0,-0.0,-2.9547055863110216,-0.6061063579936252,-6.616339540345579,-5.598557289045463,0.0
2019-04-11,1.0,-0.0,-2.8878584921861585,-0.6491499227202473,-6.874119869483085,-5.762150094453031,0.0
2019-04-12,1.0,-0.0,-2.8949094046591886,-0.6293356341673857,-6.925280414150129,-5.80655737704918,0.0
2019-04-15,1.0,-0.0,-2.8932139166379605,-0.6381329658973476,-6.892697209782983,-5.799517740268688,0.0
2019-04-16,1.0,-0.0,-2.8951668984700976,-0.6507301808066759,-6.9836578581363,-5.855702364394993,0.0
2019-04-17,1.0,-0.0,-2.8968406353639375,-0.7002967359050446,-7.024611625065456,-5.833304241577936,0.0
2019-04-18,1.0,-0.0,-2.8923023215220804,-0.6915692092860883,-7.033164601152033,-5.837842555419795,0.0
2019-04-22,1.0,-0.0,-2.890013966480447,-0.6918645251396648,-7.035963687150838,-5.840432960893855,0.0
2019-04-23,1.0,-0.0,-2.8889858614068773,-0.6955838715308081,-7.0361319602024786,-5.834351544772211,0.0
2019-04-24,1.0,-0.0,-2.8110897323771207,-0.7229316074864439,-7.059296834003848,-5.8981983557810045,0.0
2019-04-25,1.0,-0.0,-2.840224246671338,-0.7361597757533287,-7.061492641906097,-5.881219341275403,0.0
2019-04-26,1.0,-0.0,-2.812729498164015,-0.7730372442734744,-7.063647490820074,-5.8361601678615145,0.0
2019-04-29,1.0,-0.0,-2.7904296192804754,-0.7637093957387355,-7.0593782745372,-5.8506811037373385,0.0
2019-04-30,1.0,-0.0,-2.779272981475009,-0.7797972736805313,-7.067633694512408,-5.849877665152046,0.0
2019-05-01,1.0,-0.0,-2.7922713761147056,-0.770764119601329,-7.07483825843679,-5.847875502710265,0.0
2019-05-02,1.0,-0.0,-2.788023317435082,-0.7670022964140611,-7.1522699169758,-5.957428016251545,0.0
2019-05-03,1.0,-0.0,-2.7744107744107747,-0.759525075314549,-7.197944355839092,-5.989190147084884,0.0
2019-05-06,1.0,-0.0,-2.648327939590075,-0.8520316432937792,-7.353469974829197,-6.1254944264653,0.0
2019-05-07,1.0,-0.0,-2.6683444184792378,-0.8617652345856553,-7.335250763976272,-6.110551860506921,0.0
2019-05-08,1.0,-0.0,-2.6314940881404514,-0.9922966678609817,-7.1995700465782875,-6.0913651021139374,0.0
2019-05-09,1.0,-0.0,-2.6347951114306256,-0.9766355140186915,-7.236879942487419,-6.124370956146657,0.0
2019-05-10,1.0,-0.0,-2.629489942528736,-0.970905172413793,-7.239224137931035,-6.119971264367816,0.0
2019-05-13,1.0,-0.0,-2.6264130629822358,-0.9599856450744662,-7.238471200430647,-6.118607572223219,0.0
2019-05-14,1.0,-0.0,-2.3662851196670136,-1.2757544224765869,-6.89091224419008,-5.810267082899757,0.0
2019-05-15,1.0,-0.0,-2.3141433235951197,-1.2904279085753567,-6.846193504038495,-5.734318611445265,0.0
2019-05-16,1.0,-0.0,-2.319079512278894,-1.2946934569809376,-6.82654988837369,-5.733127253992788,0.0
2019-05-17,1.0,-0.0,-2.339550949913644,-1.2671848013816926,-6.839723661485319,-5.824697754749568,0.0
2019-05-20,1.0,-0.0,-2.281067125645439,-1.2994836488812391,-6.820998278829604,-5.810154905335628,0.0
2019-05-21,1.0,-0.0,-2.269389155799588,-1.309025394646534,-6.790322580645161,-5.789636238846946,0.0
2019-05-22,1.0,-0.0,-2.2182254196642686,-1.3626241863651936,-6.790167865707434,-5.758136348064406,0.0
2019-05-23,1.0,-0.0,-2.1977439753888226,-1.4146299777815758,-6.786190394804308,-5.692531191249358,0.0
2019-05-24,1.0,-0.0,-2.074387151310228,-1.4610312764158917,-6.716990701606086,-5.653761622992392,0.0
