Date,IWF,IWM,MTUM,PENN,SPY,VLUE,VXX
2018-09-24,-0.6015426308109234,-0.9601417552637064,-0.16768813841984573,1.0,-0.7759432978945173,-0.6639566395663956,0.0
2018-09-25,-0.6006348410809005,-0.9639142964540784,-0.16472455414943826,1.0,-0.7791838950841582,-0.6681284717871612,0.0
2018-09-26,-0.6041518436362114,-0.9691541455656468,-0.16992424559494412,1.0,-0.779893692713347,-0.6621604654082786,0.0
2018-09-27,-0.6064394731340162,-0.9618231235626176,-0.1719422956303575,1.0,-0.7795943968220782,-0.6616349571398704,0.0
2018-09-28,-0.6113229686124964,-0.9615304027155009,-0.17193982315718895,1.0,-0.7820475212672338,-0.6637472237354901,0.0
2018-10-01,-0.6115906805229635,-0.9609453570231311,-0.1721421387864566,1.0,-0.7820985584981562,-0.6636775058665773,0.0
2018-10-02,-0.6116651303109025,-0.9591888041565407,-0.17321712897008296,1.0,-0.782074918293807,-0.663957093773569,0.0
2018-10-03,-0.615112160566706,-0.9436245572609208,-0.16916849384381852,1.0,-0.8001349300050599,-0.6885225164445943,0.0
2018-10-04,-0.6157801567900194,-0.9412880384388435,-0.16977155862766585,1.0,-0.8007670909550704,-0.6871364747534351,0.0
2018-10-05,-0.6131896805689996,-0.9417112074407643,-0.16198813181263416,1.0,-0.8035015361306344,-0.6881865241361896,0.0
2018-10-08,-0.6414854993219894,-0.9999562573815668,-0.17225843138970298,1.0,-0.833734307335637,-0.7268273478850444,0.0
2018-10-09,-0.6622828453370063,-1.0204380859288222,-0.19593904118718622,1.0,-0.8397387479450837,-0.7246634380414982,0.0
2018-10-10,-0.6662811902326201,-1.0193034737357114,-0.19957301071921008,1.0,-0.8429035271093716,-0.719743806431526,0.0
2018-10-11,-0.6030578075431794,-1.063227000352485,-0.07794324991187875,1.0,-0.8667166020444131,-0.7951621431089179,0.0
2018-10-12,-0.6136156153545189,-1.0534712863539537,-0.07133852106247011,1.0,-0.8428465852280137,-0.7659870451680215,0.0
2018-10-15,-0.6233522479266695,-1.0480139676996945,-0.07704059362723702,1.0,-0.8483631601920559,-0.768136185072021,0.0
2018-10-16,-0.6367204727882155,-1.036958631031137,-0.09539560730351945,1.0,-0.8604569109993826,-0.7808062097556673,0.0
2018-10-17,-0.616725191832488,-0.9892487102787533,-0.07508562014999783,1.0,-0.8591494342567304,-0.7949885117267091,0.0
2018-10-18,-0.6152540159331331,-0.9888555134735101,-0.07770667363197076,1.0,-0.8707936093335076,-0.8007052370380044,0.0
2018-10-19,-0.6013776969066805,-0.977341651503336,-0.058183866216099125,1.0,-0.8860150766831297,-0.8095052421800537,0.0
2018-10-22,-0.6022157742020575,-1.0183768574694452,-0.07970632199067969,1.0,-0.8849907676074915,-0.8110876637650576,0.0
2018-10-23,-0.6024803307107613,-1.0364048539805308,-0.062230519624838866,1.0,-0.9117660132462105,-0.8321109481264168,0.0
2018-10-24,-0.60848501313049,-1.0744815720365841,-0.06787104953364122,1.0,-0.9308611790274381,-0.8460110477225391,0.0
2018-10-25,-0.5711159737417943,-1.014135667396061,-0.062188183807439824,1.0,-0.9261706783369803,-0.8027571115973742,0.0
2018-10-26,-0.5591546856054046,-0.9992638143079856,-0.05140308331889833,1.0,-0.9278538021825742,-0.7928286852589641,0.0
2018-10-29,-0.5569883167459974,-1.002206836867157,-0.04482907832107313,1.0,-0.9293812202509736,-0.7937256598874947,0.0
2018-10-30,-0.5759791122715405,-1.0075282854656222,-0.0540905134899913,1.0,-0.9328546562228024,-0.781201044386423,0.0
2018-10-31,-0.576236680239106,-0.9954517889630078,-0.05579138872043663,1.0,-0.9283115307978861,-0.7757948540240839,0.0
2018-11-01,-0.5832826747720364,-0.9903169778549717,-0.06178897090751194,1.0,-0.9298306556665219,-0.7769431176726009,0.0
2018-11-02,-0.6047581835547452,-0.945906051923244,-0.045237475036901974,1.0,-0.9644872796735261,-0.7810627767647825,0.0
2018-11-05,-0.6082797008175335,-0.9402504783440598,-0.04474691250652288,1.0,-0.966124543398852,-0.7892242129065925,0.0
2018-11-06,-0.638698328935796,-0.9762532981530343,-0.027220756376429203,1.0,-0.9717238346525946,-0.7836411609498681,0.0
2018-11-07,-0.6357086372023548,-0.9752657938669713,-0.03193919690712591,1.0,-0.968456198928038,-0.781917230471839,0.0
2018-11-08,-0.6097145849698874,-0.9869948503098542,-0.0,1.0,-0.9673562014488958,-0.8000785545954437,0.0
2018-11-09,-0.6129894017692915,-0.9917666637470439,-0.0,1.0,-0.9697381098362091,-0.8049400017517737,0.0
2018-11-12,-0.6120595555167445,-0.9823603894686285,-0.0,1.0,-0.9703968912369558,-0.8014233943151552,0.0
2018-11-13,-0.5928716816075527,-0.975228443982504,-0.0,1.0,-0.969208782642588,-0.7934260101338184,0.0
2018-11-14,-0.5923310225303293,-0.9763431542461005,-0.0,1.0,-0.9698006932409012,-0.7942807625649914,0.0
2018-11-15,-0.6034156452775775,-1.0454668348954577,-0.0,1.0,-1.0505587599134822,-0.8066870944484499,0.0
2018-11-16,-0.5974650546091959,-1.0321812216279382,-0.0,1.0,-1.049440424288732,-0.8154973257225043,0.0
2018-11-19,-0.5983551301065121,-1.0317738528605456,-0.0,1.0,-1.048851737000584,-0.8151993168846343,0.0
2018-11-20,-0.545750904300451,-1.0204974768900996,-0.0,1.0,-1.056490867681865,-0.8428973339882999,0.0
2018-11-21,-0.553069166814081,-1.0100831416946754,-0.0,1.0,-1.0514770918096585,-0.8078011675216699,0.0
2018-11-23,-0.5531519575315196,-1.011413404114134,-0.0,1.0,-1.0512276045122761,-0.8080070780800708,0.0
2018-11-26,-0.5528724956879395,-1.0122064481889346,-0.0,1.0,-1.0504179381716863,-0.8071734996240768,0.0
2018-11-27,-0.5512044198895028,-1.0122872928176796,-0.0,1.0,-1.050342541436464,-0.8060552486187845,0.0
2018-11-28,-0.5539829271529036,-1.0033614932106683,-0.0,1.0,-1.0558184793666239,-0.8098102525542925,0.0
2018-11-29,-0.5200541768612373,-0.98628102062216,-0.0,1.0,-1.0493708493533729,-0.8133519748339741,0.0
2018-11-30,-0.5195979899497487,-0.9865414026655014,-0.0,1.0,-1.0496831986017041,-0.8138081712912387,0.0
2018-12-03,-0.5149779157738226,-0.990554073555779,-0.0,1.0,-1.0522149822888878,-0.8154108540691826,0.0
2018-12-04,-0.510780377094972,-0.9909217877094972,-0.0,1.0,-1.0497555865921788,-0.8130673882681565,0.0
2018-12-06,-0.5056480380499405,-0.9069560047562426,-0.0,1.0,-1.0577543740445048,-0.7763291999320537,0.0
2018-12-07,-0.5224390452196934,-0.9120799350954354,-0.0,1.0,-1.0652034672701651,-0.7703147017379051,0.0
2018-12-10,-0.48640304504123494,-0.9212095580460986,-0.0,1.0,-1.0722774370902939,-0.7493338972298583,0.0
2018-12-11,-0.4940360375602741,-0.9187462989594789,-0.0,1.0,-1.0744014888757298,-0.7426190677607648,0.0
2018-12-12,-0.4885856395867874,-0.9270076095736088,-0.0,1.0,-1.0801343366067253,-0.7553883433235556,0.0
2018-12-13,-0.4900025634452705,-0.9375801076647015,-0.0,1.0,-1.0813893873365805,-0.7633940015380672,0.0
2018-12-14,-0.4909013242204186,-0.9360956856044426,-0.0,1.0,-1.0812900469884665,-0.7633917129431868,0.0
2018-12-17,-0.46611865922739465,-0.9380297286937263,-0.0,1.0,-1.0655479364538525,-0.789471442565697,0.0
2018-12-18,-0.45454929815660405,-0.9246152545239302,-0.0,1.0,-1.0603754439370878,-0.7884745476069677,0.0
2018-12-19,-0.44664634146341464,-0.9288617886178862,-0.0,1.0,-1.06664972899729,-0.7922594850948509,0.0
2018-12-20,-0.4497036373715407,-0.9420067374525607,-0.0,1.0,-1.0703168308387703,-0.8021406336616775,0.0
2018-12-21,-0.44625254928619984,-0.9403467029231815,-0.0,1.0,-1.0705302515295718,-0.791638341264446,0.0
2018-12-24,-0.43574025534793265,-0.927792339562019,-0.0,1.0,-1.0666272089287225,-0.7974126997547983,0.0
2018-12-26,-0.43763355260401393,-0.9405455231072193,-0.0,1.0,-1.0343989609083672,-0.7772656806469184,0.0
