Date,GSK,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.21664604598412207,-0.4886586246004742,-0.0,-0.4758995772760078,-0.3964068460666048,0.0
2018-09-25,1.0,-0.2175380730280619,-0.4881335841471899,-0.0,-0.4755069961604865,-0.3956760378282268,0.0
2018-09-26,1.0,-0.21874838909222125,-0.4893293468735502,-0.0,-0.4756172998608176,-0.39373163565132224,0.0
2018-09-27,1.0,-0.2222594357851346,-0.4833183047790802,-0.0,-0.47651681051140027,-0.3942547984026794,0.0
2018-09-28,1.0,-0.22134906729877357,-0.484334741832423,-0.0,-0.47645058229413584,-0.3943625682778522,0.0
2018-10-01,1.0,-0.223394921552436,-0.48371696944673825,-0.0,-0.4782978943022296,-0.3950763831544179,0.0
2018-10-02,1.0,-0.22369337979094076,-0.4839850303264937,-0.0,-0.47817782939734155,-0.3951219512195122,0.0
2018-10-03,1.0,-0.2231023272614686,-0.4776304246865164,-0.0,-0.4802879405542082,-0.3990918004024976,0.0
2018-10-04,1.0,-0.22321152059461133,-0.4780633839165892,-0.0,-0.48007639103953753,-0.39942706720346854,0.0
2018-10-05,1.0,-0.21488962557500066,-0.4729781820985275,-0.0,-0.4813815434430653,-0.40061162079510704,0.0
2018-10-08,1.0,-0.21389880111929763,-0.47182501989577186,-0.0,-0.4814776782276076,-0.3999948656072703,0.0
2018-10-09,1.0,-0.2201395504518654,-0.475089471922552,-0.0,-0.4817065320940292,-0.39777028244805474,0.0
2018-10-10,1.0,-0.22207059914003963,-0.47421406318391307,-0.0,-0.4830968871495146,-0.39532428744303405,0.0
2018-10-11,1.0,-0.17075792420757924,-0.4621037896210379,-0.0,-0.46665333466653336,-0.40023497650234974,0.0
2018-10-12,1.0,-0.16900641263710414,-0.4564609175765678,-0.0,-0.45960533808710285,-0.3908489935378444,0.0
2018-10-15,1.0,-0.1479522479547196,-0.4760621864109345,-0.0,-0.4560913517387973,-0.39153216836797744,0.0
2018-10-16,1.0,-0.14059165136248572,-0.49319998014592736,-0.0,-0.456370675534819,-0.39159676378617164,0.0
2018-10-17,1.0,-0.13342834676626697,-0.4791871436996265,-0.0,-0.4528454885000983,-0.39178297621387853,0.0
2018-10-18,1.0,-0.13321867321867323,-0.478943488943489,-0.0,-0.4530712530712531,-0.3917690417690418,0.0
2018-10-19,1.0,-0.12150535013527676,-0.4697881882662636,-0.0,-0.45511492431813194,-0.3909864235747191,0.0
2018-10-22,1.0,-0.12381070366699702,-0.4596878097125867,-0.0,-0.480029732408325,-0.41414767096134786,0.0
2018-10-23,1.0,-0.12210427104519074,-0.4604147031102733,-0.0,-0.482191576963143,-0.41557120888932986,0.0
2018-10-24,1.0,-0.12056192859443522,-0.4566784767473551,-0.0,-0.4831148881345853,-0.41730878818661576,0.0
2018-10-25,1.0,-0.1066971006750522,-0.4366227963673449,-0.0,-0.4817153125151765,-0.40323442280608035,0.0
2018-10-26,1.0,-0.09469733423154653,-0.4279424501972861,-0.0,-0.48594937927052256,-0.39731498412087385,0.0
2018-10-29,1.0,-0.0828185605516449,-0.43116410477421824,-0.0,-0.4809174926974094,-0.3993918498300053,0.0
2018-10-30,1.0,-0.07810143852174538,-0.43117355609277386,-0.0,-0.48105507551640775,-0.40321692716436486,0.0
2018-10-31,1.0,-0.0807545015580029,-0.4188768107323803,-0.0,-0.47919887728645844,-0.3997764087438453,0.0
2018-11-01,1.0,-0.05816976317107491,-0.44093586777647925,-0.0,-0.4821960933959789,-0.4036585656705383,0.0
2018-11-02,1.0,-0.059425011295270246,-0.4337859367940456,-0.0,-0.48300953558604615,-0.40173114878843363,0.0
2018-11-05,1.0,-0.06479311169576656,-0.4251375269074384,-0.0,-0.48605596747189667,-0.4157856972016264,0.0
2018-11-06,1.0,-0.05657270173399205,-0.4260147244018212,-0.0,-0.5031725273660758,-0.43599244405696014,0.0
2018-11-07,1.0,-0.055882566673933584,-0.4274398662887872,-0.0,-0.5025070852408983,-0.43647506237434297,0.0
2018-11-08,1.0,-0.052482715273412944,-0.4268239617076826,-0.0,-0.5016922109945365,-0.43644538993376203,0.0
2018-11-09,1.0,-0.0513484723768944,-0.42809761293758775,-0.0,-0.5044303491018254,-0.43707935893090594,0.0
2018-11-12,1.0,-0.05093820848005403,-0.41558535526506196,-0.0,-0.5100815204283441,-0.43521778978341613,0.0
2018-11-13,1.0,-0.03498828143683934,-0.41134548237432433,-0.0,-0.5123403644712298,-0.4328693738939111,0.0
2018-11-14,1.0,-0.036553837315076367,-0.41104514769952605,-0.0,-0.5133575908459808,-0.43290084741705365,0.0
2018-11-15,1.0,-0.03577157907338681,-0.41115766790374714,-0.0,-0.513707649946127,-0.43371243864479825,0.0
2018-11-16,1.0,-0.033276797018704764,-0.4047920498793626,-0.0,-0.5129356680442416,-0.4378538496452546,0.0
2018-11-19,1.0,-0.03506844079214544,-0.4042903896227993,-0.0,-0.5119562361147608,-0.43754329805785813,0.0
2018-11-20,1.0,-0.0,-0.39789453627399607,-0.0,-0.5204353832229791,-0.46344019435049777,0.0
2018-11-21,1.0,-0.0,-0.3937926636275598,-0.0,-0.5208210312492618,-0.4473864468431868,0.0
2018-11-23,1.0,-0.0,-0.3844755970924195,-0.0,-0.5262673463608043,-0.44928254507693766,0.0
2018-11-26,1.0,-0.0,-0.38810231724007743,-0.0,-0.524305063948275,-0.4473075652461183,0.0
2018-11-27,1.0,-0.0,-0.38967356818876175,-0.0,-0.5184131982797114,-0.4420342647646354,0.0
2018-11-28,1.0,-0.0,-0.39289996473492417,-0.0,-0.5168919713177383,-0.44123662865875163,0.0
2018-11-29,1.0,-0.0,-0.38560519371336494,-0.0,-0.5105205389878797,-0.43920039233086566,0.0
2018-11-30,1.0,-0.0,-0.38579900999346217,-0.0,-0.5114411132903708,-0.43765760717287755,0.0
2018-12-03,1.0,-0.0,-0.38659745604190043,-0.0,-0.5127431724653947,-0.4388327721661055,0.0
2018-12-04,1.0,-0.0,-0.47333434820114684,-0.0,-0.5687572943624093,-0.49507789110468364,0.0
2018-12-06,1.0,-0.0,-0.4246308095026423,-0.0,-0.5703314071220427,-0.4745394379414234,0.0
2018-12-07,1.0,-0.0,-0.42846134725329355,-0.0,-0.5731046482724335,-0.4841411881680338,0.0
2018-12-10,1.0,-0.0,-0.42596738087623925,-0.0,-0.5666281272293424,-0.46739317605962954,0.0
2018-12-11,1.0,-0.0,-0.4262771565101729,-0.0,-0.5747820089659589,-0.46211636041184295,0.0
2018-12-12,1.0,-0.0,-0.42700064099403384,-0.0,-0.5743060006903012,-0.4640550268724422,0.0
2018-12-13,1.0,-0.0,-0.42614588467225234,-0.0,-0.5746180384425825,-0.46350418925579107,0.0
2018-12-14,1.0,-0.0,-0.4152268750154044,-0.0,-0.5843541271288788,-0.4651122667783994,0.0
2018-12-17,1.0,-0.0,-0.4117112693346428,-0.0,-0.5745150994353058,-0.4689909157868893,0.0
2018-12-18,1.0,-0.0,-0.4039395640606312,-0.0,-0.5696502233395982,-0.4672801386414118,0.0
2018-12-19,1.0,-0.0,-0.4039494239406366,-0.0,-0.5696153095098614,-0.46734036321031047,0.0
2018-12-20,1.0,-0.0,-0.39225417214032016,-0.0,-0.5770203863182991,-0.46346032209409826,0.0
