Date,CRL,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.307122956125292,-0.5895646300621957,-0.11307798384600232,-0.41930036867137593,-0.385247516393212,0.0
2018-09-25,1.0,-0.30872464338969696,-0.5881045494190136,-0.11566271839743408,-0.41794446163801585,-0.3830290071181386,0.0
2018-09-26,1.0,-0.31386469057585703,-0.5965041294264057,-0.12198778142323793,-0.42004185993890714,-0.3759757891164159,0.0
2018-09-27,1.0,-0.3152911249293386,-0.5922837761447145,-0.12317693612210288,-0.4199265121537592,-0.37574901074053135,0.0
2018-09-28,1.0,-0.31977106590355303,-0.5915736385787953,-0.12271207570691904,-0.42196973989913306,-0.37734459114863717,0.0
2018-10-01,1.0,-0.31944680609873605,-0.5921895369268265,-0.12296661565493396,-0.4218386895652667,-0.3775718415235504,0.0
2018-10-02,1.0,-0.31923764145324596,-0.5980884313224992,-0.12141580872968603,-0.42088544768711533,-0.376527978672112,0.0
2018-10-03,1.0,-0.31894083293170417,-0.5929180959941032,-0.12074391177387805,-0.4226745669492246,-0.37975221841068246,0.0
2018-10-04,1.0,-0.31967236346115696,-0.5911912252359494,-0.12107813961397841,-0.4235184082986141,-0.3787659779497209,0.0
2018-10-05,1.0,-0.32357705095052713,-0.5978233070955642,-0.12062743315052145,-0.42317638032451477,-0.3764314739564093,0.0
2018-10-08,1.0,-0.32266212572725983,-0.59628210586065,-0.119029374201788,-0.4242372640840074,-0.37587625940116365,0.0
2018-10-09,1.0,-0.32509516504744046,-0.5969831259587524,-0.12368615419578434,-0.4223623657746719,-0.37262087381398784,0.0
2018-10-10,1.0,-0.3254856298988981,-0.5964159945473134,-0.12416221742587755,-0.42249801204134957,-0.3713506759059411,0.0
2018-10-11,1.0,-0.3101044320631632,-0.5958507153456338,-0.10294817593862866,-0.417280286698211,-0.3736316039980962,0.0
2018-10-12,1.0,-0.31401127120290945,-0.5927653313344994,-0.10102440243191473,-0.4071236223314178,-0.36126148635518174,0.0
2018-10-15,1.0,-0.3120197508946157,-0.5961330411384504,-0.09756165219562263,-0.40705706122222535,-0.36123054731060505,0.0
2018-10-16,1.0,-0.31309318976522177,-0.5929400011100627,-0.10023866348448687,-0.407282011433646,-0.3616306821335406,0.0
2018-10-17,1.0,-0.311215030853095,-0.5886991892415396,-0.09861922023298929,-0.40651373862032714,-0.3620188715791804,0.0
2018-10-18,1.0,-0.3102933038184837,-0.5872717210846707,-0.09939125622578861,-0.4079136690647482,-0.36211953514111783,0.0
2018-10-19,1.0,-0.30545764952087234,-0.5831589382090538,-0.09417336711091531,-0.4094338583544443,-0.3613834122700738,0.0
2018-10-22,1.0,-0.30355464647023056,-0.5946155121897286,-0.10346066670352147,-0.40463817789817014,-0.35786942340649014,0.0
2018-10-23,1.0,-0.3052899231662153,-0.5941904814548671,-0.10742910839644024,-0.4010834116411476,-0.3558399204024101,0.0
2018-10-24,1.0,-0.3050688187496546,-0.5952960035376706,-0.10679343319882816,-0.40116632579735784,-0.35548062572549893,0.0
2018-10-25,1.0,-0.30884928688592955,-0.6041591370346687,-0.10400622758486473,-0.4028746976563152,-0.3602824654563652,0.0
2018-10-26,1.0,-0.31303496503496503,-0.6088671328671329,-0.1083076923076923,-0.4026293706293707,-0.36436363636363633,0.0
2018-10-29,1.0,-0.30267376697242593,-0.6184793821618758,-0.09880949061811693,-0.39774723283240865,-0.3703683051272758,0.0
2018-10-30,1.0,-0.2994452652412678,-0.6188777074680122,-0.09664650294093051,-0.3984891143757143,-0.3741532628996739,0.0
2018-10-31,1.0,-0.3038245000970685,-0.6022963640901905,-0.09790054635715671,-0.39820284549463353,-0.3711623263166653,0.0
2018-11-01,1.0,-0.31281837160751563,-0.5941823242867085,-0.10591510090466248,-0.39899791231732773,-0.37166318719554625,0.0
2018-11-02,1.0,-0.3183909957862054,-0.57631958305611,-0.10210135284985586,-0.40604901308494123,-0.3693446440452428,0.0
2018-11-05,1.0,-0.3153999667387328,-0.5849548201119796,-0.10194578413437552,-0.40695160485614507,-0.3625200953489661,0.0
2018-11-06,1.0,-0.3142120439170456,-0.5840634357325052,-0.10272263502273483,-0.40772984362870135,-0.3638127980481313,0.0
2018-11-07,1.0,-0.31291216403435856,-0.5836519811582156,-0.10484898863951232,-0.40631753948462174,-0.3631199778331948,0.0
2018-11-08,1.0,-0.34600167499350215,-0.6074161781268951,-0.11502584688249053,-0.44346896930141216,-0.37600716204118173,0.0
2018-11-09,1.0,-0.3455285726661084,-0.607172764286333,-0.11544569894025584,-0.44359100228119314,-0.3758482284658254,0.0
2018-11-12,1.0,-0.34651497695852534,-0.5919930875576037,-0.11385368663594471,-0.45311059907834095,-0.3747407834101382,0.0
2018-11-13,1.0,-0.3396934536599341,-0.5918636298524567,-0.10497063457957312,-0.4556940266437473,-0.37269732130067323,0.0
2018-11-14,1.0,-0.3385145812383278,-0.596293635971843,-0.10349087774745008,-0.45864099985634244,-0.3762103146099698,0.0
2018-11-15,1.0,-0.33851949844702633,-0.5970608535603359,-0.1028988841596687,-0.4586736454618659,-0.3787530196709997,0.0
2018-11-16,1.0,-0.3374396967608546,-0.5930392832529291,-0.1018263266712612,-0.45818975419251096,-0.38108775557087066,0.0
