Date,IWF,IWM,MTUM,SPY,THG,VLUE,VXX
2018-09-24,-0.1921754788017679,-0.5856932394827304,-0.0,-0.4855950237354723,1.0,-0.46477874174714906,0.0
2018-09-25,-0.19449065866630302,-0.5847538524478386,-0.0,-0.48493113323332887,1.0,-0.46322105550252285,0.0
2018-09-26,-0.19914036192405618,-0.5912612587948641,-0.0023817997645577244,-0.48684534727735645,1.0,-0.4580994880499357,0.0
2018-09-27,-0.21219242466132152,-0.5831904893558196,-0.006939452585015206,-0.4965440973182195,1.0,-0.46585568150400886,0.0
2018-09-28,-0.20997150208892457,-0.5860885925352074,-0.007553329828735854,-0.4968320283319039,1.0,-0.4663696981434856,0.0
2018-10-01,-0.20954701517333038,-0.5876619780706612,-0.007946616458079522,-0.49678812714586335,1.0,-0.4668844833314874,0.0
2018-10-02,-0.2117617222723174,-0.6405263751127143,-0.0,-0.49873196573489637,1.0,-0.4668056807935077,0.0
2018-10-03,-0.2118164145042684,-0.6395627306792888,-0.0,-0.49888710449947876,1.0,-0.4672188882314822,0.0
2018-10-04,-0.21310690548608763,-0.6372085163906724,-0.0,-0.5001126506702714,1.0,-0.4658386842401712,0.0
2018-10-05,-0.20024115304806236,-0.6310358364645842,-0.0,-0.5028882283663283,1.0,-0.4699399921485054,0.0
2018-10-08,-0.19800705368639085,-0.6283938868051279,-0.0,-0.5038627330235682,1.0,-0.4688182276213402,0.0
2018-10-09,-0.19489318811770306,-0.6283562449253857,-0.0,-0.50522160315816,1.0,-0.47131617997032227,0.0
2018-10-10,-0.20152924971186015,-0.629887836280325,-0.0,-0.5115958732746747,1.0,-0.4681078345936525,0.0
2018-10-11,-0.15679127384345537,-0.6196831835123877,-0.0,-0.4953135277351458,1.0,-0.4688116641087481,0.0
2018-10-12,-0.15207310420076378,-0.6189034369885434,-0.0,-0.49230769230769234,1.0,-0.4644844517184943,0.0
2018-10-15,-0.11753435156292769,-0.659495264684951,-0.0,-0.4900914216893852,1.0,-0.47005529096184373,0.0
2018-10-16,-0.11172633079326791,-0.6709336110958829,-0.0,-0.48925497505619214,1.0,-0.46913546406447015,0.0
2018-10-17,-0.09385218213754898,-0.6403188758275908,-0.0,-0.4882853668423186,1.0,-0.4798540737738144,0.0
2018-10-18,-0.0932256059664388,-0.6392033939524955,-0.0,-0.4896641175993731,1.0,-0.4800983597697733,0.0
2018-10-19,-0.07952686210873589,-0.6310114529410187,-0.0,-0.49169862940214043,1.0,-0.4799506477483035,0.0
2018-10-22,-0.07964601769911504,-0.6247251273799946,-0.0,-0.49466344864574957,1.0,-0.4826763207294181,0.0
2018-10-23,-0.07943574340270329,-0.6247586354859472,-0.0,-0.4948508903668741,1.0,-0.4827826646642352,0.0
2018-10-24,-0.07753724145322044,-0.623513021112421,-0.0,-0.49498981888329224,1.0,-0.4832011574322152,0.0
2018-10-25,-0.054659357870007835,-0.5946489167319238,-0.0,-0.4976768467762986,1.0,-0.4632993996345602,0.0
2018-10-26,-0.04835238910061963,-0.587721345051982,-0.0,-0.4980944232713697,1.0,-0.45845324207306004,0.0
2018-10-29,-0.036816151601993134,-0.5912529367722613,-0.0,-0.49345519324606923,1.0,-0.4602535305811582,0.0
2018-10-30,-0.02166718378322474,-0.5933653945599339,-0.0,-0.4959406350191333,1.0,-0.47458372117075187,0.0
2018-10-31,-0.023787481355757856,-0.5825232731574346,-0.0,-0.4939824101218948,1.0,-0.4713264413927892,0.0
2018-11-01,-0.0011850477883401601,-0.6039364196099647,-0.0,-0.49640621377231625,1.0,-0.4746889249555607,0.0
2018-11-02,-0.012235099765106736,-0.5714101339665988,-0.0,-0.5208435507601765,1.0,-0.47675589169097343,0.0
2018-11-05,-0.010914720681202425,-0.5747903496323056,-0.0,-0.520965036769449,1.0,-0.47364211069539414,0.0
2018-11-06,-0.008862362090793996,-0.5734439190760406,-0.0,-0.5238611993902282,1.0,-0.47761155465984545,0.0
2018-11-07,-0.009205864859972589,-0.573840862661943,-0.0,-0.5247601561893925,1.0,-0.4781360709575651,0.0
2018-11-08,-0.0,-0.5726201781177015,-0.0,-0.5138208043528476,1.0,-0.480096501809409,0.0
2018-11-09,-0.0,-0.5724477749833188,-0.0,-0.5140378791767182,1.0,-0.4798542318944721,0.0
2018-11-12,-0.0,-0.5601973768312326,-0.0,-0.5188556234500039,1.0,-0.4776672717510802,0.0
2018-11-13,-0.0,-0.5542970337261276,-0.0,-0.5138663145062983,1.0,-0.4714800893945551,0.0
2018-11-14,-0.0,-0.5541776783899167,-0.0,-0.5152215897540151,1.0,-0.4717676356983127,0.0
2018-11-15,-0.0,-0.5554055431016914,-0.0,-0.5154880782555533,1.0,-0.4764876706745465,0.0
2018-11-16,-0.0,-0.5579793340987371,-0.0,-0.5168771526980481,1.0,-0.4764893481311392,0.0
2018-11-19,-0.0,-0.5588332950220928,-0.0,-0.5174571552626874,1.0,-0.4777922509130845,0.0
2018-11-20,-0.0,-0.5432974121381217,-0.0,-0.5126065477257019,1.0,-0.5038011621061254,0.0
2018-11-21,-0.0,-0.539609118865479,-0.0,-0.5112206775611864,1.0,-0.49066002490660027,0.0
2018-11-23,-0.0,-0.5305827091532309,-0.0,-0.5161863653675257,1.0,-0.49226863018915834,0.0
2018-11-26,-0.0,-0.5332876468945912,-0.0,-0.5143785375263331,1.0,-0.4904693012513008,0.0
2018-11-27,-0.0,-0.5336854341453553,-0.0,-0.5081876073991711,1.0,-0.4851662791873041,0.0
2018-11-28,-0.0,-0.5306204979148237,-0.0,-0.5103247820042968,1.0,-0.4865158599772526,0.0
2018-11-29,-0.0,-0.5177766649974963,-0.0,-0.5005758637956935,1.0,-0.4854031046569855,0.0
2018-11-30,-0.0,-0.5220198467529205,-0.0,-0.5072729556588368,1.0,-0.4829544027132269,0.0
2018-12-03,-0.0,-0.5219269603657005,-0.0,-0.5070327020646004,1.0,-0.4827196463555533,0.0
2018-12-04,-0.0,-0.5253247078882703,-0.0,-0.5016298079334035,1.0,-0.4804423047991575,0.0
2018-12-06,-0.0,-0.48103992753800584,-0.0,-0.5044676736272614,1.0,-0.46250826213616,0.0
2018-12-07,-0.0,-0.4811650960714723,-0.0,-0.5050544608982989,1.0,-0.46146126545098515,0.0
2018-12-10,-0.0,-0.479920457852362,-0.0,-0.4990057231545252,1.0,-0.44613929576098554,0.0
2018-12-11,-0.0,-0.48252309188138065,-0.0,-0.4939231891103549,1.0,-0.45427807486631017,0.0
2018-12-12,-0.0,-0.48266556452397164,-0.0,-0.4948701740737139,1.0,-0.45366138286492264,0.0
2018-12-13,-0.0,-0.47895401963643436,-0.0,-0.49941673957421984,1.0,-0.4518810148731408,0.0
2018-12-14,-0.0,-0.4767724379221536,-0.0,-0.5008989746829292,1.0,-0.4519898926089703,0.0
2018-12-17,-0.0,-0.4736039503304045,-0.0,-0.4875462929344274,1.0,-0.4594195531672839,0.0
2018-12-18,-0.0,-0.4628119059650136,-0.0,-0.48220602035660143,1.0,-0.461199740128492,0.0
2018-12-19,-0.0,-0.46307707119818997,-0.0,-0.4826216723631637,1.0,-0.4612718432580754,0.0
2018-12-20,-0.0,-0.45163303016486284,-0.0,-0.4904609920568261,1.0,-0.4576324062297521,0.0
2018-12-21,-0.0,-0.4506890868703275,-0.0,-0.49043399335992555,1.0,-0.44739293476962766,0.0
2018-12-24,-0.0,-0.4314302670623146,-0.0,-0.4818516320474777,1.0,-0.46058160237388723,0.0
2018-12-26,-0.0,-0.431090619578392,-0.0,-0.4838272690543528,1.0,-0.4616774009553913,0.0
2018-12-27,-0.0,-0.4166608330416521,-0.0,-0.45817290864543225,1.0,-0.45859292964648235,0.0
2018-12-28,-0.0,-0.4170223683903622,-0.0,-0.4575840272432533,1.0,-0.457840598978378,0.0
2018-12-31,-0.0,-0.4198818943584716,-0.0,-0.4570641645076209,1.0,-0.4571575286511216,0.0
2019-01-02,-0.0,-0.43251970747459395,-0.0,-0.4757336879095831,1.0,-0.46614113401082724,0.0
2019-01-03,-0.0,-0.4332683529859262,-0.0,-0.49084728033472796,1.0,-0.45321414986686953,0.0
2019-01-04,-0.0,-0.4328743749555655,-0.0,-0.484205038272863,1.0,-0.452757305021684,0.0
2019-01-07,-0.0,-0.4162150798841446,-0.0,-0.47867420349434736,1.0,-0.4409277772587125,0.0
2019-01-08,-0.0,-0.4024973742560392,-0.0,-0.4915859493523165,1.0,-0.43993464815030925,0.0
2019-01-09,-0.0,-0.3971421245250472,-0.0,-0.49108370824494746,1.0,-0.44283083521760414,0.0
2019-01-10,-0.0,-0.3943570012824997,-0.0,-0.49548793284365167,1.0,-0.4419727177334732,0.0
2019-01-11,-0.0,-0.3864374313812516,-0.0,-0.49870354364736386,1.0,-0.4508164171085519,0.0
2019-01-14,-0.0,-0.3882941423963349,-0.0,-0.5011453414987612,1.0,-0.44796877191342155,0.0
2019-01-15,-0.0,-0.3819025957277182,-0.0,-0.5032241423781274,1.0,-0.4597040823504584,0.0
2019-01-16,-0.0,-0.37744501637810013,-0.0,-0.5029246607393543,1.0,-0.45935891436593357,0.0
