Date,CARS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5624646938686829,-1.1959761873723547,-0.03011341415721549,-0.8292269586755312,-0.727545300482336,0.0
2018-09-25,1.0,-0.568395405499478,-1.194309084580578,-0.03759136790810999,-0.8274886877828055,-0.7230682213713888,0.0
2018-09-26,1.0,-0.5723819077943038,-1.2004187202861256,-0.043093296113752344,-0.8286736162603044,-0.717145723382911,0.0
2018-09-27,1.0,-0.5746340188218891,-1.192532241199024,-0.045224817009410945,-0.8281195538515161,-0.7164081561519693,0.0
2018-09-28,1.0,-0.5796759683828988,-1.1923664788855408,-0.045416830429276384,-0.8308223066509455,-0.7187213415432988,0.0
2018-10-01,1.0,-0.58,-1.1916593886462883,-0.04572052401746725,-0.8308296943231441,-0.718646288209607,0.0
2018-10-02,1.0,-0.5799947515745276,-1.203551434569629,-0.04325577326801959,-0.8296011196641007,-0.7172848145556333,0.0
2018-10-03,1.0,-0.5793706293706294,-1.19611013986014,-0.04261363636363636,-0.8314248251748252,-0.7211101398601398,0.0
2018-10-04,1.0,-0.5790187161098478,-1.1974374672030788,-0.04329193633024314,-0.8307678852545042,-0.7223631275144307,0.0
2018-10-05,1.0,-0.5662168045276448,-1.191989551589029,-0.027078798432738357,-0.8380496299521115,-0.7301262516325643,0.0
2018-10-08,1.0,-0.5658623849208081,-1.1922422444260221,-0.018412670709891357,-0.8519568916619398,-0.7347615515511148,0.0
2018-10-09,1.0,-0.5687764818940287,-1.1938147031843795,-0.023194863058576855,-0.8505656750971913,-0.731752063949679,0.0
2018-10-10,1.0,-0.5716872791519434,-1.2139134275618375,-0.016475265017667846,-0.8618816254416961,-0.7530035335689046,0.0
2018-10-11,1.0,-0.4818823529411765,-1.2039786096256684,-0.0,-0.8306737967914438,-0.7615828877005347,0.0
2018-10-12,1.0,-0.48976922752394214,-1.1961776990254398,-0.0,-0.8036535459646458,-0.7292747753448932,0.0
2018-10-15,1.0,-0.48186375700383366,-1.2019210515229388,-0.0,-0.8014492143067784,-0.7276403926359692,0.0
2018-10-16,1.0,-0.47550590219224287,-1.213743676222597,-0.0,-0.8002107925801012,-0.7263912310286679,0.0
2018-10-17,1.0,-0.44679001614305225,-1.1625067262717828,-0.0,-0.7932447535080095,-0.7366612856492404,0.0
2018-10-18,1.0,-0.4473204671581214,-1.1644992959496396,-0.0,-0.7926364615257185,-0.7370164830613767,0.0
2018-10-19,1.0,-0.43028461127767054,-1.1531479732227194,-0.0,-0.7911207852478541,-0.7323914739825044,0.0
2018-10-22,1.0,-0.43262382148297585,-1.162625056609988,-0.0,-0.7900284079212813,-0.7318127547449462,0.0
2018-10-23,1.0,-0.44563913816632894,-1.1695546089905298,-0.0,-0.7874364170216286,-0.7328481038832141,0.0
2018-10-24,1.0,-0.45102735409050804,-1.1766460775662844,-0.0,-0.8117988150762637,-0.762384974158578,0.0
2018-10-25,1.0,-0.39867967853042474,-1.1236263736263736,-0.0,-0.8484090536329342,-0.7296621289158602,0.0
2018-10-26,1.0,-0.3739412360688957,-1.1052482269503547,-0.0,-0.8559270516717326,-0.7175683890577508,0.0
2018-10-29,1.0,-0.36296086903848485,-1.108064450995437,-0.0,-0.8508258288575697,-0.7164317732100312,0.0
2018-10-30,1.0,-0.36647945371530166,-1.1085700432340702,-0.0,-0.8512667178471858,-0.7142510808517517,0.0
2018-10-31,1.0,-0.37041785184888426,-1.083930932254317,-0.0,-0.8458795721325267,-0.7060213933736629,0.0
2018-11-01,1.0,-0.3708229826107861,-1.0837807516627935,-0.0,-0.8459812484974758,-0.7061062585143041,0.0
2018-11-02,1.0,-0.3759945894334819,-1.052036919159771,-0.0,-0.8516868236791852,-0.6986394016549968,0.0
2018-11-05,1.0,-0.37430411961189763,-1.0559885477970417,-0.0,-0.8515190074757436,-0.6946476857006523,0.0
2018-11-06,1.0,-0.3802990535274,-1.060884434900183,-0.0,-0.847371351308359,-0.6882207905829952,0.0
2018-11-07,1.0,-0.3793952878541062,-1.0607096030831578,-0.0,-0.8456037188605029,-0.687472684651754,0.0
2018-11-08,1.0,-0.3313886573798468,-1.0802873357939435,-0.0,-0.844068738341866,-0.7129817041711314,0.0
2018-11-09,1.0,-0.33150793650793653,-1.079920634920635,-0.0,-0.8440079365079365,-0.7128571428571429,0.0
2018-11-12,1.0,-0.3310535678987942,-1.0572840482308756,-0.0,-0.8551887724846808,-0.7098636094089741,0.0
2018-11-13,1.0,-0.2959039548022599,-1.0568502824858756,-0.0,-0.8635436283741368,-0.7071170747018205,0.0
2018-11-14,1.0,-0.2968222832483327,-1.0560219693997646,-0.0,-0.8635935661043546,-0.7066300510003922,0.0
2018-11-15,1.0,-0.2958596106388813,-1.0573857182028281,-0.0,-0.8672098397900426,-0.6966195307297582,0.0
2018-11-16,1.0,-0.2898216241589736,-1.044946017837584,-0.0,-0.8684478172429981,-0.7084963229541543,0.0
