Date,IWF,IWM,MTUM,SNP,SPY,VLUE,VXX
2018-09-24,-0.44534925805284115,-0.6507781397032212,-0.1416576185305827,1.0,-0.7319580166485704,-0.6495114006514658,0.0
2018-09-25,-0.44840939524447176,-0.6486916868734393,-0.1462487785458362,1.0,-0.7299048170533097,-0.6459049618182476,0.0
2018-09-26,-0.4498678350291487,-0.650686171560995,-0.14900242604193067,1.0,-0.7295506390991056,-0.6418872433645942,0.0
2018-09-27,-0.4514109985528221,-0.6455499276411,-0.15043415340086833,1.0,-0.7291606367583213,-0.6413892908827786,0.0
2018-09-28,-0.45287389604748807,-0.6449616331258143,-0.15060807876067756,1.0,-0.7294049514984797,-0.6416678731721441,0.0
2018-10-01,-0.45231627367887284,-0.6469629468651527,-0.1511101452424934,1.0,-0.7293273932413343,-0.642290557426926,0.0
2018-10-02,-0.45532670969613454,-0.6274204075712524,-0.15849590253100296,1.0,-0.7356225977228225,-0.6491768801218362,0.0
2018-10-03,-0.4610038045068774,-0.654228855721393,-0.16103306994439567,1.0,-0.736867134913667,-0.6450102429031315,0.0
2018-10-04,-0.4678240486393437,-0.6464491081566128,-0.16185034611581145,1.0,-0.7461817382705197,-0.6402959381752921,0.0
2018-10-05,-0.492502150256161,-0.6807897984368573,-0.16730862720167536,1.0,-0.7561796492277776,-0.64279570696683,0.0
2018-10-08,-0.49066397789229965,-0.677309731869445,-0.16267084920457092,1.0,-0.7610725222197327,-0.6426917618940922,0.0
2018-10-09,-0.5024474734543264,-0.6864974772196702,-0.17870321560358463,1.0,-0.7607124030423977,-0.6369832065667596,0.0
2018-10-10,-0.5020160530579946,-0.6883973320269813,-0.17714888646041377,1.0,-0.7613520744620719,-0.6394468101141803,0.0
2018-10-11,-0.46184650428009844,-0.6805172857195342,-0.12219405562291047,1.0,-0.7548403688599875,-0.6544693045299239,0.0
2018-10-12,-0.48122108484208226,-0.6766966595023861,-0.11948562893883649,1.0,-0.7362209026993553,-0.6292666933809333,0.0
2018-10-15,-0.4705839575303615,-0.6931495891207913,-0.10366518798632827,1.0,-0.7369282234019344,-0.631735873754636,0.0
2018-10-16,-0.4683839045332169,-0.703776468020083,-0.0961216619369861,1.0,-0.7378301680855709,-0.6321036163865241,0.0
2018-10-17,-0.4519804471281719,-0.6642225576881604,-0.07368269714614334,1.0,-0.7469268923873194,-0.6575012579972683,0.0
2018-10-18,-0.4552596489963602,-0.670979134383221,-0.07074128797434141,1.0,-0.7467656492125841,-0.6599517099715304,0.0
2018-10-19,-0.45378302498020295,-0.6705780721330358,-0.06399827226261608,1.0,-0.750269958966237,-0.6608235548196674,0.0
2018-10-22,-0.46015080997221913,-0.6606414835660425,-0.04805714904210412,1.0,-0.765198253779269,-0.6738463758704043,0.0
2018-10-23,-0.4623376623376623,-0.6601010101010101,-0.0531024531024531,1.0,-0.7607142857142857,-0.6712481962481963,0.0
2018-10-24,-0.46249002394253785,-0.6715881883479649,-0.0555394326344047,1.0,-0.7651091924834941,-0.6729304215337735,0.0
2018-10-25,-0.4272736912799123,-0.6242267859036443,-0.04460782581032837,1.0,-0.7926902548513661,-0.6458944540666643,0.0
2018-10-26,-0.4165703680358581,-0.6140701054032286,-0.031445880169485595,1.0,-0.8000140070735722,-0.63966803235634,0.0
2018-10-29,-0.3954629921811998,-0.6420181620560288,-0.006837067424003365,1.0,-0.7994810841134602,-0.662424178675362,0.0
2018-10-30,-0.40917250360775764,-0.6446446798775123,-0.01369187990567034,1.0,-0.8006757945866038,-0.6515786139171449,0.0
2018-10-31,-0.41010822738257857,-0.6328324752197823,-0.01551609400721516,1.0,-0.7970999264474099,-0.6469825925536759,0.0
2018-11-01,-0.3835091420534459,-0.6693741209563995,-0.0,1.0,-0.8065752461322082,-0.6566807313642757,0.0
2018-11-02,-0.3846342746886511,-0.6620592878442378,-0.0,1.0,-0.8069812313629188,-0.6544816698824767,0.0
2018-11-05,-0.38308318137186137,-0.6659419273390377,-0.0,1.0,-0.8069855519708233,-0.6507925375227942,0.0
2018-11-06,-0.3740142165010433,-0.6657707677617852,-0.0,1.0,-0.8244863316476287,-0.6721363652438377,0.0
2018-11-07,-0.37376272624434387,-0.6655825791855203,-0.0,1.0,-0.8238829185520361,-0.6718396493212669,0.0
2018-11-08,-0.3446026513291716,-0.6676018797783545,-0.0,1.0,-0.8153889317528232,-0.6794557059689976,0.0
2018-11-09,-0.3473365702624728,-0.6713109563014567,-0.0,1.0,-0.8167264794877208,-0.6830624164379707,0.0
2018-11-12,-0.3467428251042506,-0.6557451729333846,-0.0,1.0,-0.8219504502926025,-0.6798191821144479,0.0
2018-11-13,-0.3209331432743455,-0.6503494072245594,-0.0,1.0,-0.8281472725376351,-0.6772589785488301,0.0
2018-11-14,-0.319062074740919,-0.6563034299870896,-0.0,1.0,-0.8320248438535887,-0.6819149307372901,0.0
2018-11-15,-0.319528077300098,-0.6653829995798908,-0.0,1.0,-0.8463100406105588,-0.6696891191709844,0.0
2018-11-16,-0.31744202291142776,-0.6589131042190556,-0.0,1.0,-0.8442651578653254,-0.6720103380832634,0.0
2018-11-19,-0.31635398106417917,-0.6595744680851064,-0.0,1.0,-0.845229361003389,-0.6725360723893373,0.0
2018-11-20,-0.2764538317237546,-0.6507329952060028,-0.0,1.0,-0.8522893073021608,-0.6944000555825749,0.0
2018-11-21,-0.2781324407329446,-0.6443631595293143,-0.0,1.0,-0.8501328548259084,-0.6781462438317403,0.0
2018-11-23,-0.27818822067251264,-0.6462749430366638,-0.0,1.0,-0.8495822688669475,-0.6782434578471311,0.0
2018-11-26,-0.2795978505806899,-0.6438897555902237,-0.0,1.0,-0.8576183047321893,-0.6856647599237303,0.0
2018-11-27,-0.2751209398756047,-0.6434692467173463,-0.0,1.0,-0.8546648237733242,-0.6821700069108501,0.0
2018-11-28,-0.27444609588330854,-0.6480937402785939,-0.0,1.0,-0.8526839722097403,-0.6812415747813763,0.0
2018-11-29,-0.2441577992951723,-0.6370479351284771,-0.0,1.0,-0.8516098128442879,-0.6886782769357102,0.0
2018-11-30,-0.2441502463054187,-0.6371784345922277,-0.0,1.0,-0.8525246305418718,-0.687055281882868,0.0
2018-12-03,-0.24357133087128985,-0.6370879496648886,-0.0,1.0,-0.8521748050882233,-0.6867049651210505,0.0
2018-12-04,-0.24350593791710876,-0.6372565796228481,-0.0,1.0,-0.8541360073924501,-0.687566309593073,0.0
2018-12-06,-0.23867240976326423,-0.5745433904303984,-0.0,1.0,-0.8627333132992755,-0.6630605362449499,0.0
2018-12-07,-0.23077695577946641,-0.5782144411341344,-0.0,1.0,-0.8670371238241892,-0.671475914705587,0.0
2018-12-10,-0.2116073798778869,-0.5786102999734536,-0.0,1.0,-0.8687947969206264,-0.6592447571011415,0.0
2018-12-11,-0.20582472686215256,-0.581609271743101,-0.0,1.0,-0.8675322950220835,-0.6658585992760602,0.0
2018-12-12,-0.20599076810679773,-0.581609271743101,-0.0,1.0,-0.8673662537774383,-0.6658585992760602,0.0
2018-12-13,-0.2061263772733307,-0.5798818531793443,-0.0,1.0,-0.8679145094915705,-0.6647749900438072,0.0
2018-12-14,-0.21457543719662212,-0.557616862823326,-0.0,1.0,-0.8853314715074142,-0.6671653700379014,0.0
2018-12-17,-0.20452662623852602,-0.5558869337574975,-0.0,1.0,-0.8781853729661664,-0.6751499486363788,0.0
2018-12-18,-0.19452677336494764,-0.545412632549562,-0.0,1.0,-0.8763090298360009,-0.6769083843772641,0.0
2018-12-19,-0.1845407118800766,-0.5510136696823614,-0.0,1.0,-0.8846001452816482,-0.6817011160272073,0.0
2018-12-20,-0.1847597103357472,-0.5448321263989466,-0.0,1.0,-0.8839038841342988,-0.6781764318630678,0.0
2018-12-21,-0.1803466692879845,-0.5456928470788689,-0.0,1.0,-0.8898063501425342,-0.6607687014646614,0.0
2018-12-24,-0.16341018627067866,-0.5270613520906604,-0.0,1.0,-0.8879445095740524,-0.6780643480526246,0.0
2018-12-26,-0.16430924239488473,-0.5327455919395466,-0.0,1.0,-0.8672091971840084,-0.6650519925079119,0.0
2018-12-27,-0.13007316615596273,-0.5067850665999625,-0.0,1.0,-0.8146457382277531,-0.6752548308423488,0.0
2018-12-28,-0.10714969677625279,-0.5497925311203319,-0.0,1.0,-0.8432492818384933,-0.6916693265240983,0.0
2018-12-31,-0.11411343630090606,-0.5454809273530454,-0.0,1.0,-0.857640344371715,-0.7072195530906393,0.0
2019-01-02,-0.11281175484951987,-0.5450151446800284,-0.0,1.0,-0.8568344396468389,-0.7076110072823355,0.0
2019-01-03,-0.11216037644632094,-0.5455248654397783,-0.0,1.0,-0.8560608502272216,-0.7092854610500532,0.0
2019-01-04,-0.07424646101499054,-0.561069559913973,-0.0,1.0,-0.8494848008217507,-0.7251629056591661,0.0
2019-01-07,-0.05624112356004418,-0.5364367997475146,-0.0,1.0,-0.8524538425122298,-0.7109357740255641,0.0
2019-01-08,-0.05899026802305439,-0.5246448930742339,-0.0,1.0,-0.8580517149066171,-0.7078202261346099,0.0
2019-01-09,-0.05914401788807358,-0.5244228891758259,-0.0,1.0,-0.8578716971624728,-0.7078701225081095,0.0
