Date,HRB,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5701175258697382,-1.2514866320176055,-0.07032822962026501,-0.9089291567167672,-0.8813971999812706,0.0
2018-09-25,1.0,-0.5695899290713514,-1.2582084644652167,-0.0662783597162854,-0.9147447038376626,-0.8884400394569966,0.0
2018-09-26,1.0,-0.5705426356589147,-1.2594785059901337,-0.06821705426356589,-0.9143528306319003,-0.8855532064834389,0.0
2018-09-27,1.0,-0.5777568774982365,-1.2476369621443686,-0.07256054549729603,-0.9171878673877263,-0.8874206442511168,0.0
2018-09-28,1.0,-0.5778509287561722,-1.2472137314836587,-0.07321890430284506,-0.9169527392428873,-0.8872795673642134,0.0
2018-10-01,1.0,-0.5799727071667216,-1.246106065596913,-0.0731259705425627,-0.9186391228648063,-0.8878170439038163,0.0
2018-10-02,1.0,-0.5832038057557345,-1.2262258018934578,-0.0810136121708822,-0.9249682068673166,-0.8946352032405445,0.0
2018-10-03,1.0,-0.5825841374441045,-1.2174629324546953,-0.0800658978583196,-0.9274652859496352,-0.8994116262650035,0.0
2018-10-04,1.0,-0.5954981794107911,-1.2098642833498843,-0.08190287038350594,-0.9455241878280607,-0.8960609069844422,0.0
2018-10-05,1.0,-0.5803869874299704,-1.2027682312508827,-0.06379172355350501,-0.9543336001129891,-0.9065015771385528,0.0
2018-10-08,1.0,-0.5801991411448257,-1.2032466613184842,-0.055070548817894395,-0.9688075126232836,-0.9116606106365911,0.0
2018-10-09,1.0,-0.5804955041132581,-1.2253204515018175,-0.031088578534532237,-0.9992347426822269,-0.9467189592500479,0.0
2018-10-10,1.0,-0.5840314010818055,-1.2242592503949068,-0.0342252644679527,-1.0021061701211047,-0.9421281891723708,0.0
2018-10-11,1.0,-0.4810480675089748,-1.225977901067649,-0.0,-0.9822835563429531,-0.9729124900927782,0.0
2018-10-12,1.0,-0.48186242997520434,-1.212921296721462,-0.0,-0.9550004591789879,-0.9420056938194508,0.0
2018-10-15,1.0,-0.43903895626607864,-1.25909592061742,-0.0,-0.9495589856670341,-0.9462513781697904,0.0
2018-10-16,1.0,-0.43262998207143843,-1.2712269572013055,-0.0,-0.9482370247781915,-0.9449731071576334,0.0
2018-10-17,1.0,-0.4041719228689854,-1.2192737430167597,-0.0,-0.9351684988286179,-0.9467471616507479,0.0
2018-10-18,1.0,-0.4041182301522934,-1.2198792466432369,-0.0,-0.9349373704604848,-0.9467874200234299,0.0
2018-10-19,1.0,-0.3815583835677606,-1.204956463496316,-0.0,-0.9346729180620674,-0.9440946639874972,0.0
2018-10-22,1.0,-0.3817832916815423,-1.1990360585505175,-0.0,-0.9363173866476259,-0.9455551588718315,0.0
2018-10-23,1.0,-0.38510619311083344,-1.1990897733357129,-0.0,-0.9336516152061395,-0.9440924504729609,0.0
2018-10-24,1.0,-0.38491174625929575,-1.1958605859689992,-0.0,-0.9425230714093719,-0.9565899112982708,0.0
2018-10-25,1.0,-0.33418268192614986,-1.129820773051177,-0.0,-0.9437702440077737,-0.9109479594040164,0.0
2018-10-26,1.0,-0.3101049756763677,-1.1105658444994453,-0.0,-0.9489630451480755,-0.897627379021934,0.0
2018-10-29,1.0,-0.2864355721498579,-1.117696974839832,-0.0,-0.9378420806992235,-0.900886758029615,0.0
2018-10-30,1.0,-0.26872452445652173,-1.1197350543478262,-0.0,-0.9402173913043478,-0.9172469429347826,0.0
2018-10-31,1.0,-0.2703933223725813,-1.1012183297500107,-0.0,-0.9343198010201931,-0.9097424223262088,0.0
2018-11-01,1.0,-0.24737839545167403,-1.1197304695725416,-0.0,-0.9336702463676564,-0.9106338176458202,0.0
2018-11-02,1.0,-0.2578534580379986,-1.0765843224426455,-0.0,-0.9528582812565533,-0.9068070293167807,0.0
2018-11-05,1.0,-0.24961018163428714,-1.1128576846896203,-0.0,-0.9619031564751992,-0.8898815795018753,0.0
2018-11-06,1.0,-0.2560060692910731,-1.1181404366517746,-0.0,-0.9575571103430836,-0.8830818511337774,0.0
2018-11-07,1.0,-0.25548675175870933,-1.1177808669278402,-0.0,-0.9566536079868571,-0.8825140064872151,0.0
2018-11-08,1.0,-0.23300363090021284,-1.1137682066691708,-0.0,-0.9450774174700556,-0.8815992654730604,0.0
2018-11-09,1.0,-0.2325988983475213,-1.1134618594558505,-0.0,-0.9456267734935737,-0.8812385244533467,0.0
2018-11-12,1.0,-0.23345296719806358,-1.0893080711125949,-0.0,-0.9670728653701695,-0.8833987146314999,0.0
2018-11-13,1.0,-0.19909876390094672,-1.0849973128281452,-0.0,-0.9709372028608045,-0.8790359254206458,0.0
2018-11-14,1.0,-0.19888360554062434,-1.085424850113707,-0.0,-0.9711391358279925,-0.8793467025015506,0.0
2018-11-15,1.0,-0.19776088573081055,-1.0882012724117986,-0.0,-0.9768239279517474,-0.868421052631579,0.0
2018-11-16,1.0,-0.19208247422680413,-1.0755876288659794,-0.0,-0.9771958762886598,-0.8788453608247423,0.0
2018-11-19,1.0,-0.19195876288659794,-1.0756288659793816,-0.0,-0.9772371134020619,-0.8788865979381443,0.0
2018-11-20,1.0,-0.14674691888793348,-1.06604430250174,-0.0,-0.9817794701715595,-0.8999303934815543,0.0
2018-11-21,1.0,-0.15283187276858162,-1.0589500162284973,-0.0,-0.979957805907173,-0.8653846153846153,0.0
2018-11-23,1.0,-0.15469098277608917,-1.0432016210739616,-0.0,-0.9872340425531916,-0.8675987841945288,0.0
2018-11-26,1.0,-0.15354059421993432,-1.0505857079161767,-0.0,-0.9845973004742409,-0.8646589112723441,0.0
2018-11-27,1.0,-0.14010246480293678,-1.0561539392472468,-0.0,-0.9793456775182541,-0.8584856186211626,0.0
2018-11-28,1.0,-0.13955928646379853,-1.0613850996852046,-0.0,-0.9773185890709499,-0.8575349100008072,0.0
2018-11-29,1.0,-0.10537223019289019,-1.0453132472501196,-0.0,-0.972301928901642,-0.8623864179818269,0.0
