Date,IWF,IWM,MTUM,SPY,TPCO,VLUE,VXX
2018-11-15,-0.494963503649635,-2.2276642335766423,-0.0,-1.784963503649635,1.0,-1.7917518248175182,0.0
2018-11-16,-0.49012489108335755,-2.2094830090037756,-0.0,-1.7743247168167295,1.0,-1.7871768806273596,0.0
2018-11-19,-0.5033561943674303,-2.2172041441704367,-0.0,-1.7804611119217861,1.0,-1.7950532613453962,0.0
2018-11-20,-0.4243537121048463,-2.1901778641895295,-0.0,-1.7713689061712392,1.0,-1.8150068409303666,0.0
2018-11-21,-0.42122049755475227,-2.1644340491884613,-0.0,-1.749025444751577,1.0,-1.7529236657452691,0.0
2018-11-23,-0.4214209968186639,-2.147472605160834,-0.0,-1.7500883704489218,1.0,-1.750653941322022,0.0
2018-11-26,-0.4224321636596108,-2.1735331723256146,-0.0,-1.754226452621111,1.0,-1.7531609603636882,0.0
2018-11-27,-0.39707854068167386,-2.17909815821043,-0.0,-1.740879260461506,1.0,-1.7396796274080868,0.0
2018-11-28,-0.3973037831733484,-2.1821005081874647,-0.0,-1.7396245059288538,1.0,-1.7390598531902879,0.0
2018-11-29,-0.3329876235912328,-2.1383530387886327,-0.0,-1.713130056004978,1.0,-1.7297241236258036,0.0
2018-11-30,-0.334279385296968,-2.142323134431676,-0.0,-1.7186764502284368,1.0,-1.7270524712723243,0.0
2018-12-03,-0.32950615576151615,-2.1432424955042193,-0.0,-1.7179416240143865,1.0,-1.725895697883525,0.0
2018-12-04,-0.3112960924600991,-2.1445376995046783,-0.0,-1.7060401761144746,1.0,-1.7176664832140893,0.0
2018-12-06,-0.2674341669974858,-2.0068148736271008,-0.0,-1.6921397379912662,1.0,-1.6499272197962156,0.0
2018-12-07,-0.2684572638264091,-2.00688012701773,-0.0,-1.692246626091559,1.0,-1.6479227308811855,0.0
2018-12-10,-0.2082330753723093,-2.005982961565975,-0.0,-1.6795863952656567,1.0,-1.609351629056383,0.0
2018-12-11,-0.2164043189800963,-2.0033172889293613,-0.0,-1.6817353974242228,1.0,-1.6030310914531027,0.0
2018-12-12,-0.2142950991985285,-2.024569701747471,-0.0,-1.7012219156484039,1.0,-1.6293522533175666,0.0
2018-12-13,-0.21663379355687046,-2.0259040105193953,-0.0,-1.7013149243918473,1.0,-1.6307692307692307,0.0
2018-12-14,-0.2222514120583213,-2.010048601077105,-0.0,-1.7062918691711544,1.0,-1.6291212399842374,0.0
2018-12-17,-0.19138256958477284,-2.00345479434196,-0.0,-1.6807900397627276,1.0,-1.6428524868000782,0.0
2018-12-18,-0.16063713161797896,-1.9776230089636937,-0.0,-1.6683433288192429,1.0,-1.6420971174308374,0.0
2018-12-19,-0.14952060119201865,-1.9902824565949728,-0.0,-1.6845685410728166,1.0,-1.6540554547810313,0.0
2018-12-20,-0.14453651956060898,-1.9583092439134067,-0.0,-1.6839468105608015,1.0,-1.6371169782231645,0.0
2018-12-21,-0.1339176387188245,-1.9820841657536894,-0.0,-1.7147000064445446,1.0,-1.6138428820003865,0.0
2018-12-24,-0.10864024467949535,-1.9525296291576397,-0.0,-1.6958710335159934,1.0,-1.6148209506817892,0.0
2018-12-26,-0.09816950852557674,-1.9490972918756269,-0.0,-1.644433299899699,1.0,-1.5771063189568708,0.0
2018-12-27,-0.0,-1.8594306049822065,-0.0,-1.5048042704626334,1.0,-1.5669632265717675,0.0
2018-12-28,-0.0,-1.8712283202660962,-0.0,-1.5044547398431931,1.0,-1.5639700641482537,0.0
2018-12-31,-0.0,-1.8703373722974577,-0.0,-1.5048705155618909,1.0,-1.5643858398669517,0.0
2019-01-02,-0.0,-1.867129135538954,-0.0,-1.4987548914976876,1.0,-1.563204079212617,0.0
2019-01-03,-0.0,-1.8703373722974577,-0.0,-1.4971489665003563,1.0,-1.572166785459729,0.0
2019-01-04,-0.0,-1.8723329010963101,-0.0,-1.4518448662029944,1.0,-1.5700223977366496,0.0
2019-01-07,-0.0,-1.8019262741500888,-0.0,-1.4155821819641117,1.0,-1.5155076534999712,0.0
2019-01-08,-0.0,-1.7824994288325338,-0.0,-1.420493488690884,1.0,-1.508738862234407,0.0
2019-01-09,-0.0,-1.7802260532024206,-0.0,-1.4195684438862883,1.0,-1.5086767895878526,0.0
2019-01-10,-0.0,-1.7751026928343225,-0.0,-1.4236079415791876,1.0,-1.5063897763578276,0.0
2019-01-11,-0.0,-1.7613331046704395,-0.0,-1.4317727090836336,1.0,-1.5234665294689305,0.0
2019-01-14,-0.0,-1.7601488691669054,-0.0,-1.435156026338391,1.0,-1.5304895505296305,0.0
2019-01-15,-0.0,-1.755939400895214,-0.0,-1.4333180305290945,1.0,-1.549294158154482,0.0
2019-01-16,-0.0,-1.7532095369096745,-0.0,-1.4270403484640073,1.0,-1.5510660247592847,0.0
2019-01-17,-0.0,-1.7490688212709873,-0.0,-1.4292017649418371,1.0,-1.552060053865108,0.0
2019-01-18,-0.0,-1.7437069614026965,-0.0,-1.4492795555812743,1.0,-1.5937156414559344,0.0
2019-01-22,-0.0,-1.9495037762936147,-0.0,-1.591536108857125,1.0,-1.7007677423381813,0.0
2019-01-23,-0.0,-1.8924663957486716,-0.0,-1.6023757424195058,1.0,-1.7571741169115347,0.0
2019-01-24,-0.0,-1.6622770461743623,-0.0,-1.416013780074457,1.0,-1.4782463743957326,0.0
2019-01-25,-0.0,-1.6567791729063472,-0.0,-1.5263218523211612,1.0,-1.576604077871213,0.0
2019-01-28,-0.0,-1.632995071035083,-0.0,-1.5778486517831256,1.0,-1.5878805450855322,0.0
2019-01-29,-0.0,-1.5850861522503317,-0.0,-1.572177721431453,1.0,-1.605428456174725,0.0
2019-01-30,-0.0,-1.5851594202898553,-0.0,-1.5833043478260869,1.0,-1.628695652173913,0.0
2019-01-31,-0.0,-1.608365239586959,-0.0,-1.543972618633252,1.0,-1.6487991646362685,0.0
2019-02-01,-0.0,-1.6114939843476228,-0.0,-1.564653661955379,1.0,-1.664291554724915,0.0
2019-02-04,-0.0,-1.6245091718923987,-0.0,-1.5809646603762526,1.0,-1.6551016820019926,0.0
2019-02-05,-0.0,-1.6076291079812208,-0.0,-1.5756455399061033,1.0,-1.6853286384976525,0.0
2019-02-06,-0.0,-1.621324182001065,-0.0,-1.577894799124312,1.0,-1.7175906751079817,0.0
2019-02-07,-0.0,-1.6236979166666665,-0.0,-1.5822679924242427,1.0,-1.7126538825757578,0.0
2019-02-08,-0.0,-1.6165422443417468,-0.0,-1.5992416163052492,1.0,-1.7090887545917761,0.0
2019-02-11,-0.0,-1.5867141162514826,-0.0,-1.604982206405694,1.0,-1.7395017793594305,0.0
2019-02-12,-0.0,-1.5872411330635565,-0.0,-1.6277671982861224,1.0,-1.7358962151868604,0.0
2019-02-13,-0.0,-1.6085096268124552,-0.0,-1.6163536962205847,1.0,-1.7176135013073448,0.0
2019-02-14,-0.0,-1.555515887183149,-0.0,-1.6605379031298346,1.0,-1.7342020706890398,0.0
2019-02-15,-0.0,-1.584127740705434,-0.0,-1.649666348903718,1.0,-1.7243207816968542,0.0
2019-02-19,-0.0,-1.5507728894173605,-0.0,-1.6740190249702736,1.0,-1.7205112960761,0.0
2019-02-20,-0.0,-1.656336044054556,-0.0,-1.8309534481654608,1.0,-1.9159249535762308,0.0
2019-02-21,-0.0,-1.645225294418843,-0.0,-1.8337173579109063,1.0,-1.9214029697900668,0.0
2019-02-22,-0.0,-1.2723404255319148,-0.0,-1.4657210401891254,1.0,-1.5154189650643553,0.0
2019-02-25,-0.0,-1.2622098519063123,-0.0,-1.4760529356160066,1.0,-1.5132339040016805,0.0
2019-02-26,-0.0,-1.2474092589699526,-0.0,-1.4743008904858614,1.0,-1.4858615841274798,0.0
2019-02-27,-0.0,-1.2423942488018338,-0.0,-1.4877578662221298,1.0,-1.4793186080433425,0.0
2019-02-28,-0.0,-1.238470367278798,-0.0,-1.4864357262103507,1.0,-1.492122287145242,0.0
2019-03-01,-0.0,-1.2529722935107108,-0.0,-1.5097156025768608,1.0,-1.4748337086890484,0.0
2019-03-04,-0.0,-1.2333228610325688,-0.0,-1.5131427374594197,1.0,-1.489632422243167,0.0
2019-03-05,-0.0,-1.2146904512067158,-0.0,-1.5378803777544596,1.0,-1.494071353620147,0.0
2019-03-06,-0.0,-1.211321546613504,-0.0,-1.5443575887938723,1.0,-1.4906353286816012,0.0
2019-03-07,-0.0,-1.160657281909048,-0.0,-1.590507090899576,1.0,-1.4819195143649588,0.0
2019-03-08,-0.0,-1.139972512950629,-0.0,-1.6525002642985518,1.0,-1.4934982556295593,0.0
2019-03-11,-0.0,-1.127015378066301,-0.0,-1.6405044431437237,1.0,-1.5536103868461661,0.0
2019-03-12,-0.0,-1.045264175257732,-0.0,-1.6750429553264607,1.0,-1.6491623711340209,0.0
2019-03-13,-0.0,-1.076037857603786,-0.0,-1.6720800172080017,1.0,-1.629436437943644,0.0
2019-03-14,-0.0,-1.0840064620355412,-0.0,-1.6715131933225633,1.0,-1.6295099623047926,0.0
2019-03-15,-0.0,-1.0625890606160253,-0.0,-1.7373122876246847,1.0,-1.6807519456319193,0.0
2019-03-18,-0.0,-1.1085717447844612,-0.0,-1.7417409108516406,1.0,-1.6834154169664102,0.0
2019-03-19,-0.0,-1.1219389747308528,-0.0,-1.7412283148323755,1.0,-1.7150108774474255,0.0
2019-03-20,-0.0,-1.1288394951412934,-0.0,-1.7303138612755502,1.0,-1.72556684910086,0.0
2019-03-21,-0.0,-1.1315451960073608,-0.0,-1.7673005074443764,1.0,-1.6774103607873754,0.0
2019-03-22,-0.0,-1.1270332639162493,-0.0,-1.8292339730961897,1.0,-1.6721449878989139,0.0
2019-03-25,-0.0,-1.0237355811889972,-0.0,-1.8577528837622006,1.0,-1.6642080745341616,0.0
2019-03-26,-0.0,-1.0878324844368987,-0.0,-1.897283531409168,1.0,-1.6741369552914547,0.0
2019-03-27,-0.0,-1.0641396113094226,-0.0,-1.9238483766785652,1.0,-1.6781120743384892,0.0
2019-03-28,-0.0,-1.063753622364907,-0.0,-1.921756918006705,1.0,-1.696630490368771,0.0
2019-03-29,-0.0,-1.0671994597028367,-0.0,-1.8863687528140478,1.0,-1.6745835209365152,0.0
2019-04-01,-0.0,-1.0608638743455499,-0.0,-1.8222622164048865,1.0,-1.5706806282722512,0.0
2019-04-02,-0.0,-1.0720182489680643,-0.0,-1.825711492504888,1.0,-1.533565066261134,0.0
2019-04-03,-0.0,-1.0730541524088861,-0.0,-1.823094888925099,1.0,-1.5353864537504753,0.0
2019-04-04,-0.0,-1.0711294795801838,-0.0,-1.8158138017292946,1.0,-1.5511447060742836,0.0
2019-04-05,-0.0,-1.0651698896536654,-0.0,-1.8443679667868458,1.0,-1.553206598929313,0.0
2019-04-08,-0.0,-1.062745740498034,-0.0,-1.8438182612494538,1.0,-1.5542813455657492,0.0
2019-04-09,-0.0,-1.054790763999342,-0.0,-1.8804914166620963,1.0,-1.5492787802336425,0.0
2019-04-10,-0.0,-1.0454147515867804,-0.0,-1.8951630553731669,1.0,-1.5310790107244474,0.0
2019-04-11,-0.0,-1.0231922109178426,-0.0,-1.934416365824308,1.0,-1.5122524887867848,0.0
2019-04-12,-0.0,-1.0197440385036096,-0.0,-1.9354080070006563,1.0,-1.514110697877926,0.0
2019-04-15,-0.0,-1.0284851811196487,-0.0,-1.9246981339187705,1.0,-1.535290889132821,0.0
2019-04-16,-0.0,-1.0306408214815221,-0.0,-1.9295480753390808,1.0,-1.5309977486134754,0.0
2019-04-17,-0.0,-1.0085718995549204,-0.0,-1.956371229188417,1.0,-1.529864278257047,0.0
2019-04-18,-0.0,-1.0060456169277274,-0.0,-1.9487221764220939,1.0,-1.5412475954932674,0.0
2019-04-22,-0.0,-1.0083360936292372,-0.0,-1.9592028265430053,1.0,-1.552997681351441,0.0
2019-04-23,-0.0,-1.0154067038489147,-0.0,-1.96598376497874,1.0,-1.5407256060522392,0.0
2019-04-24,-0.0,-0.975933011700771,-0.0,-1.9851383574557757,1.0,-1.5842621859923474,0.0
2019-04-25,-0.0,-0.9735687711699706,-0.0,-1.9921705813759785,1.0,-1.5869842856349603,0.0
2019-04-26,-0.0,-0.9469119434316651,-0.0,-1.9411114793945423,1.0,-1.636228041100431,0.0
2019-04-29,-0.0,-0.9287593160894344,-0.0,-1.9171416045594036,1.0,-1.6340968873301185,0.0
2019-04-30,-0.0,-0.9237766452956326,-0.0,-1.9157762069154471,1.0,-1.6401994629842729,0.0
2019-05-01,-0.0,-0.92430802959715,-0.0,-1.916634694436832,1.0,-1.6400109619073717,0.0
2019-05-02,-0.0,-0.9133169264424391,-0.0,-1.9118403062619633,1.0,-1.6438063986874487,0.0
2019-05-03,-0.0,-0.9141452758055707,-0.0,-1.908847624249044,1.0,-1.6385581649371928,0.0
2019-05-06,-0.0,-0.8785683155371541,-0.0,-1.9229134887775114,1.0,-1.6463281760732187,0.0
2019-05-07,-0.0,-0.8875952121871601,-0.0,-1.9093579978237214,1.0,-1.6437431991294886,0.0
2019-05-08,-0.0,-0.8988818667963053,-0.0,-1.8724139793658512,1.0,-1.6302598174255931,0.0
2019-05-09,-0.0,-0.8967156439066551,-0.0,-1.881266205704408,1.0,-1.6239736387208297,0.0
2019-05-10,-0.0,-0.9067475360121304,-0.0,-1.8910429979421641,1.0,-1.6175674212065418,0.0
2019-05-13,-0.0,-0.9036444252189899,-0.0,-1.88158321617822,1.0,-1.6219314372228832,0.0
2019-05-14,-0.0,-0.8035082072738977,-0.0,-1.9349855165754746,1.0,-1.6257375818045274,0.0
2019-05-15,-0.0,-0.8227406811477608,-0.0,-1.9408956824886028,1.0,-1.5996781979082866,0.0
2019-05-16,-0.0,-0.8316362264964172,-0.0,-1.9419751090997253,1.0,-1.6140294165185067,0.0
2019-05-17,-0.0,-0.8218814349192587,-0.0,-1.927332827571258,1.0,-1.669665113254579,0.0
2019-05-20,-0.0,-0.8052915766738661,-0.0,-1.9273758099352052,1.0,-1.666900647948164,0.0
2019-05-21,-0.0,-0.8013187763485029,-0.0,-1.9315209166576588,1.0,-1.6719273592044104,0.0
2019-05-22,-0.0,-0.7827616058868087,-0.0,-1.9566064278757709,1.0,-1.6712477004653175,0.0
2019-05-23,-0.0,-0.771041407979269,-0.0,-1.9701992117907465,1.0,-1.6574528963990713,0.0
2019-05-24,-0.0,-0.7382488974938153,-0.0,-1.9758524255136065,1.0,-1.6639776271915672,0.0
2019-05-28,-0.0,-0.733727495472462,-0.0,-1.955363801001385,1.0,-1.6374240971556409,0.0
2019-05-29,-0.0,-0.7581039430332661,-0.0,-1.9611010734403231,1.0,-1.5948559889467533,0.0
2019-05-30,-0.0,-0.7678696660732588,-0.0,-2.011490532448616,1.0,-1.6152559745374118,0.0
2019-05-31,-0.0,-0.7620328192744635,-0.0,-2.1075681905493657,1.0,-1.618517095658855,0.0
2019-06-03,-0.0,-0.7660837827531731,-0.0,-2.107915236694449,1.0,-1.5735141907719126,0.0
2019-06-04,-0.0,-0.7326287262872629,-0.0,-2.131869918699187,1.0,-1.5555013550135504,0.0
2019-06-05,-0.0,-0.7146903222358788,-0.0,-2.168278736707102,1.0,-1.4609095281355209,0.0
2019-06-06,-0.0,-0.7394105330971171,-0.0,-2.1200408009878133,1.0,-1.5091533795028724,0.0
2019-06-07,-0.0,-0.7485631412150185,-0.0,-2.113337272385454,1.0,-1.5095342966106247,0.0
2019-06-10,-0.0,-0.7493027247371808,-0.0,-2.0968676249731817,1.0,-1.5174318815704784,0.0
2019-06-11,-0.0,-0.7588509991311904,-0.0,-2.1223392701998263,1.0,-1.5488705473501303,0.0
2019-06-12,-0.0,-0.7711198428290768,-0.0,-2.141890416939533,1.0,-1.544313468674962,0.0
2019-06-13,-0.0,-0.8096878246131979,-0.0,-2.138866109015363,1.0,-1.5186157126455635,0.0
2019-06-14,-0.0,-0.792891955533651,-0.0,-2.173922567219758,1.0,-1.5093368380702041,0.0
2019-06-17,-0.0,-0.7811386925310976,-0.0,-2.1946955997588904,1.0,-1.5039180229053648,0.0
2019-06-18,-0.0,-0.7701564380264742,-0.0,-2.1941800678262773,1.0,-1.5055245596761841,0.0
2019-06-19,-0.0,-0.7438426329555362,-0.02659110723626853,-2.1885353095030515,1.0,-1.4900283347863996,0.0
2019-06-20,-0.0,-0.7498772035147082,-0.02477760192108279,-2.1897615019374554,1.0,-1.4931506849315068,0.0
2019-06-21,-0.0,-0.7601893671437122,-0.024541546498340318,-2.1704848451869188,1.0,-1.4864232464493663,0.0
2019-06-24,-0.0,-0.7278470671532052,-0.031479766897227826,-2.1573443712216114,1.0,-1.5297097108000655,0.0
2019-06-25,-0.0,-0.715452021988788,-0.0306427910520873,-2.162466663038154,1.0,-1.534207804931149,0.0
2019-06-26,-0.0,-0.7137327590906613,-0.013738210761598429,-2.137872758000327,1.0,-1.5863272092896472,0.0
2019-06-27,-0.0,-0.702358851152124,-0.03259801244949219,-2.13759965054057,1.0,-1.5877470787375778,0.0
2019-06-28,-0.0,-0.6488808624746893,-0.0485962896076178,-2.178788376292891,1.0,-1.5962896076177968,0.0
2019-07-01,-0.0,-0.6216884687259536,-0.06667033087831153,-2.228371990766187,1.0,-1.5795866769264593,0.0
2019-07-02,-0.0,-0.6218117854001759,-0.06491864555848724,-2.233948988566403,1.0,-1.5761873350923483,0.0
2019-07-03,-0.0,-0.6158747596814063,-0.07063993408404284,-2.2315297995056302,1.0,-1.5749519362812414,0.0
2019-07-05,-0.0,-0.6203114718139943,-0.06679096293046721,-2.22280105286247,1.0,-1.5737552094757623,0.0
2019-07-08,-0.0,-0.6166758091058695,-0.07043335161821175,-2.224958859023588,1.0,-1.5733406472846958,0.0
2019-07-09,-0.0,-0.6020200911236757,-0.07229510896415436,-2.229840259098644,1.0,-1.585222594280068,0.0
2019-07-10,-0.0,-0.5747763569507711,-0.06487020470885242,-2.255254925635256,1.0,-1.5932714999176774,0.0
2019-07-11,-0.0,-0.5616685826900969,-0.09087425411945038,-2.248535610664039,1.0,-1.573274210324629,0.0
2019-07-12,-0.0,-0.5581052286510408,-0.0965961864175272,-2.2558050592798997,1.0,-1.5530787302627986,0.0
2019-07-15,-0.0,-0.6147701336811217,-0.1343875665688512,-2.197098141506358,1.0,-1.4879360939028368,0.0
2019-07-16,-0.0,-0.6131696186026295,-0.17195479734869062,-2.187438878626535,1.0,-1.4604476801043138,0.0
2019-07-17,-0.0,-0.6443496571459424,-0.1579828303007397,-2.166837643755737,1.0,-1.4301063657469897,0.0
2019-07-18,-0.0,-0.6437449556093624,-0.1629270917406511,-2.1529728275490987,1.0,-1.4210922787193976,0.0
2019-07-19,-0.0,-0.646517386155668,-0.16681020561955,-2.1513079987081496,1.0,-1.4180751426418345,0.0
2019-07-22,-0.0,-0.604972226716281,-0.13805748800086284,-2.161192902982257,1.0,-1.488648007334304,0.0
2019-07-23,-0.0,-0.6100689952565762,-0.14170978870202675,-2.157395429064252,1.0,-1.48113410952997,0.0
2019-07-24,-0.0,-0.6104679338753972,-0.15820365085348123,-2.149964999192289,1.0,-1.4661030639168597,0.0
2019-07-25,-0.0,-0.5804086173763527,-0.11752806715889552,-2.0424800242742998,1.0,-1.316729038130879,0.0
2019-07-26,-0.0,-0.5735018963337547,-0.10963337547408344,-2.051378002528445,1.0,-1.3224273072060684,0.0
2019-07-29,-0.0,-0.5390843662534985,-0.09901039584166334,-2.0308376649340265,1.0,-1.3290683726509396,0.0
2019-07-30,-0.0,-0.5443473920638883,-0.10366857998502621,-2.019465934614425,1.0,-1.323833291739456,0.0
2019-07-31,-0.0,-0.5902718882514343,-0.09862808680468946,-1.995659765527563,1.0,-1.3042155150910453,0.0
2019-08-01,-0.0,-0.6285529071506931,-0.0925999800538546,-1.985140121671487,1.0,-1.2802433429739704,0.0
2019-08-02,-0.0,-0.6080514815923376,-0.11688117330140677,-1.9839868302903323,1.0,-1.279606904120523,0.0
2019-08-05,-0.0,-0.6021237349818037,-0.10239792611795204,-1.9967097063662196,1.0,-1.2840121641158584,0.0
2019-08-06,-0.0,-0.5999804391412783,-0.10068952026993985,-1.9067436060443053,1.0,-1.2827522128221427,0.0
2019-08-07,-0.0,-0.6302365276761766,-0.0719824433065106,-1.8826139965861983,1.0,-1.2920263350402341,0.0
2019-08-08,-0.0,-0.6347358121330724,-0.06942270058708415,-1.8907045009784738,1.0,-1.297504892367906,0.0
2019-08-09,-0.0,-0.6187260094261698,-0.06034692191827414,-1.8720664690734174,1.0,-1.3077595840824061,0.0
2019-08-12,-0.0,-0.6137566137566137,-0.0652880928110286,-1.8790349983010532,1.0,-1.2960050482986263,0.0
2019-08-13,-0.0,-0.5866627923870406,-0.05840476536394014,-1.8890987457019708,1.0,-1.3086832292120685,0.0
2019-08-14,-0.0,-0.6254593561663973,-0.06379538438924004,-1.8924004115831252,1.0,-1.3180949581067178,0.0
2019-08-15,-0.0,-0.6730824891461649,-0.09464544138929087,-1.8544138929088276,1.0,-1.2017366136034733,0.0
2019-08-16,-0.0,-0.6596514939421732,-0.10421393058840567,-1.8629627841868999,1.0,-1.2001255007964473,0.0
2019-08-19,-0.0,-0.640906477577616,-0.11604062859333078,-1.8608183211958607,1.0,-1.173342276734381,0.0
2019-08-20,-0.0,-0.6389564553822674,-0.1251490437353937,-1.8464730290456433,1.0,-1.1588210044355416,0.0
2019-08-21,-0.0,-0.6460556402439024,-0.17273246951219512,-1.8211223323170733,1.0,-1.123856707317073,0.0
2019-08-22,-0.0,-0.6555939913756338,-0.14827275742785387,-1.8083684784153913,1.0,-1.1264275221532485,0.0
2019-08-23,-0.0,-0.6503410382720728,-0.1502463054187192,-1.8054660856384994,1.0,-1.130589238347859,0.0
2019-08-26,-0.0,-0.633171687027884,-0.15256924368180544,-1.7826168049986009,1.0,-1.0945630886878672,0.0
2019-08-27,-0.0,-0.6318317478082448,-0.1549151277746689,-1.784135422495803,1.0,-1.0924734191382206,0.0
2019-08-28,-0.0,-0.6168725238872058,-0.16653460731764158,-1.7939874155208577,1.0,-1.0834770449778608,0.0
2019-08-29,-0.0,-0.6065505031680954,-0.1713566902720835,-1.7984066343645175,1.0,-1.08269660827432,0.0
2019-08-30,-0.0,-0.6095719051148999,-0.17304484803558193,-1.7795589325426242,1.0,-1.0708858413639732,0.0
2019-09-03,-0.0,-0.6285978713558538,-0.19708468301712173,-1.7578898658028692,1.0,-1.0438685793614069,0.0
2019-09-04,-0.0,-0.6200564318423609,-0.19390351080068458,-1.7646514639900088,1.0,-1.04699569822841,0.0
2019-09-05,-0.0,-0.6304818999308278,-0.18667281531012223,-1.7690108369840905,1.0,-1.0253631542540926,0.0
2019-09-06,-0.0,-0.6169859985261607,-0.20887067059690495,-1.7943533529845246,1.0,-0.9854918938835666,0.0
2019-09-09,-0.0,-0.6136583567577532,-0.2081470899958527,-1.795401133588314,1.0,-0.9908759964978572,0.0
2019-09-10,-0.0,-0.6303411879079672,-0.15216888107032084,-1.7997777880653674,1.0,-1.047173741956391,0.0
2019-09-11,-0.0,-0.6220031472739055,-0.15764139590854392,-1.8018143108395814,1.0,-1.0469314079422383,0.0
2019-09-12,-0.0,-0.6182566854816323,-0.1592486351438882,-1.8014250023133154,1.0,-1.0477005644489683,0.0
