Date,GAM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.17311402172809423,-0.23807493146512335,-0.1072799268961316,-0.26599654787288046,-0.24619758351101634,0.0
2018-09-25,1.0,-0.17297615662699542,-0.23829156342662172,-0.1070108452820992,-0.2661968398391486,-0.24647629879361468,0.0
2018-09-26,1.0,-0.17285781018339869,-0.23817454353433395,-0.10672867965148161,-0.26630379592582815,-0.24692812315941265,0.0
2018-09-27,1.0,-0.173707395302572,-0.23584580093786162,-0.10738718255821035,-0.26625525263392946,-0.24680781957329326,0.0
2018-09-28,1.0,-0.17319365775422782,-0.23635219359684917,-0.10755831658444484,-0.26621596930385527,-0.2468481637127718,0.0
2018-10-01,1.0,-0.1739024489298623,-0.23579580067416642,-0.10739958575315761,-0.26668155789302683,-0.24686268935548064,0.0
2018-10-02,1.0,-0.17447456594578128,-0.23074423799370494,-0.10918875012691644,-0.26792567773378007,-0.24830947304294854,0.0
2018-10-03,1.0,-0.17460188495287618,-0.23163795905102375,-0.10935976600584986,-0.26771205719857005,-0.24788755281117972,0.0
2018-10-04,1.0,-0.17599756320438623,-0.22926185399532947,-0.10957457609909636,-0.2694892882526145,-0.2463397299218195,0.0
2018-10-05,1.0,-0.17322723038917912,-0.22658243226825414,-0.10733811201555096,-0.27040051836552864,-0.2473170534159478,0.0
2018-10-08,1.0,-0.17332307193778354,-0.226851101749838,-0.10746111471160079,-0.27023250162022033,-0.24740764744005186,0.0
2018-10-09,1.0,-0.17357932682571184,-0.22678115760055084,-0.10814532787881244,-0.2698570213455385,-0.24681032038559683,0.0
2018-10-10,1.0,-0.1735881912244113,-0.22659809261546562,-0.10816611658938588,-0.26986858889991294,-0.24660335715876647,0.0
2018-10-11,1.0,-0.1661790051705479,-0.22257405106417094,-0.10024449877750612,-0.2676860796023889,-0.24740470559942285,0.0
2018-10-12,1.0,-0.1639706177497692,-0.22343756271825954,-0.09804118331794645,-0.2711435796572071,-0.25039136193954964,0.0
2018-10-15,1.0,-0.165462282709061,-0.22054277570356096,-0.09984343008551126,-0.27142799791240113,-0.25001003653298004,0.0
2018-10-16,1.0,-0.1655291472619239,-0.22045126063915207,-0.09996788180504255,-0.27141882126224504,-0.2500200738718484,0.0
2018-10-17,1.0,-0.16527217640803388,-0.22004855635145168,-0.09972110194827344,-0.27143401753646745,-0.2499849515439716,0.0
2018-10-18,1.0,-0.16533237023214753,-0.22016894399967896,-0.09962077890808403,-0.2713537591043159,-0.2499849515439716,0.0
2018-10-19,1.0,-0.16311064008478474,-0.21712091823471774,-0.09810234157851586,-0.2717510848047351,-0.24953508368493668,0.0
2018-10-22,1.0,-0.16461012339259645,-0.21380717156970583,-0.09403435793852369,-0.2750834949903006,-0.2523648581085135,0.0
2018-10-23,1.0,-0.16423255441741355,-0.2141485275288092,-0.0928897247119078,-0.2762684058898847,-0.25310099231754163,0.0
2018-10-24,1.0,-0.1638127625525105,-0.2144628925785157,-0.0931386277255451,-0.27625525105021004,-0.25275055011002195,0.0
2018-10-25,1.0,-0.1623276876733098,-0.21222095876473757,-0.0924052905619726,-0.2764378478664193,-0.25154108564246813,0.0
2018-10-26,1.0,-0.1595461410062793,-0.2098402352754153,-0.08858596296001908,-0.2790517446943804,-0.2500993561720054,0.0
2018-10-29,1.0,-0.15789160450722106,-0.20982780511029997,-0.08724805586414855,-0.2784280272972544,-0.2504166005395969,0.0
2018-10-30,1.0,-0.1585223101799496,-0.20978909985516736,-0.08765351268773684,-0.2783167668591155,-0.24970735868896693,0.0
2018-10-31,1.0,-0.1589621707268766,-0.20693206575559517,-0.08805704099821747,-0.27775797187561896,-0.24886116062586652,0.0
