Date,IWF,IWM,MTUM,OEC,SPY,VLUE,VXX
2018-09-24,-0.303592432032799,-0.7495715293880432,-0.15683704674530363,1.0,-0.5237759182713311,-0.626743287293746,0.0
2018-09-25,-0.3022683609154336,-0.754929387576258,-0.1523475681687957,1.0,-0.5284303481748627,-0.6325794600424686,0.0
2018-09-26,-0.304592852563021,-0.7581750075928864,-0.15621098100091116,1.0,-0.5283636486349678,-0.6273073937839571,0.0
2018-09-27,-0.30744325655121246,-0.7510707901925736,-0.15827459444875383,1.0,-0.5285825098647601,-0.6271963846076017,0.0
2018-09-28,-0.30311355311355315,-0.7640075973409307,-0.15913715913715915,1.0,-0.5334757834757835,-0.6319020485687152,0.0
2018-10-01,-0.3026333650061083,-0.7655762182706665,-0.1595629157051717,1.0,-0.5333921542011674,-0.632346952626578,0.0
2018-10-02,-0.30302002035968784,-0.7634882931795045,-0.16057007125890735,1.0,-0.5336952833389887,-0.6325755005089921,0.0
2018-10-03,-0.3032505689344791,-0.7514011072993444,-0.15831663326653306,1.0,-0.5406066370028192,-0.6430827757209334,0.0
2018-10-04,-0.30308178451292855,-0.7523699500526655,-0.15857429241276205,1.0,-0.5400767897794843,-0.6437090143046448,0.0
2018-10-05,-0.291587645624492,-0.7472229748035764,-0.14819832023841778,1.0,-0.5463627743159036,-0.6532443782172853,0.0
2018-10-08,-0.2961080601698673,-0.7572398267216973,-0.150833987106457,1.0,-0.5482484565269299,-0.6585598799331446,0.0
2018-10-09,-0.295484003001569,-0.7574868681356164,-0.14943038406439732,1.0,-0.5489119312367828,-0.659560679446074,0.0
2018-10-10,-0.30646988037092093,-0.8083103277412047,-0.13396333262546897,1.0,-0.5808381114178524,-0.7097402137750407,0.0
2018-10-11,-0.3202459281630892,-0.8244705713155719,-0.1413727393664833,1.0,-0.5943623485420487,-0.7149893934491066,0.0
2018-10-12,-0.34675189427945563,-0.8333034079074946,-0.13890185657341905,1.0,-0.5777642115847309,-0.6943297303120624,0.0
2018-10-15,-0.34762144294337455,-0.8327464788732394,-0.13879706812302384,1.0,-0.5785426846795055,-0.6952428858867491,0.0
2018-10-16,-0.34576819407008086,-0.8409703504043127,-0.13279424977538185,1.0,-0.5790835579514825,-0.6952740341419587,0.0
2018-10-17,-0.33165454867884375,-0.8087249512324881,-0.11849618726724598,1.0,-0.5797481823018266,-0.7080688065259799,0.0
2018-10-18,-0.33126462869707074,-0.80821334846443,-0.11866089793602382,1.0,-0.5801120646854386,-0.7080998652386693,0.0
2018-10-19,-0.33076349166873914,-0.8147227057945785,-0.11383095889437596,1.0,-0.5818737343233737,-0.7115856041496429,0.0
2018-10-22,-0.32938785696459766,-0.8270883097436629,-0.12396163856108952,1.0,-0.5771328746122856,-0.7075831580448501,0.0
2018-10-23,-0.3278969957081545,-0.8316881258941344,-0.1161659513590844,1.0,-0.586552217453505,-0.7142346208869813,0.0
2018-10-24,-0.32837741243745533,-0.8295210864903503,-0.11068620443173696,1.0,-0.5881343817012152,-0.7172623302358828,0.0
2018-10-25,-0.31018388545760806,-0.8043935991016283,-0.10801516002245928,1.0,-0.5865033688938799,-0.7001684446939922,0.0
2018-10-26,-0.2981948703652077,-0.7976721494284917,-0.08638834680791747,1.0,-0.6047184276554224,-0.6978672985781991,0.0
2018-10-29,-0.28192745969983324,-0.8123610339077266,-0.07146331295163981,1.0,-0.5990480822679266,-0.7093176764869372,0.0
2018-10-30,-0.2635726489766031,-0.820495833188047,-0.05585968827364971,1.0,-0.6091913944000837,-0.7377174936364588,0.0
2018-10-31,-0.26377719756309836,-0.8168494342906875,-0.056362053959965186,1.0,-0.6080069625761532,-0.7362924281984334,0.0
2018-11-01,-0.26489535815022464,-0.8157189121426334,-0.05745725528432637,1.0,-0.6080022286450535,-0.7362189643765018,0.0
2018-11-02,-0.2646197811389141,-0.8180455844427407,-0.05792151669338538,1.0,-0.6076880184010595,-0.7368090890081551,0.0
2018-11-05,-0.25596873019226707,-0.8707655468694978,-0.0521515599690119,1.0,-0.6253257271638847,-0.7171279667582223,0.0
2018-11-06,-0.2779825618487276,-0.8930318281704119,-0.039661161125682284,1.0,-0.6252569646274899,-0.7084426171404268,0.0
2018-11-07,-0.2732841827830609,-0.8999893150977669,-0.04993410976956227,1.0,-0.626242119884603,-0.7121487338390853,0.0
2018-11-08,-0.2525674622848643,-0.9101211133932998,-0.025851689213117073,1.0,-0.6253275727742758,-0.7274594518025355,0.0
2018-11-09,-0.2550187983258849,-0.9118606795772148,-0.02447329218982762,1.0,-0.6260551890473149,-0.7294459814144854,0.0
2018-11-12,-0.2560627674750357,-0.9255706134094152,-0.022146932952924397,1.0,-0.6274607703281028,-0.7351283880171184,0.0
2018-11-13,-0.2438738962374552,-0.9270896131068477,-0.009149260612078441,1.0,-0.6301641902195113,-0.735948083265364,0.0
2018-11-14,-0.24374933503564208,-0.9272972302017944,-0.00907898003333688,1.0,-0.6302443522360535,-0.7361066780153916,0.0
2018-11-15,-0.24449721759472584,-0.9305993690851736,-0.006061035692765746,1.0,-0.636196079821359,-0.7271116152128452,0.0
2018-11-16,-0.24239530277306165,-0.922113752122241,-0.0024052065647990947,1.0,-0.6365662139219015,-0.7336233729485002,0.0
2018-11-19,-0.2428035928990735,-0.9203974821415942,-0.007107999151283685,1.0,-0.6338849989391047,-0.7321239125822194,0.0
2018-11-20,-0.19589190712750587,-0.9161469893950602,-0.0,1.0,-0.6457738787302258,-0.7654581968079484,0.0
2018-11-21,-0.21535520866518,-0.927294609040388,-0.0,1.0,-0.6660295210788999,-0.731018371031114,0.0
2018-11-23,-0.215011006177661,-0.9386139316906909,-0.0,1.0,-0.6646311155293616,-0.7320883334516792,0.0
2018-11-26,-0.21498313509675127,-0.938540742055743,-0.0,1.0,-0.6647612284750577,-0.7322208414699094,0.0
2018-11-27,-0.20819040209357426,-0.9400572903773384,-0.0,1.0,-0.6602185521802171,-0.7280121653640768,0.0
2018-11-28,-0.20761992358850997,-0.944495542663082,-0.0,1.0,-0.6584830904202632,-0.7270058016131314,0.0
2018-11-29,-0.1808242220353238,-0.9337328287075974,-0.0,1.0,-0.6569946733950098,-0.732793664143538,0.0
2018-11-30,-0.1809517135048006,-0.9343331698086761,-0.0,1.0,-0.6582451468217814,-0.7305697666269535,0.0
2018-12-03,-0.18055069011420166,-0.9342464793666363,-0.0,1.0,-0.6580256428221117,-0.7302949625166398,0.0
2018-12-04,-0.18445336714567484,-0.9365666384897153,-0.0,1.0,-0.6655395886165116,-0.735524091293322,0.0
2018-12-06,-0.17708440954644075,-0.88559424182939,-0.0,1.0,-0.6670799324999139,-0.7141233598512242,0.0
2018-12-07,-0.1805689488910318,-0.8853836616613857,-0.0,1.0,-0.666930706708913,-0.7111516737842678,0.0
2018-12-10,-0.16968387848865119,-0.8870945621614209,-0.0,1.0,-0.6658780772131935,-0.7059932798463966,0.0
2018-12-11,-0.17362087290430966,-0.8856241642952651,-0.0,1.0,-0.6667809510748448,-0.7025062570713478,0.0
2018-12-12,-0.17389515548393733,-0.8854870230054515,-0.0,1.0,-0.6667809510748448,-0.7023691157815339,0.0
2018-12-13,-0.1735123839539584,-0.8812305162550101,-0.0,1.0,-0.6707204275290329,-0.7002500770785516,0.0
2018-12-14,-0.17227899321034224,-0.8875591523215144,-0.0,1.0,-0.6683012139085112,-0.7009464371442289,0.0
2018-12-17,-0.15981953653701553,-0.8875863011825824,-0.0,1.0,-0.6586232825210199,-0.7118736755759109,0.0
2018-12-18,-0.14352797060024503,-0.8778072682727643,-0.0,1.0,-0.6599972778004628,-0.7214169048591262,0.0
2018-12-19,-0.14865876906318082,-0.876736111111111,-0.0,1.0,-0.657986111111111,-0.7207244008714596,0.0
2018-12-20,-0.14699203524826301,-0.8639552618200307,-0.0,1.0,-0.6629045924419591,-0.7154380613455347,0.0
2018-12-21,-0.14246667791462797,-0.865969293065632,-0.0,1.0,-0.666104268601316,-0.6998818964062764,0.0
2018-12-24,-0.12304130456665437,-0.8477334496527195,-0.0,1.0,-0.6635573599973157,-0.7210012414857564,0.0
2018-12-26,-0.1239801525192314,-0.8596023843617837,-0.0,1.0,-0.6387825102401012,-0.7077158746545006,0.0
2018-12-27,-0.08448248021960278,-0.8334571290166316,-0.0,1.0,-0.5893428063943162,-0.7221378976263524,0.0
2018-12-28,-0.08471674956398165,-0.8332795039080163,-0.0,1.0,-0.5894645048769459,-0.7223370583295652,0.0
2018-12-31,-0.08488097929653435,-0.8333387164497271,-0.0,1.0,-0.5894189464164594,-0.7222311940828785,0.0
2019-01-02,-0.085229476405947,-0.8340336134453782,-0.0,1.0,-0.5904654169360051,-0.722333548804137,0.0
2019-01-03,-0.08762520193861066,-0.8329563812600969,-0.0,1.0,-0.5917609046849758,-0.718642972536349,0.0
2019-01-04,-0.06639858452629885,-0.8403410004825478,-0.0,1.0,-0.5848801672832555,-0.725365932121602,0.0
2019-01-07,-0.0516558390112502,-0.8202503565203613,-0.0,1.0,-0.5843764855015053,-0.712755506258913,0.0
2019-01-08,-0.052474902618994845,-0.8173037337302467,-0.0,1.0,-0.5853310954175508,-0.7117522247205245,0.0
2019-01-09,-0.050795458139608445,-0.8100389031217383,-0.0,1.0,-0.5856026821014012,-0.7163867539614764,0.0
2019-01-10,-0.05181134222671808,-0.8076120629702218,-0.0,1.0,-0.5867737244736676,-0.7149585888600872,0.0
2019-01-11,-0.05369807497467072,-0.7995820668693009,-0.0,1.0,-0.5893806990881459,-0.7234992401215805,0.0
2019-01-14,-0.06333322777795371,-0.798917001804997,-0.0,1.0,-0.5920073466544222,-0.7124038126603122,0.0
2019-01-15,-0.054682549740210376,-0.7905525281966799,-0.007191737422379926,1.0,-0.5889621087314663,-0.7268090229375238,0.0
2019-01-16,-0.042204394837809564,-0.7950344040333577,-0.0,1.0,-0.5855027428100327,-0.7481054000063418,0.0
2019-01-17,-0.04599594526102382,-0.7894386720729852,-0.0,1.0,-0.5837873796249367,-0.7485745058286872,0.0
2019-01-18,-0.05083343936887646,-0.7848644865759004,-0.0025448530347372445,1.0,-0.5861432752258557,-0.7566802392161853,0.0
2019-01-22,-0.0,-0.844659881473847,-0.0,1.0,-0.5730481834578717,-0.8031113115176501,0.0
