Date,IWF,IWM,LTC,MTUM,SPY,VLUE,VXX
2018-12-12,-0.0,-0.6178894099568132,1.0,-0.0,-0.5759478578809315,-0.4556606523063879,0.0
2018-12-13,-0.0,-0.6141171468055703,1.0,-0.0,-0.588072711810354,-0.4553789731051345,0.0
2018-12-14,-0.0,-0.6026683676181364,1.0,-0.0,-0.5980173284430979,-0.45705097538935846,0.0
2018-12-17,-0.0,-0.5989415189203493,1.0,-0.0,-0.5843609420481609,-0.46287377613125164,0.0
2018-12-18,-0.0,-0.5938553962900506,1.0,-0.0,-0.5803910202360877,-0.4606608347386172,0.0
2018-12-19,-0.0,-0.5954267004647233,1.0,-0.0,-0.5821715251373046,-0.46287494719053657,0.0
2018-12-20,-0.0,-0.5833508513769182,1.0,-0.0,-0.5864252680260669,-0.45793041833088083,0.0
2018-12-21,-0.0,-0.5840261437908497,1.0,-0.0,-0.5889411764705882,-0.44141176470588234,0.0
2018-12-24,-0.0,-0.5696774528644887,1.0,-0.0,-0.5806887238352464,-0.44663169376201106,0.0
2018-12-26,-0.0,-0.573227931488801,1.0,-0.0,-0.6016600790513834,-0.46013175230566533,0.0
2018-12-27,-0.0,-0.5440310117058988,1.0,-0.0,-0.5504832827522889,-0.4557649639131876,0.0
2018-12-28,-0.0,-0.5489400780592332,1.0,-0.0,-0.5491696640391827,-0.4528455906737073,0.0
2018-12-31,-0.0,-0.5515736273834138,1.0,-0.0,-0.5486637567960794,-0.4522806748857748,0.0
2019-01-02,-0.0,-0.5512709269089424,1.0,-0.0,-0.546192323397305,-0.45459881584320133,0.0
2019-01-03,-0.0,-0.5595582163501239,1.0,-0.0,-0.585414946325351,-0.4355388109000826,0.0
2019-01-04,-0.0,-0.5684058791732091,1.0,-0.0,-0.5618677443434837,-0.4438209477721434,0.0
2019-01-07,-0.0,-0.5449997473343776,1.0,-0.0,-0.5547021072312901,-0.4269543685886098,0.0
2019-01-08,-0.0,-0.5385740586618244,1.0,-0.0,-0.5581195934528764,-0.42531083705329004,0.0
2019-01-09,-0.0,-0.541229044637447,1.0,-0.0,-0.5588264996970309,-0.4246869319329428,0.0
2019-01-10,-0.0,-0.5395523706189599,1.0,-0.0,-0.5599404506573137,-0.42375917842093314,0.0
2019-01-11,-0.0,-0.5209488756680448,1.0,-0.0,-0.5625945346374912,-0.43740546536250885,0.0
2019-01-14,-0.0,-0.5217555712413028,1.0,-0.0,-0.5632247655540991,-0.435968538872643,0.0
2019-01-15,-0.0,-0.5212191552707272,1.0,-0.0,-0.5630014633900187,-0.4388656204269062,0.0
2019-01-16,-0.0,-0.5242413585209003,1.0,-0.0,-0.5493368167202572,-0.4384797025723473,0.0
2019-01-17,-0.0,-0.531555333998006,1.0,-0.0,-0.5369641076769691,-0.4240029910269193,0.0
2019-01-18,-0.0,-0.5249184441656211,1.0,-0.0,-0.5377917189460476,-0.4467001254705144,0.0
2019-01-22,-0.0,-0.5378986538797732,1.0,-0.0,-0.5789066207137684,-0.3806348492794885,0.0
2019-01-23,-0.0,-0.5173147175098833,1.0,-0.0,-0.58712405544713,-0.39768803482960513,0.0
2019-01-24,-0.0,-0.5151545488674759,1.0,-0.0,-0.590789638343136,-0.3968714804154674,0.0
2019-01-25,-0.0,-0.4987462958741737,1.0,-0.0,-0.6522047463465289,-0.38178456550920653,0.0
2019-01-28,-0.0,-0.5018180899954547,1.0,-0.0,-0.6426695621433262,-0.38063734154840667,0.0
2019-01-29,-0.0,-0.4783836244926769,1.0,-0.0,-0.6426932869495072,-0.3997832060298974,0.0
2019-01-30,-0.0,-0.4769133778842517,1.0,-0.0,-0.6421132265792461,-0.4026982726011852,0.0
2019-01-31,-0.0,-0.4951200541937426,1.0,-0.0,-0.6140953910229069,-0.3997541209825125,0.0
2019-02-01,-0.0,-0.4951646529853558,1.0,-0.0,-0.6182713320439074,-0.3984577126924719,0.0
2019-02-04,-0.0,-0.4952686164172702,1.0,-0.0,-0.6379923793181761,-0.39014358172045727,0.0
2019-02-05,-0.0,-0.4998105247202081,1.0,-0.0,-0.6400222317661622,-0.3865043074046939,0.0
2019-02-06,-0.0,-0.5046068408431149,1.0,-0.0,-0.6336741133409062,-0.38599015524422564,0.0
2019-02-07,-0.0,-0.5088344581785091,1.0,-0.0,-0.6431333889436566,-0.37577412097773055,0.0
2019-02-08,-0.0,-0.5235343319899628,1.0,-0.0,-0.6646389374699009,-0.34651357311231085,0.0
2019-02-11,-0.0,-0.5151037829323443,1.0,-0.0,-0.6711465663982115,-0.35433550976855266,0.0
2019-02-12,-0.0,-0.5088853398230537,1.0,-0.0,-0.6689482089892768,-0.3572388267802368,0.0
2019-02-13,-0.0,-0.5142798961462098,1.0,-0.0,-0.6757369037316092,-0.35541923331466685,0.0
2019-02-14,-0.0,-0.46780177890724267,1.0,-0.0,-0.7081321473951715,-0.3653621346886912,0.0
2019-02-15,-0.0,-0.4850451826396844,1.0,-0.0,-0.7011836578846888,-0.35924653175512283,0.0
2019-02-19,-0.0,-0.47589013224821974,1.0,-0.0,-0.7096897253306206,-0.35765513733468973,0.0
2019-02-20,-0.0,-0.4850161952612921,1.0,-0.0,-0.714733862123492,-0.3506847917569946,0.0
2019-02-21,-0.0,-0.45890568057289943,1.0,-0.0,-0.7221896582481715,-0.3673641020413364,0.0
2019-02-22,-0.0,-0.45556914297360646,1.0,-0.0,-0.7281667176194845,-0.3639050239478243,0.0
2019-02-25,-0.0,-0.4533381099823435,1.0,-0.0,-0.736917526037002,-0.368689065738632,0.0
2019-02-26,-0.0,-0.4546688868963751,1.0,-0.0,-0.7442039195593698,-0.3629050851799667,0.0
2019-02-27,-0.0,-0.4573027391659853,1.0,-0.0,-0.7305294358135732,-0.36735997547015536,0.0
2019-02-28,-0.0,-0.4534871821112419,1.0,-0.0,-0.7271913217008648,-0.37775674154428696,0.0
2019-03-01,-0.0,-0.4517343854075933,1.0,-0.0,-0.7250345852333862,-0.3851257877747604,0.0
2019-03-04,-0.0,-0.43637348185967356,1.0,-0.0,-0.7290167865707435,-0.41319202702354246,0.0
2019-03-05,-0.0,-0.42505951764827654,1.0,-0.0,-0.7500258772383811,-0.41263844322533894,0.0
2019-03-06,-0.0,-0.41698672509343987,1.0,-0.0,-0.752674313700219,-0.4079907204536667,0.0
2019-03-07,-0.0,-0.42985995117563924,1.0,-0.0,-0.7414878581523834,-0.3983810869844533,0.0
2019-03-08,-0.0,-0.41704210035730926,1.0,-0.0,-0.7795815856247735,-0.39254828854021023,0.0
2019-03-11,-0.0,-0.4191707278934612,1.0,-0.0,-0.7786088452216519,-0.4083552683015819,0.0
2019-03-12,-0.0,-0.3882849604221636,1.0,-0.0,-0.7964379947229552,-0.45379947229551454,0.0
2019-03-13,-0.0,-0.4010389059684088,1.0,-0.0,-0.7995865578288986,-0.4496448637761052,0.0
2019-03-14,-0.0,-0.392748452093609,1.0,-0.0,-0.7983786336446638,-0.43244306852765246,0.0
2019-03-15,-0.0,-0.3829759242204973,1.0,-0.0,-0.8022891724773057,-0.4459676358373898,0.0
2019-03-18,-0.0,-0.39507744536388717,1.0,-0.0,-0.8090388287714831,-0.4481222151495863,0.0
2019-03-19,-0.0,-0.39343782431677266,1.0,-0.0,-0.8131403177306474,-0.4544825567471194,0.0
2019-03-20,-0.0,-0.3961277934823191,1.0,-0.0,-0.8128166835564564,-0.457891087524668,0.0
2019-03-21,-0.0,-0.39851966239782743,1.0,-0.0,-0.8456561676295962,-0.41832849649884185,0.0
2019-03-22,-0.0,-0.3938970667239712,1.0,-0.0,-0.8693993768131514,-0.4228537659825938,0.0
2019-03-25,-0.0,-0.3311795362688789,1.0,-0.0,-0.9027600510529673,-0.42506913422676024,0.0
2019-03-26,-0.0,-0.3465230061759752,1.0,-0.0,-0.8973344384140309,-0.42972488837793765,0.0
2019-03-27,-0.0,-0.34163748630082064,1.0,-0.0,-0.9013124482104193,-0.43006067734088904,0.0
2019-03-28,-0.0,-0.3312342234622027,1.0,-0.0,-0.8802975953235019,-0.44556928391125283,0.0
2019-03-29,-0.0,-0.3275403911564626,1.0,-0.0,-0.8805803571428572,-0.4491921768707483,0.0
2019-04-01,-0.0,-0.337367665052934,1.0,-0.0,-0.8836516465393414,-0.43897962440815025,0.0
2019-04-02,-0.0,-0.34800721753436287,1.0,-0.0,-0.8967521095366979,-0.40877248845725206,0.0
2019-04-03,-0.0,-0.3491141523445788,1.0,-0.0,-0.8945735200509229,-0.4085508168894547,0.0
2019-04-04,-0.0,-0.3478030563868951,1.0,-0.0,-0.9062160658950659,-0.39449638477633286,0.0
2019-04-05,-0.0,-0.35534871525957,1.0,-0.0,-0.8934976402726796,-0.3730728893550079,0.0
2019-04-08,-0.0,-0.34981406798303044,1.0,-0.0,-0.8937830618551302,-0.37516367255014926,0.0
2019-04-09,-0.0,-0.33917452644300233,1.0,-0.0,-0.9275937261907888,-0.36045503507343085,0.0
2019-04-10,-0.0,-0.3259216529445697,1.0,-0.0,-0.9305941580575804,-0.36556715087314484,0.0
2019-04-11,-0.0,-0.3361203134037966,1.0,-0.0,-0.9252510911289898,-0.3678550770363359,0.0
2019-04-12,-0.0,-0.33986364704960426,1.0,-0.0,-0.9096204581668103,-0.36266750254682234,0.0
2019-04-15,-0.0,-0.3420144336366489,1.0,-0.0,-0.9045078966635289,-0.36826691768643444,0.0
2019-04-16,-0.0,-0.3349403241778287,1.0,-0.0,-0.9001407202793558,-0.37082399541356126,0.0
2019-04-17,-0.0,-0.3416372915241754,1.0,-0.0,-0.9455989898458463,-0.34337349397590367,0.0
2019-04-18,-0.0,-0.3614432335202625,1.0,-0.0,-0.9465400486720982,-0.33721299333403876,0.0
2019-04-22,-0.0,-0.3580663144760944,1.0,-0.0,-0.9520029732671427,-0.344660065305689,0.0
2019-04-23,-0.0,-0.3575651062470044,1.0,-0.0,-0.9464770730148586,-0.3587633807317463,0.0
2019-04-24,-0.0,-0.36000000000000004,1.0,-0.0,-0.94270126413839,-0.3586427145708583,0.0
2019-04-25,-0.0,-0.37197733500039903,1.0,-0.0,-0.9415817615918703,-0.3466521241786598,0.0
2019-04-26,-0.0,-0.377387399286752,1.0,-0.0,-0.933086778496896,-0.3311847840443799,0.0
2019-04-29,-0.0,-0.37916908927533166,1.0,-0.0,-0.9345631375865532,-0.3291135895131878,0.0
2019-04-30,-0.0,-0.37712940429584174,1.0,-0.0,-0.9422812400804148,-0.3258120833774204,0.0
2019-05-01,-0.0,-0.3727987712840611,1.0,-0.0,-0.9345126181712258,-0.3407833064110372,0.0
2019-05-02,-0.0,-0.3720320813150163,1.0,-0.0,-0.9274464649673099,-0.347494639879298,0.0
2019-05-03,-0.0,-0.3762336940703305,1.0,-0.0,-0.9238747916280794,-0.34588415844203957,0.0
2019-05-06,-0.0,-0.37435490273918215,1.0,-0.0,-0.9244409157072913,-0.3477570464470027,0.0
2019-05-07,-0.0,-0.37644848933806024,1.0,-0.0,-0.9243081644531458,-0.3448859728027938,0.0
2019-05-08,-0.0,-0.38266072699475445,1.0,-0.0,-0.8986477581253131,-0.3546405883438332,0.0
2019-05-09,-0.0,-0.38296862641708407,1.0,-0.0,-0.8967308199314525,-0.35676245715792243,0.0
2019-05-10,-0.0,-0.3819753802356539,1.0,-0.0,-0.9029443551150592,-0.3510293381131877,0.0
2019-05-13,-0.0,-0.3806261199536208,1.0,-0.0,-0.9022609887214084,-0.3522978813112681,0.0
2019-05-14,-0.0,-0.3256722951844903,1.0,-0.0,-0.9215655618094643,-0.3585313737752762,0.0
2019-05-15,-0.0,-0.3253498736024602,1.0,-0.0,-0.9312762242318418,-0.3495348049308071,0.0
2019-05-16,-0.0,-0.32743293620793035,1.0,-0.0,-0.9293255820016164,-0.35019161083448475,0.0
2019-05-17,-0.0,-0.3245414938300592,1.0,-0.0,-0.9216821893506562,-0.36263076882940704,0.0
2019-05-20,-0.0,-0.31513777013112276,1.0,-0.0,-0.9271134746226637,-0.3645368994551758,0.0
2019-05-21,-0.0,-0.32265291236844845,1.0,-0.0,-0.9197144941127435,-0.3626133166614567,0.0
2019-05-22,-0.0,-0.3190319891632802,1.0,-0.0,-0.9229967698239033,-0.36295196415546527,0.0
2019-05-23,-0.0,-0.3203686348016245,1.0,-0.0,-0.9380401957721545,-0.3449442882432573,0.0
2019-05-24,-0.0,-0.30169817199833815,1.0,-0.0,-0.9464842127129206,-0.3484368508516826,0.0
2019-05-28,-0.0,-0.30527409716809556,1.0,-0.0,-0.9448687970901533,-0.3479345284489478,0.0
2019-05-29,-0.0,-0.2980379943942697,1.0,-0.0,-0.9443319838056681,-0.3528755320253296,0.0
2019-05-30,-0.0,-0.2989757552184623,1.0,-0.0,-0.9447945027875017,-0.3492285751328925,0.0
2019-05-31,-0.0,-0.29292250426510885,1.0,-0.0,-0.935971669337745,-0.35602026572920437,0.0
2019-06-03,-0.0,-0.30087972013581643,1.0,-0.0,-0.9478084165037556,-0.3235672394279247,0.0
2019-06-04,-0.0,-0.3010030864197531,1.0,-0.0,-0.9518261316872428,-0.319212962962963,0.0
2019-06-05,-0.0,-0.30147190122700945,1.0,-0.0,-0.9925767199816331,-0.2569067115634805,0.0
2019-06-06,-0.0,-0.2929780228195114,1.0,-0.0,-1.0069173239400668,-0.2526482374862802,0.0
2019-06-07,-0.0,-0.3054356984195879,1.0,-0.0,-0.9952000408507162,-0.2525340209870554,0.0
2019-06-10,-0.0,-0.30720787333316335,1.0,-0.0,-0.9850845210473981,-0.257362127431733,0.0
2019-06-11,-0.0,-0.3111770119644135,1.0,-0.0,-0.9988751406074241,-0.24644646691890787,0.0
2019-06-12,-0.0,-0.30598277453091355,1.0,-0.0,-1.0008202604326872,-0.25651081718445606,0.0
2019-06-13,-0.0,-0.31989116205046586,1.0,-0.0,-1.0,-0.2470416099802346,0.0
2019-06-14,-0.0,-0.31805238449501044,1.0,-0.0,-1.0016161719812218,-0.24568379466919782,0.0
2019-06-17,-0.0,-0.3150551423441908,1.0,-0.0,-1.0072839189535778,-0.24242113362400616,0.0
2019-06-18,-0.0,-0.3301864951768489,1.0,-0.0,-1.0075627009646302,-0.23459807073954986,0.0
2019-06-19,-0.0,-0.32345913727102227,1.0,-0.0,-1.0211956940626363,-0.2244945148112941,0.0
2019-06-20,-0.0,-0.32633233687248736,1.0,-0.0,-1.0245593237810535,-0.2261364807751778,0.0
2019-06-21,-0.0,-0.3294672543106781,1.0,-0.0,-1.0203098017990155,-0.2276089589937885,0.0
2019-06-24,-0.0,-0.32135959830050215,1.0,-0.0,-1.0004634994206258,-0.2531736835328956,0.0
2019-06-25,-0.0,-0.3111534402429921,1.0,-0.0,-1.0065123941414194,-0.2564287369044248,0.0
2019-06-26,-0.0,-0.30968091138718495,1.0,-0.0,-1.0048456105984844,-0.2629259240167019,0.0
2019-06-27,-0.0,-0.3204270277307642,1.0,-0.0,-1.049160265590418,-0.2342403332899362,0.0
2019-06-28,-0.0,-0.31780322748568457,1.0,-0.0,-1.050702758979698,-0.2343050494534097,0.0
2019-07-01,-0.0,-0.31796874999999997,1.0,-0.0,-1.04765625,-0.23854166666666665,0.0
2019-07-02,-0.0,-0.32528117613444507,1.0,-0.0,-1.0382867087456817,-0.23390217927738385,0.0
2019-07-03,-0.0,-0.31992825205365494,1.0,-0.0,-1.0460642612041176,-0.23357076011230113,0.0
2019-07-05,-0.0,-0.2948012867074816,1.0,-0.0,-1.0606516550793816,-0.2386894261699699,0.0
2019-07-08,-0.0,-0.2918711218423034,1.0,-0.0,-1.0656073941376536,-0.23880364514370278,0.0
2019-07-09,-0.0,-0.28102892218060754,1.0,-0.0,-1.0711610486891385,-0.2486995422388681,0.0
2019-07-10,-0.0,-0.26075087098954813,1.0,-0.0,-1.0863449638604337,-0.2528729655244137,0.0
2019-07-11,-0.0,-0.2596206385137772,1.0,-0.0,-1.0893242786147321,-0.2529857154008274,0.0
2019-07-12,-0.0,-0.2665347874749473,1.0,-0.0,-1.091465160467477,-0.24485280720476849,0.0
2019-07-15,-0.0,-0.2719442058968954,1.0,-0.0,-1.0955838342831863,-0.2348088583548026,0.0
2019-07-16,-0.0,-0.2833112341731014,1.0,-0.0,-1.1025661024881055,-0.21402386709305046,0.0
2019-07-17,-0.0,-0.2813254732905705,1.0,-0.0,-1.1005531461812137,-0.2150258394577609,0.0
2019-07-18,-0.0,-0.2820087155011413,1.0,-0.0,-1.1030296742062669,-0.20888669848516292,0.0
2019-07-19,-0.0,-0.2846024127643015,1.0,-0.0,-1.0993384355947593,-0.21042936827085224,0.0
2019-07-22,-0.0,-0.2942580628421681,1.0,-0.0,-1.1052385770997122,-0.19514283490309023,0.0
2019-07-23,-0.0,-0.2992507024664377,1.0,-0.0,-1.103444687272349,-0.19903215735248206,0.0
2019-07-24,-0.0,-0.2997139885595424,1.0,-0.0,-1.1036401456058242,-0.1967758710348414,0.0
2019-07-25,-0.0,-0.2896660790210515,1.0,-0.0,-1.1124909260603546,-0.1903971793010474,0.0
2019-07-26,-0.0,-0.2746564216280329,1.0,-0.0,-1.111956269499523,-0.19183662945104812,0.0
2019-07-29,-0.0,-0.2663518848208066,1.0,-0.0,-1.1100446370978145,-0.20378254250845007,0.0
2019-07-30,-0.0,-0.26432866248612935,1.0,-0.0,-1.1054424401950915,-0.21080746303321204,0.0
2019-07-31,-0.0,-0.2715308540228701,1.0,-0.0,-1.0995415679406613,-0.20441434016688986,0.0
2019-08-01,-0.0,-0.284620523097477,1.0,-0.0,-1.0878680437798673,-0.19675247931760956,0.0
2019-08-02,-0.0,-0.2787385815457251,1.0,-0.0,-1.099353381915221,-0.1878271579595607,0.0
2019-08-05,-0.0,-0.2752260675769142,1.0,-0.0,-1.1051054128134847,-0.1813407792607014,0.0
2019-08-06,-0.0,-0.2778676507759972,1.0,-0.0,-1.0643294070067235,-0.18548101713765733,0.0
2019-08-07,-0.0,-0.2840209825481691,1.0,-0.0,-1.053212952688389,-0.184706950469081,0.0
2019-08-08,-0.0,-0.28455572117935374,1.0,-0.0,-1.0584623935726738,-0.18344660316818676,0.0
2019-08-09,-0.0,-0.2775249541146004,1.0,-0.0,-1.0481733839539387,-0.18857013551907073,0.0
2019-08-12,-0.0,-0.27348385799054614,1.0,-0.0,-1.0716835965000502,-0.169139092829126,0.0
2019-08-13,-0.0,-0.25829449552840406,1.0,-0.0,-1.08431792417181,-0.1765965486837133,0.0
2019-08-14,-0.0,-0.26986713462020556,1.0,-0.0,-1.0714464778139885,-0.16558034595136625,0.0
2019-08-15,-0.0,-0.296489107103205,1.0,-0.0,-1.0566973427746662,-0.11408551479114752,0.0
2019-08-16,-0.0,-0.2909477431156375,1.0,-0.0,-1.0679042863499284,-0.11311613190290207,0.0
2019-08-19,-0.0,-0.2781893814458365,1.0,-0.0,-1.075787038176582,-0.10744086444975016,0.0
2019-08-20,-0.0,-0.2790316664628928,1.0,-0.0,-1.0703264457757673,-0.09590414476097323,0.0
2019-08-21,-0.0,-0.28311650272156996,1.0,-0.0,-1.073445776074593,-0.08430764724547829,0.0
2019-08-22,-0.0,-0.2851225573802446,1.0,-0.0,-1.0599629647677988,-0.09144291213878467,0.0
2019-08-23,-0.0,-0.2902287708414114,1.0,-0.0,-1.050625242341993,-0.0825659170221016,0.0
2019-08-26,-0.0,-0.2839358104056226,1.0,-0.0,-1.0459113914941591,-0.0688670872412387,0.0
2019-08-27,-0.0,-0.28074168123996834,1.0,-0.0,-1.040749347195937,-0.07412021177203362,0.0
2019-08-28,-0.0,-0.2752363853979653,1.0,-0.0,-1.0466546977857571,-0.07188509874326751,0.0
2019-08-29,-0.0,-0.2728794109209142,1.0,-0.0,-1.0546762933919862,-0.0631873386248446,0.0
2019-08-30,-0.0,-0.2722181176863128,1.0,-0.0,-1.0534092804880955,-0.057651516957029476,0.0
2019-09-03,-0.0,-0.2832777513101477,1.0,-0.0,-1.0520009528346832,-0.04680800381133873,0.0
2019-09-04,-0.0,-0.25433691756272403,1.0,-0.0,-1.0681959378733572,-0.06695340501792114,0.0
2019-09-05,-0.0,-0.2518004420887505,1.0,-0.0,-1.0646020012834834,-0.06041879590236019,0.0
2019-09-06,-0.0,-0.24682313892840207,1.0,-0.0,-1.0838074917022285,-0.04016121384542437,0.0
2019-09-09,-0.0,-0.24224957897483335,1.0,-0.0,-1.0843473516924025,-0.04535211935766978,0.0
2019-09-10,-0.0,-0.24638262716865336,1.0,-0.0,-1.069727369290688,-0.04432904520240765,0.0
2019-09-11,-0.0,-0.22714655151960902,1.0,-0.02619279223706375,-1.105340577475148,-0.013831882132434935,0.0
2019-09-12,-0.0,-0.21233444689269554,1.0,-0.03155874617954368,-1.1071386262942167,-0.018243419338024498,0.0
2019-09-13,-0.0,-0.21309805779251537,1.0,-0.031146376125059213,-1.106252960682141,-0.01807200378967314,0.0
2019-09-16,-0.0,-0.20597276080582616,1.0,-0.03527853967653457,-1.1063794571077272,-0.016858980421829185,0.0
2019-09-17,-0.0,-0.18737742491907092,1.0,-0.03780629002150233,-1.1137733040334585,-0.023936107369863662,0.0
2019-09-18,-0.0,-0.17651940907258545,1.0,-0.04982096701524745,-1.1217424296317375,-0.023238718550662778,0.0
2019-09-19,-0.0,-0.1887895135339769,1.0,-0.05349706606095022,-1.0935547984099943,-0.030214840053000187,0.0
2019-09-20,-0.0,-0.19560017997110993,1.0,-0.0650974448838476,-1.0779085462596794,-0.0294110682232589,0.0
