Date,EVTC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.4028692677983278,-0.7540220420572586,-0.16107170002533572,-0.4684887256143907,-0.3805421839371675,0.0
2018-09-25,1.0,-0.4088297838575555,-0.7531024851620274,-0.16805789189703874,-0.4672929825118227,-0.3766464595169327,0.0
2018-09-26,1.0,-0.409350599885736,-0.7537294483590427,-0.16923760553545356,-0.4669586745381832,-0.3747222751221989,0.0
2018-09-27,1.0,-0.40882661328757985,-0.7568074222349316,-0.16862072252406823,-0.4676071553394973,-0.3754329107488959,0.0
2018-09-28,1.0,-0.4108948673917191,-0.7560580041976721,-0.16860650003180053,-0.46839025631240855,-0.3761368695541563,0.0
2018-10-01,1.0,-0.4105035467760919,-0.7568152177370614,-0.16887743741451156,-0.46826987307949236,-0.37646722015459494,0.0
2018-10-02,1.0,-0.4103193320160622,-0.7687233093250048,-0.165689336477787,-0.46714258397603414,-0.3751035757537128,0.0
2018-10-03,1.0,-0.41154865702149407,-0.7761808948931685,-0.16668263549551277,-0.4665133659097442,-0.3728082782408738,0.0
2018-10-04,1.0,-0.4122661388161675,-0.774152352978737,-0.1670710682587319,-0.4673711768086329,-0.3717834110210076,0.0
2018-10-05,1.0,-0.4135045355819598,-0.7789063498147437,-0.16465440143094415,-0.46729270474000256,-0.369713811166475,0.0
2018-10-08,1.0,-0.4121496520462236,-0.7766711357977399,-0.15967566877354275,-0.4733767477494733,-0.37039519887633277,0.0
2018-10-09,1.0,-0.4142227333716695,-0.7774263625327454,-0.16356782314229124,-0.4718548335569612,-0.367612293144208,0.0
2018-10-10,1.0,-0.4248515745998968,-0.7831053175012908,-0.16933402168301498,-0.48435080020650495,-0.3649974186886939,0.0
2018-10-11,1.0,-0.40276943504789614,-0.7808162878189119,-0.14062154215800957,-0.4735860390123613,-0.3636622300907338,0.0
2018-10-12,1.0,-0.4131541946570848,-0.7767536322449616,-0.1395406967661303,-0.454928917356663,-0.34016559912513666,0.0
2018-10-15,1.0,-0.407636159460977,-0.7860440451681328,-0.13123089400461665,-0.45433277185102006,-0.34010231455486933,0.0
2018-10-16,1.0,-0.4047648902821317,-0.8112852664576802,-0.11498432601880877,-0.4596865203761755,-0.3440752351097178,0.0
2018-10-17,1.0,-0.4076266649872469,-0.818654154989451,-0.1158799634726202,-0.4620713543470731,-0.3446799130900274,0.0
2018-10-18,1.0,-0.40694562513774757,-0.8176064985359404,-0.1164006171090331,-0.4629577154371714,-0.3446050187336671,0.0
2018-10-19,1.0,-0.40041292582976196,-0.8123064410172991,-0.10933149810742328,-0.46426001814371065,-0.34188381768698967,0.0
2018-10-22,1.0,-0.40695521170082544,-0.8027055020244185,-0.09290354979441952,-0.4802109161671008,-0.3558582593138947,0.0
2018-10-23,1.0,-0.4133673501527607,-0.8055371822734574,-0.10277489054773378,-0.47418816340672143,-0.3538379161548395,0.0
2018-10-24,1.0,-0.4166535346213244,-0.8030508367739293,-0.09341611774717135,-0.4789624633615934,-0.3596079296542595,0.0
2018-10-25,1.0,-0.40477961688673986,-0.7842043270720972,-0.09221374992250944,-0.47569896472630335,-0.34266319509019894,0.0
2018-10-26,1.0,-0.3929704586760312,-0.7790099497889906,-0.06995656593660476,-0.4959492345131381,-0.34248221051658817,0.0
2018-10-29,1.0,-0.3888291498970783,-0.7831884236074841,-0.06467172570585886,-0.4933177670588958,-0.3422839411349043,0.0
2018-10-30,1.0,-0.40974718056760445,-0.7889143636138308,-0.07407981162473665,-0.4973354814723014,-0.3282005205105961,0.0
2018-10-31,1.0,-0.4251487677976135,-0.7684518802380286,-0.07022463158550644,-0.5145963797239618,-0.3371031560581986,0.0
2018-11-01,1.0,-0.5620416436336835,-0.8463607886493459,-0.10075548185000922,-0.6836557950985812,-0.4924267551133223,0.0
2018-11-02,1.0,-0.5660239020456045,-0.8270034460004398,-0.09832099127502016,-0.6869271940758119,-0.48768238140626147,0.0
2018-11-05,1.0,-0.5593945127719963,-0.9279091769157994,-0.08242194891201514,-0.7352507095553453,-0.47928098391674556,0.0
2018-11-06,1.0,-0.5631053268765133,-0.9303495762711864,-0.08088680387409201,-0.7330130145278451,-0.4759382566585956,0.0
2018-11-07,1.0,-0.5600287291146897,-0.9298026763438422,-0.08588493233537461,-0.7299463219172904,-0.4744840099795872,0.0
2018-11-08,1.0,-0.5465181685228935,-0.930438369520381,-0.07237409532380845,-0.7238159523005961,-0.47680653991825106,0.0
2018-11-09,1.0,-0.5538415003024804,-0.9409785238959468,-0.06654567453115548,-0.7317755595886267,-0.4878251663641863,0.0
2018-11-12,1.0,-0.5539660429921319,-0.9230885065692882,-0.06565523472499342,-0.7381319881037534,-0.4838308925949629,0.0
2018-11-13,1.0,-0.550112443778111,-0.923913043478261,-0.0555472263868066,-0.7400674662668666,-0.4784857571214393,0.0
2018-11-14,1.0,-0.5529654654654654,-0.924099099099099,-0.05484234234234234,-0.7424549549549548,-0.47931681681681676,0.0
2018-11-15,1.0,-0.5531898942949246,-0.924432116350551,-0.053452282779818575,-0.7438338706049928,-0.473498763025714,0.0
2018-11-16,1.0,-0.5519628756408818,-0.9201377193967292,-0.05340368998166236,-0.7422252161221511,-0.4746079862280603,0.0
2018-11-19,1.0,-0.5533245926203408,-0.9178497846038582,-0.06413185989885746,-0.737703689829556,-0.4730099269526128,0.0
