Date,IWF,IWM,MTUM,RQI,SPY,VLUE,VXX
2018-09-24,-0.27198544954038245,-0.42105392518310963,-0.0,1.0,-0.4055940618394534,-0.3592144718084845,0.0
2018-09-25,-0.2687456721733109,-0.42773765951132653,-0.0,1.0,-0.4106489266989811,-0.36593629439113656,0.0
2018-09-26,-0.26796803483510234,-0.42732378336920757,-0.0,1.0,-0.4109948291645018,-0.3678220638808481,0.0
2018-09-27,-0.2703604806408545,-0.42266231518567965,-0.0,1.0,-0.41141274786134596,-0.36797211096276516,0.0
2018-09-28,-0.27094668117519044,-0.42244534573152637,-0.0,1.0,-0.4115392224750223,-0.36811257295479277,0.0
2018-10-01,-0.2705626098363902,-0.4242469245810747,-0.0,1.0,-0.4116234746664687,-0.36875324868196335,0.0
2018-10-02,-0.2732945400519995,-0.41448557632784455,-0.0,1.0,-0.4155750897610499,-0.372811687507738,0.0
2018-10-03,-0.2726935168453103,-0.4084461717454267,-0.0,1.0,-0.417630022031339,-0.3766616332896007,0.0
2018-10-04,-0.28267045454545453,-0.40315988835725675,-0.0,1.0,-0.4322916666666667,-0.3739035087719298,0.0
2018-10-05,-0.29111222696459954,-0.41350740647752954,-0.0,1.0,-0.4337685161938238,-0.3722570926437359,0.0
2018-10-08,-0.2902829336811478,-0.4123607906090097,-0.0,1.0,-0.4339319755192134,-0.3716765325574396,0.0
2018-10-09,-0.2888994783306581,-0.41214386035313,-0.0,1.0,-0.43439004815409304,-0.37256721508828244,0.0
2018-10-10,-0.2951620621049185,-0.4135039161860629,-0.0,1.0,-0.4403253834336515,-0.36948145163321333,0.0
2018-10-11,-0.2626749649455118,-0.40136774003099557,-0.0,1.0,-0.42682836830582277,-0.3690930112420359,0.0
2018-10-12,-0.2572964861823184,-0.41450543953982744,-0.0,1.0,-0.44394147805427037,-0.38519444791796925,0.0
2018-10-15,-0.2536094319828146,-0.41644602088225013,-0.0,1.0,-0.4431733026927112,-0.3846730279262627,0.0
2018-10-16,-0.24443271502538583,-0.43927512190217666,-0.0,1.0,-0.44430201578444684,-0.38543708842306335,0.0
2018-10-17,-0.23836238063180992,-0.4272072206846685,-0.0,1.0,-0.44164360336100933,-0.38611713665943603,0.0
2018-10-18,-0.2385655144895007,-0.42795151877899146,-0.0,1.0,-0.4411940745174323,-0.3861788617886179,0.0
2018-10-19,-0.22798979667649028,-0.4184600906411749,-0.0,1.0,-0.44389410337056395,-0.386166076425865,0.0
2018-10-22,-0.22775615439918684,-0.40964870962143934,-0.0,1.0,-0.4499343034930709,-0.39174951037508987,0.0
2018-10-23,-0.2209022556390977,-0.41822055137844605,-0.0,1.0,-0.4645112781954887,-0.4026065162907268,0.0
2018-10-24,-0.2197716917839083,-0.41496019626495767,-0.0,1.0,-0.46497771992189457,-0.403669954438492,0.0
2018-10-25,-0.1931560049827801,-0.38264820106983216,-0.0,1.0,-0.4821816760704428,-0.38455338169561076,0.0
2018-10-26,-0.18849770391427947,-0.37789440435405885,-0.0,1.0,-0.4822022985154409,-0.38110163520178825,0.0
2018-10-29,-0.1899325755178541,-0.37735803130248524,-0.0,1.0,-0.4860647956575713,-0.38074142589392207,0.0
2018-10-30,-0.1821987489960328,-0.37771071141723656,-0.0,1.0,-0.4866259400783703,-0.3873244578577166,0.0
2018-10-31,-0.1845207834023289,-0.36708064008521557,-0.0,1.0,-0.48497833297019877,-0.3843174280388312,0.0
2018-11-01,-0.1604671490312242,-0.3906667314135871,-0.0,1.0,-0.488296994124217,-0.3885786432282814,0.0
2018-11-02,-0.16252690642610104,-0.37951967494618716,-0.0,1.0,-0.49050717101603497,-0.3860255883135415,0.0
2018-11-05,-0.16114213872972125,-0.38313870554386986,-0.0,1.0,-0.49065544836923675,-0.38280022243175943,0.0
2018-11-06,-0.16139171643414976,-0.3832055900771295,-0.0,1.0,-0.4904857467540318,-0.38274619792548176,0.0
2018-11-07,-0.1612365253540871,-0.3831149997583023,-0.0,1.0,-0.4900662251655629,-0.3825590950838691,0.0
2018-11-08,-0.1565542168674699,-0.38219277108433736,-0.0,1.0,-0.4883373493975904,-0.38255421686746993,0.0
2018-11-09,-0.15713218099852944,-0.3825124755912345,-0.0,1.0,-0.48815120175502036,-0.38294640919939243,0.0
2018-11-12,-0.15733500156396624,-0.36762830538244995,-0.0,1.0,-0.49861649142224684,-0.38252207598469723,0.0
2018-11-13,-0.1363571155317521,-0.36569912012241773,-0.0,1.0,-0.5063599846977812,-0.38255547054322875,0.0
2018-11-14,-0.13597550766581357,-0.3662847712215073,-0.0,1.0,-0.5065894903011313,-0.382979741204047,0.0
2018-11-15,-0.13550051353094322,-0.36654166766188173,-0.0,1.0,-0.5085389447536246,-0.37793488905343114,0.0
2018-11-16,-0.12949761167518783,-0.3599529536016899,-0.0,1.0,-0.5156861333141307,-0.3951897458054296,0.0
2018-11-19,-0.12890137328339576,-0.36029482377796984,-0.0,1.0,-0.5161816959569768,-0.3954431960049937,0.0
2018-11-20,-0.09957009792213994,-0.3542870790542154,-0.0,1.0,-0.5220683066634823,-0.4123955099116312,0.0
2018-11-21,-0.10204178424909294,-0.3496407313429296,-0.0,1.0,-0.5210462662145178,-0.39868149588560314,0.0
2018-11-23,-0.10247173969713487,-0.34663601677844397,-0.0,1.0,-0.5219565371945872,-0.39881982131431143,0.0
2018-11-26,-0.10245289726270884,-0.3465102500296244,-0.0,1.0,-0.5220760753643797,-0.39890982343879605,0.0
2018-11-27,-0.09841097442920219,-0.34691757372559207,-0.0,1.0,-0.5196798337780086,-0.3961230609401931,0.0
2018-11-28,-0.09792389995040034,-0.3501499799239472,-0.0,1.0,-0.5183164458300857,-0.3954746215073573,0.0
2018-11-29,-0.08981853182148977,-0.3455172899499965,-0.0,1.0,-0.5160457309200178,-0.3962016104420499,0.0
2018-11-30,-0.09008734034560481,-0.346050901577761,-0.0,1.0,-0.5176089406461307,-0.3940880916604057,0.0
