Date,IWF,IWM,MTUM,RBCAA,SPY,VLUE,VXX
2018-11-28,-0.0,-0.8726741760534001,-0.0,1.0,-0.42514253928521767,-0.4834376303712975,0.0
2018-11-29,-0.0,-0.8591778255359013,-0.0,1.0,-0.4149997244723646,-0.48109880421006224,0.0
2018-11-30,-0.0,-0.859457671957672,-0.0,1.0,-0.4146825396825397,-0.4815917107583774,0.0
2018-12-03,-0.0,-0.8612919240953222,-0.0,1.0,-0.41518645189761694,-0.4817133715798764,0.0
2018-12-04,-0.0,-0.8681982404368571,-0.0,1.0,-0.4095534901679583,-0.4801842301221765,0.0
2018-12-06,-0.0,-0.8521521467051205,-0.0,1.0,-0.40096316047232955,-0.4676769875387713,0.0
2018-12-07,-0.0,-0.8524242259345922,-0.0,1.0,-0.4006094574740165,-0.46775861130761276,0.0
2018-12-10,-0.0,-0.8745789632226086,-0.0,1.0,-0.41219158200290273,-0.45168003943368845,0.0
2018-12-11,-0.0,-0.8873786407766991,-0.0,1.0,-0.40657420249653264,-0.48000000000000004,0.0
2018-12-12,-0.0,-0.8881515008469164,-0.0,1.0,-0.40957432038430563,-0.4790492322216977,0.0
2018-12-13,-0.0,-0.884650595056454,-0.0,1.0,-0.41221183454933835,-0.4772935334424501,0.0
2018-12-14,-0.0,-0.8769409937888198,-0.0,1.0,-0.41797914818101156,-0.47795585625554565,0.0
2018-12-17,-0.0,-0.8744130807048556,-0.0,1.0,-0.40250234767718057,-0.48503010550737446,0.0
2018-12-18,-0.0,-0.8669942624975979,-0.0,1.0,-0.3949542921459357,-0.48326790567436245,0.0
2018-12-19,-0.0,-0.8694670155625948,-0.0,1.0,-0.3982096130009641,-0.4867649084148189,0.0
2018-12-20,-0.0,-0.8609122576044322,-0.0,1.0,-0.39924298527112645,-0.48267917386653497,0.0
2018-12-21,-0.0,-0.8616130091984232,-0.0,1.0,-0.39712001752080595,-0.47892028033289535,0.0
2018-12-24,-0.0,-0.8377111716621254,-0.0,1.0,-0.38675749318801095,-0.5003542234332424,0.0
2018-12-26,-0.0,-0.8452144753388291,-0.0,1.0,-0.4238647477993573,-0.5253877322900657,0.0
2018-12-27,-0.0,-0.8135629942584769,-0.0,1.0,-0.37135738273209834,-0.5233452497020907,0.0
2018-12-28,-0.0,-0.819904057240426,-0.0,1.0,-0.3700300837466461,-0.5203133046047104,0.0
2018-12-31,-0.0,-0.8217161447742986,-0.0,1.0,-0.36968957570828254,-0.5197505761149518,0.0
2019-01-02,-0.0,-0.8304522915924719,-0.0,1.0,-0.38333835575158204,-0.5257376106073472,0.0
2019-01-03,-0.0,-0.832001976447336,-0.0,1.0,-0.37887397403167805,-0.5341623431881194,0.0
2019-01-04,-0.0,-0.8331922099915325,-0.0,1.0,-0.3642074786266422,-0.534019830105706,0.0
2019-01-07,-0.0,-0.8126797280227902,-0.0,1.0,-0.3560428928485044,-0.5187723400252627,0.0
2019-01-08,-0.0,-0.805177733065057,-0.0,1.0,-0.36050972501676726,-0.5170489604292421,0.0
2019-01-09,-0.0,-0.8064524787288294,-0.0,1.0,-0.36097914485868426,-0.5166277478057815,0.0
2019-01-10,-0.0,-0.8054519599688768,-0.0,1.0,-0.3615679751012852,-0.5160580612272276,0.0
2019-01-11,-0.0,-0.797683356177269,-0.0,1.0,-0.3652610927463786,-0.524577387191271,0.0
2019-01-14,-0.0,-0.8039051754362307,-0.0,1.0,-0.3790015911971736,-0.5140375954044067,0.0
2019-01-15,-0.0,-0.8018319868140183,-0.0,1.0,-0.3781242400497177,-0.5221162419951905,0.0
2019-01-16,-0.0,-0.8011069114470842,-0.0,1.0,-0.37140928725701944,-0.527267818574514,0.0
2019-01-17,-0.0,-0.7913390067865992,-0.0,1.0,-0.372239577722719,-0.5295163201551223,0.0
2019-01-18,-0.0,-0.7842940730306642,-0.0,1.0,-0.380079098493878,-0.544479358543721,0.0
2019-01-22,-0.0,-0.8909169690732818,-0.0,1.0,-0.2765801874018307,-0.5406488652981639,0.0
2019-01-23,-0.0,-0.8814720191340745,-0.0,1.0,-0.27673742287935205,-0.5596988557606066,0.0
2019-01-24,-0.0,-0.8842359846734966,-0.0,1.0,-0.27166499089649176,-0.5615641729394821,0.0
2019-01-25,-0.0,-0.9164336239513078,-0.0,1.0,-0.22267916872292592,-0.602566211547952,0.0
2019-01-28,-0.0,-0.9399190735314636,-0.0,1.0,-0.22743128226594111,-0.6232175247662899,0.0
2019-01-29,-0.0,-0.9339724624487938,-0.0,1.0,-0.2768832498862085,-0.6339326354119253,0.0
2019-01-30,-0.0,-0.9294026820690247,-0.0,1.0,-0.27795728133131276,-0.6519600834929803,0.0
2019-01-31,-0.0,-0.9380348607573199,-0.0,1.0,-0.2569048913821232,-0.6672200120209508,0.0
2019-02-01,-0.0,-0.9378832158615553,-0.0,1.0,-0.2615609420663572,-0.6657211621110538,0.0
2019-02-04,-0.0,-0.9378279946087006,-0.0,1.0,-0.27051131312551974,-0.6593731180637206,0.0
2019-02-05,-0.0,-0.9269635534654317,-0.0,1.0,-0.2676569265620968,-0.6729274797120982,0.0
2019-02-06,-0.0,-0.9087527540129903,-0.0,1.0,-0.26627371312483905,-0.6862857306360697,0.0
2019-02-07,-0.0,-0.9007254241160678,-0.0,1.0,-0.2624093219854915,-0.6928371508539442,0.0
2019-02-08,-0.0,-0.8967906324257781,-0.0,1.0,-0.2706060866328839,-0.6955538377852215,0.0
2019-02-11,-0.0,-0.896950760863276,-0.0,1.0,-0.3087137649713591,-0.6873517329167389,0.0
2019-02-12,-0.0,-0.8942700634727415,-0.0,1.0,-0.318030316204388,-0.6860273019737414,0.0
2019-02-13,-0.0,-0.8913929097685708,-0.0,1.0,-0.3175002166941146,-0.680332842160007,0.0
2019-02-14,-0.0,-0.8672096933155545,-0.0,1.0,-0.3381935184648385,-0.6932865673372369,0.0
2019-02-15,-0.0,-0.873570557845243,-0.0,1.0,-0.3369129854298485,-0.6919370755209845,0.0
2019-02-19,-0.0,-0.862175865565696,-0.0,1.0,-0.34587860350572214,-0.6892365638128349,0.0
2019-02-20,-0.0,-0.8823001678532152,-0.0,1.0,-0.32589569948486424,-0.6858250853736181,0.0
2019-02-21,-0.0,-0.8660773994708226,-0.0,1.0,-0.34070886517605325,-0.700782135899747,0.0
2019-02-22,-0.0,-0.8639311367668014,-0.0,1.0,-0.3492308139703958,-0.6949137755547155,0.0
2019-02-25,-0.0,-0.864195367043496,-0.0,1.0,-0.35804632956503957,-0.6989162504016592,0.0
2019-02-26,-0.0,-0.8664772727272727,-0.0,1.0,-0.37195407685098403,-0.6903409090909091,0.0
2019-02-27,-0.0,-0.8503413370998117,-0.0,1.0,-0.39592161016949157,-0.6963276836158192,0.0
2019-02-28,-0.0,-0.8495262755252162,-0.0,1.0,-0.3960454304713706,-0.6967869122579886,0.0
2019-03-01,-0.0,-0.8561430335823091,-0.0,1.0,-0.39840028230312297,-0.686114215138505,0.0
2019-03-04,-0.0,-0.849283633903092,-0.0,1.0,-0.39083875143420316,-0.701832838104204,0.0
2019-03-05,-0.0,-0.8293356037697073,-0.0,1.0,-0.4067995654854525,-0.6998032940900148,0.0
2019-03-06,-0.0,-0.8204339804972326,-0.0,1.0,-0.41307212509883157,-0.6948373305221236,0.0
2019-03-07,-0.0,-0.8433316661272764,-0.0,1.0,-0.3953926270263909,-0.7034040424843331,0.0
2019-03-08,-0.0,-0.8440672919458092,-0.0,1.0,-0.41649545928241777,-0.7169569748399583,0.0
2019-03-11,-0.0,-0.8426973032966374,-0.0,1.0,-0.4213336532981372,-0.7356090830008699,0.0
2019-03-12,-0.0,-0.8261409782411056,-0.0,1.0,-0.4370567913206861,-0.7672586217346506,0.0
2019-03-13,-0.0,-0.8363148752019017,-0.0,1.0,-0.44613415414622254,-0.7651235790692714,0.0
2019-03-14,-0.0,-0.8346389490047856,-0.0,1.0,-0.4492943579114214,-0.7641966653458103,0.0
2019-03-15,-0.0,-0.8138356331664427,-0.0,1.0,-0.4565575772377579,-0.7824825986078885,0.0
2019-03-18,-0.0,-0.820303095774561,-0.0,1.0,-0.4692428778666008,-0.7969999074045495,0.0
2019-03-19,-0.0,-0.8187534849141936,-0.0,1.0,-0.470416950622638,-0.8085310699461,0.0
2019-03-20,-0.0,-0.822430486593843,-0.0,1.0,-0.46996027805362456,-0.8108862959285004,0.0
2019-03-21,-0.0,-0.8254460822342903,-0.0,1.0,-0.47686578743211794,-0.8008688906128781,0.0
2019-03-22,-0.0,-0.8181276649109606,-0.0,1.0,-0.5314145974416855,-0.7856471030850262,0.0
2019-03-25,-0.0,-0.8230853907847145,-0.0,1.0,-0.5370341248623998,-0.7850605441107092,0.0
2019-03-26,-0.0,-0.8578347033709297,-0.0,1.0,-0.5550882559102785,-0.7732109857898427,0.0
2019-03-27,-0.0,-0.8615640918847915,-0.0,1.0,-0.5590939672572325,-0.7831352321148238,0.0
2019-03-28,-0.0,-0.857422250721385,-0.0,1.0,-0.5527092016672009,-0.7960243667842257,0.0
2019-03-29,-0.0,-0.8613791555797775,-0.0,1.0,-0.5497066649568814,-0.7947616452409194,0.0
2019-04-01,-0.0,-0.8596355924033549,-0.0,1.0,-0.5506282335550627,-0.8032070439281468,0.0
2019-04-02,-0.0,-0.8698370959466393,-0.0,1.0,-0.5653219599794767,-0.771613648024628,0.0
2019-04-03,-0.0,-0.8709749911714662,-0.0,1.0,-0.5600179781052361,-0.7793829657452889,0.0
2019-04-04,-0.0,-0.8577108509172876,-0.0,1.0,-0.49048274998434666,-0.7824807463527644,0.0
2019-04-05,-0.0,-0.8431710065097645,-0.0,1.0,-0.49733975963945914,-0.7891837756634952,0.0
2019-04-08,-0.0,-0.855318746453118,-0.0,1.0,-0.5009143073333753,-0.7965508544044391,0.0
2019-04-09,-0.0,-0.8494524969934806,-0.0,1.0,-0.5270903221722895,-0.7882144439521489,0.0
2019-04-10,-0.0,-0.8563933396167137,-0.0,1.0,-0.5311969839773798,-0.7540999057492931,0.0
2019-04-11,-0.0,-0.8656904028659418,-0.0,1.0,-0.519137703475583,-0.7576205141097354,0.0
2019-04-12,-0.0,-0.8653991200502829,-0.0,1.0,-0.5218416090509114,-0.7554368321810183,0.0
2019-04-15,-0.0,-0.865592072252885,-0.0,1.0,-0.517059708981435,-0.7533241344706473,0.0
2019-04-16,-0.0,-0.8606960498699997,-0.0,1.0,-0.5142060583278514,-0.7576355605676157,0.0
2019-04-17,-0.0,-0.8470543925174979,-0.0,1.0,-0.5183766987853489,-0.7732023476978124,0.0
2019-04-18,-0.0,-0.8418905347727844,-0.0,1.0,-0.5105448154657294,-0.7859339693698217,0.0
2019-04-22,-0.0,-0.8396134353259672,-0.0,1.0,-0.5170459911228633,-0.7912613718638838,0.0
2019-04-23,-0.0,-0.8535180229812688,-0.0,1.0,-0.5105619392413033,-0.7840390366755864,0.0
2019-04-24,-0.0,-0.8437048211704067,-0.0,1.0,-0.5129172166698095,-0.7862530643032245,0.0
2019-04-25,-0.0,-0.8236885142785256,-0.0,1.0,-0.5252232985281168,-0.7961378789784878,0.0
2019-04-26,-0.0,-0.8187460617517328,-0.0,1.0,-0.5279143037177063,-0.8039382482671708,0.0
2019-04-29,-0.0,-0.8276297512312161,-0.0,1.0,-0.5330218461927011,-0.7963442353832554,0.0
2019-04-30,-0.0,-0.8257307351638618,-0.0,1.0,-0.5288498038719474,-0.8087751486777173,0.0
2019-05-01,-0.0,-0.8197068970974583,-0.0,1.0,-0.5432532523027254,-0.802329629981325,0.0
2019-05-02,-0.0,-0.8117688310860349,-0.0,1.0,-0.5388734818781677,-0.8370150776194575,0.0
2019-05-03,-0.0,-0.8048391215526046,-0.0,1.0,-0.5457737487231868,-0.8413878958120531,0.0
2019-05-06,-0.0,-0.7887404762663776,-0.0,1.0,-0.5474831840351939,-0.8516050878255602,0.0
2019-05-07,-0.0,-0.7893142911791895,-0.0,1.0,-0.5434664796455099,-0.8550798559086997,0.0
2019-05-08,-0.0,-0.7864000760480371,-0.0,1.0,-0.541271903418993,-0.8410279159669192,0.0
2019-05-09,-0.0,-0.7839835077703773,-0.0,1.0,-0.5540437678401522,-0.8335553441167142,0.0
2019-05-10,-0.0,-0.7823288843800527,-0.0,1.0,-0.556763782772723,-0.8311828297879087,0.0
2019-05-13,-0.0,-0.7828815977175464,-0.0,1.0,-0.5532414011729275,-0.8339514978601997,0.0
2019-05-14,-0.0,-0.7501724462281307,-0.0,1.0,-0.5674735059885873,-0.8177400137956982,0.0
2019-05-15,-0.0,-0.7584518316225632,-0.0,1.0,-0.575540697491917,-0.8050036098816586,0.0
2019-05-16,-0.0,-0.7602802123582446,-0.0,1.0,-0.576602896365407,-0.8045110420004398,0.0
2019-05-17,-0.0,-0.758897998931926,-0.0,1.0,-0.5648854961832062,-0.8176106556089593,0.0
2019-05-20,-0.0,-0.7547868667210749,-0.0,1.0,-0.5657291732061022,-0.8184129574989015,0.0
2019-05-21,-0.0,-0.753818649437004,-0.0,1.0,-0.5645955524887871,-0.8180848728162343,0.0
2019-05-22,-0.0,-0.745561390347587,-0.0,1.0,-0.5716116529132284,-0.8086396599149788,0.0
2019-05-23,-0.0,-0.7468299081766506,-0.0,1.0,-0.5783309388468986,-0.7980823286901116,0.0
2019-05-24,-0.0,-0.7381604331321178,-0.0,1.0,-0.5755180782873857,-0.7979027942000124,0.0
2019-05-28,-0.0,-0.7483608340325036,-0.0,1.0,-0.5622883067648613,-0.796805568503154,0.0
2019-05-29,-0.0,-0.7570985740855549,-0.0,1.0,-0.559299442033478,-0.7834159950402976,0.0
2019-05-30,-0.0,-0.7542761527020327,-0.0,1.0,-0.5565195835399108,-0.7878346554288547,0.0
2019-05-31,-0.0,-0.7678660358565736,-0.0,1.0,-0.5456299800796813,-0.7990537848605578,0.0
2019-06-03,-0.0,-0.7744751997027679,-0.0,1.0,-0.5517059879868722,-0.7699857576320516,0.0
2019-06-04,-0.0,-0.7664653971202973,-0.0,1.0,-0.5494968261340765,-0.7804613717293698,0.0
2019-06-05,-0.0,-0.7557053147495788,-0.0,1.0,-0.5650482462858019,-0.7425026803492112,0.0
2019-06-06,-0.0,-0.7646734130634775,-0.0,1.0,-0.5351732597362773,-0.7667279975467647,0.0
2019-06-07,-0.0,-0.778060364639191,-0.0,1.0,-0.5254174965527808,-0.7606863796537461,0.0
2019-06-10,-0.0,-0.7784000489656018,-0.0,1.0,-0.5174745990941364,-0.7644754559921655,0.0
2019-06-11,-0.0,-0.7830568975597747,-0.0,1.0,-0.5364495184170848,-0.7577007108348464,0.0
2019-06-12,-0.0,-0.7835184786287966,-0.0,1.0,-0.5369418715573746,-0.7567775486968028,0.0
2019-06-13,-0.0,-0.8059437850568658,-0.0,1.0,-0.560445009141901,-0.7325916514301652,0.0
2019-06-14,-0.0,-0.7977326229711311,-0.0,1.0,-0.5721409986370958,-0.7276359806715401,0.0
2019-06-17,-0.0,-0.8021699483787209,-0.0,1.0,-0.5710797193286142,-0.7178448888751506,0.0
2019-06-18,-0.0,-0.8096033144729927,-0.0,1.0,-0.5689020808211978,-0.7133228210122747,0.0
2019-06-19,-0.0,-0.7995358910891088,-0.0,1.0,-0.594430693069307,-0.7000928217821782,0.0
2019-06-20,-0.0,-0.8059992570579495,-0.0,1.0,-0.5892149578999505,-0.7003776622090144,0.0
2019-06-21,-0.0,-0.8107472296167894,-0.0,1.0,-0.5827710022905961,-0.7018820033430323,0.0
2019-06-24,-0.0,-0.7797978533654598,-0.0,1.0,-0.6153894295459523,-0.7339862940826735,0.0
2019-06-25,-0.0,-0.7600550877961751,-0.0,1.0,-0.6302231681742778,-0.739741462956587,0.0
2019-06-26,-0.0,-0.7542030618953696,-0.0,1.0,-0.6012022165868319,-0.7753670830593906,0.0
2019-06-27,-0.0,-0.7478473244199518,-0.0,1.0,-0.611829539405705,-0.7714563045996806,0.0
2019-06-28,-0.0,-0.7557804373707625,-0.0,1.0,-0.6058963594210164,-0.7713202581615388,0.0
2019-07-01,-0.0,-0.757927688214118,-0.0,1.0,-0.6050712161527625,-0.7673814368445766,0.0
2019-07-02,-0.0,-0.761119799812324,-0.0,1.0,-0.5997810447294338,-0.7670315921176103,0.0
2019-07-03,-0.0,-0.7544079421252075,-0.0,1.0,-0.6114121073564874,-0.7659327925840094,0.0
2019-07-05,-0.0,-0.755195292939409,-0.0,1.0,-0.6086004006009013,-0.7659301452178267,0.0
2019-07-08,-0.0,-0.7657663219632659,-0.0,1.0,-0.5603025158203426,-0.7608272881617533,0.0
2019-07-09,-0.0,-0.7720095176292451,-0.0,1.0,-0.562003646364451,-0.7561262012916782,0.0
2019-07-10,-0.0,-0.7455853297110399,-0.0,1.0,-0.5813163744134354,-0.7603111879476414,0.0
2019-07-11,-0.0,-0.7436436096264946,-0.0,1.0,-0.5895146590873984,-0.7562482622262041,0.0
2019-07-12,-0.0,-0.7158804689200535,-0.0,1.0,-0.6190490997854411,-0.7746198575826363,0.0
2019-07-15,-0.0,-0.7159413065827596,-0.0,1.0,-0.646531044580828,-0.7529206517336989,0.0
2019-07-16,-0.0,-0.7369485408499783,-0.0,1.0,-0.6577997635492503,-0.7164457718872504,0.0
2019-07-17,-0.0,-0.7562616243025418,-0.0,1.0,-0.6448853068815871,-0.6986670799752015,0.0
2019-07-18,-0.0,-0.7575785725344479,-0.0,1.0,-0.645177272023533,-0.6936987149713578,0.0
2019-07-19,-0.0,-0.7595787517422952,-0.0,1.0,-0.6441381446492179,-0.6936967632027257,0.0
2019-07-22,-0.0,-0.7521417928979389,-0.0,1.0,-0.6537124410230941,-0.698162403774522,0.0
2019-07-23,-0.0,-0.7645923629346073,-0.0,1.0,-0.6759150874750862,-0.7231484703723624,0.0
2019-07-24,-0.0,-0.7628575052317839,-0.0,1.0,-0.6779123596930686,-0.7300082440230833,0.0
2019-07-25,-0.0,-0.7628810444261359,-0.0,1.0,-0.6784650484821597,-0.7274225236073261,0.0
2019-07-26,-0.0,-0.7576803699246215,-0.0,1.0,-0.6784379552796604,-0.7310445303097485,0.0
2019-07-29,-0.0,-0.7654603902097457,-0.0,1.0,-0.6914605811769947,-0.7258665138928674,0.0
2019-07-30,-0.0,-0.7672515364774066,-0.0,1.0,-0.6912078463841035,-0.7259179059325542,0.0
2019-07-31,-0.0,-0.7875466046333769,-0.0,1.0,-0.6826423632134094,-0.7164526305726395,0.0
2019-08-01,-0.0,-0.7935028879599196,-0.0,1.0,-0.6816223633404602,-0.715990681941475,0.0
2019-08-02,-0.0,-0.7902830398930243,-0.0,1.0,-0.686745837180426,-0.7067401063389475,0.0
2019-08-05,-0.0,-0.7841678588459704,-0.0,1.0,-0.6824988078206963,-0.7124781433794309,0.0
2019-08-06,-0.0,-0.7832922902064784,-0.0,1.0,-0.6631306434299425,-0.7107722422175916,0.0
2019-08-07,-0.0,-0.791048536961794,-0.0,1.0,-0.6461935809001859,-0.7124633846735331,0.0
2019-08-08,-0.0,-0.7922278648708324,-0.0,1.0,-0.6469734725420307,-0.7150742831908653,0.0
2019-08-09,-0.0,-0.784936108756397,-0.0,1.0,-0.6304354651345326,-0.7242158801921446,0.0
2019-08-12,-0.0,-0.784187766357483,-0.0,1.0,-0.6452431687139634,-0.7041865129105038,0.0
2019-08-13,-0.0,-0.7739217590127478,-0.0,1.0,-0.6458170200770508,-0.7124064271619632,0.0
2019-08-14,-0.0,-0.7845563937901365,-0.0,1.0,-0.6246025313298834,-0.7082735831410936,0.0
2019-08-15,-0.0,-0.8010625556613336,-0.0,1.0,-0.6120136351073304,-0.6578632189908793,0.0
2019-08-16,-0.0,-0.8019920686156967,-0.0,1.0,-0.6065664483998894,-0.6655907036797933,0.0
2019-08-19,-0.0,-0.7887966677896542,-0.0,1.0,-0.616581421702245,-0.6573152430247159,0.0
2019-08-20,-0.0,-0.7985322330156217,-0.0,1.0,-0.6027893663022625,-0.6438381193093577,0.0
2019-08-21,-0.0,-0.798635436020834,-0.0,1.0,-0.604063232920106,-0.6432335292863453,0.0
2019-08-22,-0.0,-0.7998356564611357,-0.0,1.0,-0.6030190516769128,-0.6405137257288941,0.0
2019-08-23,-0.0,-0.7988129660630041,-0.0,1.0,-0.6025871252472987,-0.6423071069852382,0.0
2019-08-26,-0.0,-0.7910132689987937,-0.0,1.0,-0.5943305186972255,-0.6303075995174909,0.0
2019-08-27,-0.0,-0.7919961368986539,-0.0,1.0,-0.5964266312549042,-0.6296553389267822,0.0
2019-08-28,-0.0,-0.791290702236171,-0.0,1.0,-0.5960708573497903,-0.6304131333554637,0.0
2019-08-29,-0.0,-0.7710429595710068,-0.0,1.0,-0.6095077423630776,-0.6320720612158823,0.0
2019-08-30,-0.0,-0.7548987047492527,-0.0,1.0,-0.640107484677395,-0.6242263216690317,0.0
2019-09-03,-0.0,-0.7539783384764325,-0.0,1.0,-0.6354450293459188,-0.6359290857384885,0.0
2019-09-04,-0.0,-0.7656463307344599,-0.0,1.0,-0.6372902951794437,-0.6307678305979432,0.0
2019-09-05,-0.0,-0.780561607358993,-0.0,1.0,-0.6379811183732752,-0.6073892519970951,0.0
2019-09-06,-0.0,-0.778565823625279,-0.0,1.0,-0.6413653648819942,-0.5981167380938008,0.0
2019-09-09,-0.0,-0.7827788649706459,-0.0,1.0,-0.6397711877163932,-0.5881378895077525,0.0
2019-09-10,-0.0,-0.7848905483123062,-0.0,1.0,-0.6296106711631688,-0.5965794465689078,0.0
2019-09-11,-0.0,-0.7825157346342639,-0.0,1.0,-0.6285120607100914,-0.6003854608967989,0.0
2019-09-12,-0.0,-0.8018072471213998,-0.0,1.0,-0.6225331681223367,-0.5977817401553386,0.0
2019-09-13,-0.0,-0.7982708062517005,-0.0,1.0,-0.6165845400405091,-0.608180416578494,0.0
2019-09-16,-0.0,-0.8024057059961316,-0.0,1.0,-0.6116719052224371,-0.6081661025145068,0.0
2019-09-17,-0.0,-0.7828452262217789,-0.0,1.0,-0.6203644936077614,-0.6191253362347751,0.0
2019-09-18,-0.0,-0.7827533032987632,-0.0,1.0,-0.6152148278051582,-0.625646297584132,0.0
2019-09-19,-0.0,-0.7684636770216368,-0.0,1.0,-0.6390064063822072,-0.6144083162093558,0.0
2019-09-20,-0.0,-0.7857380570598735,-0.0,1.0,-0.6363113786948235,-0.6033945481499411,0.0
2019-09-23,-0.0,-0.7893744488033331,-0.0,1.0,-0.6347048626950096,-0.6170057476507618,0.0
