Date,HTLD,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.3545657668217282,-1.05585875975239,-0.0,-0.609171825207868,-0.6432731401780155,0.0
2018-09-25,1.0,-0.3564602936330685,-1.0546992274740967,-0.0,-0.6083549957895508,-0.6417090762640502,0.0
2018-09-26,1.0,-0.35602343463932623,-1.0545587696814354,-0.0,-0.6084950567557671,-0.6425851336506774,0.0
2018-09-27,1.0,-0.3618088612229952,-1.0455510801904064,-0.0,-0.6105089710728671,-0.6437934822409374,0.0
2018-09-28,1.0,-0.3595559138208999,-1.0488055107723875,-0.0,-0.6111314670965851,-0.6445844936245053,0.0
2018-10-01,1.0,-0.3598123992378719,-1.0484757438077092,-0.0,-0.6112047486442914,-0.6445844936245053,0.0
2018-10-02,1.0,-0.35930450093540217,-1.0561241333773521,-0.0,-0.609808884486996,-0.6430064927919005,0.0
2018-10-03,1.0,-0.36172716907572916,-1.0652101952995696,-0.0,-0.6099893339218065,-0.6410312994225605,0.0
2018-10-04,1.0,-0.36241956241956236,-1.0638352638352637,-0.0,-0.6104430961573818,-0.6404486118771832,0.0
2018-10-05,1.0,-0.3541796574111434,-1.0640061621978507,-0.0,-0.6093606719730037,-0.6404284194696109,0.0
2018-10-08,1.0,-0.3540504842970355,-1.0648664514235398,-0.0,-0.6093704138538303,-0.6406295861461695,0.0
2018-10-09,1.0,-0.34896617576848216,-1.0655551066877227,-0.0,-0.6123618201182564,-0.6456718939366117,0.0
2018-10-10,1.0,-0.35288712463704197,-1.0651302973499468,-0.0,-0.6154298526114603,-0.6420774065497851,0.0
2018-10-11,1.0,-0.2786716024773973,-1.0541752687406563,-0.0,-0.582900263401438,-0.643731757670677,0.0
2018-10-12,1.0,-0.2818982765277827,-1.0486503562778617,-0.0,-0.5599705149355892,-0.6196075678331988,0.0
2018-10-15,1.0,-0.2671194510572749,-1.0601806469682116,-0.0,-0.5553843999439855,-0.6182257386920599,0.0
2018-10-16,1.0,-0.26069125070106564,-1.0729108244531689,-0.0,-0.5545078519349411,-0.6172532249018509,0.0
2018-10-17,1.0,-0.24562312234538483,-1.0439932318104905,-0.0,-0.5461514555060603,-0.6173901032494216,0.0
2018-10-18,1.0,-0.24620753999792666,-1.0461660734648746,-0.0,-0.5453885759701441,-0.6177822315905871,0.0
2018-10-19,1.0,-0.23178638145122893,-1.097908501520091,-0.0,-0.6359840298890151,-0.6971905790996668,0.0
2018-10-22,1.0,-0.23249340755933195,-1.096286258423674,-0.0,-0.6362803984764137,-0.6974435980076179,0.0
2018-10-23,1.0,-0.227689587860484,-1.1024271665868661,-0.0,-0.6473058082575228,-0.7056830319325256,0.0
2018-10-24,1.0,-0.22527694968900666,-1.1024621839461188,-0.0,-0.6469029479960252,-0.7057524566633544,0.0
2018-10-25,1.0,-0.1789360942520528,-1.0522313459478756,-0.0,-0.6665119600142806,-0.6724741163870046,0.0
2018-10-26,1.0,-0.16296296296296298,-1.0358024691358025,-0.0,-0.6674074074074074,-0.6611287477954145,0.0
2018-10-29,1.0,-0.14615492562447377,-1.0412222845916361,-0.0,-0.6585742351950603,-0.662328094302554,0.0
2018-10-30,1.0,-0.1320628904330736,-1.0423948901523128,-0.0,-0.6601740717344001,-0.6749140169860322,0.0
2018-10-31,1.0,-0.1328734988270719,-1.037393648681769,-0.0,-0.6582402576940584,-0.672770561254858,0.0
2018-11-01,1.0,-0.11947289314551365,-1.0467684994232584,-0.0,-0.6568562340522213,-0.6722709636827572,0.0
2018-11-02,1.0,-0.1258248246162395,-1.014551642703341,-0.0,-0.6660762658887268,-0.6664930193790374,0.0
2018-11-05,1.0,-0.12237883627273988,-1.0240938758505762,-0.0,-0.6667129565338147,-0.6585543674489653,0.0
2018-11-06,1.0,-0.12683536394876602,-1.0272137179353675,-0.0,-0.6634385087993335,-0.6536151896976639,0.0
2018-11-07,1.0,-0.1282819137822968,-1.0298070896301972,-0.0,-0.6675952364370779,-0.6564523991921443,0.0
2018-11-08,1.0,-0.09652816123688569,-1.033130866924351,-0.0,-0.6575786858089453,-0.6638942573163998,0.0
2018-11-09,1.0,-0.09585116664365595,-1.0331354411155598,-0.0,-0.6588775369322105,-0.6637788209305537,0.0
2018-11-12,1.0,-0.09456394749501752,-1.0205484159164318,-0.0,-0.6610542230774517,-0.6600233660916776,0.0
2018-11-13,1.0,-0.0668050639803975,-1.0188878301116253,-0.0,-0.6618908249387422,-0.6556289136945276,0.0
2018-11-14,1.0,-0.0668050639803975,-1.0188878301116253,-0.0,-0.6619248570650694,-0.6556289136945276,0.0
2018-11-15,1.0,-0.06633052839573468,-1.024699349299901,-0.0,-0.6710046673253159,-0.6447722549654209,0.0
2018-11-16,1.0,-0.06537036407519461,-1.0192065812285414,-0.0,-0.6690349117857022,-0.6457490566679132,0.0
2018-11-19,1.0,-0.06833945328437373,-1.018529851761186,-0.0,-0.6676866585067319,-0.6454168366653067,0.0
2018-11-20,1.0,-0.0026182461151348225,-1.0173756333095312,-0.0,-0.6879866707470502,-0.6923730830698085,0.0
2018-11-21,1.0,-0.001687535860137028,-1.0130615275574606,-0.0,-0.6834182726382936,-0.6769043842181646,0.0
2018-11-23,1.0,-0.0029997640635006234,-1.001954902423405,-0.0,-0.6876874852539687,-0.677845562708551,0.0
2018-11-26,1.0,-0.0022909507445589925,-1.005390472340139,-0.0,-0.6856343912135301,-0.6757293982885251,0.0
2018-11-27,1.0,-0.0,-1.0052107846433134,-0.0,-0.6831842936865461,-0.6734014657432932,0.0
2018-11-28,1.0,-0.0,-1.0032274331820474,-0.0,-0.684383930072281,-0.6741973440914439,0.0
2018-11-29,1.0,-0.0,-0.9826222753854332,-0.0,-0.6688264221158958,-0.6712519936204147,0.0
2018-11-30,1.0,-0.0,-0.9830243837618763,-0.0,-0.6695900604610989,-0.6694239585409607,0.0
2018-12-03,1.0,-0.0,-0.9827964131517769,-0.0,-0.6692460976419794,-0.6690800398538692,0.0
2018-12-04,1.0,-0.0,-0.9978315986122229,-0.0,-0.6666333066453162,-0.6715038697624766,0.0
2018-12-06,1.0,-0.0,-0.9623934972088924,-0.0,-0.6535762086638592,-0.6484836614108968,0.0
2018-12-07,1.0,-0.0,-0.9680485007373424,-0.0,-0.6627560216287073,-0.6462723250860233,0.0
2018-12-10,1.0,-0.0,-0.9669011573248614,-0.0,-0.6513761467889908,-0.6235290303757254,0.0
2018-12-11,1.0,-0.0,-0.9685481515141681,-0.0,-0.6475055990132754,-0.6297510467720472,0.0
2018-12-12,1.0,-0.0,-0.9688920639044031,-0.0,-0.6493700480581893,-0.628912845824133,0.0
2018-12-13,1.0,-0.0,-0.9636629322942036,-0.0,-0.6567949342425718,-0.6268225361259945,0.0
2018-12-14,1.0,-0.0,-0.9677912116484658,-0.0,-0.6549661986479459,-0.6273725949037962,0.0
2018-12-17,1.0,-0.0,-0.9655217109526896,-0.0,-0.6456254050550875,-0.6292611795204148,0.0
2018-12-18,1.0,-0.0,-0.9514772690659536,-0.0,-0.6382382317878661,-0.6322453845410316,0.0
2018-12-19,1.0,-0.0,-0.9525237864860506,-0.0,-0.6398000322528624,-0.6329624254152556,0.0
2018-12-20,1.0,-0.0,-0.9438931175129268,-0.0,-0.6393358383916241,-0.6284163535343804,0.0
2018-12-21,1.0,-0.0,-0.9473818891341201,-0.0,-0.6437641940952563,-0.607523270319547,0.0
2018-12-24,1.0,-0.0,-0.9237218164496666,-0.0,-0.6308351857732613,-0.6210543029533184,0.0
2018-12-26,1.0,-0.0,-0.9398733179970379,-0.0,-0.6045126524438282,-0.6069076355844074,0.0
2018-12-27,1.0,-0.0,-0.8986792166388342,-0.0,-0.5362684074692576,-0.6013359647791104,0.0
2018-12-28,1.0,-0.0,-0.8998816783471374,-0.0,-0.5346925153969844,-0.5993143411911046,0.0
2018-12-31,1.0,-0.0,-0.9017025279961154,-0.0,-0.5343085187095991,-0.5987982155321538,0.0
2019-01-02,1.0,-0.0,-0.9007184648497893,-0.0,-0.5316033588989602,-0.5991754327462333,0.0
2019-01-03,1.0,-0.0,-0.8999848507801849,-0.0,-0.5378276018785032,-0.5920315103772156,0.0
2019-01-04,1.0,-0.0,-0.9010542168674699,-0.0,-0.5195481927710843,-0.5914457831325302,0.0
2019-01-07,1.0,-0.0,-0.8762865254939075,-0.0,-0.5088134390157341,-0.5724299065420562,0.0
2019-01-08,1.0,-0.0,-0.8673336875036893,-0.0,-0.5138126438817071,-0.5703028156543297,0.0
2019-01-09,1.0,-0.0,-0.8671270881293902,-0.0,-0.5138716722743639,-0.570391358243315,0.0
2019-01-10,1.0,-0.0,-0.866200507464448,-0.0,-0.514309317283295,-0.5698648728388505,0.0
2019-01-11,1.0,-0.0,-0.8594216169911085,-0.0,-0.5173544442146929,-0.5771718902312941,0.0
2019-01-14,1.0,-0.0,-0.8598534105686251,-0.0,-0.521899751743705,-0.5736789218583758,0.0
2019-01-15,1.0,-0.0,-0.8575601983002832,-0.0,-0.5221317280453257,-0.5712051463644947,0.0
2019-01-16,1.0,-0.0,-0.8585617447686413,-0.0,-0.5085764809902741,-0.5800766283524904,0.0
2019-01-17,1.0,-0.0,-0.8561831521258728,-0.0,-0.5095023424379033,-0.580806741506821,0.0
2019-01-18,1.0,-0.0,-0.8535969084423307,-0.0,-0.5188168846611177,-0.6002675386444709,0.0
2019-01-22,1.0,-0.0,-0.9508088675853805,-0.0,-0.4664170161773517,-0.5785799880167766,0.0
2019-01-23,1.0,-0.0,-0.9229289407238187,-0.0,-0.4783275219430083,-0.6046350847661417,0.0
