Date,GLPI,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.245826940066025,-0.42132793974054955,-0.0,-0.3775747431068954,-0.2801181010833682,0.0
2018-09-25,1.0,-0.2445122093158593,-0.42279848227379596,-0.0,-0.3786633767080239,-0.2818268581670895,0.0
2018-09-26,1.0,-0.24501862197392926,-0.42323091247672256,-0.0,-0.3786312849162011,-0.28088919925512107,0.0
2018-09-27,1.0,-0.25431226156762704,-0.4159430804877478,-0.0,-0.38460458258244207,-0.2855805462588059,0.0
2018-09-28,1.0,-0.2520740567143192,-0.41954534801968596,-0.0,-0.3853527068197797,-0.286571361612374,0.0
2018-10-01,1.0,-0.2521174943966026,-0.42821752978648103,-0.0,-0.3881797805827534,-0.29083402146985965,0.0
2018-10-02,1.0,-0.25249522191548096,-0.4273141266133409,-0.0,-0.3884759680045303,-0.29128618956607916,0.0
2018-10-03,1.0,-0.25187615046962764,-0.4199037145419361,-0.0,-0.39151366403926935,-0.29662056921697266,0.0
2018-10-04,1.0,-0.25457763095799907,-0.4158565361019349,-0.0,-0.3949976403964134,-0.2941717791411043,0.0
2018-10-05,1.0,-0.24840180502021247,-0.41160571589733946,-0.0,-0.39578828617091283,-0.2945144307605528,0.0
2018-10-08,1.0,-0.2479680526192154,-0.4111580925534413,-0.0,-0.39579516091143996,-0.29415081042988017,0.0
2018-10-09,1.0,-0.2434009316331812,-0.4117536347809721,-0.0,-0.39869665458994025,-0.2987578224250694,0.0
2018-10-10,1.0,-0.2438502422275528,-0.41122242603828607,-0.0,-0.3989229104933917,-0.29772823479610555,0.0
2018-10-11,1.0,-0.2049679487179487,-0.4006639194139194,-0.0,-0.38463827838827835,-0.2991071428571428,0.0
2018-10-12,1.0,-0.2058336921786823,-0.39528137252680007,-0.0,-0.37674228860231623,-0.2885116605851823,0.0
2018-10-15,1.0,-0.1923859474612289,-0.4066329068137632,-0.0,-0.3737622643215626,-0.2879233169055478,0.0
2018-10-16,1.0,-0.19206076498779273,-0.4071344606203093,-0.0,-0.373609729631974,-0.2878198752147572,0.0
2018-10-17,1.0,-0.18529214237743452,-0.3936870382807253,-0.0,-0.37083053503469887,-0.28882919185135436,0.0
2018-10-18,1.0,-0.18476898280802292,-0.3926172994269341,-0.0,-0.3721570558739255,-0.28901772922636104,0.0
2018-10-19,1.0,-0.17499500077765678,-0.384051369786922,-0.0,-0.3744973004199347,-0.28833292598929056,0.0
2018-10-22,1.0,-0.17511664074650077,-0.3826705176627416,-0.0,-0.3749833370362142,-0.28893579204621195,0.0
2018-10-23,1.0,-0.1714495952906549,-0.3850870738287957,-0.0,-0.3805159765424666,-0.29277320668049145,0.0
2018-10-24,1.0,-0.1710529252885109,-0.38753097167347483,-0.0,-0.3812361883077747,-0.2923725976026251,0.0
2018-10-25,1.0,-0.1481280048730611,-0.3588661431026606,-0.0,-0.3943263645658842,-0.27415319685861594,0.0
2018-10-26,1.0,-0.14242483193913064,-0.3535654842963059,-0.0,-0.39504571687957984,-0.2705401724920563,0.0
2018-10-29,1.0,-0.14350028137310072,-0.35323146184147874,-0.0,-0.3980347171118134,-0.26964200683953077,0.0
2018-10-30,1.0,-0.14060674254554897,-0.35318301813303327,-0.0,-0.39808283204223827,-0.27197386073484225,0.0
2018-10-31,1.0,-0.14257114564945966,-0.34414689800663023,-0.0,-0.3966289232358893,-0.26934171438412197,0.0
2018-11-01,1.0,-0.1359609512751043,-0.3489442222508924,-0.0,-0.3960994280307918,-0.26925557992517096,0.0
2018-11-02,1.0,-0.14433832386852521,-0.3221906728618138,-0.0,-0.4144940629839959,-0.2700696954052659,0.0
2018-11-05,1.0,-0.1386820350104686,-0.34196723434565823,-0.0,-0.4189384618705347,-0.25886593710203115,0.0
2018-11-06,1.0,-0.14064051102766628,-0.34343303552160215,-0.0,-0.4173248737537226,-0.25667918339160084,0.0
2018-11-07,1.0,-0.14050567372826508,-0.34335763903870214,-0.0,-0.4169435215946844,-0.2565042930491436,0.0
2018-11-08,1.0,-0.12555938590668694,-0.3438537138941824,-0.0,-0.4121148534355395,-0.2596621202064107,0.0
2018-11-09,1.0,-0.12478310233285492,-0.344251408495962,-0.0,-0.41340159808058957,-0.259784494762323,0.0
2018-11-12,1.0,-0.1244273174909013,-0.3434168272318561,-0.0,-0.4136801541425819,-0.2593448940269749,0.0
2018-11-13,1.0,-0.12004353578897947,-0.3421827649494217,-0.0,-0.4149344829058005,-0.25694651927098894,0.0
2018-11-14,1.0,-0.12099218716646032,-0.34169406139264824,-0.0,-0.4152542372881356,-0.25671348674379885,0.0
2018-11-15,1.0,-0.12076099475323124,-0.3431088171309133,-0.0,-0.41884571087318173,-0.25011730580557096,0.0
2018-11-16,1.0,-0.1191733004129241,-0.3388318930654293,-0.0,-0.41794729896556126,-0.25250095781363074,0.0
2018-11-19,1.0,-0.11804416806865857,-0.33954468982260366,-0.0,-0.41895776987456607,-0.25304001533317716,0.0
2018-11-20,1.0,-0.09725104832902708,-0.33470286755051043,-0.0,-0.42238129526875345,-0.2635223855309416,0.0
2018-11-21,1.0,-0.10031110737408559,-0.33078281341965865,-0.0,-0.4214033465063483,-0.2495585638610948,0.0
2018-11-23,1.0,-0.10068693149591412,-0.3278995021322186,-0.0,-0.42234733105056405,-0.24977417389660317,0.0
2018-11-26,1.0,-0.10048721071863581,-0.3288672350791717,-0.0,-0.42164727624007725,-0.24904447897853754,0.0
2018-11-27,1.0,-0.09668646975148522,-0.32959584971968875,-0.0,-0.41935821270186596,-0.24621370596602793,0.0
2018-11-28,1.0,-0.09769621895335942,-0.3263166705028143,-0.0,-0.4210206942729803,-0.2474106003222364,0.0
2018-11-29,1.0,-0.08721389108129439,-0.32125202509035017,-0.0,-0.4192871681967349,-0.24926265941095835,0.0
2018-11-30,1.0,-0.0878533072472214,-0.3235441035674146,-0.0,-0.4232818548890646,-0.24665945135911418,0.0
2018-12-03,1.0,-0.08737985270253402,-0.32355511172138307,-0.0,-0.42308492489493615,-0.2464527940748138,0.0
2018-12-04,1.0,-0.08558726993227804,-0.3239021147534173,-0.0,-0.42226515434791645,-0.24560638165274837,0.0
