Date,CZR,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.5388840171689666,-1.1825818064337472,-0.13550560760603683,-0.8881709512161351,-0.8701712281349518,0.0
2018-09-25,1.0,-0.5382294229608654,-1.1948377512650294,-0.12817417947170512,-0.8985655262058401,-0.8825495566593937,0.0
2018-09-26,1.0,-0.5382079851439183,-1.1949396471680593,-0.12794800371402043,-0.8986536675951717,-0.8827762302692665,0.0
2018-09-27,1.0,-0.5390396659707725,-1.1910925539318025,-0.1289260032475064,-0.8980746926467178,-0.8821619113894689,0.0
2018-09-28,1.0,-0.5367234259731825,-1.1931053681622048,-0.12977311743144804,-0.8978796455249849,-0.8822437711687469,0.0
2018-10-01,1.0,-0.5363045496750232,-1.1949860724233983,-0.13054781801299906,-0.8978180129990715,-0.8829155060352831,0.0
2018-10-02,1.0,-0.5365581913560188,-1.1935843275613947,-0.1316094888816675,-0.8976834873032821,-0.882874518360336,0.0
2018-10-03,1.0,-0.5385152757078987,-1.1768815201192249,-0.12830663189269748,-0.9112798062593145,-0.9022913561847988,0.0
2018-10-04,1.0,-0.5423144958569965,-1.169630388232008,-0.12931756819662973,-0.9158830648915371,-0.8978679824969742,0.0
2018-10-05,1.0,-0.527338496498632,-1.163196215739925,-0.11264666326577935,-0.9251495617492929,-0.9091499327551825,0.0
2018-10-08,1.0,-0.5314567993289216,-1.172336657656818,-0.11454935222294717,-0.927719265541989,-0.9142044924969709,0.0
2018-10-09,1.0,-0.5335758254057079,-1.1733818317478084,-0.11835478455512032,-0.9264129826524903,-0.9116302928558105,0.0
2018-10-10,1.0,-0.5400009351475195,-1.1735633796231355,-0.1235329873287511,-0.9323420769626408,-0.9062982185439753,0.0
2018-10-11,1.0,-0.4924815456119566,-1.1668641210243325,-0.0627449193474893,-0.9185272942677482,-0.9161122755855282,0.0
2018-10-12,1.0,-0.5011029577274569,-1.159906361139873,-0.05546301715211813,-0.8960068428397786,-0.8894341151577905,0.0
2018-10-15,1.0,-0.48865525452666575,-1.1785954980455586,-0.03729163858561352,-0.8962124275508829,-0.8921687558970212,0.0
2018-10-16,1.0,-0.49078237410071945,-1.1736061151079138,-0.041816546762589925,-0.8969874100719425,-0.8932104316546763,0.0
2018-10-17,1.0,-0.4714759902633326,-1.1299845098473114,-0.023235229032971896,-0.8952423102456295,-0.9058198716530205,0.0
2018-10-18,1.0,-0.5139785982840066,-1.2323821459558468,-0.023378000578424755,-1.0341752627012435,-1.0162922973103248,0.0
2018-10-19,1.0,-0.4960826724345109,-1.223263638548426,-0.0,-1.055948089401586,-1.031242489786109,0.0
2018-10-22,1.0,-0.4961568024596464,-1.2148827824750192,-0.0,-1.0589450422751727,-1.034012298232129,0.0
2018-10-23,1.0,-0.4892844882546221,-1.2460399195723602,-0.0,-1.1005835907998627,-1.0682163699671423,0.0
2018-10-24,1.0,-0.4900093739207657,-1.2627657999901327,-0.0,-1.1081454437811435,-1.0727712269968916,0.0
2018-10-25,1.0,-0.44290690461421006,-1.1978813761511666,-0.0,-1.1037839385408217,-1.0271031159039938,0.0
2018-10-26,1.0,-0.44018820398270037,-1.1902000855472648,-0.0,-1.1005655624732664,-1.0216719737655053,0.0
2018-10-29,1.0,-0.4169780089855758,-1.196973279735162,-0.0,-1.0903286829037597,-1.0249704421849137,0.0
2018-10-30,1.0,-0.46145358599184455,-1.216982489805709,-0.0,-1.107939553849844,-1.0109858479251619,0.0
2018-10-31,1.0,-0.47377480277312933,-1.183887162323691,-0.0,-1.114032990676548,-1.0095625149414296,0.0
2018-11-01,1.0,-0.49667726090725217,-1.1774535298083406,-0.0,-1.1240007704902244,-1.017384185688144,0.0
2018-11-02,1.0,-0.5004308281474389,-1.149162278602202,-0.0,-1.127525131641934,-1.0098611775969364,0.0
2018-11-05,1.0,-0.48911702285178416,-1.2702235822516161,-0.0,-1.1804451902670154,-0.9958047480381027,0.0
2018-11-06,1.0,-0.4946459412780656,-1.274315321983716,-0.0,-1.1761164569454725,-0.9895386133728103,0.0
2018-11-07,1.0,-0.4935584184806753,-1.2769139641640752,-0.0,-1.1750333185251,-0.9905227306382348,0.0
2018-11-08,1.0,-0.44990455680093977,-1.2812392932308747,-0.0,-1.1624981645538643,-1.0009299593754588,0.0
2018-11-09,1.0,-0.458102766798419,-1.2956027667984191,-0.0,-1.1721343873517787,-1.0148715415019764,0.0
2018-11-12,1.0,-0.4568492812330189,-1.2957071580299364,-0.0,-1.1727016746529664,-1.0147211381712198,0.0
2018-11-13,1.0,-0.4260184097140619,-1.2897081864473168,-0.0,-1.1735703094398746,-1.0069036427732079,0.0
2018-11-14,1.0,-0.42664121016301954,-1.2889802712096734,-0.0,-1.1734469085034513,-1.0064130807264895,0.0
2018-11-15,1.0,-0.425922301595068,-1.2928368724924162,-0.0,-1.1810353263528721,-0.9930521577453763,0.0
2018-11-16,1.0,-0.42674754194589837,-1.2916890867289537,-0.0,-1.180159467788485,-0.9930538570659884,0.0
2018-11-19,1.0,-0.4280543871661939,-1.291010466594933,-0.0,-1.1792037562359385,-0.9926146923603638,0.0
2018-11-20,1.0,-0.3800291545189504,-1.2808066083576286,-0.0,-1.1840621963070943,-1.0141885325558795,0.0
2018-11-21,1.0,-0.3799006606548681,-1.2730867531465497,-0.0,-1.179100159135844,-0.9902107344360322,0.0
2018-11-23,1.0,-0.3798025742765896,-1.2880576792799767,-0.0,-1.17836059227717,-0.9926449240298073,0.0
2018-11-26,1.0,-0.37846600532300995,-1.296346479554803,-0.0,-1.1751754173723687,-0.9891120251633196,0.0
2018-11-27,1.0,-0.37160630756618607,-1.2960891160727204,-0.0,-1.1707093600810148,-0.9838935236533731,0.0
2018-11-28,1.0,-0.373637503617247,-1.2901032121153662,-0.0,-1.173434937783351,-0.9857721616668274,0.0
2018-11-29,1.0,-0.3225698590876523,-1.2758538332935276,-0.0,-1.1764031526152376,-1.0018629090040603,0.0
2018-11-30,1.0,-0.3226345703778001,-1.27644839279744,-0.0,-1.1779624588049864,-0.9991402779767874,0.0
2018-12-03,1.0,-0.3176796901152504,-1.281574291042992,-0.0,-1.1814834297738033,-1.0014346516187653,0.0
2018-12-04,1.0,-0.30020584996888316,-1.299392024510508,-0.0,-1.182009670161329,-1.0056489061228397,0.0
2018-12-06,1.0,-0.28651920838183936,-1.2187194412107103,-0.0,-1.1841676367869618,-0.9672176949941793,0.0
2018-12-07,1.0,-0.28909996740699356,-1.2184197048004843,-0.0,-1.1841970480048425,-0.9644736229454766,0.0
2018-12-10,1.0,-0.2609497464269248,-1.2202397418165054,-0.0,-1.1832180728446287,-0.946058091286307,0.0
2018-12-11,1.0,-0.23585387364805271,-1.2391031889708954,-0.0,-1.186371443160191,-0.9805505268532702,0.0
2018-12-12,1.0,-0.23550438698296272,-1.2392646580938678,-0.0,-1.1861102084397197,-0.9814307599461491,0.0
2018-12-13,1.0,-0.23733233979135618,-1.2467865126676603,-0.0,-1.1860562593144561,-0.9870529061102832,0.0
2018-12-14,1.0,-0.2424482196881545,-1.233139399581103,-0.0,-1.1922736793111472,-0.9865487549453107,0.0
2018-12-17,1.0,-0.21094948180508435,-1.2387414602407398,-0.0,-1.1757215225170794,-1.0220755681554121,0.0
2018-12-18,1.0,-0.19759870699607482,-1.2277995843915956,-0.0,-1.1710921265296699,-1.021380743477257,0.0
2018-12-19,1.0,-0.1917460024031796,-1.2306128107958223,-0.0,-1.1753858951843978,-1.0238007209538775,0.0
2018-12-20,1.0,-0.1939209164818921,-1.2287047302291205,-0.0,-1.1738728750923872,-1.0228658536585364,0.0
2018-12-21,1.0,-0.18655516243165005,-1.229242291963424,-0.0,-1.176721959288701,-1.0024353260120389,0.0
2018-12-24,1.0,-0.1717721287490856,-1.2164868324798828,-0.0,-1.1731894659839064,-1.0106071689831748,0.0
2018-12-26,1.0,-0.17110748595251044,-1.2298350552836685,-0.0,-1.1402030088816386,-0.9903480152256662,0.0
2018-12-27,1.0,-0.16250717787888158,-1.1916604090286673,-0.0,-1.082644993153408,-0.9803436547550687,0.0
2018-12-28,1.0,-0.1616848425979072,-1.1924146761446421,-0.0,-1.0819020707315996,-0.9792485319440152,0.0
2018-12-31,1.0,-0.16411252925849049,-1.18906505321733,-0.0,-1.0826303934990946,-0.9805679459435588,0.0
2019-01-02,1.0,-0.16297244789826917,-1.1891999293535855,-0.0,-1.0826121511833275,-0.9806605439773932,0.0
2019-01-03,1.0,-0.16233880939763293,-1.1895424836601307,-0.0,-1.0820084790673026,-0.9822911146440557,0.0
2019-01-04,1.0,-0.1250274568378509,-1.2026094978693493,-0.0,-1.0718710187585117,-0.9935421517374687,0.0
2019-01-07,1.0,-0.10195976862643528,-1.1718035051368383,-0.0,-1.0699732366399033,-0.972934472934473,0.0
2019-01-08,1.0,-0.10497523153133749,-1.1573982339004953,-0.0,-1.0762007322851606,-0.9689855696747793,0.0
2019-01-09,1.0,-0.10607629898152943,-1.164336267909546,-0.0,-1.077895736233385,-0.9672449508026928,0.0
2019-01-10,1.0,-0.10400173047804456,-1.1707981829980532,-0.0,-1.0790395846852694,-0.972355613238157,0.0
2019-01-11,1.0,-0.10698017439590474,-1.1619452518328923,-0.0,-1.0842479718884215,-0.9850765693462322,0.0
2019-01-14,1.0,-0.07926856331276907,-1.181216989924992,-0.0,-1.1130442501442457,-1.0647552261328836,0.0
2019-01-15,1.0,-0.07479212059228957,-1.1727511227711325,-0.0,-1.1161456712170394,-1.0828849659833697,0.0
2019-01-16,1.0,-0.055629609881809296,-1.1792855238603037,-0.0,-1.1057940104860926,-1.1025504309961787,0.0
2019-01-17,1.0,-0.06810528181495924,-1.159739454094293,-0.0,-1.1011166253101736,-1.102135767458348,0.0
2019-01-18,1.0,-0.07567519386754612,-1.1503253409394778,-0.0,-1.103529726357073,-1.127239504412158,0.0
2019-01-22,1.0,-0.0,-1.2024548275232707,-0.0,-1.2139989049096551,-1.146422704873152,0.0
2019-01-23,1.0,-0.0,-1.1657516698691555,-0.0,-1.2252722115472596,-1.1839601061396285,0.0
2019-01-24,1.0,-0.0,-1.160208609725971,-0.0,-1.2339082300196715,-1.1807036003476827,0.0
2019-01-25,1.0,-0.0,-1.1135291645262224,-0.0,-1.335357026105637,-1.2211740531452857,0.0
2019-01-28,1.0,-0.0,-1.0690071514813781,-0.0,-1.3738274356831057,-1.2010309278350517,0.0
2019-01-29,1.0,-0.0,-1.0426471956097108,-0.0,-1.383871267789043,-1.2242117012370943,0.0
2019-01-30,1.0,-0.0,-1.043504559836218,-0.0,-1.3841894658477572,-1.2252000744463056,0.0
2019-01-31,1.0,-0.0,-1.0481383102660888,-0.0,-1.3820774500209703,-1.229833636236544,0.0
2019-02-01,1.0,-0.0,-1.0476190476190477,-0.0,-1.3872020894547832,-1.2290937922671517,0.0
2019-02-04,1.0,-0.0,-1.0466570242149955,-0.0,-1.3850604208463586,-1.2340316334624177,0.0
2019-02-05,1.0,-0.0,-1.0299747875618637,-0.0,-1.3740778784200205,-1.2649173592305536,0.0
2019-02-06,1.0,-0.0,-1.0279269602577874,-0.0,-1.3759398496240602,-1.266240134497735,0.0
2019-02-07,1.0,-0.0,-1.0299350861626115,-0.0,-1.3779946761313222,-1.2621304814832113,0.0
2019-02-08,1.0,-0.0,-1.0293856160217116,-0.0,-1.401057507837724,-1.2487950961583454,0.0
2019-02-11,1.0,-0.0,-1.015710734887211,-0.0,-1.4137316512685831,-1.26032922196689,0.0
2019-02-12,1.0,-0.0,-1.0219914477703116,-0.0,-1.417884497908933,-1.2591513556693763,0.0
2019-02-13,1.0,-0.0,-1.0465990229237128,-0.0,-1.4087748966553926,-1.24206125516723,0.0
2019-02-14,1.0,-0.0,-1.0363225745741977,-0.0,-1.4247200526959631,-1.2439070292650796,0.0
2019-02-15,1.0,-0.0,-1.078803836750047,-0.0,-1.4006018431446303,-1.2224468685348882,0.0
2019-02-19,1.0,-0.0,-1.0434679896054806,-0.0,-1.45074415308292,-1.2305220883534136,0.0
2019-02-20,1.0,-0.0,-1.0568273761363096,-0.0,-1.4479082385417164,-1.2546761220313172,0.0
2019-02-21,1.0,-0.0,-1.0456794822992006,-0.0,-1.4512276360867908,-1.2613247049866767,0.0
2019-02-22,1.0,-0.0,-1.046205091601237,-0.0,-1.4502498215560313,-1.262050916012372,0.0
2019-02-25,1.0,-0.0,-1.0299225477461875,-0.0,-1.483090393034108,-1.2976860537836148,0.0
2019-02-26,1.0,-0.0,-1.0347365888862161,-0.0,-1.4823670916526341,-1.2940582150589366,0.0
2019-02-27,1.0,-0.0,-1.0451019129764372,-0.0,-1.483014503927143,-1.2904640292969691,0.0
2019-02-28,1.0,-0.0,-1.0312108055957547,-0.0,-1.4727930535455862,-1.319971056439942,0.0
2019-03-01,1.0,-0.0,-1.0313028356118064,-0.0,-1.4958697647456645,-1.3035602144823921,0.0
2019-03-04,1.0,-0.0,-1.0354949465641472,-0.0,-1.5102277673001596,-1.290101068717056,0.0
2019-03-05,1.0,-0.0,-1.0331847689177405,-0.0,-1.5171495010173432,-1.2941090979556245,0.0
2019-03-06,1.0,-0.0,-1.025545322346098,-0.0,-1.5320891904992728,-1.2896752302472128,0.0
2019-03-07,1.0,-0.0,-0.9921621752382795,-0.0,-1.5634525134259034,-1.282548744496589,0.0
2019-03-08,1.0,-0.0,-0.9775368688348471,-0.0,-1.613780642640883,-1.29197187225315,0.0
2019-03-11,1.0,-0.0,-0.9780165615141956,-0.0,-1.6219932965299684,-1.3290122239747633,0.0
2019-03-12,1.0,-0.0,-0.8943850267379679,-0.0,-1.6430976430976432,-1.4139928698752227,0.0
2019-03-13,1.0,-0.0,-0.9235560871081876,-0.0,-1.6471321074400758,-1.4126177306024819,0.0
2019-03-14,1.0,-0.0,-0.9333433118794591,-0.0,-1.6425684777727887,-1.4134111659931148,0.0
2019-03-15,1.0,-0.0,-0.9329262188407247,-0.0,-1.644559014916408,-1.4280208229051956,0.0
2019-03-18,1.0,-0.0,-0.9617757103852765,-0.0,-1.6563858833046818,-1.437961371220548,0.0
2019-03-19,1.0,-0.0,-0.9746089782652854,-0.0,-1.6362482226284785,-1.4672963640056873,0.0
2019-03-20,1.0,-0.0,-0.9698356986621904,-0.0,-1.6400630754361871,-1.476779083371484,0.0
2019-03-21,1.0,-0.0,-0.9653615985394056,-0.0,-1.6476316056395173,-1.4585150623795518,0.0
2019-03-22,1.0,-0.0,-0.9676707548622159,-0.0,-1.6824549699799867,-1.4815004875044904,0.0
2019-03-25,1.0,-0.0,-0.8328515644809573,-0.0,-1.7495816217860944,-1.488817891373802,0.0
2019-03-26,1.0,-0.0,-0.8381039848971886,-0.0,-1.748660645951324,-1.5155365069646412,0.0
2019-03-27,1.0,-0.0,-0.8216602809706258,-0.0,-1.7704725415070242,-1.5163729246487865,0.0
2019-03-28,1.0,-0.0,-0.8255475570531476,-0.0,-1.7655587889926994,-1.5143717771991627,0.0
2019-03-29,1.0,-0.0,-0.8305751353560118,-0.0,-1.7674941260598631,-1.509653692920625,0.0
2019-04-01,1.0,-0.0,-0.8442016034315477,-0.0,-1.7687279783485677,-1.4935913802788134,0.0
2019-04-02,1.0,-0.0,-0.8614083358809742,-0.0,-1.7856924487924182,-1.448130031590747,0.0
2019-04-03,1.0,-0.0,-0.8590703121022351,-0.0,-1.791354819001069,-1.440965327630976,0.0
2019-04-04,1.0,-0.0,-0.8561382051674057,-0.0,-1.792233603424553,-1.4476889364521226,0.0
2019-04-05,1.0,-0.0,-0.8503474351113836,-0.0,-1.794349070100143,-1.4646433680768445,0.0
2019-04-08,1.0,-0.0,-0.8469038746235131,-0.0,-1.7969268466996782,-1.461075093164531,0.0
2019-04-09,1.0,-0.0,-0.8330518450278929,-0.0,-1.8356620093147038,-1.4493065151747786,0.0
2019-04-10,1.0,-0.0,-0.8267901929671906,-0.0,-1.836105850437631,-1.455597072221938,0.0
2019-04-11,1.0,-0.0,-0.8224327784891164,-0.0,-1.8622279129321382,-1.4369782330345708,0.0
2019-04-12,1.0,-0.0,-0.8154605770714396,-0.0,-1.8740420716967547,-1.4537365632875587,0.0
2019-04-15,1.0,-0.0,-0.8180604068214506,-0.0,-1.8603349085679064,-1.4582391617012533,0.0
