Date,FELE,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.331226018636945,-1.031609720445825,-0.0,-0.6433034898593093,-0.6481637127717887,0.0
2018-09-25,1.0,-0.3315916398713826,-1.0313139432914353,-0.0,-0.6431233557439345,-0.647873428821982,0.0
2018-09-26,1.0,-0.33396716276008337,-1.0340805207152521,-0.0015723845394375983,-0.6433246791238527,-0.6437269170292903,0.0
2018-09-27,1.0,-0.3345273777322904,-1.0319833321149208,-0.0022296951531544703,-0.6430660135974853,-0.6434680897726442,0.0
2018-09-28,1.0,-0.3345639301118503,-1.0316909130784415,-0.002704876087433292,-0.6429198040792455,-0.6433584326339645,0.0
2018-10-01,1.0,-0.3349660062870093,-1.031032970246363,-0.002924190364792748,-0.6430294612179253,-0.6432853278748447,0.0
2018-10-02,1.0,-0.3350277940315974,-1.0356568168519602,-0.0021211234640140433,-0.6420787009947337,-0.6422615564657694,0.0
2018-10-03,1.0,-0.33474715711726205,-1.026143551866613,-0.0008044169805111704,-0.6459468353504698,-0.6487988591904639,0.0
2018-10-04,1.0,-0.33460131675201177,-1.0268471104608632,-0.0013533284564740309,-0.6453547915142649,-0.6494879297732261,0.0
2018-10-05,1.0,-0.3178571428571429,-1.021100583090379,-0.0,-0.6493804664723032,-0.6559766763848397,0.0
2018-10-08,1.0,-0.3156707183928961,-1.0189606230438897,-0.0,-0.6497925613217846,-0.6548147608996288,0.0
2018-10-09,1.0,-0.3140465793304221,-1.018995633187773,-0.0,-0.6502183406113538,-0.6557132459970888,0.0
2018-10-10,1.0,-0.3129301241670612,-1.0205731347631357,-0.0,-0.6502202963987912,-0.6575028219786623,0.0
2018-10-11,1.0,-0.24720338080187507,-1.0148087645157853,-0.0,-0.6267268013778898,-0.6624880144891508,0.0
2018-10-12,1.0,-0.24185865998659278,-1.015136012419292,-0.0,-0.6179656352538545,-0.6532829975655364,0.0
2018-10-15,1.0,-0.20301123913197142,-1.0592351735350252,-0.0,-0.6137697038241323,-0.6582667703400014,0.0
2018-10-16,1.0,-0.19541898254681914,-1.074662796049138,-0.0,-0.6128792438135023,-0.6572379367720467,0.0
2018-10-17,1.0,-0.1852917441493281,-1.0572611487316235,-0.0,-0.6081891863443388,-0.657906740114382,0.0
2018-10-18,1.0,-0.184816166152119,-1.0566937973617738,-0.0,-0.6088268313219197,-0.6579427448779119,0.0
2018-10-19,1.0,-0.1716170465254267,-1.0538201109908902,-0.0,-0.6081812153153467,-0.6566262957662908,0.0
2018-10-22,1.0,-0.17588204318062137,-1.0726698262243286,-0.0,-0.6066350710900474,-0.6554326838687029,0.0
2018-10-23,1.0,-0.1802956356869492,-1.0731715880762613,-0.0,-0.6036304905024402,-0.653979846213265,0.0
2018-10-24,1.0,-0.177992277992278,-1.0743769743769744,-0.0,-0.6035451035451035,-0.6540540540540541,0.0
2018-10-25,1.0,-0.1476739807619895,-1.0405641324068051,-0.0,-0.6063396433094855,-0.6285557799609763,0.0
2018-10-26,1.0,-0.13738279657562166,-1.0301331702676995,-0.0,-0.607963038456312,-0.6217217013181139,0.0
2018-10-29,1.0,-0.09763039676279964,-1.0727341312026337,-0.0,-0.6053290353554406,-0.6535441171427592,0.0
2018-10-30,1.0,-0.10191126514085715,-1.0732251312493566,-0.0,-0.6056685996637271,-0.6505850461517345,0.0
2018-10-31,1.0,-0.10396039603960397,-1.0606691703653124,-0.0,-0.6030044383748719,-0.6465005121201776,0.0
2018-11-01,1.0,-0.08788622877020669,-1.0731873678466681,-0.0,-0.6024486733510676,-0.646886296978378,0.0
2018-11-02,1.0,-0.09131335075868155,-1.0540072643334804,-0.0,-0.6065379001323874,-0.6426898401167724,0.0
2018-11-05,1.0,-0.08574825887548836,-1.07192118226601,-0.0,-0.6092746730083234,-0.630372006115169,0.0
2018-11-06,1.0,-0.08652670199755401,-1.071782850930833,-0.0,-0.608948226661231,-0.6299429270281288,0.0
2018-11-07,1.0,-0.0866580575001699,-1.072011146605043,-0.0,-0.6094610208659008,-0.6302249711139808,0.0
2018-11-08,1.0,-0.06828691983122363,-1.0727763713080167,-0.0,-0.6020590717299578,-0.6324050632911392,0.0
2018-11-09,1.0,-0.06841732203733082,-1.0724339285111555,-0.0,-0.6022209471090559,-0.6322611131737942,0.0
