Date,CRMT,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.7422898183354457,-1.7421691109904038,-0.0374192769630032,-1.2592793771500996,-1.2542096686583377,0.0
2018-09-25,1.0,-0.7528015022109154,-1.7443818523229755,-0.04803440547580108,-1.2606457084014782,-1.251438609243443,0.0
2018-09-26,1.0,-0.7526510331454886,-1.744591892383203,-0.04683996849057747,-1.2616493970793188,-1.253832636490335,0.0
2018-09-27,1.0,-0.7552786012462944,-1.73283320225059,-0.04973077621150705,-1.260148829330268,-1.2519813660838528,0.0
2018-09-28,1.0,-0.7524818401937046,-1.736501210653753,-0.051029055690072635,-1.2605326876513316,-1.2527239709443099,0.0
2018-10-01,1.0,-0.7540417801998184,-1.7352104147744476,-0.051347260066606115,-1.2615198304571602,-1.2529215864365728,0.0
2018-10-02,1.0,-0.7613463758430039,-1.710128197338842,-0.06324807096421411,-1.2746825445045264,-1.2662980740020657,0.0
2018-10-03,1.0,-0.7717404636330185,-1.7404023058996687,-0.06954495277811848,-1.282227400956703,-1.2687967619281244,0.0
2018-10-04,1.0,-0.7727885322224946,-1.7346238666993385,-0.0705709384954668,-1.2827738299436413,-1.2651310953197747,0.0
2018-10-05,1.0,-0.7491021973339826,-1.7223811552742103,-0.04412928358390651,-1.2925923671556394,-1.2785927323635036,0.0
2018-10-08,1.0,-0.7444511825348696,-1.7143723468768952,-0.03953911461491813,-1.2916919345057611,-1.2742268041237115,0.0
2018-10-09,1.0,-0.7426769361392443,-1.7153253684274363,-0.03456850021226272,-1.2942567772454363,-1.2778215780217113,0.0
2018-10-10,1.0,-0.743359066318157,-1.7212935383867243,-0.0325208194030758,-1.2973679411585923,-1.284116467084068,0.0
2018-10-11,1.0,-0.6022285415820324,-1.684696187104637,-0.0,-1.2352736347281064,-1.2812373048575243,0.0
2018-10-12,1.0,-0.6036672171288651,-1.665053242981607,-0.0,-1.1919025112465123,-1.2338135641478276,0.0
2018-10-15,1.0,-0.5599841026514506,-1.7029466871061145,-0.0,-1.1816272071765173,-1.2330664849826833,0.0
2018-10-16,1.0,-0.551877133105802,-1.722070534698521,-0.0,-1.1814562002275313,-1.2328782707622297,0.0
2018-10-17,1.0,-0.5047999556073469,-1.6409744187336994,-0.0,-1.1635869263636867,-1.2397758171022695,0.0
2018-10-18,1.0,-0.5070328570634347,-1.6466336798799133,-0.0,-1.163896147217435,-1.242063712681381,0.0
2018-10-19,1.0,-0.473883671115505,-1.6225627505904323,-0.0,-1.1599384851980006,-1.2360081287416926,0.0
2018-10-22,1.0,-0.4740712286670691,-1.6136201503594356,-0.0,-1.1620479613675025,-1.237831312078143,0.0
2018-10-23,1.0,-0.4821978021978022,-1.6165384615384617,-0.0,-1.1588461538461539,-1.2369230769230768,0.0
2018-10-24,1.0,-0.4802378068919961,-1.6125178905647917,-0.0,-1.1651987228889134,-1.2468897941208852,0.0
2018-10-25,1.0,-0.40748875640623367,-1.5075828888191611,-0.0,-1.143970295994143,-1.1705365547536868,0.0
2018-10-26,1.0,-0.3740080387509018,-1.479697000927548,-0.0,-1.1484592394104916,-1.1509327012264248,0.0
2018-10-29,1.0,-0.3326994243421052,-1.5050370065789473,-0.0,-1.1348684210526314,-1.167197779605263,0.0
2018-10-30,1.0,-0.3307470969067927,-1.5045216318980579,-0.0,-1.1345185489672183,-1.1684307882026514,0.0
2018-10-31,1.0,-0.33329947691838907,-1.4676248032095882,-0.0,-1.1235589863389366,-1.1539789751663196,0.0
2018-11-01,1.0,-0.32159683874563044,-1.4729722883631389,-0.0,-1.120066872688586,-1.1515274330006586,0.0
2018-11-02,1.0,-0.3316049134111961,-1.421616995569875,-0.0,-1.137031816351188,-1.1439790575916229,0.0
2018-11-05,1.0,-0.32378064190042966,-1.456760171847359,-0.0,-1.1457164518574678,-1.1280768258781906,0.0
2018-11-06,1.0,-0.32947597149931773,-1.4608620951033402,-0.0,-1.1413916822477133,-1.1215826974581837,0.0
2018-11-07,1.0,-0.32779601110830603,-1.461348144407978,-0.0,-1.1391567785912649,-1.1208785660186822,0.0
2018-11-08,1.0,-0.27182170347637974,-1.4798510841676311,-0.0,-1.1334708457010616,-1.1457463399909442,0.0
2018-11-09,1.0,-0.2712913124402636,-1.4795009809346547,-0.0,-1.1343125911766185,-1.1453292419135772,0.0
2018-11-12,1.0,-0.2683816183816184,-1.4539960039960043,-0.0,-1.135864135864136,-1.1367632367632368,0.0
2018-11-13,1.0,-0.2277183820269005,-1.4432674779524066,-0.0,-1.13026555648618,-1.1255357934670147,0.0
2018-11-14,1.0,-0.22812807881773395,-1.442758620689655,-0.0,-1.1300985221674875,-1.1251231527093595,0.0
2018-11-15,1.0,-0.226090377145105,-1.441707233121896,-0.0,-1.129566799429611,-1.1197816787136745,0.0
2018-11-16,1.0,-0.21930987090757376,-1.426594021499043,-0.0,-1.1303195405683995,-1.1322338389044324,0.0
2018-11-19,1.0,-0.26716308456027527,-1.6546510971963673,-0.0,-1.377051954645456,-1.342246290968579,0.0
2018-11-20,1.0,-0.1928451648965903,-1.6383454443823366,-0.0,-1.382168809390721,-1.3763555058692007,0.0
2018-11-21,1.0,-0.19870777601450917,-1.6594876445250508,-0.0,-1.4029131716164134,-1.4064837905236907,0.0
2018-11-23,1.0,-0.20359961392153525,-1.6350422983023902,-0.0,-1.4229262476579798,-1.4161130982796797,0.0
2018-11-26,1.0,-0.20649387638849329,-1.6352036456849899,-0.0,-1.4310452862432355,-1.4236399886072344,0.0
2018-11-27,1.0,-0.18863662035468204,-1.632553936518694,-0.0,-1.41669490568169,-1.4099740201061788,0.0
2018-11-28,1.0,-0.1911972427820781,-1.6257415673201874,-0.0,-1.4205322334595172,-1.4125091813096784,0.0
2018-11-29,1.0,-0.14509782186997727,-1.5920301501967522,-0.0,-1.3997672227456632,-1.4054758077924956,0.0
2018-11-30,1.0,-0.14433732269503546,-1.5921431737588652,-0.0,-1.4001551418439715,-1.4041999113475176,0.0
2018-12-03,1.0,-0.13947806774014435,-1.5992781787895614,-0.0,-1.4056079955580232,-1.4081621321488063,0.0
2018-12-04,1.0,-0.12069922308546059,-1.6143729189789124,-0.0,-1.4039400665926747,-1.4103218645948945,0.0
2018-12-06,1.0,-0.09154665667326944,-1.4982600781626425,-0.0,-1.4035012580973285,-1.3602441244177952,0.0
2018-12-07,1.0,-0.09212075794882774,-1.4981800663740499,-0.0,-1.4035970452842308,-1.358794561610106,0.0
2018-12-10,1.0,-0.06018762517128703,-1.4888268156424582,-0.0,-1.3889006008221778,-1.3324022346368714,0.0
2018-12-11,1.0,-0.06055655106988511,-1.4887214082428588,-0.0,-1.3883208601243808,-1.3327711605354695,0.0
2018-12-12,1.0,-0.06015394348376213,-1.4892977646562633,-0.0,-1.3882855335301563,-1.3342998734711091,0.0
2018-12-13,1.0,-0.06490192951682348,-1.50672407377877,-0.0,-1.3957369903789931,-1.3481103492265987,0.0
2018-12-14,1.0,-0.07015028410599543,-1.4929637300196483,-0.0,-1.4005097976740482,-1.3467686262014762,0.0
2018-12-17,1.0,-0.04062334918119387,-1.4918119387216058,-0.0,-1.3802430005282622,-1.3699418911780243,0.0
2018-12-18,1.0,-0.011013912310286676,-1.4795531197301854,-0.0,-1.3890704047217537,-1.3902297639123102,0.0
2018-12-19,1.0,-0.012647554806070825,-1.4790261382799326,-0.0,-1.3882799325463744,-1.389808178752108,0.0
2018-12-20,1.0,-0.010192880664889445,-1.4532956980816476,-0.0,-1.3877476347289739,-1.3758820762113846,0.0
2018-12-21,1.0,-0.0,-1.4645652854608078,-0.0,-1.4048637929234944,-1.349285043314894,0.0
2018-12-24,1.0,-0.0,-1.4185649202733484,-0.0,-1.3839821909297991,-1.3745081797473597,0.0
2018-12-26,1.0,-0.0,-1.4336559635376658,-0.0,-1.3397859374199828,-1.3476724535258873,0.0
2018-12-27,1.0,-0.0,-1.335862735621073,-0.0,-1.1893668438859353,-1.3079748670855487,0.0
2018-12-28,1.0,-0.0,-1.3979921475075792,-0.0,-1.2318473236916654,-1.340092440733562,0.0
2018-12-31,1.0,-0.0,-1.3985388400178917,-0.0,-1.2316485264151882,-1.339794244818846,0.0
2019-01-02,1.0,-0.0,-1.3971895327474055,-0.0,-1.2292566661701176,-1.3389939917572868,0.0
2019-01-03,1.0,-0.0,-1.3971296618165565,-0.0,-1.245667179818245,-1.3232358345334458,0.0
2019-01-04,1.0,-0.0,-1.3948223250319913,-0.0,-1.2079929126882567,-1.3189290284476818,0.0
2019-01-07,1.0,-0.0,-1.3433845559099256,-0.0,-1.2007345124190587,-1.2882478012950613,0.0
2019-01-08,1.0,-0.0,-1.3242956898627498,-0.0,-1.2086202745003614,-1.282879845894534,0.0
2019-01-09,1.0,-0.0,-1.3061577657068693,-0.0,-1.2079988463202425,-1.2928423785031007,0.0
2019-01-10,1.0,-0.0,-1.3031807228915662,-0.0,-1.2212048192771086,-1.2948915662650602,0.0
2019-01-11,1.0,-0.0,-1.276542376151657,-0.0,-1.2292701751000918,-1.3178814336018523,0.0
2019-01-14,1.0,-0.0,-1.2798302305392109,-0.0,-1.2340599980708016,-1.309057586572779,0.0
2019-01-15,1.0,-0.0,-1.2740228996569882,-0.0,-1.2320885066911444,-1.3250398569979227,0.0
2019-01-16,1.0,-0.0,-1.274530624064868,-0.0,-1.2103866016699647,-1.3415705391186832,0.0
2019-01-17,1.0,-0.0,-1.2724207687120703,-0.0,-1.2073981312012332,-1.336720932472787,0.0
2019-01-18,1.0,-0.0,-1.2672271357760716,-0.0,-1.219409077655749,-1.372922538633492,0.0
2019-01-22,1.0,-0.0,-1.3000604047115676,-0.0,-1.2893385684083358,-1.4442766535789793,0.0
2019-01-23,1.0,-0.0,-1.2587437363972263,-0.0,-1.3140152857215166,-1.4887381687503163,0.0
2019-01-24,1.0,-0.0,-1.2559728690018221,-0.0,-1.3190423162583518,-1.486738206114598,0.0
2019-01-25,1.0,-0.0,-1.1748687834537235,-0.0,-1.435119264148002,-1.5867068544405758,0.0
2019-01-28,1.0,-0.0,-1.1541108388509462,-0.0,-1.4707262395078464,-1.5887075752046296,0.0
2019-01-29,1.0,-0.0,-1.1273695754347486,-0.0,-1.4826361689905478,-1.612199070447543,0.0
2019-01-30,1.0,-0.0,-1.1283377749908554,-0.0,-1.4830433192245387,-1.614098343523018,0.0
2019-01-31,1.0,-0.0,-1.1538421300413244,-0.0,-1.4266359784485012,-1.6505204791546788,0.0
2019-02-01,1.0,-0.0,-1.1526889611070341,-0.0,-1.4373624069608975,-1.6516406331900617,0.0
2019-02-04,1.0,-0.0,-1.1538663309201553,-0.0,-1.4456510334697301,-1.6465218759836322,0.0
2019-02-05,1.0,-0.0,-1.1397162014657727,-0.0,-1.4096886532564064,-1.6483704974271012,0.0
2019-02-06,1.0,-0.0,-1.1228963224600041,-0.0,-1.414398504051527,-1.656970704342406,0.0
2019-02-07,1.0,-0.0,-1.1253760763564684,-0.0,-1.4090154580350658,-1.652868554829339,0.0
2019-02-08,1.0,-0.0,-1.139220697929164,-0.0,-1.438213969015701,-1.6388294820301499,0.0
2019-02-11,1.0,-0.0,-1.1023961744373407,-0.0,-1.4400956390664794,-1.6552835386454599,0.0
2019-02-12,1.0,-0.0,-1.1603424585138993,-0.0,-1.4575626255152732,-1.6670013740619385,0.0
2019-02-13,1.0,-0.0,-1.1778587266392144,-0.0,-1.4493189737092176,-1.652043078872347,0.0
2019-02-14,1.0,-0.0,-1.1285140562248996,-0.0,-1.4866835764109068,-1.6690974424011835,0.0
