Date,CRMT,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-02-15,1.0,-0.0,-1.1697315578101881,-0.0,-1.4650179666032552,-1.6495455506235468,0.0
2019-02-19,1.0,-0.0,-1.1519501768089935,-0.0,-1.478387079748773,-1.6475431466722963,0.0
2019-02-20,1.0,-0.0,-1.1621079311437321,-0.0,-1.4757630161579893,-1.6425176893019326,0.0
2019-02-21,1.0,-0.0,-1.1824863835862727,-0.0,-1.4721061815874361,-1.633335095975887,0.0
2019-02-22,1.0,-0.0,-1.1757556541957304,-0.0,-1.479708306911858,-1.628831113929402,0.0
2019-02-25,1.0,-0.0,-1.1732639073375486,-0.0,-1.4991764518357156,-1.6407736039530312,0.0
2019-02-26,1.0,-0.0,-1.1857943925233645,-0.0,-1.5134312416555407,-1.6411748998664888,0.0
2019-02-27,1.0,-0.0,-1.1884553714591128,-0.0,-1.5189738107963657,-1.6372528059861038,0.0
2019-02-28,1.0,-0.0,-1.1898903450120353,-0.0,-1.5202995453329766,-1.638833912810912,0.0
2019-03-01,1.0,-0.0,-1.1920628977910894,-0.0,-1.5196555597154624,-1.6366796812322832,0.0
2019-03-04,1.0,-0.0,-1.1860974567215217,-0.0,-1.5179525539645224,-1.6389720025646508,0.0
2019-03-05,1.0,-0.0,-1.1707434824589635,-0.0,-1.5505847012123162,-1.6429031219826198,0.0
2019-03-06,1.0,-0.0,-1.1667381514046753,-0.0,-1.5535063263993139,-1.641110872828651,0.0
2019-03-07,1.0,-0.0,-1.1340101522842638,-0.0,-1.5801228960726688,-1.6292278920651884,0.0
2019-03-08,1.0,-0.0,-1.1209242064348952,-0.0,-1.6326387389332757,-1.6448391276182253,0.0
2019-03-11,1.0,-0.0,-1.122657487843523,-0.0,-1.6419712615418238,-1.6990110910779654,0.0
2019-03-12,1.0,-0.0,-1.0624239070282235,-0.0,-1.6863309352517986,-1.7853348090758163,0.0
2019-03-13,1.0,-0.0,-1.0925142029631278,-0.0,-1.6959451932716942,-1.7813857636181352,0.0
2019-03-14,1.0,-0.0,-1.091961057023644,-0.0,-1.6945201668984704,-1.7768011126564673,0.0
2019-03-15,1.0,-0.0,-1.075,-0.0,-1.7053571428571428,-1.8,0.0
2019-03-18,1.0,-0.0,-1.1121992640815173,-0.0,-1.7278799886781773,-1.8208321539767902,0.0
2019-03-19,1.0,-0.0,-1.1179414273528574,-0.0,-1.7290872903042365,-1.8396360534546488,0.0
2019-03-20,1.0,-0.0,-1.1201665335918787,-0.0,-1.7343447017223679,-1.848693966008897,0.0
2019-03-21,1.0,-0.0,-1.1208454065109938,-0.0,-1.764899721606727,-1.7957502414635533,0.0
2019-03-22,1.0,-0.0,-1.1194748609757497,-0.0,-1.818494525024365,-1.794989394026257,0.0
2019-03-25,1.0,-0.0,-0.9698904078635182,-0.0,-1.8772455089820357,-1.801943283244831,0.0
2019-03-26,1.0,-0.0,-0.9800364008645205,-0.0,-1.8715731998634968,-1.8359686042543508,0.0
2019-03-27,1.0,-0.0,-0.9502730996813837,-0.0,-1.8968479745106965,-1.842455621301775,0.0
2019-03-28,1.0,-0.0,-0.9444887269414713,-0.0,-1.887724891824186,-1.861250284673195,0.0
2019-03-29,1.0,-0.0,-0.9961540702756249,-0.0,-1.9403880892721868,-1.8906240895052735,0.0
2019-04-01,1.0,-0.0,-1.0164164281124028,-0.0,-1.9439154057369867,-1.881813401881171,0.0
2019-04-02,1.0,-0.0,-1.05316841549915,-0.0,-1.9891552846005043,-1.819684623952166,0.0
2019-04-03,1.0,-0.0,-1.0545422555861828,-0.0,-1.986862940589995,-1.8232948214180986,0.0
2019-04-04,1.0,-0.0,-1.051142035112442,-0.0,-1.9890200223122543,-1.8314250484410783,0.0
2019-04-05,1.0,-0.0,-1.034816815406294,-0.0,-1.997592766557069,-1.8388914983560356,0.0
2019-04-08,1.0,-0.0,-1.0309750087997185,-0.0,-1.9983573858969845,-1.8371465446439046,0.0
2019-04-09,1.0,-0.0,-1.0085133865664633,-0.0,-2.043623767026773,-1.8191639267261626,0.0
2019-04-10,1.0,-0.0,-0.9909688013136289,-0.0,-2.0619282195636877,-1.8114590663851746,0.0
2019-04-11,1.0,-0.0,-0.9747102212855638,-0.0,-2.088924013581548,-1.7904812082894275,0.0
2019-04-12,1.0,-0.0,-0.9726308386567426,-0.0,-2.092070562034812,-1.7959327199202952,0.0
2019-04-15,1.0,-0.0,-0.9741742796907941,-0.0,-2.081693605059733,-1.8003630826891543,0.0
2019-04-16,1.0,-0.0,-0.9743304225517201,-0.0,-2.087089023032292,-1.799214675027838,0.0
2019-04-17,1.0,-0.0,-0.9608751759737214,-0.0,-2.1076959174096666,-1.7972196152041295,0.0
2019-04-18,1.0,-0.0,-0.9687371693354448,-0.0,-2.1038184057715994,-1.7928910786556396,0.0
2019-04-22,1.0,-0.0,-0.9776691020504359,-0.0,-2.111890172048079,-1.802498232382748,0.0
2019-04-23,1.0,-0.0,-0.9806672167865141,-0.0,-2.110809855004126,-1.802664151833078,0.0
2019-04-24,1.0,-0.0,-0.9664315108759554,-0.0,-2.1081128747795415,-1.8042915931804822,0.0
2019-04-25,1.0,-0.0,-0.9775758291042134,-0.0,-2.1265195326330697,-1.7970022424170897,0.0
2019-04-26,1.0,-0.0,-0.9595129735799989,-0.0,-2.156333116614457,-1.794727820793191,0.0
2019-04-29,1.0,-0.0,-0.9521032166843407,-0.0,-2.1486980087192173,-1.790562036055143,0.0
2019-04-30,1.0,-0.0,-0.9433616820222065,-0.0,-2.165190172454524,-1.7974249940940232,0.0
2019-05-01,1.0,-0.0,-0.9496275274920184,-0.0,-2.1715147215324584,-1.791119782428757,0.0
2019-05-02,1.0,-0.0,-0.947284250429426,-0.0,-2.1609311141384824,-1.8149025647100634,0.0
2019-05-03,1.0,-0.0,-0.9419576688207744,-0.0,-2.1674275211952336,-1.819351396217466,0.0
2019-05-06,1.0,-0.0,-0.8893304074491429,-0.0,-2.1959551628017318,-1.845560761520669,0.0
2019-05-07,1.0,-0.0,-0.8875964391691394,-0.0,-2.196854599406528,-1.850326409495549,0.0
2019-05-08,1.0,-0.0,-0.8708139098751541,-0.0,-1.9086427691153622,-1.5787386808123025,0.0
2019-05-09,1.0,-0.0,-0.8675337186897881,-0.0,-1.908584885463498,-1.5760543780774994,0.0
2019-05-10,1.0,-0.0,-0.864905337469248,-0.0,-1.9098834099903732,-1.573376831746711,0.0
2019-05-13,1.0,-0.0,-0.8633324418293661,-0.0,-1.908959614870286,-1.5767317464562716,0.0
2019-05-14,1.0,-0.0,-0.7751638824275746,-0.0,-1.9397864241911609,-1.5715796151406216,0.0
2019-05-15,1.0,-0.0,-0.7878325796613734,-0.0,-1.9454727100641498,-1.5248711746766221,0.0
2019-05-16,1.0,-0.0,-0.7888094236432478,-0.0,-1.944152292806058,-1.5257677745056795,0.0
2019-05-17,1.0,-0.0,-0.7784686726036781,-0.0,-1.9459345523528482,-1.5451335827580754,0.0
2019-05-20,1.0,-0.0,-0.766372332597498,-0.0,-1.94617891306633,-1.5434142752023547,0.0
2019-05-21,1.0,-0.0,-0.7711626923280284,-0.0,-1.9577539258710939,-1.5584518585100198,0.0
2019-05-22,1.0,-0.0,-0.7580968456588247,-0.0,-1.9625487920666738,-1.5541723810528538,0.0
2019-05-23,1.0,-0.0,-0.7825754680932365,-0.0,-2.0,-1.6762377859053443,0.0
2019-05-24,1.0,-0.0,-0.7653877551020407,-0.0,-2.001578231292517,-1.6752108843537414,0.0
2019-05-28,1.0,-0.0,-0.7554841870339121,-0.0,-2.006858635893528,-1.6810189973327525,0.0
2019-05-29,1.0,-0.0,-0.7709621433995011,-0.0,-2.0046100444733703,-1.648009545503851,0.0
2019-05-30,1.0,-0.0,-0.7672880988510732,-0.0,-2.0017884240190766,-1.6503360069369175,0.0
2019-05-31,1.0,-0.0,-0.7731260831889081,-0.0,-2.001570623916811,-1.641301993067591,0.0
2019-06-03,1.0,-0.0,-0.7800408426483233,-0.0,-2.008652192605331,-1.5853396388650043,0.0
2019-06-04,1.0,-0.0,-0.7602787456445994,-0.0,-2.005574912891986,-1.5946931117662824,0.0
2019-06-05,1.0,-0.0,-0.7375718277189098,-0.0,-2.0208234487848595,-1.5133639095366123,0.0
2019-06-06,1.0,-0.0,-0.7565914364058215,-0.0,-1.986184349293398,-1.5303733389580256,0.0
2019-06-07,1.0,-0.0,-0.7979963956323545,-0.0,-1.9735503021308174,-1.5290469627902046,0.0
2019-06-10,1.0,-0.0,-0.7922633831844844,-0.0,-1.9612112244358717,-1.531152565660836,0.0
2019-06-11,1.0,-0.0,-0.803058461211703,-0.0,-1.975521690649392,-1.5312483406785962,0.0
2019-06-12,1.0,-0.0,-0.8110332377614952,-0.0,-1.9732398853137942,-1.5252734416480833,0.0
2019-06-13,1.0,-0.0,-0.8424613745338305,-0.0,-1.9783697389451251,-1.5068193926478424,0.0
2019-06-14,1.0,-0.0,-0.8355602874634016,-0.0,-1.9879691243013042,-1.4998669150918287,0.0
2019-06-17,1.0,-0.0,-0.8315990656190274,-0.0,-1.9909216394138884,-1.486462093862816,0.0
2019-06-18,1.0,-0.0,-0.8184428844926611,-0.0,-2.000053180174431,-1.4995213784301211,0.0
2019-06-19,1.0,-0.0,-0.8016960904581578,-0.01744093018294309,-2.028534855192277,-1.4859459171155796,0.0
2019-06-20,1.0,-0.0,-0.8114850427350426,-0.011378205128205128,-2.0296474358974357,-1.489369658119658,0.0
2019-06-21,1.0,-0.0,-0.8226598356281354,-0.010673497705197994,-2.0143024869249655,-1.489113032340698,0.0
2019-06-24,1.0,-0.0,-0.8020437643785779,-0.017013535926381683,-2.010860842116527,-1.5202503878872187,0.0
2019-06-25,1.0,-0.0,-0.7698187844122522,-0.02384134281285081,-2.025070829101406,-1.5268616026086492,0.0
2019-06-26,1.0,-0.0,-0.7667058697744039,-0.0021383513311237037,-1.997647813535764,-1.5793328343846895,0.0
2019-06-27,1.0,-0.0,-0.7507901644613488,-0.015696148283066372,-1.9964643488509135,-1.5941501044624204,0.0
2019-06-28,1.0,-0.0,-0.7016029593094943,-0.027984774567093765,-2.0309333619256957,-1.6004932182490754,0.0
2019-07-01,1.0,-0.0,-0.681771702276519,-0.044238738496313434,-2.0691028469942414,-1.586728378451106,0.0
2019-07-02,1.0,-0.0,-0.691645596858357,-0.03442896336543117,-2.063585991715531,-1.5898649739093014,0.0
2019-07-03,1.0,-0.0,-0.6850804931890377,-0.039842782533785606,-2.069186453453938,-1.5900500726861575,0.0
2019-07-05,1.0,-0.0,-0.6841736317066595,-0.03391749797789161,-2.0720949042868697,-1.6021029927204098,0.0
2019-07-08,1.0,-0.0,-0.6857635149687702,-0.029237561921171655,-2.0660133534352787,-1.603435278914495,0.0
2019-07-09,1.0,-0.0,-0.6731990955098526,-0.02998815548616346,-2.068213631958652,-1.6124690427479274,0.0
2019-07-10,1.0,-0.0,-0.6714085569565686,-0.02780472033624313,-2.071290009699321,-1.6180084060782411,0.0
2019-07-11,1.0,-0.0,-0.6676199212216047,-0.03777046349754492,-2.075001348945125,-1.6153348081800034,0.0
2019-07-12,1.0,-0.0,-0.6761216566005177,-0.03456643658326143,-2.067353321829163,-1.6145383951682486,0.0
2019-07-15,1.0,-0.0,-0.6841878268370263,-0.04598630653943609,-2.0616205725376036,-1.599385411612486,0.0
2019-07-16,1.0,-0.0,-0.6915988575739613,-0.07366492428733092,-2.051678611844587,-1.5718596755941154,0.0
2019-07-17,1.0,-0.0,-0.7046104071178215,-0.06842814774871933,-2.050094365057967,-1.5691561067673225,0.0
2019-07-18,1.0,-0.0,-0.7035422049956933,-0.06777562446167097,-2.050064599483204,-1.5619078380706288,0.0
2019-07-19,1.0,-0.0,-0.705584848810933,-0.07909178951899279,-2.0353491875605294,-1.5604218228774347,0.0
2019-07-22,1.0,-0.0,-0.6910617230802347,-0.07151697788301135,-2.0410052198245707,-1.5776785233815853,0.0
2019-07-23,1.0,-0.0,-0.6922414720757559,-0.07182825782847305,-2.0386850317443237,-1.5776390831808889,0.0
2019-07-24,1.0,-0.0,-0.6949875769687804,-0.1003564869828238,-2.0416981743545426,-1.5643296964459328,0.0
2019-07-25,1.0,-0.0,-0.6986642150235249,-0.09610080579741496,-2.0437510140068142,-1.5695203071764643,0.0
2019-07-26,1.0,-0.0,-0.6846257768170765,-0.0980815995676844,-2.0501486084841933,-1.5711429343420698,0.0
2019-07-29,1.0,-0.0,-0.666,-0.10054054054054053,-2.049837837837838,-1.589027027027027,0.0
2019-07-30,1.0,-0.0,-0.6600617183693357,-0.10903578582643063,-2.0471008608088352,-1.597693681987981,0.0
2019-07-31,1.0,-0.0,-0.669593020105132,-0.11076789681894543,-2.0414566737115916,-1.5973012518289709,0.0
2019-08-01,1.0,-0.0,-0.6978292643317273,-0.10490986845666649,-2.031721972608672,-1.5787906674606182,0.0
2019-08-02,1.0,-0.0,-0.68229758234626,-0.12293796311320244,-2.03272215912164,-1.5706636378387149,0.0
2019-08-05,1.0,-0.0,-0.5770673334524022,-0.0,-1.7222718342561172,-1.1657438828362208,0.0
2019-08-06,1.0,-0.0,-0.572872014696877,-0.0,-1.6362522963870179,-1.164946198932727,0.0
2019-08-07,1.0,-0.0,-0.5398987933047878,-0.0,-1.6305955624756716,-1.154578089182994,0.0
2019-08-08,1.0,-0.0,-0.5443191149142141,-0.0,-1.6282899001685465,-1.149142140974113,0.0
2019-08-09,1.0,-0.0,-0.5269052523171988,-0.0,-1.6042310332990046,-1.1599725369035359,0.0
2019-08-12,1.0,-0.0,-0.5191432741007812,-0.0,-1.6368357798952702,-1.1362348699459182,0.0
2019-08-13,1.0,-0.0,-0.4859043123793177,-0.0,-1.6469427161553314,-1.1580776657369665,0.0
2019-08-14,1.0,-0.0,-0.4869688021568879,-0.0,-1.6402619078187188,-1.152308811571875,0.0
2019-08-15,1.0,-0.0,-0.5202464788732395,-0.0,-1.6068494299128102,-1.0646797451374916,0.0
2019-08-16,1.0,-0.0,-0.5143962002437896,-0.0,-1.6280105922407633,-1.060863351687613,0.0
2019-08-19,1.0,-0.0,-0.485030941629035,-0.0,-1.6453002174276634,-1.050970061883258,0.0
2019-08-20,1.0,-0.0,-0.5070224119530415,-0.009050160085378869,-1.7018996798292423,-1.0509284951974387,0.0
2019-08-21,1.0,-0.0,-0.5198115228100236,-0.017519811522810024,-1.7110301991861214,-1.0352109659455986,0.0
2019-08-22,1.0,-0.0,-0.5282738095238095,-0.0,-1.6875425170068028,-1.0359268707482994,0.0
2019-08-23,1.0,-0.0,-0.5349764561150469,-0.0,-1.6828150850549357,-1.0243498918253935,0.0
2019-08-26,1.0,-0.0,-0.5148411371237458,-0.0,-1.668645484949833,-0.9971153846153846,0.0
2019-08-27,1.0,-0.0,-0.5132743362831859,-0.0,-1.663174152613124,-0.9978710970111873,0.0
2019-08-28,1.0,-0.0,-0.5071309424520434,-0.0,-1.6653044203502918,-0.9977064220183486,0.0
2019-08-29,1.0,-0.0,-0.4951152304609218,-0.0,-1.6689629258517034,-1.0109802939211756,0.0
2019-08-30,1.0,-0.0,-0.4752454564445373,-0.0,-1.7012742845205766,-1.001462293712137,0.0
2019-09-03,1.0,-0.0,-0.49414421950811444,-0.016772628408900786,-1.6982599966538399,-0.9735235067759747,0.0
2019-09-04,1.0,-0.0,-0.4738022087519721,-0.04027235738603338,-1.6666113094743835,-0.9711450635223782,0.0
2019-09-05,1.0,-0.0,-0.478721204350883,-0.026758757599569874,-1.674552297448199,-0.9557880805657802,0.0
2019-09-06,1.0,-0.0,-0.4719633874824771,-0.03636513564772821,-1.6819493691762184,-0.9327121299579451,0.0
2019-09-09,1.0,-0.0,-0.4716485321289263,-0.037487168959145965,-1.6729213713816466,-0.9238349414904538,0.0
2019-09-10,1.0,-0.0,-0.48254881808838646,-0.0,-1.6605960945529292,-0.9678520041109969,0.0
2019-09-11,1.0,-0.0,-0.48351829017673653,-0.0,-1.6610768598438144,-0.9655569256062474,0.0
2019-09-12,1.0,-0.0,-0.4502344328370486,-0.0,-1.6867648268487292,-0.9758986592086863,0.0
2019-09-13,1.0,-0.0,-0.447729889784504,-0.0,-1.6861737127817076,-0.9786149037670671,0.0
2019-09-16,1.0,-0.0,-0.45205648647535923,-0.0,-1.6839721684713245,-0.9810613858125078,0.0
