Date,IWF,IWM,MTUM,SPY,TNC,VLUE,VXX
2018-09-24,-0.3906750310396654,-0.8126184408285957,-0.022969352414559236,-0.5590080376396784,1.0,-0.48202966738548,0.0
2018-09-25,-0.38996467355750364,-0.8146670155698025,-0.021130446159884863,-0.5608072746303807,1.0,-0.48443019756640066,0.0
2018-09-26,-0.40865046102263203,-0.848751047778709,-0.03413243922883487,-0.5788432523051131,1.0,-0.4824811399832355,0.0
2018-09-27,-0.4084917999798773,-0.8495489150484622,-0.03410805916088138,-0.5789650199550592,1.0,-0.4826776671026595,0.0
2018-09-28,-0.4084384223235847,-0.8493426348269387,-0.03451167158572579,-0.5788502817279313,1.0,-0.4827273946874162,0.0
2018-10-01,-0.4087738127180038,-0.8487389321169843,-0.03467936678293534,-0.578984437885699,1.0,-0.48269385564797423,0.0
2018-10-02,-0.40863608891276615,-0.8569270028876503,-0.03280505003021959,-0.5778658249949634,1.0,-0.4815324692767444,0.0
2018-10-03,-0.4081817571649104,-0.8506946774951338,-0.03211624941271226,-0.5797704543929122,1.0,-0.48520034901671244,0.0
2018-10-04,-0.4097937279892671,-0.8468220694281401,-0.03273520040248197,-0.5817206104309911,1.0,-0.4829448264296495,0.0
2018-10-05,-0.40570109404797755,-0.8468332831476463,-0.025260129144501323,-0.5838937401719697,1.0,-0.4839907658335843,0.0
2018-10-08,-0.4054180602006689,-0.8467558528428094,-0.02448160535117057,-0.5840802675585284,1.0,-0.4837458193979933,0.0
2018-10-09,-0.4091944779520172,-0.8486127864897467,-0.03082696689451816,-0.5822610910065675,1.0,-0.47986194880042893,0.0
2018-10-10,-0.411841620008717,-0.8474536493780803,-0.03332551044355785,-0.5842357595467195,1.0,-0.47584403392899055,0.0
2018-10-11,-0.3724523125163314,-0.8434805330546121,-0.0,-0.5704533577214529,1.0,-0.47984713875097995,0.0
2018-10-12,-0.36871617656647326,-0.8464171611136468,-0.0,-0.5689835039447089,1.0,-0.47597313685857723,0.0
2018-10-15,-0.3252371418255818,-0.9033708602750516,-0.0,-0.5682213542521417,1.0,-0.485410444087045,0.0
2018-10-16,-0.31592999110056363,-0.9255743432545569,-0.0,-0.568805827482778,1.0,-0.4858103431227133,0.0
2018-10-17,-0.30313384750561356,-0.9013960753685444,-0.0,-0.5628884766832634,1.0,-0.4868365387744476,0.0
2018-10-18,-0.3029514171357912,-0.9014024925970517,-0.0,-0.5629169242784159,1.0,-0.48677231460089154,0.0
2018-10-19,-0.29698759981821726,-0.9025189898071804,-0.0,-0.5623904434201129,1.0,-0.4842238524962669,0.0
2018-10-22,-0.29942324611424287,-0.9147577307830167,-0.0,-0.5609501775880609,1.0,-0.4833979601811724,0.0
2018-10-23,-0.30577029715888704,-0.9163649411227452,-0.0,-0.5575888051668461,1.0,-0.4821737286753433,0.0
2018-10-24,-0.30420469361147323,-0.9126140808344199,-0.0,-0.5584419817470665,1.0,-0.4842242503259452,0.0
2018-10-25,-0.28468037621552683,-0.8861150964450821,-0.0,-0.5552686115096446,1.0,-0.4622349752909294,0.0
2018-10-26,-0.2686609596613703,-0.8743089995893484,-0.0,-0.5610133619736551,1.0,-0.454844110307357,0.0
2018-10-29,-0.25766253382843474,-0.8789414060041538,-0.0,-0.5552898231480898,1.0,-0.4549373780602933,0.0
2018-10-30,-0.2676127404604226,-0.8806054872280038,-0.0,-0.556638284452854,1.0,-0.44872280037842954,0.0
2018-10-31,-0.2706870611835507,-0.8653773821464393,-0.0,-0.5541311434302909,1.0,-0.44417627883650956,0.0
2018-11-01,-0.26160588511504146,-0.8717170136171545,-0.0,-0.5532008138988886,1.0,-0.4438566285803725,0.0
2018-11-02,-0.26282751944036725,-0.8643077980075575,-0.0,-0.5539177414821523,1.0,-0.44189750476249956,0.0
2018-11-05,-0.26207499453620153,-0.866090105841581,-0.0,-0.5538730525461301,1.0,-0.4401323800305973,0.0
2018-11-06,-0.26756604834176506,-0.8706514271438386,-0.0,-0.5502779339204297,1.0,-0.4343888576603585,0.0
2018-11-07,-0.2694964209468793,-0.8746075599648373,-0.0,-0.5566683410774833,1.0,-0.43874795931181715,0.0
2018-11-08,-0.2494625665950089,-0.8755958500794467,-0.0,-0.5488363398448454,1.0,-0.44163005888400786,0.0
2018-11-09,-0.25361614006463556,-0.8823695522575383,-0.0,-0.5529478209030153,1.0,-0.44874650936588123,0.0
2018-11-12,-0.25387530141233206,-0.8638399148216578,-0.0,-0.5658096639839665,1.0,-0.44803181661603986,0.0
2018-11-13,-0.24378838420051752,-0.8649499641487669,-0.0,-0.5652336565140131,1.0,-0.4434641643545219,0.0
2018-11-14,-0.24183497729763578,-0.8713010803193987,-0.0,-0.5695944888053859,1.0,-0.4486300297479255,0.0
2018-11-15,-0.2411420708634331,-0.8718453888732526,-0.0,-0.5707852518998029,1.0,-0.4434437251774713,0.0
2018-11-16,-0.24069850988722624,-0.869045015775827,-0.0,-0.5699290868763862,1.0,-0.4442847771078692,0.0
2018-11-19,-0.2419803217241918,-0.8684991410276434,-0.0,-0.5691082305169453,1.0,-0.4439481493050133,0.0
2018-11-20,-0.2117427772600186,-0.8637775706741224,-0.0,-0.572506989748369,1.0,-0.45852749301025164,0.0
2018-11-21,-0.2220574606116775,-0.8631139944392957,-0.0,-0.5758418288538771,1.0,-0.4282669138090825,0.0
2018-11-23,-0.22279488920437013,-0.8566755138571693,-0.0,-0.5780507376087896,1.0,-0.42870810443799773,0.0
2018-11-26,-0.22330727154732843,-0.855001699681696,-0.0,-0.5807657838622949,1.0,-0.4312556012237709,0.0
2018-11-27,-0.21851715007081718,-0.8559948272676888,-0.0,-0.577221503787179,1.0,-0.42727384691175563,0.0
2018-11-28,-0.21456211497384145,-0.8799801875986751,-0.0,-0.5740333715134818,1.0,-0.427081076061047,0.0
2018-11-29,-0.20501461313644057,-0.8730964467005076,-0.0,-0.5708044916166743,1.0,-0.4275342255037687,0.0
2018-11-30,-0.20415832434929926,-0.8742645926382259,-0.0,-0.5711073463730171,1.0,-0.430740797782227,0.0
2018-12-03,-0.20352238438327483,-0.8742225506496706,-0.0,-0.5708171685448611,1.0,-0.4304144343863538,0.0
2018-12-04,-0.1956374807987711,-0.8792933947772658,-0.0,-0.5679877112135177,1.0,-0.429247311827957,0.0
2018-12-06,-0.1908366655474497,-0.8736607551662036,-0.0,-0.5665272732822563,1.0,-0.42138518360245414,0.0
2018-12-07,-0.20555896805896806,-0.8775798525798526,-0.0,-0.5727579852579853,1.0,-0.4153255528255528,0.0
2018-12-10,-0.19281334838178324,-0.8805478449196229,-0.0,-0.5717292499161151,1.0,-0.4052405210017387,0.0
2018-12-11,-0.20307109930701836,-0.8775528894587417,-0.0,-0.5756326891962024,1.0,-0.39652593338828346,0.0
2018-12-12,-0.19981640146878826,-0.8805385556915546,-0.0,-0.5771725826193391,1.0,-0.4024785801713587,0.0
2018-12-13,-0.2003798670465337,-0.8824250222099683,-0.0,-0.576509511993383,1.0,-0.40412952240909233,0.0
2018-12-14,-0.19654494036640846,-0.8977007254395672,-0.0,-0.572421000860691,1.0,-0.4072605434648961,0.0
2018-12-17,-0.18013545401611963,-0.8996966075204561,-0.0,-0.5609083386963317,1.0,-0.4238607459164598,0.0
2018-12-18,-0.17301829268292682,-0.8944207317073171,-0.0,-0.5579268292682926,1.0,-0.4233841463414634,0.0
2018-12-19,-0.1852701793035922,-0.894131326112233,-0.0,-0.5560247230891622,1.0,-0.42436203414723705,0.0
2018-12-20,-0.18547919274570268,-0.8893841785485299,-0.0,-0.5559185418129637,1.0,-0.42237352303605774,0.0
2018-12-21,-0.18265312328933764,-0.8905784319688583,-0.0,-0.5562617845629827,1.0,-0.41165379234839733,0.0
2018-12-24,-0.17599636308531594,-0.8854978026973783,-0.0,-0.5539930292468556,1.0,-0.41527504167298074,0.0
2018-12-26,-0.177211763998316,-0.8940879292716665,-0.0,-0.5334395862151922,1.0,-0.4024478258254646,0.0
2018-12-27,-0.15890539667625816,-0.8720711727053849,-0.0,-0.4991485113629691,1.0,-0.40604263315520583,0.0
2018-12-28,-0.15070911551815455,-0.8836874006944035,-0.0,-0.5026775731183428,1.0,-0.4053139528040958,0.0
2018-12-31,-0.15062970809792844,-0.8840042372881357,-0.0,-0.5026483050847458,1.0,-0.4052789548022599,0.0
2019-01-02,-0.15063130941519262,-0.8843629514083057,-0.0,-0.5029873149483474,1.0,-0.4051858610236336,0.0
2019-01-03,-0.14961580357405715,-0.8847410722171519,-0.0,-0.5022521859451821,1.0,-0.4074542938734654,0.0
2019-01-04,-0.13986260348775764,-0.8884974458340674,-0.0,-0.4985908050026423,1.0,-0.4088720568375316,0.0
2019-01-07,-0.1285457913627417,-0.8719752228783143,-0.0,-0.49733703832349196,1.0,-0.39666550885724206,0.0
2019-01-08,-0.12985661424606845,-0.8663852913968548,-0.0,-0.4995374653098983,1.0,-0.3950624421831637,0.0
2019-01-09,-0.1302889203805998,-0.867657691529051,-0.0,-0.49969632993030044,1.0,-0.39448188101917453,0.0
2019-01-10,-0.13117502529267236,-0.865414077178783,-0.0,-0.5007371007371008,1.0,-0.39326492267668745,0.0
2019-01-11,-0.13399223233435742,-0.856674975363747,-0.0,-0.5040287519564083,1.0,-0.4036577589704945,0.0
2019-01-14,-0.13632033257311124,-0.8510926989809176,-0.0,-0.49666560812956495,1.0,-0.40286959785213206,0.0
2019-01-15,-0.13317912389764347,-0.8486627150498771,-0.0,-0.49605320225531296,1.0,-0.41353187798178404,0.0
2019-01-16,-0.12670846938480654,-0.8522553240673851,-0.0,-0.4915479527263271,1.0,-0.419077065333603,0.0
2019-01-17,-0.13018469809521055,-0.8471543775471863,-0.0,-0.492932913258375,1.0,-0.4201520363037257,0.0
2019-01-18,-0.13058289174867527,-0.841378908752111,-0.0,-0.49836953357013913,1.0,-0.44124497758108655,0.0
2019-01-22,-0.0,-0.9955278849526482,-0.0,-0.5538699871390156,1.0,-0.3735531392493862,0.0
2019-01-23,-0.0,-0.9653267512929007,-0.0,-0.5565937940761636,1.0,-0.4164903620122238,0.0
2019-01-24,-0.0,-0.9595321362447468,-0.0,-0.5654921092073941,1.0,-0.4138184382989978,0.0
2019-01-25,-0.0,-0.9816483745278248,-0.0,-0.601677522976711,1.0,-0.39100562148657086,0.0
2019-01-28,-0.0,-0.9626907857546637,-0.0,-0.6275029008360358,1.0,-0.3850227604058195,0.0
2019-01-29,-0.0,-0.9567603029760839,-0.0,-0.6344307270233196,1.0,-0.39085704061549464,0.0
2019-01-30,-0.0,-0.9493379561825628,-0.0,-0.6288370146755538,1.0,-0.4107062797023045,0.0
2019-01-31,-0.0,-0.9636532248414503,-0.0,-0.5908220653344501,1.0,-0.43699892305851373,0.0
2019-02-01,-0.0,-0.9631235793755234,-0.0,-0.5902021772939346,1.0,-0.43746261514535234,0.0
2019-02-04,-0.0,-0.960325534079349,-0.0,-0.5880557716474178,1.0,-0.443689785171444,0.0
2019-02-05,-0.0,-0.959560912870517,-0.0,-0.5794574223073011,1.0,-0.452038405168546,0.0
2019-02-06,-0.0,-0.9579902386441896,-0.0,-0.5867892325657994,1.0,-0.4494715094170135,0.0
2019-02-07,-0.0,-0.9637250237868696,-0.0,-0.5658598953377736,1.0,-0.44374405328258804,0.0
2019-02-08,-0.0,-0.9473089503419565,-0.0,-0.5685697294082664,1.0,-0.4576568539994053,0.0
2019-02-11,-0.0,-0.970763965427229,-0.0,-0.5337316549683856,1.0,-0.3959046348396079,0.0
2019-02-12,-0.0,-0.9742488024386704,-0.0,-0.5411525620554508,1.0,-0.3877485847002468,0.0
2019-02-13,-0.0,-0.9520050520997789,-0.0,-0.5352929356718431,1.0,-0.38321325027987485,0.0
2019-02-14,-0.0,-0.9371744323250928,-0.0,-0.5445362189541543,1.0,-0.3962356462428411,0.0
2019-02-15,-0.0,-0.9335945377546024,-0.0,-0.5480683356860938,1.0,-0.399268243496298,0.0
2019-02-19,-0.0,-0.9257981018119068,-0.0,-0.5532930687374172,1.0,-0.39695139488064424,0.0
2019-02-20,-0.0,-0.9198354714376115,-0.0,-0.5643732382212506,1.0,-0.39216475867226597,0.0
2019-02-21,-0.0,-0.9215454990074513,-0.0,-0.5659541413734572,1.0,-0.38945309128571015,0.0
2019-02-22,-0.0,-0.9343084797022218,-0.0,-0.5913109224147958,1.0,-0.38234267767825986,0.0
2019-02-25,-0.0,-0.9317493594223154,-0.0,-0.5943978569764733,1.0,-0.3855695317959469,0.0
2019-02-26,-0.0,-0.9268859025338868,-0.0,-0.602211708704612,1.0,-0.3734362755057615,0.0
2019-02-27,-0.0,-0.9366783013379871,-0.0,-0.6041884816753926,1.0,-0.3678010471204189,0.0
2019-02-28,-0.0,-0.9461838959827416,-0.0,-0.6152410938137718,1.0,-0.3538569179639671,0.0
2019-03-01,-0.0,-0.9430676490288012,-0.0,-0.6208684003611055,1.0,-0.3482046652494249,0.0
2019-03-04,-0.0,-0.9394451075722727,-0.0,-0.6153017555096219,1.0,-0.3565460420972954,0.0
2019-03-05,-0.0,-0.9329390858507879,-0.0,-0.6233285751740612,1.0,-0.3568910769947854,0.0
2019-03-06,-0.0,-0.9307291211512133,-0.0,-0.6278656529464884,1.0,-0.3543942439337004,0.0
2019-03-07,-0.0,-0.9267846247712019,-0.0,-0.6365089049652808,1.0,-0.34207850315232863,0.0
2019-03-08,-0.0,-0.9264817740331169,-0.0,-0.6635948744953484,1.0,-0.3354397051079515,0.0
2019-03-11,-0.0,-0.9215351058185461,-0.0,-0.6614101279254849,1.0,-0.36464658374108355,0.0
2019-03-12,-0.0,-0.9034822329002787,-0.0,-0.673014178086255,1.0,-0.3896304205967847,0.0
2019-03-13,-0.0,-0.9194729136163982,-0.0,-0.6754414796665371,1.0,-0.39310365434607225,0.0
2019-03-14,-0.0,-0.9171700257161652,-0.0,-0.6795646193409485,1.0,-0.39354703666048685,0.0
2019-03-15,-0.0,-0.91061301647313,-0.0,-0.6781588501815344,1.0,-0.41176823596483325,0.0
2019-03-18,-0.0,-0.9252494708194737,-0.0,-0.6813426065920773,1.0,-0.41729664348351986,0.0
2019-03-19,-0.0,-0.9299753926542516,-0.0,-0.6784032566758817,1.0,-0.42953489078591606,0.0
2019-03-20,-0.0,-0.9203693545437923,-0.0,-0.6845553727067715,1.0,-0.44255500700920336,0.0
2019-03-21,-0.0,-0.9187823439878233,-0.0,-0.7028614916286149,1.0,-0.4224961948249619,0.0
2019-03-22,-0.0,-0.9145176549577317,-0.0,-0.7208777123325296,1.0,-0.41648609881893367,0.0
2019-03-25,-0.0,-0.8701424674143678,-0.0,-0.7431949075477418,1.0,-0.4178842073355562,0.0
2019-03-26,-0.0,-0.878318314661471,-0.0,-0.7386751095957136,1.0,-0.4273319532391622,0.0
2019-03-27,-0.0,-0.881423045292559,-0.0,-0.7372605159757546,1.0,-0.4272181779415796,0.0
2019-03-28,-0.0,-0.8766713474571097,-0.0,-0.7377129250870017,1.0,-0.4383051468343611,0.0
2019-03-29,-0.0,-0.8758852258852258,-0.0,-0.7367826617826618,1.0,-0.4398351648351648,0.0
2019-04-01,-0.0,-0.8809574695447746,-0.0,-0.7367874698500901,1.0,-0.43537996519402805,0.0
2019-04-02,-0.0,-0.889443261332522,-0.0,-0.7468512321265592,1.0,-0.4059933069668391,0.0
2019-04-03,-0.0,-0.8934406092617614,-0.0,-0.7367952340007371,1.0,-0.44063997051959225,0.0
2019-04-04,-0.0,-0.8917299240910905,-0.0,-0.7349641968099818,1.0,-0.44654107378837704,0.0
2019-04-05,-0.0,-0.889289233801429,-0.0,-0.7338630204483864,1.0,-0.45642399605814243,0.0
2019-04-08,-0.0,-0.8997109051351593,-0.0,-0.6884928322355676,1.0,-0.3921556939766936,0.0
2019-04-09,-0.0,-0.8895690865111834,-0.0,-0.7141875951861917,1.0,-0.3824767820348195,0.0
2019-04-10,-0.0,-0.8736527839976115,-0.0,-0.7316017316017315,1.0,-0.380295566502463,0.0
2019-04-11,-0.0,-0.9041129007887342,-0.0,-0.7348523767791847,1.0,-0.3830346619926869,0.0
2019-04-12,-0.0,-0.9025460930640913,-0.0,-0.7350065090369653,1.0,-0.3899064515152432,0.0
2019-04-15,-0.0,-0.9029205713765808,-0.0,-0.7384223455554544,1.0,-0.3914111545810208,0.0
2019-04-16,-0.0,-0.9048963360956803,-0.0,-0.7448016270527882,1.0,-0.38584828339859756,0.0
2019-04-17,-0.0,-0.8972448607225397,-0.0,-0.7719559664274419,1.0,-0.37179175282812305,0.0
2019-04-18,-0.0,-0.8757890884693971,-0.0,-0.7752432069775244,1.0,-0.3985849775853131,0.0
2019-04-22,-0.0,-0.8737463307240705,-0.0,-0.7795070939334637,1.0,-0.4045070939334638,0.0
2019-04-23,-0.0,-0.8900651714958847,-0.0,-0.7709818560107701,1.0,-0.39861701802160143,0.0
2019-04-24,-0.0,-0.8894390952162617,-0.0,-0.7666208161393857,1.0,-0.4006419073819349,0.0
2019-04-25,-0.0,-0.8753331903550966,-0.0,-0.7781794785379453,1.0,-0.4103066883176568,0.0
