Date,IWF,IWM,MTUM,PGTI,SPY,VLUE,VXX
2018-09-24,-0.7032623965867111,-1.4906082522503774,-0.0,1.0,-1.0735730266923358,-0.9357406732920548,0.0
2018-09-25,-0.7157169693174703,-1.492746816948445,-0.0,1.0,-1.0758714255896473,-0.9337820914214151,0.0
2018-09-26,-0.7159256940096013,-1.4931120851596744,-0.0,1.0,-1.0758714255896473,-0.9332080985180546,0.0
2018-09-27,-0.7199812382739212,-1.4829580988117574,-0.0,1.0,-1.0758807588075883,-0.9327704815509694,0.0
2018-09-28,-0.717604488961141,-1.5008128375898055,-0.0,1.0,-1.0843253448004615,-0.9413708112643557,0.0
2018-10-01,-0.7177470106985526,-1.5008391021606882,-0.0,1.0,-1.0842773232641074,-0.9415775120620936,0.0
2018-10-02,-0.7258842443729904,-1.5858520900321544,-0.0,1.0,-1.0960342979635584,-0.9512861736334406,0.0
2018-10-03,-0.724634577287573,-1.5755742356909568,-0.0,1.0,-1.098035016330246,-0.9559351073512877,0.0
2018-10-04,-0.7302360434619708,-1.5665043087298614,-0.0,1.0,-1.1048546807257935,-0.9508644222020018,0.0
2018-10-05,-0.6981222917669716,-1.5564114909324345,-0.0,1.0,-1.122666238698978,-0.9723960840956506,0.0
2018-10-08,-0.6948588601481164,-1.556509606096383,-0.0,1.0,-1.1379735966512825,-0.9771385639154233,0.0
2018-10-09,-0.689544063154503,-1.5572740454325764,-0.0,1.0,-1.1411309811503143,-0.9822780731432253,0.0
2018-10-10,-0.6906876015159717,-1.573957769355712,-0.0,1.0,-1.1500270709258256,-0.9995127233351381,0.0
2018-10-11,-0.5493492407809111,-1.6303145336225595,-0.0,1.0,-1.158405639913232,-1.0849240780911062,0.0
2018-10-12,-0.5703532447981075,-1.6332060863487283,-0.0,1.0,-1.1279101026936933,-1.0451637184794882,0.0
2018-10-15,-0.5354714354553729,-1.6595277614177866,-0.0,1.0,-1.1177919366065214,-1.0413878031803823,0.0
2018-10-16,-0.5288193700449968,-1.671684165416756,-0.0,1.0,-1.1162952646239552,-1.039961431326334,0.0
2018-10-17,-0.49041466972285896,-1.5958533027714108,-0.0,1.0,-1.0904355073973746,-1.0327151489893729,0.0
2018-10-18,-0.4894004896088338,-1.5940934423667898,-0.0,1.0,-1.0922964737746759,-1.0328662951195375,0.0
2018-10-19,-0.45901132852729143,-1.5730175077239956,-0.0,1.0,-1.0907312049433573,-1.0265705458290422,0.0
2018-10-22,-0.4592508746655691,-1.5647252521094874,-0.0,1.0,-1.0926630994031694,-1.0284523564519448,0.0
2018-10-23,-0.45790638999021677,-1.5657793110550438,-0.0,1.0,-1.0951032387621646,-1.0302765048143763,0.0
2018-10-24,-0.4539145633064309,-1.5615072225363695,-0.0,1.0,-1.0945355472163676,-1.0305865419215545,0.0
2018-10-25,-0.3887554531640606,-1.4682123425322289,-0.0,1.0,-1.0833782657712858,-0.9614234596343317,0.0
2018-10-26,-0.3583019414662417,-1.4412730609485171,-0.0,1.0,-1.0870762097942626,-0.9428185067130301,0.0
2018-10-29,-0.3393337173579109,-1.4440284178187401,-0.0,1.0,-1.0764208909370199,-0.940524193548387,0.0
2018-10-30,-0.35759768451519536,-1.450506512301013,-0.0,1.0,-1.0822961890979257,-0.9335262904003858,0.0
2018-10-31,-0.3598777809605653,-1.4214647188007257,-0.0,1.0,-1.0718991692924662,-0.9209395588656545,0.0
2018-11-01,-0.34038296656187483,-1.4342669334095457,-0.0,1.0,-1.0691149852338764,-0.9195484424121178,0.0
2018-11-02,-0.3752446687957144,-1.5993097764499844,-0.0,1.0,-1.147728443391367,-1.0286906356237766,0.0
2018-11-05,-0.38463930348258707,-1.5907960199004976,-0.0,1.0,-1.1559390547263682,-1.051046849087894,0.0
2018-11-06,-0.4220139771283355,-1.6476598898771706,-0.0,1.0,-1.1722257518000847,-1.052467174925879,0.0
2018-11-07,-0.4204455262183185,-1.648658659188317,-0.0,1.0,-1.1701148208899943,-1.0521191597439017,0.0
2018-11-08,-0.3677480215921597,-1.6549447093967822,-0.0,1.0,-1.1542371993082123,-1.0638855405901158,0.0
2018-11-09,-0.36744210416011736,-1.6541443990359426,-0.0,1.0,-1.1544587655873415,-1.0633972545321178,0.0
2018-11-12,-0.36655528871254045,-1.6241516132400542,-0.0,1.0,-1.1700428109011174,-1.0600918868121543,0.0
2018-11-13,-0.3263233853925056,-1.6159991753002425,-0.0,1.0,-1.1651461264883254,-1.0469047987217155,0.0
2018-11-14,-0.32635810741160703,-1.6158643438820741,-0.0,1.0,-1.1650860736006596,-1.046799299041336,0.0
2018-11-15,-0.324345186023774,-1.6154994082231255,-0.0,1.0,-1.164874183090619,-1.0411670869140124,0.0
2018-11-16,-0.31646094803443625,-1.6081837983611658,-0.0,1.0,-1.1841095322062027,-1.0774297272067213,0.0
2018-11-19,-0.3253262621535902,-1.6098372588779701,-0.0,1.0,-1.184370613008891,-1.0798107419539333,0.0
2018-11-20,-0.2533037373528805,-1.598389428040471,-0.0,1.0,-1.1934234978319225,-1.1169729506504231,0.0
2018-11-21,-0.26092282564311964,-1.587688852592895,-0.0,1.0,-1.1868619844834625,-1.0686504695794201,0.0
2018-11-23,-0.26175796178343946,-1.5773248407643312,-0.0,1.0,-1.188484076433121,-1.0679745222929935,0.0
2018-11-26,-0.26140994295028525,-1.5780867970660146,-0.0,1.0,-1.1873471882640587,-1.0668806030969846,0.0
2018-11-27,-0.2461569579288026,-1.5791868932038837,-0.0,1.0,-1.1759708737864079,-1.0553195792880259,0.0
2018-11-28,-0.2450250645602309,-1.5908653602714062,-0.0,1.0,-1.1732239607068713,-1.05443313585498,0.0
2018-11-29,-0.193891301092978,-1.5678993861356492,-0.0,1.0,-1.1667914358436893,-1.0621849578280183,0.0
2018-11-30,-0.19285714285714287,-1.5694305694305695,-0.0,1.0,-1.1676823176823177,-1.065034965034965,0.0
2018-12-03,-0.19317443661619946,-1.5698296107530105,-0.0,1.0,-1.168240643581672,-1.065507420176885,0.0
2018-12-04,-0.18137937898089174,-1.5728503184713378,-0.0,1.0,-1.1610768312101911,-1.0607583598726114,0.0
2018-12-06,-0.16508484325568018,-1.4857156552583646,-0.0,1.0,-1.135557472917266,-1.0070463042853035,0.0
2018-12-07,-0.16834435816316748,-1.4857156552583646,-0.0,1.0,-1.135605406960023,-1.0036909212923018,0.0
