Date,IWF,IWM,MTUM,NVST,SPY,VLUE,VXX
2020-05-18,-0.29736646578056636,-0.6828476292688297,-0.24959410000275187,1.0,-0.493822064448664,-0.028206609978260272,0.0
2020-05-19,-0.3189890146196416,-0.6327193634536494,-0.3030753558547397,1.0,-0.4984444260895901,-0.0,0.0
2020-05-20,-0.3549740874267688,-0.6014251915277151,-0.3404968454258675,1.0,-0.519687922487607,-0.0,0.0
2020-05-21,-0.35744163699056014,-0.6123169973432819,-0.33389859250466336,1.0,-0.5226103668532022,-0.0,0.0
2020-05-22,-0.35661806262009726,-0.6163953882672093,-0.3314965525036736,1.0,-0.5213066576240534,-0.0,0.0
2020-05-26,-0.3568985499053058,-0.6168697176131386,-0.3322497667976369,1.0,-0.5206772761963988,-0.0,0.0
2020-05-27,-0.35203489195389276,-0.6326149140445779,-0.31773768727519897,1.0,-0.5297516213996432,-0.0,0.0
2020-05-28,-0.3425467781379742,-0.6445714610703521,-0.3108400159244725,1.0,-0.5309389751464483,-0.014758573622248765,0.0
2020-05-29,-0.34278321201091905,-0.6448191537761602,-0.3109076433121019,1.0,-0.5317902638762512,-0.013222247497725204,0.0
2020-06-01,-0.343183822065474,-0.6435052191473023,-0.3128928581586507,1.0,-0.5316135271196564,-0.013026536590915554,0.0
2020-06-02,-0.3434033111452466,-0.6438812083973374,-0.3130227001194743,1.0,-0.5312624452409399,-0.013056835637480798,0.0
2020-06-03,-0.3434975537603823,-0.6436170212765958,-0.3145124587552623,1.0,-0.5304642166344294,-0.012344976675389693,0.0
2020-06-04,-0.34435880663234836,-0.6418759420949348,-0.3183640965842837,1.0,-0.529990614601405,-0.009499161002246808,0.0
2020-06-05,-0.33372205472438704,-0.6378349166619262,-0.311024517890665,1.0,-0.5306331418169407,-0.031059787246145967,0.0
2020-06-08,-0.33346601086060335,-0.6373354561737697,-0.31248400761948086,1.0,-0.5307195860461149,-0.02908480937082421,0.0
2020-06-09,-0.3305980568139727,-0.6397982733566971,-0.3111092116135282,1.0,-0.5314984186682623,-0.036213921417785,0.0
2020-06-10,-0.3196942704442273,-0.6534969254640538,-0.29506924889374175,1.0,-0.544853744037699,-0.06028389173036032,0.0
2020-06-11,-0.3116696382354633,-0.6654684534422269,-0.27845516765399436,1.0,-0.5470178869270145,-0.07310059239661817,0.0
2020-06-12,-0.3115838295923042,-0.6498511223087494,-0.2867040769583143,1.0,-0.5368758589097572,-0.07801763628034815,0.0
2020-06-15,-0.31256082899181314,-0.6465620885097613,-0.2904620140837007,1.0,-0.5377282876280987,-0.07522757199290091,0.0
2020-06-16,-0.3130322209436133,-0.6611047180667433,-0.30037399309551205,1.0,-0.5366225546605293,-0.06573647871116226,0.0
2020-06-17,-0.3115833668833036,-0.6542819347788578,-0.3026399033760856,1.0,-0.5377005808937713,-0.06947719560591246,0.0
2020-06-18,-0.3150247439291058,-0.6492691909310623,-0.3068534929220854,1.0,-0.5390436183680516,-0.06703878467027277,0.0
2020-06-19,-0.31577887133442684,-0.6492848715070937,-0.3069440847218625,1.0,-0.5392385392385391,-0.06656306656306656,0.0
2020-06-22,-0.31580764914098247,-0.6493136493136493,-0.30680019568908456,1.0,-0.5393536504647616,-0.06650551094995538,0.0
2020-06-23,-0.31136586208883,-0.6426349444092402,-0.3069013192004148,1.0,-0.5418514891410796,-0.0775966357509073,0.0
2020-06-24,-0.32163725773792307,-0.6450101243853053,-0.3058721434770032,1.0,-0.5494070002892681,-0.0707549898756147,0.0
2020-06-25,-0.32187934228809634,-0.648361509958314,-0.30422070402964335,1.0,-0.5526864289022696,-0.06771074571560907,0.0
2020-06-26,-0.3224508697288067,-0.6445254840670314,-0.30346444386559,1.0,-0.5533559086567683,-0.07050447165060346,0.0
2020-06-29,-0.31720492229476,-0.6416315211739558,-0.3061124270610665,1.0,-0.5503206424403491,-0.0734011208042059,0.0
2020-06-30,-0.3165178700413164,-0.6436393054231314,-0.3053075611799717,1.0,-0.5506630839906389,-0.07309814798763399,0.0
2020-07-01,-0.31648897749270466,-0.6438126607148017,-0.30536534627719514,1.0,-0.5508075467336975,-0.07278032995290515,0.0
2020-07-02,-0.3193512950971323,-0.6419403330249769,-0.3072386679000925,1.0,-0.5521218778908418,-0.07021854764107308,0.0
2020-07-06,-0.31982424697924494,-0.6419610337052668,-0.3068162109036249,1.0,-0.5519165173151412,-0.07018558131467884,0.0
2020-07-07,-0.3183381006038543,-0.6432348097425674,-0.3057409494091474,1.0,-0.5515009679003785,-0.0704400335153564,0.0
2020-07-08,-0.317936117936118,-0.644861974273739,-0.3038011273305391,1.0,-0.5525653996242231,-0.07142650672062437,0.0
2020-07-09,-0.3108890819577179,-0.642745438748914,-0.3035331595713872,1.0,-0.5585867361714452,-0.08027801911381408,0.0
2020-07-10,-0.3073536652474875,-0.645465867292264,-0.30005502939728323,1.0,-0.5590407507168302,-0.08433979204680395,0.0
2020-07-13,-0.3056891257748682,-0.6455303864202537,-0.2998667516366375,1.0,-0.5590058513411738,-0.08661143618562075,0.0
