Date,IWF,IWM,MTUM,NVST,SPY,VLUE,VXX
2020-07-14,-0.29440185158397225,-0.6433964993490525,-0.2916823376247649,1.0,-0.566902936496456,-0.09674526254882106,0.0
2020-07-15,-0.29408871271085907,-0.6438760452533203,-0.2917739648737016,1.0,-0.5673157605393363,-0.09638031306964498,0.0
2020-07-16,-0.29029362367521866,-0.6542248219146348,-0.28855620547865873,1.0,-0.5654427520704234,-0.09720854809752709,0.0
2020-07-17,-0.2887254618101801,-0.6529909085644797,-0.28846487926341996,1.0,-0.5652904047715559,-0.0999189298743413,0.0
2020-07-20,-0.2888123226591001,-0.6527592796340262,-0.2884938328797267,1.0,-0.5650877294574093,-0.10017951242110139,0.0
2020-07-21,-0.2678566262620419,-0.6608036566667632,-0.2762750600283508,1.0,-0.570746665895218,-0.11725055688951891,0.0
2020-07-22,-0.2662424067110211,-0.6619033844373734,-0.27512293896442,1.0,-0.5710731848423489,-0.11833960080995083,0.0
2020-07-23,-0.26895531908724524,-0.6567021369132188,-0.27582707529937084,1.0,-0.5745600046391603,-0.12345965380266173,0.0
2020-07-24,-0.25631967569132763,-0.6631243665846243,-0.2706529607644419,1.0,-0.5735051397133344,-0.1320110033299551,0.0
2020-07-27,-0.25804863925883037,-0.6638100752750435,-0.26962941517081646,1.0,-0.5761725535610887,-0.12753329473074695,0.0
2020-07-28,-0.2552452611778324,-0.6616987411373173,-0.26664737375198955,1.0,-0.5782954709882795,-0.13202141513529156,0.0
2020-07-29,-0.25492635782285367,-0.6613038571717931,-0.26650076680459506,1.0,-0.5782285367053445,-0.1326427269307561,0.0
2020-07-30,-0.25553721879614355,-0.6636266249746664,-0.2666550855554591,1.0,-0.5785923159327138,-0.1308665566461102,0.0
2020-07-31,-0.2553850607990735,-0.6637232194557036,-0.2665894614939201,1.0,-0.5787492762015055,-0.1307469600463231,0.0
2020-08-03,-0.24152812373283902,-0.6730869489659966,-0.2726351155650814,1.0,-0.5730174361350866,-0.1361003301859468,0.0
2020-08-04,-0.24065440857101492,-0.6708846098161286,-0.271869118285797,1.0,-0.5741421746054728,-0.13803387867380917,0.0
2020-08-05,-0.23967996289424862,-0.671672077922078,-0.272988172541744,1.0,-0.574443413729128,-0.1401321892393321,0.0
2020-08-06,-0.23973794063079776,-0.6675846474953618,-0.27455357142857145,1.0,-0.5742694805194806,-0.14271219851576997,0.0
2020-08-07,-0.23636837985911818,-0.6677682117285562,-0.2763138823665826,1.0,-0.5710351624778967,-0.14734614604168478,0.0
2020-08-10,-0.22832956456195277,-0.6736243984461066,-0.2728010668522062,1.0,-0.5713457412883399,-0.15295413695135385,0.0
2020-08-11,-0.2372128147782393,-0.6729501292515031,-0.281535914490691,1.0,-0.5730634058497197,-0.13979494031194634,0.0
2020-08-12,-0.23251291577175365,-0.6734486561792534,-0.27227607824925987,1.0,-0.5764787833052766,-0.14770418529053228,0.0
2020-08-13,-0.2302316815031751,-0.6756748919882855,-0.2667671876359208,1.0,-0.576304114593905,-0.15066546814741785,0.0
2020-08-14,-0.23822811301011512,-0.6783513544936635,-0.2733693756539937,1.0,-0.5765027322404371,-0.14015812114870363,0.0
2020-08-17,-0.23944644726130948,-0.6790033724851727,-0.27366554250494246,1.0,-0.5768694034190023,-0.13833003837655541,0.0
2020-08-18,-0.23907103825136614,-0.6776537611905592,-0.2681664922683409,1.0,-0.5796709684920358,-0.1420474363446111,0.0
2020-08-19,-0.23939772694241782,-0.6773246519198907,-0.2683196232886667,1.0,-0.5795424817603116,-0.14213876696799696,0.0
2020-08-20,-0.23972323972323972,-0.6771905343333915,-0.2685330542473399,1.0,-0.5801209372637944,-0.14157799872085586,0.0
2020-08-21,-0.23376283412349844,-0.6788924115063553,-0.26377941304790437,1.0,-0.5815421308280737,-0.15057735377097814,0.0
2020-08-24,-0.2340673085313709,-0.678117455423369,-0.2639983710986358,1.0,-0.5818377497891155,-0.15073155123767415,0.0
2020-08-25,-0.23394722294957956,-0.6774897442611504,-0.26147042564953016,1.0,-0.583078758255506,-0.1534433097669547,0.0
2020-08-26,-0.2349688609510506,-0.677376171352075,-0.2620336418136313,1.0,-0.5831441708864443,-0.15263954368197427,0.0
2020-08-27,-0.22651001832087708,-0.6827870997760781,-0.25858609358187684,1.0,-0.5812952569284905,-0.1588972576845901,0.0
2020-08-28,-0.22539267015706807,-0.683129726585224,-0.2581151832460733,1.0,-0.5826061663757999,-0.1594240837696335,0.0
2020-08-31,-0.22532507199581114,-0.6830148064112633,-0.2579922622683771,1.0,-0.5825115629636094,-0.1600779591005614,0.0
2020-09-01,-0.2259369180633147,-0.6819425046554934,-0.262191573556797,1.0,-0.5812674581005587,-0.15834497206703912,0.0
2020-09-02,-0.22184091900538025,-0.6796568271048422,-0.2619746982695943,1.0,-0.5806020066889632,-0.16422858804711357,0.0
2020-09-03,-0.2271379570955177,-0.6760944131155165,-0.2582989361083658,1.0,-0.5806929829661066,-0.16458345445032266,0.0
2020-09-04,-0.20076227875147978,-0.6809690179886235,-0.23864522276441544,1.0,-0.5865215257124707,-0.18049259376894866,0.0
2020-09-08,-0.20219494584837547,-0.6808086642599278,-0.23803610108303247,1.0,-0.583826714801444,-0.18322021660649818,0.0
2020-09-09,-0.1945579013979175,-0.6865040556865902,-0.22150952079618014,1.0,-0.5804521659092217,-0.19332106080653513,0.0
2020-09-10,-0.19599942437760828,-0.6884155993668154,-0.22204633760253273,1.0,-0.5808893365951936,-0.19079004173262343,0.0
2020-09-11,-0.18631167786776953,-0.6918260669768511,-0.21977138261818602,1.0,-0.5801309667413407,-0.1940375667758056,0.0
2020-09-14,-0.17965082999427592,-0.6925586720091585,-0.21668574699484833,1.0,-0.577017744705209,-0.19613623354321694,0.0
2020-09-15,-0.18081698037645175,-0.6897705818410664,-0.21614508839178442,1.0,-0.5763773671262659,-0.19746553006464898,0.0
2020-09-16,-0.1837763519706691,-0.6822296058661779,-0.21852085242896424,1.0,-0.5770795142071494,-0.20273831347387716,0.0
2020-09-17,-0.19087779690189327,-0.678600114744693,-0.22280550774526678,1.0,-0.5798049340218014,-0.1965576592082616,0.0
2020-09-18,-0.1875,-0.6772602111060119,-0.22332491968793022,1.0,-0.5791073887104176,-0.2010956860945388,0.0
2020-09-21,-0.19475138121546962,-0.6718462246777164,-0.21892265193370164,1.0,-0.5894912523020257,-0.2024919429097606,0.0
2020-09-22,-0.19379354021532616,-0.6714548908975762,-0.22232137716621564,1.0,-0.58633197075249,-0.2047901433588577,0.0
2020-09-23,-0.19178752302025784,-0.6714721454880295,-0.2228648710865562,1.0,-0.585203729281768,-0.20620395948434622,0.0
2020-09-24,-0.18745696580215745,-0.672538443883406,-0.22122446637594675,1.0,-0.5836584806059215,-0.20409685563461097,0.0
2020-09-25,-0.18265023024340016,-0.6766581815061637,-0.21333981637731317,1.0,-0.575150873780854,-0.21239596144495612,0.0
2020-09-28,-0.17932983217262244,-0.6790158693914831,-0.21300947596757622,1.0,-0.5723541500171253,-0.21049777371846098,0.0
2020-09-29,-0.17995320703035836,-0.6772711709655329,-0.2121947044053869,1.0,-0.5725291029445332,-0.21131020314996576,0.0
2020-09-30,-0.17957274464504722,-0.6783605715752545,-0.21151707024899463,1.0,-0.5722597758192864,-0.21046176663529279,0.0
2020-10-01,-0.1796349115801483,-0.6768397033656589,-0.21189389617798057,1.0,-0.5725613234455219,-0.21135196805476325,0.0
2020-10-02,-0.17709640616086708,-0.670222475755847,-0.2100969766115231,1.0,-0.5771534512264689,-0.21768397033656586,0.0
2020-10-05,-0.17198232863046886,-0.6743622630753884,-0.2050448909790509,1.0,-0.5775402593701012,-0.22129115006412997,0.0
2020-10-06,-0.1695884797085776,-0.6718082987079514,-0.20026751664864248,1.0,-0.5776936649780864,-0.22656383402584096,0.0
2020-10-07,-0.16454653870180022,-0.6762734965074678,-0.20038048725083762,1.0,-0.5698506445567608,-0.22843432335737407,0.0
2020-10-08,-0.1655184145615378,-0.6746902554506534,-0.20591987751977545,1.0,-0.5645714609736043,-0.2244903745286496,0.0
2020-10-09,-0.16461582081088744,-0.6738871562234193,-0.2052736036291466,1.0,-0.5639920612418486,-0.22753047916075986,0.0
2020-10-12,-0.15971218945638935,-0.6726155066428714,-0.20548992946375455,1.0,-0.5630718676524744,-0.23191977564374947,0.0
2020-10-13,-0.16296171075986815,-0.6685543628321077,-0.1975037331304764,1.0,-0.5546164032344405,-0.23379257881835852,0.0
2020-10-14,-0.1624580312050334,-0.6673250007053578,-0.19592020991451062,1.0,-0.5610416725446491,-0.23468668002144288,0.0
2020-10-15,-0.16100476445547066,-0.6636407205886499,-0.19497617772264667,1.0,-0.5611626399030193,-0.23839192579853963,0.0
2020-10-16,-0.16002706588852236,-0.66596182581973,-0.19242155121373594,1.0,-0.5602638924130932,-0.24068905241196537,0.0
2020-10-19,-0.15710779473580275,-0.6636386718199001,-0.190199452704037,1.0,-0.563037774705899,-0.24715772843964226,0.0
2020-10-20,-0.15575041587955,-0.6643640567287902,-0.18738545690360056,1.0,-0.563678912792173,-0.24834353060591538,0.0
2020-10-21,-0.15593459261347617,-0.6653228080067662,-0.18705948689032986,1.0,-0.5631237665632929,-0.24784324781505498,0.0
2020-10-22,-0.1567654439337976,-0.6627569289762314,-0.1850170581103561,1.0,-0.5652860405447317,-0.24969690134491218,0.0
2020-10-23,-0.15165461938107072,-0.6681161057149312,-0.1833916873729388,1.0,-0.5660718319403659,-0.25432008131917777,0.0
2020-10-26,-0.15119101377286068,-0.66770151275683,-0.18384511176337773,1.0,-0.5646590652517498,-0.2549390381575976,0.0
2020-10-27,-0.14984752654167607,-0.6698949627287102,-0.1813869437542354,1.0,-0.5685565845945336,-0.2539247797605602,0.0
2020-10-28,-0.14973035547900726,-0.6700172233673095,-0.1806194765225739,1.0,-0.5684840613264817,-0.25467995595335574,0.0
2020-10-29,-0.1457233964500381,-0.6737308462906002,-0.17814713435110197,1.0,-0.5735530660044585,-0.25075486073877584,0.0
2020-10-30,-0.1468249492443041,-0.6713004737198286,-0.17403564177757724,1.0,-0.5732009925558312,-0.2544270245883149,0.0
2020-11-02,-0.11845979614949037,-0.6539637599093997,-0.17454699886749717,1.0,-0.5882502831257078,-0.2960362400906002,0.0
2020-11-03,-0.1192107349111086,-0.6532952100554864,-0.17410259313780999,1.0,-0.5882969086173706,-0.29603102706375267,0.0
2020-11-04,-0.1214942691382482,-0.6432998443469649,-0.1739634922880996,1.0,-0.5919909438234046,-0.29930663647941136,0.0
2020-11-05,-0.10355923113833301,-0.6531937113663947,-0.16003838663241976,1.0,-0.5931299218154619,-0.312625250501002,0.0
2020-11-06,-0.10164711191335742,-0.6517655685920578,-0.1604523916967509,1.0,-0.5938346119133574,-0.3126692238267148,0.0
