Date,DCPH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.629966636336063,-3.5674855929633003,-2.003942978465272,-3.0136487716105553,-2.9502578101304215,0.0
2018-09-25,1.0,-2.638808691688194,-3.572861267284608,-2.0127640176265005,-3.018234310895001,-2.9524388390822067,0.0
2018-09-26,1.0,-2.6467449306296693,-3.584845250800427,-2.0155511510901056,-3.030797377649032,-2.968287848757433,0.0
2018-09-27,1.0,-2.650762195121951,-3.574847560975609,-2.01875,-3.03140243902439,-2.9682926829268292,0.0
2018-09-28,1.0,-2.6484756097560975,-3.5766768292682927,-2.0192073170731706,-3.0310975609756095,-2.9682926829268292,0.0
2018-10-01,1.0,-2.6489329268292683,-3.5760670731707314,-2.0193597560975607,-3.0312499999999996,-2.9682926829268292,0.0
2018-10-02,1.0,-2.6757589767298504,-3.643550624133148,-2.030204962243797,-3.062721528740946,-2.9984589304977654,0.0
2018-10-03,1.0,-2.671487921218649,-3.62901984920757,-2.0264656100938607,-3.06093245114633,-2.9992306508693645,0.0
2018-10-04,1.0,-2.6693300553165336,-3.6213890596189304,-2.0225875845113706,-3.059465273509527,-2.992931776275354,0.0
2018-10-05,1.0,-2.632267884322679,-3.598782343987824,-1.978234398782344,-3.038508371385084,-2.97275494672755,0.0
2018-10-08,1.0,-2.614860774818402,-3.5765738498789346,-1.9609564164648912,-3.025272397094431,-2.9556598062953996,0.0
2018-10-09,1.0,-2.6114640048396853,-3.57486388384755,-1.955535390199637,-3.0252571082879616,-2.9567453115547493,0.0
2018-10-10,1.0,-2.6175980614872025,-3.5783734666060876,-1.9604725124943208,-3.0311979403301526,-2.95714069362411,0.0
2018-10-11,1.0,-2.393662574935769,-3.450185555238367,-1.7041107622038254,-2.8729660291178987,-2.8525549528975165,0.0
2018-10-12,1.0,-2.359228727120302,-3.3926226072376697,-1.656839457873411,-2.7955847422104236,-2.7681989660472266,0.0
2018-10-15,1.0,-2.319448314293675,-3.44901086653664,-1.5982167734745056,-2.790610197826693,-2.7743103928670942,0.0
2018-10-16,1.0,-2.3137091162143353,-3.4573416840640223,-1.5880306193458593,-2.7874739039665974,-2.771329157967989,0.0
2018-10-17,1.0,-2.2426180432711935,-3.353789631242346,-1.5102735065995374,-2.7477207783371886,-2.7528915498707307,0.0
2018-10-18,1.0,-2.2413277105155758,-3.3513807645218336,-1.5106788192082707,-2.747925452319412,-2.752278601550809,0.0
2018-10-19,1.0,-2.189615950756055,-3.2996119363040277,-1.460457647531112,-2.715107721129399,-2.7165796868727417,0.0
2018-10-22,1.0,-2.267341842397336,-3.450610432852386,-1.523723640399556,-2.814372918978912,-2.8174250832408436,0.0
2018-10-23,1.0,-2.2715912246598164,-3.4532074423771175,-1.5295751180227715,-2.813246320466537,-2.817411830047209,0.0
2018-10-24,1.0,-2.2709113607990012,-3.4472187543348594,-1.5175475100568734,-2.8149535303093356,-2.8209182965737276,0.0
2018-10-25,1.0,-2.1003134796238245,-3.235632183908046,-1.3951149425287357,-2.690308254963427,-2.6402821316614418,0.0
2018-10-26,1.0,-2.0547609844092256,-3.197010694498132,-1.3364257183352661,-2.685349826053344,-2.611390284757119,0.0
2018-10-29,1.0,-2.010969387755102,-3.1956632653061225,-1.2947704081632654,-2.6530612244897958,-2.6006377551020408,0.0
2018-10-30,1.0,-2.008160142802499,-3.1969909473415785,-1.2904500828764502,-2.6531939308937904,-2.6015555272217266,0.0
2018-10-31,1.0,-1.9865408805031444,-3.138490566037736,-1.2680503144654087,-2.62125786163522,-2.5642767295597486,0.0
2018-11-01,1.0,-1.9588869390824768,-3.1601905239408374,-1.2360240661820006,-2.6168212584607673,-2.5625470042617198,0.0
2018-11-02,1.0,-1.9423267326732674,-3.098019801980198,-1.2060643564356435,-2.6,-2.5297029702970297,0.0
2018-11-05,1.0,-1.9389218595450048,-3.0991592482690407,-1.2038822947576657,-2.5974282888229476,-2.5247279920870427,0.0
2018-11-06,1.0,-1.9431396786155748,-3.1027194066749075,-1.2014833127317674,-2.5941903584672437,-2.519406674907293,0.0
2018-11-07,1.0,-1.9382639832078035,-3.1005062353376958,-1.2036053833806641,-2.5892085442647237,-2.5156192122484256,0.0
2018-11-08,1.0,-1.871350696547547,-3.0752271350696545,-1.1330102967898243,-2.5439127801332524,-2.4902483343428226,0.0
2018-11-09,1.0,-1.8838796149628365,-3.0958937492384546,-1.135128548799805,-2.5611063726087484,-2.508590227854271,0.0
2018-11-12,1.0,-1.8822314049586777,-3.065629557608167,-1.1294360719494407,-2.571827904715605,-2.5046183762761305,0.0
2018-11-13,1.0,-1.8784931675489351,-3.130739874430629,-1.0914686692108828,-2.644097008494399,-2.5659239197340886,0.0
2018-11-14,1.0,-1.885090101209578,-3.13848432485806,-1.0925697358676871,-2.6530486299679095,-2.5733152308072085,0.0
2018-11-15,1.0,-1.8773979340875553,-3.131210034431874,-1.0842351205115592,-2.645843580914904,-2.55853418593212,0.0
2018-11-16,1.0,-1.864755604557148,-3.127159132671812,-1.0638245742986647,-2.6405733186328555,-2.5539630037976235,0.0
2018-11-19,1.0,-1.8650006125199068,-3.126791620727674,-1.0652946220752175,-2.639838294744579,-2.5534729878721056,0.0
2018-11-20,1.0,-1.8075324040107605,-3.135852286622646,-0.9864269992663243,-2.6752262166788943,-2.622890682318415,0.0
2018-11-21,1.0,-1.816640234232036,-3.1330974746858606,-0.9917042820544102,-2.676588995974137,-2.581676223008418,0.0
2018-11-23,1.0,-1.8139081719644377,-3.111801242236025,-0.9943977591036415,-2.679089026915114,-2.5795883570819633,0.0
2018-11-26,1.0,-1.8113368203381581,-3.1125167254591894,-0.9919717795888577,-2.6738839557231477,-2.574382678506264,0.0
2018-11-27,1.0,-1.78336743290408,-3.1025394150920693,-0.9516187266819113,-2.649175592730774,-2.548441449031171,0.0
2018-11-28,1.0,-1.7834877843302441,-3.102419063665905,-0.9522204838127332,-2.6488145384522808,-2.548321097605007,0.0
2018-11-29,1.0,-1.7070505287896593,-3.04406580493537,-0.8779083431257345,-2.6052878965922446,-2.5166862514688604,0.0
2018-11-30,1.0,-1.7087104737275183,-3.046432349829552,-0.8762195838721052,-2.608205007640766,-2.515340307981662,0.0
2018-12-03,1.0,-1.7044947776082622,-3.0457692759065838,-0.8666823142823613,-2.6060321558502526,-2.512733247271447,0.0
2018-12-04,1.0,-1.6815902996385683,-3.0401072636119855,-0.851230033811356,-2.5892503206249273,-2.496910341611286,0.0
2018-12-06,1.0,-1.6014182800540298,-2.8770823953174243,-0.8587348041422782,-2.5271274200810443,-2.3919405673120213,0.0
2018-12-07,1.0,-1.6144973425308156,-2.8899694673753253,-0.8658826190206944,-2.5403143729503563,-2.397715707339138,0.0
2018-12-10,1.0,-1.5666180267145582,-2.9072847682119205,-0.8294982601863283,-2.5451790324391066,-2.3759119991020317,0.0
2018-12-11,1.0,-1.5639038634321656,-2.9112758310871523,-0.8268194070080863,-2.546159029649596,-2.382861635220126,0.0
2018-12-12,1.0,-1.5639182206245787,-2.911929903392496,-0.8270051673781174,-2.5463940687485955,-2.384070995281959,0.0
2018-12-13,1.0,-1.562921348314607,-2.905393258426966,-0.831123595505618,-2.553932584269663,-2.3825842696629214,0.0
2018-12-14,1.0,-1.5632235585028664,-2.907946498819827,-0.8306170619309879,-2.554231763515792,-2.3836124536360574,0.0
2018-12-17,1.0,-1.5466862368747885,-2.938466749463701,-0.8007225922998759,-2.5627187535282827,-2.441910353392797,0.0
2018-12-18,1.0,-1.5107305682197265,-2.896141443344824,-0.7657066607361281,-2.5304125430890694,-2.4168797953964196,0.0
2018-12-19,1.0,-1.5082022095748242,-2.9096083026447945,-0.7672134806383217,-2.544805267269278,-2.4296395491574603,0.0
2018-12-20,1.0,-1.4824580759046777,-2.862091791703442,-0.7768093556928508,-2.517983230361871,-2.3933142100617832,0.0
2018-12-21,1.0,-1.4619666048237476,-2.843937575030012,-0.7576121357633961,-2.4979810105860527,-2.3519589654043433,0.0
2018-12-24,1.0,-1.412479827864443,-2.7879505110274336,-0.7471759010220548,-2.4643356643356644,-2.3466379774072084,0.0
2018-12-26,1.0,-1.4092998396579373,-2.8086584714056655,-0.7198289684660609,-2.429075360769642,-2.322608230892571,0.0
2018-12-27,1.0,-1.260719365982524,-2.7008738061369644,-0.6305628937207884,-2.2864255232676287,-2.2819548872180455,0.0
2018-12-28,1.0,-1.256556210611913,-2.711221793047368,-0.6267534051636512,-2.288473266924172,-2.2817645862980283,0.0
2018-12-31,1.0,-1.2575988614414964,-2.710074209616753,-0.6271220900681103,-2.2887059062722375,-2.282199857680187,0.0
2019-01-02,1.0,-1.2521809697707444,-2.7087644552647596,-0.6155406776222357,-2.285453438831406,-2.2822073442889024,0.0
2019-01-03,1.0,-1.2512214983713357,-2.7262825732899025,-0.6017915309446255,-2.2969258957654723,-2.3029315960912053,0.0
2019-01-04,1.0,-1.1996388443017656,-2.714386035313001,-0.5746388443017656,-2.259229534510433,-2.284209470304976,0.0
2019-01-07,1.0,-1.1218249316139117,-2.635111371629543,-0.5777647518561938,-2.215123094958968,-2.2196170379054316,0.0
2019-01-08,1.0,-1.118213058419244,-2.664899361806578,-0.5621993127147766,-2.2333824251350025,-2.2395679921453118,0.0
2019-01-09,1.0,-1.1108065779169929,-2.6473179326546594,-0.5564800313234142,-2.230520751761942,-2.2433437744714175,0.0
2019-01-10,1.0,-1.110198494182067,-2.6421237899677323,-0.555294807861543,-2.2305661484306247,-2.2397575046445684,0.0
2019-01-11,1.0,-1.1079024390243903,-2.6077073170731713,-0.5652682926829269,-2.226536585365854,-2.2487804878048783,0.0
2019-01-14,1.0,-1.1223950689756386,-2.611877507093239,-0.5741121221015557,-2.234223657176402,-2.2412679776929854,0.0
2019-01-15,1.0,-1.1106873961083406,-2.5983181773736193,-0.5877578957661093,-2.227437176102474,-2.253935660506502,0.0
2019-01-16,1.0,-1.0978536585365855,-2.599024390243903,-0.574829268292683,-2.2219512195121953,-2.2623414634146344,0.0
2019-01-17,1.0,-1.100175575497464,-2.59656652360515,-0.5731564572766289,-2.2215177526336327,-2.2628755364806867,0.0
2019-01-18,1.0,-1.113658825854912,-2.598141925281676,-0.6057521249258746,-2.249258746787903,-2.316663372207946,0.0
2019-01-22,1.0,-1.0501868120771483,-2.72048874078562,-0.5337776431384428,-2.3941229930324144,-2.3993739270928,0.0
2019-01-23,1.0,-1.040420371867421,-2.671988682295877,-0.5661883589329022,-2.4004648342764754,-2.426030719482619,0.0
2019-01-24,1.0,-1.0465938952900748,-2.6686880937942186,-0.5650899535071761,-2.4021629270264806,-2.4246007681423083,0.0
2019-01-25,1.0,-1.0910596026490067,-2.651903973509934,-0.6112375827814569,-2.488307119205298,-2.5051738410596025,0.0
2019-01-28,1.0,-1.0903072307851451,-2.6226337022861275,-0.6427019757939381,-2.493534705699803,-2.495293265749457,0.0
2019-01-29,1.0,-1.1029166666666668,-2.6275,-0.6558333333333334,-2.5138541666666665,-2.516458333333333,0.0
2019-01-30,1.0,-1.1011985409067224,-2.6278269932256384,-0.6559666492965086,-2.5162063574778535,-2.520792079207921,0.0
2019-01-31,1.0,-1.0675549078796711,-2.652128656188196,-0.6525450192567919,-2.494327053190382,-2.542521078380348,0.0
2019-02-01,1.0,-1.0661818181818181,-2.6458181818181816,-0.649038961038961,-2.494961038961039,-2.5335064935064935,0.0
2019-02-04,1.0,-1.0660299003322258,-2.640365448504983,-0.6507475083056479,-2.492109634551495,-2.5328073089700998,0.0
2019-02-05,1.0,-1.057596513075965,-2.625674553756746,-0.66604400166044,-2.4877542548775424,-2.54057700290577,0.0
2019-02-06,1.0,-1.052965001557794,-2.624467753660816,-0.6705784608993666,-2.4894589261605566,-2.5479281337625923,0.0
2019-02-07,1.0,-1.05379681357335,-2.608835092075316,-0.6708048830953859,-2.47796399751707,-2.5342437409476517,0.0
2019-02-08,1.0,-1.0369991823385118,-2.5664349959116923,-0.6826451349141456,-2.4446034341782505,-2.490085854456255,0.0
2019-02-11,1.0,-1.0479017400204709,-2.560696008188332,-0.698259979529171,-2.4423746161719553,-2.4862845445240533,0.0
2019-02-12,1.0,-1.060876706703624,-2.567292885740684,-0.6961297608048455,-2.4526229339903503,-2.488964172056257,0.0
2019-02-13,1.0,-1.0607837087318728,-2.57451403887689,-0.7143885632006582,-2.4508896431142655,-2.484315540471048,0.0
2019-02-14,1.0,-1.071421199298173,-2.553204665084116,-0.7394984002477036,-2.4644442150892765,-2.4925172876457835,0.0
2019-02-15,1.0,-1.0800655267738302,-2.5086515818572743,-0.7621582881130337,-2.4286884406675537,-2.458994573564042,0.0
2019-02-19,1.0,-1.0871564320016347,-2.487994278124042,-0.7629508531725758,-2.428527638704404,-2.4511086134668436,0.0
2019-02-20,1.0,-1.0605427974947808,-2.451436524505418,-0.7476886370414554,-2.325678496868476,-2.3559001888855753,0.0
2019-02-21,1.0,-1.064211050273768,-2.453061224489796,-0.7528123444499752,-2.3281234444997514,-2.3569935291189648,0.0
2019-02-22,1.0,-1.0691271820448878,-2.4517705735660846,-0.7438403990024937,-2.34214463840399,-2.3681795511221946,0.0
2019-02-25,1.0,-1.0772320980214922,-2.4581701315657325,-0.763683840514211,-2.3593451842924575,-2.3847544441096713,0.0
2019-02-26,1.0,-1.0784294034946775,-2.4594296043382204,-0.7598915444868447,-2.3575015063265714,-2.386925085358506,0.0
2019-02-27,1.0,-1.082596463022508,-2.4557877813504825,-0.7642684887459807,-2.3607315112540195,-2.384847266881029,0.0
2019-02-28,1.0,-1.0809940637891136,-2.462420766676728,-0.7634570882382533,-2.366737096287353,-2.387765368749371,0.0
2019-03-01,1.0,-1.0793539325842696,-2.450842696629213,-0.7636436597110753,-2.3585473515248796,-2.379815409309791,0.0
2019-03-04,1.0,-1.0743155149934813,-2.4470965800822384,-0.7647176812756996,-2.3569351118242907,-2.386019456423629,0.0
2019-03-05,1.0,-1.0920644451115782,-2.4210947663364353,-0.7560292204543181,-2.360452316621635,-2.3774642249574702,0.0
2019-03-06,1.0,-1.0916191048362873,-2.4218484029238008,-0.7579853809952939,-2.3614699108841495,-2.379993992189847,0.0
2019-03-07,1.0,-1.09098164405427,-2.398443735035914,-0.7572825219473265,-2.3606344772545893,-2.368715083798883,0.0
2019-03-08,1.0,-1.1094351083215226,-2.4027130998177766,-0.8266855638793277,-2.3922858878315445,-2.3922858878315445,0.0
2019-03-11,1.0,-1.1163505894413122,-2.4212198872373145,-0.8576114812916453,-2.416914402870323,-2.4391594054331116,0.0
2019-03-12,1.0,-1.1063133121866366,-2.352808758825335,-0.9096490330502406,-2.4059142535557148,-2.4575872301238104,0.0
2019-03-13,1.0,-1.1310564756712274,-2.3592223022322805,-0.9533998559818948,-2.396358399341631,-2.4469704762884477,0.0
2019-03-14,1.0,-1.1333676622039133,-2.3623069001029866,-0.95870236869207,-2.3971163748712665,-2.4471678681771367,0.0
2019-03-15,1.0,-1.1342535787321064,-2.326278118609407,-0.9653374233128834,-2.367484662576687,-2.4315950920245397,0.0
2019-03-18,1.0,-1.1372246242536546,-2.3413629812641545,-1.026662548898497,-2.3591723285979,-2.4301008853201562,0.0
2019-03-19,1.0,-1.151296085923784,-2.3393576370959415,-1.046369926675617,-2.3588763812867914,-2.4315811215532377,0.0
2019-03-20,1.0,-1.1562403060696929,-2.347947471822976,-1.043739013545652,-2.3564264295315893,-2.435735704684107,0.0
2019-03-21,1.0,-1.1633770796734526,-2.3440115738348664,-1.0484654335021184,-2.3600289345871657,-2.4180014467293582,0.0
2019-03-22,1.0,-1.128780292409373,-2.244141798517925,-1.0703985579811737,-2.2726817544562388,-2.298117364310034,0.0
2019-03-25,1.0,-1.1092022116903633,-2.127665876777251,-1.1243088467614535,-2.2504936808846763,-2.2618483412322274,0.0
2019-03-26,1.0,-1.119377680263289,-2.149496359828463,-1.1529869352747582,-2.264884811010272,-2.2863269173232275,0.0
2019-03-27,1.0,-1.1221260077635116,-2.1313825022394743,-1.1550711655220463,-2.2634617298696127,-2.2812779934308747,0.0
2019-03-28,1.0,-1.111365218255941,-2.1217062742368498,-1.1727155215272944,-2.2541513373769515,-2.283583573630307,0.0
2019-03-29,1.0,-1.110923367458503,-2.112811847728854,-1.1739389722691582,-2.2550442301958054,-2.2867508199980118,0.0
2019-04-01,1.0,-1.0964782480023676,-2.110584985695965,-1.159514649304528,-2.2336983328400906,-2.264575318141462,0.0
2019-04-02,1.0,-1.1016683022571148,-2.0974484789008834,-1.1893032384690874,-2.2106967615309125,-2.214524043179588,0.0
2019-04-03,1.0,-1.1013341181086913,-2.0973121443986655,-1.1891308612909555,-2.208554051402786,-2.213360800470865,0.0
2019-04-04,1.0,-1.1080710012748847,-2.092968520152986,-1.1824065901735803,-2.208394625870354,-2.215063253898205,0.0
2019-04-05,1.0,-1.122066188745949,-2.08347245409015,-1.184916036531474,-2.2119218305018165,-2.21781400373171,0.0
2019-04-08,1.0,-1.1152712264150944,-2.0899174528301887,-1.1764937106918238,-2.21875,-2.226611635220126,0.0
2019-04-09,1.0,-1.1396565337544415,-2.0786616660086854,-1.1952230556652192,-2.2339123568890646,-2.2222660876431113,0.0
2019-04-10,1.0,-1.137258763292635,-2.0633123276880663,-1.1991925955100433,-2.2307995273729815,-2.215833005120126,0.0
2019-04-11,1.0,-1.1525673814676372,-2.039838677946095,-1.214735392484753,-2.231752901829628,-2.1979146173519575,0.0
2019-04-12,1.0,-1.152665748573677,-2.0393468424158963,-1.2154239622270313,-2.2319496360417075,-2.197324414715719,0.0
2019-04-15,1.0,-1.1481991733910648,-2.043888998228695,-1.2175752804566031,-2.228498327100964,-2.202420783310372,0.0
2019-04-16,1.0,-1.1466169105371697,-2.0374153000098203,-1.2154571344397525,-2.2230187567514483,-2.1977806147500734,0.0
2019-04-17,1.0,-1.1429267342166798,-1.991718628215121,-1.220381917381138,-2.20576773187841,-2.1818978955572876,0.0
2019-04-18,1.0,-1.1448880233690362,-1.9878286270691334,-1.2185004868549172,-2.203602726387537,-2.1822784810126583,0.0
2019-04-22,1.0,-1.157930764717387,-1.9931547036964599,-1.21904948171328,-2.2146489340895754,-2.194210835126149,0.0
2019-04-23,1.0,-1.1626016260162602,-1.9996081888529726,-1.2242139288862768,-2.219610147908708,-2.189244784014105,0.0
2019-04-24,1.0,-1.1505271378367825,-1.9908238969152674,-1.2233502538071064,-2.2115384615384617,-2.1855720421710267,0.0
2019-04-25,1.0,-1.157033699059561,-1.989028213166144,-1.2316810344827587,-2.2218847962382444,-2.196708463949843,0.0
2019-04-26,1.0,-1.156552330694811,-1.9738102218313298,-1.2274015440242352,-2.220365484217727,-2.194175706049057,0.0
2019-04-29,1.0,-1.1563721657544956,-1.9669663799843629,-1.222928068803753,-2.223416731821736,-2.203674745895231,0.0
2019-04-30,1.0,-1.1551139117789626,-1.9566650508967522,-1.2208434318952979,-2.194667959282598,-2.167329132331556,0.0
2019-05-01,1.0,-1.1670389433815673,-1.959599883461202,-1.2183160143731184,-2.200155385063611,-2.166456249393027,0.0
2019-05-02,1.0,-1.15983725661145,-1.961735929477865,-1.2083696599825633,-2.1857987019277343,-2.171364913300397,0.0
2019-05-03,1.0,-1.1591591591591592,-1.9632858665116728,-1.2076915625302722,-2.1855080887338953,-2.171364913300397,0.0
2019-05-06,1.0,-1.1535193588877088,-1.9389784686685334,-1.2115477454861447,-2.1833542531621126,-2.1679057642174375,0.0
2019-05-07,1.0,-1.157737521680478,-1.9367893621121606,-1.2166120639814995,-2.1694931586047406,-2.155135864328387,0.0
2019-05-08,1.0,-1.1346428911986268,-1.9088395155907312,-1.2092114045961666,-2.1455134928959665,-2.1375035758558214,0.0
2019-05-09,1.0,-1.1454685395420434,-1.9193765634019626,-1.2225322301327688,-2.1777948816624977,-2.1557629401577834,0.0
2019-05-10,1.0,-1.1457271940786313,-1.9185811785062001,-1.2241661059309814,-2.173796020378737,-2.1504373738344706,0.0
2019-05-13,1.0,-1.1608973119319281,-1.9313479017598143,-1.2197834074647071,-2.1871978340746474,-2.170083156062657,0.0
2019-05-14,1.0,-1.09088316379884,-1.8320182526856164,-1.2888107234527997,-2.1627531134138227,-2.1321418385778115,0.0
2019-05-15,1.0,-1.0785395074641058,-1.8375962727013406,-1.302462679471332,-2.1684891128648855,-2.1214224588761055,0.0
2019-05-16,1.0,-1.073358705994291,-1.8410085632730733,-1.3071360608943863,-2.1694576593720267,-2.123882017126546,0.0
2019-05-17,1.0,-1.071965730604474,-1.8313184198000951,-1.3168967158495952,-2.1647786768205615,-2.1344121846739648,0.0
2019-05-20,1.0,-0.0,-1.6024896845933283,-0.3864605916497657,-2.327645289880411,-1.6769004825512273,0.0
2019-05-21,1.0,-0.0,-1.5916329096242492,-0.37637938259533454,-2.340969409135354,-1.6752339712250313,0.0
2019-05-22,1.0,-0.0,-1.6106638418079096,-0.3600282485875706,-2.3763418079096046,-1.7151129943502823,0.0
2019-05-23,1.0,-0.0,-1.551152639476197,-0.2749283863047333,-2.303983085527213,-1.6902878188514527,0.0
2019-05-24,1.0,-0.0,-1.5093955633946134,-0.30126857065327994,-2.289193406146123,-1.6839427447255952,0.0
2019-05-28,1.0,-0.0,-1.4979340242498136,-0.30948994106888844,-2.2864593917225497,-1.679807627176048,0.0
2019-05-29,1.0,-0.0,-1.4893773875745593,-0.3094966825279807,-2.2592989745995578,-1.6437906306547816,0.0
2019-05-30,1.0,-0.0,-1.4766930518909411,-0.307421690007442,-2.2894256139638722,-1.6918341113591775,0.0
