Date,IWF,IWM,MTUM,SPY,VLUE,VXX,ZTO
2018-10-17,-0.7761141858432858,-1.6143314884940287,-0.0,-1.2612292455578211,-1.1741916690940868,0.0,1.0
2018-10-18,-0.7850884929734815,-1.6382077967895574,-0.0,-1.2691832774739813,-1.1873934262362558,0.0,1.0
2018-10-19,-0.7566784493249117,-1.6079851654401114,-0.0,-1.2578663730660022,-1.1721620212087847,0.0,1.0
2018-10-22,-0.7566956521739131,-1.5927536231884059,-0.0,-1.2669565217391305,-1.1806956521739131,0.0,1.0
2018-10-23,-0.771591637062489,-1.6024692795993245,-0.0,-1.2661464096441675,-1.1835653136101567,0.0,1.0
2018-10-24,-0.770226159944043,-1.6064350664490559,-0.0,-1.2678363254837959,-1.1843669853112615,0.0,1.0
2018-10-25,-0.6911181823256852,-1.5006978172277117,-0.0,-1.2790710657064701,-1.1115949310556579,0.0,1.0
2018-10-26,-0.6567989056087551,-1.4614500683994527,-0.0,-1.2709712722298223,-1.0826812585499317,0.0,1.0
2018-10-29,-0.6175846881626883,-1.4774074275460825,-0.0,-1.2519166983850798,-1.0904790386602143,0.0,1.0
2018-10-30,-0.6108666123336051,-1.4763922847052433,-0.0,-1.2511817440912796,-1.0948655256723716,0.0,1.0
2018-10-31,-0.6177734794756071,-1.431925639372448,-0.0,-1.2425316999785083,-1.0806468944766816,0.0,1.0
2018-11-01,-0.6304910955207772,-1.4303831624392878,-0.0,-1.2492714516999461,-1.0865083648138156,0.0,1.0
2018-11-02,-0.6337426588360918,-1.3883609183128671,-0.0,-1.2460224239188469,-1.0709556860651361,0.0,1.0
2018-11-05,-0.6303408545367258,-1.3956366351949645,-0.0,-1.2452659092121405,-1.06299674614605,0.0,1.0
2018-11-06,-0.6465166130760986,-1.4157020364415864,-0.0,-1.2429260450160773,-1.0539121114683816,0.0,1.0
2018-11-07,-0.6453650181973881,-1.414311710554485,-0.0,-1.2402590451723399,-1.05218368657675,0.0,1.0
2018-11-08,-0.5940060256884613,-1.4134467995137163,-0.0,-1.219567630424441,-1.0587240340398543,0.0,1.0
2018-11-09,-0.5927532398836287,-1.4146522084104736,-0.0,-1.2227453054747421,-1.059455170589791,0.0,1.0
2018-11-12,-0.5918033651563901,-1.4066142729046889,-0.0,-1.2206867450814916,-1.055435413260193,0.0,1.0
2018-11-13,-0.5503278859165192,-1.3942958259602374,-0.0,-1.2178619756427604,-1.042000624544603,0.0,1.0
2018-11-14,-0.5526274673194105,-1.3938857351179625,-0.0,-1.2193635748138119,-1.0421853028488102,0.0,1.0
2018-11-15,-0.5528994206378203,-1.4039876820293333,-0.0,-1.2343546114097812,-1.0282373819092854,0.0,1.0
2018-11-16,-0.5545986011065873,-1.4031736089362146,-0.0,-1.2336360789226433,-1.0283954483766573,0.0,1.0
2018-11-19,-0.555398987526747,-1.4027451594384428,-0.0,-1.2329210375241375,-1.0279212984708521,0.0,1.0
2018-11-20,-0.5227601903579557,-1.388578522656735,-0.0,-1.2276536312849162,-1.0338299193047797,0.0,1.0
2018-11-21,-0.5352170352170352,-1.3778153153153154,-0.0,-1.2238431613431613,-0.9819307944307945,0.0,1.0
2018-11-23,-0.5365205843293492,-1.3619368679129633,-0.0,-1.2275513331290222,-0.9817652467054857,0.0,1.0
2018-11-26,-0.5349966767217137,-1.3739966255943554,-0.0,-1.2250626310138555,-0.9786798916100005,0.0,1.0
2018-11-27,-0.5182852498984153,-1.3783522958147094,-0.0,-1.2150040633888664,-0.9675944737911418,0.0,1.0
2018-11-28,-0.519250304754165,-1.3760666395774075,-0.0,-1.2156643640796425,-0.968203982121089,0.0,1.0
2018-11-29,-0.47511221945137155,-1.346633416458853,-0.0,-1.1996009975062345,-0.9661845386533665,0.0,1.0
2018-11-30,-0.4746396688444467,-1.3469652386414643,-0.0,-1.1999401526108424,-0.9656874968829485,0.0,1.0
2018-12-03,-0.47285045332270603,-1.3461193583740163,-0.0,-1.198465676995118,-0.9641825246587625,0.0,1.0
2018-12-04,-0.45960297766749375,-1.3514640198511165,-0.0,-1.1916625310173696,-0.9600496277915632,0.0,1.0
2018-12-06,-0.4485473021325319,-1.2416392347693335,-0.0,-1.179476170030056,-0.9010543390105434,0.0,1.0
2018-12-07,-0.4346612779060816,-1.2564953810623556,-0.0,-1.1958237105465743,-0.9244130100076983,0.0,1.0
2018-12-10,-0.39227410782080485,-1.2621488230827638,-0.0,-1.195804859529233,-0.895453682611997,0.0,1.0
2018-12-11,-0.39027863483172737,-1.2631603930317559,-0.0,-1.195091849812503,-0.8982294583946457,0.0,1.0
2018-12-12,-0.39314899277841125,-1.2636830102622576,-0.0,-1.1974534397567465,-0.8967597871531737,0.0,1.0
2018-12-13,-0.39404020721448596,-1.2641034171379686,-0.0,-1.1970438667363716,-0.8974383346799106,0.0,1.0
2018-12-14,-0.400741057431951,-1.245404018811458,-0.0,-1.2067835257232435,-0.8974870552467815,0.0,1.0
2018-12-17,-0.3724571861103226,-1.246522849843883,-0.0,-1.1875768757687575,-0.9242123190462673,0.0,1.0
2018-12-18,-0.3542661796384752,-1.2266085979207642,-0.0,-1.1787487121850706,-0.9233867191158565,0.0,1.0
2018-12-19,-0.3512601892626253,-1.227958399700178,-0.0,-1.1808301321090602,-0.9246697273493862,0.0,1.0
2018-12-20,-0.35065780298451954,-1.2088698805262423,-0.0,-1.1760494630654084,-0.9132536841615918,0.0,1.0
2018-12-21,-0.3434712271781835,-1.2116477929281257,-0.0,-1.1827594176103537,-0.8842616131268778,0.0,1.0
2018-12-24,-0.29377531542436797,-1.1867870943712464,-0.0,-1.2103449881279387,-0.9648028306718189,0.0,1.0
2018-12-26,-0.2949889258028793,-1.2082410483573276,-0.0,-1.1700350682908824,-0.940983757844223,0.0,1.0
2018-12-27,-0.21846491228070175,-1.148640350877193,-0.0,-1.0643859649122807,-0.9544736842105264,0.0,1.0
2018-12-28,-0.20585383055629022,-1.1697522701225425,-0.0,-1.0743630432866085,-0.9580357930000881,0.0,1.0
2018-12-31,-0.20660319139557437,-1.1689588292338886,-0.0,-1.0742308031384995,-0.9581680331481971,0.0,1.0
2019-01-02,-0.1991618879576533,-1.1716365240405822,-0.0,-1.0747684164093516,-0.9655491839435376,0.0,1.0
2019-01-03,-0.20174587778855482,-1.1701349087382065,-0.0,-1.0753901772330483,-0.9615113305704965,0.0,1.0
2019-01-04,-0.18339903635567234,-1.1714410862899693,-0.0,-1.0640823477879984,-0.9612790188348663,0.0,1.0
2019-01-07,-0.1683653887159367,-1.1275960595334555,-0.0,-1.0428163247899698,-0.9258390549703611,0.0,1.0
2019-01-08,-0.1707649110865311,-1.1176720837233047,-0.0,-1.044031311154599,-0.9217646558325534,0.0,1.0
2019-01-09,-0.16486647389011735,-1.1003997278448716,-0.0,-1.04894539887736,-0.9382122810001701,0.0,1.0
2019-01-10,-0.163641012528765,-1.1051734424273416,-0.0,-1.0504133640160231,-0.9422568822977925,0.0,1.0
2019-01-11,-0.1699429835758659,-1.0738235043826057,-0.0,-1.0508892860182113,-0.9603438005276147,0.0,1.0
2019-01-14,-0.17840735068912708,-1.0713374170495151,-0.0,-1.0497277522545516,-0.9543559639271737,0.0,1.0
2019-01-15,-0.17347025737174027,-1.064896880859042,-0.0,-1.0506221237429691,-0.9721748764274757,0.0,1.0
2019-01-16,-0.16561648501362397,-1.0665871934604905,-0.0,-1.0463215258855585,-0.9789679836512262,0.0,1.0
2019-01-17,-0.17174079428522834,-1.056977634152564,-0.0,-1.0443915298919977,-0.9789522918615529,0.0,1.0
2019-01-18,-0.1773004030529114,-1.0526541462996313,-0.0,-1.0508961495583569,-1.0069891089957979,0.0,1.0
2019-01-22,-0.0,-1.1453216243926359,-0.0,-1.2753978513796638,-1.0369990638791067,0.0,1.0
2019-01-23,-0.0,-1.1081081081081081,-0.0,-1.2908323605998024,-1.0905540091586603,0.0,1.0
2019-01-24,-0.0,-1.1092901082124735,-0.0,-1.289344887970904,-1.0915540388846483,0.0,1.0
2019-01-25,-0.0,-1.041876821988802,-0.0,-1.4363055851186897,-1.149090740826431,0.0,1.0
2019-01-28,-0.0,-1.0139481000926784,-0.0,-1.47483781278962,-1.1451343836886005,0.0,1.0
2019-01-29,-0.0,-0.99079754601227,-0.0,-1.486800520542852,-1.1701059676519798,0.0,1.0
2019-01-30,-0.0,-0.9909065602672357,-0.0,-1.485292753085274,-1.1633571494850141,0.0,1.0
2019-01-31,-0.0,-1.0126493977584523,-0.0,-1.4291494210110218,-1.2087615681532808,0.0,1.0
2019-02-01,-0.0,-1.0096463022508038,-0.0,-1.4434969010671512,-1.2069527936996132,0.0,1.0
2019-02-04,-0.0,-1.011562849682954,-0.0,-1.4404606490115628,-1.2104625139873182,0.0,1.0
2019-02-05,-0.0,-0.9989736412409609,-0.0,-1.4317238161884767,-1.2346162817821318,0.0,1.0
2019-02-06,-0.0,-0.9964530732253699,-0.0,-1.4332384374854157,-1.2373174032762404,0.0,1.0
2019-02-07,-0.0,-0.996592288301746,-0.0,-1.4266174960321165,-1.2448884324526188,0.0,1.0
2019-02-08,-0.0,-0.996488270824554,-0.0,-1.4502036802921758,-1.2356136161445896,0.0,1.0
2019-02-11,-0.0,-0.9803175497933106,-0.0,-1.4638763622698234,-1.2532882375046974,0.0,1.0
2019-02-12,-0.0,-0.9935389549141671,-0.0,-1.4705715902659875,-1.2519807583474816,0.0,1.0
2019-02-13,-0.0,-1.0297943768359212,-0.0,-1.4253741782067424,-1.2074416002238078,0.0,1.0
2019-02-14,-0.0,-0.9493323407621086,-0.0,-1.4663378774484714,-1.2370073977574092,0.0,1.0
2019-02-15,-0.0,-1.004164353137146,-0.0,-1.4236072552285766,-1.1992874329076437,0.0,1.0
2019-02-19,-0.0,-0.9711601079170155,-0.0,-1.472788166341055,-1.2076472229974882,0.0,1.0
2019-02-20,-0.0,-0.9298439442066013,-0.0,-1.4714358053675827,-1.2020899507434515,0.0,1.0
2019-02-21,-0.0,-0.9273120655526401,-0.0,-1.4736454449201308,-1.2025042581595544,0.0,1.0
2019-02-22,-0.0,-0.9378419383016873,-0.0,-1.4681164084409912,-1.1915773987402878,0.0,1.0
2019-02-25,-0.0,-0.8638250043230158,-0.0,-1.3760591388552654,-1.0830883624416392,0.0,1.0
2019-02-26,-0.0,-0.8691785530159821,-0.0,-1.3514349544595292,-1.075700292146417,0.0,1.0
2019-02-27,-0.0,-0.8715888091452146,-0.0,-1.360995315656023,-1.0649361811852678,0.0,1.0
2019-02-28,-0.0,-0.872833612867157,-0.0,-1.3615877521180064,-1.0660989979787556,0.0,1.0
2019-03-01,-0.0,-0.8801894918173988,-0.0,-1.3745908699397074,-1.051851851851852,0.0,1.0
2019-03-04,-0.0,-0.8659989639095147,-0.0,-1.3721291659471593,-1.0789155586254533,0.0,1.0
2019-03-05,-0.0,-0.8371852982093972,-0.0,-1.524615177489566,-1.1259255935017727,0.0,1.0
2019-03-06,-0.0,-0.8347541277817659,-0.0,-1.5252602297200286,-1.1267049533381193,0.0,1.0
2019-03-07,-0.0,-0.8050623854031573,-0.0,-1.5592773131791957,-1.1077322123339743,0.0,1.0
2019-03-08,-0.0,-0.7819348425285798,-0.0,-1.6251863901314896,-1.1114274095160634,0.0,1.0
2019-03-11,-0.0,-0.7798791098085905,-0.0,-1.6320175840278415,-1.1673230149281069,0.0,1.0
2019-03-12,-0.0,-0.7112020841086713,-0.0,-1.6800334946036473,-1.2607461853368067,0.0,1.0
2019-03-13,-0.0,-0.7361163227016886,-0.0,-1.6883208255159474,-1.2659943714821762,0.0,1.0
2019-03-14,-0.0,-0.7545910639909125,-0.0,-1.6976997349488832,-1.2807648617947747,0.0,1.0
2019-03-15,-0.0,-0.7488232777064613,-0.0,-1.7055579327723103,-1.3000522987686018,0.0,1.0
2019-03-18,-0.0,-0.7818584923848082,-0.0,-1.7200694042799305,-1.3177655677655677,0.0,1.0
2019-03-19,-0.0,-0.7818560899922421,-0.0,-1.7274049650892165,-1.3394588828549263,0.0,1.0
2019-03-20,-0.0,-0.7964167799572733,-0.0,-1.7141192464556225,-1.344727131481841,0.0,1.0
2019-03-21,-0.0,-0.7956441598758246,-0.0,-1.7259895227008146,-1.3289677920062086,0.0,1.0
2019-03-22,-0.0,-0.7909532453515183,-0.0,-1.7950743266447529,-1.3200215866162979,0.0,1.0
2019-03-25,-0.0,-0.6831084675274433,-0.0,-1.8353402002031045,-1.3173751148508148,0.0,1.0
2019-03-26,-0.0,-0.7060972046362132,-0.0,-1.8296483880393493,-1.3342261614882633,0.0,1.0
2019-03-27,-0.0,-0.6612442507867344,-0.0,-1.846865165819414,-1.3333333333333333,0.0,1.0
2019-03-28,-0.0,-0.6570500387897594,-0.0,-1.8421741660201705,-1.349544220325834,0.0,1.0
2019-03-29,-0.0,-0.6567185837283545,-0.0,-1.8327367708232563,-1.347537970397601,0.0,1.0
2019-04-01,-0.0,-0.6571276389695913,-0.0,-1.824036412938214,-1.360933565756343,0.0,1.0
2019-04-02,-0.0,-0.6779816513761469,-0.0,-1.8445195557701592,-1.3061323032351522,0.0,1.0
2019-04-03,-0.0,-0.6776763725916268,-0.0,-1.8432082669370804,-1.3079337486117146,0.0,1.0
2019-04-04,-0.0,-0.6746568722211483,-0.0,-1.8380050260970424,-1.3201720471679879,0.0,1.0
2019-04-05,-0.0,-0.6557384964511612,-0.0,-1.8411954999758584,-1.3313698034860701,0.0,1.0
2019-04-08,-0.0,-0.6580128359793467,-0.0,-1.8409979250108577,-1.3264971287940936,0.0,1.0
2019-04-09,-0.0,-0.6476683937823835,-0.0,-1.8725485448646555,-1.3221635756137717,0.0,1.0
2019-04-10,-0.0,-0.614082469254883,-0.0,-1.8819869785387027,-1.326693995659513,0.0,1.0
2019-04-11,-0.0,-0.5967173545739802,-0.0,-1.9119961380642045,-1.3187062515085688,0.0,1.0
2019-04-12,-0.0,-0.5977127967573826,-0.0,-1.9080293379656437,-1.3195811619378497,0.0,1.0
2019-04-15,-0.0,-0.5988714189254365,-0.0,-1.9007909713514035,-1.3233336548664032,0.0,1.0
2019-04-16,-0.0,-0.6006078440831685,-0.0,-1.899078585556467,-1.324472960586618,0.0,1.0
2019-04-17,-0.0,-0.5918791039011202,-0.0,-1.9175840092699885,-1.318704132869834,0.0,1.0
2019-04-18,-0.0,-0.5817084942084942,-0.0,-1.8986003861003862,-1.3459942084942087,0.0,1.0
2019-04-22,-0.0,-0.5833857772183764,-0.0,-1.9034225686208064,-1.3541172483903763,0.0,1.0
2019-04-23,-0.0,-0.5923934108527132,-0.0,-1.8999031007751936,-1.3526647286821705,0.0,1.0
2019-04-24,-0.0,-0.5768599033816425,-0.0,-1.900144927536232,-1.353913043478261,0.0,1.0
2019-04-25,-0.0,-0.5736826867400115,-0.0,-1.9132406871260375,-1.3383516695618605,0.0,1.0
2019-04-26,-0.0,-0.5625453314636623,-0.0,-1.922731009138823,-1.350031429814806,0.0,1.0
2019-04-29,-0.0,-0.5609614547564927,-0.0,-1.9241669487836726,-1.3511631281133627,0.0,1.0
2019-04-30,-0.0,-0.563454475159482,-0.0,-1.9281848057220183,-1.3411463367485017,0.0,1.0
2019-05-01,-0.0,-0.5548951386875423,-0.0,-1.9432685802648109,-1.3341548274862278,0.0,1.0
2019-05-02,-0.0,-0.5558346213292118,-0.0,-1.9242175425038641,-1.3498840803709429,0.0,1.0
2019-05-03,-0.0,-0.5638436639451181,-0.0,-1.9200927581042562,-1.347214841296681,0.0,1.0
2019-05-06,-0.0,-0.5094348728343226,-0.0,-1.9400608078760677,-1.3765262294290814,0.0,1.0
2019-05-07,-0.0,-0.4918543014151631,-0.0,-1.970140543694986,-1.4011087876282642,0.0,1.0
2019-05-08,-0.0,-0.5023587176278039,-0.019014152305766824,-1.9056031577933956,-1.3867815538654087,0.0,1.0
2019-05-09,-0.0,-0.49768607790204394,-0.025067489394523714,-1.9202178943308907,-1.3776995757809485,0.0,1.0
2019-05-10,-0.0,-0.4905026861089793,-0.027292785878741364,-1.9168265541059093,-1.3620011511895624,0.0,1.0
2019-05-13,-0.0,-0.47947928994082845,-0.030059171597633137,-1.8757869822485207,-1.3484023668639054,0.0,1.0
2019-05-14,-0.0,-0.2805765026103253,-0.1562625496408014,-1.7415554861451965,-1.2836999687653385,0.0,1.0
2019-05-15,-0.0,-0.2945491730393029,-0.16810421483194024,-1.7402632046950026,-1.2430642006046595,0.0,1.0
2019-05-16,-0.0,-0.29610851678897043,-0.17696241939070492,-1.734889926617745,-1.2394929953302203,0.0,1.0
2019-05-17,-0.0,-0.2795833519603022,-0.20045598819795252,-1.7399973177164827,-1.2504358710715724,0.0,1.0
2019-05-20,-0.0,-0.32777268560953254,-0.165032080659945,-1.8028872593950505,-1.2872593950504125,0.0,1.0
2019-05-21,-0.0,-0.330723801675594,-0.17831799661218695,-1.7839124662363228,-1.2852172320651924,0.0,1.0
2019-05-22,-0.0,-0.3228611756135319,-0.18740609206392572,-1.7730728953239538,-1.2698174202067114,0.0,1.0
2019-05-23,-0.0,-0.30912637213099886,-0.17300190510750252,-1.7775106595300736,-1.2763313072666245,0.0,1.0
2019-05-24,-0.0,-0.2591034513954856,-0.2022888677794364,-1.7709775184330756,-1.2910842719500613,0.0,1.0
2019-05-28,-0.0,-0.24689237445192785,-0.20910364778737062,-1.772725218098811,-1.2915065768657052,0.0,1.0
2019-05-29,-0.0,-0.2660592048596944,-0.213744956707013,-1.7959562990162745,-1.2575366063738156,0.0,1.0
2019-05-30,-0.0,-0.264808520280988,-0.20901880806707454,-1.7987310219805122,-1.2595060049852707,0.0,1.0
2019-05-31,-0.0,-0.27040007249331705,-0.20914321960944227,-1.7968827873680395,-1.254406234425264,0.0,1.0
2019-06-03,-0.0,-0.2805531780710843,-0.24438037749448174,-1.7911617640434254,-1.188612099644128,0.0,1.0
2019-06-04,-0.0,-0.26982840156735577,-0.24564248074584513,-1.802909516731973,-1.1855605098410125,0.0,1.0
2019-06-05,-0.0,-0.2785448751991503,-0.2758452823508586,-1.8154983182864224,-1.0556293149229952,0.0,1.0
2019-06-06,-0.0,-0.3088851261028429,-0.22350949113269764,-1.8067462792977451,-1.1168345067284555,0.0,1.0
2019-06-07,-0.0,-0.332518663348738,-0.2196054034838251,-1.7835051546391754,-1.1080696765019553,0.0,1.0
2019-06-10,-0.0,-0.33126358273828005,-0.20419568013482944,-1.7889741429014947,-1.110746440768173,0.0,1.0
2019-06-11,-0.0,-0.32984456420077496,-0.2366721596223222,-1.7753084220371442,-1.111922682937692,0.0,1.0
2019-06-12,-0.0,-0.3125748502994012,-0.226569084054114,-1.7737857618097137,-1.1226436016855177,0.0,1.0
2019-06-13,-0.0,-0.3384533428038711,-0.24793571872502884,-1.7513539909437985,-1.10157151735772,0.0,1.0
2019-06-14,-0.0,-0.33317062347459503,-0.25857554914577324,-1.7541158198358109,-1.0916352340803195,0.0,1.0
2019-06-17,-0.0,-0.32504992234302194,-0.2597293099622809,-1.7611715109829156,-1.0915908586643,0.0,1.0
2019-06-18,-0.0,-0.31879625936267336,-0.2586535478438151,-1.7621326951203298,-1.0924522448255993,0.0,1.0
2019-06-19,-0.0,-0.3147313538352775,-0.2718716861081654,-1.7579091551785082,-1.074010250972075,0.0,1.0
2019-06-20,-0.0,-0.3384655760650862,-0.25566442131047157,-1.7232088181261482,-1.0567316945149157,0.0,1.0
2019-06-21,-0.0,-0.3457535205108021,-0.2557071634741538,-1.7132423685821743,-1.0586022916120004,0.0,1.0
2019-06-24,-0.0,-0.33924815983175605,-0.2584998247458815,-1.7121451104100947,-1.07145986680687,0.0,1.0
2019-06-25,-0.0,-0.3354485776805251,-0.26223194748358863,-1.7099781181619256,-1.0687089715536104,0.0,1.0
2019-06-26,-0.0,-0.3354061747317714,-0.2535581344427414,-1.6919640902123931,-1.0984015765272608,0.0,1.0
2019-06-27,-0.0,-0.3464433326082228,-0.24350663476180118,-1.6777898629541004,-1.082923645855993,0.0,1.0
2019-06-28,-0.0,-0.32977523214440685,-0.24277531892736268,-1.6856721339928837,-1.0809684977870346,0.0,1.0
2019-07-01,-0.0,-0.3443659043659044,-0.22993762993762995,-1.603035343035343,-0.9806652806652807,0.0,1.0
2019-07-02,-0.0,-0.3442302899393536,-0.2334884107335715,-1.6050926310542493,-0.9710476032233946,0.0,1.0
2019-07-03,-0.0,-0.3497860318251693,-0.22921600398853298,-1.6013128921018738,-0.9743653662387304,0.0,1.0
2019-07-05,-0.0,-0.3926869350862777,-0.20731306491372226,-1.5582580115036977,-0.9502054231717338,0.0,1.0
2019-07-08,-0.0,-0.40059944161602895,-0.19785679093447198,-1.5528001313844637,-0.9544670717687634,0.0,1.0
2019-07-09,-0.0,-0.39026392480400607,-0.199113409678611,-1.5533801256002955,-0.9618273611624184,0.0,1.0
2019-07-10,-0.0,-0.37133349765836826,-0.1923835346315011,-1.573823021937392,-0.9705858187494865,0.0,1.0
2019-07-11,-0.0,-0.3677740317408108,-0.2009291999013239,-1.5757339034618862,-0.9670668530548475,0.0,1.0
2019-07-12,-0.0,-0.3790160436584465,-0.19658610643797955,-1.555988675064626,-0.9716466291904312,0.0,1.0
2019-07-15,-0.0,-0.3773360655737705,-0.20311475409836066,-1.561065573770492,-0.956844262295082,0.0,1.0
2019-07-16,-0.0,-0.36819216387579257,-0.159283043407576,-1.5488538449032676,-0.9880100796618436,0.0,1.0
2019-07-17,-0.0,-0.35711972800129527,-0.16307779486764348,-1.5381688658625436,-0.9892333846029305,0.0,1.0
2019-07-18,-0.0,-0.35659416188242904,-0.1630953343575645,-1.5392981321258188,-0.9839896498746665,0.0,1.0
2019-07-19,-0.0,-0.36125696744486635,-0.17226754988286616,-1.5276678245415625,-0.9779061313514823,0.0,1.0
2019-07-22,-0.0,-0.3341547162189457,-0.15580690769541508,-1.5316905675621086,-1.0179357705514038,0.0,1.0
2019-07-23,-0.0,-0.3442919802020039,-0.15886684640457124,-1.517363486378818,-1.0034606253269487,0.0,1.0
2019-07-24,-0.0,-0.346832397754611,-0.1709703287890938,-1.5048115477145148,-0.9870088211708099,0.0,1.0
2019-07-25,-0.0,-0.33385379133637605,-0.17511410040835937,-1.5186163824165264,-0.9758987909360237,0.0,1.0
2019-07-26,-0.0,-0.29429018380915134,-0.16800938599921783,-1.4852561595619869,-0.9632772780602269,0.0,1.0
2019-07-29,-0.0,-0.2669976932400204,-0.16854986902295033,-1.4841850099698948,-0.9899910075458419,0.0,1.0
2019-07-30,-0.0,-0.26050354359998434,-0.1742824699479228,-1.4806374564391713,-1.0001566232037276,0.0,1.0
2019-07-31,-0.0,-0.3060911235071693,-0.16465126726816665,-1.3456628355359215,-0.9273707461345513,0.0,1.0
2019-08-01,-0.0,-0.307758044140596,-0.14758118451363603,-1.3441703202794084,-0.9159916771940254,0.0,1.0
2019-08-02,-0.0,-0.3017793067732031,-0.1554026560130211,-1.343469093330374,-0.8984944327303666,0.0,1.0
2019-08-05,-0.0,-0.2992350049890979,-0.14945119923130934,-1.3479803392586571,-0.8989615285117706,0.0,1.0
2019-08-06,-0.0,-0.30689730200174065,-0.14860748476936467,-1.2941325790542502,-0.8767043806208297,0.0,1.0
2019-08-07,-0.0,-0.3172116915062943,-0.13814932715960063,-1.2838590652582837,-0.8782014180292288,0.0,1.0
2019-08-08,-0.0,-0.33511190689346465,-0.1589256938227395,-1.2474127126230976,-0.8395702775290957,0.0,1.0
2019-08-09,-0.0,-0.3206479174083304,-0.15087219651121397,-1.2312922748309008,-0.8571377714489143,0.0,1.0
2019-08-12,-0.0,-0.31294234804566634,-0.16257068677312658,-1.2443361667318706,-0.836717999786606,0.0,1.0
2019-08-13,-0.0,-0.31054666713966445,-0.15722444925325482,-1.2479690659477103,-0.8317074035971479,0.0,1.0
2019-08-14,-0.0,-0.3227250299570029,-0.15764432226686403,-1.2184394163670969,-0.825579756114753,0.0,1.0
2019-08-15,-0.0,-0.3570688941046528,-0.1936352340190529,-1.1753417092365042,-0.7255626121772747,0.0,1.0
2019-08-16,-0.0,-0.3727685428542172,-0.1899170563538929,-1.1449977813427996,-0.7056353892890057,0.0,1.0
2019-08-19,-0.0,-0.3487732871831416,-0.19233771081475448,-1.1524313685567886,-0.699820149988123,0.0,1.0
2019-08-20,-0.0,-0.33438017087090127,-0.20818559416472496,-1.1311923817242426,-0.7031709046702461,0.0,1.0
2019-08-21,-0.0,-0.33659701894283506,-0.1676928770902729,-1.1481444096766598,-0.7121900339827059,0.0,1.0
2019-08-22,-0.0,-0.3410654939742858,-0.15512437476921012,-1.1398167108664272,-0.7209372587196616,0.0,1.0
2019-08-23,-0.0,-0.3373477808715488,-0.1580395182662954,-1.1366701331812539,-0.722600556878795,0.0,1.0
2019-08-26,-0.0,-0.32513507242533723,-0.16271669594616991,-1.1260565481123008,-0.7007192813815506,0.0,1.0
2019-08-27,-0.0,-0.3259545288106254,-0.1688026363969242,-1.1365467194833727,-0.6974801105156286,0.0,1.0
2019-08-28,-0.0,-0.3095507487520799,-0.18133111480865224,-1.145324459234609,-0.6915806988352746,0.0,1.0
2019-08-29,-0.0,-0.31658175081056045,-0.18841394825646796,-1.1373320981936084,-0.666049096804076,0.0,1.0
2019-08-30,-0.0,-0.3084737935811591,-0.19550087409704128,-1.138635089223868,-0.6558366593000627,0.0,1.0
2019-09-03,-0.0,-0.29952721780812924,-0.18149583032372446,-1.1392409219252742,-0.6629785278087859,0.0,1.0
2019-09-04,-0.0,-0.27489398073572435,-0.19037443702948814,-1.1431999737006475,-0.6789177816496269,0.0,1.0
2019-09-05,-0.0,-0.3093897625056623,-0.21225651976962404,-1.0949653788908302,-0.6190060182488837,0.0,1.0
