Date,CRTX,IWF,IWM,MTUM,SPY,VLUE,VXX
2020-02-13,1.0,-4.853784998271689,-4.576564120290356,-10.551330798479087,-8.246111303145524,-5.338748703767715,0.0
2020-02-14,1.0,-4.85145429362881,-4.585872576177286,-10.58864265927978,-8.261426592797784,-5.338642659279779,0.0
2020-02-18,1.0,-4.901512486809708,-4.615898698557862,-10.856841364755539,-8.437214210341189,-5.3626450932113965,0.0
2020-02-19,1.0,-4.8989473684210525,-4.609824561403508,-10.834035087719297,-8.413684210526316,-5.331228070175438,0.0
2020-02-20,1.0,-5.075443786982248,-4.83542899408284,-11.552884615384615,-8.922707100591715,-5.595784023668639,0.0
2020-02-21,1.0,-5.041851851851852,-4.902222222222222,-11.564074074074075,-8.920370370370371,-5.608518518518519,0.0
2020-02-24,1.0,-4.847058823529412,-4.901102941176472,-11.541544117647058,-8.878308823529412,-5.597058823529411,0.0
2020-02-25,1.0,-4.078973346495558,-4.61237249095097,-10.621256992431721,-7.748930569266206,-4.844027640671274,0.0
2020-02-26,1.0,-3.946745562130178,-4.204297726564933,-10.194954842728121,-7.407349735284958,-4.389598255995017,0.0
2020-02-27,1.0,-3.985153108567894,-4.1302196102691004,-10.107949273120942,-7.383235385091247,-4.324466439839159,0.0
2020-02-28,1.0,-3.418212478920742,-4.287802136031479,-9.031478358628442,-6.435356942102305,-3.9328274311410905,0.0
2020-03-02,1.0,-3.515533165407221,-4.139378673383711,-8.955219703330535,-6.452001119507417,-3.9252728799328303,0.0
2020-03-03,1.0,-3.2577007700770073,-4.688393839383938,-8.42051705170517,-6.25027502750275,-3.8858635863586355,0.0
2020-03-04,1.0,-2.8821391484942884,-4.657320872274144,-8.177570093457945,-5.778816199376947,-3.464434060228453,0.0
2020-03-05,1.0,-2.608244877807949,-5.007652431498396,-7.487780794865466,-5.358676869908665,-3.2231547765983706,0.0
2020-03-06,1.0,-2.413119330076762,-4.74808094905792,-7.1691090951384036,-4.962549430100023,-2.968597348220517,0.0
2020-03-09,1.0,-2.3679545454545456,-4.593863636363637,-7.042272727272728,-4.842727272727273,-2.8804545454545454,0.0
2020-03-10,1.0,-2.817576318223867,-2.7491211840888066,-6.124144310823312,-4.055689176688252,-1.7546716003700276,0.0
2020-03-11,1.0,-2.3350209497206706,-3.16497905027933,-5.965607541899442,-3.602828212290503,-1.3896648044692739,0.0
2020-03-12,1.0,-2.3339205637411915,-2.523382447149263,-5.460281870595772,-3.4332158872517615,-1.2647341447789877,0.0
2020-03-13,1.0,-2.1334545454545455,-1.5936969696969698,-4.038787878787878,-2.6276363636363635,-0.7277575757575757,0.0
2020-03-16,1.0,-1.7016369047619049,-1.876062925170068,-3.5822704081632653,-2.2351190476190474,-0.23416241496598642,0.0
2020-03-17,1.0,-1.5788432130970587,-1.261221552577134,-2.524152199334353,-2.1736979400917513,-0.4573176216605199,0.0
2020-03-18,1.0,-1.4886928216549598,-1.2704300154188797,-2.272143224259037,-2.0855747815658727,-0.44928901833133456,0.0
2020-03-19,1.0,-1.5905377808032675,-0.9543907420013614,-2.251872021783526,-2.1303607896528254,-0.5820285908781484,0.0
2020-03-20,1.0,-1.596071733561059,-1.0073441502988898,-2.243723313407344,-2.1363791631084545,-0.5561912894961571,0.0
2020-03-23,1.0,-1.594103733738807,-1.1855043081601622,-2.0436729177225885,-2.108802162527454,-0.5152897448893394,0.0
2020-03-24,1.0,-1.6077806657164417,-1.20877001760711,-1.9648696235432213,-2.06833235516056,-0.5345853944831055,0.0
2020-03-25,1.0,-1.5549315279273734,-1.1489459916910292,-1.594168333589783,-1.9659178335128478,-0.4296045545468533,0.0
2020-03-26,1.0,-1.5879953828395534,-1.1530588687956906,-1.561446710273182,-1.9641400538668718,-0.42870334744132355,0.0
2020-03-27,1.0,-1.574316735305129,-1.1073755147884687,-1.4675402470984649,-1.9517783601647323,-0.3868214152002995,0.0
2020-03-30,1.0,-1.5439809651275187,-1.083277567105361,-1.5076957394601829,-1.9501078147074133,-0.35043497657818423,0.0
2020-03-31,1.0,-1.5096678966789667,-1.1061992619926198,-1.4910701107011068,-1.9197785977859776,-0.35335793357933576,0.0
2020-04-01,1.0,-1.5178308281756556,-1.1391099322133804,-1.4458443854995577,-1.9227821986442677,-0.3425434718538166,0.0
2020-04-02,1.0,-1.5580350673815389,-1.002173598029271,-1.4236342559049413,-1.950007245326764,-0.3114041443269091,0.0
2020-04-03,1.0,-1.5872416092464992,-1.0743869007927687,-1.4762539823664518,-1.9416166555530858,-0.3295547158627843,0.0
2020-04-06,1.0,-1.585501034584688,-1.059340821755838,-1.4709577298255987,-1.9406591782441622,-0.3334318652083949,0.0
2020-04-07,1.0,-1.5074584458019606,-0.9664014774825971,-1.4097883222048588,-1.9146895865890043,-0.30494388407444245,0.0
2020-04-08,1.0,-1.5209149861041829,-0.9680752511936149,-1.4321242784864248,-1.9246775457849354,-0.2802679398560535,0.0
2020-04-09,1.0,-1.5212352483923397,-0.9321602713589145,-1.43685958589499,-1.9153416719666456,-0.26111228888417776,0.0
2020-04-13,1.0,-1.556945033206161,-0.8413169422071499,-1.466581884979511,-1.9249682068673166,-0.2753285290377278,0.0
2020-04-14,1.0,-1.567107216057672,-0.8185030744222206,-1.487384267439395,-1.9237401936532617,-0.2709025372817867,0.0
2020-04-15,1.0,-1.51581013811961,-0.8412676155086587,-1.4420528640538455,-1.9154455584379162,-0.2966416602397812,0.0
2020-04-16,1.0,-1.537509613367825,-0.8073830664895477,-1.458854785709292,-1.9202265259036568,-0.26763616024610226,0.0
2020-04-17,1.0,-1.5239596469104666,-0.8334734482275467,-1.4358273784503293,-1.9281210592686002,-0.28443323525290737,0.0
2020-04-20,1.0,-1.5470592339356728,-0.78915788739273,-1.4566385264773598,-1.9198353450080234,-0.26421544687085746,0.0
2020-04-21,1.0,-1.5538890826648064,-0.8025810952214858,-1.468922218346704,-1.9132193930938262,-0.23739100104638994,0.0
2020-04-22,1.0,-1.5277623542476402,-0.8414769572459744,-1.4328845086063295,-1.920807884508606,-0.21758745141588007,0.0
2020-04-23,1.0,-1.510923672566372,-0.8511476769911505,-1.4193860619469028,-1.914408185840708,-0.21785121681415934,0.0
2020-04-24,1.0,-1.38695509668961,-0.7904949196984595,-1.373713536545395,-1.8094395280235989,-0.1946902654867257,0.0
2020-04-27,1.0,-1.4133630874245209,-0.8042793384090312,-1.331779994749278,-1.8092018902599107,-0.20484379102126543,0.0
2020-04-28,1.0,-1.4314085337877696,-0.7725634135151078,-1.3317821327915056,-1.8190994297699417,-0.1994494330471259,0.0
2020-04-29,1.0,-1.4260630282382232,-0.7763873419380201,-1.3287689182991549,-1.8160912009434582,-0.20448142566992075,0.0
2020-04-30,1.0,-1.4351434359275959,-0.7066588250669803,-1.3613017055479317,-1.8524472325687775,-0.1791152061687251,0.0
2020-05-01,1.0,-1.4603941015268171,-0.6901344121101396,-1.3539736395667492,-1.8602375048936448,-0.16005480882161033,0.0
2020-05-04,1.0,-1.4748131296717584,-0.6640883977900552,-1.3615859603509914,-1.8768930776730584,-0.12245693857653558,0.0
2020-05-05,1.0,-1.472381076163244,-0.6641538861450481,-1.3549519105796726,-1.8775019495710945,-0.12958149207174421,0.0
2020-05-06,1.0,-1.466952343851448,-0.6643942345149981,-1.343786521231009,-1.878002856771848,-0.1394624074795481,0.0
2020-05-07,1.0,-1.4743098408574213,-0.6781422539785645,-1.332640467684313,-1.8754140954855472,-0.1351088015589477,0.0
2020-05-08,1.0,-1.4697254851061068,-0.6789538581348563,-1.335453306509183,-1.8729963008631316,-0.13258485300798234,0.0
2020-05-11,1.0,-1.499609832227858,-0.6310313434776954,-1.3670178176615944,-1.897450903888672,-0.10768630511119781,0.0
2020-05-12,1.0,-1.4957075962539021,-0.6345603537981269,-1.357700312174818,-1.8983480749219561,-0.11739073881373568,0.0
2020-05-13,1.0,-1.5005193456245132,-0.5988055050636198,-1.3702934302778498,-1.9128797714879249,-0.10925733575694625,0.0
2020-05-14,1.0,-1.5109005969374514,-0.5785751362574617,-1.3859979236958213,-1.92343628341552,-0.08960550220607318,0.0
2020-05-15,1.0,-1.4963092463092462,-0.5900673400673401,-1.3843563843563844,-1.9173789173789175,-0.08695933695933696,0.0
2020-05-18,1.0,-1.5471160850274817,-0.6536653201774717,-1.4308986159856962,-1.9572875968478909,-0.03311039004039468,0.0
2020-05-19,1.0,-1.5652833674209934,-0.5755756416177343,-1.502935937190737,-1.953750742231312,-0.0,0.0
2020-05-20,1.0,-1.5646213669017333,-0.5735187504119159,-1.5018783365188162,-1.9506359981546169,-0.0,0.0
2020-05-21,1.0,-1.5723679884263824,-0.5391595975537581,-1.5214046162951271,-1.9429867824028406,-0.0,0.0
2020-05-22,1.0,-1.5711280567972652,-0.5444386011043912,-1.5173547199579278,-1.9408361819616091,-0.0,0.0
2020-05-26,1.0,-1.5722649825669364,-0.5432537333070192,-1.5185185185185186,-1.9444773370173014,-0.0,0.0
2020-05-27,1.0,-1.6352909806012932,-0.4698353443103793,-1.6108926071595226,-1.950136657556163,-0.0,0.0
2020-05-28,1.0,-1.631835873078699,-0.42661125404050404,-1.6157398245266839,-1.9224882907843526,-0.0,0.0
2020-05-29,1.0,-1.6281456953642386,-0.45609271523178807,-1.6117218543046359,-1.9264900662251656,-0.0,0.0
2020-06-01,1.0,-1.5645597322348095,-0.4205715756951596,-1.5834835221421215,-1.868048403707518,-0.0,0.0
2020-06-02,1.0,-1.559339458973206,-0.4145087708025445,-1.5848486795604961,-1.8667994602583051,-0.0,0.0
2020-06-03,1.0,-1.5554414125200642,-0.4129052969502408,-1.5940288924558588,-1.8582343499197433,-0.0,0.0
2020-06-04,1.0,-1.5431023521932614,-0.37279084551811825,-1.6140495867768596,-1.8273363000635727,-0.0,0.0
2020-06-05,1.0,-1.5332866152768045,-0.38370389246352804,-1.6077594444798369,-1.8458941198955214,-0.0,0.0
2020-06-08,1.0,-1.5462518404711607,-0.33339734972152874,-1.677037321554318,-1.84501632417899,-0.0,0.0
2020-06-09,1.0,-1.5600050932705165,-0.31119882854778125,-1.670529063474884,-1.824855160119692,-0.0,0.0
2020-06-10,1.0,-1.593322632423756,-0.27910112359550565,-1.716597110754414,-1.8315248796147674,-0.0,0.0
2020-06-11,1.0,-1.5874341513555184,-0.29750738789669795,-1.700372606963896,-1.8389438519850958,-0.0,0.0
2020-06-12,1.0,-1.5765725857486395,-0.21649158334388052,-1.748955828376155,-1.7862928743197066,-0.0,0.0
2020-06-15,1.0,-1.5757824849826112,-0.2071451153967752,-1.7564969965222887,-1.7836863736958584,-0.0,0.0
2020-06-16,1.0,-1.5633097577768043,-0.17944545283845528,-1.7503911873317897,-1.7658509106841085,-0.0,0.0
2020-06-17,1.0,-1.5617689372615249,-0.17445424407330956,-1.75311190342153,-1.7657471695752798,-0.0,0.0
2020-06-18,1.0,-1.5549244788415928,-0.18218699288478343,-1.744101859942579,-1.760204718512046,-0.0,0.0
2020-06-19,1.0,-1.5557428214731586,-0.18489388264669163,-1.7428214731585516,-1.7587390761548063,-0.0,0.0
2020-06-22,1.0,-1.548222402092024,-0.18591619450843658,-1.7366291015503392,-1.7555569391694166,-0.0,0.0
2020-06-23,1.0,-1.5461792364700755,-0.1826617674534471,-1.7373731083016755,-1.7615993024848977,-0.0,0.0
2020-06-24,1.0,-1.5425598205383846,-0.18519441674975073,-1.7427093718843467,-1.7608424725822531,-0.0,0.0
2020-06-25,1.0,-1.5348360655737705,-0.16952309985096872,-1.7514903129657229,-1.753787878787879,-0.0,0.0
2020-06-26,1.0,-1.5348274149490937,-0.16718400794636204,-1.7514278619319592,-1.7546560715172586,-0.0,0.0
2020-06-29,1.0,-1.5218948798715335,-0.1623123957754308,-1.7472670001852881,-1.7447964918782037,-0.0,0.0
2020-06-30,1.0,-1.5400940477663654,-0.12727385224600915,-1.7664892958792227,-1.753495854473456,-0.0,0.0
2020-07-01,1.0,-1.5355488294520971,-0.12687627401321885,-1.7558218543455433,-1.7587868305639631,-0.0,0.0
2020-07-02,1.0,-1.5294299111549852,-0.13524185587364262,-1.752344521224087,-1.7527764067127345,-0.0,0.0
2020-07-06,1.0,-1.536978683966636,-0.13500154464009886,-1.7513129440840283,-1.7552672227371025,-0.0,0.0
2020-07-07,1.0,-1.5236509404872034,-0.1488744989207524,-1.737958680234351,-1.7566450817144619,-0.0,0.0
2020-07-08,1.0,-1.5220633551090843,-0.15056082830025885,-1.7384444718353262,-1.7518796992481205,-0.0,0.0
2020-07-09,1.0,-1.519024750646472,-0.15687723186799654,-1.7323605467306982,-1.7486762713951483,-0.0,0.0
2020-07-10,1.0,-1.4847021905738942,-0.1804960473115684,-1.678655482469374,-1.690845452899644,-0.0,0.0
2020-07-13,1.0,-1.4901842707455137,-0.1792123328917259,-1.6734915090930986,-1.6790918944959654,-0.0,0.0
2020-07-14,1.0,-1.484934143260961,-0.1845191555903049,-1.673422746135803,-1.6713778793528598,-0.0,0.0
2020-07-15,1.0,-1.483731280447465,-0.17772298069405185,-1.6828050760810729,-1.670054730258014,-0.0,0.0
2020-07-16,1.0,-1.484784700505172,-0.17873466442145777,-1.6789752225162375,-1.6714577820543661,-0.0,0.0
2020-07-17,1.0,-1.4835356327364497,-0.17984617233505587,-1.676240836437928,-1.6692705203701477,-0.0,0.0
2020-07-20,1.0,-1.4928804151080006,-0.19168577289730904,-1.6801013635815132,-1.6689393025220225,-0.0,0.0
2020-07-21,1.0,-1.4622015915119362,-0.22226911020014467,-1.659754039064384,-1.6841692789968652,-0.0,0.0
2020-07-22,1.0,-1.458433734939759,-0.22704819277108435,-1.6553012048192772,-1.6832530120481928,-0.0,0.0
2020-07-23,1.0,-1.4446827524575514,-0.23121834971700922,-1.6352695859398272,-1.6465296395591302,-0.0,0.0
2020-07-24,1.0,-1.426396241003985,-0.2512936418247785,-1.623327187295545,-1.6468209123892228,-0.0,0.0
2020-07-27,1.0,-1.4203893260753802,-0.24868350985148807,-1.6115022779717176,-1.6362345423347733,-0.0,0.0
2020-07-28,1.0,-1.4226419563029191,-0.2440049736514891,-1.6034105038782638,-1.650956243708923,-0.0,0.0
2020-07-29,1.0,-1.4328641843339864,-0.24692677712453232,-1.600273175366708,-1.6585307916147036,-0.0,0.0
2020-07-30,1.0,-1.4327242524916943,-0.2309563360227812,-1.6045918367346939,-1.6643331751305175,-0.0,0.0
2020-07-31,1.0,-1.4173312068048909,-0.24525961368066632,-1.593183294937681,-1.651190265225353,-0.0,0.0
2020-08-03,1.0,-1.4014512418146423,-0.2583328417202525,-1.5925904076455666,-1.6469824789097989,-0.0,0.0
2020-08-04,1.0,-1.399540148567386,-0.25663247258578,-1.5904374484141022,-1.6489211177927132,-0.0,0.0
2020-08-05,1.0,-1.4019451812555261,-0.25517241379310346,-1.5900972590627764,-1.647273798997937,-0.0,0.0
2020-08-06,1.0,-1.4009428403064232,-0.2546847377725398,-1.5900412492634062,-1.6471420153211551,-0.0,0.0
2020-08-07,1.0,-1.4059745637385388,-0.2719313812481514,-1.5937888198757764,-1.6436557231588287,-0.0,0.0
2020-08-10,1.0,-1.3896296296296295,-0.29445925925925925,-1.590222222222222,-1.6516148148148149,-0.0,0.0
2020-08-11,1.0,-1.3862142476461183,-0.295019837745011,-1.588381595310002,-1.6520400307929177,-0.0,0.0
2020-08-12,1.0,-1.3756279179717512,-0.30329176762602683,-1.5727793865610777,-1.6581171325571773,-0.0,0.0
2020-08-13,1.0,-1.368032593292395,-0.3272909777987718,-1.5462328767123286,-1.6630255077940481,-0.0,0.0
2020-08-14,1.0,-1.3532274139649412,-0.32602450606789,-1.5357917570498918,-1.6476519903851792,-0.0,0.0
2020-08-17,1.0,-1.3517317913673266,-0.3378307341860873,-1.5230418783949535,-1.628175924303487,-0.0,0.0
2020-08-18,1.0,-1.3514539296975359,-0.34024290552376507,-1.5133714819572581,-1.6340067733271049,-0.0,0.0
2020-08-19,1.0,-1.3495088868101028,-0.35219831618334896,-1.5099391955098223,-1.6349391955098223,-0.0,0.0
2020-08-20,1.0,-1.349468022915936,-0.3526248100081843,-1.5096457383374258,-1.6342219104407811,-0.0,0.0
2020-08-21,1.0,-1.3298206800186307,-0.3779692594317653,-1.476653469958081,-1.637633907778295,-0.0,0.0
2020-08-24,1.0,-1.3279260422117565,-0.3646142217570789,-1.4956102098959243,-1.626141054712483,-0.0,0.0
2020-08-25,1.0,-1.3131353741887313,-0.337602664981908,-1.4908391246912873,-1.601918327494113,-0.0,0.0
2020-08-26,1.0,-1.305314781021898,-0.34306569343065696,-1.467381386861314,-1.5868499087591244,-0.0,0.0
2020-08-27,1.0,-1.2873517335766425,-0.3651345802919708,-1.4612796532846715,-1.588788777372263,-0.0,0.0
2020-08-28,1.0,-1.2729386412612,-0.37637518430305095,-1.4468073040716798,-1.5747986843597597,-0.0,0.0
2020-08-31,1.0,-1.2734437010998978,-0.3762898287787731,-1.4459122349472728,-1.5739312847261595,-0.0,0.0
2020-09-01,1.0,-1.2634278306937947,-0.36729978019500653,-1.437017415318717,-1.5682804486276278,-0.0,0.0
2020-09-02,1.0,-1.2566905177756493,-0.36407684939996615,-1.4376584596315285,-1.5713561327398724,-0.00433827257873683,0.0
2020-09-03,1.0,-1.2547416430279772,-0.35446910284220473,-1.4128705712219813,-1.5399632905055898,-0.0,0.0
2020-09-04,1.0,-1.194680030840401,-0.3608877629694901,-1.361603700848111,-1.5543011344861768,-0.03574182178654037,0.0
2020-09-08,1.0,-1.1864919909726426,-0.36280068255628334,-1.3548191776297682,-1.5479165519898719,-0.05251279793031321,0.0
2020-09-09,1.0,-1.1493084030397462,-0.38915313542179214,-1.288611885626811,-1.5444207533759775,-0.09567546880979719,0.0
2020-09-10,1.0,-1.1378915826750204,-0.3847453010078998,-1.277907926995369,-1.5425224734404794,-0.10503949877417597,0.0
2020-09-11,1.0,-1.1324795640326974,-0.39536784741144415,-1.2810899182561308,-1.5385286103542235,-0.10217983651226158,0.0
2020-09-14,1.0,-1.1340346669573749,-0.39589011228605686,-1.281587266979178,-1.5374468549002505,-0.10176605254551399,0.0
2020-09-15,1.0,-1.135878197053508,-0.40960622158935317,-1.2932252587764939,-1.5395147598444603,-0.09847198641765705,0.0
2020-09-16,1.0,-1.1341008771929824,-0.41123903508771925,-1.281907894736842,-1.5400219298245612,-0.11518640350877193,0.0
2020-09-17,1.0,-1.1243486369370852,-0.4180790960451977,-1.275739125665076,-1.539081783774889,-0.12796884427623278,0.0
2020-09-18,1.0,-1.1160400175901495,-0.4145228671943712,-1.281222515391381,-1.5437005277044857,-0.14143579595426561,0.0
2020-09-21,1.0,-1.1099499477476487,-0.4237390682580716,-1.2912931081898686,-1.536109124910621,-0.13915626203179143,0.0
2020-09-22,1.0,-1.1018605421520455,-0.44283111577320156,-1.2886324739137636,-1.5401093137525532,-0.14751835698117374,0.0
2020-09-23,1.0,-1.0876037631433315,-0.43359158826784727,-1.3030990592141671,-1.540896513558384,-0.16878804648588822,0.0
2020-09-24,1.0,-1.0760198456449834,-0.4192943770672547,-1.2937706725468578,-1.5421719955898565,-0.18153252480705623,0.0
2020-09-25,1.0,-1.0740516100573445,-0.42357741508601676,-1.2910233789148655,-1.5392037935597707,-0.1860388178209087,0.0
2020-09-28,1.0,-1.0670594064857126,-0.41936904696360733,-1.2799097065462754,-1.539833727908385,-0.1995265099377856,0.0
2020-09-29,1.0,-1.067849686847599,-0.4117129985715856,-1.27337655202725,-1.538072739259422,-0.2029447313482035,0.0
2020-09-30,1.0,-1.0683516483516484,-0.41104395604395605,-1.2766483516483518,-1.536098901098901,-0.20236263736263738,0.0
2020-10-01,1.0,-1.0686888669084513,-0.4165842400263765,-1.2742059566985382,-1.535223650950654,-0.20040663809209805,0.0
2020-10-02,1.0,-1.0600263129042868,-0.41141322223440413,-1.2697620874904068,-1.5322881263019406,-0.2083653108211819,0.0
2020-10-05,1.0,-1.0502845261545195,-0.41748741518931937,-1.2599036988400087,-1.5309148610199166,-0.21312103304880717,0.0
2020-10-06,1.0,-1.0563817617257723,-0.40376967914147194,-1.2637141145067277,-1.5249768480688566,-0.1986163316446042,0.0
2020-10-07,1.0,-1.050097911227154,-0.40970409051349,-1.261151000870322,-1.518222367275892,-0.20039164490861616,0.0
2020-10-08,1.0,-1.050751777669218,-0.40319166259566847,-1.2661347229007218,-1.5138142539217283,-0.19405091461759755,0.0
2020-10-09,1.0,-1.0489521849786105,-0.3975199003628094,-1.26279309037743,-1.5033302647966642,-0.2024692695077706,0.0
2020-10-12,1.0,-1.0427156082507714,-0.39586378647609766,-1.2593254290509448,-1.499269124573656,-0.2167180986411131,0.0
2020-10-13,1.0,-1.0268267618584022,-0.4059170317486073,-1.2583157553139706,-1.494023473416626,-0.22353832008221103,0.0
2020-10-14,1.0,-1.0285451694869439,-0.40314645618208356,-1.2633940639022545,-1.492674487754771,-0.2185219224739147,0.0
2020-10-15,1.0,-1.031065649185474,-0.40569356497266873,-1.2649780808572821,-1.4941278346051847,-0.2162688748173405,0.0
2020-10-16,1.0,-1.0371354223137808,-0.40171310853301523,-1.2684050742708446,-1.4981567819581478,-0.2158191477827171,0.0
2020-10-19,1.0,-1.0336339926103022,-0.39860899804390343,-1.2677135405346662,-1.5071180178222126,-0.22647250597696153,0.0
2020-10-20,1.0,-1.0305928381242189,-0.3985219801119383,-1.268054121610607,-1.5023637450415694,-0.2343639623974352,0.0
2020-10-21,1.0,-1.030750842116701,-0.4007388894925568,-1.2677931109420841,-1.5005433010974683,-0.23323916114310553,0.0
2020-10-22,1.0,-1.0264925777440677,-0.40497345324520534,-1.2691515873875827,-1.4894896521833352,-0.22759778957633547,0.0
2020-10-23,1.0,-1.0267842649207295,-0.4042530166116552,-1.2654618256587846,-1.4876900600616851,-0.22677344299550892,0.0
2020-10-26,1.0,-1.0254553315678538,-0.4044749500081068,-1.2650381019294168,-1.4840836621088473,-0.22547694968383505,0.0
2020-10-27,1.0,-1.0209141871496337,-0.39974126778783964,-1.2724234583872358,-1.4819965502371715,-0.21517895644674429,0.0
2020-10-28,1.0,-1.0286869776220005,-0.4005931517929361,-1.2723645187382044,-1.4832569425721218,-0.2074413588568347,0.0
2020-10-29,1.0,-1.0021447721179626,-0.39849865951742625,-1.2707238605898123,-1.4761394101876675,-0.21442359249329757,0.0
2020-10-30,1.0,-0.9999463893207526,-0.3965581943923229,-1.2738433495952393,-1.4762236637538197,-0.21454993834771888,0.0
2020-11-02,1.0,-0.9638345825252896,-0.3982389014099272,-1.2402117511399968,-1.426751926201583,-0.21232769013050998,0.0
2020-11-03,1.0,-0.9794477565108253,-0.4059721786424014,-1.2558832758079699,-1.4189415333124151,-0.169333751699613,0.0
2020-11-04,1.0,-0.980843511848836,-0.39075060027142705,-1.2535755298047813,-1.419668023802067,-0.17496607161499114,0.0
2020-11-05,1.0,-0.938168970175621,-0.41437181752052377,-1.217499740205757,-1.4205029616543698,-0.20534136963524888,0.0
2020-11-06,1.0,-0.9343777558748768,-0.4102816828344659,-1.2184987290553508,-1.421538621154744,-0.202832390932199,0.0
