Date,GRID,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.19740333586050038,-0.38698824867323733,-0.12637414708112205,-0.3259571645185747,-0.33249620924943135,0.0
2018-09-25,1.0,-0.19629251619947305,-0.3896655669222188,-0.12361444067313854,-0.32833305641926375,-0.3356198523652417,0.0
2018-09-26,1.0,-0.1957307216886945,-0.38967861557478367,-0.12070932775506323,-0.3301797090425026,-0.34080536274603024,0.0
2018-09-27,1.0,-0.1974199985745848,-0.3853609863872853,-0.12196802318675312,-0.33024493383698,-0.3406979782861759,0.0
2018-09-28,1.0,-0.19445039385069374,-0.38994788320125656,-0.12241498298469813,-0.33119154708360105,-0.3417814902072773,0.0
2018-10-01,1.0,-0.19762836419163962,-0.38945886619583886,-0.12156422981485017,-0.33424794808169495,-0.34305210918114143,0.0
2018-10-02,1.0,-0.19861608208064901,-0.3813171080887617,-0.12445717012646147,-0.33633977570985446,-0.34535910283941784,0.0
2018-10-03,1.0,-0.19882566354783274,-0.3826618292915791,-0.12471357647508115,-0.3359986633568837,-0.3446629749856788,0.0
2018-10-04,1.0,-0.20062037699832977,-0.37952755905511815,-0.12500596516344548,-0.33824862801240757,-0.34266284896206156,0.0
2018-10-05,1.0,-0.19969483120350945,-0.38003051687964906,-0.12361720389090217,-0.3382605378600038,-0.3425042914362007,0.0
2018-10-08,1.0,-0.19985688729874776,-0.3807036374478235,-0.12379248658318426,-0.3381037567084078,-0.3427549194991055,0.0
2018-10-09,1.0,-0.19936557908796032,-0.3807956496851746,-0.12263880938752147,-0.3386758252241938,-0.34356515932074033,0.0
2018-10-10,1.0,-0.19888329475768926,-0.3817318475745067,-0.1217638216134959,-0.338757784724045,-0.3449617027368823,0.0
2018-10-11,1.0,-0.18591224018475752,-0.3792713390205967,-0.10743743224772588,-0.3354149974077391,-0.348588396097469,0.0
2018-10-12,1.0,-0.18889745566692367,-0.3750146024625593,-0.10717039321511179,-0.3264643349454452,-0.3388472231957197,0.0
2018-10-15,1.0,-0.1747879127813223,-0.402089322022015,-0.0862604875084718,-0.3289396807590736,-0.3449718385566384,0.0
2018-10-16,1.0,-0.1727704584279129,-0.41305314394028037,-0.07848735169541105,-0.33025998642735127,-0.3455409168558258,0.0
2018-10-17,1.0,-0.1709132484016986,-0.4092118157636847,-0.07706845863082737,-0.32978673759858135,-0.3463064072051892,0.0
2018-10-18,1.0,-0.17103789434384917,-0.4095109202912077,-0.07686204965465745,-0.3296387903677432,-0.34634590255740155,0.0
2018-10-19,1.0,-0.17018198786747551,-0.41126924871675224,-0.0749650023331778,-0.33000466635557635,-0.34673355109659354,0.0
2018-10-22,1.0,-0.17069130444926625,-0.41016308532232104,-0.07409999766687664,-0.33079022887940085,-0.3473787359137678,0.0
2018-10-23,1.0,-0.1706719552029865,-0.41017265515632295,-0.07403173121791881,-0.33086794213719084,-0.3474335044330378,0.0
2018-10-24,1.0,-0.17083177918687056,-0.40877937336814624,-0.0714751958224543,-0.3315693770980977,-0.34858728086534874,0.0
2018-10-25,1.0,-0.15727043737119306,-0.39031371651019003,-0.0699793908861919,-0.33574536294939317,-0.3365926265170598,0.0
2018-10-26,1.0,-0.15044610342316098,-0.38633466860888566,-0.05774308084486526,-0.3463674435542608,-0.3351465768390386,0.0
2018-10-29,1.0,-0.14509430108259005,-0.3894146751095073,-0.05360749869499103,-0.34409114636526633,-0.3373731871723293,0.0
2018-10-30,1.0,-0.14088918139936002,-0.39010053786623694,-0.050745523455052996,-0.34523296189546787,-0.3424868937657445,0.0
2018-10-31,1.0,-0.14196525515743758,-0.3837314513210279,-0.051596996018820125,-0.34410061527325375,-0.34063970322113646,0.0
2018-11-01,1.0,-0.14312545257060102,-0.38244478638667634,-0.05276973207820421,-0.3439762853005069,-0.3405367487328024,0.0
2018-11-02,1.0,-0.14201787415506056,-0.3879009209272785,-0.053418318740643296,-0.34305675271061115,-0.3418999228780112,0.0
2018-11-05,1.0,-0.13791459510999116,-0.4015528161819792,-0.05278212899271266,-0.3454107925265046,-0.3325614656405367,0.0
2018-11-06,1.0,-0.14623445704803253,-0.4084699143006524,-0.048282603259757674,-0.3430701734445682,-0.32715782773749175,0.0
2018-11-07,1.0,-0.14598059046796516,-0.4083501897770404,-0.04872838019045888,-0.3427577899497716,-0.32698470419782266,0.0
