Date,IWF,IWM,MKC,MTUM,SPY,VLUE,VXX
2018-09-24,-0.33300738809213387,-0.47457627118644063,1.0,-0.007632551064754455,-0.4955725771403738,-0.405448717948718,0.0
2018-09-25,-0.33297115227902424,-0.47465638072472427,1.0,-0.00760580214049003,-0.49559950019014504,-0.40555223556255765,0.0
2018-09-26,-0.33274466119654406,-0.47451502472422974,1.0,-0.006792370809107211,-0.49600608596424495,-0.4068358419822855,0.0
2018-09-27,-0.33546950524086244,-0.4680388855699778,1.0,-0.008743822299462337,-0.496334111768859,-0.40688643892901755,0.0
2018-09-28,-0.33207989318510045,-0.47548979536227143,1.0,-0.009428049810621543,-0.49854219461020743,-0.40932995449467285,0.0
2018-10-01,-0.3328653232022905,-0.4896211870939324,1.0,-0.009938332782733178,-0.5039918511177184,-0.41658407664354147,0.0
2018-10-02,-0.33396657581013744,-0.47966741003826996,1.0,-0.013711076236887752,-0.5064287877536412,-0.41945431017868456,0.0
2018-10-03,-0.33369122343354257,-0.4721121021913886,1.0,-0.012553683515031383,-0.5096630327056492,-0.42498072899460415,0.0
2018-10-04,-0.3345624656026417,-0.4700055035773253,1.0,-0.013015960374243258,-0.5106219042377546,-0.42361034672537146,0.0
2018-10-05,-0.3212056210983692,-0.4633831092044111,1.0,-0.0,-0.525479195885928,-0.4399801996534939,0.0
2018-10-08,-0.3184589191564148,-0.4600175746924429,1.0,-0.0,-0.5283941124780317,-0.4391750878734622,0.0
2018-10-09,-0.3168950273209039,-0.45978747357148736,1.0,-0.0,-0.5289272083253247,-0.4402097806090227,0.0
2018-10-10,-0.31710999478437507,-0.4593593016552746,1.0,-0.0,-0.5291114222185621,-0.43951247632380797,0.0
2018-10-11,-0.2676041305333938,-0.4447794647383729,1.0,-0.0,-0.5121274381620727,-0.44379219254476077,0.0
2018-10-12,-0.26762164019346146,-0.4377196923646166,1.0,-0.0,-0.5041361630150382,-0.433411739831382,0.0
2018-10-15,-0.25534495030712046,-0.44684048190230147,1.0,-0.0,-0.5013312946510954,-0.4327103050114676,0.0
2018-10-16,-0.2490755414685684,-0.45956154252509246,1.0,-0.0,-0.5007131537242472,-0.431986265187533,0.0
2018-10-17,-0.23856464820320242,-0.4385594325353361,1.0,-0.0,-0.49663589422625565,-0.43404787983101234,0.0
2018-10-18,-0.2379188942495762,-0.4372408397444256,1.0,-0.0,-0.4983700612856956,-0.43437214760725,0.0
2018-10-19,-0.2261880111812817,-0.42646754322393626,1.0,-0.0,-0.5012941298271043,-0.43430996997618804,0.0
2018-10-22,-0.2266854225278733,-0.41468688131707826,1.0,-0.0,-0.5158382827967073,-0.44777013650098985,0.0
2018-10-23,-0.22984942426926486,-0.41502110144323456,1.0,-0.0,-0.5135987078622415,-0.4466732662950034,0.0
2018-10-24,-0.22868146451898305,-0.412683129927919,1.0,-0.0,-0.5138307007728538,-0.4470321892320903,0.0
2018-10-25,-0.20076975666573824,-0.3766996682956474,1.0,-0.0,-0.529081102980275,-0.42554376724989235,0.0
2018-10-26,-0.1809266915397802,-0.37130684682867804,1.0,-0.0,-0.5457295553090653,-0.42298578199052134,0.0
2018-10-29,-0.1710334788937409,-0.3728103197309642,1.0,-0.0,-0.5415600060231893,-0.42423329819806255,0.0
2018-10-30,-0.15324021643387442,-0.3762677740027684,1.0,-0.0,-0.545312696615075,-0.44185227129734495,0.0
2018-10-31,-0.15287797003480805,-0.3796852141451849,1.0,-0.0,-0.5464864046814306,-0.44327296574685976,0.0
2018-11-01,-0.13434756282167726,-0.39602886265011605,1.0,-0.0,-0.5474568574023615,-0.4451256433545262,0.0
2018-11-02,-0.13762296727564746,-0.3789399718931941,1.0,-0.0,-0.5514454928729171,-0.4415278056615138,0.0
2018-11-05,-0.13950800311581274,-0.3751539060733221,1.0,-0.0,-0.5519260245747167,-0.4461642837399804,0.0
2018-11-06,-0.1341130702773708,-0.3739958571212044,1.0,-0.0,-0.5607538018491386,-0.45728287778507554,0.0
2018-11-07,-0.1341484980926155,-0.374024202309072,1.0,-0.0,-0.5608215648131774,-0.4573175353055604,0.0
2018-11-08,-0.11744066564747752,-0.37337410089972684,1.0,-0.0,-0.5549484975313902,-0.4604145259517306,0.0
2018-11-09,-0.1165170286402167,-0.3740532677935497,1.0,-0.0,-0.55672869539048,-0.46060089281235894,0.0
2018-11-12,-0.1159565163063851,-0.36551293265025614,1.0,-0.0,-0.5590403598650506,-0.4585530426090216,0.0
2018-11-13,-0.10085012516420055,-0.36007633776984654,1.0,-0.0,-0.5615287381961485,-0.45604381986269116,0.0
2018-11-14,-0.1002356443011286,-0.3612303112985241,1.0,-0.0,-0.5620736698499318,-0.45690189755674065,0.0
2018-11-15,-0.09957642862450769,-0.36095216863590196,1.0,-0.0,-0.5632756186371405,-0.4532461420326472,0.0
2018-11-16,-0.09776591538157374,-0.3557730328192962,1.0,-0.0,-0.5620057334914986,-0.45578786081455125,0.0
2018-11-19,-0.09658037237593649,-0.35655119550972975,1.0,-0.0,-0.5631135177904705,-0.4563706945577727,0.0
2018-11-20,-0.0743244904482089,-0.3503798588744376,1.0,-0.0,-0.566444570107934,-0.46750915840975593,0.0
2018-11-21,-0.07475310452723184,-0.3461425638017014,1.0,-0.0,-0.5654884130243474,-0.45812555001466704,0.0
2018-11-23,-0.07706071227235962,-0.3304982965268756,1.0,-0.0,-0.5791073310620358,-0.4643741268168337,0.0
2018-11-26,-0.07634616798607878,-0.33484473419769123,1.0,-0.0,-0.5773387907159139,-0.46241513688389996,0.0
2018-11-27,-0.06794480400537306,-0.3395774819880327,1.0,-0.0,-0.5752839174502382,-0.4594700207595555,0.0
2018-11-28,-0.07096174087582306,-0.33042860989401024,1.0,-0.0,-0.5822338628742075,-0.4641519594644212,0.0
2018-11-29,-0.05050064247096759,-0.3231022862268771,1.0,-0.0,-0.581521080320993,-0.46931898077435935,0.0
2018-11-30,-0.05075662042875158,-0.32379474245804635,1.0,-0.0,-0.5834222524008148,-0.46709186148026,0.0
2018-12-03,-0.05015028117122358,-0.32380744618964513,1.0,-0.0,-0.5831636610432422,-0.46676847004072136,0.0
2018-12-04,-0.04660217654171705,-0.32452237001209194,1.0,-0.0,-0.5815477629987909,-0.4657315598548972,0.0
2018-12-06,-0.04262449846589568,-0.27741326410195893,1.0,-0.0,-0.5907009676658013,-0.44944536228463533,0.0
2018-12-07,-0.04304221629657597,-0.2771078651155108,1.0,-0.0,-0.5908629681194988,-0.44875758076314987,0.0
2018-12-10,-0.0282259950423273,-0.2773022777232122,1.0,-0.0,-0.5929797483747252,-0.44004022262756654,0.0
2018-12-11,-0.03269640058937718,-0.2759782023996071,1.0,-0.0,-0.5941015506232898,-0.436022171808125,0.0
2018-12-12,-0.03467247272557007,-0.27632626305192676,1.0,-0.0,-0.5956126796834762,-0.43454136816968675,0.0
2018-12-13,-0.03503676987212515,-0.2769450559745187,1.0,-0.0,-0.5951566818117945,-0.4348681437069652,0.0
2018-12-14,-0.03827784801236128,-0.2682726974762373,1.0,-0.0,-0.5998501662218476,-0.4347520719202135,0.0
2018-12-17,-0.04102407372578522,-0.2701946586420914,1.0,-0.0,-0.6078145570810607,-0.4319164942636825,0.0
2018-12-18,-0.04176037499112237,-0.2767216685211051,1.0,-0.0,-0.6147581733386994,-0.43412797992471763,0.0
2018-12-19,-0.03971298664393294,-0.27758833001799754,1.0,-0.0,-0.6160367528653974,-0.4347826086956522,0.0
2018-12-20,-0.04065600227844496,-0.2805335358617743,1.0,-0.0,-0.6157734845967627,-0.43641714529833386,0.0
2018-12-21,-0.038523540846806696,-0.2796453463562657,1.0,-0.0,-0.6173960457066996,-0.43511450381679395,0.0
2018-12-24,-0.027976148389073512,-0.2675292842159844,1.0,-0.0,-0.6160644841971293,-0.4453086332461288,0.0
2018-12-26,-0.026274897584404575,-0.2669868625512078,1.0,-0.0,-0.6164712530018365,-0.44464849084145597,0.0
2018-12-27,-0.010602652958186074,-0.25182448248955797,1.0,-0.0,-0.5848212236654886,-0.44769816863267087,0.0
2018-12-28,-0.010604113110539845,-0.25160668380462725,1.0,-0.0,-0.5851083363936834,-0.44794344473007713,0.0
2018-12-31,-0.011753632836711738,-0.2501319988062717,1.0,-0.0,-0.5852712288514956,-0.44847455292578225,0.0
2019-01-02,-0.009702279921097299,-0.24991972108812333,1.0,-0.0,-0.5843387311344557,-0.4497224643332263,0.0
2019-01-03,-0.025810920004617342,-0.2502828119589057,1.0,-0.0,-0.6056562391781138,-0.4269190811497172,0.0
2019-01-04,-0.0,-0.2608885618359932,1.0,-0.0,-0.6006760796578209,-0.43800303545968816,0.0
2019-01-07,-0.0,-0.23994568292406926,1.0,-0.0,-0.5982346950322508,-0.4250311191580853,0.0
2019-01-08,-0.0,-0.23538850969579173,1.0,-0.0,-0.6008000723229219,-0.42390272567011705,0.0
2019-01-09,-0.0,-0.23805968460824906,1.0,-0.0,-0.6013258218511731,-0.423086495169574,0.0
2019-01-10,-0.0,-0.23615476809660568,1.0,-0.0,-0.6031071210510843,-0.42210714366477464,0.0
2019-01-11,-0.0,-0.23865610686161692,1.0,-0.0,-0.6006678851057109,-0.4170671720932332,0.0
2019-01-14,-0.0,-0.2426419100539857,1.0,-0.0,-0.6045944297621468,-0.4115560976711617,0.0
