Date,APLS,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-2.117712847756186,-4.447504543548162,-0.1017754788200755,-3.236264504403747,-3.0768908150426397,0.0
2018-09-25,1.0,-2.117433244792395,-4.4496015657765975,-0.09869984621836993,-3.2371033132951212,-3.077170418006431,0.0
2018-09-26,1.0,-2.1184210526315788,-4.454787234042553,-0.093505039193729,-3.2434210526315788,-3.0874860022396415,0.0
2018-09-27,1.0,-2.1230618801508587,-4.425897471713927,-0.09931554686408717,-3.2383014387484286,-3.0817153233691856,0.0
2018-09-28,1.0,-2.1301833568406203,-4.483779971791256,-0.10282087447108602,-3.2727785613540195,-3.1148095909732016,0.0
2018-10-01,1.0,-2.1311776334368826,-4.490821801750918,-0.10392544478960747,-3.275769556622423,-3.118610561988139,0.0
2018-10-02,1.0,-2.1320914479254864,-4.471634208298052,-0.11148744002257974,-3.276601749929438,-3.1203782105560256,0.0
2018-10-03,1.0,-2.129423375158607,-4.441421119413506,-0.10855773297617369,-3.283941914563654,-3.135062737910616,0.0
2018-10-04,1.0,-2.1389123696816004,-4.419836573682727,-0.11214426599041984,-3.2948717948717947,-3.122569737954353,0.0
2018-10-05,1.0,-2.081039755351682,-4.372532666110647,-0.05129274395329441,-3.281623575201557,-3.114122880177926,0.0
2018-10-08,1.0,-2.0639679469466703,-4.345261121856867,-0.033572810168554845,-3.275490466979829,-3.097678916827853,0.0
2018-10-09,1.0,-2.060124395300622,-4.348721492743608,-0.021423635107118175,-3.2832066344160333,-3.1082239115411197,0.0
2018-10-10,1.0,-2.0615937025272753,-4.3431846430051095,-0.02361552271785665,-3.2825576577820743,-3.0992956773926252,0.0
2018-10-11,1.0,-1.7112473903966596,-4.201069937369519,-0.0,-3.090161795407098,-3.0454070981210855,0.0
2018-10-12,1.0,-1.7848814358705622,-4.252456439145814,-0.0,-3.064325953098389,-2.999475959648893,0.0
2018-10-15,1.0,-1.6937898711105324,-4.310766827236037,-0.0,-3.0303345918500195,-2.984116651477672,0.0
2018-10-16,1.0,-1.6866137634968128,-4.317028749837388,-0.0,-3.0256276831013404,-2.9798360868999616,0.0
2018-10-17,1.0,-1.5504861630516082,-4.074545001246571,-0.0,-2.9189728247319873,-2.9217152829718276,0.0
2018-10-18,1.0,-1.5489340481236753,-4.070689440219424,-0.0,-2.9244483231517266,-2.9232015958109963,0.0
2018-10-19,1.0,-1.5314200890648193,-4.036615536862939,-0.0,-2.9017812963879273,-2.9002968827313214,0.0
2018-10-22,1.0,-1.5302038295243978,-4.020382952439778,-0.0,-2.9021618282890675,-2.9005558987029034,0.0
2018-10-23,1.0,-1.534633905420422,-4.018891221138412,-0.0,-2.896777379923447,-2.896777379923447,0.0
2018-10-24,1.0,-1.528751233958539,-4.006293188548865,-0.0,-2.899802566633761,-2.9047384007897334,0.0
2018-10-25,1.0,-1.3336370885066635,-3.678323271443216,-0.0,-2.7332270190226673,-2.6457455291035425,0.0
2018-10-26,1.0,-1.2810690423162583,-3.5958797327394203,-0.0,-2.680512249443207,-2.5785077951002227,0.0
2018-10-29,1.0,-1.2065904804171752,-3.6373016753578167,-0.0,-2.64961721957173,-2.601464551203817,0.0
2018-10-30,1.0,-1.1928618931500776,-3.6353358457104856,-0.0,-2.6474174240744848,-2.6084016847705613,0.0
2018-10-31,1.0,-1.184873949579832,-3.5514569464149295,-0.0,-2.611480956018771,-2.565644439594019,0.0
2018-11-01,1.0,-1.149255353842809,-3.565496249592347,-0.0,-2.5994129796717034,-2.5566909446678987,0.0
2018-11-02,1.0,-1.1443133047210299,-3.47607296137339,-0.0,-2.589377682403433,-2.5199570815450643,0.0
2018-11-05,1.0,-1.1352133819429553,-3.4994638644649365,-0.0,-2.5887840446064767,-2.499356637357924,0.0
2018-11-06,1.0,-1.1464565240699045,-3.507773131767985,-0.0,-2.5806797469711587,-2.4867588720917766,0.0
2018-11-07,1.0,-1.1429183170966704,-3.50529921849909,-0.0,-2.5743496413660205,-2.482924740391821,0.0
2018-11-08,1.0,-1.0505996212918156,-3.4821165579633915,-0.0,-2.5181990321901955,-2.468651378077004,0.0
2018-11-09,1.0,-1.0498475128825324,-3.480492165317068,-0.0,-2.5184561993900516,-2.467451887685351,0.0
2018-11-12,1.0,-1.035863219349458,-3.432547956630525,-0.0,-2.5121976647206004,-2.444745621351126,0.0
2018-11-13,1.0,-0.9502482416218452,-3.4301820438560195,-0.0,-2.523789822093504,-2.439284236657013,0.0
2018-11-14,1.0,-0.9578794480755264,-3.4362485735034753,-0.0,-2.53428778918975,-2.4460006224712108,0.0
2018-11-15,1.0,-0.9518197935134007,-3.458441964751277,-0.0,-2.5495880696631557,-2.4687662947126916,0.0
2018-11-16,1.0,-0.9383036084612194,-3.430423060970552,-0.0,-2.5348403152218997,-2.4654707590211533,0.0
2018-11-19,1.0,-0.9326893113119352,-3.4392853433052877,-0.0,-2.543679235483536,-2.471901942453516,0.0
2018-11-20,1.0,-0.8131224971763014,-3.40527774925557,-0.0,-2.537734880377862,-2.511756853886436,0.0
2018-11-21,1.0,-0.8359685810466183,-3.3974293583596857,-0.0,-2.5401407732326837,-2.4274201774966846,0.0
2018-11-23,1.0,-0.8310520939734423,-3.40949948927477,-0.0,-2.5433094994892746,-2.4306435137895814,0.0
2018-11-26,1.0,-0.8297828758705448,-3.4385497746825067,-0.0,-2.543936911102007,-2.4295370749692746,0.0
2018-11-27,1.0,-0.7966239576977833,-3.443563148261135,-0.0,-2.521456172462884,-2.4071588366890384,0.0
2018-11-28,1.0,-0.7917436845348121,-3.5186896693366196,-0.0,-2.534709385910865,-2.4239063462723354,0.0
2018-11-29,1.0,-0.6914015304067659,-3.459222714458316,-0.0,-2.50130890052356,-2.416532420459122,0.0
2018-11-30,1.0,-0.6875693114225224,-3.4654703095070065,-0.0,-2.505192055650771,-2.4233289646133684,0.0
2018-12-03,1.0,-0.6819371727748691,-3.4643576318968985,-0.0,-2.502215062424486,-2.4200563834071684,0.0
2018-12-04,1.0,-0.7160024650780608,-3.509449465899753,-0.0,-2.5690221857025475,-2.4767871815940836,0.0
2018-12-06,1.0,-0.7031898734177215,-3.333367088607595,-0.0,-2.6493164556962028,-2.440708860759494,0.0
2018-12-07,1.0,-0.704131227217497,-3.333535844471446,-0.0,-2.6492507087889834,-2.438537869582827,0.0
2018-12-10,1.0,-0.6104883907125701,-3.3555844675740594,-0.0,-2.6531224979983987,-2.3887109687750203,0.0
2018-12-11,1.0,-0.6247496996395675,-3.3514217060472564,-0.0,-2.6577893472166596,-2.3779535442531037,0.0
2018-12-12,1.0,-0.6256882570827911,-3.3505856442086293,-0.0,-2.6572229452397638,-2.377515266793473,0.0
2018-12-13,1.0,-0.6247998398718976,-3.3378702962369897,-0.0,-2.6721377101681347,-2.3730984787830267,0.0
2018-12-14,1.0,-0.6495115318763219,-3.2951958908248566,-0.0,-2.7322993252089836,-2.3946016718702787,0.0
2018-12-17,1.0,-0.5924513149969886,-3.3002409154788195,-0.0,-2.697249548283477,-2.4484039349528204,0.0
2018-12-18,1.0,-0.5511335511335511,-3.259083259083259,-0.0,-2.6636966636966637,-2.425997425997426,0.0
2018-12-19,1.0,-0.537461546095068,-3.2709139624888364,-0.0,-2.6786742085938275,-2.4364394164930037,0.0
2018-12-20,1.0,-0.5309263095590411,-3.2487915556870868,-0.0,-2.6661734240899677,-2.4188615961329782,0.0
2018-12-21,1.0,-0.5119804400977995,-3.2438141809290952,-0.0,-2.661026894865526,-2.3632273838630806,0.0
2018-12-24,1.0,-0.43347131874630396,-3.205204021289178,-0.0,-2.7118076089099152,-2.5055194165188253,0.0
2018-12-26,1.0,-0.4152222329815048,-3.1972499273748425,-0.0,-2.6283528614311997,-2.4425292921468,0.0
2018-12-27,1.0,-0.23185465277137324,-3.083832887577239,-0.0,-2.4337360509084203,-2.4730240708291062,0.0
2018-12-28,1.0,-0.2132346136048126,-3.116242480333179,-0.0,-2.447200370198982,-2.4783896344285052,0.0
2018-12-31,1.0,-0.21536325775104118,-3.1138361869504863,-0.0,-2.4471078204534935,-2.47866728366497,0.0
2019-01-02,1.0,-0.20538440188731613,-3.114904246461282,-0.0,-2.444444444444444,-2.4867240262744006,0.0
2019-01-03,1.0,-0.21147980404843333,-3.1105462612071357,-0.0,-2.446898974027175,-2.474073389407524,0.0
2019-01-04,1.0,-0.10842598548194432,-3.1507856289626024,-0.0,-2.4203804098134705,-2.5090508131948916,0.0
2019-01-07,1.0,-0.0376108175875347,-3.0607146055341627,-0.0,-2.407002776036536,-2.449628369302409,0.0
