Date,BZH,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.6087994034302759,-1.4837186179468058,-0.038627889634601044,-0.9235396470295799,-0.9167785234899328,0.0
2018-09-25,1.0,-0.6099185052673425,-1.4819121447028423,-0.040896442059232756,-0.9219837010534685,-0.9144802226197575,0.0
2018-09-26,1.0,-0.6105148081892268,-1.4825581395348837,-0.04218843172331544,-0.9215861657722123,-0.9123931623931624,0.0
2018-09-27,1.0,-0.6110062580709249,-1.4798351047978544,-0.042912486341511874,-0.9211284394556473,-0.9118903347571273,0.0
2018-09-28,1.0,-0.607253009650781,-1.4863695154710974,-0.044323947865883985,-0.9227440055715849,-0.9138891652571883,0.0
2018-10-01,1.0,-0.6098277407149258,-1.485014437916957,-0.04425968336154536,-0.9248730459026187,-0.9146171462710345,0.0
2018-10-02,1.0,-0.6154306817047609,-1.458029743487374,-0.05539474997504741,-0.9357720331370397,-0.925890807465815,0.0
2018-10-03,1.0,-0.6229144614143858,-1.4416049196028025,-0.051514693280911336,-0.9632541962800544,-0.9613387771561066,0.0
2018-10-04,1.0,-0.6270972943014057,-1.4336675568095933,-0.052703179321811865,-0.9684083236761224,-0.9566685141331184,0.0
2018-10-05,1.0,-0.6163386222132958,-1.4324663587065676,-0.03675436834705764,-0.9731371761397871,-0.962392046595702,0.0
2018-10-08,1.0,-0.6136956085823141,-1.4284640064166834,-0.030579506717465413,-0.9783436936033688,-0.9620012031281331,0.0
2018-10-09,1.0,-0.6104692052647444,-1.4328343213101578,-0.01858736059479554,-0.9876419170099467,-0.9740781673867176,0.0
2018-10-10,1.0,-0.6101115690019098,-1.4346165443763192,-0.0169866318222937,-0.9882400241230276,-0.9756256910242236,0.0
2018-10-11,1.0,-0.5133434161096745,-1.4263062887251792,-0.0,-0.9541396301897838,-0.9849246231155778,0.0
2018-10-12,1.0,-0.5149048880327474,-1.4189260775343127,-0.0,-0.9269925355164941,-0.954972309174091,0.0
2018-10-15,1.0,-0.45696910727316953,-1.504986621260034,-0.0,-0.9299440525419604,-0.9730965701775723,0.0
2018-10-16,1.0,-0.44884536685179777,-1.5220208516028453,-0.0,-0.928919419273117,-0.9720841859105526,0.0
2018-10-17,1.0,-0.4238896075894782,-1.4786066791241435,-0.0,-0.9165828182645777,-0.9722581572516888,0.0
2018-10-18,1.0,-0.4233219949216691,-1.4780817323815456,-0.0,-0.91716571647583,-0.9722608154074642,0.0
2018-10-19,1.0,-0.40083666096216014,-1.4678646130443052,-0.0,-0.9157159155733029,-0.9692907396843506,0.0
2018-10-22,1.0,-0.40511523595934534,-1.4830366941833277,-0.0,-0.9148255952664981,-0.968697809801021,0.0
2018-10-23,1.0,-0.401797237225754,-1.4854452464031356,-0.0,-0.9201281009511973,-0.9725156541274318,0.0
2018-10-24,1.0,-0.4075668876094634,-1.4888480332865643,-0.0,-0.9419904204364024,-0.9998064734626735,0.0
2018-10-25,1.0,-0.37039650063496543,-1.4405249047551856,-0.0,-0.9306241475001177,-0.9619491086966747,0.0
2018-10-26,1.0,-0.3430235266713254,-1.4228278593058468,-0.0,-0.9420917773119031,-0.9508036338225017,0.0
2018-10-29,1.0,-0.3015606018129147,-1.4600971871787685,-0.0,-0.933884683674423,-0.9769180450425194,0.0
2018-10-30,1.0,-0.3241249706365985,-1.4671834625322997,-0.0,-0.9400986610288935,-0.9666901573878317,0.0
2018-10-31,1.0,-0.3245745981009683,-1.4681301118736485,-0.0,-0.9405847513396633,-0.9672840086490551,0.0
2018-11-01,1.0,-0.3066779295133512,-1.4807827678445726,-0.0,-0.9387113426251819,-0.9666807452250223,0.0
2018-11-02,1.0,-0.31075660042914455,-1.4512081350872283,-0.0,-0.9432782908853439,-0.959371210000933,0.0
2018-11-05,1.0,-0.3072081312942932,-1.4604158895934354,-0.0,-0.9434446102200671,-0.9513241327862737,0.0
2018-11-06,1.0,-0.3034579439252336,-1.4582710280373832,-0.0,-0.950607476635514,-0.9605607476635514,0.0
2018-11-07,1.0,-0.30261373731706176,-1.4612147566278582,-0.0,-0.9500163650815916,-0.9618927385795109,0.0
2018-11-08,1.0,-0.2587519732565698,-1.4695886340421582,-0.0,-0.9393165567833597,-0.9752994707029436,0.0
2018-11-09,1.0,-0.26200893688326193,-1.4727704338112084,-0.0,-0.9409793334574568,-0.9788679947868181,0.0
2018-11-12,1.0,-0.260162224797219,-1.4517728852838934,-0.0,-0.9483198146002317,-0.9746929316338355,0.0
2018-11-13,1.0,-0.22917145351776114,-1.4508983962134094,-0.0,-0.9465557649005101,-0.9687514360553283,0.0
2018-11-14,1.0,-0.656260162601626,-1.876032520325203,-0.0,-1.5014634146341463,-1.4703739837398373,0.0
2018-11-15,1.0,-0.6561236467979653,-1.8814399373940263,-0.0,-1.5054128081387765,-1.4784791965566715,0.0
2018-11-16,1.0,-0.6528106120304702,-1.8764118728657735,-0.0,-1.5247570265300763,-1.5129366955608092,0.0
2018-11-19,1.0,-0.6482116932823017,-1.8892701596938102,-0.0,-1.5380097663983106,-1.5234261581100699,0.0
2018-11-20,1.0,-0.5660588506352445,-1.8830228424725168,-0.0,-1.5567770390362716,-1.5769863735106313,0.0
2018-11-21,1.0,-0.5614879365285816,-1.8657085257202315,-0.0,-1.5413279573388827,-1.5346946738635625,0.0
2018-11-23,1.0,-0.5620552327479271,-1.8822876542403866,-0.0,-1.544493046941307,-1.5399229614154208,0.0
2018-11-26,1.0,-0.5608465608465608,-1.8925468678555097,-0.0,-1.541838134430727,-1.5368737344045984,0.0
2018-11-27,1.0,-0.5404720109225668,-1.8999414862492685,-0.0,-1.5331902997204343,-1.5279240621546062,0.0
2018-11-28,1.0,-0.5472928897586432,-1.888454011741683,-0.0,-1.5482713633398566,-1.5392041748206133,0.0
2018-11-29,1.0,-0.4901885092967895,-1.862574792511098,-0.0,-1.5380557163996653,-1.5429453773402817,0.0
2018-11-30,1.0,-0.49133878549810034,-1.8655418893682787,-0.0,-1.5422757421598299,-1.5403438727542016,0.0
2018-12-03,1.0,-0.4877782066126335,-1.8652386465971955,-0.0,-1.5408465200051462,-1.5387237874694457,0.0
2018-12-04,1.0,-0.4719266760671709,-1.8698884758364314,-0.0,-1.5333931547237536,-1.5342263812331753,0.0
2018-12-06,1.0,-0.43480957697556133,-1.7632427738493985,-0.0,-1.5228879791589132,-1.4818260761692097,0.0
2018-12-07,1.0,-0.441340782122905,-1.7638733705772813,-0.0,-1.5241464928615769,-1.4779019242706395,0.0
2018-12-10,1.0,-0.38890935887988204,-1.7744411692458852,-0.0,-1.5250552689756816,-1.4525915008597394,0.0
2018-12-11,1.0,-0.3874454886063509,-1.7752595049444138,-0.0,-1.5244149622259073,-1.4550089060868496,0.0
2018-12-12,1.0,-0.3883053866470118,-1.7749523985013205,-0.0,-1.5244149622259073,-1.4543946932006633,0.0
2018-12-13,1.0,-0.3873282630029441,-1.767971050049068,-0.0,-1.52747791952895,-1.4506256133464182,0.0
2018-12-14,1.0,-0.3931351517008888,-1.7520073551946063,-0.0,-1.5342323015629789,-1.4500153233220963,0.0
2018-12-17,1.0,-0.3637195680029288,-1.7514796509854171,-0.0,-1.5151626090670571,-1.4712917200561353,0.0
2018-12-18,1.0,-0.3373946778202097,-1.7338910104867553,-0.0,-1.5121537249196821,-1.4783293932230104,0.0
2018-12-19,1.0,-0.34164089503365475,-1.733248438542235,-0.0,-1.5110060032745134,-1.4779576738827238,0.0
2018-12-20,1.0,-0.33695258776692,-1.7088309808179514,-0.0,-1.5179756303534804,-1.46827120279889,0.0
2018-12-21,1.0,-0.32573485302939414,-1.7104979004199161,-0.0,-1.5210557888422318,-1.441511697660468,0.0
2018-12-24,1.0,-0.3031997145236112,-1.6884144165576302,-0.0,-1.5095753538717733,-1.4462352801237064,0.0
2018-12-26,1.0,-0.2939552370322505,-1.6898314045702876,-0.0,-1.4718322269870177,-1.418786347882277,0.0
2018-12-27,1.0,-0.20386446373564832,-1.6207784934192102,-0.0,-1.365611873424811,-1.4104172500700085,0.0
2018-12-28,1.0,-0.19802977723049367,-1.6268330907869697,-0.0,-1.3648270457852905,-1.407533863203851,0.0
2018-12-31,1.0,-0.19819769394380385,-1.6270569797380499,-0.0,-1.36460315683421,-1.4073099742527704,0.0
2019-01-02,1.0,-0.1912960574280747,-1.6321013964443947,-0.0,-1.3673938646178005,-1.4174751836688912,0.0
2019-01-03,1.0,-0.18011511116126847,-1.6463153142986122,-0.0,-1.3702742354136104,-1.445999322875522,0.0
2019-01-04,1.0,-0.12136195078098663,-1.67125519721317,-0.0,-1.358073940892235,-1.4679177435666928,0.0
2019-01-07,1.0,-0.08522882981638805,-1.6254316251027678,-0.0,-1.3380652233488628,-1.4322280076733351,0.0
2019-01-08,1.0,-0.0834614539863826,-1.6323852405007686,-0.0,-1.3391170656709863,-1.4359213705249287,0.0
2019-01-09,1.0,-0.07988603364199222,-1.621281025697222,-0.0,-1.3378992931894143,-1.4400306832502328,0.0
2019-01-10,1.0,-0.07829044823613321,-1.6253909036045429,-0.0,-1.3394414879025622,-1.4432435398035883,0.0
2019-01-11,1.0,-0.0814936847885777,-1.6021416803953872,-0.0,-1.345689181768259,-1.462108731466227,0.0
