Date,FOXA,IWF,IWM,MTUM,SPY,VLUE,VXX
2019-11-08,1.0,-0.0,-0.08616823140370215,-0.8596677942909271,-0.9841119008704245,-0.8709947166368923,0.0
2019-11-11,1.0,-0.0,-0.08666084115345161,-0.8570722996846625,-0.9849169864366857,-0.8705216367159303,0.0
2019-11-12,1.0,-0.0,-0.08707214223302814,-0.8574250655320442,-0.9842343197963757,-0.870227557649204,0.0
2019-11-13,1.0,-0.0,-0.08920205675109502,-0.8590363740239954,-0.9865549419158254,-0.8739668634545801,0.0
2019-11-14,1.0,-0.0,-0.08998476770753999,-0.8528179741051028,-0.9872048743335873,-0.878027418126428,0.0
2019-11-15,1.0,-0.0,-0.09055597867479055,-0.8527418126428027,-0.9870144706778369,-0.8777227722772277,0.0
2019-11-18,1.0,-0.0,-0.09631771150334753,-0.8571591600730372,-0.9822732805842971,-0.8682668898356665,0.0
2019-11-19,1.0,-0.0,-0.08912375096079939,-0.8802843966179862,-0.9991160645657187,-0.87467332820907,0.0
2019-11-20,1.0,-0.0,-0.12539050296782256,-0.9365432677288348,-1.0101921274601686,-0.8328647297719464,0.0
2019-11-21,1.0,-0.0,-0.12622912439519274,-0.93573435305135,-1.0103012330263772,-0.829717496488216,0.0
2019-11-22,1.0,-0.0,-0.12399594478671137,-0.9317632379318411,-1.011502768462918,-0.8319815955704593,0.0
2019-11-25,1.0,-0.0,-0.12443941816480132,-0.9332761377373943,-1.0122840541278322,-0.8297391100885232,0.0
2019-11-26,1.0,-0.0,-0.08730869582148837,-0.9364071809649908,-1.0271428015109623,-0.8433739631605592,0.0
2019-11-27,1.0,-0.0,-0.08844385568456324,-0.9392581625496766,-1.027273435673654,-0.8411906802774098,0.0
2019-11-29,1.0,-0.0,-0.08300533884104283,-0.9415065663847862,-1.0271618409259187,-0.8452515490432952,0.0
2019-12-02,1.0,-0.0,-0.07893302180685359,-0.9406542056074767,-1.030646417445483,-0.8438473520249222,0.0
2019-12-03,1.0,-0.0,-0.06804619080833914,-0.9223823916918545,-1.0316980547159573,-0.8529799271487251,0.0
2019-12-04,1.0,-0.0,-0.06836746544849212,-0.9272192327048895,-1.0293445859626031,-0.8463861251984051,0.0
2019-12-05,1.0,-0.0,-0.06740660530590147,-0.9267538092659913,-1.0278443808492537,-0.8452703225307449,0.0
2019-12-06,1.0,-0.0,-0.06825476623225957,-0.9266792992768476,-1.0275726052824936,-0.844657566031169,0.0
2019-12-09,1.0,-0.0,-0.060208816705336426,-0.945630317092034,-1.0150812064965198,-0.8460556844547564,0.0
2019-12-10,1.0,-0.0,-0.05984757630856126,-0.9461874734032264,-1.016944562652327,-0.8456419977561995,0.0
2019-12-11,1.0,-0.0,-0.06265964857961143,-0.9460484557628299,-1.0167582630234537,-0.8447635265887452,0.0
2019-12-12,1.0,-0.0,-0.06157063197026022,-0.9469098513011152,-1.017812887236679,-0.8460734200743493,0.0
