Date,IWF,IWM,MTUM,SPY,SWCH,VLUE,VXX
2018-11-01,-0.8345407128368589,-1.91256157635468,-0.0,-1.893002028397566,1.0,-1.6041727035641844,0.0
2018-11-02,-0.8371577668167848,-1.8426620916434342,-0.0,-1.889556079776968,1.0,-1.579097862606334,0.0
2018-11-05,-0.8294050014371945,-1.8907013509629205,-0.0,-1.903061224489796,1.0,-1.5628054038516814,0.0
2018-11-06,-0.8276584977951275,-1.8960456878479,-0.0,-1.9210583387551505,1.0,-1.5842550422901756,0.0
2018-11-07,-0.8252868586274086,-1.8934112722811576,-0.0,-1.916792956628419,1.0,-1.5810781554449016,0.0
2018-11-08,-0.7552880848942383,-1.8901787621964248,-0.0,-1.8898226622035466,1.0,-1.586710348265793,0.0
2018-11-09,-0.7573078568373022,-1.8923427919577926,-0.0,-1.890988164836732,1.0,-1.5889776130044204,0.0
2018-11-12,-0.75063577281718,-1.857304323255157,-0.0,-1.8842187058491102,1.0,-1.5719836111896017,0.0
2018-11-13,-0.6871924645016168,-1.860185575706453,-0.0,-1.906930971460706,1.0,-1.57500351469141,0.0
2018-11-14,-0.6876317638791286,-1.859100491918482,-0.0,-1.9064652143359098,1.0,-1.5742094167252283,0.0
2018-11-15,-0.8878619335841649,-2.1707017830852284,-0.0,-2.1841158187469327,1.0,-1.9366105022084086,0.0
2018-11-16,-0.9124057346482142,-2.207259467970498,-0.0,-2.21015994033314,1.0,-1.9573216209496975,0.0
2018-11-19,-0.9277696855453689,-2.2979179162025534,-0.0,-2.30323022877217,1.0,-2.039328249507326,0.0
2018-11-20,-0.8300929839391378,-2.2614539306847,-0.0,-2.295688926458157,1.0,-2.0657650042265425,0.0
2018-11-21,-0.8182121136382572,-2.22819295176206,-0.0,-2.2661834541364656,1.0,-2.018662001166375,0.0
2018-11-23,-0.8183932873639611,-2.2052837085652572,-0.0,-2.2680900556617094,1.0,-2.0158677411315113,0.0
2018-11-26,-0.8194027360694027,-2.2324824824824825,-0.0,-2.2716883550216886,1.0,-2.0181848515181846,0.0
2018-11-27,-0.7914809311540367,-2.2234604589730886,-0.0,-2.2468218590061086,1.0,-1.9931484233118706,0.0
2018-11-28,-0.7904469690687453,-2.2550791939630153,-0.0,-2.249025624015258,1.0,-1.998009785222655,0.0
2018-11-29,-0.7101072473188171,-2.2048261293467664,-0.0,-2.219938251543711,1.0,-1.9899252518687034,0.0
2018-11-30,-0.7102697432564186,-2.2058823529411766,-0.0,-2.222375690607735,1.0,-1.9861878453038675,0.0
2018-12-03,-0.7046859746176375,-2.213228115847706,-0.0,-2.2274650178978197,1.0,-1.9899121379759193,0.0
2018-12-04,-0.6817444876783398,-2.221708819714656,-0.0,-2.21822308690013,1.0,-1.984597924773022,0.0
2018-12-06,-0.6296809986130374,-2.0353675450762827,-0.0,-2.1651255971644323,1.0,-1.8751733703190012,0.0
2018-12-07,-0.6371347058369958,-2.036086051353227,-0.0,-2.1667823270876703,1.0,-1.8706916493176036,0.0
2018-12-10,-0.5651345376934217,-2.0499275859440504,-0.0,-2.1723454531595396,1.0,-1.835124628401555,0.0
2018-12-11,-0.5521486465820461,-2.062624254473161,-0.0,-2.1757149411224956,1.0,-1.8558648111332008,0.0
2018-12-12,-0.5617364579331541,-2.0719170188244336,-0.0,-2.1895505186323474,1.0,-1.8602381867076452,0.0
2018-12-13,-0.560672346304398,-2.061862000153504,-0.0,-2.197098779645407,1.0,-1.8555529971601814,0.0
2018-12-14,-0.5625191776618595,-2.0576096962258363,-0.0,-2.196609389383246,1.0,-1.8543264805154955,0.0
2018-12-17,-0.5197921442763258,-2.0592235977380406,-0.0,-2.1718630597585205,1.0,-1.8908757450710683,0.0
2018-12-18,-0.4900188323917137,-2.022824858757062,-0.0,-2.1465160075329566,1.0,-1.8735969868173257,0.0
2018-12-19,-0.4925800376647834,-2.022071563088512,-0.0,-2.1453107344632767,1.0,-1.8729943502824857,0.0
2018-12-20,-0.4873570138470801,-1.995860927152318,-0.0,-2.1719596628537023,1.0,-1.8704846478025285,0.0
2018-12-21,-0.47302656191545084,-1.9979049756827534,-0.0,-2.1793490460157128,1.0,-1.8319491208380099,0.0
2018-12-24,-0.4201993157816451,-1.9508403986315632,-0.0,-2.180053547523427,1.0,-1.886062769596906,0.0
2018-12-26,-0.4123915919447303,-1.9673673379391445,-0.0,-2.1227399676613263,1.0,-1.847199764809643,0.0
2018-12-27,-0.3098755300232527,-1.8258788127479142,-0.0,-1.924155382300643,1.0,-1.7790999863219805,0.0
2018-12-28,-0.29904109589041095,-1.842054794520548,-0.0,-1.928972602739726,1.0,-1.7792465753424658,0.0
2018-12-31,-0.29958904109589046,-1.842054794520548,-0.0,-1.9286301369863015,1.0,-1.779109589041096,0.0
2019-01-02,-0.2945720535958436,-1.8392124692370797,-0.0,-1.9245283018867925,1.0,-1.7778917145200988,0.0
2019-01-03,-0.30523871320265006,-1.834096031691824,-0.0,-1.9301960248616898,1.0,-1.7606037838945425,0.0
2019-01-04,-0.2418459872783868,-1.8477466504263096,-0.0,-1.906347272973339,1.0,-1.770875625930437,0.0
2019-01-07,-0.19776046100451836,-1.7706764455503894,-0.0,-1.8700150612271624,1.0,-1.7099076681291336,0.0
2019-01-08,-0.20040446213060212,-1.7503424880944614,-0.0,-1.8715506556200663,1.0,-1.701219909974558,0.0
2019-01-09,-0.19933554817275745,-1.7445117581916485,-0.0,-1.8692593316396324,1.0,-1.701126962412872,0.0
2019-01-10,-0.20194124161292423,-1.7383883786072567,-0.0,-1.8749267148719952,1.0,-1.69891212298873,0.0
2019-01-11,-0.20343745915566594,-1.7231080904456937,-0.0,-1.887269637955823,1.0,-1.7213436152136978,0.0
2019-01-14,-0.2165871511665904,-1.7209332723351414,-0.0,-1.8847787726292398,1.0,-1.7132867132867131,0.0
2019-01-15,-0.21280775275013097,-1.7162781561026716,-0.0,-1.8849528548978525,1.0,-1.7338920900995285,0.0
2019-01-16,-0.198979925456091,-1.7177793761851825,-0.0,-1.8784411168508468,1.0,-1.7437389655397895,0.0
2019-01-17,-0.20432425370696977,-1.7101051668952902,-0.0,-1.8750408256581097,1.0,-1.7426350512770266,0.0
2019-01-18,-0.22333619154409343,-1.7052964844007652,-0.0,-1.8819339093727327,1.0,-1.785304399445947,0.0
2019-01-22,-0.0,-1.7960760185944766,-0.0,-2.1687175280284388,1.0,-1.8714109926168991,0.0
2019-01-23,-0.0,-1.6955489211561947,-0.0,-2.1691545664269234,1.0,-1.9204776767539693,0.0
2019-01-24,-0.0,-1.6970951540654269,-0.0,-2.168589656576626,1.0,-1.9213384009773313,0.0
2019-01-25,-0.0,-1.6076292384658144,-0.0,-2.318301834352418,1.0,-2.022373540856031,0.0
2019-01-28,-0.0,-1.5731554814506044,-0.0,-2.354731137974156,1.0,-2.019452549673475,0.0
2019-01-29,-0.0,-1.5709610027855154,-0.0,-2.358844011142061,1.0,-2.033983286908078,0.0
2019-01-30,-0.0,-1.5699930216329379,-0.0,-2.3622470341939983,1.0,-2.0461270062805306,0.0
2019-01-31,-0.0,-1.5985748218527316,-0.0,-2.307321503423222,1.0,-2.0803409249685623,0.0
2019-02-01,-0.0,-1.5959454736106256,-0.0,-2.3198182453687517,1.0,-2.0747291156938132,0.0
2019-02-04,-0.0,-1.6011173184357543,-0.0,-2.3108938547486035,1.0,-2.0712290502793294,0.0
2019-02-05,-0.0,-1.5854169576756532,-0.0,-2.3015085905852772,1.0,-2.0973599664757647,0.0
2019-02-06,-0.0,-1.594074590449634,-0.0,-2.2866504008365283,1.0,-2.090414778668526,0.0
2019-02-07,-0.0,-1.5847375017407046,-0.0,-2.2817852666759504,1.0,-2.0962957805319595,0.0
2019-02-08,-0.0,-1.5893243904143084,-0.0,-2.3033605812897364,1.0,-2.0939705163138402,0.0
2019-02-11,-0.0,-1.5793016407236011,-0.0,-2.3172065628944045,1.0,-2.1150610012620947,0.0
2019-02-12,-0.0,-1.5976623010843543,-0.0,-2.326503309393043,1.0,-2.117025771018166,0.0
2019-02-13,-0.0,-1.6087017642510717,-0.0,-2.316581148520419,1.0,-2.1036058199198706,0.0
2019-02-14,-0.0,-1.552799831377784,-0.0,-2.3529122461884353,1.0,-2.12014332888358,0.0
2019-02-15,-0.0,-1.597716447184085,-0.0,-2.318436536845055,1.0,-2.088610254973382,0.0
2019-02-19,-0.0,-1.575791381955097,-0.0,-2.3188537163575513,1.0,-2.0778831404267186,0.0
2019-02-20,-0.0,-1.575432236475181,-0.0,-2.3190184049079754,1.0,-2.0771054099274955,0.0
2019-02-21,-0.0,-1.58402453474594,-0.0,-2.316024255942009,1.0,-2.0700494876977764,0.0
2019-02-22,-0.0,-1.5893281184522978,-0.0,-2.3158960748707917,1.0,-2.0789914792568793,0.0
2019-02-25,-0.0,-1.58915163848151,-0.0,-2.334713353448881,1.0,-2.0931864430566276,0.0
2019-02-26,-0.0,-1.5894197712762226,-0.0,-2.334526064688136,1.0,-2.0921911176594405,0.0
2019-02-27,-0.0,-1.585526777567207,-0.0,-2.340703305959149,1.0,-2.092721274654313,0.0
2019-02-28,-0.0,-1.5923531065504641,-0.0,-2.3453050323306157,1.0,-2.0907365757660954,0.0
2019-03-01,-0.0,-1.595680738048644,-0.0,-2.3168157674028516,1.0,-2.0766005032149844,0.0
2019-03-04,-0.0,-1.5835136455643188,-0.0,-2.315278844140434,1.0,-2.0809660082361976,0.0
2019-03-05,-0.0,-1.5692996571748408,-0.0,-2.3398866578045197,1.0,-2.0872455047925556,0.0
2019-03-06,-0.0,-1.5650378045365445,-0.0,-2.3501820218426213,1.0,-2.085620274432932,0.0
2019-03-07,-0.0,-1.5279637377963737,-0.0,-2.368410041841004,1.0,-2.0771966527196652,0.0
2019-03-08,-0.0,-1.5155668001967812,-0.0,-2.4201981868016023,1.0,-2.0922060580504604,0.0
2019-03-11,-0.0,-1.5313658397490735,-0.0,-2.441901910464785,1.0,-2.1553321927573426,0.0
2019-03-12,-0.0,-1.4774039849841178,-0.0,-2.4947300028876693,1.0,-2.247040138608143,0.0
2019-03-13,-0.0,-1.5432219301539618,-0.0,-2.6252346977093506,1.0,-2.341945174615096,0.0
2019-03-14,-0.0,-1.5477971737323357,-0.0,-2.648076777752588,1.0,-2.360991460742084,0.0
2019-03-15,-0.0,-1.5543645897594078,-0.0,-2.7296421961752007,1.0,-2.4272825416409627,0.0
2019-03-18,-0.0,-1.5988335925349921,-0.0,-2.73646967340591,1.0,-2.440824261275272,0.0
2019-03-19,-0.0,-1.4629696142518498,-0.0,-2.471086847209252,1.0,-2.2493355362402125,0.0
2019-03-20,-0.0,-1.4669886117918407,-0.0,-2.4784488972178176,1.0,-2.262289173994522,0.0
2019-03-21,-0.0,-1.4609358154244232,-0.0,-2.5001796880615252,1.0,-2.2264069575217422,0.0
2019-03-22,-0.0,-1.4563772930810341,-0.0,-2.544128268091868,1.0,-2.221796908854543,0.0
2019-03-25,-0.0,-1.309645753307725,-0.0,-2.585431782614881,1.0,-2.2183098591549295,0.0
2019-03-26,-0.0,-1.324486301369863,-0.0,-2.5702054794520546,1.0,-2.2400114155251143,0.0
2019-03-27,-0.0,-1.3016811511611341,-0.0,-2.581778031058555,1.0,-2.2401339222111414,0.0
2019-03-28,-0.0,-1.284367245657568,-0.0,-2.555902162353775,1.0,-2.249415101028004,0.0
2019-03-29,-0.0,-1.2780494719682474,-0.0,-2.5555319299737755,1.0,-2.2541640087887163,0.0
2019-04-01,-0.0,-1.2892462453952962,-0.0,-2.5477472371776706,1.0,-2.247166336072542,0.0
2019-04-02,-0.0,-1.3061988138943803,-0.0,-2.5512567071448746,1.0,-2.2027675797797235,0.0
2019-04-03,-0.0,-1.306595113684508,-0.0,-2.555076966530151,1.0,-2.199477474932919,0.0
2019-04-04,-0.0,-1.3084489102745542,-0.0,-2.5471978488536653,1.0,-2.220421737899802,0.0
2019-04-05,-0.0,-1.2998793384910214,-0.0,-2.5681027752147068,1.0,-2.2297537085669674,0.0
2019-04-08,-0.0,-1.2907479617157036,-0.0,-2.5691598723856783,1.0,-2.2297766749379653,0.0
2019-04-09,-0.0,-1.2821260851003273,-0.0,-2.605236943219013,1.0,-2.228120108154262,0.0
2019-04-10,-0.0,-1.2641187753072387,-0.0,-2.6188108261703484,1.0,-2.2208567166299638,0.0
2019-04-11,-0.0,-1.2414724275156337,-0.0015633882888004547,-2.649090392268334,1.0,-2.2141841955656623,0.0
2019-04-12,-0.0,-1.2392184724689166,-0.0008525754884547071,-2.6463232682060394,1.0,-2.218472468916519,0.0
2019-04-15,-0.0,-1.2386524822695038,-0.0,-2.63645390070922,1.0,-2.2171631205673763,0.0
2019-04-16,-0.0,-1.2423038728897715,-0.0,-2.635267413817563,1.0,-2.215633423180593,0.0
2019-04-17,-0.0,-1.2107314998582364,-0.022398639070031187,-2.6453785086475756,1.0,-2.209597391550893,0.0
2019-04-18,-0.0,-1.2076983058056283,-0.005529169915644715,-2.6442191819664,1.0,-2.2313036081378037,0.0
2019-04-22,-0.0,-1.2134154979458847,-0.018132880011333053,-2.6248760447655477,1.0,-2.226306842328942,0.0
2019-04-23,-0.003044894490865316,-1.220648633338054,-0.025562951423311144,-2.6261860926214413,1.0,-2.2057074068828775,0.0
2019-04-24,-0.0,-1.19201076563496,-0.040937743466251154,-2.6236985622211204,1.0,-2.225936681068064,0.0
2019-04-25,-0.0,-1.175953494966681,-0.055508294342832845,-2.6302991634765354,1.0,-2.2273500638026373,0.0
2019-04-26,-0.0,-1.1589375754562887,-0.07570485050777644,-2.64618990128542,1.0,-2.220936013067254,0.0
2019-04-29,-0.0,-1.1611000568504832,-0.07127629334849346,-2.652217168845935,1.0,-2.2217168845935187,0.0
2019-04-30,-0.0,-1.1629608581373871,-0.07260069617105917,-2.6508489024650137,1.0,-2.217446899197272,0.0
2019-05-01,-0.0,-1.1570839808121072,-0.04763191676238092,-2.4467265725288834,1.0,-2.104790216877238,0.0
2019-05-02,-0.0,-1.1610724657256701,-0.03707705814817316,-2.4339839265212397,1.0,-2.121429053825893,0.0
2019-05-03,-0.0,-1.170715249662618,-0.03292847503373819,-2.4267206477732794,1.0,-2.1172739541160595,0.0
2019-05-06,-0.0,-1.1396708095398052,-0.04521330198186093,-2.423312059119919,1.0,-2.10990930466913,0.0
2019-05-07,-0.0,-1.1415328810371466,-0.055283132934775304,-2.412709075031907,1.0,-2.1077450124269497,0.0
2019-05-08,-0.0,-1.1175216522318454,-0.07281812125249833,-2.3774816788807462,1.0,-2.0944037308461025,0.0
2019-05-09,-0.0,-1.1127023246519683,-0.08346100046626256,-2.384533404382868,1.0,-2.0801305535202825,0.0
2019-05-10,-0.0,-1.1129860601614086,-0.0898419262322417,-2.391716134195958,1.0,-2.0753018075101712,0.0
2019-05-13,-0.0,-1.1015107341637953,-0.08196395441293401,-2.375033130135171,1.0,-2.067585475748741,0.0
2019-05-14,-0.0,-0.9673280423280424,-0.24543650793650792,-2.353769841269841,1.0,-2.047222222222222,0.0
2019-05-15,-0.0,-0.9769144515533276,-0.25433678517248204,-2.3514280060682013,1.0,-2.013191741969527,0.0
2019-05-16,-0.0,-0.9781185958881472,-0.25946982217227477,-2.3577708732729556,1.0,-2.0153368149666164,0.0
2019-05-17,-0.0,-0.9546985405798059,-0.2809218780954897,-2.332959123027141,1.0,-2.0351317440401506,0.0
2019-05-20,-0.0,-0.9324724948942618,-0.29132353910007247,-2.331115356742868,1.0,-2.0331378878714013,0.0
2019-05-21,-0.0,-0.9351754154576628,-0.30598786599841726,-2.3202321287259298,1.0,-2.0332366130308626,0.0
2019-05-22,-0.0,-0.9179443311179839,-0.319207738369415,-2.3168388497729815,1.0,-2.026255181943805,0.0
2019-05-23,-0.0,-0.9165573340330623,-0.35410653371818424,-2.3051692469168197,1.0,-1.98412490160063,0.0
2019-05-24,-0.0,-0.8665139116202947,-0.3808837970540098,-2.305924713584288,1.0,-1.9933224222585924,0.0
2019-05-28,-0.0,-0.854215763288819,-0.38184079601990045,-2.3102251898402724,1.0,-1.99993453783713,0.0
2019-05-29,-0.0,-0.8670240585774057,-0.3856563807531381,-2.3124999999999996,1.0,-1.9724764644351462,0.0
2019-05-30,-0.0,-0.8631523940165916,-0.3803644914756026,-2.311973349010386,1.0,-1.976615063034816,0.0
2019-05-31,-0.0,-0.8658217925267834,-0.38143454402926574,-2.311144499608048,1.0,-1.974065847922655,0.0
2019-06-03,-0.0,-0.8617690959828671,-0.40774871828152376,-2.2998247777273018,1.0,-1.920371211629567,0.0
2019-06-04,-0.0,-0.8582646505289117,-0.4148874034655072,-2.3072230514634304,1.0,-1.909338698163411,0.0
2019-06-05,-0.0,-0.8295153900754985,-0.4661547396270246,-2.33890430405885,1.0,-1.8182874104665419,0.0
2019-06-06,-0.0,-0.8486392364246099,-0.44666580678447054,-2.323294208693409,1.0,-1.8304527279762675,0.0
2019-06-07,-0.0,-0.8634838709677418,-0.4543870967741936,-2.3081290322580648,1.0,-1.8255483870967741,0.0
2019-06-10,-0.0,-0.8677350839930488,-0.451116689193538,-2.2903391903198815,1.0,-1.8270579906030766,0.0
2019-06-11,-0.0,-0.8749595704767449,-0.4923992496280483,-2.2796429264506113,1.0,-1.8217866614916876,0.0
2019-06-12,-0.0,-0.8810108583247156,-0.49424767321613233,-2.2721044467425027,1.0,-1.8159255429162358,0.0
2019-06-13,-0.0,-0.9145748200038917,-0.5246156839852111,-2.2572484919244986,1.0,-1.7899721087111629,0.0
2019-06-14,-0.0,-0.8978002725326066,-0.5488287586788658,-2.2692881707871,1.0,-1.7729543832327557,0.0
2019-06-17,-0.0,-0.888268519119652,-0.5535285334025839,-2.2795559306628577,1.0,-1.7708238654807504,0.0
2019-06-18,-0.0,-0.8977324410369696,-0.5512312390358002,-2.2808784354492886,1.0,-1.7674615034760575,0.0
2019-06-19,-0.0,-0.8844807467911319,-0.5722157396603137,-2.2789446389213013,1.0,-1.7469207830934785,0.0
2019-06-20,-0.0,-0.8965338179929897,-0.5666623393483059,-2.2782682071920033,1.0,-1.7495131766844085,0.0
2019-06-21,-0.0,-0.9120993433456862,-0.5634874195435927,-2.268838176971588,1.0,-1.7571029191860086,0.0
2019-06-24,-0.0,-0.8925452886745732,-0.5695295190929233,-2.2673660888830964,1.0,-1.7869803206047175,0.0
2019-06-25,-0.0,-0.8799921819011011,-0.5732621017655873,-2.272591048276761,1.0,-1.7893022346732688,0.0
2019-06-26,-0.0,-0.8774925061905382,-0.5549328815326469,-2.2566141013945,1.0,-1.8273165645770884,0.0
2019-06-27,-0.0,-0.8709024422097427,-0.5797309651299465,-2.2615907013190544,1.0,-1.817748465456445,0.0
2019-06-28,-0.0,-0.8458428431692208,-0.5887186175415716,-2.270687968699055,1.0,-1.8157808933811541,0.0
2019-07-01,-0.0,-0.8344513187886682,-0.5958319765548682,-2.2825138391403454,1.0,-1.7997394985346793,0.0
2019-07-02,-0.0,-0.8411293995185738,-0.5862988745039359,-2.2769501008392425,1.0,-1.8013792206102401,0.0
2019-07-03,-0.0,-0.8362192422861605,-0.5907433927873974,-2.28108319229267,1.0,-1.801458143470902,0.0
2019-07-05,-0.0,-0.8155415502566435,-0.5973620947306868,-2.2809434084854785,1.0,-1.803456565525307,0.0
2019-07-08,-0.0,-0.8113121582921115,-0.6004946628482166,-2.288271283519917,1.0,-1.8086435824004168,0.0
2019-07-09,-0.0,-0.8029505426658867,-0.5990771430428283,-2.2860856567232077,1.0,-1.810814323779814,0.0
2019-07-10,-0.0,-0.8000910154726303,-0.5999219867377453,-2.290079313483292,1.0,-1.8110128721882717,0.0
2019-07-11,-0.0,-0.7973052138254247,-0.6083447243376945,-2.293953003970579,1.0,-1.8096074985354422,0.0
2019-07-12,-0.0,-0.801614162978391,-0.6084353033064306,-2.2940640458214006,1.0,-1.8046732621713097,0.0
2019-07-15,-0.0,-0.8355228928199792,-0.6363813735691988,-2.2717221644120706,1.0,-1.760015608740895,0.0
2019-07-16,-0.0,-0.8366127670627963,-0.6268588869407106,-2.264952269627898,1.0,-1.7655042535229561,0.0
2019-07-17,-0.0,-0.8497402597402598,-0.6211688311688311,-2.2631168831168833,1.0,-1.7594805194805194,0.0
2019-07-18,-0.0,-0.8490272373540856,-0.6232814526588846,-2.264721141374838,1.0,-1.7481193255512322,0.0
2019-07-19,-0.0,-0.8531205397690411,-0.6298819255222525,-2.2614506292980407,1.0,-1.7431555728558452,0.0
2019-07-22,-0.0,-0.8433484750162232,-0.6204412719013628,-2.2631408176508763,1.0,-1.7623621025308243,0.0
2019-07-23,-0.0,-0.8484750162232317,-0.6207657365347178,-2.2606099935107076,1.0,-1.7594419208306296,0.0
2019-07-24,-0.0,-0.8465327284510695,-0.6283214517174336,-2.2559948152948803,1.0,-1.7500324044069995,0.0
2019-07-25,-0.0,-0.8293976838972633,-0.63544025360678,-2.2655754674257618,1.0,-1.7390826162903537,0.0
2019-07-26,-0.0,-0.8114230396902227,-0.6315585672797677,-2.270087124878993,1.0,-1.740626008389803,0.0
2019-07-29,-0.0,-0.7780354267310788,-0.629243156199678,-2.269243156199678,1.0,-1.7647665056360708,0.0
2019-07-30,-0.0,-0.775370728562218,-0.635912314635719,-2.265183752417795,1.0,-1.7709864603481624,0.0
2019-07-31,-0.0,-0.6900983030369597,-0.3976055796584107,-1.9437640727112964,1.0,-1.4603218188807732,0.0
2019-08-01,-0.0,-0.7079389396509275,-0.3791650708540789,-1.9394867866717735,1.0,-1.4448213601794608,0.0
2019-08-02,-0.0,-0.688019693654267,-0.4005470459518599,-1.9357221006564553,1.0,-1.4461159737417943,0.0
2019-08-05,-0.0,-0.6819151846785225,-0.3847879616963064,-1.9508071135430918,1.0,-1.454500683994528,0.0
2019-08-06,-0.0,-0.672858450438809,-0.36256932105744893,-1.9001776772734615,1.0,-1.4485543530931997,0.0
2019-08-07,-0.0,-0.662992294520548,-0.33422517123287676,-1.8943707191780823,1.0,-1.4594392123287672,0.0
2019-08-08,-0.0,-0.6537516032492517,-0.32716973065412563,-1.896483539974348,1.0,-1.4667058572039333,0.0
2019-08-09,-0.0,-0.6356593260811886,-0.3159989387105333,-1.8812947731493765,1.0,-1.4734942955691164,0.0
2019-08-12,-0.0,-0.6193790149892934,-0.35733404710920774,-1.9278907922912207,1.0,-1.4486616702355462,0.0
2019-08-13,-0.0,-0.5999677349967736,-0.3574962357496236,-1.9507420950742098,1.0,-1.4692944719294472,0.0
2019-08-14,-0.0,-0.6154011154011154,-0.35194122694122687,-1.934309309309309,1.0,-1.4608537108537107,0.0
2019-08-15,-0.0,-0.6503996189064734,-0.37394802307733027,-1.9118721219499286,1.0,-1.3567458847192082,0.0
2019-08-16,-0.0,-0.656475201356507,-0.3720856295040272,-1.9057863501483678,1.0,-1.3645082662144978,0.0
2019-08-19,-0.0,-0.6194148093376993,-0.384018168374353,-1.9251082708355338,1.0,-1.35296292384071,0.0
2019-08-20,-0.0,-0.6146134061204136,-0.39793186709359085,-1.9050968453099573,1.0,-1.3314261718544957,0.0
2019-08-21,-0.0,-0.6190001573729214,-0.4305723128573677,-1.890783192571998,1.0,-1.3054083827309448,0.0
2019-08-22,-0.0,-0.6213169759882563,-0.4219356191674531,-1.8895879207297894,1.0,-1.309898290867149,0.0
2019-08-23,-0.0,-0.6226622662266226,-0.4183037351354183,-1.8858504898108857,1.0,-1.3118026088323118,0.0
2019-08-26,-0.0,-0.5907493540051679,-0.41317829457364336,-1.8828940568475452,1.0,-1.2810852713178293,0.0
2019-08-27,-0.0,-0.5863936455539509,-0.4055085619971116,-1.8776047039405819,1.0,-1.2883226738188571,0.0
2019-08-28,-0.0,-0.5627480286553626,-0.4239550584961088,-1.886770087099933,1.0,-1.2803690151007576,0.0
2019-08-29,-0.0,-0.5529175464798887,-0.43724571251995675,-1.893958901993099,1.0,-1.2660040170984188,0.0
2019-08-30,-0.0,-0.5392076362516678,-0.445088781689418,-1.8957200041055116,1.0,-1.2519244585856513,0.0
2019-09-03,-0.0,-0.5504671937570592,-0.4597494609302803,-1.8862819591333813,1.0,-1.2374473765273641,0.0
2019-09-04,-0.0,-0.5322456518393105,-0.458108870760864,-1.893899748601919,1.0,-1.2463188138115027,0.0
2019-09-05,-0.0,-0.5481924630567061,-0.45584701130030164,-1.893593086874265,1.0,-1.2156261185253363,0.0
