Date,CENX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-10-22,1.0,-0.9441312578880943,-2.477997475809844,-0.047791333613798906,-1.9729070256626,-1.9712242322254943,0.0
2018-10-23,1.0,-0.9501515661839003,-2.4786965308184574,-0.05894240485011788,-1.9654765914449308,-1.9671606601549343,0.0
2018-10-24,1.0,-0.9479482004709048,-2.4762865792129163,-0.04641775983854692,-1.9680457450386815,-1.9703161789438277,0.0
2018-10-25,1.0,-0.8453220121755847,-2.3324255046459466,-0.013297020185837873,-1.9519384812560077,-1.8673502082665812,0.0
2018-10-26,1.0,-0.8068878754521153,-2.2851863500550404,-0.0,-1.939141374429942,-1.831734549457462,0.0
2018-10-29,1.0,-0.8881164635642431,-2.3456285270303425,-0.016193669747280606,-2.035658787928355,-1.892941850004089,0.0
2018-10-30,1.0,-0.8520197856553998,-2.3719703215169,-0.0,-2.062901896125309,-1.9571310799670238,0.0
2018-10-31,1.0,-0.8754433721026148,-2.3274766971871648,-0.0,-2.082240369545492,-1.96362286562732,0.0
2018-11-01,1.0,-0.8443822997203488,-2.345369304161869,-0.0,-2.075588090146406,-1.959697318637934,0.0
2018-11-02,1.0,-0.8457867017774852,-2.347021066491113,-0.0,-2.075707702435813,-1.960582620144832,0.0
2018-11-05,1.0,-0.848191543555782,-2.5141789777551367,-0.0,-2.1596196298183052,-1.968330786211581,0.0
2018-11-06,1.0,-0.8530335171828596,-2.5162494696648285,-0.0,-2.15451845566398,-1.9615613067458633,0.0
2018-11-07,1.0,-0.8505932203389831,-2.5144915254237286,-0.0,-2.150508474576271,-1.9588983050847457,0.0
2018-11-08,1.0,-0.7696534234995773,-2.543279797125951,-0.0,-2.1429416737109044,-1.9972104818258665,0.0
2018-11-09,1.0,-0.7696273134454491,-2.5422124566889206,-0.0,-2.142651905687484,-1.996450604242373,0.0
2018-11-12,1.0,-0.7627161322813497,-2.4994963908007386,-0.0,-2.1481450394493873,-1.9832130266912875,0.0
2018-11-13,1.0,-0.6998924642236745,-2.4786169244767975,-0.0,-2.1345024402349244,-1.959053685168335,0.0
2018-11-14,1.0,-0.7066777270841974,-2.4824554126918295,-0.0,-2.1422646204894233,-1.963832434674409,0.0
2018-11-15,1.0,-0.7021100537856847,-2.48158874637981,-0.0,-2.1438973934629706,-1.947124534546959,0.0
2018-11-16,1.0,-0.6935111989459816,-2.458909749670619,-0.0,-2.1341403162055337,-1.947957839262187,0.0
2018-11-19,1.0,-0.6878923026098448,-2.4691939213742984,-0.0,-2.1456062107697393,-1.9563098777667658,0.0
2018-11-20,1.0,-0.6012911661354907,-2.4444716842363325,-0.0,-2.1431723461632752,-1.983084089237558,0.0
2018-11-21,1.0,-0.6057816537467701,-2.424499354005168,-0.0,-2.1304102067183464,-1.9143249354005167,0.0
2018-11-23,1.0,-0.6058994197292069,-2.4085267569310123,-0.0,-2.1322533849129597,-1.9126370083816893,0.0
2018-11-26,1.0,-0.6040122462133419,-2.4173380599419914,-0.0,-2.127618433773767,-1.9077505639703514,0.0
2018-11-27,1.0,-0.5806296947418891,-2.4132171967396516,-0.0,-2.1086782803260347,-1.8884449416653348,0.0
2018-11-28,1.0,-0.5792717086834733,-2.430892356942777,-0.0,-2.1053221288515407,-1.8877150860344136,0.0
2018-11-29,1.0,-0.5144967392158404,-2.3866582855346903,-0.0,-2.0781802467195725,-1.8779759566276422,0.0
2018-11-30,1.0,-0.5119937082186394,-2.3897758552890287,-0.0,-2.0805348014156504,-1.88242233582383,0.0
2018-12-03,1.0,-0.5072702978857188,-2.3911027273441796,-0.0,-2.0800125756503967,-1.8813958971940579,0.0
2018-12-04,1.0,-0.49525899224198733,-2.391035185330303,-0.0,-2.0742104850717027,-1.8758717968811223,0.0
2018-12-06,1.0,-0.45985456748977427,-2.2382972276927737,-0.0,-2.0722617785184063,-1.8041205877897288,0.0
2018-12-07,1.0,-0.45041353668715384,-2.244631610896123,-0.0,-2.078761666287275,-1.814022308217619,0.0
2018-12-10,1.0,-0.3756777108433735,-2.272590361445783,-0.0,-2.097063253012048,-1.7847138554216868,0.0
2018-12-11,1.0,-0.3642054453578701,-2.280564145108982,-0.0,-2.0968398823440677,-1.800512859189984,0.0
2018-12-12,1.0,-0.36779354059764563,-2.280787805614247,-0.0,-2.0987775430123756,-1.7987473588892242,0.0
2018-12-13,1.0,-0.3670609508023808,-2.270925939877948,-0.0,-2.1027650116778425,-1.79333986287953,0.0
2018-12-14,1.0,-0.3754140319180969,-2.248419150858175,-0.0,-2.1118638964167418,-1.7922312556458897,0.0
2018-12-17,1.0,-0.33647798742138363,-2.2462563641808924,-0.0,-2.085429769392033,-1.8191075172207247,0.0
2018-12-18,1.0,-0.2988617642653887,-2.2337876291747794,-0.0,-2.103714242923469,-1.852104238430433,0.0
2018-12-19,1.0,-0.3012580500224652,-2.2329639059457844,-0.0,-2.102590983974839,-1.8515800509210725,0.0
2018-12-20,1.0,-0.2962275360166345,-2.2013961087182534,-0.0,-2.096168127135007,-1.8323926927075598,0.0
2018-12-21,1.0,-0.2806694190504276,-2.20008846947803,-0.0,-2.097685048658213,-1.7940135653199645,0.0
2018-12-24,1.0,-0.24806428049671292,-2.17027027027027,-0.0,-2.0842951059167274,-1.801972242512783,0.0
2018-12-26,1.0,-0.24357582338038364,-2.197032211364459,-0.0,-2.029895041621426,-1.7680057908070939,0.0
2018-12-27,1.0,-0.14076970570076147,-2.0953556973314122,-0.0,-1.87233312752967,-1.751663579611717,0.0
2018-12-28,1.0,-0.132003017211822,-2.1051909757937324,-0.0,-1.8722485085373382,-1.747925666872386,0.0
2018-12-31,1.0,-0.13140388176393938,-2.107468623551197,-0.0,-1.871888073520335,-1.747479596735478,0.0
2019-01-02,1.0,-0.1233196159122085,-2.1093964334705073,-0.0,-1.8708504801097392,-1.7550754458161864,0.0
2019-01-03,1.0,-0.12258197283577996,-2.1099602140211275,-0.0,-1.8706955686651119,-1.7564823706955688,0.0
2019-01-04,1.0,-0.05725762527233116,-2.129289215686274,-0.0,-1.8500816993464049,-1.7717184095860565,0.0
2019-01-07,1.0,-0.054371785451873614,-2.079487008215884,-0.0,-1.8153763943624341,-1.730345334313005,0.0
2019-01-08,1.0,-0.056543456543456536,-2.0602730602730603,-0.0,-1.81991341991342,-1.7233433233433233,0.0
2019-01-09,1.0,-0.045442377191808325,-2.0362735912193815,-0.0,-1.8429929059028243,-1.767835631106947,0.0
2019-01-10,1.0,-0.04365876523369492,-2.038703629302263,-0.0,-1.844047140752645,-1.7696531404848,0.0
2019-01-11,1.0,-0.045344781325462845,-2.0256909042125035,-0.0,-1.851422055272337,-1.7853501475717737,0.0
2019-01-14,1.0,-0.06685012416940733,-2.0244982884757365,-0.0,-1.8510638297872337,-1.7694476139338207,0.0
2019-01-15,1.0,-0.0672986419255076,-2.0154632244184483,-0.0,-1.8546456904665858,-1.7857334946887184,0.0
2019-01-16,1.0,-0.029067802338944095,-2.032718177516393,-0.0,-1.8524978030149395,-1.8456702494423036,0.0
2019-01-17,1.0,-0.03225588314849878,-2.030971057614282,-0.0,-1.8515012172031375,-1.8475791182039492,0.0
2019-01-18,1.0,-0.05297016151108678,-2.0361346838215164,-0.0,-1.8675745962222832,-1.8870106761565835,0.0
2019-01-22,1.0,-0.0,-2.114471294873586,-0.0,-1.9961586813800811,-1.8736555384830285,0.0
2019-01-23,1.0,-0.0,-2.081564010931259,-0.0,-2.0150655174830074,-1.910587905542709,0.0
2019-01-24,1.0,-0.0,-2.0810905522848335,-0.0,-2.015699467339501,-1.9119007569386037,0.0
2019-01-25,1.0,-0.0,-1.9962734699727676,-0.0,-2.1877597821413213,-1.9822989823706465,0.0
2019-01-28,1.0,-0.0,-1.968427095292767,-0.0,-2.2245981630309988,-1.9826349024110215,0.0
2019-01-29,1.0,-0.0,-1.952078521939954,-0.0,-2.2564953810623556,-2.008516166281755,0.0
2019-01-30,1.0,-0.0,-1.949443882709808,-0.0,-2.256319514661274,-2.0164668496316627,0.0
2019-01-31,1.0,-0.0,-1.96873643074251,-0.0,-2.2254305977710236,-2.0427702996092054,0.0
2019-02-01,1.0,-0.0,-1.9610108303249096,-0.0,-2.2387725631768953,-2.020361010830325,0.0
2019-02-04,1.0,-0.0,-1.9246145059965734,-0.0,-2.220302684180468,-1.9939320388349513,0.0
2019-02-05,1.0,-0.0,-1.9113887897179576,-0.0,-2.214494823277401,-2.014352017136737,0.0
2019-02-06,1.0,-0.0,-1.9130496858937749,-0.0,-2.2132352941176467,-2.0124928612221584,0.0
2019-02-07,1.0,-0.0,-1.902656127608061,-0.0,-2.2149113437299723,-2.0034180730613116,0.0
2019-02-08,1.0,-0.0,-1.8643130582730754,-0.0,-2.2127463490713173,-2.0120516092442933,0.0
2019-02-11,1.0,-0.0,-1.8277352607709751,-0.0,-2.2206632653061225,-2.0376984126984126,0.0
2019-02-12,1.0,-0.0,-1.8331318876644154,-0.0,-2.236615712762176,-2.040099537859936,0.0
2019-02-13,1.0,-0.0,-1.8554662493776228,-0.0,-2.2309552599758162,-2.026459918913152,0.0
2019-02-14,1.0,-0.0,-1.7061253062653132,-0.0,-2.265243262163108,-2.0289814490724534,0.0
2019-02-15,1.0,-0.0,-1.7275721895149985,-0.0,-2.2582001682085786,-2.0229184188393607,0.0
2019-02-19,1.0,-0.0,-1.6763459534560612,-0.0,-2.2697464397360196,-2.0007641542202155,0.0
2019-02-20,1.0,-0.0,-1.6796885861253998,-0.0,-2.2681773946892814,-2.00326706520228,0.0
2019-02-21,1.0,-0.0,-1.660125260960334,-0.0,-2.274947807933194,-2.0238691718858735,0.0
2019-02-22,1.0,-0.0,-1.6124052377670572,-0.0,-2.28973121984838,-1.9895933838731907,0.0
2019-02-25,1.0,-0.0,-1.6057519057519056,-0.0,-2.3132363132363127,-2.011018711018711,0.0
2019-02-26,1.0,-0.0,-1.599363630075396,-0.0,-2.317700767794148,-2.0,0.0
2019-02-27,1.0,-0.0,-1.5763788223924897,-0.0,-2.3474149237247186,-1.9788776144129219,0.0
2019-02-28,1.0,-0.0,-1.5710833390872059,-0.0,-2.343160947317545,-1.9903334944417597,0.0
2019-03-01,1.0,-0.0,-1.577223412341925,-0.0,-2.3357058945477163,-1.9974431621864417,0.0
2019-03-04,1.0,-0.0,-1.5783907092492742,-0.0,-2.3360293101064564,-1.9983409373703855,0.0
2019-03-05,1.0,-0.0,-1.568082599958423,-0.0,-2.357702168941861,-2.0037419444251956,0.0
2019-03-06,1.0,-0.0,-1.563599833725925,-0.0,-2.363308854094499,-2.001177774698628,0.0
2019-03-07,1.0,-0.0,-1.5037593984962407,-0.0,-2.3991860384907224,-1.9950334551976272,0.0
2019-03-08,1.0,-0.0,-1.4484803053018944,-0.0,-2.4076598064604062,-1.9586343192040343,0.0
2019-03-11,1.0,-0.0,-1.4395785994629209,-0.0,-2.415960889623356,-2.03009020174895,0.0
2019-03-12,1.0,-0.0,-1.3709508881922674,-0.0,-2.4658307210031345,-2.1293625914315566,0.0
2019-03-13,1.0,-0.0,-1.3903484124754146,-0.0,-2.4907979769598203,-2.143298679404327,0.0
2019-03-14,1.0,-0.0,-1.3907061631335111,-0.0,-2.489400533483083,-2.1394075529973327,0.0
2019-03-15,1.0,-0.0,-1.3762159875934017,-0.0,-2.5072606795432115,-2.1657972649090653,0.0
2019-03-18,1.0,-0.0,-1.4144176136363635,-0.0,-2.508522727272727,-2.1792613636363636,0.0
2019-03-19,1.0,-0.0,-1.4319971367215463,-0.0,-2.5106657122405154,-2.215533285612026,0.0
2019-03-20,1.0,-0.0,-1.4393569685660974,-0.0,-2.507320223912732,-2.2300846849433045,0.0
2019-03-21,1.0,-0.0,-1.44134118322803,-0.0,-2.553273980470994,-2.185166570936244,0.0
2019-03-22,1.0,-0.0,-1.4293035005413208,-0.0,-2.619487549621075,-2.1688199206062793,0.0
2019-03-25,1.0,-0.0,-1.3087532053503361,-0.0,-2.534687088502322,-2.087046919398434,0.0
2019-03-26,1.0,-0.0,-1.3218695500523194,-0.0,-2.5430066271363794,-2.1109870945238924,0.0
2019-03-27,1.0,-0.0,-1.3190615427457533,-0.0,-2.5443469785575052,-2.098440545808967,0.0
2019-03-28,1.0,-0.0,-1.3156385508462722,-0.0,-2.538956497412226,-2.1393201846412087,0.0
2019-03-29,1.0,-0.0,-1.3214760871087459,-0.0,-2.5430992227435056,-2.137735452699391,0.0
2019-04-01,1.0,-0.0,-1.3357827699629088,-0.0,-2.5340471691510955,-2.128630415004549,0.0
2019-04-02,1.0,-0.0,-1.3569434752267968,-0.0,-2.552896022330774,-2.0685973482205164,0.0
2019-04-03,1.0,-0.0,-1.3583851365509534,-0.0,-2.549346930222812,-2.076971432562688,0.0
2019-04-04,1.0,-0.0,-1.3521353183756204,-0.0,-2.551478297336968,-2.0859719018662193,0.0
2019-04-05,1.0,-0.0,-1.3514612096152498,-0.0,-2.5545588338355874,-2.102249632069521,0.0
2019-04-08,1.0,-0.0,-1.336841371619738,-0.0,-2.5339420128240873,-2.098898801226652,0.0
2019-04-09,1.0,-0.0,-1.3109900851836338,-0.0,-2.588814411395057,-2.082460550202486,0.0
2019-04-10,1.0,-0.0,-1.3069644472274402,-0.0,-2.5966743199053783,-2.0538509705698185,0.0
2019-04-11,1.0,-0.0,-1.2854855551688131,-0.0,-2.6271493212669683,-2.0487295509919945,0.0
2019-04-12,1.0,-0.0,-1.2824831233906324,-0.0,-2.627879462732271,-2.0490639571299325,0.0
2019-04-15,1.0,-0.0,-1.2833692703623842,-0.0,-2.6200876399805244,-2.052097099533978,0.0
2019-04-16,1.0,-0.0,-1.2984619648053208,-0.0,-2.59997228765415,-2.0296522100595817,0.0
2019-04-17,1.0,-0.0,-1.2874172185430466,-0.0,-2.6057162774485887,-2.077936563262461,0.0
2019-04-18,1.0,-0.0,-1.281062613303584,-0.0,-2.5964300655417656,-2.0950355598940176,0.0
2019-04-22,1.0,-0.0,-1.3125043345585685,-0.0,-2.5607184964283234,-2.062001525764616,0.0
2019-04-23,1.0,-0.0,-1.311875693673696,-0.0,-2.567563817980022,-2.0572280799112095,0.0
2019-04-24,1.0,-0.0,-1.2755327982286189,-0.0,-2.5714779961251035,-2.072446720177138,0.0
2019-04-25,1.0,-0.0,-1.279171286031042,-0.0,-2.587791019955654,-2.0620842572062084,0.0
2019-04-26,1.0,-0.0,-1.277345378735233,-0.0,-2.5890896455872134,-2.082904794996525,0.0
2019-04-29,1.0,-0.0,-1.2687096101730246,-0.0,-2.5889097352511987,-2.091168091168091,0.0
2019-04-30,1.0,-0.0,-1.2676300979642883,-0.0,-2.5915375529771416,-2.088654206906135,0.0
2019-05-01,1.0,-0.0,-1.2369566719646188,-0.0,-2.6215188998687027,-2.0518968972427616,0.0
2019-05-02,1.0,-0.0,-1.2447862537241043,-0.0,-2.6237095544931752,-2.0601399570428875,0.0
2019-05-03,1.0,-0.0,-1.2389092670773063,-0.0,-2.6243338639352203,-2.0576510485154684,0.0
2019-05-06,1.0,-0.0,-1.2096060815480303,-0.0,-2.624879060124395,-2.0764340013821703,0.0
2019-05-07,1.0,-0.0,-1.2087623522907884,-0.0,-2.6215880035933936,-2.07995300946721,0.0
2019-05-08,1.0,-0.0,-1.1956387574573133,-0.0,-2.577658917918124,-2.0839333470479326,0.0
2019-05-09,1.0,-0.0,-1.19578745811393,-0.0,-2.580865759420092,-2.0618888053067086,0.0
2019-05-10,1.0,-0.0,-1.1939033558881826,-0.0,-2.58704121386098,-2.0538582461895976,0.0
2019-05-13,1.0,-0.0,-1.1941634773100054,-0.0,-2.581670311645708,-2.0585019136139966,0.0
2019-05-14,1.0,-0.0,-1.0939791456441303,-0.0,-2.5849310460813992,-2.048234106962664,0.0
2019-05-15,1.0,-0.0,-1.09871389132045,-0.0,-2.605346441317083,-2.0294929634368057,0.0
2019-05-16,1.0,-0.0,-1.112199704737619,-0.0,-2.5793182123204934,-2.018990739498054,0.0
2019-05-17,1.0,-0.0,-1.0947615849563463,-0.0,-2.5640698455339153,-2.0570852921423777,0.0
2019-05-20,1.0,-0.0,-1.0973986690865092,-0.0,-2.5655710156617597,-2.0587484035759895,0.0
2019-05-21,1.0,-0.0,-1.0986227746053074,-0.0,-2.56217668794088,-2.0574403762176687,0.0
2019-05-22,1.0,-0.0,-1.07812815168426,-0.0,-2.589053990452498,-2.0564109460095477,0.0
2019-05-23,1.0,-0.0,-1.0636656379981215,-0.0,-2.594391520193211,-2.0506507446665774,0.0
2019-05-24,1.0,-0.0,-1.0373319060681074,-0.0,-2.6009232621930822,-2.052050578711447,0.0
2019-05-28,1.0,-0.0,-1.0284987958255285,-0.0,-2.6046962804388545,-2.0566630987423067,0.0
2019-05-29,1.0,-0.0,-1.0446905016008539,-0.0,-2.603188367129136,-2.022278548559232,0.0
2019-05-30,1.0,-0.0,-1.0352602703064364,-0.0,-2.609393817743878,-2.046099290780142,0.0
2019-05-31,1.0,-0.0,-1.0523602276531636,-0.0,-2.5967860729829257,-2.0465349849347167,0.0
2019-06-03,1.0,-0.0,-1.0607977625357927,-0.0,-2.6045814743290934,-1.9937404275154824,0.0
2019-06-04,1.0,-0.0,-1.0427145708582835,-0.0,-2.614903526280772,-1.9958083832335332,0.0
2019-06-05,1.0,-0.0,-1.0498330168292842,-0.0,-2.63126186890184,-1.8672647501800799,0.0
2019-06-06,1.0,-0.0,-1.0660544440800261,-0.0,-2.587077730403411,-1.9063955395211545,0.0
2019-06-07,1.0,-0.0,-1.0991376515593594,-0.0,-2.519808078843286,-1.8648122933281461,0.0
2019-06-10,1.0,-0.0,-1.1099114243227515,-0.0,-2.4856145341695224,-1.8698519428460594,0.0
2019-06-11,1.0,-0.0,-1.1136555303276028,-0.0,-2.5004865390853066,-1.8731106065520595,0.0
2019-06-12,1.0,-0.0,-1.106063560148177,-0.0,-2.5044518099694546,-1.8884772860206667,0.0
2019-06-13,1.0,-0.0,-1.1127648511633954,-0.0,-2.4975952164305215,-1.888989990900819,0.0
2019-06-14,1.0,-0.0,-1.1467538471699361,-0.0,-2.5153556568258373,-1.9424740770094446,0.0
2019-06-17,1.0,-0.0,-1.1401690215238347,-0.0,-2.5192790175623925,-1.9429552357057966,0.0
2019-06-18,1.0,-0.0,-1.1629834254143645,-0.0,-2.4898053143909498,-1.9244277821625888,0.0
2019-06-19,1.0,-0.0,-1.1661524322195234,-0.0,-2.4868377863848226,-1.9117704982603558,0.0
2019-06-20,1.0,-0.0,-1.1777149990145193,-0.0,-2.479337757046186,-1.9128178174889954,0.0
2019-06-21,1.0,-0.0,-1.1776840440255716,-0.0,-2.497462598035985,-1.9155078099255256,0.0
2019-06-24,1.0,-0.0,-1.1517113783533766,-0.0,-2.502907360909211,-1.9530196907625215,0.0
2019-06-25,1.0,-0.0,-1.1335709100508151,-0.0,-2.5077542400844717,-1.9579621197122683,0.0
2019-06-26,1.0,-0.0,-1.1292112564407453,-0.0,-2.4750297265160524,-2.0017175320385787,0.0
2019-06-27,1.0,-0.0,-1.113956720270002,-0.0,-2.4831579643967974,-2.020581033684071,0.0
2019-06-28,1.0,-0.0,-1.076089112183513,-0.0,-2.5115356647054936,-2.023071329410987,0.0
2019-07-01,1.0,-0.0,-1.0679957750198046,-0.0,-2.528518616318986,-2.0049511486664904,0.0
2019-07-02,1.0,-0.0,-1.0757116499736425,-0.0,-2.507248286768582,-2.0063257775434895,0.0
2019-07-03,1.0,-0.0,-1.0909990761515111,-0.0,-2.493533060578065,-2.0144516299326907,0.0
2019-07-05,1.0,-0.0,-1.181922929202407,-0.0,-2.305402637306363,-1.9139674817564971,0.0
2019-07-08,1.0,-0.0,-1.1906929043010064,-0.0,-2.299852573552977,-1.9193641433241457,0.0
2019-07-09,1.0,-0.0,-1.178368,-0.0,-2.299648,-1.9219840000000001,0.0
2019-07-10,1.0,-0.0,-1.1630469600871292,-0.0,-2.311166634633865,-1.9323467230443974,0.0
2019-07-11,1.0,-0.0,-1.1539498171083875,-0.0,-2.334467047423474,-1.9287685298081243,0.0
2019-07-12,1.0,-0.0,-1.1604645194405236,-0.0,-2.3287565764147313,-1.9267932760169384,0.0
2019-07-15,1.0,-0.0,-1.2002052071309477,-0.0,-2.329742208541747,-1.8828395536744902,0.0
2019-07-16,1.0,-0.0,-1.1910791181952567,-0.0,-2.3497654090879876,-1.8863037470274437,0.0
2019-07-17,1.0,-0.0,-1.2143866409762363,-0.0,-2.3359666024405907,-1.8722543352601155,0.0
2019-07-18,1.0,-0.0,-1.2135804052321109,-0.0,-2.3369453706078485,-1.8613747114644783,0.0
2019-07-19,1.0,-0.0,-1.2167832167832167,-0.0,-2.335856803746712,-1.8629627253480465,0.0
2019-07-22,1.0,-0.0,-1.171628834158575,-0.0,-2.326474181724648,-1.9322873127130085,0.0
2019-07-23,1.0,-0.0,-1.1752636995111911,-0.0,-2.3274376125546694,-1.9290583997941855,0.0
2019-07-24,1.0,-0.0,-1.1762331838565023,-0.0,-2.320307495195388,-1.9096092248558618,0.0
2019-07-25,1.0,-0.0,-1.1648766142437028,-0.0,-2.3241912798874824,-1.9039764735967266,0.0
2019-07-26,1.0,-0.0,-1.168355566957414,-0.0,-2.332798871216008,-1.9124551051821448,0.0
2019-07-29,1.0,-0.0,-1.132837066033498,-0.0,-2.337418982224219,-1.9469935185779375,0.0
2019-07-30,1.0,-0.0,-1.1400590804007191,-0.0,-2.335795016696635,-1.9459285897765222,0.0
2019-07-31,1.0,-0.0,-1.183267957044563,-0.0,-2.3197865089061795,-1.9274001671918204,0.0
2019-08-01,1.0,-0.0,-1.171875,-0.0,-2.266890182186235,-1.8870824898785425,0.0
2019-08-02,1.0,-0.0,-1.161732490455029,-0.0,-2.2652563059397886,-1.8320085122363399,0.0
2019-08-05,1.0,-0.0,-1.1513104397322824,-0.0,-2.2659660974541813,-1.8378057171451805,0.0
2019-08-06,1.0,-0.0,-1.1476984077814263,-0.0,-2.1902608264667616,-1.857381822687566,0.0
2019-08-07,1.0,-0.0,-1.1577936163619462,-0.0,-2.159157111868609,-1.880756120235513,0.0
2019-08-08,1.0,-0.0,-1.1528449237634808,-0.0,-2.158857072021817,-1.8863889921904053,0.0
2019-08-09,1.0,-0.0,-1.1293437480779875,-0.0,-2.1274986161510547,-1.893597392213543,0.0
2019-08-12,1.0,-0.0,-1.12477751181489,-0.0,-2.11735100963604,-1.8954765850365187,0.0
2019-08-13,1.0,-0.0,-1.1011601497759498,-0.0,-2.126081885703763,-1.91105518384384,0.0
2019-08-14,1.0,-0.0,-1.112693271404999,-0.0,-2.1017539570983317,-1.89690154617124,0.0
2019-08-15,1.0,-0.0,-1.1400841346153847,-0.0,-2.0513221153846155,-1.8182091346153846,0.0
2019-08-16,1.0,-0.0,-1.1559269055061312,-0.0,-2.0299350805482086,-1.8251983649915846,0.0
2019-08-19,1.0,-0.0,-1.1365622941986468,-0.0,-2.0355026043225766,-1.8148835538526014,0.0
2019-08-20,1.0,-0.0,-1.1312481382186477,-0.0,-2.022937146261543,-1.8035150431933273,0.0
2019-08-21,1.0,-0.0,-1.1397286360390384,-0.0,-2.021482980242799,-1.7896929302547013,0.0
2019-08-22,1.0,-0.0,-1.1462558734312733,-0.0,-2.0126092904300243,-1.7889728186522333,0.0
2019-08-23,1.0,-0.0,-1.1613537508192813,-0.0,-2.0243103140082224,-1.7727462313054876,0.0
2019-08-26,1.0,-0.0,-1.1308575445173383,-0.0,-1.9859418931583879,-1.7407450796626054,0.0
2019-08-27,1.0,-0.0,-1.1222209220688042,-0.0,-1.9776503627428037,-1.7508190966534054,0.0
2019-08-28,1.0,-0.0,-1.1264717942709859,-0.0,-1.972116454806397,-1.7592993966375725,0.0
2019-08-29,1.0,-0.0,-1.0895200326587742,-0.0,-1.9776054120254272,-1.7648568262669853,0.0
2019-08-30,1.0,-0.0,-1.084055610493863,-0.0,-1.9760339712640334,-1.7568495142807283,0.0
2019-09-03,1.0,-0.0,-1.1199190517490605,-0.0,-1.9499855449551895,-1.7121133275513154,0.0
2019-09-04,1.0,-0.0,-1.1278473804100229,-0.0,-1.8944191343963555,-1.6724943052391799,0.0
2019-09-05,1.0,-0.0,-1.1273037542662114,-0.0,-1.8937997724687143,-1.667178612059158,0.0
2019-09-06,1.0,-0.0,-1.123750567923671,-0.0,-1.902885052248978,-1.6526010904134487,0.0
2019-09-09,1.0,-0.0,-1.1405700011354605,-0.0,-1.8996252980583628,-1.6371068468263883,0.0
2019-09-10,1.0,-0.0,-1.1526248113154804,-0.0,-1.8213227483647343,-1.6167048694582657,0.0
2019-09-11,1.0,-0.0,-1.1568253255500673,-0.0,-1.7278850471486302,-1.7282218230803772,0.0
2019-09-12,1.0,-0.0,-1.1307361243083114,-0.0,-1.7276284165222735,-1.731093846067855,0.0
2019-09-13,1.0,-0.0,-1.1223739203120646,-0.0,-1.7241014210086376,-1.7261075508498191,0.0
2019-09-16,1.0,-0.0,-1.1140954495005548,-0.0,-1.714206437291898,-1.7210876803551611,0.0
2019-09-17,1.0,-0.0,-1.1595892311962253,-0.0,-1.7002497918401334,-1.691090757701915,0.0
2019-09-18,1.0,-0.0,-1.161992558449492,-0.0,-1.693174876436941,-1.6982284667073917,0.0
