Date,IWF,IWM,MTUM,PAG,SPY,VLUE,VXX
2018-09-24,-0.22955576822152934,-0.7678202080696447,-0.024974531534590807,1.0,-0.45695057574167264,-0.6077856326984225,0.0
2018-09-25,-0.22860057497913383,-0.7702865621812112,-0.02250455964635692,1.0,-0.45917957278432103,-0.6107143961173452,0.0
2018-09-26,-0.22800718132854578,-0.770383210549124,-0.01934625147031511,1.0,-0.4612455890546648,-0.6163870488454157,0.0
2018-09-27,-0.22959136325672036,-0.7659232220744269,-0.020632907476722244,1.0,-0.4611624957465895,-0.6160794382404801,0.0
2018-09-28,-0.22669845791787946,-0.7698024400817489,-0.021397163559794388,1.0,-0.4618195330401932,-0.6168018827026692,0.0
2018-10-01,-0.23122087604846223,-0.7696489593041317,-0.02056539297918608,1.0,-0.4663249456352904,-0.6187946567256912,0.0
2018-10-02,-0.2338473975499036,-0.7525029537964057,-0.026926186182451337,1.0,-0.47170573969280516,-0.6243081897891922,0.0
2018-10-03,-0.23379651217010167,-0.7506916596723555,-0.02688924119493923,1.0,-0.4721315552239734,-0.6250738288414313,0.0
2018-10-04,-0.24028763541277545,-0.7433383140331216,-0.027642883825177437,1.0,-0.48104221143070597,-0.6206574523720583,0.0
2018-10-05,-0.2339533583827594,-0.7425084619445393,-0.02043287892432382,1.0,-0.4831226904325684,-0.6252833586932895,0.0
2018-10-08,-0.23322782846149073,-0.7418544032768573,-0.019301185378265997,1.0,-0.4835226214857568,-0.6251784273567927,0.0
2018-10-09,-0.23105825363308907,-0.7431996025338468,-0.013135014283939884,1.0,-0.48736181840765125,-0.6304185815426655,0.0
2018-10-10,-0.23107730518472522,-0.743030114871158,-0.013101521266687363,1.0,-0.4874262651350512,-0.6299596398633965,0.0
2018-10-11,-0.18152547006470035,-0.7404696090641232,-0.0,1.0,-0.47197837246742197,-0.6435709729352085,0.0
2018-10-12,-0.1847708408516781,-0.7370985203897511,-0.0,1.0,-0.45615301335258035,-0.6293456032719837,0.0
2018-10-15,-0.16213781714457287,-0.7583245758895061,-0.0,1.0,-0.4514937697042486,-0.6305960066056148,0.0
2018-10-16,-0.15892985827528225,-0.763571943310113,-0.0,1.0,-0.45054648090319477,-0.6295640163343742,0.0
2018-10-17,-0.14681242944566575,-0.742736616956806,-0.0,1.0,-0.4471213831620225,-0.6340383815578398,0.0
2018-10-18,-0.1488277875420775,-0.7487265036194108,-0.0,1.0,-0.4457386279007418,-0.6356459829008907,0.0
2018-10-19,-0.14227086183310533,-0.7499256527686909,-0.0,1.0,-0.4445072265508832,-0.6371855112115625,0.0
2018-10-22,-0.14230849385215397,-0.7387835303224269,-0.0,1.0,-0.45223138527494117,-0.6438417339009794,0.0
2018-10-23,-0.14985685315519504,-0.7410533221996898,-0.0,1.0,-0.4487057139448885,-0.6426398663962781,0.0
2018-10-24,-0.15502482712401375,-0.7470070368903646,-0.0,1.0,-0.47262923812715146,-0.6715813202546683,0.0
2018-10-25,-0.11719920868053474,-0.7146753791739104,-0.0,1.0,-0.5090821893171872,-0.6564354654996702,0.0
2018-10-26,-0.09801119447421697,-0.7058175538882934,-0.0,1.0,-0.5222996308205311,-0.6510956293914493,0.0
2018-10-29,-0.08008420553265928,-0.7135529397811842,-0.0,1.0,-0.5144246449432205,-0.6569217540842648,0.0
2018-10-30,-0.08495548961424332,-0.7140949554896142,-0.0,1.0,-0.5147774480712166,-0.6535311572700296,0.0
2018-10-31,-0.09058174197928041,-0.6950208081225465,-0.0,1.0,-0.5152740474011983,-0.6506301466898852,0.0
2018-11-01,-0.06323420624352716,-0.7218227548453914,-0.0,1.0,-0.5188341470631751,-0.6550969078266017,0.0
2018-11-02,-0.06453517550851712,-0.714669500782334,-0.0,1.0,-0.5197945266141175,-0.6532046172467748,0.0
2018-11-05,-0.06402196050650846,-0.7159007054517549,-0.0,1.0,-0.5197910209864518,-0.6519672953747159,0.0
2018-11-06,-0.07313322490019222,-0.7249445512346592,-0.0,1.0,-0.5155108679580068,-0.6436788407511459,0.0
2018-11-07,-0.07299550614947967,-0.7248403500473037,-0.0,1.0,-0.5151667455061495,-0.6435075685903501,0.0
2018-11-08,-0.049116317303740234,-0.7277904996770596,-0.0,1.0,-0.5082790206094769,-0.6506370735717222,0.0
2018-11-09,-0.04822745028930596,-0.728169882809058,-0.0,1.0,-0.5101183657884689,-0.650600640291362,0.0
2018-11-12,-0.04725908997685388,-0.7218950514195306,-0.0,1.0,-0.5115291084351469,-0.6491752365884387,0.0
2018-11-13,-0.022316622537752042,-0.7213768221362274,-0.0,1.0,-0.5155227094183712,-0.6503535162501091,0.0
2018-11-14,-0.022259078212290503,-0.7214560055865922,-0.0,1.0,-0.5155668063314711,-0.6504015363128492,0.0
2018-11-15,-0.021707501600419017,-0.7250189140429494,-0.0,1.0,-0.5218529942384915,-0.6412442530407961,0.0
2018-11-16,-0.016901326506865256,-0.715731905980917,-0.0,1.0,-0.5242902024668373,-0.6520828484989527,0.0
2018-11-19,-0.023024685960770598,-0.7158054268310454,-0.0,1.0,-0.5231558392352306,-0.6525604033691819,0.0
2018-11-20,-0.0,-0.7057577340530501,-0.0,1.0,-0.522926461199141,-0.6733995008416043,0.0
2018-11-21,-0.0,-0.7024176584156989,-0.0,1.0,-0.5212517649770912,-0.6578970117857246,0.0
2018-11-23,-0.0,-0.7081914218091555,-0.0,1.0,-0.5200888991514172,-0.6580557640131617,0.0
2018-11-26,-0.0,-0.7240569456928296,-0.0,1.0,-0.5193250021746064,-0.6560932471222709,0.0
2018-11-27,-0.0,-0.7239775878003697,-0.0,1.0,-0.5129678835489834,-0.651224584103512,0.0
2018-11-28,-0.0,-0.7279845140413731,-0.0,1.0,-0.5111522015485959,-0.6500346700566277,0.0
2018-11-29,-0.0,-0.7135576234788833,-0.0,1.0,-0.5007301360057266,-0.6489906943450251,0.0
2018-11-30,-0.0,-0.7178202137158328,-0.0,1.0,-0.5032114980270169,-0.6592355770615513,0.0
2018-12-03,-0.0,-0.7176128512206357,-0.0,1.0,-0.5025909719023491,-0.6586538461538461,0.0
2018-12-04,-0.0,-0.71880295241104,-0.0,1.0,-0.49714236480082713,-0.6560498578362388,0.0
2018-12-06,-0.0,-0.6866614048934491,-0.0,1.0,-0.4905288082083662,-0.6416450558123802,0.0
2018-12-07,-0.0,-0.6867442712590547,-0.0,1.0,-0.4904873305335551,-0.6413089433185829,0.0
2018-12-10,-0.0,-0.6859406608226567,-0.0,1.0,-0.4861485727129692,-0.6375309058215329,0.0
2018-12-11,-0.0,-0.6897688838782413,-0.0,1.0,-0.47970687711386695,-0.6490135287485908,0.0
2018-12-12,-0.0,-0.6897990247202413,-0.0,1.0,-0.4794937565183077,-0.649434845110917,0.0
2018-12-13,-0.0,-0.6881514451518395,-0.0,1.0,-0.4805059439968449,-0.6484027269141923,0.0
2018-12-14,-0.0,-0.693702586085338,-0.0,1.0,-0.47784765503821314,-0.6485800501988211,0.0
2018-12-17,-0.0,-0.6909903829930826,-0.0,1.0,-0.45902930093920474,-0.6619706428209887,0.0
2018-12-18,-0.0,-0.6800112533408356,-0.0,1.0,-0.4590800393866929,-0.6742157828105219,0.0
2018-12-19,-0.0,-0.6800112533408356,-0.0,1.0,-0.45913630609087075,-0.674187649458433,0.0
2018-12-20,-0.0,-0.6725626506699557,-0.0,1.0,-0.4603352581712171,-0.67029208947693,0.0
2018-12-21,-0.0,-0.6804317353518363,-0.0,1.0,-0.47171292402579196,-0.651331651247547,0.0
2018-12-24,-0.0,-0.6620405205807764,-0.0,1.0,-0.4614998745924254,-0.6633224646768665,0.0
2018-12-26,-0.0,-0.6727705244523124,-0.0,1.0,-0.4402522682009294,-0.6530759017481744,0.0
2018-12-27,-0.0,-0.6433384338675472,-0.0,1.0,-0.3869694773294677,-0.654156935384285,0.0
2018-12-28,-0.0,-0.644955334388497,-0.0,1.0,-0.38543874238806775,-0.65225205891032,0.0
2018-12-31,-0.0,-0.6442751368172551,-0.0,1.0,-0.38590514003648463,-0.6525378259469901,0.0
2019-01-02,-0.0,-0.6438223938223938,-0.0,1.0,-0.38478657228657226,-0.6526437151437151,0.0
2019-01-03,-0.0,-0.6447188296872903,-0.0,1.0,-0.38155952221178363,-0.6579251107233929,0.0
2019-01-04,-0.0,-0.6525473616611367,-0.0,1.0,-0.3573798565771166,-0.6658728459809483,0.0
2019-01-07,-0.0,-0.6372981686530482,-0.0,1.0,-0.35022858803942813,-0.6550831109114452,0.0
2019-01-08,-0.0,-0.6403174603174603,-0.0,1.0,-0.34917989417989415,-0.656005291005291,0.0
2019-01-09,-0.0,-0.6412088493701704,-0.0,1.0,-0.34950248756218905,-0.655604953953636,0.0
2019-01-10,-0.0,-0.6420534272325329,-0.0,1.0,-0.3493156125069498,-0.6561647825050966,0.0
2019-01-11,-0.0,-0.6394871387321519,-0.0,1.0,-0.3506847863519563,-0.6589313624201966,0.0
2019-01-14,-0.0,-0.6365319509098604,-0.0,1.0,-0.34746614473127374,-0.6609712230215827,0.0
2019-01-15,-0.0,-0.6321976014613613,-0.0,1.0,-0.34821168559553123,-0.6669578799671723,0.0
2019-01-16,-0.0,-0.6289008780281392,-0.0,1.0,-0.34057971014492755,-0.6751824817518248,0.0
2019-01-17,-0.0,-0.6292660987353829,-0.0,1.0,-0.3405206624689137,-0.6758294089634372,0.0
2019-01-18,-0.0,-0.62830754531702,-0.0,1.0,-0.34775339048276227,-0.6779373125613737,0.0
2019-01-22,-0.0,-0.6589528795811518,-0.0,1.0,-0.16659685863874346,-0.7922513089005236,0.0
