Date,IWF,IWM,MTUM,ROBT,SPY,VLUE,VXX
2018-11-01,-0.2839159612263696,-0.328523180841265,-0.24262029036361246,1.0,-0.21057941137769198,-0.1274397999912277,0.0
2018-11-02,-0.28197751032241064,-0.33299657383817977,-0.24323552666256698,1.0,-0.20919353421769304,-0.12883246947201968,0.0
2018-11-05,-0.2765728585854151,-0.34576546516222506,-0.24373271282434036,1.0,-0.21317557184879485,-0.11595030074197656,0.0
2018-11-06,-0.2879346680716544,-0.35208113804004215,-0.23691605198454516,1.0,-0.20936512118018968,-0.10899631190727081,0.0
2018-11-07,-0.2866264399341744,-0.35185957213384533,-0.23896873285792652,1.0,-0.20803071859572136,-0.10869994514536478,0.0
2018-11-08,-0.28187346867343366,-0.3534957997899895,-0.2358461673083654,1.0,-0.20511025551277562,-0.11130556527826391,0.0
2018-11-09,-0.2820136959327893,-0.3534907125823178,-0.23567506071280112,1.0,-0.20513269302295054,-0.11153652613385258,0.0
2018-11-12,-0.28221663569789046,-0.3519510328997705,-0.23613509673188326,1.0,-0.2053776369002077,-0.11035085801726964,0.0
2018-11-13,-0.28192313568014665,-0.35234935946400125,-0.23637633399532965,1.0,-0.20427314986578207,-0.10748346827873682,0.0
2018-11-14,-0.28067531559865466,-0.3536452190625956,-0.2358362818328747,1.0,-0.2052810902896082,-0.10861398680819466,0.0
2018-11-15,-0.2823298429319372,-0.3571553228621292,-0.2330715532286213,1.0,-0.21489965095986038,-0.09404450261780106,0.0
2018-11-16,-0.28121188360341526,-0.3513242725213452,-0.2308982401115177,1.0,-0.2143883951907998,-0.1002570134169716,0.0
2018-11-19,-0.28155255124291323,-0.3532054077627562,-0.22531617967727868,1.0,-0.2188835586567815,-0.10161360662887048,0.0
2018-11-20,-0.28368361384843466,-0.3540158716316386,-0.22667218976192555,1.0,-0.21758088427661987,-0.09823842330164823,0.0
2018-11-21,-0.28578255675029873,-0.35288367546432065,-0.2307809275551211,1.0,-0.2144672531769306,-0.08832410122732703,0.0
2018-11-23,-0.2875811299385808,-0.3639848412248987,-0.22513830204294988,1.0,-0.21230997081500197,-0.08897068432286448,0.0
2018-11-26,-0.2879721345379341,-0.3681288777620551,-0.22420812016980515,1.0,-0.2100794601066725,-0.08660063132687494,0.0
2018-11-27,-0.28809648206199934,-0.36818617206548243,-0.2243556252176942,1.0,-0.2100095785440613,-0.08629397422500872,0.0
2018-11-28,-0.28745857317285894,-0.38254404325832897,-0.21945316588173733,1.0,-0.206567242281528,-0.08431449502878074,0.0
2018-11-29,-0.2823874755381605,-0.38082191780821917,-0.2163513807349424,1.0,-0.2076103500761035,-0.08723635572950643,0.0
2018-11-30,-0.28475424097433666,-0.3822531535450196,-0.21341887777294474,1.0,-0.21204871683340584,-0.08236189647672902,0.0
2018-12-03,-0.28597220107454374,-0.3844430426554717,-0.20701281186783546,1.0,-0.21506101407347789,-0.08270071563743936,0.0
2018-12-04,-0.2972381014959371,-0.3836432529513547,-0.19455943228858666,1.0,-0.227391199596995,-0.08739076154806492,0.0
2018-12-06,-0.29375984596534216,-0.37843514790827937,-0.19926045860318573,1.0,-0.2266103623315246,-0.08992648345877823,0.0
2018-12-07,-0.2852840971535333,-0.3834047697549181,-0.1887460160457193,1.0,-0.23694911528739424,-0.1036597428288823,0.0
2018-12-10,-0.2761296810440942,-0.3878844850578231,-0.19089259558839602,1.0,-0.23841899306997794,-0.09280108431891218,0.0
2018-12-11,-0.27755797940938604,-0.3869592777984218,-0.1918730464053859,1.0,-0.23886860914992677,-0.09058121488994295,0.0
2018-12-12,-0.2773357233419316,-0.38698465439601276,-0.19173261050146462,1.0,-0.238840554365409,-0.09108993136011892,0.0
2018-12-13,-0.28130213363772055,-0.39410835016243745,-0.1848494161032575,1.0,-0.23676354377030467,-0.09809904293616648,0.0
2018-12-14,-0.28207779635659597,-0.40737481298952744,-0.17653788612162283,1.0,-0.23327906362756315,-0.10085364780427704,0.0
2018-12-17,-0.28255322892838286,-0.40797114200246354,-0.1763153264121063,1.0,-0.23304152736230865,-0.0996392750307936,0.0
2018-12-18,-0.2831263053753985,-0.408552269979114,-0.17603605584258547,1.0,-0.2326261404858745,-0.09820820050566122,0.0
2018-12-19,-0.28804467308622433,-0.4076199270105087,-0.1746911137492855,1.0,-0.23004880622609156,-0.09807413270017147,0.0
2018-12-20,-0.27925875627012464,-0.4001708540512124,-0.18772041267824677,1.0,-0.22973298578406678,-0.09355354522156266,0.0
2018-12-21,-0.2798305380852551,-0.40207896575821106,-0.18804594689028653,1.0,-0.2314159678546471,-0.08243798043326345,0.0
2018-12-24,-0.2808699259776841,-0.4031923488438108,-0.1873921872611743,1.0,-0.2315872218704282,-0.08052929231172348,0.0
2018-12-26,-0.29382448537378114,-0.41347778981581795,-0.18431202600216684,1.0,-0.20489707475622967,-0.07035752979414951,0.0
2018-12-27,-0.26008200879269533,-0.4006171795738924,-0.20054108894149478,1.0,-0.1493912749408184,-0.10284917145755834,0.0
2018-12-28,-0.26104613041731,-0.399352778189048,-0.20053300619725462,1.0,-0.14991856849764165,-0.10427462509782355,0.0
2018-12-31,-0.2557524184500751,-0.4048601850087848,-0.2022184119726509,1.0,-0.150864714972164,-0.10313075506445672,0.0
2019-01-02,-0.25677105374523906,-0.4054803216250529,-0.19741853575962756,1.0,-0.15076174354633937,-0.10550148116800677,0.0
2019-01-03,-0.2569026848479715,-0.4064114508342509,-0.1939527399000593,1.0,-0.14997459134411792,-0.11014652324892013,0.0
2019-01-04,-0.2512895315406731,-0.4090563165905632,-0.1959453745983426,1.0,-0.14628784035176728,-0.11140706916962624,0.0
2019-01-07,-0.24630562640976453,-0.4052954444842633,-0.20224719101123595,1.0,-0.14492906381094928,-0.10928178426123067,0.0
2019-01-08,-0.2456218180281809,-0.41276379998732493,-0.19950567209582354,1.0,-0.14198195914401,-0.11263916175507531,0.0
2019-01-09,-0.24561107003274532,-0.4128234921305588,-0.19949297559945073,1.0,-0.1420513362205556,-0.11260166895531848,0.0
2019-01-10,-0.24340921122286924,-0.4173636844891477,-0.19811540497617788,1.0,-0.14164107993647435,-0.11701429327686606,0.0
2019-01-11,-0.24413851530234035,-0.41768505771470926,-0.1970772000423594,1.0,-0.14198877475378588,-0.11706025627448903,0.0
2019-01-14,-0.2469452150526249,-0.41833082738612054,-0.1959297770059931,1.0,-0.1437707799495987,-0.11272527053641387,0.0
2019-01-15,-0.24697736464310668,-0.41770597327799774,-0.19579901327630378,1.0,-0.14394308340567893,-0.1130073898405573,0.0
2019-01-16,-0.24685581198390852,-0.41782765191615495,-0.19572305737878465,1.0,-0.1435951725598137,-0.1132754605123862,0.0
2019-01-17,-0.24639922053715158,-0.41985088536812676,-0.19399728882487505,1.0,-0.14462424807252391,-0.11323392357875117,0.0
2019-01-18,-0.24623200677392043,-0.418649449618967,-0.1949407281964437,1.0,-0.14424216765453007,-0.11280694326841659,0.0
2019-01-22,-0.24742945578663952,-0.41760478280226415,-0.1915028938497742,1.0,-0.1467489240814942,-0.1167716084716657,0.0
2019-01-23,-0.2521179692974075,-0.4202815465953246,-0.1854258233008472,1.0,-0.1468883368367412,-0.11854258233008472,0.0
2019-01-24,-0.2511572599481887,-0.41894933537180956,-0.18666921476196544,1.0,-0.14880876544782776,-0.11782817344035333,0.0
2019-01-25,-0.26148892158744375,-0.4260124112340861,-0.1670398566950291,1.0,-0.1397863220523319,-0.13818693621649286,0.0
2019-01-28,-0.2671638282869292,-0.43007329216436246,-0.15938374751597256,1.0,-0.13991751960511975,-0.14028077523023996,0.0
