Date,FFC,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.10922359975380287,-0.2724171282862921,-0.0,-0.20657698056801196,-0.17033324540578565,0.0
2018-09-25,1.0,-0.10887692632467807,-0.2727464640067554,-0.0,-0.20682921680388433,-0.17074801210330026,0.0
2018-09-26,1.0,-0.10758890770533446,-0.2727914197008185,-0.0,-0.20824513124470787,-0.17539867344058707,0.0
2018-09-27,1.0,-0.1081095378321666,-0.27160515596621465,-0.0,-0.20824884061293222,-0.17536280439420923,0.0
2018-09-28,1.0,-0.10627848637953573,-0.27490018725930115,-0.0,-0.2091121082570752,-0.17632406458679292,0.0
2018-10-01,1.0,-0.10603087041850102,-0.276065701303064,-0.0,-0.20919747520288545,-0.17677115932035573,0.0
2018-10-02,1.0,-0.10684161199625118,-0.2733638662446288,-0.0,-0.21021732595356404,-0.17787483864122652,0.0
2018-10-03,1.0,-0.10756668674058592,-0.2769492366006589,-0.0,-0.20994367494420632,-0.1767508590456623,0.0
2018-10-04,1.0,-0.11071719785868757,-0.2731768709894707,-0.0,-0.21423760059559685,-0.17449569255858477,0.0
2018-10-05,1.0,-0.11485765124555158,-0.278576512455516,-0.0,-0.21373665480427045,-0.1721886120996441,0.0
2018-10-08,1.0,-0.11465670579864817,-0.2784418356456777,-0.0,-0.21362504446816077,-0.17200284596229098,0.0
2018-10-09,1.0,-0.11538598363571681,-0.2786019210245464,-0.0,-0.21335823550337957,-0.17138029171113484,0.0
2018-10-10,1.0,-0.11598428416505183,-0.27803160945083466,-0.0,-0.21360379740084268,-0.17020747035502853,0.0
2018-10-11,1.0,-0.10402866381193743,-0.2718168312505462,-0.0,-0.2061522328060823,-0.16577820501616708,0.0
2018-10-12,1.0,-0.10522954780807732,-0.26668967897825335,-0.0,-0.19789437348981703,-0.15610976872626856,0.0
2018-10-15,1.0,-0.10643914558818456,-0.2651230201180165,-0.0,-0.19814348321198108,-0.15568170054177163,0.0
2018-10-16,1.0,-0.10522592777902384,-0.2670243784613792,-0.0,-0.19775366194510102,-0.15529407705181072,0.0
2018-10-17,1.0,-0.09765445347232868,-0.2521164426729351,-0.0,-0.19558144684620235,-0.15802204166453745,0.0
2018-10-18,1.0,-0.0971670953784304,-0.25114559732892694,-0.0,-0.19692349624380354,-0.15827129788937533,0.0
2018-10-19,1.0,-0.09392517824783647,-0.24781953359188438,-0.0,-0.1957085033956001,-0.15609599132894134,0.0
2018-10-22,1.0,-0.09369967964472771,-0.24214790582571993,-0.0,-0.19953556960523416,-0.15961828567554284,0.0
2018-10-23,1.0,-0.09983154384114074,-0.24492504551719443,-0.0,-0.19738297401691368,-0.15943779883952425,0.0
2018-10-24,1.0,-0.09917917169416923,-0.24179596553540775,-0.0,-0.19778053464303316,-0.16069880869432218,0.0
2018-10-25,1.0,-0.09003477595301086,-0.22685901595700425,-0.0,-0.1972079402319506,-0.1498194645501589,0.0
2018-10-26,1.0,-0.08438414120213522,-0.2224462476656365,-0.0,-0.19894561139665173,-0.14688723991472344,0.0
2018-10-29,1.0,-0.07938675132832163,-0.2232073826717771,-0.0,-0.19558816272145552,-0.14679804576335315,0.0
2018-10-30,1.0,-0.0751443185369143,-0.22331134976892592,-0.0,-0.19584559972369786,-0.15037086985839515,0.0
2018-10-31,1.0,-0.07734327723533356,-0.21484061953126277,-0.0,-0.195001880836727,-0.14832441980275748,0.0
2018-11-01,1.0,-0.07724640999640182,-0.2149422655457787,-0.0,-0.19500507016453503,-0.14834320107291224,0.0
2018-11-02,1.0,-0.07759930717822186,-0.2132224382751352,-0.0,-0.19526462850700174,-0.1479435938495727,0.0
2018-11-05,1.0,-0.07815539535415951,-0.21193990812940347,-0.0,-0.1953149265198699,-0.14929789286122963,0.0
2018-11-06,1.0,-0.07975089084311354,-0.21321390042172023,-0.0,-0.19410572427996992,-0.14750400470757463,0.0
2018-11-07,1.0,-0.07922103404297066,-0.2142810425455378,-0.0,-0.19369501945779782,-0.14791196572811405,0.0
2018-11-08,1.0,-0.06788931266736996,-0.21481782033595717,-0.0,-0.18967783818875275,-0.15059644567069708,0.0
2018-11-09,1.0,-0.06883203487142787,-0.2159296065579103,-0.0,-0.18990615292031945,-0.15179805799977228,0.0
2018-11-12,1.0,-0.0686880485391217,-0.21221265067081976,-0.0,-0.1906685485310102,-0.15071137716779415,0.0
2018-11-13,1.0,-0.06231597238982478,-0.20926453315312707,-0.0,-0.189602741709707,-0.14778523273961802,0.0
2018-11-14,1.0,-0.06224053036398159,-0.20937791651916457,-0.0,-0.18963408747143823,-0.14786148746500177,0.0
2018-11-15,1.0,-0.062128370777488506,-0.21010510076173944,-0.0,-0.1916883617780349,-0.1431234532189117,0.0
2018-11-16,1.0,-0.06072952423727182,-0.20668249334317154,-0.0,-0.19129960540245744,-0.14534342818645535,0.0
2018-11-19,1.0,-0.06352774922918807,-0.20651336073997942,-0.0,-0.19042266187050358,-0.145410457348407,0.0
2018-11-20,1.0,-0.06343834210188631,-0.20632298216348005,-0.0,-0.1900263056589247,-0.14421596304375722,0.0
2018-11-21,1.0,-0.06317793491824784,-0.20538828272485843,-0.0,-0.18926183086423706,-0.1420343647009887,0.0
2018-11-23,1.0,-0.06321903451365665,-0.2054818631294302,-0.0,-0.1892730851080852,-0.14208682016736804,0.0
2018-11-26,1.0,-0.062319630603475916,-0.21208234464182646,-0.0,-0.18825755146540113,-0.14062399794779706,0.0
2018-11-27,1.0,-0.058739941244092486,-0.2134212543108954,-0.0,-0.18613488312683613,-0.13833184314727295,0.0
2018-11-28,1.0,-0.05782138975899762,-0.21794093204628265,-0.0,-0.18473118966950072,-0.1376654094483155,0.0
2018-11-29,1.0,-0.05179510815149155,-0.21495208277045819,-0.0,-0.18383369622224693,-0.13872951796697447,0.0
2018-11-30,1.0,-0.051650429890501094,-0.2149452505443161,-0.0,-0.18373249845048711,-0.13893171018546477,0.0
2018-12-03,1.0,-0.050580628762966845,-0.21534893326343552,-0.0,-0.1838313555417878,-0.1388266692084068,0.0
2018-12-04,1.0,-0.051101041418236744,-0.2152317354320693,-0.0,-0.18451387232689404,-0.1390889577867875,0.0
2018-12-06,1.0,-0.05084798603317123,-0.19623706197780272,-0.0,-0.1826755206384836,-0.12903728644469387,0.0
2018-12-07,1.0,-0.047879894501927374,-0.1972470621283768,-0.0,-0.18370085990292928,-0.13179455967039655,0.0
2018-12-10,1.0,-0.03888871701265353,-0.19871299074962098,-0.0,-0.18406397920985057,-0.1252359001330322,0.0
2018-12-11,1.0,-0.033441810010847665,-0.20144119014411901,-0.0,-0.18346505501317217,-0.13131876646520999,0.0
2018-12-12,1.0,-0.03372336303758233,-0.20139480821387062,-0.0,-0.18358775668345603,-0.13108097636574972,0.0
2018-12-13,1.0,-0.03384601072901485,-0.20175819405252876,-0.0,-0.1834475487612019,-0.13138391888120562,0.0
2018-12-14,1.0,-0.0367900238855973,-0.1933027266805224,-0.0,-0.18916152247417564,-0.13175853832552656,0.0
2018-12-17,1.0,-0.03378033501925664,-0.19273660928340525,-0.0,-0.1861321207059224,-0.13406957140426584,0.0
2018-12-18,1.0,-0.03372073229235983,-0.19354988470883172,-0.0,-0.1866169392903016,-0.1336294278772497,0.0
2018-12-19,1.0,-0.04318475905398875,-0.19447172723446052,-0.0,-0.186146578738132,-0.1352290974853063,0.0
2018-12-20,1.0,-0.04187448530897,-0.18820988517534457,-0.0,-0.19046287232554887,-0.1332369987103591,0.0
2018-12-21,1.0,-0.04134342773467926,-0.18884942517992337,-0.0,-0.19110820325887157,-0.1364613515281802,0.0
2018-12-24,1.0,-0.04416972203942214,-0.19527749052051016,-0.0,-0.1944940616088496,-0.13293221773056313,0.0
2018-12-26,1.0,-0.045651024660260595,-0.19882140746960228,-0.0,-0.18373915477190034,-0.12665982523245328,0.0
2018-12-27,1.0,-0.04501388264126945,-0.19742822131567112,-0.0,-0.18121888039212647,-0.1274721183824784,0.0
2018-12-28,1.0,-0.044946957007258516,-0.1974222966685278,-0.0,-0.18119920590607358,-0.1273962404615671,0.0
2018-12-31,1.0,-0.042682453114560516,-0.20161904317966406,-0.0,-0.18197921036684847,-0.12750353485914945,0.0
2019-01-02,1.0,-0.04269865440193915,-0.20163771403710493,-0.0,-0.1820286522266074,-0.12745890176823393,0.0
2019-01-03,1.0,-0.03255587949465501,-0.20854885733095083,-0.0,-0.17977052572180946,-0.14658766732499454,0.0
2019-01-04,1.0,-0.020880801523143668,-0.21288117606666876,-0.0,-0.17620712256936857,-0.15064452698273978,0.0
2019-01-07,1.0,-0.01920392144696429,-0.2091179846740918,-0.0,-0.17516210095244006,-0.1477212794341203,0.0
2019-01-08,1.0,-0.017611336032388666,-0.21549361569604486,-0.0,-0.1737776393646839,-0.15026471504204297,0.0
2019-01-09,1.0,-0.016254977600796416,-0.21078583872573417,-0.0,-0.17444935291189648,-0.15402563464410154,0.0
2019-01-10,1.0,-0.016060007158530322,-0.21134782676356617,-0.0,-0.17434133740020855,-0.15443751069889042,0.0
2019-01-11,1.0,-0.020363568738667535,-0.19196615370310102,-0.0,-0.17295085778046398,-0.16444279138965084,0.0
2019-01-14,1.0,-0.024362272572296444,-0.19296097697052353,-0.0,-0.17357344326318075,-0.15885069584353595,0.0
2019-01-15,1.0,-0.023238136605494623,-0.19150520453593534,-0.0,-0.17411538401873944,-0.16240323906737197,0.0
2019-01-16,1.0,-0.021891147622141775,-0.1957362542157864,-0.0,-0.16911104922800832,-0.1603545901791516,0.0
2019-01-17,1.0,-0.025297113752122236,-0.1906930081802747,-0.0,-0.1670782528167927,-0.16037968822349127,0.0
2019-01-18,1.0,-0.022468236173393122,-0.18964872944693573,-0.0,-0.1707928500249128,-0.1741405082212257,0.0
2019-01-22,1.0,-0.0,-0.18490901422029404,-0.0,-0.16961918534586648,-0.1518588816582309,0.0
2019-01-23,1.0,-0.0,-0.18797172278766683,-0.0,-0.16810892406103814,-0.13847165553214066,0.0
2019-01-24,1.0,-0.0,-0.18605276926526645,-0.0,-0.17158233051797592,-0.13725988489423724,0.0
2019-01-25,1.0,-0.0,-0.17480864977335217,-0.0,-0.1815857917812291,-0.12982091105001115,0.0
2019-01-28,1.0,-0.0,-0.17334842437600526,-0.0,-0.18585810448561388,-0.13004110323464585,0.0
2019-01-29,1.0,-0.0,-0.16823852444338327,-0.0,-0.18962275413358798,-0.13440876260968185,0.0
2019-01-30,1.0,-0.0,-0.16756893800426528,-0.0,-0.18932784513742862,-0.134475713241764,0.0
2019-01-31,1.0,-0.0,-0.1722528130237012,-0.0,-0.19065717021785972,-0.13337921953555182,0.0
2019-02-01,1.0,-0.0,-0.1723605741856214,-0.0,-0.19465671731247566,-0.13139440798345772,0.0
2019-02-04,1.0,-0.0,-0.17300545465443865,-0.0,-0.19396990948870108,-0.13154108973206258,0.0
2019-02-05,1.0,-0.0,-0.17488937223430587,-0.0,-0.19405985149628743,-0.13108827720693017,0.0
2019-02-06,1.0,-0.0,-0.16985010578120543,-0.0,-0.1962578960793434,-0.1343496331417768,0.0
2019-02-07,1.0,-0.0,-0.16919567142449757,-0.0,-0.1936302099749351,-0.13805214102390923,0.0
2019-02-08,1.0,-0.0,-0.16780914584648685,-0.0,-0.1973031478307928,-0.13814978503352274,0.0
2019-02-11,1.0,-0.0,-0.16589931088441515,-0.0,-0.19767686798471307,-0.14104300201618972,0.0
2019-02-12,1.0,-0.0,-0.16924283323028666,-0.0,-0.1991163120353475,-0.13964079441436822,0.0
2019-02-13,1.0,-0.0,-0.1672835048444364,-0.0,-0.19868207257627732,-0.13851778299332007,0.0
2019-02-14,1.0,-0.0,-0.1576503226584645,-0.0,-0.2080091671189916,-0.14210542186840358,0.0
2019-02-15,1.0,-0.0,-0.18001685072066922,-0.0,-0.1942496915716306,-0.13026208888755153,0.0
2019-02-19,1.0,-0.0,-0.17702241532239876,-0.0,-0.19682186508712057,-0.12951576288768285,0.0
2019-02-20,1.0,-0.0,-0.17794685954017112,-0.0,-0.19579567839044854,-0.12993398794039365,0.0
2019-02-21,1.0,-0.0,-0.18248647023451592,-0.0,-0.194588093806374,-0.1262327119663259,0.0
2019-02-22,1.0,-0.0,-0.1795956463486233,-0.0,-0.19671218028813586,-0.12911918346455506,0.0
2019-02-25,1.0,-0.0,-0.17804789768956988,-0.0,-0.19916148880979673,-0.1309042649454063,0.0
2019-02-26,1.0,-0.0,-0.179430346345803,-0.0,-0.1978257263913391,-0.13056196378221077,0.0
2019-02-27,1.0,-0.0,-0.1747287079101076,-0.0,-0.20459725010187604,-0.1299636264847488,0.0
2019-02-28,1.0,-0.0,-0.1713611829273824,-0.0,-0.2023102160535825,-0.1382501020547013,0.0
2019-03-01,1.0,-0.0,-0.1703285079633715,-0.0,-0.20617123515367644,-0.13457644534437427,0.0
2019-03-04,1.0,-0.0,-0.16828259031049897,-0.0,-0.20683822641053523,-0.13510329829648424,0.0
2019-03-05,1.0,-0.0,-0.16994147791018524,-0.0,-0.2063737529943297,-0.139816246702447,0.0
2019-03-06,1.0,-0.0,-0.16655566991584428,-0.0,-0.2083762184416056,-0.13867530423200336,0.0
2019-03-07,1.0,-0.0,-0.15507423686317157,-0.0,-0.2268944371441086,-0.12844563263703235,0.0
2019-03-08,1.0,-0.0,-0.15283235596396832,-0.0,-0.23304213771839669,-0.1255214315942204,0.0
2019-03-11,1.0,-0.0,-0.15169052695705149,-0.0,-0.22819067925677733,-0.14313128236369174,0.0
2019-03-12,1.0,-0.0,-0.13918721671660136,-0.0,-0.23495429054313588,-0.16232618882999153,0.0
2019-03-13,1.0,-0.0,-0.1432362789118795,-0.0,-0.23806878674258206,-0.1616905059482479,0.0
2019-03-14,1.0,-0.0,-0.14167768518803234,-0.0,-0.2397220257679653,-0.15606838658097846,0.0
2019-03-15,1.0,-0.0,-0.14146378926349742,-0.0,-0.2409338760463866,-0.15356731433837648,0.0
2019-03-18,1.0,-0.0,-0.14441433674097795,-0.0,-0.24185552407932012,-0.153328611898017,0.0
2019-03-19,1.0,-0.0,-0.14693795575330615,-0.0,-0.24008157211716724,-0.15790693362995922,0.0
2019-03-20,1.0,-0.0,-0.1500402377120218,-0.0,-0.23822273121208373,-0.1593568156493748,0.0
2019-03-21,1.0,-0.0,-0.14996439738707779,-0.0,-0.2554564874152503,-0.14251880746726106,0.0
2019-03-22,1.0,-0.0,-0.14726737209556018,-0.0,-0.26718508937337343,-0.14393242843117393,0.0
2019-03-25,1.0,-0.0,-0.13680432553370003,-0.0,-0.2726608868587055,-0.14426214225785403,0.0
2019-03-26,1.0,-0.0,-0.13936842105263159,-0.0,-0.26799220272904484,-0.152093567251462,0.0
2019-03-27,1.0,-0.0,-0.13889582423069724,-0.0,-0.2684913550964359,-0.15306472754509706,0.0
2019-03-28,1.0,-0.0,-0.1368289442838165,-0.0,-0.26837540048448855,-0.1576619520200047,0.0
2019-03-29,1.0,-0.0,-0.131754487369753,-0.0,-0.26952337806383075,-0.1609048162092075,0.0
2019-04-01,1.0,-0.0,-0.13300738843155938,-0.0,-0.2695762195598182,-0.15945266249082304,0.0
2019-04-02,1.0,-0.0,-0.1354181318080235,-0.0,-0.2737743604169597,-0.15362495506899837,0.0
2019-04-03,1.0,-0.0,-0.136184703824044,-0.0,-0.2725568607848038,-0.15336790802299427,0.0
2019-04-04,1.0,-0.0,-0.13550584265450227,-0.0,-0.2760732362681997,-0.1506280072486409,0.0
2019-04-05,1.0,-0.0,-0.13370573784599976,-0.0,-0.2759079315902298,-0.1551268209485362,0.0
2019-04-08,1.0,-0.0,-0.1288688009258535,-0.0,-0.2778968111227538,-0.15717614676029465,0.0
2019-04-09,1.0,-0.0,-0.12609029267605193,-0.0,-0.2838127750199659,-0.1560469158615074,0.0
2019-04-10,1.0,-0.0,-0.1161423478641566,-0.0,-0.2876977922321596,-0.1597348176871599,0.0
2019-04-11,1.0,-0.0,-0.11542494092609112,-0.0,-0.2923493419714255,-0.1570974758618531,0.0
2019-04-12,1.0,-0.0,-0.11612994041009118,-0.0,-0.2903483116192502,-0.15756134945336817,0.0
2019-04-15,1.0,-0.0,-0.117128818227341,-0.0,-0.2874937406109163,-0.16020906359539308,0.0
