Date,IWF,IWM,MTUM,ONLN,SPY,VLUE,VXX
2019-06-17,-0.5513903743315508,-0.392379679144385,-0.24606951871657753,1.0,-0.33885026737967916,-0.1451336898395722,0.0
2019-06-18,-0.5542600417179226,-0.4003048617425255,-0.2425790233727336,1.0,-0.33738032839492965,-0.13970155639942236,0.0
2019-06-19,-0.5533954655913691,-0.4011536304643896,-0.24757657489251475,1.0,-0.3371698667449996,-0.1311453520976313,0.0
2019-06-20,-0.5530392052131182,-0.40123918384787954,-0.24821066125413951,1.0,-0.33692981519068477,-0.13123597906206602,0.0
2019-06-21,-0.5494235695986337,-0.4081447480785653,-0.24650405636208367,1.0,-0.32965947907771137,-0.1349274124679761,0.0
2019-06-24,-0.5506043706806841,-0.40752995170371165,-0.2455372628545508,1.0,-0.32982896176321475,-0.13480267897643888,0.0
2019-06-25,-0.5498332221480987,-0.405790527018012,-0.24643095396931286,1.0,-0.3308605737158105,-0.13553035356904602,0.0
2019-06-26,-0.5516836544105875,-0.4058647740007471,-0.2457708522333102,1.0,-0.3310742302150595,-0.13383851859757726,0.0
2019-06-27,-0.5602554510474561,-0.39544142796066695,-0.23305899957246687,1.0,-0.3262345019238991,-0.1570649850363403,0.0
2019-06-28,-0.5621810798535973,-0.38767331890678847,-0.23405733215783708,1.0,-0.33010071865565976,-0.15759664449253294,0.0
2019-07-01,-0.5761069741372408,-0.37937384898710863,-0.23204419889502764,1.0,-0.3322657271732458,-0.1492513411802386,0.0
2019-07-02,-0.5688298524979328,-0.3857992584887039,-0.2317889626843776,1.0,-0.33034594969459335,-0.15054279693793177,0.0
2019-07-03,-0.5670730080823708,-0.38867401104323934,-0.2302275334098002,1.0,-0.32977673450878925,-0.15169783136386672,0.0
2019-07-05,-0.5674033001892678,-0.38861194785807585,-0.22696132007570705,1.0,-0.3288460000533148,-0.1539199744088716,0.0
2019-07-08,-0.5668052889741949,-0.3902484538281083,-0.22568777991042865,1.0,-0.32864150138622306,-0.15443058221369163,0.0
2019-07-09,-0.5680019189254017,-0.38999493616907865,-0.2250473068415021,1.0,-0.3282161989286,-0.15388715652567897,0.0
2019-07-10,-0.5719389931740615,-0.390491680887372,-0.2258159129692833,1.0,-0.3271917662116041,-0.15094389931740615,0.0
2019-07-11,-0.5683508865484602,-0.3933075589921344,-0.22642314358085588,1.0,-0.32664978002932943,-0.15157978936141847,0.0
2019-07-12,-0.5657392835231668,-0.4053188935421057,-0.22713329243244687,1.0,-0.32572221184880895,-0.14353543706153804,0.0
2019-07-15,-0.5661635287215319,-0.40508827137447334,-0.22777214784788524,1.0,-0.32687076644087687,-0.14091418208971146,0.0
2019-07-16,-0.5680975375503562,-0.39922098017768054,-0.2295974174959315,1.0,-0.32729504041832297,-0.1436651281914468,0.0
2019-07-17,-0.5674349125053351,-0.4004481434058899,-0.22911331626120357,1.0,-0.32687793427230044,-0.143645966709347,0.0
2019-07-18,-0.5693640847886948,-0.40071990401279833,-0.2288761498466871,1.0,-0.32547660311958404,-0.14187441674443407,0.0
2019-07-19,-0.5783328446138671,-0.40116759523365236,-0.22165649241596247,1.0,-0.3285794257990563,-0.1360061845226988,0.0
2019-07-22,-0.5769036006503026,-0.399536259694571,-0.21894405799418992,1.0,-0.32707017403587324,-0.1427200767570161,0.0
2019-07-23,-0.5774141101841733,-0.39894453476905034,-0.21927556704603,1.0,-0.32700764945760813,-0.14270103147738478,0.0
2019-07-24,-0.5781033564198188,-0.39952051145444856,-0.22261587639850827,1.0,-0.3243473628129994,-0.13923814597762385,0.0
2019-07-25,-0.5788969080401609,-0.39676156488854564,-0.22357452928173852,1.0,-0.3263202748408746,-0.13766012410450346,0.0
2019-07-26,-0.5783687376883352,-0.3921631262311665,-0.2253101208539637,1.0,-0.32827556833306715,-0.13786402598094022,0.0
2019-07-29,-0.5694155878749134,-0.3792019604709392,-0.23043524585797243,1.0,-0.33093601832614145,-0.15369452879441695,0.0
2019-07-30,-0.5688562143732353,-0.37699110329763996,-0.23099461935965054,1.0,-0.33133557082734005,-0.1555058334665175,0.0
2019-07-31,-0.5769785325216277,-0.34943394211257073,-0.23114920431485633,1.0,-0.34177079995727866,-0.170751895759906,0.0
2019-08-01,-0.5809567003708348,-0.3506923138489449,-0.22756983165701786,1.0,-0.3408478510257984,-0.1678094069311421,0.0
2019-08-02,-0.583848943887348,-0.35091743119266056,-0.22573074461275872,1.0,-0.3402762961382548,-0.16617772562406655,0.0
2019-08-05,-0.5839443303916602,-0.3506278827952115,-0.22499800037326367,1.0,-0.3409496893913136,-0.1656490788386168,0.0
2019-08-06,-0.5732693480393456,-0.35092928917994537,-0.22790783996606304,1.0,-0.3288437574568497,-0.17040061510724605,0.0
2019-08-07,-0.5726909543085431,-0.3584676032489351,-0.2159430642643596,1.0,-0.3224594544540572,-0.17615154641902797,0.0
2019-08-08,-0.5646186440677966,-0.3595074152542373,-0.21620762711864408,1.0,-0.32791313559322033,-0.18008474576271188,0.0
2019-08-09,-0.565151875644381,-0.3569936817617046,-0.21466148518254155,1.0,-0.3238956301054802,-0.18291167684458193,0.0
2019-08-12,-0.5660762040935208,-0.3593083909232928,-0.20912436783435273,1.0,-0.3229009452696799,-0.1904043212328223,0.0
2019-08-13,-0.571602262515198,-0.3595178939578157,-0.20574086800232597,1.0,-0.31931595919014644,-0.18697467886028438,0.0
2019-08-14,-0.5702104068217217,-0.3625755695768103,-0.20607724596742258,1.0,-0.31608542992159244,-0.18503656379524275,0.0
2019-08-15,-0.56846200352233,-0.3680046263438741,-0.20963120679231398,1.0,-0.30872959545777146,-0.1737770417685251,0.0
2019-08-16,-0.5680450040745512,-0.36820798612023864,-0.2097210904024605,1.0,-0.3085355274572172,-0.17420677689860936,0.0
2019-08-19,-0.5719873982672617,-0.3647414019427671,-0.20913625623523233,1.0,-0.3077448149120504,-0.17172486216854815,0.0
2019-08-20,-0.57266549471309,-0.3657282292131293,-0.20956104216409097,1.0,-0.30622097447065305,-0.16962716133602707,0.0
2019-08-21,-0.5761920989855035,-0.3678139827509372,-0.209793692819881,1.0,-0.3030120324009752,-0.16462631399585811,0.0
2019-08-22,-0.5758750785998742,-0.36863341018654366,-0.20931146510165582,1.0,-0.3039981136030182,-0.16217774051561515,0.0
2019-08-23,-0.579820698332809,-0.3717363950927965,-0.2089493551431268,1.0,-0.30447205620216,-0.1563646849113977,0.0
2019-08-26,-0.5833311561071195,-0.3682299150881777,-0.20770738079686482,1.0,-0.30043109079033314,-0.15297191378184194,0.0
2019-08-27,-0.5836160551176992,-0.366276945560833,-0.2043165092123806,1.0,-0.29792786679889344,-0.157576073907824,0.0
2019-08-28,-0.5837509134565195,-0.36741831088840166,-0.2033093224762501,1.0,-0.2975519365278213,-0.1578191878066604,0.0
2019-08-29,-0.5853944896681278,-0.36636401586307654,-0.2037152995199332,1.0,-0.2973544145272386,-0.15623043206011272,0.0
2019-08-30,-0.5867139430597559,-0.364897278131192,-0.20385337365731565,1.0,-0.29721555949525497,-0.15447387631661277,0.0
2019-09-03,-0.5869332846677269,-0.3652788278541075,-0.2039262716062257,1.0,-0.29746851943582653,-0.153479156346951,0.0
2019-09-04,-0.5892121591323843,-0.3675634808905574,-0.2023306741748788,1.0,-0.2967047291308202,-0.1512070493769227,0.0
2019-09-05,-0.5900690733741691,-0.3679134627916069,-0.20179851427081977,1.0,-0.29638993874625313,-0.15037143229506061,0.0
2019-09-06,-0.5902942479605933,-0.3678490448017931,-0.20188172743621155,1.0,-0.29643722797049704,-0.1498084391044854,0.0
2019-09-09,-0.5911531644249818,-0.3731623396934627,-0.20240329475549995,1.0,-0.2959024085079762,-0.14398915650088626,0.0
2019-09-10,-0.5639119394780241,-0.39142954372922173,-0.16195911101803617,1.0,-0.3061961728750556,-0.1942357529907594,0.0
2019-09-11,-0.564229430089793,-0.3893819209926962,-0.16639179036100424,1.0,-0.3067619571192963,-0.19113065787062491,0.0
2019-09-12,-0.5652219430485763,-0.3841865577889448,-0.16763505025125627,1.0,-0.3076319095477387,-0.19255129815745395,0.0
2019-09-13,-0.5648964849373151,-0.3841704399717329,-0.1679273431570131,1.0,-0.3077184809066401,-0.1926086842725155,0.0
2019-09-16,-0.5640622955110588,-0.38515901060070673,-0.16607773851590107,1.0,-0.3091218426907473,-0.1930375605287266,0.0
2019-09-17,-0.5640227147829272,-0.38793080888702797,-0.16523172742260486,1.0,-0.30890011252715044,-0.1907989427681679,0.0
2019-09-18,-0.5626652011200963,-0.38939048964957734,-0.16244013503964827,1.0,-0.3096228834628772,-0.19292873779801625,0.0
2019-09-19,-0.559838684334573,-0.39331168491070023,-0.1628345466925051,1.0,-0.30584507411093076,-0.1969308123396009,0.0
2019-09-20,-0.5536102738828463,-0.39829642248722313,-0.1640938278076268,1.0,-0.3080068143100511,-0.1968811427073778,0.0
2019-09-23,-0.5523005974216539,-0.3994078188869092,-0.1645267791636097,1.0,-0.30691227334660937,-0.19712294308772668,0.0
2019-09-24,-0.5521781321303995,-0.39930236827611526,-0.16365496079099895,1.0,-0.309501953893362,-0.19803823861103095,0.0
2019-09-25,-0.555625640621304,-0.4056611211858393,-0.16005676890325635,1.0,-0.3072091250755605,-0.19966359168440695,0.0
2019-09-26,-0.5565663204942816,-0.4070724332851321,-0.1579071907453661,1.0,-0.3072170369396608,-0.20039437360326012,0.0
