Date,BLX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.28348234719721704,-0.7004973909859327,-0.05681852857709561,-0.5210399438527967,-0.48964023069177015,0.0
2018-09-25,1.0,-0.28255996069158246,-0.7097933237109604,-0.05051745846512914,-0.5289746030771121,-0.4990940638147591,0.0
2018-09-26,1.0,-0.2851429098852414,-0.7136879672645603,-0.0544565117066117,-0.5293049872319479,-0.4940774697720211,0.0
2018-09-27,1.0,-0.2881830202023308,-0.7064358414562898,-0.05660957535131146,-0.5296270102395375,-0.49408074782448264,0.0
2018-09-28,1.0,-0.2875899391181354,-0.7067523522538589,-0.057007564110448314,-0.5294569829653772,-0.4940348072074288,0.0
2018-10-01,1.0,-0.2937101861586987,-0.7086399901045211,-0.055785762879584394,-0.5362421918485992,-0.49795905745562496,0.0
2018-10-02,1.0,-0.29371669351840374,-0.7202875201388028,-0.05282562895030363,-0.5350105341430165,-0.4964369810385426,0.0
2018-10-03,1.0,-0.2938294573643411,-0.7097984496124031,-0.05097674418604651,-0.5407441860465115,-0.5054263565891473,0.0
2018-10-04,1.0,-0.2929754248609687,-0.7145431385341908,-0.051076521577034205,-0.5395656631559325,-0.5087146984807531,0.0
2018-10-05,1.0,-0.2833802642572021,-0.7099978339573598,-0.04137141442584398,-0.5447597239842807,-0.5148683355509485,0.0
2018-10-08,1.0,-0.282085396039604,-0.708075495049505,-0.036045792079207925,-0.5517017326732674,-0.5161509900990099,0.0
2018-10-09,1.0,-0.2796168867398177,-0.7107122931002418,-0.027586634430599465,-0.5577769512119521,-0.5239290806521605,0.0
2018-10-10,1.0,-0.2810475747714241,-0.7094684642801797,-0.029164729583139627,-0.5587168758716876,-0.5209050054238339,0.0
2018-10-11,1.0,-0.23973677855590436,-0.7035740159381791,-0.0,-0.5466674716252113,-0.5286162762617724,0.0
2018-10-12,1.0,-0.239789825650824,-0.6977549558156199,-0.0,-0.5339443515643659,-0.5139718175304514,0.0
2018-10-15,1.0,-0.22982957931116674,-0.7048921463472768,-0.0,-0.5314622810153736,-0.5131688714098439,0.0
2018-10-16,1.0,-0.22038163136925978,-0.7286942455740946,-0.0,-0.5325465057064973,-0.5139142677410657,0.0
2018-10-17,1.0,-0.20071441223357148,-0.6944854460648284,-0.0,-0.531262915510421,-0.5256538938418847,0.0
2018-10-18,1.0,-0.20176787086856265,-0.6978064210961982,-0.0,-0.5303021344527878,-0.5264293738544316,0.0
2018-10-19,1.0,-0.19538298248717495,-0.6970635061029542,-0.0,-0.5302494250840263,-0.525591131552568,0.0
2018-10-22,1.0,-0.19533785777515492,-0.687075833579227,-0.0,-0.5367660076718797,-0.5315432280908823,0.0
2018-10-23,1.0,-0.19400076761831656,-0.6875202975997166,-0.0,-0.5383071063741843,-0.5325204452186236,0.0
2018-10-24,1.0,-0.19296066252587993,-0.6832298136645962,-0.0,-0.542413487133984,-0.5391008577343981,0.0
2018-10-25,1.0,-0.16791850125183458,-0.649543871766094,-0.0,-0.5444473222251,-0.5158709603154047,0.0
2018-10-26,1.0,-0.19619623602435046,-0.9930370429316039,-0.0,-0.9711136752476823,-0.8184856563084392,0.0
2018-10-29,1.0,-0.16666007201361135,-1.0048668539548136,-0.0,-0.9596011553832153,-0.8256241839116845,0.0
2018-10-30,1.0,-0.14060138413809561,-1.013204995624851,-0.0,-0.968140959350887,-0.8554609816243736,0.0
2018-10-31,1.0,-0.14399905496928647,-0.9864151834934635,-0.0,-0.9613324933060323,-0.845881241140337,0.0
2018-11-01,1.0,-0.1645735633097528,-0.9833876480406962,-0.0,-0.9717828471504649,-0.8545028217152849,0.0
2018-11-02,1.0,-0.16800725494834792,-0.9558788739058434,-0.0,-0.9729910890308334,-0.8460689220093052,0.0
2018-11-05,1.0,-0.16526124990148947,-0.9625660020490188,-0.0,-0.9728899046418158,-0.8397036803530618,0.0
2018-11-06,1.0,-0.1706461780929866,-0.9667454688731283,-0.0,-0.9689125295508273,-0.833806146572104,0.0
2018-11-07,1.0,-0.16963828866060532,-0.9663872161215412,-0.0,-0.9670169638288659,-0.8328807021686936,0.0
2018-11-08,1.0,-0.136676652530833,-0.9640897949655682,-0.0,-0.9536629965373693,-0.836128078434424,0.0
2018-11-09,1.0,-0.13562161530369735,-0.96587057310944,-0.0,-0.9572992558538201,-0.8372228932091791,0.0
2018-11-12,1.0,-0.1341548477098349,-0.9447415329768271,-0.0,-0.9636518639076184,-0.832519569092459,0.0
2018-11-13,1.0,-0.08829032509550168,-0.9618772900912139,-0.0,-0.9977001637171592,-0.8501598191315194,0.0
2018-11-14,1.0,-0.08930033131943091,-0.9610992009354902,-0.0,-0.9978171896316508,-0.849697914636523,0.0
2018-11-15,1.0,-0.08773977666238668,-0.9619470059530757,-0.0,-1.0014007237072486,-0.8398116804793587,0.0
2018-11-16,1.0,-0.08164456027072232,-0.9501730911354,-0.0,-1.0041230697421137,-0.8537088179236844,0.0
2018-11-19,1.0,-0.07529966594615838,-0.9657693063470228,-0.0,-1.0220475535468658,-0.8669286696797013,0.0
2018-11-20,1.0,-0.004591656528393706,-0.9612260115380088,-0.0,-1.0433264000627918,-0.9153486911816648,0.0
2018-11-21,1.0,-0.009779571561626824,-0.9513737969574666,-0.0,-1.0402437131325675,-0.8793852840732691,0.0
2018-11-23,1.0,-0.012418503570319777,-0.9329012728966158,-0.0,-1.0516144054641414,-0.8838869916175099,0.0
2018-11-26,1.0,-0.011907532386936622,-0.9343728182452874,-0.0,-1.0500736948258476,-0.8823597858971376,0.0
2018-11-27,1.0,-0.0029669017069317615,-0.9325318845605519,-0.0,-1.0428081532000155,-0.8748121604438793,0.0
2018-11-28,1.0,-0.0031599229287090557,-0.9345279383429672,-0.0,-1.0416184971098266,-0.8742581888246628,0.0
2018-11-29,1.0,-0.0,-0.9081105710814096,-0.0,-1.0207320777642772,-0.868203219927096,0.0
2018-11-30,1.0,-0.0,-0.9096261966266526,-0.0,-1.0237425923111991,-0.8654459808539736,0.0
2018-12-03,1.0,-0.0,-0.9256728222060122,-0.0,-1.0371251967597037,-0.876377317925289,0.0
2018-12-04,1.0,-0.0,-0.9263637059138551,-0.0,-1.0281156759238008,-0.87078264861143,0.0
2018-12-06,1.0,-0.0,-0.8398609416028698,-0.0,-1.0270720071008543,-0.8314286770960464,0.0
2018-12-07,1.0,-0.0,-0.8401316519359492,-0.0,-1.0283273547575904,-0.8296290817647277,0.0
2018-12-10,1.0,-0.0,-0.8337712575724401,-0.0,-1.015108386249179,-0.8004525217137436,0.0
2018-12-11,1.0,-0.0,-0.8334793080797023,-0.0,-1.0180278811765564,-0.797861469965696,0.0
2018-12-12,1.0,-0.0,-0.8345996493278783,-0.0,-1.0177527761542957,-0.8004821741671537,0.0
2018-12-13,1.0,-0.0,-0.8293991024845854,-0.0,-1.0213433543726513,-0.7976577036739757,0.0
2018-12-14,1.0,-0.0,-0.8174658158614403,-0.0,-1.0300820419325432,-0.7987602552415679,0.0
2018-12-17,1.0,-0.0,-0.8117352311099816,-0.0,-1.005954758360263,-0.8132965397044407,0.0
2018-12-18,1.0,-0.0,-0.7995385890919577,-0.0,-0.9970080386431636,-0.8082260913449407,0.0
2018-12-19,1.0,-0.0,-0.7997764476815462,-0.0,-0.997151510780991,-0.8087545972452586,0.0
2018-12-20,1.0,-0.0,-0.7818383961553634,-0.0,-1.0032636373417494,-0.8013126277660222,0.0
2018-12-21,1.0,-0.0,-0.7806373422684821,-0.0,-1.005346831111428,-0.7785699009053967,0.0
2018-12-24,1.0,-0.0,-0.7461167458685013,-0.0,-0.9941485211717144,-0.8061210014894673,0.0
2018-12-26,1.0,-0.0,-0.7595447999719012,-0.0,-0.96431456569843,-0.7884865301534895,0.0
2018-12-27,1.0,-0.0,-0.7055414098097025,-0.0,-0.8741959260251942,-0.770570892522112,0.0
2018-12-28,1.0,-0.0,-0.7063430962343096,-0.0,-0.8725355648535564,-0.7684016736401673,0.0
2018-12-31,1.0,-0.0,-0.7228216886970596,-0.0,-0.8771580793094146,-0.772019152953871,0.0
2019-01-02,1.0,-0.0,-0.7233001518474776,-0.0,-0.8747427028851021,-0.7763792812552724,0.0
2019-01-03,1.0,-0.0,-0.722566938692925,-0.0,-0.8814662440142982,-0.7681931611249746,0.0
2019-01-04,1.0,-0.0,-0.7215435590213862,-0.0,-0.8586298068877807,-0.766658857391479,0.0
2019-01-07,1.0,-0.0,-0.6854153041203401,-0.0,-0.8444735120994115,-0.7401896664486592,0.0
2019-01-08,1.0,-0.0,-0.6804231422228026,-0.0,-0.8460885464281049,-0.7384745984066867,0.0
2019-01-09,1.0,-0.0,-0.6729565897536175,-0.0,-0.8447073393299439,-0.7413309868335289,0.0
2019-01-10,1.0,-0.0,-0.6694597502526818,-0.0,-0.8505102539858498,-0.7404388510319194,0.0
2019-01-11,1.0,-0.0,-0.660846249427768,-0.0,-0.8561899156366491,-0.7528938591328234,0.0
2019-01-14,1.0,-0.0,-0.6613505370709981,-0.0,-0.8556785433586587,-0.7577940791197275,0.0
2019-01-15,1.0,-0.0,-0.655267566768503,-0.0,-0.8590716467921553,-0.7707368351893827,0.0
2019-01-16,1.0,-0.0,-0.6565423639478193,-0.0,-0.8433258663855581,-0.7943734352352089,0.0
2019-01-17,1.0,-0.0,-0.6511826825015626,-0.0,-0.8431424153699378,-0.7954403395071882,0.0
2019-01-18,1.0,-0.0,-0.6514920424403183,-0.0,-0.8480769230769232,-0.816080901856764,0.0
2019-01-22,1.0,-0.0,-0.6159707406278574,-0.0,-0.9429374513190424,-0.8275932134511835,0.0
2019-01-23,1.0,-0.0,-0.591323889948243,-0.0,-0.9647235085807683,-0.8490193407790793,0.0
2019-01-24,1.0,-0.0,-0.58646462578069,-0.0,-0.9786014129210607,-0.847820893484864,0.0
2019-01-25,1.0,-0.0,-0.5051531935777887,-0.0,-1.112353642291243,-0.8880670265722498,0.0
2019-01-28,1.0,-0.0,-0.4841584505806814,-0.0,-1.140802077120101,-0.8837233781270832,0.0
2019-01-29,1.0,-0.0,-0.46820117551824875,-0.0,-1.1486643437862951,-0.9026150001759758,0.0
2019-01-30,1.0,-0.0,-0.4674138355057443,-0.0,-1.1471383901907741,-0.8987808734146084,0.0
2019-01-31,1.0,-0.0,-0.47829916155851476,-0.0,-1.131578947368421,-0.9129852744310576,0.0
2019-02-01,1.0,-0.0,-0.476909507849709,-0.0,-1.1369906509084495,-0.9140589169165638,0.0
2019-02-04,1.0,-0.0,-0.4772358297451825,-0.0,-1.1353497564763182,-0.9167431354556363,0.0
2019-02-05,1.0,-0.0,-0.4726566637246249,-0.0,-1.1286142983230363,-0.9291791703442188,0.0
2019-02-06,1.0,-0.0,-0.46854901406459826,-0.0,-1.1252031945720546,-0.9401017739769594,0.0
2019-02-07,1.0,-0.0,-0.4750283366392746,-0.0,-1.1386015868517994,-0.9284854066307735,0.0
