Date,IWF,IWM,MTUM,SPY,VLUE,VXX,WIX
2018-09-24,-0.7448052532157956,-1.1647027075649905,-0.47067554196275974,-0.6344337501124403,-0.48295403436178824,0.0,1.0
2018-09-25,-0.7438079798252725,-1.167747455642619,-0.4679365937134108,-0.6371701341979645,-0.48658020354859044,0.0,1.0
2018-09-26,-0.7516079355014041,-1.1804511278195489,-0.4769906694446961,-0.64163420599692,-0.4787118398405653,0.0,1.0
2018-09-27,-0.753111563702195,-1.174926453948857,-0.47843403484951347,-0.6412310477483594,-0.47820773930753563,0.0,1.0
2018-09-28,-0.7589257360613347,-1.1742956947783878,-0.4779295014290251,-0.6444222655718369,-0.4809690151068367,0.0,1.0
2018-10-01,-0.7590618336886994,-1.1737513042689292,-0.4780202331806016,-0.6446037290749898,-0.48110511273420137,0.0,1.0
2018-10-02,-0.7610935568072537,-1.2258551998900946,-0.46480743691899074,-0.6462426157439208,-0.48138480560516556,0.0,1.0
2018-10-03,-0.7626061023170452,-1.2350997935306263,-0.4661160816701078,-0.6456526726313375,-0.47877953659096123,0.0,1.0
2018-10-04,-0.7626737624443731,-1.2340689085653989,-0.46639445795292933,-0.6459145754002844,-0.4787356058173143,0.0,1.0
2018-10-05,-0.7646626893070215,-1.2413951353832033,-0.4636071592473611,-0.6448829738412115,-0.4746672785681505,0.0,1.0
2018-10-08,-0.7627103103653784,-1.23797735295466,-0.4577087058176317,-0.65130885251914,-0.4746710677119149,0.0,1.0
2018-10-09,-0.7999622124604412,-1.2787303386708233,-0.49459165840064234,-0.6700675452269614,-0.48009069009494115,0.0,1.0
2018-10-10,-0.7998298837538984,-1.2804082789906435,-0.4935733862583877,-0.6702580096399205,-0.4813817219544467,0.0,1.0
2018-10-11,-0.7540515653775323,-1.2822283609576428,-0.43232044198895025,-0.6491252302025783,-0.486279926335175,0.0,1.0
2018-10-12,-0.7664027664027664,-1.2776412776412776,-0.4318864318864319,-0.6216671216671217,-0.45240695240695245,0.0,1.0
2018-10-15,-0.7781685316282256,-1.2708380908883306,-0.4414706554007764,-0.6251198903859329,-0.4516099566110984,0.0,1.0
2018-10-16,-0.7766258677383998,-1.2765801972963098,-0.43702046035805625,-0.6252740226525393,-0.4515436609426379,0.0,1.0
2018-10-17,-0.7613237280504277,-1.239846915803692,-0.4241782980639352,-0.6200360198108961,-0.45713642503376856,0.0,1.0
2018-10-18,-0.7605906451177238,-1.238599018592716,-0.4247962904605411,-0.620942691216855,-0.45698464862918114,0.0,1.0
2018-10-19,-0.7581875280394796,-1.2392552714221623,-0.4195154777927322,-0.6186630776132795,-0.4506505159264244,0.0,1.0
2018-10-22,-0.7570601176312126,-1.2425807030934315,-0.42387644232927757,-0.6166210209670901,-0.4496026579266376,0.0,1.0
2018-10-23,-0.7649389832034944,-1.2455532039447021,-0.43652902238033053,-0.6090421939028235,-0.4469761786823975,0.0,1.0
2018-10-24,-0.7670641169853768,-1.2432395950506188,-0.4300562429696288,-0.6103937007874016,-0.44872890888638917,0.0,1.0
2018-10-25,-0.7371901550319699,-1.1971183323114654,-0.4276955417360077,-0.608478584566874,-0.40890776911623017,0.0,1.0
2018-10-26,-0.7288187195546276,-1.1866301322199027,-0.41979819067501734,-0.6108646485734167,-0.4032707028531663,0.0,1.0
2018-10-29,-0.717293363368567,-1.1981459019234102,-0.4092011783053197,-0.602105354357997,-0.40530237393865887,0.0,1.0
2018-10-30,-0.7308744949824059,-1.199965246101047,-0.41643859420478735,-0.6028932620878404,-0.3941092141274599,0.0,1.0
2018-10-31,-0.7371988602020552,-1.1725671358259218,-0.4185303514376997,-0.6012002417753217,-0.38796304291511957,0.0,1.0
2018-11-01,-0.7519638904561434,-1.1621457402022481,-0.4304934681654442,-0.6047914587040493,-0.3906948483138753,0.0,1.0
2018-11-02,-0.7548230815814516,-1.1482827234189807,-0.4287568128730859,-0.6068864088588979,-0.38697119127952245,0.0,1.0
2018-11-05,-0.7521079258010118,-1.1552730574653,-0.4287629178017036,-0.6070826306913997,-0.38072382929043974,0.0,1.0
2018-11-06,-0.7740309403789327,-1.1774291673909265,-0.4157830697027638,-0.606422735963845,-0.371936381018599,0.0,1.0
2018-11-07,-0.77181936604429,-1.176595744680851,-0.419279201042119,-0.6039079461571863,-0.3706035605731654,0.0,1.0
2018-11-08,-0.7492126493809051,-1.1877130160921523,-0.3924673195564951,-0.6004141679968937,-0.3844428146166789,0.0,1.0
2018-11-09,-0.7488783433994822,-1.187316652286454,-0.3928386540120794,-0.6005176876617774,-0.38451251078515963,0.0,1.0
2018-11-12,-0.7498810399273262,-1.1964355236406108,-0.3912704935761561,-0.6009862871479864,-0.38720422200112475,0.0,1.0
2018-11-13,-0.7557357852279134,-1.2070087175261308,-0.38816845209697703,-0.6018996400225528,-0.3842217114108514,0.0,1.0
2018-11-14,-0.761394802141831,-1.2093073875756388,-0.3857907796787254,-0.6088546428105003,-0.3879674372034304,0.0,1.0
2018-11-15,-0.7618135932468889,-1.2102950134888173,-0.3849969541380211,-0.6087807849621443,-0.38534505264989993,0.0,1.0
2018-11-16,-0.7648885002186271,-1.2209444687363358,-0.38627022299956276,-0.6145168342807171,-0.3859641451683428,0.0,1.0
2018-11-19,-0.7648861646234676,-1.225043782837128,-0.3788091068301226,-0.6200963222416813,-0.38949211908931697,0.0,1.0
2018-11-20,-0.8052836261231059,-1.2549282553305618,-0.402261856868267,-0.6311742881408967,-0.37638013499620043,0.0,1.0
2018-11-21,-0.8193183840541023,-1.2530699412706887,-0.4139081687132942,-0.6332532479088807,-0.32964050542801215,0.0,1.0
2018-11-23,-0.8185130871439363,-1.2364573612407233,-0.41909967559880906,-0.6389370306181398,-0.3308892147713638,0.0,1.0
2018-11-26,-0.8186429365962179,-1.2498331479421578,-0.4147719688542825,-0.6375528364849833,-0.3285428253615128,0.0,1.0
2018-11-27,-0.8173994055277051,-1.2522514529080344,-0.40907679339869574,-0.6341333569939223,-0.3234994010913447,0.0,1.0
