Date,CRM,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.49671842021568796,-0.4898950472720965,-0.39295110879810335,-0.34750050597045135,-0.1642235522016943,0.0
2018-09-25,1.0,-0.5030589463307141,-0.4892864391545131,-0.4001855664124794,-0.34648728580127,-0.1604569572907304,0.0
2018-09-26,1.0,-0.5028128987356455,-0.48906739357383133,-0.39934462359355066,-0.34685651316552607,-0.1617851757336736,0.0
2018-09-27,1.0,-0.5032323525148572,-0.4875199304246992,-0.3997390926221192,-0.3467748949123062,-0.16170459486882158,0.0
2018-09-28,1.0,-0.5053392142069526,-0.4867970518251988,-0.3993964366548663,-0.34765829029075507,-0.1625558586268934,0.0
2018-10-01,1.0,-0.5076127382612737,-0.48590771734077165,-0.39870990237099024,-0.3498663412366341,-0.1635285913528591,0.0
2018-10-02,1.0,-0.5080333536709375,-0.47953165402829834,-0.40076701821668265,-0.3514628548185595,-0.16554809843400448,0.0
2018-10-03,1.0,-0.5090840272520818,-0.4874221161125022,-0.4015897047691143,-0.350550282420078,-0.16293018109823562,0.0
2018-10-04,1.0,-0.5083901415836392,-0.4890753364796364,-0.4014741012643477,-0.3499679543203403,-0.16433607178232243,0.0
2018-10-05,1.0,-0.511347414420976,-0.49104151493080844,-0.40259286234522945,-0.3484340859431901,-0.15991260014566644,0.0
2018-10-08,1.0,-0.5102129888268156,-0.48856494413407825,-0.39947043761638734,-0.351897113594041,-0.1595379422718808,0.0
2018-10-09,1.0,-0.525,-0.5011511216056671,-0.4185360094451004,-0.35286304604486424,-0.154073199527745,0.0
2018-10-10,1.0,-0.5252316590922504,-0.5009443427964352,-0.4187570087941923,-0.3527710558932893,-0.1533966829959275,0.0
2018-10-11,1.0,-0.531543782888902,-0.5037249453083428,-0.4224560988588659,-0.35262815585644175,-0.14592325430142494,0.0
2018-10-12,1.0,-0.5505954126825834,-0.5016131870710389,-0.4259987094503432,-0.3341936997712207,-0.12069572358772804,0.0
2018-10-15,1.0,-0.5704507067294871,-0.4848134649005838,-0.44510623166503693,-0.3411266186623996,-0.12175897116780751,0.0
2018-10-16,1.0,-0.5775114053135343,-0.47305960580851003,-0.4574350717118406,-0.34612517517965236,-0.12762024033157407,0.0
2018-10-17,1.0,-0.5722946795611156,-0.4584035725904238,-0.45358294147221484,-0.3439801259870464,-0.12918108419838523,0.0
2018-10-18,1.0,-0.5724890571394772,-0.4586241571039868,-0.4535076304270674,-0.3438424228084704,-0.1290666035726961,0.0
2018-10-19,1.0,-0.5729654847171869,-0.455271612579951,-0.45367995991393284,-0.34208742299643347,-0.12347098181389453,0.0
2018-10-22,1.0,-0.5717362442838176,-0.459035255937454,-0.4568225401976693,-0.34019766927275413,-0.12246644047794661,0.0
2018-10-23,1.0,-0.5753396337861784,-0.4595097460129947,-0.4637034849379799,-0.33484937979917306,-0.11993502658003544,0.0
2018-10-24,1.0,-0.5759732970993088,-0.460654575530218,-0.4649672121462752,-0.33425887635139123,-0.11800673480238671,0.0
2018-10-25,1.0,-0.5691002390809959,-0.4448947460493323,-0.46693684762959936,-0.33179777246486675,-0.10292145314595602,0.0
2018-10-26,1.0,-0.5720946599806458,-0.45004545321251577,-0.4697222955338553,-0.3323362951233102,-0.10823729509398551,0.0
2018-10-29,1.0,-0.5761453350159952,-0.44938807853725826,-0.4716344319549204,-0.33322572124556105,-0.10445220555865348,0.0
2018-10-30,1.0,-0.5880101289676698,-0.45082739532418586,-0.4779164949060716,-0.3335787056121548,-0.09416406572051117,0.0
2018-10-31,1.0,-0.5915934387814881,-0.43529584065612187,-0.4794669009958993,-0.3323081429408319,-0.09048037492677212,0.0
2018-11-01,1.0,-0.598378949841419,-0.4288441207564901,-0.4857277105603195,-0.3328438858216845,-0.09091976976389053,0.0
2018-11-02,1.0,-0.6022940074906367,-0.4147354868913858,-0.4831460674157303,-0.337312734082397,-0.08857092696629212,0.0
2018-11-05,1.0,-0.6061521318397748,-0.4074834320567709,-0.48246437159110905,-0.338572517740895,-0.09770687936191427,0.0
2018-11-06,1.0,-0.6141993425686781,-0.41459262737731856,-0.4777529936604837,-0.336082413712139,-0.09233388119276825,0.0
2018-11-07,1.0,-0.6102969250198244,-0.4160768304502334,-0.48400834092043815,-0.33407735910012043,-0.09251373021234104,0.0
2018-11-08,1.0,-0.6166056886580904,-0.4175321609819426,-0.4877257169833589,-0.33766080490971323,-0.09099492505606042,0.0
2018-11-09,1.0,-0.6157727031332979,-0.4174190122145512,-0.4880804862217501,-0.33808343659644774,-0.09098955567357053,0.0
2018-11-12,1.0,-0.6166893611982712,-0.42525605351962587,-0.4873601326150021,-0.3377242318394411,-0.09309691551713929,0.0
2018-11-13,1.0,-0.6216328222130129,-0.42570007696406365,-0.4894026404594163,-0.3359185364987271,-0.08747261855425967,0.0
2018-11-14,1.0,-0.6237037037037036,-0.42533333333333334,-0.4888888888888889,-0.3373333333333333,-0.0877037037037037,0.0
2018-11-15,1.0,-0.6242769422443712,-0.42585506214588703,-0.4890095221144433,-0.33692266619204414,-0.09032659962623475,0.0
2018-11-16,1.0,-0.6236804649507769,-0.4247716759577749,-0.48861345036176024,-0.336852093464595,-0.09129996441703239,0.0
2018-11-19,1.0,-0.6235876753358441,-0.42498739657780016,-0.4881231280211144,-0.3372082678449631,-0.09160463805936953,0.0
2018-11-20,1.0,-0.656944696832031,-0.4459385789569327,-0.5091465261372585,-0.34151069113816707,-0.07514083227330547,0.0
2018-11-21,1.0,-0.6637899927832571,-0.4398304065431802,-0.5179817175847967,-0.33723237911955734,-0.04814168871782535,0.0
2018-11-23,1.0,-0.6643360858296666,-0.4485263094448797,-0.5148574528358748,-0.3365981556265445,-0.04936411307335302,0.0
2018-11-26,1.0,-0.6645462767561049,-0.44760325595417544,-0.5150738619234247,-0.3374133252939403,-0.05013566475731082,0.0
2018-11-27,1.0,-0.6652103169820417,-0.44757141135350126,-0.515065686392672,-0.33674822224900564,-0.048511510184404,0.0
2018-11-28,1.0,-0.6657625075346595,-0.4421639541892707,-0.5161844484629295,-0.3393007836045811,-0.05039180229053647,0.0
2018-11-29,1.0,-0.6876300506226901,-0.4703872791080469,-0.5231839498121059,-0.36013540793192333,-0.06434982452871207,0.0
2018-11-30,1.0,-0.6877445804087211,-0.4704018883160445,-0.5233865457481831,-0.3598670724889745,-0.064382880924281,0.0
2018-12-03,1.0,-0.6878786937202871,-0.47034148463474507,-0.5245005126930367,-0.35994158406612187,-0.06459932262374546,0.0
2018-12-04,1.0,-0.6813404842359797,-0.4729826084260781,-0.5277614161267321,-0.35598474749666736,-0.06203304709055398,0.0
2018-12-06,1.0,-0.6750866314061645,-0.43011733236062977,-0.560672381299775,-0.34312116238069185,-0.030670557480697917,0.0
2018-12-07,1.0,-0.6803236305015664,-0.4292058277823403,-0.5650454725187821,-0.342275755087143,-0.0247893664263771,0.0
2018-12-10,1.0,-0.6784178326973167,-0.4287964140771701,-0.5664183172814828,-0.339723787025259,-0.015294687746077897,0.0
2018-12-11,1.0,-0.6780857186127518,-0.4289262456459186,-0.5661971830985916,-0.33984552476147206,-0.015871573527184612,0.0
2018-12-12,1.0,-0.6771916002545377,-0.42977485530741494,-0.5651343898669737,-0.3401412078421866,-0.01796915244992576,0.0
2018-12-13,1.0,-0.6779763891839397,-0.43297623744347663,-0.5632909471639707,-0.3399289854632636,-0.020606354890595126,0.0
