Date,ADX,IWF,IWM,MTUM,SPY,VLUE,VXX
2018-09-24,1.0,-0.22362778730703262,-0.22896655231560892,-0.15563893653516295,-0.28295454545454546,-0.2528945111492281,0.0
2018-09-25,1.0,-0.2231208168869058,-0.2298137978376523,-0.1546035695898404,-0.2837008752359705,-0.2539471426119787,0.0
2018-09-26,1.0,-0.22344259481723014,-0.23019993135404151,-0.1554187403466621,-0.28346490475373265,-0.2526600308906813,0.0
2018-09-27,1.0,-0.22428543860025302,-0.2278877286274846,-0.15607779231082616,-0.2834230332139717,-0.2525462615519866,0.0
2018-09-28,1.0,-0.22469331732006523,-0.22773869777815908,-0.1560650253066827,-0.2834991850390324,-0.2526378999742644,0.0
2018-10-01,1.0,-0.2257386229536336,-0.22700452721694167,-0.15579204840474606,-0.2842920591327483,-0.25277318857682324,0.0
2018-10-02,1.0,-0.22573237471831742,-0.22813606610151307,-0.15557463247129522,-0.28410773688163965,-0.25260221053761134,0.0
2018-10-03,1.0,-0.22563893478680713,-0.22703375464045839,-0.1554258492307032,-0.28445741507692973,-0.25329928542305963,0.0
2018-10-04,1.0,-0.2273663434308762,-0.224169741697417,-0.15564661460568097,-0.2867501930833262,-0.25143739809491117,0.0
2018-10-05,1.0,-0.2245138101452686,-0.2209195353116108,-0.1532701482638369,-0.2879912710468326,-0.25275454098115147,0.0
2018-10-08,1.0,-0.22425590147109137,-0.22032158741019503,-0.15286093055080396,-0.2882312692439275,-0.25254447485460146,0.0
2018-10-09,1.0,-0.22463597682225406,-0.22023134982573928,-0.15377707455793366,-0.28775470931599995,-0.2517907160726122,0.0
2018-10-10,1.0,-0.22462854088722609,-0.22009620523784074,-0.15375734901122395,-0.2877391769107429,-0.25165152324959916,0.0
2018-10-11,1.0,-0.21506852207698968,-0.2152374516966869,-0.142513250417045,-0.28492091982177925,-0.2538801022024199,0.0
2018-10-12,1.0,-0.21405211520202552,-0.21424200865070156,-0.14111193163835847,-0.286148327882688,-0.2543728241375673,0.0
2018-10-15,1.0,-0.2119206693784644,-0.21670495500242373,-0.13834383628048139,-0.2860454823276498,-0.25459986932788164,0.0
2018-10-16,1.0,-0.21103663420597782,-0.22045866531765101,-0.13555499346570551,-0.2862442561443447,-0.25456346697019516,0.0
2018-10-17,1.0,-0.20853965589592952,-0.2140788921527486,-0.13350818296265213,-0.28592110784725133,-0.25614771296684846,0.0
2018-10-18,1.0,-0.20853090512357855,-0.21406990894213418,-0.13346061852209307,-0.2859091099827955,-0.25613696445805884,0.0
2018-10-19,1.0,-0.20627587071957185,-0.21024794079525025,-0.1318100096165907,-0.2865116862482753,-0.2556967847138019,0.0
2018-10-22,1.0,-0.20738386921436636,-0.2076347367980934,-0.12867416482000252,-0.2890412677175231,-0.2578291591754819,0.0
2018-10-23,1.0,-0.20730891453420303,-0.20768523164408761,-0.12844957350727546,-0.2892415119585215,-0.2579653788258906,0.0
2018-10-24,1.0,-0.20729210196406184,-0.20689511073965733,-0.12776849143334726,-0.2894274968658587,-0.25804429586293354,0.0
2018-10-25,1.0,-0.20245665637881394,-0.1984174658740187,-0.12745199577438532,-0.2902417300163639,-0.2528326118027218,0.0
2018-10-26,1.0,-0.19950891383294816,-0.19604242324199406,-0.12334929019478376,-0.2930628920435787,-0.251423737206999,0.0
2018-10-29,1.0,-0.19865215778409795,-0.19554016734677054,-0.12248052429825645,-0.29285684843988297,-0.25139112155310994,0.0
2018-10-30,1.0,-0.20295385630891727,-0.19550733307205181,-0.12500257843602386,-0.29237401761587495,-0.246931661131624,0.0
2018-10-31,1.0,-0.20334933157558654,-0.19307063258285784,-0.12534245164479782,-0.2919026922363895,-0.24619440954126928,0.0
2018-11-01,1.0,-0.208032360589425,-0.18819911668799272,-0.1298551203203038,-0.2917406199694556,-0.24598588351838857,0.0
2018-11-02,1.0,-0.20921941971645236,-0.18403808110781406,-0.12914193867457963,-0.293026706231454,-0.24526046818331684,0.0
2018-11-05,1.0,-0.20958367683429513,-0.1831409727947238,-0.1291220115416323,-0.2930338004946414,-0.2461253091508656,0.0
2018-11-06,1.0,-0.2069804859936466,-0.18171129171995545,-0.13036841453855358,-0.2948347704113206,-0.24891703453112754,0.0
2018-11-07,1.0,-0.2071092589536227,-0.18177504538702755,-0.13015761676844362,-0.29499504868790233,-0.24900973758045883,0.0
2018-11-08,1.0,-0.20545772834929463,-0.18146431881371639,-0.12859643703017198,-0.2944701884460921,-0.2495108639686953,0.0
2018-11-09,1.0,-0.20483565367822723,-0.1814605815965071,-0.12900568415849742,-0.29483482988714066,-0.24932037235357113,0.0
2018-11-12,1.0,-0.2048541893585976,-0.17622639182884975,-0.12895867157154894,-0.2967385273022462,-0.24831994081259376,0.0
2018-11-13,1.0,-0.2026711458888115,-0.17387029374411078,-0.12685894547093285,-0.29757466508255154,-0.24744971117210865,0.0
2018-11-14,1.0,-0.2030027446642907,-0.17356929253205522,-0.12686903445168163,-0.2975502847077138,-0.24724509442464462,0.0
2018-11-15,1.0,-0.20293954861324642,-0.17352356353647788,-0.1267859705225181,-0.2973166881905582,-0.24932865957403194,0.0
2018-11-16,1.0,-0.2028943916038045,-0.17343801246310267,-0.126783371597245,-0.2972490980649393,-0.2494875368973434,0.0
2018-11-19,1.0,-0.2028428814986751,-0.17665304110264363,-0.12032947846270772,-0.3019739950290656,-0.2523057330074153,0.0
2018-11-20,1.0,-0.1909714402702426,-0.17459310062442418,-0.10719623298188145,-0.3088954857201351,-0.2656361961306173,0.0
2018-11-21,1.0,-0.19075582109096859,-0.1738142979907517,-0.1066620288906167,-0.30928510046241353,-0.2655399598968777,0.0
2018-11-23,1.0,-0.19050539744847889,-0.16854759568204122,-0.1083987569512594,-0.3111301929996729,-0.2658856722276742,0.0
2018-11-26,1.0,-0.1904898192820345,-0.16875868836372557,-0.10832856325128792,-0.311002534957887,-0.2657412707498569,0.0
2018-11-27,1.0,-0.18989692825798551,-0.16918052862536995,-0.1063577916113889,-0.3105827125216859,-0.26500663332993163,0.0
2018-11-28,1.0,-0.1901087910517829,-0.16773824832118875,-0.10677035494866614,-0.3111260792358092,-0.2653644398179332,0.0
